T98G_KO1	T98G_KO2	T98G_KO3	T98G_WT1	T98G_WT2	T98G_WT3
ENSG00000004142	85.9592199638944	86.5112532154124	87.2051287623759	90.7695325476641	90.406169903571	1.00010638861842
ENSG00000004399	14.7302178464294	14.5393392990746	14.5783076725242	18.5619889406427	17.1355436689609	1.00002063386329
ENSG00000004455	320.472077930423	321.234096902367	319.473809331387	297.393628528832	305.592746219235	1.00035707424787
ENSG00000004478	59.1399589995027	59.8622219618635	60.4494078374038	59.5492913219482	63.5780804440431	1.00006892014078
ENSG00000004487	46.6156982066204	45.9134918862797	41.9706382023251	46.1333386635806	45.1913309997503	1.00005351751894
ENSG00000004534	15.9109276891206	13.8040940976458	13.5714611652847	14.9119566372758	16.3286430118087	1.00001867597657
ENSG00000004660	4.8068936361372	5.19794926170045	5.59290594839574	5.92837065901775	4.56957454041877	1.00000415795567
ENSG00000004700	26.7671298444681	28.3304103227339	27.1471438038418	30.3310505529996	29.4423365775471	1.00003555998239
ENSG00000004777	10.8777279062412	10.8686132745248	10.380045474517	16.0167112520997	12.6649943778274	1.00001168701651
ENSG00000004779	67.2689132053032	84.3870668348032	77.6699479675565	81.0904030345034	73.6844338334568	1.00008224377074
ENSG00000004864	28.8875191062378	29.0654220047656	29.2974983340266	24.746450186077	25.7236246918008	1.00002834463529
ENSG00000004866	13.1833827266342	13.8886628345012	11.7823125877429	13.8781068513267	12.0700568297248	1.00001823993538
ENSG00000004897	53.9130790117287	51.0604869244216	49.7450989943665	50.8404074318187	48.7212471122345	1.00006333493798
ENSG00000004961	15.1264677598496	13.5405500701965	15.1984686250078	13.6090859833177	15.6084726521202	1.00001958955579
ENSG00000004975	15.8672208790694	17.5838780238144	17.6473055305936	19.3962793462072	18.0202664269148	1.00002117261425
ENSG00000005007	23.6814836734656	24.8074819288617	26.350180065981	28.4178404217468	26.4280072804237	1.00002857476474
ENSG00000005020	6.51852484449403	6.24852329994792	5.78254689756711	5.70760070347797	6.22425869705648	1.00000633383411
ENSG00000005022	273.099591622822	309.514802568553	333.357788980833	338.840924762712	322.403122907746	1.00040300720095
ENSG00000005075	39.5324079614224	32.1687644678475	46.3951515957869	36.4815359934267	43.9072596836461	1.00004561375906
ENSG00000005100	17.6872849800372	19.7151809564822	18.2585808799704	16.3762018910388	16.9521237773326	1.00002100522907
ENSG00000005156	6.59782559784885	6.88638064519429	6.54353790451695	8.52257024368575	9.57501616019302	1.00001134880857
ENSG00000005175	16.3027941069068	17.1532920816613	16.4846000006327	15.4154694615685	17.5442616372294	1.00002015199418
ENSG00000005187	3.95794483290018	3.7816808654945	4.57167542841361	4.33969929034063	4.62097071184749	1.00000483154748
ENSG00000005194	33.7266019042204	34.7017864648902	32.8623138539678	35.3741202219017	36.7013498250682	1.00003713021405
ENSG00000005206	7.0197945282496	7.26275177287401	7.84869489151918	9.47314034052366	8.6867521525926	1.00000959812685
ENSG00000005238	5.25304318778754	5.13403236093787	5.67997169828567	7.30762526816664	7.16653006322397	1.00000722697478
ENSG00000005243	22.4829866404568	25.0736223760791	23.9990106498121	35.4974925800423	28.5625860758657	1.00003717441212
ENSG00000005249	5.97252477153202	5.05456579545641	4.3901386588751	4.26601230697604	3.55258967600775	1.00000410324121
ENSG00000005302	18.2677946985576	17.10537648609	15.9140867481928	14.4463009473116	15.8985483258634	1.00001791497168
ENSG00000005339	18.1953799365703	16.6305392194801	18.167879675416	20.220702512407	20.2330402832218	1.0000262794206
ENSG00000005436	4.84050404842021	4.86989754579327	5.73448102115502	5.30132161842236	5.82007745433692	1.00000587543322
ENSG00000005448	18.6820860880344	19.4289388813363	18.631060397278	21.8966566610517	21.364271936111	1.00002639382185
ENSG00000005469	18.6580712983627	19.0651631517396	16.4625422621739	20.1352099038566	16.5224494768848	1.0000221638681
ENSG00000005483	9.87012493739394	8.85849798966366	8.95482366746511	9.07378140942464	8.93458595800004	1.000011876987
ENSG00000005486	23.8186517017751	20.5369007817256	27.3616003547744	23.1194435566227	27.0075327181727	1.00002516977071
ENSG00000005700	9.105868192504	8.55191450655804	9.1060474789228	9.55198097501611	8.59264802409742	1.00001162404815
ENSG00000005801	11.9607773943894	12.0711522841937	10.8103822310239	11.7458683670328	10.9233779302331	1.00001371740375
ENSG00000005810	6.21794652439011	6.17347150822243	6.12695446976085	6.10926178924161	6.98605034960531	1.00000860850937
ENSG00000005812	17.7647372439854	17.5711856725806	17.0139623208636	17.4512620619836	16.9056663958091	1.0000200254566
ENSG00000005882	7.98476449821033	7.10883107655338	8.23238317310235	8.45195410714659	9.03431647970073	1.00001006439949
ENSG00000005884	44.1702247869259	43.7313202741299	50.3667277673282	62.8527151925323	62.5813688759983	1.00006986115009
ENSG00000005889	9.1870207666953	7.86926135096767	8.11168874334432	7.13903771536618	7.56928471045696	1.0000096302907
ENSG00000005893	101.796727081345	110.589811418332	105.194098747225	107.39207317129	100.871029169715	1.00012719011321
ENSG00000006007	33.1729438187074	32.0842206000611	30.6113025735601	32.7016945484212	30.2373974319974	1.0000376125339
ENSG00000006016	10.7200789111236	9.30720117475151	11.9278702402655	18.0063779773204	11.4661374930373	1.00001646376206
ENSG00000006025	5.40708893011698	6.16182887909641	5.90203679329556	6.6320827820716	7.37495084899545	1.00000610895864
ENSG00000006062	54.3578132734413	57.8845543083155	60.047206272507	47.3136590060392	47.4566460211621	1.00005649942615
ENSG00000006118	27.3186893161461	27.3922980479789	28.2206826759729	27.9974875290981	25.3178843627276	1.00003345545209
ENSG00000006125	125.830439055532	124.433006735685	120.253431513158	125.007499140326	127.374627589904	1.00016041739179
ENSG00000006194	14.5399522265504	14.7851071416707	14.5801477002792	14.2391389420933	13.5943878075607	1.00001849739723
ENSG00000006282	18.4104440795194	19.9128471527256	22.0629185073674	22.702896866645	23.3320321392344	1.00002414844524
ENSG00000006283	1.60070025910062	1.61792626396308	1.85067077818674	1.87912613670453	1.92408699194316	1.00000119808708
ENSG00000006327	131.306075053061	135.742842919907	152.848933733022	173.966130916004	166.858125294181	1.00020639326115
ENSG00000006432	6.11031332134134	5.52890108979547	6.53232373478428	5.46547755667629	6.63495424196444	1.00000698558454
ENSG00000006451	21.5799003514523	21.1809713185617	21.8613654619927	25.1906419799701	21.4917406325665	1.00002744507934
ENSG00000006453	7.37928843059698	9.07136638262855	8.81114147533582	8.94711550213998	10.3606414224329	1.00001029357511
ENSG00000006459	1.33626184135251	1.41562188720407	1.44733104131894	1.37534571446409	1.27853983380376	1.00000047156405
ENSG00000006468	1.76000347535909	1.61242418231469	1.82393503457753	1.49610470135827	1.56800859656973	1.00000072300377
ENSG00000006530	3.75209364484445	5.14294756243994	5.56272488477779	4.19684765438307	5.13042156648223	1.00000527145476
ENSG00000006534	13.040311194782	14.8961301890819	15.0570395529693	14.7247445049873	14.7475458078627	1.00001758674148
ENSG00000006576	22.9515386783074	21.9354763542697	19.8338751615589	23.0713139461711	19.8729033922711	1.00002681555745
ENSG00000006606	8.16649080805685	8.20935097512416	9.70564131804653	9.75154098273148	8.13226498506395	1.00001168214791
ENSG00000006607	21.8802750776487	21.7513638459793	21.2438001801268	21.7814534591915	20.980400174896	1.0000271932091
ENSG00000006625	28.3309539950771	30.8893939496912	33.399537597384	30.6636680935259	27.4016085581741	1.00003559911944
ENSG00000006634	31.5014636911095	31.1679021192283	30.4482440366898	29.2998915974932	28.4362915704512	1.00003238230862
ENSG00000006652	21.627796988567	22.8186828625938	23.0181389269648	21.5846269769146	20.0415281977071	1.00002369397934
ENSG00000006695	13.6149438142318	14.350993782216	12.5232133667392	12.5878143507403	12.7312787211617	1.00001389151068
ENSG00000006704	12.3739179000921	11.5594460961751	11.9383861626154	11.9489410840746	12.9796490620208	1.0000152110341
ENSG00000006712	23.3130111242926	24.3742824165533	23.4966847325124	27.0425472533572	24.6246393671007	1.00003381638228
ENSG00000006715	7.46564965508021	7.5037769069212	7.13633850722068	7.78746486151446	7.95649462422395	1.00000891251229
ENSG00000006744	34.2639163785509	34.0446752067756	36.3185319109123	32.2352998593581	33.074527165215	1.00004052477076
ENSG00000006756	3.08396288235683	3.35455225807772	3.63762503212002	4.01438423475092	4.11375799032684	1.00000372451246
ENSG00000006831	24.8452211023567	28.9851372955485	27.1667273941742	27.0801504405642	28.2239611543321	1.00003199521006
ENSG00000007047	9.17566930199689	8.60738418851842	8.67119747299492	11.6002636641205	9.80808096722628	1.00001228595302
ENSG00000007080	50.8355454245239	53.257669310796	53.9657460450529	48.7461886091641	47.8303974786264	1.00006639641748
ENSG00000007168	33.9365435275388	36.0118002841642	32.8745990516294	35.5144541094286	35.2873424706695	1.00004414001794
ENSG00000007202	32.2169036539663	34.6992914562315	33.8850907679907	33.3540010710121	34.6517717716679	1.00004207862016
ENSG00000007255	4.69087402055968	5.91384819077089	7.61092719047984	8.48342819902771	5.55747518663835	1.00000480090609
ENSG00000007341	14.1534363540846	13.3216520901012	11.837527478927	14.2569704469903	14.6972563911391	1.0000151019928
ENSG00000007372	1.43135214671175	1.35892564909721	1.25110102006523	1.52103093757285	1.42610540362879	1.00000063121669
ENSG00000007376	25.4719136657304	25.7915049591254	30.7640997633907	26.4091270751136	26.0928518400963	1.00002834254233
ENSG00000007384	8.68520893986859	10.1718939063823	10.9161145939087	12.2665974595883	11.5452542503667	1.00001453148589
ENSG00000007392	25.3100836931094	30.1206042495429	28.0475915341267	31.28277614091	29.3892725167681	1.00002853423152
ENSG00000007516	4.61749837201072	3.66887844131191	4.83947473506518	4.72629564930255	4.05861337076766	1.00000413074968
ENSG00000007520	36.8716351089106	43.3965349775771	44.7618793916908	44.5366561770584	42.6400060716384	1.00004844220051
ENSG00000007541	15.3963732172529	15.4339693066291	18.084276496156	18.2262603791551	15.9712402893074	1.00002035647002
ENSG00000007866	6.75385752367894	7.58225886614325	7.59432238340395	8.34014983922959	8.4948030488907	1.00000959926649
ENSG00000007923	30.5004722949139	32.9365112980598	32.5051676222969	30.3906373670429	30.6848106541132	1.00003576776276
ENSG00000007944	3.77536425374117	3.73624725303953	4.16154896116982	4.12923854108695	4.86144151419982	1.00000456043102
ENSG00000007968	3.9833854669651	4.7350648551204	5.09684094560144	5.11951366000152	4.97755781220307	1.00000588833226
ENSG00000008018	162.511984356478	189.820028305609	180.782347125614	186.715074455681	173.252272509579	1.00021814105828
ENSG00000008083	7.39124361881024	7.01287458209752	7.22782269333039	7.17061027416363	6.80597892550671	1.00000753782111
ENSG00000008086	1.23706643154477	1.24657702375545	1.21231135356005	1.34771425531472	1.29272859851942	1.00000032121278
ENSG00000008128	2.60177005919061	2.53274723904691	2.73885773412462	3.44835650356787	3.17208086280077	1.00000194272591
ENSG00000008130	14.8165330414151	17.6601858384541	15.1887152548378	18.1162286855462	15.7053123886643	1.00001777058729
ENSG00000008226	2.14585958154631	2.30808458782095	2.34577017289861	2.39622669545666	2.31312874386257	1.00000127801898
ENSG00000008256	10.0213130065219	10.1014319212843	11.211389767892	11.7812251700985	11.4775154670061	1.00001365273291
ENSG00000008277	5.78115641888482	5.91719448569499	5.87815995471848	5.7882220509981	5.69541329761409	1.0000064055673
ENSG00000008282	37.500956757157	42.7277138543674	41.1574198555699	43.1219341040912	43.9489005070862	1.00004981570184
ENSG00000008283	40.356828654651	41.6423666508559	44.5319904504498	42.4093099443015	44.6619429376849	1.00005033796761
ENSG00000008294	21.8924710888644	20.9662173995469	19.0243576479568	23.2641411471741	22.833315105071	1.00002888467856
ENSG00000008300	3.84710427882778	3.9212391000453	4.30020055926325	5.0064323112218	5.10954433817367	1.00000491201396
ENSG00000008311	8.83154833932552	8.7234849047059	8.24277887679542	7.70007429590279	8.11133410398853	1.00000806895251
ENSG00000008323	1.56677275712273	1.50063041599357	1.40411886175351	1.1730322114653	1.24763871247006	1.00000027173539
ENSG00000008324	13.3381653027306	14.5774682503765	14.2155402193642	14.3437665330262	16.0675266079739	1.00001568777456
ENSG00000008382	5.9462893702459	5.18094553803526	7.36781635490141	6.07132345874992	6.38491723552068	1.00000493264761
ENSG00000008394	290.36980127483	281.057035436016	266.002629143405	195.289722363734	193.120001832655	1.00026268185468
ENSG00000008405	9.08730179597024	8.94572707111596	9.01743680867533	7.99440861559966	11.3172571851518	1.00001018906731
ENSG00000008441	146.621009519409	149.981803233826	145.939793458983	131.702011489202	128.155926105599	1.00016400199943
ENSG00000008513	42.1459973893209	43.591787447856	41.5776447391487	32.6054623280057	31.155217658217	1.00004216304318
ENSG00000008516	1.77353647137478	1.84114040248421	1.68803845521495	2.15125997583462	1.83214650817544	1.00000157786993
ENSG00000008517	5.18210545495072	5.00189187748821	5.06791990115632	8.37689845426886	6.60872733175772	1.00000912312472
ENSG00000008710	7.5421773203583	8.17832003846335	8.91418652318363	9.88457620809612	8.94060590412099	1.00001017117979
ENSG00000008735	1.20396935376777	1.36867331409375	1.21007091006591	1.44973196716815	1.36473127443945	1.00000045201513
ENSG00000008838	28.2095899417985	29.1683611736841	32.0055809694017	31.16499629786	28.4806149879378	1.00003262253627
ENSG00000008853	6.73503998424885	6.510585293052	7.15067276582618	6.85493103101953	7.14714304358112	1.00000765123307
ENSG00000008869	4.63128372355771	4.33224979006458	4.04946527946327	4.4182093079055	4.45528054849742	1.00000436409308
ENSG00000008952	32.6518180448395	31.742493338976	31.2541596701311	35.8814484373013	33.1190496387169	1.00003861669678
ENSG00000008988	891.551118483812	949.594768958172	951.964077700397	813.029120965462	894.862282688904	1.0010073070356
ENSG00000009307	226.254122553269	224.512927559577	216.07357505462	211.640205140051	214.481615332716	1.00026616983486
ENSG00000009335	48.9657889591722	48.6769737298044	49.8137537921331	49.6735230289575	48.8708254636411	1.00006127431864
ENSG00000009413	4.2608692803003	4.08606363922808	3.85403782268612	4.36581649769669	5.12729279307756	1.00000512200229
ENSG00000009724	2.11225600865575	1.76023366266347	1.81823437705047	1.78827558820985	1.70196453947539	1.0000015845549
ENSG00000009780	2.99185099231214	2.62877984211011	2.82764243782224	2.72479206920668	2.40565805564899	1.00000252809138
ENSG00000009790	1.60960381720956	2.21970049404927	2.19860279016583	2.81455562042746	2.10173198956272	1.00000131256004
ENSG00000009830	5.05345167762451	5.46186687133677	5.69313463286423	5.99445980766101	5.16335390477497	1.00000584544285
ENSG00000009844	12.8999142359341	13.3242674157787	12.3424068353899	13.2105027446983	13.2624614275304	1.00001591646413
ENSG00000009954	32.5187966236511	32.0500562700551	30.8072814882285	31.623327089012	32.5380015661466	1.00004042218339
ENSG00000010017	23.0645335212537	20.2872897736153	19.2032485800805	24.1424574771941	22.2855011068621	1.00002712391352
ENSG00000010072	7.53317911489078	7.7502522074583	7.81117285196622	9.86835717448696	8.39900369658243	1.00001009250361
ENSG00000010165	12.0846765789671	12.7080949947021	13.1668147833104	13.1399589652886	14.2168584638635	1.00001477386908
ENSG00000010219	6.36936440643768	5.94909326250902	6.6926306109954	6.24916376104874	6.30730428468449	1.00000684083877
ENSG00000010244	201.306303612503	197.92689204468	191.738497361198	183.295100200423	178.840680154908	1.00023925321465
ENSG00000010256	64.5779082851895	75.2458970658425	74.0704331690059	66.4127392246633	69.5449982772836	1.00008379637944
ENSG00000010270	50.5640808142867	48.8575009747307	48.6590272624443	52.6996566077061	48.69963950645	1.00005992045251
ENSG00000010278	26.737129185512	26.4963728712343	29.7159511375744	40.2050826934606	37.3909252184684	1.00004339388592
ENSG00000010292	78.6957666877195	85.3137104186575	81.1578347196557	86.7235733771414	86.2624107421097	1.00010823244781
ENSG00000010295	8.59885827762287	9.69808070766052	9.86635846530336	11.9276831114032	11.1530796491609	1.00001199034935
ENSG00000010318	2.03247298647532	2.51103142091024	2.75141395008716	2.32572610914164	2.55236989784649	1.00000234694036
ENSG00000010322	13.6440624891911	12.4738032541178	13.1679524349	16.8627002079973	15.492309936262	1.00001917699938
ENSG00000010327	2.23836085957224	1.99789298525998	2.51034836954549	2.37421252581336	2.41913308241858	1.00000162492827
ENSG00000010361	10.4089743688298	13.029302058806	14.1853462755794	12.24866911314	14.4338950178084	1.00001451676965
ENSG00000010404	14.9065121407895	13.3450914401918	14.3922514653713	15.7450380581303	16.230063957037	1.00002077674449
ENSG00000010539	5.28286904715483	4.35987855823366	4.61621469040174	5.70888712935464	5.20060001396899	1.00000485784635
ENSG00000010626	6.62977839413991	5.07678659525824	5.70123355860095	5.60458789706608	6.04149443987183	1.00000682814382
ENSG00000010704	4.4457932825316	5.27948558824852	5.35428856972274	6.40724842477705	5.83524033784821	1.00000563575908
ENSG00000010803	18.0005601832497	18.7022787708454	18.6309895613583	18.2202713535528	19.2224789040103	1.00002291302674
ENSG00000010810	1.32045901777186	1.64737207205968	1.44006034082163	2.20118598728206	2.07865270863473	1.00000115402155
ENSG00000010818	3.98406232042775	3.57502595616316	3.63428098009839	3.61713673376286	4.14022589043252	1.0000038858525
ENSG00000011009	27.7842325712175	28.8225991596706	28.8295774435933	29.1433187894855	26.2064150052433	1.00003289550512
ENSG00000011021	5.66889950355286	5.29077021802139	5.23725065809562	5.56370522775834	5.06984409670997	1.00000567596836
ENSG00000011028	31.5163451761085	34.7188022270616	36.2909823444052	35.1108997024876	34.3796474144995	1.00004426294386
ENSG00000011052	88.9338986778788	87.4450454398073	84.2670884462997	86.3653822107606	73.3452688621384	1.00009573501257
ENSG00000011105	2.58412108008751	2.22984769148784	2.816207698472	3.28351874583641	3.12214687947933	1.00000298066436
ENSG00000011132	5.45245602204465	5.20378470709188	6.5027765963955	6.36020154802658	4.9902342875661	1.00000599423793
ENSG00000011143	4.98805328045456	5.79603729664766	5.32937127962275	5.70558103319862	5.79577454280245	1.00000530721775
ENSG00000011198	31.9159028555342	37.4566653013403	32.4118924613724	36.7357528464551	33.9134663827949	1.00003944660686
ENSG00000011243	17.0387836408344	17.3589259990361	18.6710274684891	21.6015331832222	19.7734494795123	1.00002510772231
ENSG00000011258	5.59897349998909	5.51600050990116	5.11658061725919	5.10920056488024	5.23976862190345	1.00000627313176
ENSG00000011260	32.8819901402823	34.4074065721661	34.4030663500318	32.7017885598697	30.0737440699852	1.00003759664798
ENSG00000011275	21.477457745407	23.4855093033401	22.1304244693279	23.5753702316715	23.5793162804765	1.00002855807738
ENSG00000011295	17.6452367714093	19.4002469086172	19.1900745404609	17.6835814508983	20.4865684947379	1.0000239697698
ENSG00000011304	212.970813995344	217.863218476754	227.366109449993	202.218349766843	202.055437437295	1.00025397376536
ENSG00000011332	5.96212256285232	5.51088196689985	7.04749589583667	6.82607321104188	6.55873867461193	1.00000577317666
ENSG00000011376	9.33950648949244	10.3623256717552	10.5713743060267	10.1668468371203	9.6946178340871	1.0000104635782
ENSG00000011405	16.215265881522	15.2140315907901	14.3578577147373	16.1122404671975	17.3958128939022	1.00002207879932
ENSG00000011422	15.6366897379651	16.6324714064261	16.4635531020736	21.3316326823932	20.1305129240299	1.00002366016722
ENSG00000011426	118.930875357832	115.965455847802	114.781379133421	135.377744406868	143.299480211848	1.00016984604844
ENSG00000011451	20.008487273576	19.4281440778172	21.1611513746014	20.2204150112476	19.0378385788988	1.00002584403479
ENSG00000011454	10.5862050874946	10.42104242853	10.2592426130801	12.1052947849463	12.5032221509518	1.0000127894174
ENSG00000011478	11.0304929264622	10.7146056106806	13.3340457470852	10.1078659798029	9.45974629350352	1.00001462534853
ENSG00000011485	37.4449746221694	35.8745026845437	36.5795775607119	38.6802458978716	41.3581823545082	1.00004268183453
ENSG00000011523	4.38367220220188	4.53608873499006	4.18684171109229	5.329144870931	5.06727630749651	1.00000513365888
ENSG00000011566	13.5753654633602	13.2330803304626	13.3684195184517	13.3295030307032	13.1869094264156	1.00001779320823
ENSG00000011638	4.97676098540939	3.63922627736368	4.303001730596	5.39125081150029	4.76470682828732	1.00000391781986
ENSG00000012048	17.5073959805362	16.4900066194239	15.2012173223829	17.0790003997723	17.9560644908107	1.00002088743597
ENSG00000012061	25.027319903957	27.0919819194506	27.0320369309291	26.3467667859696	27.0046740295064	1.00003222290495
ENSG00000012124	2.10478208312416	2.0949315250224	2.50356189957576	2.60510630310317	2.75556988074182	1.00000250841478
ENSG00000012171	4.53739954303134	5.42971038411173	5.1379755555015	7.80299420924228	7.49083278637917	1.0000065326731
ENSG00000012174	18.8109991253054	19.7951101302695	18.5657584342858	21.4109123560927	20.7769069624407	1.00002564316631
ENSG00000012211	5.43697198893758	6.48412708410946	6.04571035030094	6.18197424066194	5.59416326953616	1.000006107056
ENSG00000012232	6.75862883201622	7.94053580932673	8.51109624452829	7.66273434932354	8.45109348794966	1.00000901650968
ENSG00000012660	153.867592345206	147.235577902004	144.630761475441	134.597231780434	122.805735557825	1.00015875907707
ENSG00000012817	2.95942781975985	3.2138471066904	3.45569003665005	3.34235399566742	3.63715014606955	1.00000261909811
ENSG00000012822	5.28594140658607	4.56919888116964	4.41201974323927	5.48239850706056	4.48717142822678	1.00000522713431
ENSG00000012983	12.7194150974363	13.2932611866678	11.0532327271626	12.3042412693803	13.7516494905889	1.00001564443173
ENSG00000013016	1.66932948559372	1.66610649373598	1.79964816197799	2.32822394448623	2.14054948971312	1.00000106797358
ENSG00000013275	69.9342058585361	74.8109955195639	75.5084943747269	75.6001027374891	78.479942707853	1.00009200290771
ENSG00000013288	7.60596837628852	8.21061599547425	7.67423424164281	9.02486926444112	8.20485164397494	1.00000889220908
ENSG00000013297	11.0056889077413	13.1961247669447	13.0224999091045	12.8186824013759	12.1636079606314	1.00001269534209
ENSG00000013306	98.6692082914128	110.152617825852	115.665339107743	115.295447449475	104.800018760271	1.00013547796499
ENSG00000013364	38.7604803641875	40.0493436031966	42.5736914439261	46.5290193018787	48.0772904093972	1.00005197015039
ENSG00000013374	30.3296812891645	28.1717551857884	29.1151507308331	27.8036009677807	26.689064013238	1.0000324592708
ENSG00000013375	6.86508357272685	6.51067482345792	6.29640864442087	6.39767138091592	6.33104893452666	1.0000079468856
ENSG00000013392	2.09678400186438	2.50868763684205	2.3766918224006	2.22426372596051	2.33032164619261	1.00000200807334
ENSG00000013441	22.3319329558606	23.8890015126072	21.9615964943944	25.635425976306	22.1214012010972	1.00002632982043
ENSG00000013503	7.54704404316348	7.79684879662645	6.53426112580989	7.61857516109754	8.25041315053375	1.00000873868012
ENSG00000013523	3.19626970311511	4.1285612741363	3.87886976185115	3.42678010877247	3.48081266196939	1.00000286220944
ENSG00000013561	11.160967327584	11.2270570202476	12.1987441984774	13.5099902953643	13.1998984052874	1.00001502177996
ENSG00000013563	10.233320147843	9.79434661552631	9.13838543429084	13.0588869055674	11.773752151924	1.00001258049936
ENSG00000013573	15.1703199003631	13.9605488134367	15.288751782459	16.7928198827885	15.7249853054006	1.00001926613616
ENSG00000013583	32.8771776926682	34.5965556237793	29.1242475224846	33.4028196017049	32.3380487488476	1.00003667991669
ENSG00000013588	43.0073803562477	42.3725726847234	41.4086414164626	49.104276854984	54.3554346241208	1.00006524771242
ENSG00000013619	6.56216387729585	7.08647393041412	6.89300691951122	9.44984660192313	9.8935238044986	1.00000965386156
ENSG00000013810	33.3989905984821	35.6242840094601	40.4524026645151	40.8396003070174	39.6232046244562	1.00004700315474
ENSG00000014123	8.94769370257764	8.95622485692139	8.33541504071434	9.61365485626826	8.43708198444293	1.0000093737521
ENSG00000014138	4.13474345425639	4.27870073183226	5.05441598434197	4.86980144999791	5.27884850573966	1.00000527074646
ENSG00000014164	5.62205783308621	5.95212023086529	6.49267975860395	5.50763462505687	5.74957671463784	1.00000709124661
ENSG00000014216	45.0369350087516	45.0620197355762	47.2165078442683	52.2943645962437	50.3369579707131	1.00005635541904
ENSG00000014641	93.4996822436562	100.10103340856	100.988998499991	116.415589213186	107.250829048987	1.00013145845258
ENSG00000014824	11.143316987067	12.0097473164252	11.4467450192844	12.5614093960844	12.1697821582971	1.00001259192876
