Control_1	Control_2	BMI1_Knockdown_1	BMI1_Knockdown_2
ENSG00000003147	34.6576214328371	35.5951848213797	33.8183967380665	31.4240394394805
ENSG00000003249	21.8764289189869	19.2943169611396	17.7103990342191	16.6470791894496
ENSG00000003393	7.52620948209399	7.11903597606503	7.71271289251229	7.56732851273677
ENSG00000003400	2.00986773983372	1.84739259394324	1.94778636337237	1.78850429915624
ENSG00000003402	6.33338004490477	6.41865991185467	5.0565930933379	4.84301994336289
ENSG00000003436	24.7543973604708	29.0025090928142	26.2605819388285	25.9781515261537
ENSG00000003509	6.70240367888252	6.61325536294037	7.58147363994172	6.72655052784896
ENSG00000003756	28.999664635509	26.9991105391395	26.6426751970324	26.6585432855922
ENSG00000003989	3.09940521607224	3.30970191739328	3.24969589037293	3.25768596829809
ENSG00000004059	152.703061599528	144.99926279053	168.093450105855	170.849327231038
ENSG00000004139	8.30742958117009	8.36101566439724	7.4101050321385	7.37371941064658
ENSG00000004142	81.2163232967811	78.1150836954316	85.7857022865646	83.1862365030532
ENSG00000004399	1.55002996144454	1.58166305443533	1.25740135433792	1.18698581060767
ENSG00000004455	179.152072178728	171.795077815254	200.480716576972	203.055640777595
ENSG00000004478	153.453641632707	149.852321561216	169.516517457283	173.102847401696
ENSG00000004487	40.9868097863241	40.1579914104948	40.9820224358857	40.028127675017
ENSG00000004534	19.6120889798115	18.940511774627	19.8572410370717	18.3661863540592
ENSG00000004660	11.2311210604597	10.5669302194194	11.1972555621841	12.2574089676474
ENSG00000004700	19.297462862253	20.6730845628308	22.3912218707258	23.0447057533122
ENSG00000004766	8.09041977975092	8.68037391243121	8.98191525575769	8.72344887581958
ENSG00000004777	2.37160052444757	2.90658626946528	1.99515111476122	2.03147538137701
ENSG00000004779	109.411624811472	113.305576532693	136.224375222736	142.248246260543
ENSG00000004838	4.25405441630751	3.49454692093648	4.43105074722512	4.63184325779741
ENSG00000004848	1.83141671484755	1.45476582445189	1.69591696960788	1.43667879461124
ENSG00000004864	20.3452558894647	21.5377669868976	23.2457790377509	21.8672030598133
ENSG00000004866	58.3266772232768	58.0525279657569	72.4514129141784	71.529916815666
ENSG00000004897	17.4294914901799	19.2072089193613	19.647948683719	18.6278578200891
ENSG00000004961	12.1033180794762	13.0286259592727	16.0516965870161	14.5374645448273
ENSG00000004975	23.0491490250514	22.4077702674817	21.2852917444031	21.5409672755374
ENSG00000005001	2.31404854030425	2.2972170480569	2.2187586902541	2.09614902629962
ENSG00000005007	28.4750196982978	27.0877673711074	21.8889420704039	21.4922016746999
ENSG00000005020	12.2638038948086	13.5709759504419	10.8056263781918	10.9544622356114
ENSG00000005022	271.93490918741	260.659281614405	312.946586397079	318.906071537347
ENSG00000005059	1.67113183427515	1.93859179687884	1.86082802707372	1.99138814682424
ENSG00000005073	3.00295149668982	3.18882060866909	3.14212107486383	3.28441994516898
ENSG00000005075	47.9702271675775	49.1236903825831	56.9134971976528	55.2193885326316
ENSG00000005100	8.56134071821843	9.18964644695408	6.53219561215704	6.86578356770102
ENSG00000005108	1.60699705987284	1.58370506008484	1.57125143365344	1.59875404520808
ENSG00000005156	14.6172420898293	14.0068710366046	14.2658497993353	12.9262645235545
ENSG00000005175	10.1035222807297	12.0810259405394	10.8842387778624	10.9865390922779
ENSG00000005187	8.36452784193389	8.72015706053826	9.07762434078566	8.60580506528122
ENSG00000005189	18.1820351583576	16.9061113456159	17.8396079269775	17.6151949855288
ENSG00000005194	24.6707159015702	25.6486002115525	32.206041877413	32.6921849913325
ENSG00000005206	7.92211041749478	7.31879309320376	6.16282933207592	6.92123904730926
ENSG00000005238	7.17773721822906	5.91180187210373	6.49256239462016	6.47267264256765
ENSG00000005249	7.91137400221525	9.34857103454676	8.03134672763072	7.69497011858002
ENSG00000005302	12.893041741722	13.5978212969039	13.0220525950978	12.8368677346652
ENSG00000005339	8.34745185131731	8.71117063224888	3.99048838118214	4.27434315270655
ENSG00000005379	4.73558858911993	4.29383259393862	4.54591281143115	4.40526355817278
ENSG00000005436	10.3057460151637	11.8289575576577	10.7753917042797	10.1334025372097
ENSG00000005448	14.2811631982056	13.6172736107519	16.6749156047328	19.7789584877209
ENSG00000005469	15.2760083676904	16.4260148487344	14.0802876576308	13.7524855677388
ENSG00000005483	16.6449118248491	16.9726406838401	11.0670519793686	10.5566207660949
ENSG00000005486	39.7604121370695	37.0686639977974	33.048065892505	35.3905610802808
ENSG00000005513	4.18592732472325	3.55711862029021	3.42672608231138	3.23033658983357
ENSG00000005700	17.2387950712253	19.56427128997	17.3872262227083	17.4711590287769
ENSG00000005801	13.9217896239936	14.1080506905524	16.9379371920713	15.5897619937353
ENSG00000005810	31.6127312116705	31.3232766282026	24.5298824300895	23.4223801188592
ENSG00000005812	18.5171233498511	21.5365812670193	19.6294357270622	19.610967493626
ENSG00000005882	9.96544894601511	9.53565046641652	9.96942033286111	10.8788041135458
ENSG00000005884	3.73156413658255	3.39032188273001	2.4869122951275	2.48719854090647
ENSG00000005889	11.4879095840406	11.6658771598294	10.8126361232261	11.0038645680997
ENSG00000005893	139.347909394009	156.47298459869	114.095730725277	121.313965161136
ENSG00000005961	1.32073721452865	1.37678842610978	1.50571355194162	1.36007985753669
ENSG00000006007	35.4019790419827	35.9717578452768	41.5553448609558	42.3716129575308
ENSG00000006015	50.5646800850215	50.9654300914323	46.6487350593407	47.3766412235491
ENSG00000006016	2.38155574730268	1.79002828033012	2.21018327729855	2.37868600249259
ENSG00000006025	2.60469275331111	2.12617841380027	2.36730599331705	2.2412451719752
ENSG00000006042	13.5326925975311	13.6890770019687	15.6189642588274	15.3912114088515
ENSG00000006047	1.90485126386553	1.94005099987969	1.79261070001008	2.18387739834099
ENSG00000006062	3.25093069226085	3.00948346301008	2.82869205689647	2.64012763020323
ENSG00000006071	3.13977215806467	3.15096564662262	2.1227060088133	2.24508473910385
ENSG00000006118	45.7881317334187	42.0191586264699	42.0622450178208	43.9997922759718
ENSG00000006125	87.0535316816965	86.823765941871	68.7425515719738	66.477651609788
ENSG00000006194	13.9474196090656	13.9552141699774	16.5355526739178	16.377606497493
ENSG00000006282	120.848428347716	112.361946664826	113.501089883416	118.482237604741
ENSG00000006327	9.74462226466861	9.51002010606701	11.5607072601052	12.801508629835
ENSG00000006432	9.18162137145801	8.75580676853208	7.55636382926967	7.57353721680351
ENSG00000006451	11.2605699277508	11.8788894507067	12.0373751892146	10.6776842204881
ENSG00000006453	35.0208471272379	35.6833487805775	35.4379020208356	34.826948442877
ENSG00000006459	4.72764652095131	4.76841552460531	4.30588294731426	3.88424212545088
ENSG00000006530	18.4142308206557	19.5355768140036	22.8836951895871	23.1219049465875
ENSG00000006576	14.3589233593919	16.1836955444834	17.8554326862143	16.5539659778632
ENSG00000006607	19.7457981198519	19.1687397867263	15.7504306163137	14.6131373712661
ENSG00000006625	55.1432254126138	62.0411195095253	67.8346532103055	72.6203942763361
ENSG00000006634	19.0460621867797	20.8302784047861	21.982823179829	21.4445663963694
ENSG00000006652	16.6477424162581	17.1532292209602	14.2197787034565	14.4292087519604
ENSG00000006695	8.30384378649928	8.3462413063805	9.27197064579183	8.80306431169933
ENSG00000006704	10.4123374658672	11.0599371175508	9.99557024636799	10.2446428558423
ENSG00000006712	48.0124581410548	44.9542538478361	52.2047614179691	50.6998328207877
ENSG00000006715	12.3585353366402	11.5015636626333	13.229034552453	13.1605085874379
ENSG00000006740	6.18235473435515	5.67769783975442	4.60749242373438	4.87573394890284
ENSG00000006744	47.4413735891492	46.2918149659418	49.9087452587183	50.1809579372532
ENSG00000006756	19.1805635378229	17.8886061603712	18.8728375962233	18.6421670436193
ENSG00000006757	9.02882409162239	8.58705066072396	9.11165596558785	8.93822465859265
ENSG00000006831	24.6362892326633	23.5743533536186	20.5135154143125	19.4836093775571
ENSG00000006837	1.45705053070332	1.59209609817251	1.46357075594649	1.31270092891344
ENSG00000007047	2.63953317309056	2.2538505608359	2.19074056919588	2.36116874938793
ENSG00000007080	57.6933732327412	59.3846038795128	66.9483227269994	79.792334914615
ENSG00000007168	24.9663351482922	26.8723429779019	26.4837012343014	25.2648983117172
ENSG00000007174	1.08966302285957	1.09159330641265	1.07854094275134	1.09213855683833
ENSG00000007202	99.3458346663961	91.6445081989433	94.6349894370074	94.217712939598
ENSG00000007255	15.9396804723849	17.0461720220266	21.007828999509	17.5564459529799
ENSG00000007341	16.9836967283329	17.9213830242998	19.0156613503362	19.2455797096667
ENSG00000007376	25.039269084745	24.5162799083809	28.801791858019	28.7940288367253
ENSG00000007384	12.2725570326059	10.8337029780709	9.71627674374382	10.6690638834747
ENSG00000007392	20.6035422608794	21.3309371072353	19.5867675759918	20.9561609303827
ENSG00000007402	1.87848376773337	1.91733807467048	1.38475695503594	1.31144464322387
ENSG00000007516	4.16500370541518	3.35218338786616	3.07179858798059	2.95789016842129
ENSG00000007520	35.9418410989658	34.3604557792651	36.8700323694229	39.4735851992233
ENSG00000007541	9.94403891250939	10.6088569385061	8.78786532777697	9.36324147735372
ENSG00000007545	2.93941605995087	2.79282005639393	2.21087878492918	2.1053165104362
ENSG00000007866	7.71268295393494	6.84798999574802	7.30338239549205	7.5788672994643
ENSG00000007923	26.9656614576273	26.9308865387715	28.7618202978537	28.2908490180673
ENSG00000007944	10.5000546267757	10.3634832504292	10.6171314606854	10.6640059215633
ENSG00000007968	4.42554567259418	4.34917175161435	4.94677503879151	4.39168571048959
ENSG00000008018	170.710969574178	170.270372972724	172.62315486088	174.04960654377
ENSG00000008083	9.55676718073505	8.86995630071371	10.6558321142823	10.3122680429546
ENSG00000008086	2.09605602791895	2.26922953590542	2.04602098285858	1.98278860527412
ENSG00000008128	2.71959861022625	2.68342603783363	2.44353199204248	2.75695166694464
ENSG00000008130	41.5962148873405	40.3563622546943	41.3800937614097	43.4878883170826
ENSG00000008256	10.3974286388543	10.3398469747426	8.79299468486033	9.17403856124479
ENSG00000008277	8.48792701642536	9.95681032908277	7.44573408769867	6.54965730221066
ENSG00000008282	46.9622083165931	53.7728265177478	47.7105837122534	46.7928237619536
ENSG00000008283	112.651393038875	107.470190474619	81.3127875356924	82.5680025735509
ENSG00000008294	25.8673908453385	25.8702746718206	26.0378839757646	24.3106358925407
ENSG00000008300	1.51959267484615	1.59135182251068	1.33743196062609	1.40229486806999
ENSG00000008311	9.59710656870511	9.91568891160966	8.21208842641398	7.34977296107876
ENSG00000008324	15.2944029649817	14.9937134186043	17.5906970354067	18.6163816533244
ENSG00000008382	13.9278077394094	12.5634440921335	17.1347473065229	15.793727290408
ENSG00000008394	112.105713575527	126.772944310374	136.392492153764	138.815827579307
ENSG00000008405	10.8777612836498	11.4107422417208	10.6713554731561	9.69134801481486
ENSG00000008441	113.020615255965	110.404966278614	50.2488249554781	48.7309165275931
ENSG00000008513	77.4737118238997	72.7947397301406	60.6186938352924	57.9680720642201
ENSG00000008710	6.46304201992735	6.17311404262008	5.16279194105942	5.30694769312896
ENSG00000008735	6.8420848749381	6.30871284091301	5.41099773513502	5.84269505243955
ENSG00000008838	16.6205521169022	17.6516819057601	17.7773982756299	17.4811360855139
ENSG00000008853	8.24641041571937	7.5495539224927	7.16716640611398	7.53556988245293
ENSG00000008869	13.0200860040177	13.275858328321	13.9926112476424	14.1758116355523
ENSG00000008952	18.6258418382134	20.069468282255	20.880479778961	20.7743327535357
ENSG00000008988	983.097819656497	1039.4336225652	1210.41331111768	1218.54099622773
ENSG00000009307	214.255480906127	221.946649363379	237.320269925301	233.46539673998
ENSG00000009335	56.3473678307777	57.750832541142	57.2763695203644	56.9331641995131
ENSG00000009413	5.82367417826819	6.00421117461471	3.78369631099701	3.45887308337098
ENSG00000009694	17.7015764591242	18.798845597507	14.3607032770553	13.9029511063733
ENSG00000009765	1.77039670063499	1.88929555811085	1.58378522674615	1.55636584858382
ENSG00000009780	6.10982398912502	5.37573457917731	5.31847284814853	5.67499723495828
ENSG00000009830	5.9877235120069	5.63598130353363	4.86011071225169	5.68948784369703
ENSG00000009844	9.1502808396622	9.77650554559066	11.5950883316609	10.9387993712727
ENSG00000009950	1.85468774712865	1.90107121459279	1.69107965093129	1.66040282280982
ENSG00000009954	55.5696973033339	54.4548036849883	54.3671144830169	52.0076323415972
ENSG00000010017	19.9068190280838	22.3829976825243	19.0004908103204	18.8819837351106
ENSG00000010030	1.83256786294703	1.63341370751539	1.49591961866674	1.5509770884531
ENSG00000010072	7.99852980766556	8.1435484881905	9.83243964665276	9.11373046328686
ENSG00000010165	24.6466082641885	24.135873755284	24.660552282872	25.3435073507689
ENSG00000010219	9.13524654248082	9.48043751367861	9.90050184293099	9.78372322018175
ENSG00000010244	92.3089537996834	90.9252108662497	110.043090953182	107.991383007391
ENSG00000010256	139.469555048624	133.463590595104	153.321212484789	160.795075943248
ENSG00000010270	26.8902587630809	29.3089093974631	30.1816181247633	32.2903605441444
ENSG00000010278	203.403308321272	220.616609654917	218.479809421602	219.941768654355
ENSG00000010292	61.5185555865185	58.6823086695088	58.8926375394095	57.9210311007177
ENSG00000010318	5.34743687193581	5.72340695523795	4.32389167792189	4.29637058208616
ENSG00000010319	3.53125102630705	3.18503885667703	3.16948085764138	3.52713924832437
ENSG00000010322	19.0145717026031	18.4087083186365	15.531802087799	16.5486414409909
ENSG00000010361	3.55287674274385	3.07074563766839	2.84487322933688	2.58385354083681
ENSG00000010404	3.70780066116893	3.89541241041693	2.98277407368615	3.0666313634364
ENSG00000010539	5.99704844049444	6.07278508959982	6.46800260546078	7.01846548904556
ENSG00000010626	6.82356213676199	6.49414966007422	8.2519611249744	8.14239860246115
ENSG00000010704	3.40660308715199	3.30789784463609	3.5863845505815	3.67671048646908
ENSG00000010803	28.4027446012866	27.1118899111619	29.2353516160078	28.792858561827
ENSG00000010810	1.42725326550021	1.56043495069581	1.2581072014917	1.33080103780865
ENSG00000010818	8.22085412081789	7.96874576512615	7.77902314903945	7.03841391592845
ENSG00000011007	29.9967396124814	31.9643426735419	29.8531575788392	29.5675888692411
ENSG00000011009	24.4399170192415	21.1167818064115	33.3878599526135	31.6749092272597
ENSG00000011021	5.12190361089942	4.59516428477048	4.08284091197334	3.67851928266277
ENSG00000011105	10.2011655391236	9.17741975844867	11.3889402707591	11.3619624333933
ENSG00000011114	8.05715871324301	8.35040506100762	6.81030637956468	6.43022103339425
ENSG00000011132	8.12350573177748	8.61262524750563	8.44482703920309	9.30209469907515
ENSG00000011143	11.7035507987383	12.4513904944428	13.8331934302633	12.8583706459041
ENSG00000011198	23.1814595105702	22.2510494026605	20.2790896737745	19.527215069418
ENSG00000011243	27.10809415458	25.2314900773756	30.2009420935377	29.2390909133971
ENSG00000011258	6.57921338465454	7.76600847915413	5.62533878207184	5.19141643989257
ENSG00000011260	36.3299906361871	38.4876365439967	39.8341821543316	39.5862278443663
ENSG00000011275	20.2182855914424	19.6142570796565	19.8391607696746	18.2827799769525
ENSG00000011295	30.8098057110951	29.5675690225481	31.6713611175374	32.4792436765849
ENSG00000011304	101.040351635842	102.501786110013	95.3832997748923	96.4390986631819
ENSG00000011332	5.24321782544732	4.9816756819488	4.65692628346518	5.12476948740884
ENSG00000011347	9.95252298709827	9.24213870156946	5.33095801636119	4.72174661417131
ENSG00000011376	16.4939825411071	16.3163018947941	18.2564702899767	18.4971342978897
ENSG00000011405	20.7508939681106	22.5742631769754	19.609883744554	20.1562101814862
ENSG00000011422	1.5860839561535	1.52457636767915	1.82141484825606	1.96964717869213
ENSG00000011426	34.1483436598433	35.356591984384	36.6870113591727	35.1662943927457
ENSG00000011451	11.812183851621	11.8892658532562	7.57708816162882	7.14464188812041
ENSG00000011454	28.272157982802	29.6055091472693	28.0538070870567	27.1606374804784
ENSG00000011478	5.62821536537443	5.50271668069069	6.26594563660811	6.40994680027006
ENSG00000011485	30.1204525673675	28.760014267994	31.7475558063415	32.9571749703321
ENSG00000011523	3.96591002756956	3.94731826500277	3.68676119847461	4.18930159894384
ENSG00000011566	5.80872760149198	6.84911725677958	6.40030523074915	5.77931089875183
ENSG00000011638	17.6669007304633	18.2516341295238	20.1095190169758	20.6020319142614
ENSG00000011677	3.33091771278056	3.37968085681434	3.08006687248488	2.9281945532128
ENSG00000012048	16.1897483014137	15.7406680880933	17.0426726353965	15.9355770500752
ENSG00000012061	14.0275991106371	13.5133663631803	15.6773186052022	16.4613781659256
ENSG00000012171	3.38523093230504	3.81015453760779	3.69084174428708	3.45572771421884
ENSG00000012174	10.8221659933828	11.3570205926397	5.84424141279212	6.04358605766602
ENSG00000012211	5.01598566305969	5.38617163243713	4.7356007642872	5.33910297924116
ENSG00000012232	9.83839557163128	9.08978807462999	9.15371120311922	9.04793697224527
ENSG00000012660	241.770496006849	273.946664973831	209.601642818438	210.006134294061
ENSG00000012822	6.86655745379016	6.27662111018441	7.02051711502452	7.30976189307161
ENSG00000012963	24.5740613424866	24.9275285832174	24.1959183837665	23.4170946405952
ENSG00000012983	8.29210127237307	8.59539351658913	7.21551070065319	6.7159489045391
ENSG00000013016	7.24793434940443	7.19706797051018	6.32736473502109	6.18416014624751
ENSG00000013275	93.9594725134622	91.2099900672633	104.411534428656	108.194900458449
ENSG00000013288	8.8050930308576	8.44178335327064	7.05400152112498	8.0006581674303
ENSG00000013306	120.07533749116	105.90417484479	130.827504753113	131.183214850895
ENSG00000013364	2.57154655894124	2.77871740671515	2.60070585814	3.22429248785406
ENSG00000013374	23.4224663436477	23.1341534158658	25.013985596799	24.4189395686063
ENSG00000013375	20.2560250690289	19.6714324440654	13.2770373881969	13.4897246823326
ENSG00000013392	12.8417260358189	14.0741856392435	12.8014364640662	12.966099648535
ENSG00000013441	33.6145726123181	40.079945338341	37.2245282268546	37.1141638052976
ENSG00000013503	10.0469057172482	10.7501227430836	10.4805372839957	10.4831434468668
ENSG00000013523	8.95153781625259	8.75250090209602	7.86570142583109	7.1383868978322
ENSG00000013561	22.7007915022615	24.8633186194879	25.9373274687462	24.4636679268966
ENSG00000013563	24.3492107170132	22.1135012241288	23.3207469636813	23.0281587217091
ENSG00000013573	15.6853501976764	14.4401282937469	16.0972696395797	15.4378486035465
ENSG00000013583	13.6363544120178	13.5898328242996	10.4934011150905	9.61101194754228
ENSG00000013810	41.1597541453812	39.3935925437712	31.6450246924939	33.564466940073
ENSG00000014123	17.5690067225677	20.5565446226017	17.6077020538434	18.3981883609939
ENSG00000014138	18.02765725975	17.536589107538	17.3951529687045	16.8626898984365
ENSG00000014164	5.39702766957878	5.4439799808709	4.17864938526976	3.93613740714324
ENSG00000014216	57.759059539057	55.3951356139317	51.8108699378299	53.5629387753871
ENSG00000014257	9.65587284052187	9.96837177559593	7.09228952198985	8.00513133253357
ENSG00000014641	90.9921061267105	96.9780465309262	108.51407680507	113.148161389527
ENSG00000014824	20.8056062514502	22.7222614446192	22.9899044751741	22.9911341785443
ENSG00000014914	1.77164969325675	1.69487897718626	1.44512586319228	1.64500071886442
ENSG00000014919	20.5336110805741	21.0015892450567	23.8340079188599	23.0114377983292
ENSG00000015133	11.82665978298	11.5144108551921	9.74890385989974	9.59401465038538
ENSG00000015153	7.66848357972573	8.43200391434451	6.63832446418535	7.66342181756886
ENSG00000015171	57.3098561184727	63.5553658622265	57.9687492340265	54.7054391659827
ENSG00000015475	16.8724008600196	15.7668605330036	20.0135685270948	19.728496199007
ENSG00000015479	3.64881388236379	3.79066395558242	2.84652972392395	2.57816149174116
ENSG00000015532	13.9854947233025	12.1861759568057	13.6430430835511	14.4724435572015
ENSG00000015568	1.1838568271918	1.25507056733326	1.1481666023753	1.1651274305407
ENSG00000015676	17.2959929271949	16.2927458506962	18.543176476063	19.4167461226641
ENSG00000016391	6.4604072583497	6.18426538154241	5.31450978198232	5.05560180587663
ENSG00000016402	1.30674810215896	1.4118338427461	1.32243773670424	1.47124972127788
ENSG00000016864	19.6456477213486	21.3759192680999	21.7135147186516	21.2922439472506
ENSG00000017260	40.966341912805	42.215877290724	35.9261922350661	34.3936273383262
ENSG00000017427	1.48664321316488	1.55259084145248	1.47717739859962	1.36908822782201
ENSG00000017797	30.3074180491924	30.3806000216342	30.7023834792809	30.0665822246879
ENSG00000018189	4.82222458966392	5.86993364210869	4.48540791691775	4.23451125522154
ENSG00000018280	3.07403546346117	2.98897026326242	2.95951152963965	3.03082266249995
ENSG00000018408	1.73322248892301	1.68956241413411	1.39094774288767	1.45207975249673
ENSG00000018510	5.83179499447498	6.42156170489623	4.96868311133697	5.55143104968999
ENSG00000018610	28.1917122753576	29.1710515469349	32.4717292273973	34.6419107727265
ENSG00000018699	8.01449955943716	8.57874804883827	9.12227971663718	9.28938979077406
ENSG00000018869	2.02207729010792	1.97410710768749	1.97819339046923	2.02890121510755
ENSG00000019144	6.32371648654392	6.03111866210062	6.10282378964421	6.10550986491219
ENSG00000019485	3.81925940070911	3.6392572040176	3.01595893866933	2.90380673189929
ENSG00000019549	5.01308349785362	4.34354585789108	3.46818103765118	3.5225873658353
ENSG00000019995	7.17570917913769	7.36344754780448	7.84017168809397	7.26664741297479
ENSG00000020129	22.2184580270851	20.4218087626889	20.4220853168775	21.6338642157228
ENSG00000020256	13.7483968873587	12.419893546128	12.8293420838635	13.1615473256789
ENSG00000020426	11.7386162455582	12.6757862380188	11.2199144979773	10.6608999223599
ENSG00000020922	8.49412476827022	9.05506521609805	9.50605623855237	8.34504875854628
ENSG00000021300	78.1617325799811	72.5684553342901	89.7152965246987	93.1444384194474
ENSG00000021574	5.31750013685819	6.53039567368266	5.61738530779085	5.15690647749365
ENSG00000021645	2.10089917616575	1.97550978507611	1.86404883691986	1.97834325889084
ENSG00000021762	31.4145638207135	28.8991871395773	30.0108208316609	33.7956255497333
ENSG00000021776	12.4732484120528	12.7958350836612	13.6016181643834	13.2684855019195
ENSG00000021826	1.68868137091392	1.60613307833877	1.47456075153498	1.48830981683958
ENSG00000022277	36.8594355754881	36.010492387194	42.8464818422815	42.7201281839031
ENSG00000022556	27.63574575496	25.8504851762637	28.3906018359746	29.8449118056382
ENSG00000022567	6.62243925179	6.51470892113463	5.30443618451608	5.57799098240625
ENSG00000022840	29.9817440652543	30.8694939089883	27.2460781063378	27.3162345990508
ENSG00000022976	7.45991272354635	7.58679653370414	7.28559731723758	7.93616094612962
ENSG00000023041	17.5278916652556	18.4720191476398	20.3755485819514	18.2322709139103
ENSG00000023191	69.2653559617066	60.2183727598406	68.5773271074348	74.5975767193901
ENSG00000023228	17.250710751308	17.3608440712007	19.4913444635069	19.0287371927647
ENSG00000023287	13.5975195957016	14.9861735353733	13.3472168646084	12.6603141741459
ENSG00000023318	12.4172275238835	12.2687906737466	11.4294742598767	11.6151819495709
ENSG00000023330	31.2228301419127	31.0485114908361	39.9979375364628	41.9926467938656
ENSG00000023445	1.69951681141601	1.94785312560435	1.64678804759438	1.64295348768883
ENSG00000023516	11.8950258794981	12.8276495511997	9.31107792002496	8.67033459598397
ENSG00000023572	18.0135353213366	20.2465260417454	22.9407096072639	22.2785931839403
ENSG00000023608	5.34945267452875	5.38192214575026	5.78498699687918	5.31172734761716
ENSG00000023697	18.0041351015981	18.7877336938212	20.6225214936497	21.6325550869568
ENSG00000023734	67.9419215114273	73.4066546009047	76.1778681264359	78.0525791602023
ENSG00000023892	18.1573525533466	18.0341096117974	17.9459743542442	19.1848664766468
ENSG00000023902	3.02273819493659	2.81045845723136	2.37316938208936	2.76289956044959
ENSG00000023909	9.00175636323503	11.0669674918038	8.26808313203996	8.47690142457877
ENSG00000024048	11.2520607355743	11.648159167071	11.8157659572776	11.1618051136072
ENSG00000024526	21.6647119730759	25.5283490682318	22.9503684373702	23.6575210790773
ENSG00000024862	8.19862345629054	7.26953368468147	6.73930503652457	8.79381847499913
ENSG00000025039	4.49066819926199	4.63692007404003	4.31566618033806	4.53211653336762
ENSG00000025156	8.31830091158044	8.46055020835803	9.54123207258797	9.5988461793876
ENSG00000025293	18.2199222285204	18.1704847057722	17.2148045534635	17.2023653957982
ENSG00000025423	2.43471745839884	2.50272704756061	2.4706656477914	2.26259027265451
ENSG00000025434	8.90704728952197	8.37941226418808	9.65779070195919	11.0611609753293
ENSG00000025708	15.3213862293111	13.3455937541357	9.3861284581105	10.0941182791372
ENSG00000025770	20.0770064279977	19.7272348461544	20.4466334557761	22.7303250258652
ENSG00000025772	41.7992855259027	38.5238276347157	50.1937150961904	49.0545094011223
ENSG00000025796	13.760041242588	15.8899737434825	9.63596991785472	8.83921289846526
ENSG00000025800	22.5184210725154	20.9610044897844	21.6571036584203	20.933015487918
ENSG00000026025	3.03480513356469	2.72131186943187	2.17377664945782	2.37826491137616
ENSG00000026036	1.26528749738743	1.18422568996707	1.20834105855134	1.20539896716923
ENSG00000026103	2.86718923950447	2.7906077011144	3.10288507601521	3.30354350320499
ENSG00000026297	23.196683078898	23.5724257237125	23.0312423191528	22.0398830104409
ENSG00000026559	2.53832982114004	2.52987461455628	2.17639814951244	1.86567730891525
ENSG00000026950	5.00723660788212	4.47725385635726	4.63454250006096	4.89657845834351
ENSG00000027001	62.1508332324514	67.8342458802778	72.4009940777031	73.9813236451319
ENSG00000027075	7.70562579037118	7.48311313081426	7.42328509587656	7.63600473675159
ENSG00000027697	12.7696837556638	13.581004049528	13.6299733259904	13.0188846048106
ENSG00000027847	17.9985056964945	15.9680359328945	18.2613219172394	18.4839965789414
ENSG00000028116	7.42459194585142	7.16109153339602	8.2355700410977	7.94666519840505
ENSG00000028203	15.2338090949535	15.5990417323461	16.1777793713016	15.2157586374997
ENSG00000028310	18.890493158225	18.8395332843383	17.7254241372482	18.4446050669492
ENSG00000028528	13.591600670845	13.4131858516918	11.5565908255786	11.1277183981689
ENSG00000028839	14.480461384251	16.4951788606765	20.7585580693628	21.353188872974
