C1	C2	C3	AA157_rep1	AA157_rep2	AA157_rep3
ENSG00000006652	17.0545052094285	22.6041345313181	22.5719527392385	21.4713109817054	21.5259361051157	20.0277737679986
ENSG00000006695	8.76133947495144	10.3679919753257	9.49505623144538	4.86231049674524	4.70654381650554	4.84740925206423
ENSG00000006704	14.446268648812	12.8863333602725	13.9730043600213	6.93193979665285	5.73196651111589	6.08076884019583
ENSG00000006712	23.4510535122781	27.8377783583521	24.4798559742117	24.5845831020938	21.5840543233541	23.8263458523257
ENSG00000006715	17.8436759472236	15.9829769423765	16.4419961565963	13.5820758859571	14.9356171253225	14.4824872679041
ENSG00000006740	8.88533583735305	8.2916334191988	8.18138548553853	2.96597935940885	3.79263597377331	3.62147279424565
ENSG00000006744	38.3814219783555	44.5690641095841	41.5089139762424	18.6894474163371	16.6517926011425	18.5843641599924
ENSG00000006747	1.06570415269775	1.12745507476148	1.12488830953358	1.72008840687964	2.79855781459476	2.19693866989774
ENSG00000006756	3.60535254607523	3.32468452214875	3.51939504962733	17.9339136075389	20.2865573834986	20.7087758536564
ENSG00000006757	10.4086976071301	11.409896018105	11.2030385649005	6.08054314300434	5.51674840528416	6.14887882320102
ENSG00000006831	17.0083912181368	15.940288653321	14.7390299204824	21.7101273119208	25.1424430912133	25.2753498884737
ENSG00000007047	8.56877508262009	7.94750164654983	8.77473586864411	7.54653679860801	6.92529295218355	6.7097396028621
ENSG00000007062	23.6401580203558	11.7341118193825	12.5302648559508	3.06002203538419	2.63008332135295	2.34780547440189
ENSG00000007080	73.2288108304512	84.9475531588264	81.7334948748522	35.7504631236479	37.7792657736022	40.9024164644191
ENSG00000007168	38.7236522478747	38.7643385392272	36.7579868206834	43.4720804310953	46.8210820507411	46.2163153831836
ENSG00000007202	29.1945180205035	27.8301340152479	27.345159977438	24.2605960216298	22.8442557439639	25.1349769222738
ENSG00000007237	5.85476256120778	2.64255878208163	3.51078874953138	4.89347452032843	2.78043810378002	3.0756041151898
ENSG00000007255	18.1031698975294	16.5063195843328	17.823215483884	6.83274347898307	7.5248233879983	7.21644392538252
ENSG00000007264	4.15640739178659	5.21276645194024	5.71301610818409	1.04575770732488	1	1
ENSG00000007314	1.96059627582359	1.948638078545	2.10304683201507	1	1	1
ENSG00000007341	7.89135555874915	7.35883025105443	7.16896312692798	6.3121240628228	5.58995679802774	4.99917428775596
ENSG00000007376	11.8599273775075	14.0142134897504	13.7245534438085	9.56733062550814	7.3122110013959	7.91288487350868
ENSG00000007384	10.0361875911883	8.93153559389543	7.51463838235798	20.1962375904906	17.3847503526606	19.6913594044779
ENSG00000007392	73.4966095816749	83.015913069078	83.9808570064449	37.0920830464269	34.1497653938063	29.7620640626567
ENSG00000007402	11.9780768456277	9.25996721533206	9.56752048588046	1.08661041570898	1.12961924336512	1.12024329514275
ENSG00000007516	1.68964881292059	1.61889714592263	1.44458529589465	1.15207737379939	1.25288405895232	1.13137141198267
ENSG00000007520	33.8213109805655	37.8715458299488	35.176501290349	34.6306669463129	30.213049452922	30.675700742534
ENSG00000007541	10.8103744075268	10.1103633697482	10.2356990526545	9.22019858869095	7.3124370291333	8.87105303137541
ENSG00000007545	3.86479236035615	3.34502401616652	3.4768353470708	3.30060532592936	3.10052553568577	3.1914521038794
ENSG00000007866	9.15651892261352	12.4761510695158	10.9130769068633	40.1684902015252	41.4578382547852	45.3231443819632
ENSG00000007923	46.1552089976553	50.0488341617378	48.837898512397	16.9722702300314	15.6792962997128	16.9213392056269
ENSG00000007944	12.226656279588	9.71378329184336	10.7142842989826	6.03303500890917	4.04990029036766	6.21560511574699
ENSG00000007968	1.65587636755573	1.43845089139834	1.54919898507579	1.22819410913316	1.2094596415621	1.11827472387508
ENSG00000008018	247.880756988741	270.64557590008	256.567489542213	100.91257020929	107.057655698074	106.332658707313
ENSG00000008056	3.16578958126852	3.43965139688118	3.48614107326089	1.48757616828467	1.48646384693715	1.62905098802239
ENSG00000008083	68.8369725700597	59.4917810988926	71.5479285329924	6.46727996675452	6.11585251659872	5.62148751863485
ENSG00000008086	7.17069921764402	6.4078175411511	5.88954482581847	3.92521651603355	3.65425074388771	3.84753162081961
ENSG00000008128	2.08115856127431	2.36788155947481	2.06977383983478	1.93774931464207	1.77703203433203	1.76495797092244
ENSG00000008130	23.2068749337487	24.474403211806	24.0396146211476	17.6840521869752	15.159331013169	15.6548885510116
ENSG00000008196	1	1	1.00858937036338	5.88512891360272	4.31094797616704	6.33216554068506
ENSG00000008256	5.44050251182204	5.09815117818558	5.86689017777578	13.4654224387671	13.0357916614728	10.9213470756556
ENSG00000008277	9.58172142869823	7.20572563115979	7.90953493088092	1.80386209563112	1.47466976417281	1.4251507888308
ENSG00000008282	32.4463455117783	34.8729595922403	34.4269461395226	55.0503721056795	52.8803286503162	49.6022607520767
ENSG00000008283	7.87859655125756	6.85935836198525	7.27800650812823	12.0780411427121	12.1428725840939	11.5736863156478
ENSG00000008294	27.2365314916979	28.4844750884479	28.0532746579608	29.0821566073227	29.624372089926	26.9821961335909
ENSG00000008300	5.38283927517343	4.23362584530433	4.54249012881333	2.37915601138489	2.0627394829289	2.20658314041263
ENSG00000008311	89.3062041256396	86.4116033796279	86.0644322050486	5.43031698730445	4.95184335911317	4.73387726890335
ENSG00000008323	7.73228868468804	8.43250468213155	8.31296035883988	3.38499888042294	3.33164735276044	3.23706367227938
ENSG00000008324	25.6508282471254	28.7430115608869	31.1656964365393	8.02131696709321	9.40635884496232	8.12746821485446
ENSG00000008382	14.1358768214105	12.3885310668125	12.1116962513209	6.84146629416181	7.88505657009842	8.64762704050477
ENSG00000008394	173.845008485831	163.118448698164	186.414088017541	76.6714228898598	73.4537058239297	65.612171708182
ENSG00000008405	9.71664303597645	10.2159823289068	9.25813180557244	6.79550392682162	7.41595727151635	7.08412555874354
ENSG00000008441	1.23131588797588	1.03020191472725	1.06155487688981	1.69413990694968	1.69255634588397	1.79609248487638
ENSG00000008513	1.30724189224288	1.2389844360215	1.25049673465429	14.8442145489997	17.5288659027325	17.3878931329153
ENSG00000008516	2.261510534544	3.54493055846283	3.36962820166303	1.11618148415355	1.12879604004126	1.10753167406669
ENSG00000008517	1.65380021214764	1.93900251606578	1.69592438152757	41.8169653827517	44.9579263127942	39.4886676916462
ENSG00000008710	4.40680871614916	4.41078695273534	4.30473017418424	5.11278545942718	4.34698437623135	4.82831926449143
ENSG00000008735	2.43491941297667	2.19904780616093	3.10437765614198	1.26626169062308	1.22414578210549	1.25413947811294
ENSG00000008838	31.566944717332	30.5411957703227	29.2834267501146	16.0051947902592	14.6248001268337	15.9854657783836
ENSG00000008853	3.00895737541129	2.82848741308251	2.73910877365045	5.22857122181742	4.68938867588379	4.8734855830859
ENSG00000008869	7.28169396565467	7.13719059643961	6.79396925081942	6.88660668818873	7.14603117560244	6.97356163842589
ENSG00000008952	21.4496904694905	20.5347474651449	21.1663977671604	27.5337312531112	26.6900970715348	27.7981806135415
ENSG00000008988	730.053119489076	810.414915687772	830.601284016522	393.410847181455	442.674474199078	429.905687893847
ENSG00000009307	257.874624503742	256.348844237952	251.734997993375	154.061072266938	165.550468352131	158.190683614403
ENSG00000009335	14.4644097199623	12.9611572723332	13.1334295794295	21.6030132623062	22.2639001448878	22.1486016866727
ENSG00000009413	2.85705859611312	3.13723018770363	2.88726455717265	4.39428261295337	4.97721457106273	4.5799347490578
ENSG00000009694	1.29645713697227	1.4644855093769	1.32682771051701	1.02946974051556	1.01837656897521	1.00681892333154
ENSG00000009780	5.35665187623698	5.83005835850151	5.73226628431233	3.69914671134677	3.18888274273653	3.21514645652381
ENSG00000009830	8.31536199225697	7.82343695748627	7.35830255021794	12.3511724508797	11.1316100032916	11.2719996756104
ENSG00000009844	13.5703401395224	15.0058279866048	13.2940502081573	10.7148763747221	11.5861759739454	11.015080277516
ENSG00000009950	3.72467016455441	2.48867020829482	3.26068424552807	1	1.01455094253111	1
ENSG00000009954	44.9752544655008	42.1521115757155	42.0029768719226	24.0585508762662	25.4452693517826	26.1679880993313
ENSG00000010017	20.6849120020942	21.1827017264123	20.3667076889496	21.2101002872649	21.3877280532121	20.2502598454556
ENSG00000010072	6.18820795094263	6.80209424250229	6.13230736100804	7.04804590659604	7.21043076078815	6.5705240301685
ENSG00000010165	24.326671434925	25.5062218944003	22.6702545946838	8.75913089871499	7.56124810181449	8.24662450546608
ENSG00000010219	3.37472146126793	2.92924422255035	3.33555795646525	5.49347118859816	6.0038521175003	6.00413003274724
ENSG00000010244	132.878919971737	150.372181393324	140.486047259939	58.0879409938085	55.2010180751995	51.1650462690098
ENSG00000010256	96.2084774139942	100.298887217897	106.466794625221	66.0609189023276	62.9754109198814	68.565323206486
ENSG00000010270	32.5286450106303	35.1410012033453	31.7050455637931	39.0959923237406	37.7494158444301	38.952458047737
ENSG00000010278	31.1476629752793	38.6122129383097	39.1745186602693	81.4093090486186	78.173962128927	85.9905204640085
ENSG00000010292	48.8593950529192	43.5734452488022	45.9885905468508	15.3020811605085	12.768621374796	14.0098344236053
ENSG00000010295	5.41534212518696	6.00068259317397	5.05157018471238	4.58445879351226	3.32546381037713	3.28799503073314
ENSG00000010318	3.67037580772574	4.65952923130923	3.75146971624642	2.22639045619322	2.02336840390847	2.03189513274048
ENSG00000010319	1.3895576279361	1.21313957907025	1.24681947599595	1.05808678951897	1.04829522873154	1
ENSG00000010322	21.8936812883225	19.702310899511	18.9387069561808	24.7370043369977	21.1009591238879	21.9959877351986
ENSG00000010361	16.924036032765	18.9365024436537	17.8056389900948	4.00140510213554	3.57079971648684	3.72553383311351
ENSG00000010404	5.6638035977619	5.97790707785315	5.47934757920169	25.9402987437933	25.3839857419771	22.5893589754085
ENSG00000010539	7.97601701868287	8.13068740260356	7.76094278182971	4.88149182735146	4.42035811138006	4.67117960128388
ENSG00000010626	2.89998654113224	2.64916150214272	2.42422687032292	2.67589624177513	2.67207297212576	2.99060957532513
ENSG00000010704	1.24928761399614	1.09876757452376	1.08234973527157	2.13948896756791	2.28011958208394	2.10447917516492
ENSG00000010803	12.8627307194941	15.02855423086	14.2030136175428	15.8003898144627	14.4951350271213	16.1058671612278
ENSG00000010810	27.8401386154773	27.6092437964532	28.7028928072199	17.3670576846967	15.8949993266106	14.5634878829494
ENSG00000010818	3.44135080764773	3.06549390485854	2.98514636665301	5.02527913556361	5.24056811195185	5.6309627495675
ENSG00000011007	45.7416217811332	48.7466208410818	45.3467455335423	27.9900234879067	27.8221538668269	29.4975979235181
ENSG00000011009	57.1110536199775	56.0678900069553	60.1346313686952	34.0689691450453	30.4047582586773	32.9762149025169
ENSG00000011021	6.04879052714013	6.19716104924827	5.91542510022947	4.27556904024032	3.65850328232311	3.96101283645305
ENSG00000011028	4.70250524057103	4.95865035671902	5.32163078296224	38.6337900347031	28.2301132856835	32.8307585543447
ENSG00000011105	3.47065987156441	3.52575915515737	3.58508051439945	11.6992519785239	8.74063008643899	9.72451815716893
ENSG00000011114	7.91944364252455	6.65388784462208	7.07662710854382	8.75581760685944	8.81656990290901	8.83333406190617
ENSG00000011132	8.41309087050216	9.04852574390538	8.15721127491065	6.33999383839515	5.5232032826843	6.36606334551632
ENSG00000011143	9.70110707868831	10.3459365227813	9.73708818335422	4.62090072863129	3.96118054512884	4.03999663961848
ENSG00000011198	16.4514959082016	17.9808744506675	19.0839399319107	10.9747561729441	12.5534718200493	12.9911536043179
ENSG00000011201	18.8710261340558	19.9621962349014	23.4733588645747	25.6488625728844	31.3480310321846	25.2150688395965
ENSG00000011243	47.9916542759467	45.3560173561579	43.827146251081	25.1932316943071	22.7925502942151	22.9695340253375
ENSG00000011258	28.2211211161333	23.2758795986142	25.0526513269584	6.73731286184738	6.74186430332981	7.1201902278083
ENSG00000011260	64.5081870252947	71.2826729130978	69.7344034542109	18.1913365014502	18.1016700135212	16.98162438201
ENSG00000011275	18.3725616346872	19.5928875196151	17.9202823208696	19.3777570627067	20.3417155297965	21.155478362445
ENSG00000011295	31.6155346883465	36.5578282134405	33.5246534434942	16.7522707769132	16.0181756811809	17.1770572118626
ENSG00000011304	193.054071351735	189.510362599743	200.982308150045	95.0139014955767	82.6507945689854	88.6545037606069
ENSG00000011332	14.5851898755249	16.6181989903004	19.1762349750254	1.94127002106871	1.6664741564952	1.81498575509387
ENSG00000011347	5.34358245598211	2.11468958082019	2.46475307867253	2.17250589968445	2.10159088536484	2.18468959250684
ENSG00000011376	17.9869433178968	17.2513349149897	17.2855114446839	7.6539091396808	7.73855990507009	8.06609131991418
ENSG00000011405	25.2356673754489	22.6629354894837	22.1350974274484	14.8127095279929	15.3851321797749	14.5793611546804
ENSG00000011422	7.67636115759978	4.81641373488723	5.66696657612132	32.0985333969925	39.2223903127416	38.1261838606905
ENSG00000011426	36.7097080150419	39.2226584795277	35.3300630068245	24.6387449732388	18.5735894314746	19.2509073913161
ENSG00000011451	16.2633935918826	18.2764471543974	16.9835317259746	12.6425203462416	10.4390060695832	11.8065566573109
ENSG00000011454	14.8067105570709	11.975539965891	12.281693516306	15.0114807751732	17.2097849999718	16.9968953121339
ENSG00000011465	1.01326689481584	1	1	13.7674424169757	6.25006503423076	9.82422185251332
ENSG00000011478	5.78981727186565	6.80715310042648	7.50959479135228	5.3745229524133	4.89691359738955	5.40001055795961
ENSG00000011485	50.338820656405	56.924057776087	54.1139783306977	23.1060170508858	19.420789500361	22.6049777462104
ENSG00000011523	11.8840891770676	8.35285469334643	9.39312626706524	3.16584247203043	2.79395594079872	3.01215816643865
ENSG00000011566	20.0351631777574	16.6893861103151	17.4569661271847	21.2840274954338	23.3663192186308	23.0648600888198
ENSG00000011638	7.38494015522637	6.20812824609996	7.29199953487369	8.77119910721842	7.27326245515363	6.73230555263315
ENSG00000011677	2.38707572945142	1.85377824845883	2.52917480618024	1.19389968782599	1.1031772474487	1.17946369152404
ENSG00000012048	14.787989976044	12.588115332066	11.6513284691035	2.97670463323212	2.26272558893601	2.42498614462725
ENSG00000012061	9.09547446593159	9.03437205538869	8.82105926214917	8.06214270534863	7.52685036015984	7.52489288942473
ENSG00000012171	3.84186485046934	3.16612972081558	3.15835371066057	6.4675123400955	5.25525047990813	6.1940117076988
