D_U6_F_T0_1	D_U6_F_T0_2	F_U6_F_T8_1	F_U6_F_T8_2
ENSG00000006576	25.7033966562175	25.8915152019153	27.3804548137682	28.0080634237581
ENSG00000006607	23.739657493638	21.9308639241051	18.0111142269337	18.3772764703039
ENSG00000006611	7.41654915478186	7.86667003176149	6.89330868023492	7.05547725566764
ENSG00000006625	46.4661334244453	47.785714765161	36.7373020472565	39.6330536442255
ENSG00000006634	9.54321960802944	9.50114929004495	6.59426083561526	8.20390375762576
ENSG00000006652	26.8691823502963	28.2686208762966	29.5025264964588	29.1535758425986
ENSG00000006695	8.43615274108435	8.6793918471149	8.49917689541383	8.65551724466783
ENSG00000006704	13.5838977230543	12.5761244046656	15.1534623346832	14.6115062272821
ENSG00000006712	32.8994397150423	30.7671425062783	27.9083717793768	28.5935891847492
ENSG00000006715	28.7649102182031	28.8787898078042	29.7687835367864	29.3196396246996
ENSG00000006740	3.94275891106335	4.14708536083459	4.21146926147816	4.1688131819624
ENSG00000006744	23.5159725813972	25.0349488193459	21.7366539551047	21.6779161647495
ENSG00000006747	1.22712007811321	1.20724925863977	1.23394850376847	1.22033044045897
ENSG00000006756	10.0731062670833	9.68652520411358	8.93640973285727	8.87785173293527
ENSG00000006757	6.41425373798513	6.27637527359383	5.90921412016055	5.81469762908677
ENSG00000006831	61.1223949772272	57.9775678649072	53.7087649289084	55.9637012707823
ENSG00000007047	9.46487371565414	9.2868539803949	9.55705991337368	10.028269709691
ENSG00000007062	1.32935246075268	1.40982358052358	1.25978950512925	1.25864823134516
ENSG00000007080	61.4458021729578	63.5347477964385	56.7060544881994	61.7763783181861
ENSG00000007168	34.2069466321439	34.0084849320029	32.9730164849224	31.7638378165355
ENSG00000007202	31.1367551834322	31.5993024354922	32.2604030962232	30.2604486162467
ENSG00000007255	23.6336544072655	23.81157053602	22.4455334766876	24.698452833219
ENSG00000007341	7.53194701700604	7.28911873030946	6.6100676357313	6.25878933162348
ENSG00000007372	4.11038252586528	4.15151371734609	4.59063990272339	4.61910935677049
ENSG00000007376	25.5316915327761	27.8119518111222	26.9165495027289	27.0285404249445
ENSG00000007384	12.0242810642986	13.0717151733637	12.9490914282773	13.446612178037
ENSG00000007392	24.7330676601383	26.6419542082968	32.7025062698375	31.8934580356859
ENSG00000007516	1.26861010154426	1.2209697518789	1.23555694534944	1.20846411282221
ENSG00000007520	28.0523449036169	31.0008172132154	28.7760573599283	32.2304222244332
ENSG00000007541	15.8186903029283	16.6767795184019	13.9728107423961	14.7876888192774
ENSG00000007545	4.68624854021466	4.81013438250427	4.9620396676344	5.07010958542697
ENSG00000007866	7.50161485268639	7.51634844514883	6.67902253340553	6.10295503904838
ENSG00000007923	9.89129645307551	9.2062018797999	8.24831672291019	9.70165904679226
ENSG00000007944	5.92888169369785	5.15663803712466	4.28811015999122	4.829196332153
ENSG00000007968	3.80524892961489	4.37029153415954	3.22677474954182	3.48678509182362
ENSG00000008018	147.457411912736	144.927240839875	144.461846554416	134.459994296806
ENSG00000008083	3.25020807787915	3.2284272554281	3.45771955756447	4.03580856254069
ENSG00000008086	6.88525954120416	7.01604075414553	6.50493889429006	6.90871135470108
ENSG00000008130	12.6527794901767	12.5972495692632	15.9309122957576	15.2058949056386
ENSG00000008256	25.4470911196111	26.0711490496237	30.7624723035486	29.2990440130936
ENSG00000008277	11.9313161825856	12.4628480296414	9.17377802131235	10.5293193129886
ENSG00000008282	109.375916875487	107.202674157486	98.2820775052257	99.9465429186733
ENSG00000008283	18.167510082128	18.4640232205838	15.3769559726202	15.7006563597776
ENSG00000008294	84.1371113910051	84.8839913430636	91.4713926400298	90.4594556952154
ENSG00000008300	1.77396310269226	1.78981646245397	2.21072633370275	1.9602398941961
ENSG00000008323	1.63612456379888	1.59512811894535	1.28925442428518	1.37026476873273
ENSG00000008324	18.2821738226803	20.2812651140019	16.611628420993	17.1833956124331
ENSG00000008382	3.60613508540406	3.8714869532424	4.12539286774359	3.8004965150098
ENSG00000008394	288.699170616589	284.966856621503	336.045387666943	333.203853368129
ENSG00000008405	10.7807079944122	12.0944404598906	15.2235457519477	15.4671355022944
ENSG00000008441	8.71605805344071	8.37097127565094	8.49894165663923	8.34964505244775
ENSG00000008513	11.7198809758202	11.9959337175939	14.1843322251475	12.1271993868125
ENSG00000008517	10.6614850453738	10.7332827377028	11.4600181937196	8.56390099651291
ENSG00000008710	3.46192234574665	3.51170710386309	3.70629830938462	3.83667416190743
ENSG00000008838	14.991846158673	16.2538377937753	14.8093755016058	13.960567324693
ENSG00000008853	5.67953192386502	5.86356171765816	6.05382219017013	5.83035557404553
ENSG00000008869	10.2833501974892	9.94948762199795	12.1459035926942	11.4994789546981
ENSG00000008952	42.984750827152	43.0776026283234	45.2301338702901	46.520811119167
ENSG00000008988	645.904257163112	625.053334548449	615.258343233171	637.40858441947
ENSG00000009307	141.653532837205	137.170876552159	139.051976668492	134.547818377559
ENSG00000009335	70.8770633015387	64.9894028701186	76.5781241491796	71.2663246189516
ENSG00000009413	6.87904184782403	6.57736763914607	7.05110665371387	7.14850829682439
ENSG00000009780	4.15284401246572	3.82975673876646	4.12357476003387	4.5028560337008
ENSG00000009830	5.25209350038901	4.99052839565513	5.53238852331641	5.28747854395675
ENSG00000009844	12.7190080371289	12.3070203629572	11.700782331261	11.0522097438581
ENSG00000009950	1.67619206528047	1.78531316420953	1.32002360318197	1.52478212165407
ENSG00000009954	63.1292441433395	59.0413300596691	58.7046932856076	55.8098728912805
ENSG00000010017	15.8900644227141	13.9194093830685	17.0282827003776	17.5882591851267
ENSG00000010072	9.10934146587038	9.16905302316732	8.55973188122158	8.82909516734939
ENSG00000010165	33.1414716271739	33.5873651882349	26.7016469046483	26.516350929577
ENSG00000010219	2.92016817699274	2.85836419403408	2.49678808794444	2.58335087831402
ENSG00000010244	112.703222631244	114.834192315668	95.9250810780216	101.354754031474
ENSG00000010256	83.1686552595663	81.2863664946974	83.213361411297	85.8710172819943
ENSG00000010270	50.9932675248283	50.6861198596404	58.321613348049	52.3204897020851
ENSG00000010292	37.7592061070766	36.4248199878431	31.7171626945827	33.4012368166011
ENSG00000010295	11.7598046409356	11.3908434403637	10.2078658413845	10.8027804296806
ENSG00000010318	3.18583206562717	2.65807674323936	2.75568246385171	3.17779822236292
ENSG00000010319	1.28214204134037	1.2234133855314	1.17494608270198	1.11197127064249
ENSG00000010322	23.1285277251754	23.8124818359052	20.6914574845926	21.8265546596824
ENSG00000010361	2.20029426151551	2.1979625803882	1.84061406228617	1.98247269530307
ENSG00000010379	10.8778786775199	11.3102860855041	7.68704444171192	9.57975596700609
ENSG00000010404	13.6153123993839	12.8001517185696	13.8494518179303	13.7769215479393
ENSG00000010539	8.05594128866551	7.011552836897	7.60093382308567	7.28065853354417
ENSG00000010626	6.88317817281578	7.55326194727297	6.51616655944046	6.85088355876455
ENSG00000010704	7.41828745471989	7.39575408520811	5.48195438751626	6.14255844947629
ENSG00000010803	13.987630583989	14.2008659361445	11.3557626166406	11.3847113900482
ENSG00000010810	1.93514518979188	1.68716448003875	1.59058769236286	1.83999028371546
ENSG00000010818	16.4137960859143	15.7421001633595	17.7424785168044	17.5683609347359
ENSG00000011007	25.9335742853892	23.3553628802234	22.7737555810862	21.5827872997856
ENSG00000011009	4.38156296153261	4.12396135780966	4.59448853119574	4.20591667818341
ENSG00000011021	4.34992217209847	4.45968958746767	4.07790943208743	4.77323214623229
ENSG00000011028	25.6302077230628	27.9952111300421	30.2552060559543	31.7466113019315
ENSG00000011105	24.9856639378723	27.069624808551	25.3344773588897	27.526232362195
ENSG00000011114	14.629451490847	13.9459569235019	18.0861240381715	19.158606582092
ENSG00000011132	3.8006923560968	4.604748280935	4.43229466968068	4.44522632505811
ENSG00000011143	9.38753812281384	10.2083690211317	8.58528741789215	8.6028196916695
ENSG00000011198	17.0487068268583	14.7682474427812	22.1132754529291	18.9754942506206
ENSG00000011243	17.9012500663726	18.5277190475689	17.5567235957042	18.8332120075686
ENSG00000011258	12.4764854978897	11.8464179575688	13.0953869086194	14.1555912011639
ENSG00000011260	63.1580956856246	58.6940853109036	61.9902050626106	61.2674222813223
ENSG00000011275	56.4823993928019	55.2136246568303	56.1952993544117	58.8587144025106
ENSG00000011295	26.316554911878	25.2026528473958	24.6845858034015	25.279960461793
ENSG00000011304	148.720248053382	147.164897000311	152.639814677651	162.830616450403
ENSG00000011332	2.28712732908993	2.55712359612791	1.86223426474546	2.01452757339708
ENSG00000011347	1.22004003847764	1.15032305668429	1.3026879248303	1.25113182936297
ENSG00000011376	12.399155351484	12.878914846638	11.9909401920222	11.672625915339
ENSG00000011405	16.5103282469542	16.3954326001191	15.9493415934153	16.4318967614754
ENSG00000011422	21.2537318079534	17.8904656746653	27.7607766173704	22.8313965960037
ENSG00000011426	86.2711823220188	85.6601121615881	78.2382200728937	77.795842700041
ENSG00000011451	16.5442519712808	16.7592938382619	15.0388998126053	14.9665236097004
ENSG00000011454	18.5151995235001	19.744148550152	19.6381637757192	20.8275983289071
ENSG00000011478	7.74106438930549	9.0406565065842	7.94291317838096	8.57210328301552
ENSG00000011485	40.8893133161973	41.5659491395518	41.0286840336477	41.3152321033758
ENSG00000011523	17.424250986313	17.9120044384069	13.9653109955926	15.2737610695346
ENSG00000011566	22.1165523203003	22.5870671335445	21.9710887435842	22.3710579883088
ENSG00000011638	19.3741979744083	18.9639411495199	16.0158910633973	15.011771985452
ENSG00000012048	11.8976596106281	11.7141776485951	11.2732781309837	11.75632168742
ENSG00000012061	13.3259547978456	14.3588228517807	13.1221848641774	13.1007753891482
ENSG00000012124	3.47550380418605	3.67440971464462	3.16901692255455	3.66212778957066
ENSG00000012171	8.6251579065861	10.3736945407473	8.26427995663339	8.56204802569525
ENSG00000012174	15.3998274636697	15.8936980726401	18.569720073972	18.9586370742636
ENSG00000012211	6.28248914008321	6.76511780094121	5.00823248724069	5.1868842352013
ENSG00000012232	9.64453019498266	10.0791138027261	9.53642511930009	9.10406248315156
ENSG00000012504	4.33310302390221	4.41557544433592	3.97177829111299	4.57160140523598
ENSG00000012660	103.546953025742	106.623748241411	106.654725391298	104.052377599057
ENSG00000012779	2.57132110890264	2.81041116798715	2.26374311450585	2.42756332044353
ENSG00000012817	13.4002439640531	13.8789800769323	13.0714372784877	13.4528068338429
ENSG00000012822	16.5717649932141	16.4740414010868	15.1518683061764	15.2427282222509
ENSG00000012963	17.7229391982308	17.4631281916543	17.7851889580585	19.5954135247555
ENSG00000012983	14.9393096136108	15.0771984015217	15.9461200420611	16.5243940606134
ENSG00000013275	58.2598736576012	56.7226123401529	54.1382350047498	52.334123998597
ENSG00000013288	7.98766485974875	8.56671843562684	7.72536020421234	7.89728222478733
ENSG00000013306	49.8704906278799	55.297539312583	50.2568090892516	53.0367028757514
ENSG00000013364	77.7037404186475	82.7602479981029	74.4832888034231	71.2640586304685
ENSG00000013374	39.5265441398883	36.8906461185058	33.2841657863042	32.7206745919754
ENSG00000013375	16.2341386174161	16.6340306396129	16.3776693997217	16.2499565840278
ENSG00000013392	6.60100167800584	6.25939254863019	6.10019917703243	5.96459441783575
ENSG00000013441	53.4529648307278	55.3860191989006	61.4563000658342	64.3256441141797
ENSG00000013503	4.67985564763199	4.99750442694684	4.43924903353525	4.08901155560973
ENSG00000013523	8.00380600607492	7.62565716882543	7.77710135097362	7.75910450583271
ENSG00000013561	15.177711388221	15.3921349245134	16.2826371082977	14.6807948458668
ENSG00000013563	4.69698762864456	5.48765298111453	4.29701413334517	4.60673062087038
ENSG00000013573	3.64454182498684	4.13335373434097	3.59242169497193	4.14077509878867
ENSG00000013583	38.1871797129637	36.8853172366659	35.3331417756712	33.3417277106404
ENSG00000013588	12.5124749811698	13.0091623916691	19.5019638648687	17.1274118219907
ENSG00000013619	4.14527819706267	3.80603039144007	6.71323458117185	5.85940089817356
ENSG00000013725	1.5602734255181	2.06578215142722	1.54592261719277	1.37484437261005
ENSG00000013810	52.4923933230648	49.900885188002	34.9884799451323	38.8240872423602
ENSG00000014123	18.1862412636985	19.201415211175	17.8184649023268	18.3070596269931
ENSG00000014138	11.2822188475444	10.6939072184733	9.49874924833192	9.66778958045782
ENSG00000014164	17.6388268448139	16.8987319102813	15.9021503689157	16.8245538359169
ENSG00000014216	35.2031356519832	35.9346935541976	32.9979438436306	32.8573745991748
ENSG00000014641	177.461084887637	183.557783167007	167.272829818815	174.490296917289
ENSG00000014824	13.7001244042827	13.7747162516693	12.4313183564672	13.4490048650016
ENSG00000014914	3.76531262109166	3.48361213582402	3.11247394862637	3.4894945839513
ENSG00000014919	37.2673801959403	39.2745408081083	31.7392370962501	33.3374867287744
ENSG00000015133	2.66282120594351	2.92469091502237	2.46553449972695	2.21591358531176
ENSG00000015153	17.5846294352885	16.054969982852	15.213574666724	16.2667829445688
ENSG00000015171	63.6525690691061	60.7309714500536	71.785823782866	69.1786122987336
ENSG00000015413	1.83335741826854	2.22733487601374	1.84731671691249	2.01934322641605
ENSG00000015475	39.2567356907049	39.7397692936525	41.6732253371128	39.4712035657639
ENSG00000015479	2.71242683525887	2.31831427318263	2.22614234592236	2.40953248781254
ENSG00000015520	2.12014882084156	2.37318682901796	1.93380244163301	1.80895989779881
ENSG00000015532	22.0322092471947	24.7362335417794	19.067090089769	19.6828976647771
ENSG00000015676	21.2337745545187	22.8903461807496	23.0466305766934	22.7601636281688
ENSG00000016391	1.95540221235907	1.9009419174529	1.46944363595252	1.5782853826367
ENSG00000016864	23.5962981771496	23.5267108457137	19.1768682560915	18.6684891902148
ENSG00000017260	57.4730663659	58.9629529497658	58.8705981893919	57.6665497050801
ENSG00000017797	28.1419991967763	28.0618669820462	22.7656906441457	24.414283009883
ENSG00000018189	7.93048600165531	8.80474394044313	7.87725674100381	9.19445481883392
ENSG00000018408	168.137210082274	158.490328531678	163.673607547462	161.565488720617
ENSG00000018510	28.2860602148875	28.5071401426214	28.2448179760465	28.9875122399202
ENSG00000018610	28.4619666754567	27.8572363289719	28.7142203571031	27.3611628453549
ENSG00000018625	1.69538353902825	1.47110097952581	1.44042181868293	1.4384870142906
ENSG00000018699	17.6206778746256	16.2014191071988	15.6475329856915	14.9711558452191
ENSG00000019144	42.7614983696503	43.753165505732	30.9442434713287	33.8850779137436
ENSG00000019169	4.28154443096596	4.50674738925586	3.69788316460888	3.02281359856911
ENSG00000019485	11.8545515517417	12.4869711660426	11.510626405931	11.7268838861953
ENSG00000019505	11.1084195907549	11.1597867876186	10.8139453931957	11.6794722096198
ENSG00000019549	35.8263294802991	30.9171698723145	72.5847271682922	56.3025986458015
ENSG00000019582	37.1890345407153	37.3221488887401	38.0044064351415	37.8418434442336
ENSG00000019995	4.33169914501548	4.27784770213171	5.28906663493838	5.45216384799646
ENSG00000020129	23.3584424068638	24.5132821236282	20.5343392916102	19.3277611749243
ENSG00000020181	3.54518138736929	3.54084325747118	2.94298372034905	3.07053987752821
ENSG00000020256	11.5906366523638	11.560357163665	12.4018200179739	12.7828094040494
ENSG00000020426	7.38244178250508	7.06219734788591	7.08024940543502	6.84638312935953
ENSG00000020577	12.4015219393372	12.5951699673233	15.8006997483571	14.8258491480917
ENSG00000020633	3.33071252141558	3.49387336505196	3.08764001242979	3.55595495104232
ENSG00000020922	8.30578193511155	8.05300002073888	7.87012060096011	9.0859751939322
ENSG00000021355	43.7818433111984	37.7879253999738	38.01304252706	37.1119557936348
ENSG00000021574	7.02723549033024	7.1598996842678	7.38966543390801	7.49023037556574
ENSG00000021645	3.1015100112859	3.1941741865062	3.76386643373836	3.43035527874565
ENSG00000021762	5.76018360232255	5.55963686764966	5.39998995452748	5.38066048552961
ENSG00000021776	9.5106047282029	9.49644806616799	8.89712070465732	8.79891897919055
ENSG00000021826	1.62601243077989	1.60586312194986	1.77824752224234	1.57588614056892
ENSG00000022267	58.0472458119105	59.5773202555761	66.1805404165337	67.1298250086293
ENSG00000022277	42.6391073387264	42.7832857919387	40.3825110623996	39.0522281990099
ENSG00000022567	9.3805972930961	8.99081929380104	10.0118799548777	9.49101785766458
ENSG00000022840	29.8112223156406	28.9157680720556	28.944845227963	29.8608151928231
ENSG00000022976	5.87983710688951	5.92633869962116	5.75484526578078	5.99922171800017
ENSG00000023041	29.8950446754378	31.4588803124886	26.9544433977757	25.7169269990906
ENSG00000023171	4.04255284590829	3.98398955930511	2.21279953618152	3.24131987260597
ENSG00000023191	38.3417101114614	41.4757597216904	38.1265371452608	39.5010182255122
ENSG00000023228	15.6724167402679	15.6382104404483	14.4302969720875	14.5699320913103
ENSG00000023287	36.1442397547413	34.5365846487929	48.2424078591118	50.716802134019
ENSG00000023318	19.0460344632718	19.0469426505596	21.0030100091458	19.8883206176637
ENSG00000023330	33.3705902240763	34.6558167887775	40.0489221544188	39.2001586272749
ENSG00000023445	4.60869879114803	4.72243562258583	4.80112784706821	4.26152213974014
ENSG00000023516	15.8087552929461	16.4053312344058	14.5032929830439	15.3107301995285
ENSG00000023572	14.3321809551623	16.4299108179171	17.2924920175731	17.3286981263283
ENSG00000023608	11.3218999506411	11.6697195430396	12.3796301612492	11.8360236747889
ENSG00000023697	38.1464242543606	37.3946384464321	34.9607014055948	34.7373615800599
ENSG00000023734	98.8961985237519	97.4000345090449	89.1692048660125	86.2775348208777
ENSG00000023839	50.2705341666325	48.9932797854158	66.7719962793731	69.2137380885525
ENSG00000023902	7.50866163789656	8.42093875053412	10.3536510848664	10.0530767387548
ENSG00000023909	51.7461086321406	50.4365216920574	77.3634430403615	72.2099139662865
ENSG00000024048	7.45311410464813	7.56271014529951	7.0930343448132	7.03523771152023
ENSG00000024422	1.43008262008809	1.4335829751055	1.36668319701525	1.50414750559196
ENSG00000024526	10.4940550821159	10.7055724260528	9.27639606064	9.71849104035639
ENSG00000024862	11.9948829814604	12.9159511066106	13.0956169639091	12.8950211183124
ENSG00000025039	7.47512058966474	7.77548965920859	8.12135116209157	7.76666001481598
ENSG00000025156	11.6726096081878	12.1162986331183	11.1350580777966	11.2100901369911
ENSG00000025293	15.0531879771783	14.6629186192275	16.7446118028499	16.4369953792721
ENSG00000025423	2.11231581112923	2.21541900343108	2.92291536483781	3.08851039359431
ENSG00000025434	9.16693719394979	8.63689015564874	7.20928644626471	7.60604530061245
ENSG00000025708	2.31849673904427	2.51346485986752	1.80668769424941	2.04111240825953
ENSG00000025770	9.03941099033966	9.96505627898327	8.33816395528049	9.27396219024166
ENSG00000025772	44.8808160117369	47.721442202764	45.4944345822575	41.2212381511834
ENSG00000025796	14.0345913328311	13.8609206754528	12.6915211624614	13.597534158152
ENSG00000025800	22.8851239766935	22.8834297086364	22.4161172245404	22.07342955138
ENSG00000026025	531.245331529299	545.936294234661	525.308884790027	515.026072016171
ENSG00000026036	1.49462322891585	1.57236217757723	1.30384055298834	1.44854302317558
ENSG00000026103	13.3002803850723	12.8576904513735	13.0087222108368	13.0027614311018
ENSG00000026297	85.7148594187123	90.1963995322761	68.0956215454326	74.7158856453622
ENSG00000026508	34.7924675823373	30.9997301012967	51.3996385500176	46.2763086622584
ENSG00000026652	6.76497353276842	7.19338393008174	8.59534469763723	8.1696473213832
ENSG00000026950	9.47472005823481	8.8250516301519	6.43884547576009	5.98319525124885
ENSG00000027001	13.2964311978414	11.5726795638476	12.5700901968154	11.9560980487932
ENSG00000027075	3.87895391204169	3.85424801342207	3.73679274867516	4.15051510826568
ENSG00000027697	18.5647900164652	19.1649496203834	22.3792981296423	20.6896864121544
ENSG00000027847	22.9786656267457	24.0975626010441	18.8824745979246	18.0501208000807
