WT_ctr_1	WT_ctr_2	WT_ctr_3	WT_4Gy4h_1	WT_4Gy4h_2	WT_4Gy4h_3
ENSG00000003056	69.0244641480113	68.8904248886918	68.926718604017	72.0715822365041	74.4641067518901	70.339085414972
ENSG00000003096	2.08965363982523	2.03095778794184	2.70083900931127	1.90851335462934	2.38670568307025	2.44223724042343
ENSG00000003137	11.03455033633	12.3034304947325	10.611179492697	10.5570784011557	10.6498425824233	11.1183025304745
ENSG00000003249	17.8493127616891	18.767730282659	16.7202739391579	12.6369609060417	10.8187314383678	12.0699026308939
ENSG00000003393	6.59929206090219	6.55292279237495	7.69510233982482	6.58927689641353	8.5329833389048	9.00498350247947
ENSG00000003400	1.19783681469048	1.15667253666247	1.26233015382327	1.19309517764308	1.23645009111368	1.2742935684786
ENSG00000003402	5.07898878402641	4.90322938556039	5.40358375476878	4.93015481898061	5.51799698932346	5.52649713860092
ENSG00000003436	9.44788758661855	5.55089631901131	12.052174576226	9.73781015680909	13.1347054238277	15.2807225446701
ENSG00000003509	9.16985294951419	7.28216177851156	13.9684478151179	8.817315666325	12.281095695146	12.5112872309865
ENSG00000003756	28.607934227709	31.7881102971972	33.6983148794313	26.8945794962305	31.6965761861568	32.779508297759
ENSG00000003989	7.93511540452315	5.9080807686068	7.57526326343419	7.66771863098402	8.76184579103379	9.04703639106771
ENSG00000004059	79.1824034240832	101.958722684247	85.3601968740737	77.3262538604767	70.173230192717	77.476874243952
ENSG00000004139	1.20785529584698	1.22593042651921	1.16372091112742	1.20954834417247	1.14599452441903	1.14604791346841
ENSG00000004142	65.1921080870707	66.2847898909913	49.7715099141831	67.2763839992041	51.9001347713198	48.5014821600783
ENSG00000004399	21.1906297809695	28.7314847091127	18.2423173188265	21.886189673779	21.1426555712668	18.8536577887359
ENSG00000004455	174.009304806943	163.496943884211	172.636780493496	182.489169856969	175.718869958221	162.118913786438
ENSG00000004478	162.684280259847	155.93261846161	141.456927530654	159.635133061835	130.876840614104	116.320783532523
ENSG00000004487	61.1551390994948	56.1050601362266	66.4269975305084	54.5914560684727	58.650564787616	59.806804703139
ENSG00000004534	26.2232362213954	25.5039614072772	31.4093995735562	26.2482263553904	30.9228732508852	31.5286474827686
ENSG00000004660	11.8072316205717	12.4930236702357	9.82213761772276	12.9358221411465	13.1066768634057	12.6407018726415
ENSG00000004700	13.9625035556488	11.7203035837569	21.4287007758754	14.795802092736	23.9997292139823	26.93069589171
ENSG00000004766	3.89598131680205	3.41383556021626	6.62880534831663	4.02759069463928	5.95979207286592	7.28470071777175
ENSG00000004776	5.19096785365384	4.29930656246945	4.66777932332676	3.27438065034465	3.52472123905577	3.8881212681015
ENSG00000004777	17.1040016934789	18.7596615777717	17.195996036422	14.0749108345292	13.2146078259587	13.6439523634614
ENSG00000004779	46.2924633605056	43.1207234744189	57.1429388345574	50.5222731652008	47.9567641434962	53.5751035120474
ENSG00000004838	2.47171599834736	2.54681412900442	2.12090178577095	1.99521150506566	1.72335097819778	2.1421992384809
ENSG00000004846	1.33636684376906	1.50127564506285	1.70193303344503	1.37059513561529	1.52318969021543	1.63712009463031
ENSG00000004864	24.8807924998123	23.2926997968896	33.3381594916585	23.5563186659379	31.6515931582957	34.1919008627801
ENSG00000004866	5.59873484005985	4.58136813276587	6.63028054361571	5.81810702584716	6.99742611186258	7.67477149273688
ENSG00000004897	17.7467675935921	12.600383481451	26.4933303584316	14.2247331997931	21.6189597690484	23.8057929436526
ENSG00000004961	9.43706554771119	8.80544116417331	11.2779434646641	10.2276908715215	11.0573668252729	10.3931995150142
ENSG00000004975	23.9579775575512	25.9003118662652	23.2949366199198	22.4133202245059	19.2690343634507	17.1442091588772
ENSG00000005007	38.8827905993954	41.6294701662815	28.914910729053	39.0767642089022	31.3954652990289	24.9350578383201
ENSG00000005022	322.672886696101	342.088219373276	361.827175440418	311.195837906516	325.087667300185	342.643447588128
ENSG00000005059	5.45144239404213	4.33185577519336	7.0932489152664	5.83723893338826	6.24975652808869	6.44060678069302
ENSG00000005073	9.01196613532523	8.02682377861016	7.77600501901669	8.61675019367384	7.27956416145927	6.07941491306568
ENSG00000005075	53.8354690426409	55.5367136164417	47.8563035450573	57.9961003742744	38.9163436320224	35.0340634426769
ENSG00000005100	17.7968332021635	15.4686527925169	15.2873190193053	20.1312575044049	20.952355249798	19.5164958274946
ENSG00000005156	7.78634780449552	8.09130421558385	7.06984056153134	7.62641869106645	7.54773595972433	7.13179353854361
ENSG00000005175	7.67674009477105	5.05718484033562	15.0304385563343	8.46267103492075	14.986322722295	17.7942764337424
ENSG00000005194	38.4014085162038	36.8659526567507	36.4585609290209	34.8008267279411	32.5030597869769	33.6403103291043
ENSG00000005206	12.6201888453075	15.4685453391414	11.5606345483722	11.5547335563871	9.56855913880841	9.48536926400729
ENSG00000005238	5.43936663981922	6.23038137469977	5.61185875830924	4.46269118667622	4.10616202730671	3.76987548631324
ENSG00000005243	12.6550559341617	13.3322822204339	15.5875402379209	12.547296441588	12.7501128028217	12.9877693315304
ENSG00000005249	9.85611448358488	7.36274510606894	12.105389505557	9.64611025120052	13.6885568753279	15.0911796202836
ENSG00000005302	12.729183798876	12.5540754090879	16.9602914257525	12.7358939508407	16.9087786690749	17.931014176141
ENSG00000005339	26.1872758977322	26.1428827264074	19.6639590673735	25.7403801882196	24.1957936131033	21.796525512522
ENSG00000005379	1.7182130615932	2.70553592415522	2.48694535346009	1.43600935497398	1.78731731127789	2.03987834534677
ENSG00000005436	5.85512421781729	4.40391295501621	7.80970491105854	6.173641640986	8.71891187429135	9.61459725175331
ENSG00000005448	63.9794735993314	70.5627552890319	47.1413721221483	63.0769338134872	43.254932328048	39.406647634771
ENSG00000005469	4.62342688146906	3.92521196011071	6.62057677193768	4.42193620348681	6.34741701454953	6.72009647913395
ENSG00000005471	2.31121562960439	2.58803406856553	3.49720075210085	1.96981290543603	2.83413926474982	3.02726560866567
ENSG00000005483	16.1132475711226	14.5725401520266	18.6680572923434	13.8136818355814	17.5770072180201	18.5407425088881
ENSG00000005486	65.5431153525925	79.3488147136566	58.2377853021382	59.361293089885	52.9989028911502	49.9409853516276
ENSG00000005513	2.72767780214781	3.69406447970999	3.90691684035243	3.02998815602342	4.07608108240659	5.38400558272736
ENSG00000005700	5.31793353599483	4.09631528611884	8.80838760978452	5.20465453728312	8.8281278695829	10.3849816932008
ENSG00000005801	6.41071793228097	5.2926836362904	9.80678685109456	6.71582883316004	11.2232555769311	14.0636883547408
ENSG00000005810	3.59656437549822	3.2568281809503	3.94888692346652	3.72030537301297	4.04436944416166	4.78792559365271
ENSG00000005812	7.49498375485001	6.41849892134026	11.9288293008336	8.32662029306774	12.7967247838931	15.5912286638713
ENSG00000005882	15.854521363496	19.1013917292461	14.547037178841	12.6181342083189	10.5782733289528	10.7008066790585
ENSG00000005884	184.343500002302	189.720496865136	119.39811722954	199.19702723759	150.784907662463	120.028289782373
ENSG00000005889	4.11818282122224	3.81515322630395	4.79802725371712	3.83136745667218	5.6233387027937	5.98788954511633
ENSG00000005893	37.8589616570405	31.7375439911824	75.527414312562	39.5979918500559	73.6642428913169	86.4169867807355
ENSG00000005961	1.56550242903041	1.65863744730965	1.70368628652137	1.35507666527919	1.47385340453659	1.56290669318741
ENSG00000006007	21.2724547759308	18.8333003585008	24.7920210741056	18.5124299096327	20.674005813714	23.1500124004366
ENSG00000006015	37.3434953213528	44.8262774124453	34.1200597028492	37.2355324110179	25.1420826229257	24.226617060606
ENSG00000006016	9.3080098768815	16.2521217566657	15.5257804224952	8.4551254835288	9.48188068061236	12.4373328330946
ENSG00000006025	8.17895867456235	8.60443338429434	6.87237194937672	7.55000823202069	6.08095747022781	5.73821178247881
ENSG00000006042	14.9152864819361	18.1246547075352	18.1708277734244	15.1024051131429	16.0427981833449	19.2664689927371
ENSG00000006047	10.1333011009312	9.83118500269214	13.3921630037358	8.54228742855351	9.1283227295588	10.4526804131077
ENSG00000006062	13.4140581594302	15.0843243322699	9.62757045296257	18.800973516539	18.5019442868016	15.7156853607658
ENSG00000006118	50.7483247975382	60.6606072791832	44.1408685289666	52.5189896598617	40.0073058907161	38.1208107101329
ENSG00000006125	85.947197147275	73.4535054862413	82.2352623603084	85.2061307496646	92.9516659508746	87.1151043696455
ENSG00000006194	15.7060765640373	15.2263975105628	15.5332178856263	16.1863406943476	15.5086852313258	15.3523232167589
ENSG00000006210	9.98474237748675	12.7459787569438	9.56762152685191	9.61092410109314	12.2682177320237	9.78019975110239
ENSG00000006282	70.0554562730822	84.5988303806885	61.4522936289917	66.7901012774587	54.8668036567104	53.8613066804299
ENSG00000006283	2.84218161272806	3.80230279046295	3.60504968438287	2.29686872685144	2.50324993496409	2.92516968388217
ENSG00000006327	292.720957722311	321.728137353087	232.142819106554	404.799474641333	290.01937836008	255.853722108222
ENSG00000006432	18.743096651846	19.0858481346247	17.1303045536042	14.9152819254774	15.2484371735107	15.3998389735403
ENSG00000006451	13.4838082449686	11.4214910227123	22.8893216891736	13.7043810479002	19.2827014643167	23.8075249818357
ENSG00000006453	38.0854510553649	33.2904149516199	37.6208718125509	37.2101688103166	34.883521445942	34.5531244372618
ENSG00000006459	1.52091101551351	1.46245432129191	2.00646119853244	1.71965242999616	2.62303399561943	3.34961893748211
ENSG00000006468	1.77384460999362	1.7254977726935	2.46037037198014	1.56169936534161	1.85276280742453	2.16576677612939
ENSG00000006530	7.02500957225409	6.37435757450841	8.28570106372429	7.61322859798678	8.37565012128733	8.82508454873448
ENSG00000006534	28.4067078553781	31.892413216235	23.8723511789273	23.2516284025332	20.4890860795279	19.6704635674603
ENSG00000006576	11.8405594623336	9.76658299999135	22.2625223415004	11.1821670593873	19.2073684208821	24.2130328338744
ENSG00000006606	9.83772952111546	9.70745154620436	8.1076710529909	7.2646691989891	9.03156244014307	6.69344488085311
ENSG00000006607	5.23132361277752	5.07524100964537	4.0459728714614	5.02638112244358	5.54522070880134	4.65655426263795
ENSG00000006625	35.385629678713	27.7222981020044	67.1769870962396	38.8138250767662	60.9588287821243	70.9701575035919
ENSG00000006634	17.3796046561674	11.372115508108	31.4873726393173	12.7840127664045	24.0637448924702	24.1881704056091
ENSG00000006638	3.16812070087233	3.29857747527871	2.64220839732228	2.71099153195952	2.18845131987782	2.06469656918043
ENSG00000006652	10.353307535771	9.27792520776204	15.7781771273258	10.0210331458	15.1798783148837	17.4908414727777
ENSG00000006695	6.64631691450855	5.96746009616798	6.09338794945891	7.76161756909403	7.45120629426526	6.96472092845638
ENSG00000006704	20.5218546209183	22.2311426637044	16.8831623836643	17.759657633646	14.5488261563131	14.295449093495
ENSG00000006712	61.7838454211751	73.9955216748534	55.1501512567959	60.4909997331106	46.7653541268991	45.9370664798279
ENSG00000006715	7.50620387171084	7.33169792263457	12.5534344791457	7.91004622146555	11.2250587219755	13.8838322407625
ENSG00000006740	2.39616266367285	2.47311544393163	2.74333781373818	1.99959118356287	2.12348616963954	2.37087685859206
ENSG00000006744	37.1623549494451	37.2540937975627	25.9248568383604	37.3816742951206	28.5768435648399	22.4893537745749
ENSG00000006747	1.10670939590146	1.10464646267696	1.18694757854252	1.12824560977449	1.21409846457169	1.26612312175796
ENSG00000006757	3.18072085708326	3.17270313287696	3.79190871070795	3.14213842630592	3.25064947777935	3.29047440881089
ENSG00000006788	2.58555476392054	2.34295575082551	2.11352110515648	2.65327142433849	2.49357839412	2.29056774161245
ENSG00000006831	48.9744133614102	44.3217623124555	55.6267308032976	50.4336182228938	59.1469319285441	58.1559551419638
ENSG00000007047	11.5030679901617	11.9904536032406	10.9280956511384	8.60076356399953	8.09804526266127	7.46879126947598
ENSG00000007080	126.601704653261	141.253578830663	84.3426506220196	136.624195861156	79.6869790963561	67.5580233751773
ENSG00000007168	18.0117511891431	15.1249164024848	21.4986628432263	16.3570790524169	19.5374097091109	20.8907154035934
ENSG00000007171	2.00967702210057	1.83906574558971	1.74477641372813	1.94775762819787	1.56256900826488	1.3833804359425
ENSG00000007202	52.2227045105175	54.4066972056494	32.4857044572229	50.1245213972459	43.9309629559052	34.862626681741
ENSG00000007237	3.9215476261967	4.30424013319346	4.25719613231471	3.46710879057079	4.27310663830997	4.71458615746344
ENSG00000007255	7.07027245075151	10.1774189459995	8.88551460776333	6.03707035543202	5.83125185205166	7.9919304660632
ENSG00000007314	1.18066935173729	1.22717198467227	1.1535152500764	1.25105916355201	1.21752785421134	1.14422816208023
ENSG00000007341	8.84125654624407	7.334681458975	11.6837000751841	8.44438789177246	11.4211086304973	12.2744358346484
ENSG00000007376	51.686072060527	52.6018339754823	33.2238529634831	47.8988577888593	29.9773675087337	23.6982438069669
ENSG00000007384	32.7029717145499	38.1648659482982	26.9108347660396	32.2869580352909	25.9875138521579	24.73636798498
ENSG00000007392	35.0985881320099	35.0686465680819	38.8372849619305	36.9507687518378	35.0737902426706	36.9770678532624
ENSG00000007402	2.16771822491264	2.50331351252037	2.48509356909052	1.88927870609534	2.02386861951928	2.58060416582468
ENSG00000007516	4.00542069755998	5.02488086994711	4.28612189100775	3.19807882887124	3.02989788400794	3.47054188364787
ENSG00000007520	82.3235905253407	76.221462924665	73.6454570874978	78.4603184946386	59.671020834342	54.8351679763857
ENSG00000007541	31.5102878831235	36.0115785059658	23.2112548931246	28.4688358583289	20.7419174665055	19.0168717594686
ENSG00000007545	11.0957722205885	11.5160090279842	9.28238023096242	12.2657511221869	12.3086742872983	11.8598230576773
ENSG00000007866	24.2756119884911	27.3956829846058	19.6034718188287	24.3255695216926	22.2361148367099	20.6957847186131
ENSG00000007923	18.7562580562704	18.7384226863164	14.8974887458492	17.1585386772126	15.530445970349	13.93370010993
ENSG00000007944	6.54465641172159	5.75481119611094	7.31524231860888	4.80191927230661	6.73878004478822	7.05845919377108
ENSG00000007968	16.9150720880182	15.1532897417404	13.1480919875821	12.1045108547145	11.9272045099442	9.86810744537095
ENSG00000008018	149.547946707279	139.398773748392	190.068380480939	158.277834902533	166.047747708193	187.844715239201
ENSG00000008056	2.34831908329777	2.39405279690634	2.15950972969814	2.34176220128375	2.72818654457572	2.737842018159
ENSG00000008083	10.2565840436747	11.1127421029481	9.47229619608048	11.5683459307997	14.5361872883786	16.1185241478196
ENSG00000008086	1.1615284339205	1.12463071129092	1.18917096651513	1.18576069085165	1.19532416547089	1.24550510921292
ENSG00000008128	5.80515769300273	6.50337582505747	5.49379750956268	5.93481150156046	5.55837169384125	4.99880312780947
ENSG00000008130	28.9362006861031	28.3393466406792	23.0416831568882	29.6489406325233	24.360760451865	22.7832675101282
ENSG00000008226	1.2607213190799	1.21022659023516	1.16662307423812	1.16605409095135	1.13824872175424	1.17907195432328
ENSG00000008256	42.0687384155797	42.3872518304597	43.9325429597149	38.8759741956388	39.1492073131201	38.8191712773322
ENSG00000008277	3.1249103148255	3.54085303506676	4.76535872122114	2.94615540801532	3.85441767589045	4.7726703639323
ENSG00000008282	39.6553922255261	32.9945448840505	68.8383873195689	41.1066683628622	65.1913968962634	72.4243429868327
ENSG00000008283	31.1829897332258	29.7380491082758	26.3234287597242	26.527512984205	21.4498948304265	18.5450388175179
ENSG00000008294	22.3984435135912	19.8159256071603	26.5254580589464	26.2080554435566	32.0952823107173	39.1144654005107
ENSG00000008300	8.47162890322199	9.9293140811726	6.93911492469957	7.92933273502546	6.59186131205804	6.52174813163363
ENSG00000008311	4.24317401923386	3.88579155598611	6.7563041019657	4.03649397270985	6.27590989516263	6.87281789203325
ENSG00000008324	13.2147564462687	11.6044330858359	19.3590936869699	10.6542524890892	14.538392302723	16.5302031895047
ENSG00000008382	8.76932892611821	11.9918186840152	9.72011810601108	8.26769538112345	7.50084838080207	7.51330821037736
ENSG00000008394	8.48708272143253	5.91587180314825	16.2335017974285	8.03514855420083	12.0909648688233	13.9805018490155
ENSG00000008405	14.0268006148518	12.8436941925138	18.7949761624807	14.8217811500061	19.9620225013071	23.1513865961439
ENSG00000008441	42.005337411276	37.453887715379	32.8768018799352	42.4874866398349	39.4223064405391	30.5363643192226
ENSG00000008513	23.8736878347092	24.8987858353527	20.4675007254431	30.6362359430241	31.5685883602358	28.7147073948867
ENSG00000008516	3.39407315763172	3.61983587113889	2.51266903052207	3.28652711337807	2.8000931821664	2.49112971815716
ENSG00000008517	15.7777289131559	23.4368085850668	19.1112688697491	22.407570683981	25.0382700086767	31.9770185558516
ENSG00000008710	31.7574496553646	33.9654861899589	20.6636559314399	29.9356895357806	22.1578394010816	17.1757230468567
ENSG00000008735	1.29392898182586	1.3110662000644	1.32202101505387	1.24506723562565	1.20434616324979	1.21504615768722
ENSG00000008838	23.763870556551	27.1424580493371	19.5412698670088	23.5677816408527	20.6965337481917	18.9637695516309
ENSG00000008853	16.2678877970168	17.674247249567	11.1112787075636	15.6496346961326	12.995089093573	10.7978809953413
ENSG00000008869	5.09771829787793	4.41404747470756	5.93549699745909	4.72529047091323	5.67579218645936	6.59307401089522
ENSG00000008952	5.87565845925593	5.0883531044759	11.5512542595961	5.93204383373953	10.7227279707859	13.914107713307
ENSG00000008988	1258.40557432936	1054.06505482462	1468.35687492308	1383.28760405213	1251.6960297742	1378.81929986667
ENSG00000009307	195.372287065101	162.960724083186	248.572158889656	191.24687539048	261.461280160367	274.150279142453
ENSG00000009335	11.9599036870214	9.84158244141632	12.1478314570817	12.3750161798721	13.7296368474092	12.4282884439167
ENSG00000009413	3.28498189061576	2.74875866517945	4.68904872962973	3.61014167393711	4.82242951223879	7.01160197727235
ENSG00000009709	2.34155659136116	2.48126761935431	2.42381870825298	2.03048149536781	2.03269325231197	2.05087150639141
ENSG00000009724	1.54953511977283	1.41541084528017	1.83618959765253	1.62840973191558	2.07653752482379	2.07693120613
ENSG00000009780	2.79657600960425	2.4438933312293	3.65868205588353	2.45223120073934	3.37987791157762	3.40547846698071
ENSG00000009790	1.53306939968633	1.4527684164693	1.73275552724793	1.39950900702595	1.55897321011985	1.6546331961219
ENSG00000009830	17.7991926738486	19.051809907933	16.6849858644985	17.317502335175	15.2274606188065	15.0571516078713
ENSG00000009844	8.03573317711263	6.93598240452303	12.0819955599018	7.95178031254646	11.6828313225276	13.2590980722959
ENSG00000009954	43.0104546387251	38.846084880631	43.3443591906116	40.1449655967817	46.2692014252396	45.2589516114704
ENSG00000010017	24.1909879802159	19.5755949552982	29.2204537596587	26.1286251246029	33.5356600799945	35.8251674056043
ENSG00000010072	7.04729468969064	7.33962319000102	9.63751683258062	7.170085342085	9.12217888941555	9.25832148487255
ENSG00000010165	26.7427854554881	29.7666305857829	23.5034653074873	24.6177969804512	21.5684051039097	20.2815999595798
ENSG00000010219	6.87992711045594	6.7673009892311	7.77848331657565	7.17848554772396	7.08789569795357	7.44502702149888
ENSG00000010244	81.3267480829735	74.0229899788258	94.4420448705019	82.3947760140669	98.1530629593471	100.371982293017
ENSG00000010256	187.21045983895	209.804405704673	151.562490267352	189.22162402653	134.217716421316	130.218375934421
ENSG00000010270	24.1562626972591	19.7871538076265	33.530551759457	22.074056771117	30.6814245242948	36.2939629974048
ENSG00000010278	98.4193449933155	104.841967936114	159.283302091335	88.3671476346583	129.108151529137	150.422524908591
ENSG00000010292	135.237061410253	128.558324920859	125.418019332715	103.84824292213	108.142352492832	95.7481046035054
ENSG00000010295	3.04278453768961	3.02750573438425	2.67994023583112	3.6003038776363	2.89628246699867	2.54601086817246
ENSG00000010318	5.85735952570713	5.54513075586078	6.89690575286712	5.11373832878118	5.84498397626511	5.95136644120806
ENSG00000010319	2.01171207512525	2.2581250386065	2.24890779465679	1.85936943975349	1.95505908135575	2.08763362805428
ENSG00000010322	32.6996029572578	39.4455098403341	28.8496899459496	30.7152169849685	29.3547563378629	26.6532539514417
ENSG00000010361	13.7946847088825	15.9205655365647	12.019206674331	11.5519123916528	9.13249137426197	9.43808895317332
ENSG00000010404	21.9534913745941	21.138986250683	22.5919763721809	22.548592830868	26.5915674176627	26.5634079032841
ENSG00000010539	6.23769505846206	6.27071121546232	8.50027789816462	5.94880148006502	7.90495380922281	8.47926792673046
ENSG00000010626	11.5246655447659	12.8593007369329	14.0469399773128	9.56941526223388	9.81294077715617	11.73990167349
ENSG00000010704	1.33543824874471	1.42327936795964	1.32795052296128	1.19452540222209	1.25396337263004	1.26974795429042
ENSG00000010803	17.7368995956629	18.9563557624964	18.7402442402643	16.0114594483876	16.4740464538991	16.4600063063153
ENSG00000010810	7.05722169961704	6.69010093085206	8.06898851724979	6.39574601959228	7.11629416547745	7.32284477654155
ENSG00000010818	4.60091040718345	4.29997157687027	3.96024440379437	6.19391578580991	7.27865045547107	8.9042711185151
ENSG00000011007	44.7718687592528	38.0161624069793	41.0677651983137	44.6689445136763	45.7611576851956	42.3960444133275
ENSG00000011009	68.0755824045885	71.7733360994063	56.2433452354271	70.084728517937	51.7131824827665	46.0586322912883
ENSG00000011021	9.81813240788182	9.83751454059211	9.30620049788943	9.14369517562612	8.58027462571495	7.86596701825209
ENSG00000011028	73.1956958433242	109.983896007377	77.5111946620249	67.718401481862	68.558850627204	67.8321291606836
ENSG00000011052	69.5911059841626	76.9972984374501	44.920438883919	76.6284049869893	47.8894709659901	35.6689876836694
ENSG00000011105	17.5394558954303	21.0629165130453	17.2149849966054	16.9312131396281	15.6534176845326	14.7232588243137
ENSG00000011114	5.7712557103136	4.92417522960381	7.03749682852141	5.64754753095679	7.67414734954094	8.00850761059296
ENSG00000011132	11.3685609581586	12.8926865551146	8.56833245015939	10.6025023793806	8.54838020778152	7.12743595878555
ENSG00000011143	17.4603908533144	19.3165507875101	16.5278524502754	17.9648824773258	15.4461089846686	14.8905833356802
ENSG00000011198	15.366637562532	13.2464188352741	21.4398579424976	15.1639383362207	20.5828367455828	23.3547711126353
ENSG00000011243	28.0094990758655	32.2456225020006	25.7449698426163	28.0290409359742	23.2405335847399	20.8992987993241
ENSG00000011258	3.64138882316485	2.92785669191825	5.80405535738572	3.86768254051857	6.06335105944298	7.43457434379174
ENSG00000011260	44.775206757589	37.0277289817206	56.0498301076794	45.5316515979859	54.0064169929575	59.3918955846175
ENSG00000011275	63.7616031289072	59.8436148271586	54.2781960299807	62.0255619313692	56.0711369108168	53.3177207158899
ENSG00000011295	6.45647834458372	4.61259317592361	8.53933901091978	7.31650756085955	9.36927845383332	10.227055778985
ENSG00000011304	258.283351080632	260.612456099936	206.393015651656	293.948233916322	252.194781228335	207.35667654074
ENSG00000011332	7.66797277272691	7.89187735189335	6.19006341484075	6.55205941146145	5.92915993081764	5.06783332592387
ENSG00000011347	2.58197252785345	2.28718311051431	2.13443744487458	2.4428960386248	2.19574036570923	2.2420175525968
ENSG00000011376	10.764302173155	10.8860550924627	9.2127247800264	10.9297900482848	9.79639866862018	8.78965957915328
ENSG00000011405	9.40039526580843	6.53166221823536	14.4609246477485	9.61225504719865	15.5178802324491	18.0672679893253
ENSG00000011422	88.4744896954676	92.0053793640801	64.994222551794	147.657423819727	111.038099913819	100.897717639906
ENSG00000011426	76.4948916974821	56.2352202638744	108.076298362375	70.5874484827929	105.23448666156	107.143018672567
ENSG00000011451	18.4624524202664	18.4350010641892	12.5671230283033	19.5835481682915	15.153862864924	12.1570775330871
ENSG00000011454	9.14568228765406	8.94198300605669	12.6064700990052	8.23749507538656	10.6373500027025	12.4290967325062
ENSG00000011478	23.358313150488	21.5816036372024	17.1957628159448	21.1954623115195	15.2420515181896	13.6667091892175
ENSG00000011485	86.1798245304814	93.9595516794783	67.3140874093675	86.3411691028221	64.5504398672859	59.428978089755
ENSG00000011523	5.01790737262391	5.31400368790237	5.82804929586703	4.43690996484595	5.26953410657667	5.31511098030219
ENSG00000011566	7.62492871782018	5.94712631903382	11.9383147558669	8.28606279543704	12.3760806992689	14.9129290833896
ENSG00000011638	7.62033437838912	7.24647760237146	9.34166072800717	6.52942583526434	7.21468504159111	7.1358953733628
ENSG00000011677	4.56556123156571	4.72799814584837	5.30100067916849	4.11983704842778	4.70732655612491	5.00903711796294
ENSG00000012048	9.09467073917614	7.36435699561913	11.313051524642	8.66705937133053	11.3733321488378	12.1761461554562
ENSG00000012061	31.7899822537256	32.7392930883747	26.2269423714052	35.4892548657031	26.7707318652372	25.3751538533898
ENSG00000012124	3.55010773633587	3.30809003058521	2.24585609570833	3.70217691083875	3.00192932158822	2.03913194519052
ENSG00000012171	23.9248210191312	32.6264157430495	27.8550430685845	21.0832792909472	24.7663854287445	27.4447931586516
ENSG00000012174	3.72889193596875	3.1744249027701	5.38077021903774	3.84079007108796	5.70235955848613	5.52373392937015
ENSG00000012211	11.7796745195206	11.4218703880509	8.55222809902733	9.36436249202344	7.92909518234058	7.70363667638319
ENSG00000012232	80.2214094491275	75.801272958569	47.9363552611816	78.580683653934	58.4565014280466	44.5331944484485
ENSG00000012660	48.3180481782215	37.7196332005759	71.9664245095292	49.2678311686384	69.3291682294603	78.2813845820294
