DMSO_1	DMSO_2	JQ1_1	JQ1_2
ENSG00000010704	1.33225905533453	1.26823306412147	1.41915821160057	1.31648436479012
ENSG00000010803	18.2120770777152	17.6249133174747	28.777959119019	28.7981257897142
ENSG00000010810	19.6955508509231	19.2901827235603	22.3510396076607	21.6109052914235
ENSG00000010818	1.91853752280809	1.94833086747524	1.43009936249938	1.48145401544392
ENSG00000011007	65.5027190634241	66.0509410185778	55.6024858060775	51.7038687913125
ENSG00000011009	70.8743260998018	67.7995529549434	69.900079208586	72.243459764284
ENSG00000011021	7.0829063507533	6.95811845231541	8.66439302070706	8.45532059773756
ENSG00000011028	4.64136271124722	4.34343840890541	7.34309681846445	7.88448374251444
ENSG00000011105	1.19350844698203	1.17809029921317	1.39202594094194	1.38707458405381
ENSG00000011114	4.04034880890345	3.74869399235424	4.96119327138896	4.9066739001581
ENSG00000011132	8.03358740522565	8.29791164604601	7.80817090653409	7.5080885797508
ENSG00000011143	16.5091651748912	17.0218155807245	11.4034843876973	11.0469346572912
ENSG00000011198	34.8311394797649	33.7742948510157	38.1431355993485	37.9304391242339
ENSG00000011243	47.5060117097209	48.8410210838125	58.9748038270363	57.7106588519574
ENSG00000011258	14.3596716912	13.9800861689273	8.66858461807656	9.81084404959308
ENSG00000011260	61.8756428559612	65.7828195375913	37.3118341133024	38.0390281793657
ENSG00000011275	22.8292512906931	23.2422194118998	29.1538404941854	28.1854077119016
ENSG00000011295	18.1793182843278	18.3731804200981	21.7394147624173	20.414480580793
ENSG00000011304	230.046785408326	220.053949800318	181.704399692178	176.561823959151
ENSG00000011332	5.55116505555626	4.76061087721203	5.86734332104525	4.68630825324602
ENSG00000011376	22.7114068864394	22.2639263570937	15.4815052713765	14.4527655842794
ENSG00000011405	8.43631063567415	8.30741595022656	11.3290960170703	12.1699018944617
ENSG00000011422	8.21407411747427	7.39645102381691	6.621110598758	7.31361128461654
ENSG00000011426	22.4698624031182	22.2530005905135	38.1541980519908	38.5239443721332
ENSG00000011451	11.8599828632092	12.1751633953709	10.6653558448643	9.86047920006485
ENSG00000011454	10.1081934369433	9.61241634039795	15.8126106867269	14.4600845515535
ENSG00000011478	12.7284877807618	12.6289988025158	4.8231173916434	5.50388336701523
ENSG00000011485	64.5882795091342	64.3306277042773	44.9389057522705	40.6249438695583
ENSG00000011523	7.13962320087542	7.12933517027478	13.3079069444131	13.4500270757507
ENSG00000011566	7.73319225471424	7.0462570115941	12.5852042171012	13.2684691589148
ENSG00000011638	7.95568706881514	8.24126530998141	9.21864971458956	9.55766384217786
ENSG00000011677	4.47621654260266	4.7540722825345	6.28107224123788	6.73667856132005
ENSG00000012048	19.4122116138112	19.2661055784211	21.3000027813753	20.1744696273991
ENSG00000012061	12.4483803060795	11.0853830275386	18.8295021797277	19.3246108427611
ENSG00000012174	10.2927056428482	10.5946765357254	12.2666501875149	12.1833613606929
ENSG00000012211	7.71767862303213	8.66734993922287	3.06730611924123	3.07403183833093
ENSG00000012232	11.7461690890688	10.4731541616547	9.07506425359034	8.54945467813473
ENSG00000012660	137.960701756727	139.279010306558	109.729131802451	109.27406729298
ENSG00000012779	3.9715261593149	4.20034158013124	3.48352928830276	3.48661569944856
ENSG00000012822	5.76967782457525	6.41985275057275	15.7178426063291	15.6732889661924
ENSG00000012963	21.9923656665715	21.6264492516729	24.2019079877406	22.6463323759894
ENSG00000012983	11.2862183844067	11.709231927718	9.04232424120084	9.26540751546034
ENSG00000013275	111.128199180329	106.083786744302	89.9916260454107	82.3078416577675
ENSG00000013288	4.38245089702739	4.31617160797923	11.0522990120191	10.705571085449
ENSG00000013306	158.718668360836	157.094102893593	146.878411532697	145.872738919073
ENSG00000013364	1.45748704703253	1.49859515672829	2.1288147698714	2.31680142218863
ENSG00000013374	35.1901434029321	35.4724458006837	48.3654516753419	44.9583173449177
ENSG00000013375	13.4646688290483	13.9482800047293	13.6281394050941	14.3695644552695
ENSG00000013392	3.36324180383922	3.38615286269211	3.68574480888623	3.90062205748756
ENSG00000013441	35.2099361226564	39.5368569803429	79.0213638091326	78.5792874107514
ENSG00000013503	14.2859254355854	14.5003906141378	17.6175532638315	16.8858685470825
ENSG00000013523	8.63470454911361	8.30228537475544	9.02414163800384	9.33581833273039
ENSG00000013561	21.4272389149084	21.8868924318882	20.940720208212	21.8802161418989
ENSG00000013563	6.68591247861108	6.58909755350137	7.34047288643713	6.89790772389855
ENSG00000013573	21.3538700636466	23.6323407398828	25.6148646997913	26.1396996934424
ENSG00000013583	10.4169825517905	10.2276670507523	10.0712448895767	8.68710846704752
ENSG00000013588	2.38027351541083	2.40869047269064	1.40128050466732	1.29065502731004
ENSG00000013810	62.7770704713462	61.8603613847627	78.1260446875348	77.2125179221341
ENSG00000014123	14.1705301580311	14.861499876033	19.5970490079887	20.5908416208247
ENSG00000014138	28.5752649246651	28.8226367614218	30.4819583896675	29.7839198624575
ENSG00000014164	10.680612162802	10.254314921614	11.562198798848	11.7912187719114
ENSG00000014216	68.9427470575451	65.1137469438447	55.6646321796064	56.9755038065809
ENSG00000014257	1.59287110670345	1.7147473103698	1.1505638544283	1.19612096566938
ENSG00000014641	188.628761504036	189.76933820056	136.797633922098	145.844923552858
ENSG00000014824	21.23017797232	20.9793970979702	22.4685261469563	22.7502175797911
ENSG00000014914	1.07362178766341	1.17117263303172	1.79546296561082	1.69865504394291
ENSG00000014919	31.9723985825406	30.5577938439281	23.7733349025679	23.8214754891196
ENSG00000015133	6.33907279918929	6.10224512441981	3.64052982139343	3.7061543693735
ENSG00000015153	14.2340482818308	15.9476474310583	11.6727856768815	14.6993824608716
ENSG00000015171	18.0186178924255	17.6188722879262	15.2457598367262	16.1460002905227
ENSG00000015285	3.23899424764136	2.99377389943743	2.29229224974426	2.05206859287896
ENSG00000015475	35.7620721319097	35.5235766490867	15.0271060609513	14.9238862193682
ENSG00000015479	1.31947873002978	1.36805238185085	1.37676433289148	1.54626755449043
ENSG00000015532	6.85464303332567	6.04797384761447	4.19608927289576	4.09513360180818
ENSG00000015676	13.6710828871963	13.1139358053098	15.8617438990844	16.753918096244
ENSG00000016391	4.19036677353568	4.30131362302794	1.67758537791728	1.58656584370952
ENSG00000016490	1.54324427247466	1.5140350369593	4.72756570731505	4.46740830410148
ENSG00000016864	21.1961804357953	20.8720101845028	18.4341972601861	18.2328835513574
ENSG00000017260	21.0417512173748	20.2489103435533	20.0971923381722	20.3440737109224
ENSG00000017427	1.3466296642155	1.38534582876643	3.2138460973364	3.27860701445444
ENSG00000017483	43.0530752163943	41.6632102129597	3.35276806214166	3.51663986804145
ENSG00000017797	30.323719832463	29.5653475208918	34.3094513419231	33.4479679453002
ENSG00000018189	8.6880211922278	8.94133414950305	7.42896511934785	8.02984496916218
ENSG00000018280	2.05470148579444	2.10035031470317	1.2046997696342	1.21566239780856
ENSG00000018408	1.56532165540985	1.62820016019196	1.57004732479772	1.51822430811779
ENSG00000018510	18.2133584546353	19.0183882829517	11.8540143662446	12.3510468818953
ENSG00000018610	62.9001714721955	61.2268839741757	44.3647279062983	45.9074464479181
ENSG00000018699	31.9864111290264	32.5754632776576	14.8095794727739	14.9159895953248
ENSG00000018869	1.42942566798573	1.34428489929893	1.90765808535186	2.267459519812
ENSG00000019144	5.62293126192101	5.52780822515622	10.6736354524422	10.1498586566992
ENSG00000019485	1.96778177712117	2.19919112305143	3.61882980149759	3.34521830745015
ENSG00000019995	1.42588168091016	1.50505194212052	1.84676756020516	1.82661371103149
ENSG00000020129	23.1524733895426	22.2961343983866	27.8444344605966	30.4158378568958
ENSG00000020181	1.1000410894565	1.07753273968263	1.51967124179581	1.39712149603485
ENSG00000020256	5.8143152809805	5.80718218397661	3.50936888985346	3.58350841627828
ENSG00000020426	12.7018606367362	14.2027451457107	13.1408390115015	12.2984618044663
ENSG00000020577	1.52631012494984	1.43872433482056	1.78839747708943	1.77435204636241
ENSG00000020922	11.664986445696	11.8252150935671	9.8501587239165	10.3357397150238
ENSG00000021300	1.14806283649455	1.18441968050458	1.72517401207197	1.70844606794533
ENSG00000021355	45.5700831428287	43.7850927730672	108.540968265267	111.384133023734
ENSG00000021574	10.7963874049558	10.0706388175424	10.102342914242	12.0923959890811
ENSG00000021762	3.01816155242967	2.91307106386083	3.01779147138796	2.91801877199953
ENSG00000021776	10.7691056820564	10.358400419445	10.0401894426192	9.72404174295688
ENSG00000021826	3.62210428077275	3.60282774868253	4.41824226814488	4.38192428478269
ENSG00000022277	31.3987423289555	31.4930271456371	25.6879549630926	27.5056886631776
ENSG00000022556	35.3915863619336	35.3934452701207	41.0428199450143	42.0487803519233
ENSG00000022567	6.17702763605376	6.14097163504743	8.20399754616701	8.10963388998938
ENSG00000022840	75.4244852035767	70.0723911160414	77.4778393225134	73.843248811816
ENSG00000022976	5.03192049318088	5.43490126224467	5.02883524623833	5.25915546590062
ENSG00000023041	17.0909407617521	19.0525337420258	12.8921854348355	12.2234289628939
ENSG00000023191	27.7809962825171	27.3531774101554	24.1908666656655	25.3928172204958
ENSG00000023228	22.1345295531621	21.8217463901933	15.0505376616709	15.4777829840547
ENSG00000023287	21.79515955339	20.6998996194136	23.5537005695715	23.4720868493607
ENSG00000023318	25.6658713423521	27.5747174191107	30.1407162022812	27.6382892451902
ENSG00000023330	19.7747071413841	19.0381673727885	12.5673258155316	12.9438273404277
ENSG00000023516	14.5257369122304	13.9561196077978	9.76339199478156	10.5429316838389
ENSG00000023572	27.4361453632751	30.5145408867897	27.4277868082415	28.8633529773456
ENSG00000023608	1.98374380985802	2.0155054652801	2.00527225177315	1.60016192155286
ENSG00000023697	7.8677842798422	7.65324285324022	15.8778968390237	15.1280909057813
ENSG00000023734	130.133401279739	136.216332608595	96.3739263923848	94.9627947981162
ENSG00000023892	16.5175232729443	15.2387897137318	2.36237157605284	2.64365556044095
ENSG00000023902	3.11657415659007	2.89714985427304	2.60296699787233	2.58272124151424
ENSG00000023909	15.926753370813	16.4311269835272	21.7925114596807	25.4364443915267
ENSG00000024048	14.6250437833284	14.5242429117968	16.5486799630053	16.7464018169316
ENSG00000024422	12.6649165813391	11.8152200995969	27.7655887502909	26.2009077861815
ENSG00000024526	11.5500374900761	11.4236394791376	7.45131165927219	7.99891728431048
ENSG00000024862	13.3090879180469	13.9046679929424	14.5238573421403	14.5541729967217
ENSG00000025039	4.08081639118509	3.67040951926288	2.04621487062598	2.15922499968183
ENSG00000025156	21.8347637304345	22.6619448363785	18.8448050440932	19.376703752003
ENSG00000025293	14.8987516104039	14.9607067931512	14.8114985638048	15.0560086244849
ENSG00000025423	1.35822823009266	1.46271680735778	1.62028149363406	1.73322751949396
ENSG00000025434	5.5170511683929	5.77645396847453	7.77677178206489	8.03746440971954
ENSG00000025770	21.8897906442391	21.589275576014	23.1844336072151	26.3346251228694
ENSG00000025772	33.5126949075424	32.9282219122606	31.2548224676199	32.0376338534117
ENSG00000025796	22.7865532761955	23.4731298723247	20.3912535593393	19.6540662377697
ENSG00000025800	19.8589491200508	19.80959549877	19.7718111838618	20.2173581263664
ENSG00000026025	670.948424155395	631.382027686414	1544.20809586188	1481.46793473503
ENSG00000026036	1.40078073284233	1.48532602325726	1.48329514426124	1.64587252554722
ENSG00000026297	8.26858539555146	8.63077223956437	10.4472074388544	10.4222038952968
ENSG00000026508	2.70712125644089	2.78807513790927	5.33535642806736	4.99100348569827
ENSG00000026652	5.26985925694673	5.70402473374225	10.8425982438928	10.4084224937393
ENSG00000026751	1.49432937294797	1.61357411002997	1.46541963746205	1.34493236703064
ENSG00000026950	3.76477192679782	3.83384680836753	3.12862739821296	2.68804840466518
ENSG00000027001	9.76386834145975	9.49009550004314	8.18905469582825	7.99351219222018
ENSG00000027697	24.6162449156255	25.7345388351243	25.2103145630867	25.1908884670422
ENSG00000027847	10.7524154626358	11.0919271453507	14.2278060517697	12.7083090368335
ENSG00000027869	5.33809057151057	4.88493738298168	2.6507867890773	2.80682945445063
ENSG00000028116	21.754722374031	24.8162762159615	20.0047554869659	19.8483292841893
ENSG00000028137	33.4488578244777	32.3472941549628	30.1868906079737	33.4792835438123
ENSG00000028203	13.4617037090789	13.4586602979044	20.1117337860827	19.115641415919
ENSG00000028310	31.2527257626083	33.7583098399229	24.2627857661399	25.277613803766
ENSG00000028528	15.6976120476093	16.1508827756735	18.4381018552697	18.2834376630703
ENSG00000028839	24.5626189519897	24.8878020135304	32.980709307329	33.5308879348739
ENSG00000029153	5.73332213731517	5.50186968151319	6.38494293289359	6.40147056210959
ENSG00000029363	42.7883875810361	43.7028937412687	49.2597209952358	50.5599138394978
