WT_1	WT_2	P95H_1	P95H_2
ENSG00000003137	1.28863154293715	1.66691364444632	1.24633935211941	1.35305036939758
ENSG00000003147	7.02740596852587	5.54901803774274	6.41381935517876	6.36472264914482
ENSG00000003393	9.84875586317719	9.16627469456989	10.0610910789409	8.93124313399131
ENSG00000003400	6.58622817549159	5.44037380055296	6.7427615909257	5.85188970196051
ENSG00000003402	3.54058397615494	2.93396326496103	4.2127720161727	3.18314300510959
ENSG00000003436	9.70892610516227	9.97086230785357	9.04597516005354	10.1381006546975
ENSG00000003509	12.9537620979272	13.4355816934131	14.9013775298295	15.1824468211153
ENSG00000003756	19.4361268208335	18.1809503973381	20.8030271993543	19.2422008224276
ENSG00000003987	1.52141647967744	1.82811904716989	1.73619573750456	1.88802428715782
ENSG00000004059	21.8498234717347	17.8883895749945	17.6606082944559	18.8946534760015
ENSG00000004142	29.9982920535128	31.8384320702837	27.5224446495936	31.5750268363673
ENSG00000004399	8.37609022118532	6.87417134635897	8.27484295985787	8.15727917887981
ENSG00000004455	682.246537250743	605.439930328013	680.286784318012	631.340860287108
ENSG00000004478	78.5130118271875	59.6659227376321	77.3331415851449	70.8796855972116
ENSG00000004487	129.022252305294	106.799893784554	119.024747668547	112.898156999687
ENSG00000004534	24.9260963054321	25.5598757784956	27.1788524896044	25.7715605987698
ENSG00000004660	2.03687597987729	2.040054945304	2.10788912765117	2.38764373405977
ENSG00000004700	24.807189320901	21.5179731860282	23.7221576605396	22.292103045857
ENSG00000004766	5.32520765327498	6.61102453671609	5.7494789708728	5.89335050669225
ENSG00000004777	4.59242009989699	5.05280709319097	4.61888053218054	5.6872700907187
ENSG00000004779	67.1587230894149	61.0532615780765	67.6058843518141	64.774406321169
ENSG00000004838	1.82038636384026	1.74122401482525	1.97070126479564	1.83992403003821
ENSG00000004864	18.9850150432258	15.5840895906765	18.9856220032297	17.1042170972325
ENSG00000004866	15.2724496953246	15.7412818129451	14.9369062235486	16.1827215306576
ENSG00000004897	53.0621018354391	57.0255506571727	57.5025648765166	54.7722603406889
ENSG00000004961	18.4932945739414	19.248499039385	18.5338011143369	18.8070914134818
ENSG00000004975	12.3936268254236	10.5343424772139	11.7690208361591	11.4761144044434
ENSG00000005007	35.7659926359085	42.3827428812504	35.4929906697359	38.9800916454247
ENSG00000005020	13.0962103881408	10.9392858844433	11.8965714832679	10.1268999812714
ENSG00000005022	169.123784690342	139.59964158346	155.192653767135	143.314319910298
ENSG00000005059	9.16289808820267	9.03003359415157	8.68644054021807	8.32965257510777
ENSG00000005073	2.99999938956116	3.56267082563515	3.28564277299814	3.20350994494266
ENSG00000005075	23.9187619778441	21.6500151941375	25.2470536367875	22.5829834714433
ENSG00000005100	16.7277762822647	16.9860757819241	17.3024498450528	16.1975965736671
ENSG00000005108	1.07775117517922	1.08077732261047	1.09696991330347	1.09746620671365
ENSG00000005156	13.1786896626172	11.6617598117224	13.6628691129049	12.5192065886138
ENSG00000005175	20.1908945973169	20.4778122614363	21.9120582545963	20.0380492431716
ENSG00000005187	10.3786188431427	11.1653168738261	9.92153730338964	10.0910630218901
ENSG00000005189	5.07169998123012	4.89095325107805	5.25323295720139	4.77374857683714
ENSG00000005194	32.3086640057328	29.9473000893173	31.4121781410126	30.971194054692
ENSG00000005206	7.26635461711253	8.43598064008465	6.69187031528558	9.49587055934888
ENSG00000005238	2.0009844331439	2.32568185358137	1.92731257570875	2.10318340568873
ENSG00000005249	43.0552867030764	34.8689051401944	41.072957708409	35.7240491838099
ENSG00000005302	8.95592180099048	8.88837481767413	8.12747163753343	9.59497709556871
ENSG00000005339	13.222089048686	18.2597679205904	14.3015165492296	14.7425433280269
ENSG00000005379	1.85803064889686	2.70814679436216	2.34906853957872	3.29925872080436
ENSG00000005436	9.73420959519034	8.96389657658346	10.9586213756567	8.75927689016233
ENSG00000005448	18.0025252717219	16.5911657116651	16.7524028949872	16.9824111143918
ENSG00000005469	4.9632482622041	7.35534490216859	5.14704276071467	6.0840755854964
ENSG00000005471	1.84224825125139	2.14076810279634	1.86948954493687	2.2539133461986
ENSG00000005483	15.0386851564217	17.6040217805701	16.4007476977124	17.5232120342504
ENSG00000005486	9.62564042790046	9.43234230834179	9.26645431093182	10.025208720705
ENSG00000005700	18.0262183535809	13.7059897693647	17.2640477692705	14.7325724774316
ENSG00000005801	20.2917901206384	20.1745736166426	20.7847673091524	19.9426735607855
ENSG00000005810	21.817559410112	19.7082801429453	21.9875002459372	18.5778540528413
ENSG00000005812	15.0370054411201	13.1380381480785	15.6367132069807	12.9577557554471
ENSG00000005844	1.24052431917055	1.26599941172732	1.36082488189606	1.24252135639955
ENSG00000005882	3.44079619206051	3.57843314087365	3.29500521036111	3.31011663455472
ENSG00000005889	10.0206763526843	10.9958700744977	10.2608698344715	9.23231561162796
ENSG00000005893	46.1234552696948	59.1845271708354	49.0393790014758	53.9982717874823
ENSG00000005961	160.324708236921	146.685060037164	166.966729134977	178.953899134681
ENSG00000006007	21.9576316007545	22.7777674784399	20.3204253538918	22.1627041822207
ENSG00000006015	18.5866105222201	25.3922695929958	16.8829759604836	24.4372083416345
ENSG00000006025	4.81929535147752	6.0699766752039	4.76710835905454	6.56393402659321
ENSG00000006042	2.56593644741774	2.18462288495494	2.32526196604557	2.33808320517389
ENSG00000006062	2.14320651844412	2.01724405787593	2.08097986263877	2.05417716021525
ENSG00000006125	128.857104852959	119.125050185054	122.237940108955	117.179526063728
ENSG00000006194	12.931908785134	13.2890104464023	12.6399881455203	13.5262494346254
ENSG00000006282	9.40696448775561	9.18712034841298	8.27190808731626	9.62247406101745
ENSG00000006327	1.91034845777064	2.96724754370323	2.12843931677546	2.79210403358266
ENSG00000006377	1.76905596887463	1.62368287856126	1.67959477311773	1.58894277837462
ENSG00000006432	1.75489673191173	2.05325631848136	1.77411734940322	1.73579237502036
ENSG00000006451	16.2722786749989	15.6089191905071	17.1408563179774	15.3460149453017
ENSG00000006459	1.57796924319994	1.57306219662453	1.64938667426485	1.59256245560975
ENSG00000006468	3.64148639823477	2.39175556943742	3.70710128710881	2.79308867266402
ENSG00000006530	13.2858354608147	13.6402862782799	14.4149723655048	14.3028540275109
ENSG00000006576	20.3350018827005	28.217638774622	20.435479223703	25.0427883548092
ENSG00000006607	17.470144453732	16.5946648087914	17.9502913529645	15.5176573962521
ENSG00000006625	23.7962776371016	17.9089153475222	19.3252459019758	18.3707604450649
ENSG00000006634	23.917066175996	28.4465970105745	26.2532116949013	26.9054255757285
ENSG00000006638	4.77749398394969	4.15348858331843	3.89509705325641	4.47125462995215
ENSG00000006652	19.4519114905304	21.4778104309907	19.0399817463908	21.4076149343485
ENSG00000006695	11.7238264496482	12.2856901834894	12.6831062690941	13.2852217129203
ENSG00000006704	6.43762900235043	5.28668334171477	6.01275444894418	5.42308045799715
ENSG00000006712	34.5548234612956	36.579218273803	37.2588419281372	38.6918916472043
ENSG00000006715	13.3922733348045	12.6394524227567	12.503994952054	13.1712158059039
ENSG00000006744	34.7785286063965	37.6265372622209	32.7110388321959	37.5581239739666
ENSG00000006757	2.8960015231556	2.43075066895162	2.91838060390778	2.67530900052306
ENSG00000006831	56.7134053069419	52.8013314044509	57.5946572772204	57.1191327972489
ENSG00000006837	1.52398394579752	1.45190343586122	1.63191355202254	1.39625087923945
ENSG00000007038	35.7654093437599	42.1758370956033	36.8173230561589	45.345249928669
ENSG00000007047	7.10721861410309	5.90595821546067	6.76553903809838	6.61445061776078
ENSG00000007080	58.3232514900695	56.0220326546208	53.658905136543	52.8716236649951
ENSG00000007168	35.020020251515	35.8757648073384	36.4278533464595	33.5170738402997
ENSG00000007171	3.42346435703132	2.22516248733977	3.01740217326737	2.48128886866094
ENSG00000007202	29.3404696981763	33.3277304662972	30.4850519234089	34.9493109837156
ENSG00000007255	9.37200168648328	5.06878830299488	7.2200199573487	4.3092975165812
ENSG00000007264	7.86936361580663	4.52908835770553	7.64553417751072	5.74828604401085
ENSG00000007341	12.3871034180108	13.9148480319437	15.2685643001583	15.6877994442445
ENSG00000007372	4.95924923772288	4.81109354800281	4.85389996389475	5.26088585786904
ENSG00000007376	10.1572854708138	11.143392686065	9.24598394839702	10.2333170341286
ENSG00000007392	39.5370426467483	44.070243109801	41.7943565731384	44.6637429827924
ENSG00000007520	7.86510574579683	7.36225261518551	6.25474596947732	7.43699854876394
ENSG00000007541	5.6329765324711	7.58539406704403	5.38019320201899	8.26251737293743
ENSG00000007545	2.87257515369611	3.05794485598346	2.75208907416405	2.94331414712007
ENSG00000007866	1.8323229452792	1.58448512676063	1.71865602320338	1.51412508672578
ENSG00000007923	28.7552204585489	29.389163955254	29.3383093061847	29.994223952752
ENSG00000007944	11.058114308116	6.14423329143165	10.7881474842416	11.2959543986358
ENSG00000007952	1.30816291679023	1.42306447719944	1.52089417216113	1.45276568294235
ENSG00000007968	11.867624689523	10.7683510640453	11.1565461453928	11.2713615427845
ENSG00000008018	217.33844099072	202.485968776056	206.816289921781	204.666680151945
ENSG00000008083	16.0238005850284	12.9280346187163	15.7578733768796	14.5313928262573
ENSG00000008128	1.51023328440286	1.825237231519	1.47942513076079	1.83223035594716
ENSG00000008130	25.5289026803	26.3489656309622	24.5772546519983	26.2908595894289
ENSG00000008256	3.5077864811218	3.42172267512147	3.57124380952922	3.54875652786101
ENSG00000008277	14.3985161288509	13.3715441516983	15.1031583605745	16.3917577378397
ENSG00000008282	64.1179414493355	59.2690463693904	63.7504041980379	64.6101579912078
ENSG00000008283	18.7786014425235	23.2765563437452	17.4622858562973	21.6774800290652
ENSG00000008294	20.7754561800147	18.0232283278798	20.4535603604322	18.4217050543346
ENSG00000008300	1.89125639885514	1.79539210091663	1.7170983712013	1.82676385729257
ENSG00000008311	11.8176771732137	10.2362810869313	11.2020982391472	12.3683747775334
ENSG00000008323	1.31737764322547	1.55674695031877	1.34870551003999	1.39620630157276
ENSG00000008324	20.0541559007021	19.1078510380115	22.5332078646549	19.4792281192967
ENSG00000008382	3.07184708036551	3.19701945734406	3.14714106873426	3.6653387810934
ENSG00000008394	147.805854691229	111.943139765045	150.214120801815	133.71265042485
ENSG00000008405	9.60528696171411	11.3571308066846	11.6343222088188	10.9918503064718
ENSG00000008441	17.5843054074044	26.7943041402207	17.5041879520181	23.0230495521378
ENSG00000008513	12.4898540675221	9.28571362692266	12.0681536094256	10.1265937194533
ENSG00000008710	3.70811326829382	4.06922735011314	3.62715617412314	4.01643288678764
ENSG00000008838	15.9589945931801	16.2790357299643	14.4366597577996	15.9793985302399
ENSG00000008853	3.30844124610127	3.28508283917311	2.86629759620402	3.25719981866504
ENSG00000008869	12.5259530880236	12.0664676446073	11.5061778963402	11.5086284468666
ENSG00000008952	26.7491157215915	29.5604580623818	29.6077074808185	32.625968494667
ENSG00000008988	1087.95989337934	686.051674624818	1023.73962910663	723.193347146411
ENSG00000009307	309.233283109731	287.351427174042	315.284503100798	289.161253764306
ENSG00000009335	43.3069841961794	43.8773007738159	44.869922969861	41.0343285269116
ENSG00000009413	15.9226841229552	17.4359517103357	16.7167840459244	16.8690536334857
ENSG00000009724	2.09243059087811	2.28410312498638	2.48810858165959	2.72167364075894
ENSG00000009780	3.88116591377693	4.06304585391898	4.13426126873015	4.2215461669151
ENSG00000009830	2.9561609908084	3.19171577607612	3.07551329813697	3.727101387285
ENSG00000009844	19.6814837391748	17.9451245065641	19.6975927992034	18.4544465488106
ENSG00000009954	46.0660732361603	44.9333506805767	47.2917841560895	43.0326004991241
ENSG00000010017	20.0158219074687	19.4678201462076	21.3940381613118	19.2196920498646
ENSG00000010072	8.84318264050218	10.5690717793529	10.3624448594399	9.74186240069559
ENSG00000010165	26.0892977127452	25.8519479564471	25.1800745042925	24.903359459981
ENSG00000010219	23.6776423120461	14.5468038445442	25.3146426714954	21.8304908832511
ENSG00000010244	137.626540780245	134.090138110385	151.914267252507	139.799254823421
ENSG00000010256	67.1319165076564	63.8199202854289	59.732356100227	63.3497780470478
ENSG00000010270	40.6364208290202	38.176143497265	40.6010336983592	38.9665870187142
ENSG00000010278	28.7947770505539	29.5642244711863	22.1467733046894	30.178867836202
ENSG00000010292	80.7556486002778	78.6348382901034	71.6105355204221	67.9376697446731
ENSG00000010318	3.89483554012129	3.88872394230967	4.15122117151719	3.95071315227028
ENSG00000010319	1.52102205058363	1.53681624915288	1.43262180193696	1.67281412865958
ENSG00000010322	9.5265020321187	11.6722306670069	10.4031219955854	12.1101493772188
ENSG00000010327	10.9185813048156	17.2391193500262	8.55549243753982	15.9131236541375
ENSG00000010361	10.6511947244527	9.39272363150494	10.2368499797797	11.3648068866785
ENSG00000010379	1.56282588609122	1.90692460022352	1.72649024486604	1.59845343262625
ENSG00000010404	9.51892397170965	11.2444163940282	11.0203834654434	9.71176900069319
ENSG00000010539	6.93194154114728	7.23403450748283	7.30664995343594	6.82610060327582
ENSG00000010610	1.42592120366451	1.31364832637824	1.61691705783016	1.496097530051
ENSG00000010626	1.65931204559781	1.60544009314594	1.54607992689283	1.50523752286947
ENSG00000010671	88.3905104038538	94.3509057151177	92.7433515358285	96.1104146322385
ENSG00000010803	20.9290201693688	19.4181647633747	20.1798896428667	20.2121226649321
ENSG00000010810	20.501970544781	23.5371624529716	22.6439626226252	22.0826796499743
ENSG00000010818	10.7115950407465	10.6819740253913	10.357267275105	9.43956965160772
ENSG00000011007	55.9067962555922	63.6294205227393	58.7859751684631	61.425617259331
ENSG00000011009	36.9613226555876	32.9209925073213	34.3305430062436	34.5811450062822
ENSG00000011021	5.9716021116498	4.79428472759833	6.2994835484803	5.96844730727561
ENSG00000011028	7.09183578922693	5.9747043149215	6.69321573100632	5.84366560252672
ENSG00000011105	4.00470557605994	5.10449329227458	3.80741470130046	4.68259569309906
ENSG00000011114	9.31182868084702	10.0507254279629	9.46385365948109	9.07608270570432
ENSG00000011132	5.80525767968306	5.85628074713063	5.05425626815544	5.64802879011343
ENSG00000011143	7.00622546309831	7.17394878464514	7.06778473102505	7.22562721431607
ENSG00000011198	31.5272208863054	40.839984469363	35.6262071401275	34.5822354072383
ENSG00000011243	21.0951838944927	24.1369940504443	21.844816106664	27.9110194311682
ENSG00000011258	19.4630771278755	16.195852179422	20.5448309273854	17.3692793976941
ENSG00000011260	66.798175351093	54.6269755851749	68.022520187186	58.6437685621286
ENSG00000011275	21.4184275483483	22.5192373708261	22.1828788674675	22.4380775197293
ENSG00000011295	16.9888315853105	16.4656313367385	18.4851672134358	16.8477099647549
ENSG00000011304	236.77522856635	260.250443080174	217.744530621527	242.153245220323
ENSG00000011332	3.72352435532352	4.10710132309274	3.52715042370109	4.10747123246106
ENSG00000011376	11.6849612339559	13.1355003986719	11.7591570406163	12.8643806615391
ENSG00000011405	9.11295693463034	11.1565471806545	9.82015849468318	9.10622548687827
ENSG00000011422	5.91013970800478	5.15940555219826	6.44184386294464	5.57133825660905
ENSG00000011426	15.3210436206482	20.3041561721948	17.4634267876934	19.2956922717645
ENSG00000011451	12.8379286766038	15.2145669349118	13.3461925092342	14.9658894904645
ENSG00000011454	14.1844637049982	12.4456523986802	13.9859815573415	13.6373859380272
ENSG00000011478	7.61697359012665	6.25410023421685	7.85692831899443	7.69316145776334
ENSG00000011485	62.1405288181611	59.675675143797	62.9041797978444	64.6606465693528
ENSG00000011523	7.7213153495313	7.35290280057832	7.35495557707942	6.83174799529606
ENSG00000011566	7.43041410617871	8.40122865423753	9.14031062468857	9.46800539240833
ENSG00000011638	4.35742383053006	3.75403164515299	4.19648493339419	3.4885317993883
ENSG00000011677	4.54557856004348	3.66511530781583	4.55257491885759	4.47656555145735
ENSG00000012048	23.9384436982395	24.6677786728849	24.2202670759895	21.9582349057215
ENSG00000012061	16.6989018526277	16.1703637132453	16.1564691576519	16.0153740926772
ENSG00000012174	6.1518696628604	5.85577661749842	5.49886900248914	6.00676425550295
ENSG00000012211	3.69964575745442	3.12133997573847	3.64452846129375	3.05164204607307
ENSG00000012232	7.81757334154289	8.19116075465897	7.33405063612186	8.12490854664839
ENSG00000012660	119.48605742724	115.333966349582	124.485580057406	131.664002105828
ENSG00000012822	3.6542228662625	4.12139709428196	3.2900772240544	3.93133523000185
ENSG00000012963	20.6731619348313	19.8512047319377	20.7823113475282	19.0079283708222
ENSG00000012983	13.3110306711055	13.2998552685179	14.1794073663722	14.9376811859717
ENSG00000013016	5.05576522235659	4.91444487166082	4.23402841535992	4.70108323556804
ENSG00000013275	96.5138522840488	98.6600100971101	98.4784001556608	99.6340339483404
ENSG00000013288	6.1807081686792	9.14437918027885	6.80026345969771	8.37905717813791
ENSG00000013306	67.1675394140106	66.0584943401917	61.5523365342438	67.632626789161
ENSG00000013364	1.54348951516705	1.48224368444879	1.48003826071593	1.43222695073875
ENSG00000013374	10.357429265421	9.50307270440987	9.26438244507733	9.61868986256613
ENSG00000013375	4.22649246126132	3.98897206702056	4.25111654658688	3.95246441371386
ENSG00000013392	1.48119108584469	1.3932837113418	1.52718249395294	1.52112607213568
ENSG00000013441	35.1854188051841	24.5065750512062	37.1172507780277	26.118552986714
ENSG00000013503	15.7894394024075	18.900876500135	16.5612022122052	17.9469469496435
ENSG00000013523	8.00343775384552	8.28875141502522	8.02752054471902	8.44977721073822
ENSG00000013561	12.3078751238045	11.6237972027987	11.3937699154062	11.5355319242571
ENSG00000013563	1.69225134553546	1.63584690633462	1.651748052564	1.63045071355262
ENSG00000013573	20.7856584707373	22.7061264414919	20.1801579126974	24.4457819589927
ENSG00000013583	5.90691994426182	4.89869064294764	5.50306944472357	5.34381292821891
ENSG00000013810	67.1947880463924	74.7564237803137	69.4796435898145	76.0279574027252
ENSG00000014123	15.7767087515503	19.4258984523988	15.7885060220622	20.4349258706886
ENSG00000014138	16.8702809018275	17.035255198374	16.8851410529752	16.0082916076768
ENSG00000014164	11.7432054925013	13.5826908165598	11.702393609929	12.6539828886933
ENSG00000014216	41.1950464547958	41.6262904239742	38.4812152899019	38.8073527806875
ENSG00000014641	166.231656885147	128.065761771076	155.969898808755	129.279856299982
ENSG00000014824	17.5129814590216	16.3942620958311	18.0328490125573	16.3205699125687
ENSG00000014914	2.54524171317829	2.73416049214979	2.36194751022281	2.99528559833139
ENSG00000014919	33.0077752320518	29.5554635443137	30.56249974541	28.9901971417248
ENSG00000015133	6.60425936466556	6.49444791540069	6.10545150109993	6.8459561462947
ENSG00000015153	25.2668754355149	23.8828927690495	28.0414180280189	26.0882247618303
ENSG00000015171	54.903193984449	61.9928011975935	57.2014430306418	56.9048225562241
ENSG00000015285	36.6500042886259	29.3299542990243	37.063855873132	33.4783839741836
ENSG00000015475	23.7975174153595	23.7771407484268	24.8181098715412	24.243465480918
ENSG00000015479	6.38604711641639	5.26026617680585	7.02280364099162	5.53573901756681
ENSG00000015532	18.5189080456142	20.2857969106289	17.2415902000704	22.546147715073
ENSG00000015676	8.66495049470488	7.5243779475177	7.98581182505816	7.77340382636632
ENSG00000016864	12.9156264334266	15.3912547397599	13.2362069589411	15.5908529508081
ENSG00000017260	60.9091906272762	83.8444392082829	62.5773644214313	79.2697044475883
ENSG00000017483	32.4170644989019	50.5869717507226	31.1193547849023	47.6805629287855
ENSG00000017797	22.4829403741051	19.8942024672809	20.4570764030074	18.7125529358463
ENSG00000018189	5.63664282176509	3.99319946794288	5.02798662300505	4.80428072609007
ENSG00000018280	1.7198634977678	1.81504012539255	1.90315946350391	1.98864470464402
ENSG00000018408	2.20631297128509	2.08844854916572	2.18506013103893	2.09514475554618
ENSG00000018510	21.7974296889398	20.6105082233846	24.5390199733854	22.1150350191663
ENSG00000018610	23.4313577977369	22.7344033438014	22.0676389331822	22.601779348831
ENSG00000018699	24.1112523203614	20.2885303913307	26.1717130622365	21.1918868423695
ENSG00000018869	5.22591939005363	5.72400027352172	5.76567996417363	5.50883246050259
ENSG00000019102	7.39170998000223	10.3740126545579	8.58560760060726	10.7059930514591
ENSG00000019144	3.54921002605053	3.76770795926802	3.61104609716619	4.21787496382912
ENSG00000019485	11.7974447865326	18.4740859606946	13.020089996515	14.499510957846
ENSG00000019991	2.53515509554349	2.15973941736808	2.47131085724052	2.31958582184669
ENSG00000019995	5.12420696836846	5.31558618106596	5.33558832652836	4.94834684430958
ENSG00000020129	13.6664077737441	16.1864588426308	14.1173857973192	16.1036695398741
ENSG00000020181	1.49637048684557	1.38511837503929	1.38027766884375	1.37806932742549
ENSG00000020256	6.16427078947369	5.47156526161667	6.0591124996903	5.32894154844581
ENSG00000020426	9.02429568655899	7.2297628919733	9.56409819572292	7.99962643759313
ENSG00000020577	1.43581172692971	1.34638907129225	1.38771663392529	1.31718270516883
ENSG00000020633	4.13669680590993	3.33569717040299	4.14371635069105	3.67896590239915
ENSG00000020922	16.3520996225816	14.1827648989596	16.7450319655611	14.0376634730367
ENSG00000021355	55.6914999153065	24.550577839695	54.8199387352414	31.7732116123653
ENSG00000021574	20.2628209929321	23.0317293143335	19.9189842695202	21.349713153777
ENSG00000021762	4.189475908305	4.68481036451475	3.74962922637414	4.97747767249458
ENSG00000021776	27.8323555824569	28.1787615430823	29.2732107887265	27.7634409642016
ENSG00000021826	13.5202236141511	14.331877783779	12.0867827906091	14.714006264574
ENSG00000022267	1.87291372586752	1.57788939884883	1.82628234217902	1.80974848540656
ENSG00000022277	24.0279336938705	22.4651797219117	22.4743991545361	22.4228379382094
ENSG00000022355	14.4193492576674	16.4176821077089	14.7839438648969	16.4378606063324
ENSG00000022556	10.1977791536994	9.12973655275973	9.58641312469158	9.16301700507217
ENSG00000022567	7.9519602403893	15.1990746718134	7.5447223841502	12.3772030146528
ENSG00000022840	50.9582898408364	46.2832361644425	49.296693058675	47.6439386263836
ENSG00000022976	3.53361236329213	3.24911418599566	3.41245674795555	3.16162570926697
ENSG00000023041	11.5966698015444	13.361567099963	13.9044977968172	14.2959938767616
ENSG00000023191	17.9225908822481	16.8822708592024	16.0330128169007	17.1670372399765
ENSG00000023228	22.683581215911	22.0926233205364	22.0532719215781	20.9525832785107
ENSG00000023287	22.5770895197512	22.0940965545137	21.3924950513795	20.616338502734
ENSG00000023318	11.7760001199071	16.5838565073671	12.25167380434	16.0726723957981
ENSG00000023330	16.0005374269633	13.672141011316	17.0700439410178	13.9232142033877
ENSG00000023445	1.24093028109192	1.15296570042751	1.26196045899895	1.17070805170279
ENSG00000023516	11.959134694245	13.7797853246962	12.2383461391083	12.309701116876
ENSG00000023572	18.7775710764939	17.2133652530197	17.6545479848255	17.4280840728753
ENSG00000023608	2.66653133598953	2.54898485843984	2.52233280440459	2.13185429190135
ENSG00000023697	19.9445375683005	14.5099676259311	18.1944568096439	14.1694149053214
ENSG00000023734	156.011171679158	144.77876107423	155.983577634049	138.059094414857
ENSG00000023839	1.3957672285472	1.57740329499283	1.44046278817482	1.44646548856482
ENSG00000023892	13.9016914815452	7.97659201410351	14.0501822130688	10.2723431476242
ENSG00000023902	1.54016182142554	1.56546460922851	1.61406868600266	1.65144017507063
ENSG00000023909	21.5881966900621	39.801896610606	25.5937553846382	30.381808041889
ENSG00000024048	15.0348628690812	15.3440976325503	13.8197989334897	14.1313426318265
ENSG00000024422	2.53270305089573	2.39792012379556	2.6850733325538	2.18482878783105
ENSG00000024526	33.3306039833447	35.1049091458055	34.8466197199383	33.3036697808432
ENSG00000024862	16.4203729487907	12.2598231516597	14.5881797992976	12.3608961763879
ENSG00000025039	11.3589117212844	8.09428667511756	11.305110917999	9.24720210397386
ENSG00000025156	22.0199440191937	19.4772271659544	20.8201397315775	21.7161989330584
ENSG00000025293	28.9735144188035	22.2482536517263	26.9474124168106	21.7635972278296
ENSG00000025423	2.45773102559064	2.36538227745183	2.07423192993955	2.57298061690385
ENSG00000025434	2.04941426025933	1.83165329528643	1.81486082683034	1.95066132601054
ENSG00000025708	1.71028082452544	1.5950707796912	1.7369851747089	1.99163132522813
ENSG00000025770	11.7287950472084	13.8458986260053	11.9717951566769	13.6715942211569
ENSG00000025772	19.1573133855058	17.5161636763109	17.7845144425461	17.7862124388732
ENSG00000025796	34.9231243423553	38.3564705186144	37.5623671831918	40.1062279179213
ENSG00000025800	38.2368973245294	37.0876791998874	37.2829016214364	34.3623472326165
ENSG00000026025	65.5720300229959	57.6618115028398	70.1097286037926	50.2189195347308
ENSG00000026036	1.55563655227328	1.60557262782319	1.54409058900116	1.86162573743038
ENSG00000026297	2.36783993727575	1.8867636564271	2.61846175859902	1.985140647463
ENSG00000026508	94.23275965649	86.1915050814478	82.2066199169117	105.830170607128
ENSG00000026652	5.65156256654726	9.15636772209073	5.24992972670225	8.31737057972961
ENSG00000026950	6.13495106323078	6.12310935961034	6.23128728211359	6.39748325517473
ENSG00000027001	4.66744748287094	4.63487585531362	4.30463051072915	4.94442426395658
ENSG00000027697	18.6170027986389	19.0510367182156	19.132435717958	19.6287455883729
ENSG00000027847	11.6940413795966	14.192962029715	11.7655757016014	14.6148216689037
ENSG00000027869	6.88790311330928	5.12403093604339	8.95739049629987	6.06533414934988
ENSG00000028116	12.5887326773194	12.3381433633241	13.8022669332002	13.0910642630331
ENSG00000028203	20.0441129478432	20.6616834151609	21.2542688140585	22.8302762377345
ENSG00000028277	1.70729918576053	1.89728032352544	1.84073270447024	1.99124335180716
ENSG00000028310	20.617712403359	20.1531880873988	20.2755354067042	26.6766528510506
ENSG00000028528	13.7025206646236	13.4691018160859	14.5882214161714	13.9591550200543
ENSG00000028839	18.29257890287	18.3202335006021	18.5271870354863	17.4468711034783
ENSG00000029153	7.09172846403158	6.2960190196473	6.99355344289407	6.18735475415839
ENSG00000029363	66.8882743859409	69.2342959665463	64.6765348747593	67.7213054682772
ENSG00000029364	19.1643338321982	23.3092640212408	18.5963589293698	21.8408003243315
ENSG00000029534	46.4248735053351	52.1094313308992	43.1357943743822	46.4292221787045
