Vector.1	Vector.2	Vector.3	CD36OE.1	CD36OE.2	CD36OE.3
ENSG00000004700	12.7740613035898	12.5073366230519	13.8455462391011	10.1222395805902	11.994565586989	13.4829800465381
ENSG00000004766	3.48377389709024	3.52143145382745	4.2921987792007	3.70556206809767	3.43240692522203	4.2502807854826
ENSG00000004777	2.77954673264827	2.52204864104487	2.21813794067682	2.07009681234615	2.56949074967499	2.14511098243917
ENSG00000004779	52.5717655929167	38.7863332146466	40.9717418901757	51.380883414621	42.963749056621	45.5641200121808
ENSG00000004799	3.28249101398809	3.21108586867155	3.49150740142269	4.03814184403869	3.55028081743218	3.47597908105215
ENSG00000004864	30.4469683561277	26.0403095030494	28.0563493848866	24.005221762755	26.4548277635347	26.3831031233654
ENSG00000004866	27.1677827193917	21.4241590774072	25.7026408171478	28.2457045098521	26.2534780795099	26.4296932160897
ENSG00000004897	10.6199476985072	9.86007802442487	11.8017702824627	8.45313252296415	10.5725206051232	10.4102088578854
ENSG00000004939	1.76124048425152	1.5826137620597	1.68992199877141	1.29167374358317	1.48890555609577	1.47020702072617
ENSG00000004961	24.441711633144	22.76732469322	24.6038919963069	20.3095374600944	24.268372412013	22.8360827834467
ENSG00000004975	27.754255276854	31.3674039575722	26.9856731846724	29.5910249220646	30.0701297192144	27.201479461018
ENSG00000005001	3.72681515472309	3.66267577624901	2.79172693195035	2.34330808092129	2.53238131546359	1.98735619396904
ENSG00000005007	42.9478646838421	48.3997760441536	47.0626848198243	50.2509456674657	50.1382080313167	40.1107996033583
ENSG00000005020	11.3019269963709	10.6182163293012	10.815591622974	9.06544706049384	11.0681666431808	10.6037685957275
ENSG00000005022	616.398736900174	574.705180617748	572.127460053499	547.535735798769	514.161992415044	510.294357889189
ENSG00000005059	6.50696263758444	6.08790192988695	5.78962105088785	5.95226888696597	4.7561503058029	5.46646500702029
ENSG00000005073	41.5327111931257	45.4942011907761	45.9014764682763	60.4530401926533	62.3424688495523	55.5645451172132
ENSG00000005075	76.4278572680736	66.7814652797898	56.3754196211319	109.415675925128	69.0007127340946	85.6335755596138
ENSG00000005100	16.6881590455417	16.7875825363363	17.5027410075231	16.5888455632262	16.4249040474563	14.8590308042672
ENSG00000005108	1.19058078556744	1.23352065383289	1.16038824879932	1.10655271825984	1.17048602474649	1.17338898155498
ENSG00000005156	8.14867554312529	8.36970055437447	7.72385249299068	8.22475862855503	8.8331788563184	8.85074705146213
ENSG00000005175	10.0479388240627	9.69337278393549	11.2993079242959	10.1103366632752	9.41954560587347	11.7000375553843
ENSG00000005194	81.0466017784664	82.6008980274858	76.5534400158282	89.2475642195737	88.0363774471796	93.4465078854053
ENSG00000005206	11.9507914612432	13.2149839356816	10.491521055165	13.1638348237854	12.483518608974	8.92144574749939
ENSG00000005238	2.27343209097048	2.63836731121814	2.42139951422502	2.05517924371797	2.20661230446769	2.15524509106906
ENSG00000005243	3.11590941984067	2.52447597077691	2.30881373486844	2.69383212610699	2.65620768934522	2.14246859385825
ENSG00000005302	10.6942484498106	9.50437966922283	8.37358513864603	11.1726417721376	9.83675077294803	10.0721642167115
ENSG00000005339	5.44861974098855	6.49086324053434	6.14911529627357	5.35658075748945	6.21266189057567	5.34225760761098
ENSG00000005421	10.1124176938419	8.09242600756806	8.78604379057414	7.95306654839798	8.30949979282048	8.66334148761913
ENSG00000005436	5.5299523831616	4.56412475754705	6.04213332466979	5.23071451221691	5.68224337208222	5.77604126513547
ENSG00000005448	5.88965083542257	6.29303981035594	5.24626839950029	6.1290477248429	5.83914911615137	4.99170604270853
ENSG00000005469	7.15206495065109	6.140896515536	7.1898497940167	6.461234868829	6.84849101025348	7.37534842607346
ENSG00000005471	3.12386878625209	3.71367389236719	3.35135206026622	2.7718598721165	2.80893615740754	3.31178330269461
ENSG00000005483	7.38645118722292	6.42950807373316	6.7677238216755	6.31519297250194	6.81373713424854	6.32846881697607
ENSG00000005486	46.5672957900808	47.553651739791	47.1740620450264	47.9576326567493	45.7417947244218	44.7793270687739
ENSG00000005700	6.7153726148607	6.56952945369029	6.87093351197902	5.1010928828127	5.97907947861299	6.31949207736341
ENSG00000005801	8.71623007924322	9.21009870457125	9.22821417868082	9.20126520605574	9.69867788964651	10.7903729270316
ENSG00000005810	3.7706526583712	3.79231349915059	4.17939092567075	3.63554901220751	3.56361953592698	3.86625255276811
ENSG00000005812	4.72336085730378	3.83874793678203	5.04568607100437	4.47372470935333	4.59805530533735	4.78023802360266
ENSG00000005882	8.95501980166902	9.79536535166504	10.1159854982724	10.0309482856938	10.7691217973738	10.3166883188683
ENSG00000005884	25.1786772890682	27.6300151313753	26.5607537906385	22.945724721056	22.2188045254838	19.3401601187448
ENSG00000005889	2.38175212127092	2.48802524490398	2.87671015677975	2.24268142592241	2.29519327266445	2.26469903596379
ENSG00000005893	50.8066237834895	46.8326929451231	54.3787102010197	51.8396131353561	55.1547937213013	60.0993278008158
ENSG00000005981	26.4264205032466	25.0399639097543	26.2004949617835	21.8112761763345	23.6692698000758	24.3500960372638
ENSG00000006007	32.3675019053925	29.4508165508887	30.5404450449186	33.6994088009199	33.8062439517979	36.0641813681561
ENSG00000006015	8.95244001619023	7.04988276024133	8.12905693486144	7.6428906170947	6.41277888460619	6.84002878719837
ENSG00000006016	59.8735692796795	60.5672692564321	61.9072532331238	116.719445662915	106.903303996493	79.2481701920999
ENSG00000006025	6.41017942133662	5.69925899585126	5.990617812019	7.8168730041731	6.17812008143319	5.38451584979189
ENSG00000006042	29.7936244597721	29.244007512637	27.294451809648	28.9437592420573	27.0071463743146	28.6317219924704
ENSG00000006047	1.99386337864221	1.90259827083051	1.9815537795701	1.68640823038612	2.0372492977447	1.48563682205676
ENSG00000006062	3.67958251839697	3.88828820734363	3.62884668912183	4.28797344150443	4.45716038992887	3.6465140487882
ENSG00000006118	18.700007910931	20.8481013932538	19.83267986586	18.7653137048623	23.0106194539981	15.4491467846222
ENSG00000006125	45.3419024076725	45.6193486318998	50.4165470298631	44.2488165549561	45.4749558073715	50.300086808703
ENSG00000006194	21.5650664898628	20.9234955057802	20.8646979204757	20.5918195594576	22.0015747423528	19.6248675838485
ENSG00000006210	47.0672449502938	49.3241314302609	49.1987804207446	50.830255207168	54.4544182816249	46.1625687032092
ENSG00000006282	27.7623982896044	26.0516595542719	26.8546435533895	27.1357739735666	26.2487206452177	19.8765225884237
ENSG00000006327	119.414115697676	116.327418865734	96.7037689804937	119.197890438122	127.025701077727	94.2322092076058
ENSG00000006377	5.16217782095007	6.06286991810375	4.93798477916129	6.69903320389124	5.82652524889184	5.33052911550228
ENSG00000006432	14.8449151562239	13.7064629159165	15.0394784691999	12.9473098086435	13.7934133367304	12.0132257866025
ENSG00000006451	12.7618598869744	12.3560918001499	14.2140609419156	10.5915345983687	13.7822547854496	13.7677353258368
ENSG00000006453	36.760668734183	36.1141515570264	35.905444193891	35.4319282473953	36.4113713048139	34.914717266568
ENSG00000006468	8.63516037284822	7.82617133921119	8.24955381207864	7.15206261914425	7.984124489276	8.37456694663805
ENSG00000006530	7.35602917722522	8.49874922640624	6.90513362424662	7.8110035692127	7.08288781692691	7.74064918392428
ENSG00000006534	14.4502136785155	15.2332458451648	12.3685940913881	12.2720480711816	13.0628010489428	11.7156257161403
ENSG00000006576	9.42155959416246	8.96212021308624	8.58719454708474	7.06089173702489	8.93031395504575	7.92726139912879
ENSG00000006606	24.9335540891737	19.5461903967692	24.0937404183349	20.9668192132389	22.1023947581835	20.6526099905096
ENSG00000006607	3.87027942078312	3.85496328418844	4.17574933714843	3.78043663145046	3.56763832148127	3.9452922335055
ENSG00000006625	30.9777588210122	28.5889528108882	30.5153159059894	28.5407157195103	29.6719395182639	39.4280475163867
ENSG00000006634	9.22784837520371	9.35968161907482	8.66800639444358	9.52795429284198	7.79230937899018	10.0543431222143
ENSG00000006652	35.9339946267406	32.3893619596662	33.3333559255666	27.0473970570201	31.809549921595	39.0612994005269
ENSG00000006695	4.53688350986618	4.74340537968599	4.56765617159715	3.8135459511774	3.85551998852187	4.63094799110854
ENSG00000006704	30.1218843973121	32.9471368608162	31.0683193394291	30.5189013519887	34.3942331360513	29.4062427803532
ENSG00000006712	40.426028752994	40.4939258296835	36.0332042146141	38.7188697231055	36.8718525316399	41.7098310729677
ENSG00000006715	9.57290303939308	9.92576253815826	10.1664870577457	9.69199571447516	9.72303333332348	10.2344165250752
ENSG00000006740	2.9928199819277	2.44511549534938	2.9210530671177	2.88535019413614	2.86710589253491	2.80588658439016
ENSG00000006744	61.6313928509769	60.2350461831011	64.5804330375879	72.5927577701631	71.886568428472	66.3341513799114
ENSG00000006756	2.99220377290422	3.01180880019672	3.02614468898666	2.76531656063541	3.00071176497928	3.59161104783656
ENSG00000006757	20.2699707612671	19.8808505950654	16.9541675277833	23.1121961957998	22.1680720820094	23.3043023882938
ENSG00000006831	28.1511514587488	27.8177682825557	29.5540055603079	27.2510566422297	26.9475040451746	28.9142724523039
ENSG00000007047	11.381183158446	13.0374706191825	11.5999865018578	12.7817846010216	13.4604951096504	11.6194659252059
ENSG00000007062	22.5552858249226	20.0059347323108	21.6471644239412	19.3182490011505	19.2892294753315	22.5347805330587
ENSG00000007080	68.4588023869432	64.4894182868133	53.9689412931629	72.0247090633846	58.298611248585	49.1184614148763
ENSG00000007129	2.40957814120581	2.16065892319041	2.68153401442541	2.12839836972434	2.61822275108619	2.28799946654528
ENSG00000007168	16.6922944822784	15.8693200436729	16.9305075700212	14.0929475440164	14.6688350670076	16.1623132113863
ENSG00000007171	8.59497984665799	8.74571680212233	9.3073316227066	7.8214059300807	7.81488217613908	7.11665159412922
ENSG00000007202	38.2963217951601	41.799434654092	44.505647168811	38.7244781839505	40.9977575822397	37.9180484487065
ENSG00000007237	8.97702108642952	8.68977404885593	9.66503161611891	9.61820876933124	9.75166358007405	9.8566867287257
ENSG00000007255	4.12313487286297	4.46179139699402	5.458095976409	5.35921549903942	5.76384310280234	4.69192574363098
ENSG00000007314	1.21061499401335	1.33154248164677	1.21895410518344	1.23802627494095	1.15515939301079	1.22641066855863
ENSG00000007341	3.33192268054788	3.88018817997493	3.83906969558737	3.37838478814781	3.32555464832604	2.9370819220624
ENSG00000007372	9.7740509297618	10.1174830401739	10.9241393203065	10.2751899599211	11.4903412784752	9.87439248115428
ENSG00000007376	29.6194634789316	30.7795834741415	29.0601247056128	31.3561286914077	30.7753258754113	23.3226485506774
ENSG00000007384	21.9424114957867	24.0853585723674	22.6472942437374	25.2504073523405	25.9597288940627	21.4300853643685
ENSG00000007392	35.0033619293956	33.9476471729702	30.6951241835211	38.5698790535142	36.4877380937502	32.9973294049098
ENSG00000007516	1.31005897975647	1.46805965339861	1.25571948560704	1.37507144898747	1.47460487697526	1.257559845131
ENSG00000007520	36.8018868578926	41.7976407612684	34.7550324825348	39.8959850604616	35.0286348126229	30.1424636625077
ENSG00000007541	11.4867736921724	12.0253910136299	11.1763035788844	11.0258032484463	11.4409771684883	7.33295618671338
ENSG00000007545	6.13843103204	6.66015365122253	6.47510629115079	7.0423225792084	6.81721285787928	5.78514731864009
ENSG00000007866	23.150297847594	25.8982911887786	23.5206506109007	27.9606340554632	27.2603765216301	22.2781464572124
ENSG00000007923	45.1344596598239	48.2292275994923	43.176196965194	49.3004794286403	47.2502594140637	47.1971547041028
ENSG00000007944	7.26390463439357	6.41045766432862	6.47950110381651	6.27477262222442	7.37309293932155	6.67395172197157
ENSG00000007952	22.5600602815453	18.8858087759556	19.0772314890828	19.7102619390139	18.1438011200048	20.4572502976026
ENSG00000007968	3.38206769482294	3.22191576385201	3.28581807104497	3.00621527956686	3.2335641548252	2.71593546398553
ENSG00000008018	462.671487441641	403.127283489204	389.298825285299	425.079546883758	394.479257664479	463.473417271382
ENSG00000008056	1.93383454052595	1.65110796135051	1.85180650016538	1.8681285401468	1.47158063179487	1.67562520870438
ENSG00000008083	7.60433030144173	8.49391624253494	7.83233099832798	6.75972523396858	8.07755879409079	6.37904061436138
ENSG00000008086	1.7715396192988	1.81793902292735	1.79085880376202	1.61763447030312	1.76495924713873	1.71140195251487
ENSG00000008128	18.271961541361	20.0114297983376	15.7756599218113	17.0834582644489	12.6001881819729	15.1321291700062
ENSG00000008130	36.6598433263232	39.9184005778752	38.6652838315978	41.2633931960099	40.1194720327493	35.1657739062213
ENSG00000008256	22.7902791369001	23.8053811324174	22.9813043281255	23.6363795877784	22.7282722605887	20.2118880309453
ENSG00000008277	8.99398044148246	9.22789143431171	9.54172833944156	9.28257153641729	10.1807336972255	10.7522794739653
ENSG00000008282	37.505754382151	34.4094606966595	37.7578082681114	31.3275850819188	35.7781293204546	34.7233789463053
ENSG00000008294	17.1060216269624	17.9326753113838	18.5524068636393	14.0937504475267	14.7567627866965	15.5093308373537
ENSG00000008300	1.84274652565313	1.8674060401418	1.66593112192651	1.76112911291957	1.69348000726861	1.65293388466556
ENSG00000008311	1.62809720699694	1.70804502358871	1.44930289895245	1.38309002493332	1.15607524776384	1.34783192859716
ENSG00000008323	8.01649274540822	7.58359585624748	8.78624592572278	9.81280523130236	8.59526524148322	7.23509820610297
ENSG00000008324	16.9776422771751	15.2588112698536	14.9555010149766	19.9269157686255	20.0848276317213	22.0208849292105
ENSG00000008382	27.6580281622607	28.8826641157057	30.8818558214524	24.3821616659407	28.5641437315608	21.914056662553
ENSG00000008394	81.3998031013168	64.8433541090163	71.7838476744613	103.367439491127	94.7024453325116	97.9799371758913
ENSG00000008405	9.96721987104825	10.7960467971516	9.52465958662742	11.4005564455262	10.2573156765731	9.98169613089207
ENSG00000008441	25.4588492163352	29.5311418707871	28.8388685004732	23.5599253571079	28.3246691628033	22.3908573077228
ENSG00000008513	7.31570500085892	7.872783956052	7.8224710040355	7.36993947767045	8.21570606192472	7.11301550349175
ENSG00000008517	267.090831914892	263.331096499053	268.712939734417	291.976596872046	263.641574245208	253.891619261712
ENSG00000008710	7.31287217635037	8.58169779096573	7.0498151356194	7.20520667125253	7.55276264516663	4.99974031540557
ENSG00000008838	32.2598255883789	32.974318959161	33.2144406571164	34.9290799304883	38.2063567318572	32.575771248184
ENSG00000008853	11.6613343152666	13.5435162960701	12.8976612028637	11.641073326645	12.9043181244244	11.1086939336959
ENSG00000008869	5.89270120092811	6.19368516133995	6.60448493502477	5.83545080063507	5.65530368535573	5.44638069214127
ENSG00000008952	11.2979554149969	10.3639706765916	11.5401020281965	8.38575867854998	10.7423384582569	10.7728345559824
ENSG00000008988	817.56948463323	715.906524517301	674.452552313201	932.596898323789	791.11230882104	1011.85080371042
ENSG00000009307	101.803794322376	95.0849755469948	108.82527714482	81.2611004239211	93.7403541233694	103.459104345655
ENSG00000009335	38.4436833760425	40.703706471086	43.9036873679024	38.0363400570619	40.0395321723579	39.3443149762982
ENSG00000009413	5.3006274705605	5.37125185068882	5.90637885891893	4.90321151717721	5.12444464172105	5.41171079414733
ENSG00000009780	2.08435167352642	2.61831711648094	2.12587649530374	2.01272198325694	2.24485652620703	1.94578690088698
ENSG00000009830	8.79367202036105	8.22567308098987	8.04463279291046	10.0595238867384	9.54783416720553	9.13786283877863
ENSG00000009844	11.7195282330435	11.0508812588308	12.7457320562829	11.5705849930429	10.7439310917993	12.4781871031067
ENSG00000009950	28.9208301958884	25.5755786097334	24.0695956712801	33.6580417711436	31.8464777591874	23.4275805579072
ENSG00000009954	41.4815167368766	44.0983121918487	43.9260328848671	33.845182317879	39.6179423021421	38.8568634703379
ENSG00000010017	12.2298891168087	10.7055986640014	11.8828569282266	9.63140278571882	10.5430974188276	11.3728523554663
ENSG00000010072	7.33046222857514	6.03345328394763	7.15068779866544	5.67539009693291	6.73007778540201	7.08102283891956
ENSG00000010165	36.8881608100946	41.2775009294706	39.9432597107878	39.0911731222171	41.3013816061512	39.1349775114999
ENSG00000010219	7.02878983474653	5.34972184623828	5.75284987704974	7.84497302827647	6.92185360610868	7.13725018094342
ENSG00000010244	99.603047224302	92.9846345248137	103.214331495904	106.154799887485	98.1608957243173	93.4626982950489
ENSG00000010256	244.227966565966	252.905010189884	247.054754886035	228.25796957891	215.554108712922	224.296602415388
ENSG00000010270	31.6095440313861	33.4843446193623	32.5480808052786	36.0606259504117	34.5226148652515	38.5125778976431
ENSG00000010278	49.9660082796731	41.992716614309	49.3980502419754	61.2392755564614	53.8435308220714	65.5261862089271
ENSG00000010292	62.8460370283968	66.6565508763044	60.6976779514541	63.5040554038129	62.8686422577687	62.645802145782
ENSG00000010295	22.0962313645634	20.7867283776436	22.2185562093853	27.3983043177178	27.1125046041887	23.7874682578402
ENSG00000010318	2.22746621210221	2.45055081456085	2.28551897768258	2.11605513101461	1.90147947761069	1.86857526961369
ENSG00000010319	1.35528619897141	1.650101670797	1.40115887111662	1.61096433741025	1.43259509273038	1.39350559886436
ENSG00000010322	17.4266460021221	17.7523690998239	17.9596762675221	20.6219085983884	18.8703273469027	16.2083233018576
ENSG00000010404	11.1927376423336	11.0183009937084	11.2130391332905	10.190938700103	11.0651980124408	11.194196017704
ENSG00000010539	4.3214342759775	4.15107804131997	4.72617639605273	4.36020946625917	4.01428480298991	5.05460329516836
ENSG00000010610	2.90286114437623	3.31760632637391	3.24196364835262	3.26799807015503	4.11128763174339	5.13608391859804
ENSG00000010626	3.5626429457611	3.28594440746734	2.91223786973963	2.82351303093262	2.42640643398024	2.702989336428
ENSG00000010704	2.62808141946992	2.44978068579181	2.39016802896598	2.1910444741956	2.3364127628239	2.09408849536691
ENSG00000010803	9.56248779882396	10.6639474342039	10.2360858625756	8.50051277468309	10.3368645272803	9.58427958133301
ENSG00000010810	6.97027054824284	7.50159347609371	7.42970981162076	8.56727750510174	8.14884001859268	8.35051755298739
ENSG00000010818	5.92609548112191	6.8092193985341	7.06243432081194	5.43837467863028	6.42213168622638	6.12743740310488
ENSG00000011007	25.7987594284547	28.2757019654583	26.5924641101727	22.5231885120883	27.0324514547459	24.6672587045165
ENSG00000011009	37.6088565390085	37.7669771307652	35.0742136912484	49.5438128908591	43.4659080002583	33.9157806401747
ENSG00000011021	4.8235910480524	4.9354727301218	4.59277282049422	4.93342429742663	4.8641092527604	4.40613102473795
ENSG00000011052	245.63125096689	226.95732925972	221.019335133467	223.696841453851	222.407337568255	268.642871608789
ENSG00000011105	7.66721981143966	8.89856326089941	7.93934305444044	9.09543589303945	7.77147015483332	7.93220157967004
ENSG00000011114	4.56101667393364	4.24094591266832	4.86509090672287	4.21426291010737	4.09506549412226	4.11024938192982
ENSG00000011132	7.04356628041993	10.696515884503	7.95040928307332	10.3439958628239	8.55959356538081	6.94311451713152
ENSG00000011143	9.18919619474507	8.22470232101067	7.98689217829641	9.78390106815202	8.53624016751534	8.57334111940357
ENSG00000011198	15.3370339480711	13.0297948424953	13.9444043795276	12.0612742902938	11.8968945989925	12.9094897564436
ENSG00000011243	41.48433235007	42.4294633320476	43.1477432803346	43.2181000568663	43.8829736983745	37.1807378366812
ENSG00000011258	4.44252349542652	4.06092692255179	4.23312365856689	3.86643332620077	4.42350837784652	4.45851264027051
ENSG00000011260	41.6684332217597	41.9034827044876	42.3569990988476	44.8481010277061	42.6368494285581	49.340175365503
ENSG00000011275	47.1315159503903	49.176509336697	43.0617451888999	46.4779609129034	48.7162840427534	45.1503303876159
ENSG00000011295	10.4794823231242	9.09264677395651	8.64819252346233	8.9523104342409	8.67640498601695	10.2702177998695
ENSG00000011304	146.060915145369	147.624147188688	148.791886977039	171.306060313595	164.548348291149	145.049147772807
ENSG00000011332	7.80965214695203	7.11686572068085	7.45501092614919	8.13621668084821	7.59005251652908	7.27373130916701
ENSG00000011347	3.21124303956032	3.39897008892432	3.48207753939953	3.87051155116525	2.9751203634919	2.86993187713333
ENSG00000011376	14.2397452016626	15.9919668569187	13.4925442630069	11.9307680275305	12.8163779827588	12.7605665138232
ENSG00000011405	11.0140872170517	9.83120784543721	11.033018962345	7.63650578149579	9.26776516440559	10.0800567937783
ENSG00000011422	5.38246911562615	4.63766457103721	3.93567358095647	4.84777245255124	4.09836748433647	4.05326401984338
ENSG00000011426	47.5396759095876	47.4078344696371	48.0309808037568	42.4501355625647	46.7129192353394	48.9636933608391
ENSG00000011451	11.3913259030504	13.1983316697414	11.9978109549721	11.710729586043	13.3511894428901	9.66007705813294
ENSG00000011454	12.8689532727381	12.118383871563	12.6876744026527	10.7497602259166	10.6141538752404	10.7948641925106
ENSG00000011478	12.5581427593537	13.9735723472052	15.8778026506826	12.5110439997818	13.5851000607469	10.7523186988199
ENSG00000011485	60.9255846638888	62.7734433317324	61.8135164349487	73.4775962127617	70.3842911550252	63.9949940393466
ENSG00000011523	7.19874315027734	8.32342178827293	7.97945923585659	7.52737849063218	7.39977906515761	7.69946164022105
ENSG00000011566	13.7367985093233	13.2140944445268	14.4231367317367	12.0234412424484	13.2684937699105	13.8963630764149
ENSG00000011638	5.56118209843013	5.05222106177428	5.92146642877326	6.02217580932326	4.7581276764189	5.90560706816636
ENSG00000012048	8.46176766616909	9.6931677017018	8.75720964258238	7.38856628581207	6.89962289707612	7.80602304082579
ENSG00000012061	13.1755441887666	15.6637793893046	13.6786324093973	13.6991391030356	13.9970480187101	14.4503384968673
ENSG00000012124	2.00418450108382	2.48955364401812	2.22663453229946	1.66201209180407	2.01719683009633	1.73602013165719
ENSG00000012171	88.4130965995558	96.455269796001	86.389066160721	103.722348123568	101.850021089698	83.0079370222874
ENSG00000012174	7.35077410304136	6.48447889171764	7.97642886996528	5.27143367281706	6.85625502533926	6.81746162360692
ENSG00000012211	5.39374836558615	5.664748425377	6.71683684989121	8.12690219939239	7.28256758694589	6.71897736789599
ENSG00000012232	23.2389815186947	24.227456197747	25.6468594716118	21.1072478523281	23.7427997614057	20.8363802127824
ENSG00000012504	3.11231442810794	2.89804356674646	3.16283609119011	3.14724349966962	2.57466070880187	2.94961966913076
ENSG00000012660	41.7071892971214	36.6711624374705	40.5249576063965	38.140970474876	38.5569202911469	41.8448493662465
ENSG00000012817	12.0975427605372	12.0221236502427	12.7583096088309	13.9956628421951	12.7479767114424	13.066264539958
ENSG00000012822	3.96542276600232	3.49887201809557	3.8349471514258	4.12816204198043	3.84149319710259	3.90988427804409
ENSG00000012963	19.6253925894567	20.4837229026581	18.1676248891194	17.1285395829219	17.3190653091922	17.6671836053051
ENSG00000012983	14.3252724602736	13.480815446558	15.3065562770728	12.4257289158197	13.330847902752	13.5264630960035
ENSG00000013275	304.401461941986	295.57592774531	275.332153620593	323.931206365691	315.045431499378	312.553389504767
ENSG00000013288	9.29154261610792	9.95990097865771	10.1211967551553	10.0306974329873	11.0663163367109	8.871565721479
ENSG00000013297	7.41972185803943	7.92876989497477	8.48496980824779	9.51763020820227	10.1659272822536	6.81416314790476
ENSG00000013306	183.442742623355	189.77210959464	176.200582644761	198.879645609192	180.66840581141	151.102031173408
ENSG00000013364	88.043883850096	98.2807764496306	91.9972325441092	91.8255370446918	101.124709949506	83.1642381065357
ENSG00000013374	26.0256857800533	26.0694115199767	25.801079529137	23.4272606124507	25.8170048961031	26.9159631942643
ENSG00000013375	12.3415042156655	11.4618251689466	12.5962563952899	9.87962955075854	10.3796371426744	12.6145889774036
ENSG00000013392	3.23206268568441	3.45581447272825	3.26709576937753	3.10857906378629	3.70436290146307	3.49348544788483
