BMP5.1	BMP5.2	BMP5.3	Control1	Control2	Control3
ENSG00000005243	10.1147892421191	3.26546094576067	5.55085340212152	6.24289431241629	8.49048200502654	8.5457042552168
ENSG00000005339	32.8749036855443	33.0092037248002	33.2569649088469	36.841343742027	34.1808512519776	33.6867363593937
ENSG00000005379	1.86577473289653	2.47940662176395	1.96059120915426	1.68475005737897	2.33404141710722	2.67237952108347
ENSG00000005469	15.5189740994359	14.8585559744997	15.5563604883257	15.4892131826348	14.2459358272915	12.8747599479263
ENSG00000006015	48.0000105743404	65.7843524924467	47.82238124895	43.8367586550818	56.9547806103396	54.7055082676424
ENSG00000006071	1.22572423944447	1.21038724897635	1.18783354826431	1.48689345677184	1.39749763710014	1.93433227518366
ENSG00000006125	792.86406366751	792.266135366018	802.175261313529	698.96295365453	711.405710968837	702.323458221529
ENSG00000006210	23.6553612829584	21.6432801278316	22.1033993380978	40.0945950567731	37.9185157000082	36.5511013104843
ENSG00000006453	243.880334402764	254.361196645723	249.00923330768	261.437934169206	261.945611890963	247.101608921119
ENSG00000006530	57.5639492159063	65.286942291197	58.2752508458225	59.0170048615639	54.2346051207548	58.2192707570702
ENSG00000006534	148.196334368223	153.295632226937	162.946630672991	158.346886717512	163.833188931957	153.934504908472
ENSG00000006634	50.385283071071	48.7293262374356	38.6812598523376	43.6101711492	42.2089226147944	41.0031743399412
ENSG00000006695	21.8895788597965	23.3282361156967	22.8483537039665	25.8033405877251	27.4928814639973	27.3368859539571
ENSG00000006740	1.3902069024495	1.60615670504252	1.86588186511352	1.33667485256781	1.8016745377745	1.10767796548428
ENSG00000006756	48.497293704057	49.3952214493948	43.398759626443	40.9566631149524	39.2092575613341	40.4995007535669
ENSG00000006831	217.926934217701	210.487818321039	215.497374229288	204.699448950235	230.30193238354	212.193069910604
ENSG00000006837	2.99962013016425	2.39781591207825	3.28794279952644	3.58794171100728	1.88032667514392	2.24154341841011
ENSG00000007080	169.460888311847	218.857890797349	203.3886007801	205.398334663206	191.973312638377	197.552602455604
ENSG00000007174	1.08101443966933	1.03775492860523	1.03370756658919	1.17475039754753	1.10699908133085	1.10060205221017
ENSG00000007306	11.9338409266786	11.3989117337548	8.05594573289071	8.89362079001559	9.25186888621245	8.57379727494294
ENSG00000007402	3.02846782744018	2.70157795286954	1.67518545727442	1.61256460574944	1.98232946465795	2.00756372377913
ENSG00000007516	17.5027435378974	21.9143499645346	19.4747223833501	19.1313586163763	15.7396380919164	20.8539017419434
ENSG00000007545	27.2261680716927	31.1722845118579	28.8892337804344	31.0271053854106	30.7615998950177	26.0243203856616
ENSG00000007923	219.965275799825	234.034966391501	221.47019940179	233.938469378614	246.656520028821	242.886220821151
ENSG00000008086	2.28512249608558	1.61955376937642	1.95877089149548	2.07058287116698	2.28761736578638	1.88046261093346
ENSG00000008128	60.5597309547583	49.7472684771695	53.9692494512349	58.6518076124634	59.0139409138828	62.0170326396379
ENSG00000008226	1.34571708132781	1.80556773437023	1.35960507742323	1.82029348610385	1.68490401686617	2.14481148488734
ENSG00000008256	7.3197498993327	7.12134421767839	5.84643662175459	8.1634172669288	6.12806983444779	6.12923820412625
ENSG00000008277	35.1958559063492	26.9634675840247	33.7719513415393	28.6812487740781	28.7411002279354	28.0368160307987
ENSG00000008283	158.928741375181	177.769222751632	162.48621215496	157.945400647351	165.196989269727	159.466015583312
ENSG00000008300	20.9202918137548	22.7335599496575	22.6113098626852	25.5362884467119	25.7522807925616	21.8450211787708
ENSG00000008311	1	1.64046746193172	1.14295219471214	1.59288653282382	1.75629673374953	1.71108090414147
ENSG00000008405	31.8655793543415	32.1946463673037	30.8619812461794	26.5081640055644	34.2344687019139	25.7825145401668
ENSG00000009307	501.085496183516	464.074428284021	443.64908082964	358.792153364335	378.299697457206	374.147384538551
ENSG00000009954	214.892727173442	207.047285158261	203.324484156193	207.256062418244	202.286514319352	197.696211186977
ENSG00000010278	582.28452809704	548.738836435606	600.692307321087	562.515320040963	587.451032556651	562.078523635226
ENSG00000010610	1.54646883353866	2.01867725701472	1.75789512217832	1.15716646118558	1.80193746809191	2.65878453223898
ENSG00000011021	14.9121897944958	12.9480872370217	14.0653037018583	15.1470905574432	15.6120209631577	16.0546858130384
ENSG00000011114	17.4415183881919	15.404924705149	14.3532415278933	14.7319752181733	13.5657381367923	14.7744917575279
ENSG00000011132	18.356077848535	25.0273163771772	22.2391748853098	20.5996544456717	20.5518693564765	22.3411195654438
ENSG00000011198	54.2570060009842	54.8097176210429	49.0412679049638	39.6140644766196	47.4984151724486	53.6103606702164
ENSG00000011243	65.1456582660005	79.4707484232379	78.6204963816243	76.8695754143144	89.0144509373798	89.2840135392363
ENSG00000011426	168.757076275166	141.164801361697	146.165158744336	144.628485719631	143.127355434023	147.944575751053
ENSG00000011523	9.80515133311858	10.6341625399762	11.2738606703533	10.0835876989546	12.1237004621063	12.0925190016376
ENSG00000012048	42.024324862342	41.159424198619	36.5364408578992	41.076193729594	38.3324504489076	34.1399304280286
ENSG00000012779	65.1603004865257	73.7474674242297	70.3521875349905	65.8699421170319	60.9871511016737	74.3757581867355
ENSG00000012822	51.6986721658785	54.288305628591	47.5811367240746	51.4466852709642	52.6559621013274	56.1642945734146
ENSG00000013441	135.413285081454	115.34996916696	116.603667473203	105.817010407449	112.995712496998	113.021229387139
ENSG00000013523	28.2546755704971	31.5034074502367	31.3585609488942	30.9037431356291	28.6822430711818	32.0905563014407
ENSG00000013573	128.655723604327	132.791456748495	125.265644275912	141.826281188364	140.221417942697	123.335628535828
ENSG00000013725	2.02471308330834	2.11426961338997	1.99481891713727	3.3576902344642	1.90225363107463	1.84831164689645
ENSG00000014216	593.288810882995	679.859760937215	664.294338671007	629.892478168224	616.793073497391	620.502808381443
ENSG00000014257	3.62473767085596	2.30474562345636	3.03853252585406	3.71758340352466	3.61920761081336	2.88317702080416
ENSG00000014919	86.572241209076	71.749499153749	72.7963442506745	77.4768264423698	75.1004516515932	90.5760929081518
ENSG00000015133	55.2911226223626	53.8053667540287	53.0004150680507	56.7654571931763	58.4286416121134	51.8154358804969
ENSG00000015475	131.324491784907	147.657947096058	128.573359900471	129.78923111938	137.098744175524	138.580023875654
ENSG00000016391	43.8059440153107	45.3379916043748	43.0477140438054	50.3276355345256	50.7029877838827	46.7753110300616
ENSG00000016602	1.51889862144483	1.48364169365274	1.86358974557024	1.59694866416051	1.45688707696273	2.00233397331832
ENSG00000017260	152.545453628373	157.164930780675	147.626120758361	133.586800436846	126.238958737128	127.403673418911
ENSG00000018510	40.9464922891476	34.9770170154936	35.2097355836438	30.3183089548427	30.086302435644	32.2024871919377
ENSG00000018610	106.570853690263	87.0386285814899	104.976390402721	104.848785561565	106.528048659298	97.6857162437961
ENSG00000019186	5.74406520814136	5.73756399731219	4.52474409323018	4.508484735728	4.4312061516096	4.08580478267032
ENSG00000019582	19.8604209479553	25.7779295807679	20.1322926987567	34.7858078116937	35.16191367955	34.3091269166897
ENSG00000021776	59.8554962491116	55.4789417909113	55.2731405734493	48.3358457921014	51.1913249996676	52.6461535690395
ENSG00000023330	121.221194381293	119.01746323576	124.053661004654	138.252500390031	150.32260464506	139.313897581756
ENSG00000023445	32.012285095652	25.9156231556186	27.2097039038379	42.2515224329898	41.1769855233361	40.3795715474669
ENSG00000023516	46.0925431546407	41.7756694088785	43.3242881006497	38.649744909796	39.717282139518	39.5820521732803
ENSG00000023697	141.87560998227	129.469825457041	126.661500693699	113.804506715284	104.812951549157	130.209628728382
ENSG00000023839	5.85994479482955	6.43567895806418	4.88237546100952	5.69640011352319	6.13498216355387	5.58658383255495
ENSG00000023892	9.22448288292949	9.79296830058632	9.0516453920617	7.05262006293145	9.30654932650498	10.6122281383528
ENSG00000024526	28.2489665306263	26.5103943959936	23.3725483868216	22.8388383978115	24.9925491298628	23.858909742014
ENSG00000024862	75.3511980092081	58.610306453767	76.2880790257072	65.9239441500118	62.9164278086002	68.8553540395738
ENSG00000026508	361.928904317058	349.145659392853	353.831753930042	351.455105430762	344.645930438761	366.132749866814
ENSG00000026652	2.68237634578757	3.28676308389763	2.74996003598766	2.63301963702902	2.72820915122915	2.21866504669638
ENSG00000026950	33.7859794069139	35.8364770815346	34.5573948034439	57.1518932826077	67.6847456421519	59.4909378212235
ENSG00000027847	74.2675889389276	82.0936288246638	77.483044279576	89.3331973312531	100.359485556328	87.6496890681512
ENSG00000028310	137.087280571478	148.624745906491	144.591805207353	153.121447268669	140.641777553584	153.859074138626
ENSG00000029153	63.5381564098724	58.754896737285	59.3069661535323	54.3936047689117	49.4336664000773	53.5855699618972
ENSG00000029363	85.192390852208	76.4784025673392	73.3504026625962	63.2175560190035	63.0113964019129	60.5700953839216
ENSG00000029534	1.19653025164654	1.24423582264983	1.21805352465409	1.16956848554666	1.05768123001208	1.1084654193484
ENSG00000030110	122.572526865315	119.083236830703	126.657614215466	144.760162046455	143.424685623422	152.284068022656
ENSG00000031691	54.5934948384402	42.6267062922939	37.3679086927598	32.928353048801	39.4812987488887	38.2370319811147
ENSG00000032219	12.8790877415198	10.9296103123431	10.5712209050296	9.4598296004251	11.2104295653066	11.0682827580557
ENSG00000033011	146.100718373494	161.25054654323	151.441897363984	172.04672188454	177.616571478745	171.801899996885
ENSG00000033050	251.154488063003	253.368195762454	272.969534531382	271.456677732635	256.691145318417	259.279883540372
ENSG00000033100	118.557104462275	118.637675917573	119.852244281282	129.654142002358	122.825106794888	133.34130843325
ENSG00000033627	60.1880260644932	67.1241748675946	62.5094772970498	68.1580319049131	72.1520286835483	69.4643227547788
ENSG00000034533	13.9258477670771	14.2134880537647	11.4091091329807	12.3324452063647	11.2797305594508	10.8377402474546
ENSG00000035499	73.7513550711756	62.8129752419279	70.02935408092	70.6601424186761	67.5959746814994	60.3093158049418
ENSG00000035664	3.26663593965533	3.36870387904199	3.05762058349694	4.14093848976094	3.84244484269045	3.33133581713245
ENSG00000035687	143.163599692423	151.536111466532	152.401816394182	134.726021577459	131.916119037587	129.127928682555
ENSG00000036257	62.4912787718376	60.7651131383842	65.5087436516569	49.6577221057173	53.9121807488201	60.2085367047888
ENSG00000038002	23.9028656145617	19.5513113921261	19.377673090747	18.408365228993	20.6856948352875	23.5716697406911
ENSG00000038219	29.4871594780914	28.6293190048226	26.542162976676	23.9011330347496	24.0465308115017	23.9305052474327
ENSG00000038532	23.7473668572696	24.4055505638203	24.406743056224	26.1137100462832	25.0490592768966	23.273784668805
ENSG00000039068	363.489857040283	379.962973092171	371.711410351539	344.837095118383	325.557378395247	335.206576475726
ENSG00000039139	2.98951522449784	2.68877049391812	2.83293005957073	2.41004444745878	2.3450983896773	2.35291409073258
ENSG00000040531	21.735244435933	26.6480848943114	28.0912864077911	26.7490869448174	27.9593133114817	23.2994078345726
ENSG00000042286	84.8137667585554	93.7862195238293	88.8212081540433	102.979542114875	95.5813002558228	94.7411802134385
ENSG00000042493	991.379456624246	1041.69929360413	953.058757738944	1049.10742142669	1002.51596655093	1047.83828904838
ENSG00000042753	766.078186743551	815.411403425011	797.801161660961	819.997286810105	793.894701125508	983.513642150288
ENSG00000042980	3.28395352289287	3.34898616497476	3.88361253576163	3.98990694367745	2.94166209659508	3.80356654035291
ENSG00000043039	45.1129656514338	39.2604239924136	43.8260490042633	56.7701676628092	48.4725749451024	60.0898426034007
ENSG00000043093	19.9227944559336	18.8323163632298	17.0949901187708	15.2784168992581	16.3703001019125	16.2028453631508
ENSG00000044090	53.4316078439186	58.1453253029428	57.4730822256923	56.7273563065498	50.9818287664245	55.6946270243954
ENSG00000044115	852.733107503601	872.910078441719	837.549655621204	846.174953746738	762.539558384695	833.854929622154
ENSG00000044459	2.40911976733304	2.3133761445249	2.17258105057281	2.0421178836278	2.41796728682116	1.3332982331409
ENSG00000047230	30.0620872888644	27.7278757169964	27.4307983421098	29.6255474322646	31.45769273059	24.7397627955051
ENSG00000047249	116.270554767629	89.8808720295744	96.7029205549084	112.436729385066	114.720558370248	108.138559826996
ENSG00000047365	23.6208857038274	22.566205187179	23.2070231368385	19.6883745861002	20.3968318217289	21.011934836423
ENSG00000047457	4.24354374887267	4.48826028373526	2.97239992465914	3.69092845998904	4.40513600838182	5.2343174791853
ENSG00000047621	15.5505499385151	16.3249500524007	13.4712962763812	14.9353575994729	14.5803708704478	11.3593142481366
ENSG00000047648	1.31225327463631	1.4850616811341	1.43306263634215	1.71844158943755	1.45822851203378	1.68933270257553
ENSG00000048342	3.01038204075239	3.16964606102855	3.90558710261827	3.73881047907134	2.11797630339291	2.92708479283545
ENSG00000049089	1	1.36301390330036	1.64819697826696	3.35231681702941	2.37172922312047	2.12850434373252
ENSG00000049192	11.1823589840632	11.127933935313	9.34665574039856	12.0145971741708	11.9727077245808	11.0021618697828
ENSG00000049618	28.2740659208645	30.1550555903768	31.047313898969	31.2242456659213	30.9843922419442	28.6814924733412
ENSG00000049656	716.638728367846	759.206687515265	707.043356354345	759.990582660991	747.680050522276	757.467954146588
ENSG00000050327	43.551201438218	40.5656018129414	44.8390207337208	44.5318987590505	47.2973626256895	42.8520013492012
ENSG00000050820	227.372540457759	268.129179297945	235.985447567324	246.406984089093	250.359049677458	231.624060209065
ENSG00000051523	1249.83501189921	1815.04657269914	1414.87591204146	1516.85257572105	1446.86405146654	1565.73044684263
ENSG00000053371	377.787452147932	335.843278120162	358.312159409744	353.187768498534	324.500985834247	365.92473607924
ENSG00000053770	16.1276615149201	11.863055023216	14.3800070732734	14.2575395691663	13.3983173054017	12.1451075178466
ENSG00000053900	30.7865201959216	31.654597523614	38.5239661526802	33.3036490756155	32.3265148988085	32.8510218796742
ENSG00000054267	37.6143495496163	29.5390897155921	30.0099901030623	31.3180680503151	26.7422459929352	27.4937503617409
ENSG00000054793	147.351176055153	150.498762757819	155.510936012431	125.322567967635	125.155709503005	122.384124475976
ENSG00000055130	299.257607260494	261.885069019578	278.416154292247	289.708047071368	282.571941561142	281.955318387092
ENSG00000055163	33.4937096562799	31.5291622069277	34.2289286476336	31.850786654706	29.8403168417891	34.3819403192961
ENSG00000056050	28.4043334450553	28.6708541915381	28.7450695080731	22.6743665366091	25.1293487520944	19.9056296306693
ENSG00000057019	244.256986660408	221.055260608183	230.196760751908	184.219136028527	186.378079350947	172.969161181491
ENSG00000057663	75.1107248791449	71.5379894914096	70.6511566223184	63.4390028773194	68.0965091160281	66.3948400049917
ENSG00000058063	32.7368280658926	31.7127131278386	31.5793016574301	25.4349694433026	28.7435282621484	24.6963652846124
ENSG00000058091	1.64443375496398	1.30032362759987	1.2681286668948	1.18534153554626	1.18913999924287	1.35566421397631
ENSG00000058404	3.42318713417592	2.35512519923118	1.60492728469155	1.41815055859934	1.42672030370196	1.40120847523375
ENSG00000058453	5.25302087819958	4.88632001581316	3.98394461812112	4.0939374214202	5.11189222378034	4.58991223065009
ENSG00000058668	21.4371300268209	18.4900001460986	21.8200753773142	20.3967212395417	20.848775018672	19.8159079985237
ENSG00000058866	1.2871739871526	1.62454408527132	1.63724845984742	1.90851532949041	2.60141466611625	1.47547560767102
ENSG00000059573	401.308201260722	429.550258784313	423.593683016351	380.128828308669	390.087188326136	398.648109092848
ENSG00000059758	17.7884360556692	20.3672774385662	20.3522773266189	19.2846588661662	20.9922057054023	17.7463781354876
ENSG00000059769	24.3850312064472	22.1149902753891	20.6622593043514	19.7056351200796	18.1586480014894	20.762684840593
ENSG00000060069	21.9243406997681	20.6791161305332	19.4361541507017	19.8706656624225	17.506350268054	19.8115204616929
ENSG00000060339	102.826297862766	101.90882483996	91.7858453491783	92.5604295272253	88.7677001467337	89.442954423705
ENSG00000060971	251.401518671743	248.403269451634	239.834834109954	242.715634439497	251.123399487279	223.991623306139
ENSG00000062038	13.350416582246	16.5808959340175	15.3258520843664	22.2045162647137	19.2339541093994	16.2848533394982
ENSG00000062282	86.8357917361699	84.2295715426435	88.7478818427437	92.1814903992193	82.4697169443379	81.6104001349166
ENSG00000062485	298.417084284742	305.556834227213	308.739687383851	304.795059418923	306.827147938724	304.63154606841
ENSG00000062725	19.3078282666001	17.8246767264991	16.9465243057567	15.9842436308432	17.7978723619017	19.9098231159848
ENSG00000063180	10.7153555303753	13.6773345168893	13.6657311595942	16.6473645764849	23.8114970515427	19.2305388093386
ENSG00000063438	12.8169040670877	12.4545561521397	12.4066118464901	9.76835030921638	15.3585026786931	10.0000450980521
ENSG00000063761	12.8964548288612	10.187317599194	9.90953490415346	11.9975644160385	12.0733135358449	10.4264348670128
ENSG00000064012	78.3382090069875	79.2670365068588	73.873711202391	84.4103329279771	83.1155502651481	72.8708156924873
ENSG00000064102	137.002067879181	129.726604441775	125.57735622934	111.612729086617	115.550586857323	105.909161914709
ENSG00000064195	1.64034722269768	1.59683838521097	1	2.10499740235553	1.93970305158041	1.88352212263235
ENSG00000064270	124.384439681529	130.567791190709	127.082184333382	130.736165195951	118.040683109685	116.763381435188
ENSG00000064309	13.0737932859374	12.2534310023111	17.1194479320673	14.2793269608128	12.5654862246064	15.7183894626841
ENSG00000064601	604.464931057486	648.012061852748	628.975886864903	722.588156324379	694.595828103015	686.291333231764
ENSG00000064666	370.315368942676	432.180785821451	393.91504976102	370.936573344297	357.81045225247	338.617772038627
ENSG00000064687	17.8671742471678	19.7590204002728	16.2563087204338	15.4828801748678	18.9365268501484	19.1458540924602
ENSG00000064703	37.8720231626655	30.1901496387726	37.588018602427	34.144704027377	38.3558065865758	36.37789466532
ENSG00000064726	201.123947676648	193.492719079872	181.968850211133	172.651755511943	164.303802339925	154.819459695941
ENSG00000064787	210.008583864163	193.926667858574	195.072687228133	160.298272204064	166.524069413096	152.17360433031
ENSG00000064999	66.0729923492791	72.412323727422	72.2533845903544	71.6349142653447	71.8503544250475	66.455993859301
ENSG00000065000	210.612951691876	209.338673340528	216.423673777178	210.195143402302	185.864173032063	202.663362084556
ENSG00000065357	15.4602159412804	12.0099574309373	13.5413160862931	12.5978128530326	14.0907837063068	12.1279076761202
ENSG00000065413	8.23248387828264	7.60062881904414	7.14380299232576	5.55019503673893	6.5721382685249	6.73795604460726
ENSG00000065457	74.3988439351637	68.580796987662	68.5071661972634	67.9188555272421	69.5519660926277	71.3576698816014
ENSG00000065615	12.3432009056803	11.1225864963755	9.1839005559161	8.70469092264178	8.11883505895577	10.0408548814596
ENSG00000065618	181.217653483681	192.266786865085	188.416659479437	190.776554221985	185.382325356134	169.34803532836
ENSG00000065802	30.1761436362545	31.4239471155212	30.3086435474383	33.1275068279698	34.7084889450243	30.1577429711236
ENSG00000065883	37.384898947984	37.5213710386816	37.0027316077923	38.2795380844874	34.884952116327	36.1415660247574
ENSG00000066032	1.38311875683131	1.23805832426135	1.31880738940286	1.11018637391466	1.11244457761381	1.10572198496617
ENSG00000066084	39.8552837578691	39.7128368518334	42.1992659059585	37.9378015443887	38.9757050426989	37.2334807646024
ENSG00000066279	38.220582671405	32.4511797137224	31.1642816774904	32.320296742147	30.0360717009462	27.1150042424036
ENSG00000066427	5.32962357763369	6.00694013990514	5.06987601786702	4.87400465550333	4.31803219257904	5.71267919674741
ENSG00000066739	8.30004915434508	7.48940444518626	9.14634184447707	6.67962955965328	7.57626499342905	7.6721560788645
ENSG00000066777	77.5564264444671	75.5370694967286	78.7219169967001	68.4939558606078	65.4011878678851	66.2618202472643
ENSG00000067048	1.88197854765695	1.23487197191756	1.52423371767734	1.21742311259294	1.55469767246194	1.41722768840098
ENSG00000067191	8.63274563427895	8.81159748368458	9.96681220056928	10.4264724956357	13.3869625427082	7.31879022999508
ENSG00000067248	35.5335339696409	32.2992081822427	34.0966819893761	29.7684715358829	27.4222577072677	30.5745012404295
ENSG00000067596	56.0597993208654	62.1912903475796	64.4457488160872	58.938604351216	65.8450561258157	64.3672621564041
ENSG00000067955	102.544685204447	93.6630633202429	105.407283796131	100.693284039873	94.9345640592065	90.0521512313502
ENSG00000068120	230.640723449758	235.084075459934	233.853324903156	237.990666490458	241.664054462197	241.371620311726
ENSG00000068366	90.7712453354567	84.1863410787755	84.1081386159129	84.5658170530676	83.2524389338224	82.6456614005494
ENSG00000068650	92.102754080547	99.2953785855518	101.384329775384	97.402727766532	91.8703247231732	89.2924064532636
ENSG00000069122	1.38562367030246	1.62898885310609	1.48133773182191	1.49908058339335	1.42442411737758	1.55866939564748
ENSG00000069345	172.899026350916	161.219227428516	165.553896653973	152.661873080923	163.411052717555	149.726968077525
ENSG00000069399	69.0557980635151	82.0822593901203	69.4505678477394	82.4411147093217	79.9416647932133	82.5707916365227
ENSG00000069493	11.8405595203281	10.1230202440567	9.7580906860781	9.71769032686479	8.50629882725757	9.88725811768495
ENSG00000069849	261.106245179994	221.291852365762	241.465637319801	235.281585143383	257.028023604248	250.931809565971
ENSG00000069998	161.696273520961	184.194181688343	167.752128464391	179.14659850137	188.998454861275	176.433782220769
ENSG00000070190	25.0324021725541	26.7506107705355	18.1638584531425	25.8172000352767	28.8250716058224	28.4147733247457
ENSG00000070413	183.712022776827	188.793848587464	204.693928663022	190.715040345216	197.468066137829	195.046223824535
ENSG00000070669	81.6217809738402	87.5692629396804	80.2506095007445	94.1552832728866	95.4417521049718	94.6743455248647
ENSG00000070718	21.2842359810625	17.2253066236647	17.1234802465401	16.9341689558167	18.4602922631672	18.1683109917278
ENSG00000070761	171.390347402948	167.895146121707	170.2077478076	180.185838199979	183.858144568565	172.207965120006
ENSG00000070770	74.8760027977919	73.6970450016814	68.8428995255446	72.3594869017025	61.3826190004717	85.549742807845
ENSG00000070831	682.62051186974	621.690272211494	628.041293142943	545.876096278	608.908918606485	576.68110960007
ENSG00000070961	60.0777985470043	57.9776958768893	55.3529573993303	49.0427162697907	47.8715115842732	45.2654132312718
ENSG00000071205	16.9934757985894	20.7711082417082	20.4728275007892	17.9949873289231	17.6021231951361	19.6757133345849
ENSG00000071553	520.972544541116	554.949319270533	532.466611626706	610.615877032434	633.347136865014	605.838770152631
ENSG00000071626	439.401670100033	456.347161852775	437.274677955256	428.730852508587	432.289766954103	447.161655947718
ENSG00000071894	127.203480355776	128.219032710502	128.817354459794	121.548885882704	129.258978783454	124.259303583498
ENSG00000071967	1.13114391762766	1.24446650583533	1.54564869599096	1.67891457873178	1.69282852615223	1.54283933012736
ENSG00000072071	4.46502801967188	5.24460962582716	4.37767241812442	6.46681543135656	5.44564970947679	5.83552760150709
ENSG00000072110	419.566687166999	428.112225932649	431.856136944111	455.346529604346	424.02492168054	443.142993504463
ENSG00000072210	175.904018726174	190.377366627997	181.841841328965	152.153123536624	151.640523505947	154.690832552768
ENSG00000072364	47.7682231958847	44.1562470380158	45.9757346296171	42.7591913662625	40.6919689875057	42.1279918690278
ENSG00000072609	13.374726200164	15.2707784387314	13.740938263526	14.0296219377451	13.0039257638818	12.1126262868369
ENSG00000072778	691.937194351204	811.381001583096	695.939578313305	647.394135208876	691.541303774225	696.782571521101
ENSG00000072849	28.7230751523516	28.0816909266081	26.8421684191292	25.149775241785	27.5224026344116	30.681339451454
ENSG00000072958	19.6492654878218	19.4415355317189	16.5888106002753	20.6867045223928	16.8645636566488	19.0874986469096
ENSG00000073067	5.70473944221195	3.19253632404198	2.9574944748172	3.8415110386141	4.1068708261909	4.50534876201685
ENSG00000073331	14.5017057639064	15.0581626012227	14.6645203992742	17.5820598651919	18.2432011289606	17.3129995278353
ENSG00000073464	1.41085551942086	1.84246724177681	1.82053163871166	1.63808327583868	1.94056503692141	1.61223024316628
ENSG00000073670	1.84260109190981	1.44877141404969	1.60099407737886	1.10385794108254	1.2119728946868	1.59789975633014
ENSG00000073737	29.71057795692	27.3981986068884	29.572513745815	21.2526249943195	18.422350590405	22.680392316945
ENSG00000074054	46.32274465421	43.6960966296134	42.6999162277099	46.3929029539334	42.5564356746893	45.6454482759423
ENSG00000074201	193.615931111574	179.317814472305	183.364253304586	160.306561127322	175.008641318144	181.196359004601
ENSG00000074276	1.24634929747311	1.5740273077249	1.81998570947765	1.95648810410149	1.54227264143097	1.50985242029039
ENSG00000074356	16.0024349708602	15.5099829115299	18.1520472258893	15.3324934496674	16.9663288579471	15.6877735944327
ENSG00000074370	54.1144039462729	54.4747701089588	54.6484819595029	53.2578650818493	49.4334361319995	47.8109027116817
ENSG00000074410	363.399914775052	347.52004692784	358.650708155951	348.730795373107	342.464973913536	337.280864262993
ENSG00000074582	100.226807352419	125.083736977344	106.277161531758	118.719239392879	120.646443545869	119.425989900089
ENSG00000074855	6.45025709365198	10.7881685644803	6.64154780294912	5.47315008761108	5.79891818806614	5.95220705308867
ENSG00000074964	120.604954202921	118.52231727819	112.219249264072	126.990887962875	123.123199046276	115.225484237393
ENSG00000075089	30.3024690949293	27.8913156418864	33.2614791504654	28.6162648952876	26.9991121402437	23.9519254269476
ENSG00000075239	139.76977632446	114.173346423015	137.208601485947	123.725408069186	130.128326314445	149.823055191476
ENSG00000075275	5.92535284980817	7.45424631724439	7.00582473743459	6.46984548425062	5.03617683694706	6.61156404020414
ENSG00000075340	1.23913648704117	1.16716614406017	1.3979887582384	1.15474721425883	1.15791866567571	1.14847736683032
ENSG00000075461	59.9031277248635	58.0680550689348	61.108465421441	63.1904133887817	56.2759404290235	51.8163062787272
ENSG00000075624	6659.29720271482	6763.11961585895	7186.48386244388	7240.57769687582	6919.6282310906	7276.61412775519
ENSG00000075711	54.8403877001834	53.5473081327623	48.3732327930553	45.0742650162287	42.0917920107181	38.9957337403729
