siCTR_1	siCTR_2	siCTR_3	siER_1	siER_2	siER_3
ENSG00000004948	20.1110117221798	20.6720005745098	20.2064104572322	2.63896367633951	2.57074046075114	2.58994676308911
ENSG00000004961	18.3784150323607	16.646749018856	16.4419663327937	15.6188813349668	14.9508242345396	15.2628096518812
ENSG00000004975	14.7401836122066	15.5475729394035	16.2841390639983	15.2651089982815	15.8902738205483	16.7259923420861
ENSG00000005001	19.5972970452601	16.7388257972472	18.1356193813972	18.6936587980048	15.02035564649	17.017413790106
ENSG00000005007	36.456002404419	37.0628892831456	39.1570896303075	36.664438005947	36.5381599053648	37.2964566961515
ENSG00000005020	15.2474721851515	15.6940458192839	14.9295335404235	16.2987589343295	15.471715752457	14.3288139292753
ENSG00000005022	462.889289079106	475.957417061271	491.297316171826	324.501530543694	356.99600293034	360.701406604483
ENSG00000005059	7.96809197957058	10.0457554764995	9.49227277126761	4.79165337598483	5.59316863070837	5.50445679854187
ENSG00000005075	60.4815569338946	58.7047019341481	65.3607716083372	41.6904624097368	44.9191306778412	49.4360015858785
ENSG00000005100	6.72058024631505	7.14560444525746	7.11133281093648	4.18301879519253	3.68033896113333	3.67533318482934
ENSG00000005156	4.26904750190333	4.38099103977753	4.55532799671741	3.84016584996931	3.69269535350366	3.8525598435837
ENSG00000005175	14.7689758736664	15.3927578777376	14.1746150957899	15.5391472056343	16.3241534720521	15.5065331695131
ENSG00000005189	5.03147073687984	5.20710648214833	5.54999619582498	3.14208650125613	3.08974663381962	3.31192295620866
ENSG00000005194	28.1661409851372	28.0810751128407	29.0897506591657	26.2270081617729	28.5278503523126	28.899407246594
ENSG00000005206	7.05352208477136	7.06273523416271	7.17075797744126	8.96248774684243	8.39323214878498	9.23649609119374
ENSG00000005238	3.97317494537152	3.589957790722	3.56922068410284	2.6557841486935	2.55509115211368	2.68295352587241
ENSG00000005243	5.84394415814564	4.32257419263958	4.87292326376876	5.71146080750134	5.1209744296764	5.25047037103269
ENSG00000005249	5.47839248366188	5.01028910065904	4.63588738764649	7.04539880613877	7.56895785432319	7.11309837550638
ENSG00000005302	9.60626323912478	9.54018623478425	9.41218842818417	9.99500771288006	10.4866620129346	10.618224902914
ENSG00000005339	17.9257104656495	20.2050048475235	20.0359335940682	22.612685326394	19.9325769304029	18.9093614546122
ENSG00000005436	3.30858673495666	3.44166310196081	3.07328189061359	3.40700591921338	3.27663190695549	3.17847097618402
ENSG00000005448	23.694114761851	27.136112077327	26.0647068258247	18.3605872844973	22.8308699234368	23.4101127531838
ENSG00000005469	16.0947385890947	13.4022152057721	13.4134466381359	17.2063853473833	14.8424345619353	14.4973134176443
ENSG00000005483	15.239800401568	16.2452982740992	15.7460710730031	18.428804870528	16.9742601317374	16.464560749957
ENSG00000005486	74.73319353144	67.4820715662176	76.2207611394228	71.7828560570238	74.7757240806277	81.4844375840716
ENSG00000005700	15.9539222873052	15.9796786662317	14.9871063132254	12.792453658669	13.3289136929876	12.3815617867828
ENSG00000005801	7.91404188836455	7.91188928880578	7.65139972101274	9.76833784319984	9.16569115208201	8.75427066325749
ENSG00000005810	5.64470157332848	6.0422904808935	5.72774050509813	7.53274905143339	5.71093456439419	5.44573493794551
ENSG00000005812	12.8712709781309	12.9910507897329	11.3997012449869	13.3767241211242	14.0727367508576	12.8928904329703
ENSG00000005882	5.87767336844057	6.13405053489598	6.60474842710975	5.36767852467934	5.58642988577153	6.14004446331996
ENSG00000005884	24.5721073736841	23.149033337808	24.8262666745005	28.4426274098075	27.0075773658889	27.6042524720297
ENSG00000005889	6.32221234019708	6.55566650297633	6.28094296279381	7.7685450060037	8.10919331179893	7.62411202031375
ENSG00000005893	175.126490141821	175.479559422907	166.789630796271	142.800593578466	149.310029396675	141.000343420167
ENSG00000006007	43.3062518532772	44.0470830798464	42.8338630245697	42.5263680703385	43.5925011423345	42.2180316425982
ENSG00000006015	18.8225550416846	18.8148348155621	19.2270696049899	17.4281571350814	20.2630068519197	19.9815873152615
ENSG00000006016	8.34204994384567	9.2050488795212	10.1974606681983	8.31202156287716	9.98495027424283	10.6746502120707
ENSG00000006025	9.33614904406582	9.11234643999773	9.00462508996366	10.9213639981473	8.79387414541403	8.99580487108068
ENSG00000006047	12.0611736860033	13.2164243080206	15.06249941258	8.05049511054317	8.01764633587542	8.04642669732263
ENSG00000006062	3.00725986065156	2.66582934677544	2.73643440504025	3.98003342225621	3.69200098816941	4.0017258064901
ENSG00000006071	1.72815220704515	1.57574603837404	1.58189453280723	1.91979350473258	1.69120989313209	1.80568121240178
ENSG00000006118	58.9830557972907	56.0697737192124	59.1772094294501	59.0375265471103	59.7449835039415	62.4150470603113
ENSG00000006125	57.0851856724346	60.1633067374012	60.1430695405021	61.7161283133618	63.2209511485999	60.8179004575182
ENSG00000006194	14.720792824515	15.2878642137554	14.884857675964	17.2574496473809	17.9043412508657	18.6745453066749
ENSG00000006282	35.6569507487075	32.2774083120695	32.8702783937288	37.5103417611998	33.4882986412165	34.9786401820585
ENSG00000006327	182.526616200533	145.067544373661	143.682817548349	225.379937698198	205.078075533442	212.237171967374
ENSG00000006432	26.7535286227794	25.0125974170594	25.5941093955624	31.4965387220284	25.1068053345053	24.0474717165068
ENSG00000006451	29.6994725536586	28.9045801447276	26.8911082696429	33.4759097247987	32.263283668775	30.6404660923762
ENSG00000006453	6.29810157378966	5.61723513434029	5.73286364549707	8.19200083806213	7.25283833832611	7.00803751327386
ENSG00000006459	4.48092073630137	4.77400604561425	4.48110933393025	5.03817704166411	4.92472691015966	4.53537511583421
ENSG00000006530	9.11898187555799	9.17643248612006	8.82299304105553	8.17422620705804	8.43923711539057	8.49050912952078
ENSG00000006534	3.23688789400032	2.77441147357913	2.83424480363009	2.14615731666982	2.01179123750569	2.16432600900629
ENSG00000006576	18.5594252319327	18.740426713102	17.1297088219537	30.6938372271621	30.0138788335076	28.1035477987259
ENSG00000006607	17.0668821877218	16.8864208833483	16.7511573176949	20.8482895478774	18.9277418556063	17.7393796424319
ENSG00000006625	48.8282640408881	50.2997096352998	50.258793073691	25.0902337312312	25.0629842605572	24.955091683149
ENSG00000006634	10.9780500263208	13.2309753376965	13.0497209652004	7.16613438778259	8.47130972865956	7.89434370895622
ENSG00000006652	14.0850082035029	13.4815353866516	13.5589643960125	13.9086428505346	12.1752498192744	12.0945902767925
ENSG00000006695	6.15980803311711	6.12830182128221	6.27085710681294	6.24962391928794	6.78903142011425	6.63767872586209
ENSG00000006704	13.7169153839437	13.8156649609591	13.8836891847433	14.6269310926978	14.3623950578736	15.0492992602207
ENSG00000006712	45.406768113285	48.6963203216579	49.2068253946357	42.548268804869	43.1380721543731	47.4752279397058
ENSG00000006715	13.392094699195	14.0386049566591	13.3323631283874	16.351211267438	15.6837243872004	14.9318276721159
ENSG00000006740	4.61890154786263	4.93743712370824	4.77886453035866	6.70131134789407	6.44112207872628	6.29377942044806
ENSG00000006744	24.7758689064816	26.0137098238467	26.1923683132851	23.8714988655848	24.6554666537469	25.2427560946233
ENSG00000006747	4.21162129001225	3.18684176330585	3.22451546480398	2.78233147880171	2.34373501619158	2.33979969578691
ENSG00000006756	20.256182299384	20.2935689403246	20.3908357199118	25.9078673234382	26.8657123062963	27.3220719988564
ENSG00000006757	3.26292559696459	3.04581544397736	2.86871553909204	2.9516092454072	3.37483614489538	3.4602677115034
ENSG00000006831	83.7083054213011	82.8242622375546	79.8701697918757	69.9009411065819	73.6827204796114	73.6339555240273
ENSG00000007047	6.34438117259623	6.57942839504066	6.47556321780241	6.72085496746818	6.34246286666459	6.85545041570185
ENSG00000007080	42.279726410305	40.3343379932194	45.618127395883	34.0862322982768	36.4652916825906	38.9967988259438
ENSG00000007168	28.3093782397955	29.4125093294783	28.1103442015489	34.0411361617258	34.9369717717274	33.8150445561626
ENSG00000007202	38.510922428259	39.9787312169494	39.78189484284	37.269436764344	36.9093558891153	35.7677312520348
ENSG00000007255	31.9659815738636	29.6622896312759	31.4539757713707	28.8989310851084	35.1612534523031	35.3439307918804
ENSG00000007264	3.77561588934263	3.42248034013664	3.63554917812337	3.44122486775417	3.57712532065659	3.81751058041648
ENSG00000007341	7.2778288796249	7.65529474344526	7.35951141761993	6.98837759757391	8.3326068192676	8.31536598874799
ENSG00000007376	20.9081134920873	21.0223308565701	23.1566979087586	19.919290810777	22.4068360306684	23.3693992119951
ENSG00000007384	36.7554469571063	32.7990589618928	34.8873141077497	46.0163675835584	39.6013885303541	42.7145808586608
ENSG00000007392	34.3656764140795	31.9597918137886	32.7264761336033	36.9554288774998	30.5649185928119	30.4143962857043
ENSG00000007402	1.32717649843583	1.31601273493212	1.336849492234	1.56539765431443	1.48429021142718	1.45190780501531
ENSG00000007516	4.54264026833477	4.78623994855722	4.91119162438472	6.43923530337145	6.35271650324541	6.52318188821661
ENSG00000007520	29.0901407439802	28.2149798616412	29.659711575289	30.2505631326013	32.8910179730067	35.6028372452248
ENSG00000007541	13.0578245286171	11.8757844253093	13.06816160445	16.3398936584458	15.3777366084172	16.1944563069663
ENSG00000007545	4.64180738106844	4.43371134123509	4.48886270538585	5.66313218731928	4.97844443004276	4.88420409165148
ENSG00000007866	18.9136465665878	18.3916736909192	19.4911795254198	17.9479542895325	15.8794908443663	16.8264493122333
ENSG00000007923	12.6946237122696	14.21839200618	14.0754689156524	11.9488978661611	13.0190029880744	12.7708523566681
ENSG00000007944	22.5338762672428	21.2680844468444	21.3181439812405	28.0891868487299	28.7248103783113	28.3930036860313
ENSG00000007968	5.05811617415014	5.91073553502388	6.1982363217866	2.92370816773976	3.30414045114688	3.36337640871754
ENSG00000008018	205.385729311806	218.562663950123	215.743500997214	165.236559360358	184.911379962502	185.486836211335
ENSG00000008083	19.3750004649882	20.1699652634467	19.6693129535716	18.651093705249	16.628578405892	17.1746858019427
ENSG00000008086	4.3758685143125	4.13645345029776	3.99963747795196	6.76587393768118	5.35618422719349	4.98616470225732
ENSG00000008128	2.35091877923185	2.37020666592308	2.18922105047116	2.80126870180529	2.3974972411247	2.53376901944918
ENSG00000008130	34.2933031030113	28.7479771850759	31.2340257155166	41.8235994553261	35.4068023240242	37.3479606881252
ENSG00000008256	4.70909247619621	4.51272358160556	4.53349040448622	6.6385236699551	6.47960238176011	6.82408209804289
ENSG00000008277	4.79580191829364	5.53627374443148	5.27490086145683	7.09952451198798	6.69669246009196	6.59610456358969
ENSG00000008282	132.766669672505	130.949545151816	124.591967808896	124.004133317379	135.430030762854	129.948467973316
ENSG00000008283	132.895846384572	129.439577986223	135.808703132389	110.326022821876	112.704913302083	117.738915677929
ENSG00000008294	37.209115699441	39.6383994974331	38.4854575529953	49.159121766928	47.2003860194625	44.5213467877095
ENSG00000008300	3.20590047339961	3.39988623013806	3.43130237784798	4.26364473273323	3.67974658090885	3.67696600994147
ENSG00000008311	1.39963890381521	1.33584750136536	1.39666802416024	1.79237928888353	1.48147014039949	1.65432235332201
ENSG00000008323	3.67447400146653	3.43919094897199	3.6413508624637	4.60154908826892	4.63200484906633	4.89752052690896
ENSG00000008324	14.7882623204962	15.2432811054291	15.1697768094354	9.7813320615833	10.5994212756699	10.1492638516086
ENSG00000008382	14.4012993846938	15.5186967267965	15.865672644858	13.426634523199	14.7598564963227	15.3403909254229
ENSG00000008394	220.482769096073	235.173063321578	237.308935207403	198.650142004832	236.670754041312	234.787795061665
ENSG00000008405	10.3315866890924	9.99679462834846	9.59260861909742	10.6970878101428	11.1136370331889	10.6744199571855
ENSG00000008441	4.9957227613923	5.33989797476053	6.1925581694492	6.27544736519031	7.97639894188957	7.60359689703281
ENSG00000008513	33.991967874497	30.3718005772903	31.532729716256	36.9637446390439	33.3604217930889	32.8937982917414
ENSG00000008516	1.29071319076082	1.36480080796315	1.36818120149169	1.38927225959804	1.3609108870135	1.3403995984348
ENSG00000008710	6.33213990920664	5.93678441352106	6.2635410163014	9.15275035439623	6.83257834864487	7.04530048243919
ENSG00000008735	3.99509773766142	4.1549963547946	4.42412208426889	3.24715986049163	3.64657889683899	3.81729777239997
ENSG00000008838	10.1481846762907	10.6820618454635	11.3915819003447	8.41106381322916	8.11809397786995	8.60806422124125
ENSG00000008853	6.13241828038925	6.8917225103009	6.61573547087451	5.60159000101618	5.45263619863675	5.86930586360435
ENSG00000008869	8.36565973863538	8.82122207046829	8.43649599028481	8.83890894803731	8.29405793940722	8.00421408362167
ENSG00000008952	23.0077139368683	22.6917743584609	20.4451207827533	27.8786377579438	29.2191847484976	26.7406229449211
ENSG00000008988	759.761038344484	745.448177618685	770.72690254362	577.571801773884	643.416116103209	662.277296612935
ENSG00000009307	973.551215275942	962.048306942454	919.297592227368	981.738292437042	971.269104291567	954.537454746525
ENSG00000009335	54.3960835220423	50.83913977036	50.1361105910646	51.4013809341765	50.211357016359	48.5917234957382
ENSG00000009413	7.32217881865458	7.53836315727354	7.01583425966554	9.35588658419919	7.14808154556023	6.81266944941396
ENSG00000009780	4.02814475347602	4.23900676283283	3.99686728383077	3.91239023233571	4.10319751083509	4.17041529013608
ENSG00000009830	8.09787652516665	8.22323100932473	8.19309266295289	11.5044151941022	12.3033062429696	12.8311214905837
ENSG00000009844	13.8014289467402	14.7379428372335	13.8345046188097	11.0938827238109	12.5314177904377	11.948519831133
ENSG00000009950	1.9005557110532	1.90775063957312	2.11822666968603	2.31936003852694	1.95140489875085	2.14144240787077
ENSG00000009954	34.380853624276	38.2992324264481	37.0413915651651	23.1005307375698	20.5471734866293	20.5227747646695
ENSG00000010017	29.039855905431	28.7344571172681	27.4810381265725	27.5050564713798	27.2305654069529	26.8267194520596
ENSG00000010072	8.1677140736885	7.87465207745097	7.89236971683908	8.28032417641218	8.67972381194604	8.43866188042837
ENSG00000010165	25.4749638809398	26.0705239349069	26.8948541731015	21.0560564818793	21.7235331989045	22.3986852201766
ENSG00000010244	58.5293114889037	60.5763406827384	59.731479182073	54.6131404233479	53.8031000071226	55.1273334905744
ENSG00000010256	93.2594964638434	97.677022920536	99.6478626966018	78.7342628187666	86.1942323450485	90.5033667544106
ENSG00000010270	16.322948066089	15.2066815353721	14.5009514123714	11.750408177173	12.0876999386989	12.425902143542
ENSG00000010278	292.705643411738	284.5499660751	266.952476617195	276.617909814764	324.526298823487	320.436746682803
ENSG00000010292	27.9706779395236	34.0028225595429	34.631300643426	17.7456304151788	19.7711191426217	19.5408962851792
ENSG00000010318	1.95571129272577	1.88536702135107	1.94155869621853	2.01967744325094	2.13839531394043	1.86945607801556
ENSG00000010322	12.4679728679101	11.4355112443473	12.2125724809769	13.2452221049972	11.0479876567962	11.8942528526639
ENSG00000010361	5.4019099903904	5.10211719799681	5.13229623808111	4.41537022510615	4.25831878939288	4.51081378910806
ENSG00000010404	21.3929785483873	22.659049190332	20.9847729203656	26.2352884040417	27.7240731499261	25.7485776645673
ENSG00000010539	6.86585876813782	7.1872557343342	6.72727884438528	6.91474889066667	7.03263863102731	7.24296748717657
ENSG00000010626	3.45521698783169	3.31802519033512	3.17783238543467	2.12920647675423	1.91672141573118	1.94025120265353
ENSG00000010704	1.70394510385538	1.60980965245371	1.64473999059121	1.89790626097651	1.6107622229162	1.59399827206606
ENSG00000010803	6.46533067277319	6.30464719103129	6.64573952743218	7.40650511250356	6.42189010895964	6.77681725922216
ENSG00000010810	1.70275935778433	1.53777228229282	1.49632554075713	2.32124627723862	2.20769595795334	2.2101717174175
ENSG00000010818	3.71632849851411	3.97601263152599	3.81076425395479	4.34845245909607	4.11137459255074	4.03766976403529
ENSG00000011007	27.1341120583655	26.9850432311228	27.1210551605019	22.2532362235352	21.3179949715333	22.1647518326692
ENSG00000011009	41.7444645995977	39.9221802336604	43.409134256365	47.4472904760546	49.1311449935272	52.0699597260723
ENSG00000011021	4.13472208463566	4.39371639213213	4.24695484755942	4.8862000149366	4.22521575702941	4.43742650265497
ENSG00000011028	2.58444747914946	2.71465043540833	2.75859337154933	4.68244201910863	5.78161766959632	5.94355278016934
ENSG00000011105	6.31720332077776	6.4170416663351	6.54827432974411	6.91271565907868	6.61576120286185	6.95965237065525
ENSG00000011114	10.2795834827413	10.3074454279133	9.6246142823724	16.5916442769466	15.326995008789	14.3407895387321
ENSG00000011132	3.50964660908675	3.26103330261319	3.39373375557536	3.46289957418214	3.3138353108253	3.75140143975018
ENSG00000011143	11.5791792625386	11.645048744257	12.2499445850633	11.7922752331542	11.5746695684386	13.322115573198
ENSG00000011198	35.107161314176	36.2845087443417	34.1744104595824	24.2515608054231	26.4112976768918	25.7651256531303
ENSG00000011201	2.58384839328739	2.71957254380868	2.62215490983978	3.79958936433479	4.14714193288847	4.08988456872013
ENSG00000011243	20.490334207618	20.3577048123843	21.0318568139795	22.0635162440137	19.7548006203295	21.853192523413
ENSG00000011258	11.9110324780751	12.9343843895744	11.5699720077399	14.2028912915554	12.6879243409924	12.1272201528864
ENSG00000011260	50.6702502044845	54.9804619815762	51.6048968242166	40.8688846675828	45.0069715770618	44.2965380221895
ENSG00000011275	29.9298112985976	29.6296816112175	29.255778884042	30.6476948515933	30.0388013047649	30.5261720055382
ENSG00000011295	20.1362026999131	20.3240355144979	20.6295247112109	20.7562032220505	20.8787727226915	21.5282732982225
ENSG00000011304	82.5434315499217	93.6786665062476	95.7976986688836	70.5354323579614	80.2503807534704	81.5231278962187
ENSG00000011332	2.74256207437867	3.05280939592457	2.82760515007881	2.25770908823852	2.19338547841024	2.61835170187838
ENSG00000011347	20.7327321047993	20.146531392106	20.8168238380256	16.3342711130517	12.1407483720874	13.1560979162182
ENSG00000011376	8.11617379430571	8.32668218456092	8.23084355192401	6.52392624244793	7.15842244147949	7.4782514401898
ENSG00000011405	11.1808879456749	11.9274863942154	10.9325684213773	12.8287993789916	11.3899468379163	10.2939436990818
ENSG00000011422	1.9066895270418	1.79370977479109	2.08512719817252	1.82717540876992	1.74452591046957	2.10871287646229
ENSG00000011426	29.6353672315531	35.8096722164028	34.5382979244973	18.8490500856257	22.6300094016847	21.2253976094275
ENSG00000011451	12.6490897285551	11.5070205935619	12.8869838410313	14.6051835890217	14.5887010821097	15.3768618965737
ENSG00000011454	42.1190792549469	44.8293629450807	43.9251683850864	45.2238565414759	44.9536533415719	44.6867562297007
ENSG00000011478	4.93993933774305	4.45697957969747	5.13353012767146	4.43170748410149	3.96623089128823	3.98022021193064
ENSG00000011485	32.3502198629408	32.8476047134927	33.3320355902637	26.016467092258	26.2948976334138	28.1768709632976
ENSG00000011523	3.6331963810504	3.69261903630933	3.68674115979851	4.37726468378181	4.39438687100826	4.49637181445114
ENSG00000011566	18.0125073679476	16.9714867372474	15.7084780376309	22.4300445175413	20.4477147896961	19.0677998719267
ENSG00000011638	26.5583802528387	22.3796210799271	22.6410005207049	24.7383735233784	23.9480431927573	23.6983363069977
ENSG00000012048	5.41696235071698	6.72207976086154	6.56143167160281	3.69144900886555	3.71736982169421	3.57123784004873
ENSG00000012061	8.58298464165184	8.29500768911148	8.6364485535247	7.05990260280663	7.43083319391453	7.63142372504719
ENSG00000012171	9.28741201576375	7.36064604384754	7.24483754202088	8.10901056178128	6.46371289680886	6.92363025679854
ENSG00000012174	9.86153396728461	9.91015540450579	9.54272190240872	7.09423249880064	7.18096982276623	6.77248890336238
ENSG00000012211	4.88303171330603	5.00617554485344	5.30859511116452	3.83400061337417	3.96336742174463	3.84655585026598
ENSG00000012232	5.58379596618773	5.99833313173915	5.90470160529272	5.10181012511731	5.25665510018982	5.00388490879766
ENSG00000012660	33.6598421389907	33.6302987151888	32.4086623114327	30.9207145329232	34.02021821063	31.4007867782514
ENSG00000012822	9.28915208393291	8.29311599847106	7.85088510870547	11.2173074388502	8.95087404516697	9.57303880587307
ENSG00000012963	35.0203196895192	36.785940822695	37.3417034893931	24.7454266385324	27.1142678194436	27.2435574513273
ENSG00000012983	15.1013752901154	15.1522426862958	14.0081832359564	16.9365202491192	15.7902681288317	14.8545820354985
ENSG00000013016	3.2457713031454	2.93389648495084	2.9296946347316	3.86965578598959	3.61274223584974	3.52028245161418
ENSG00000013275	77.9210091778719	78.1393858700055	81.7431590188809	68.2018930304049	70.4162361089745	74.4635521286329
ENSG00000013288	10.9416752496483	11.4306937256731	11.6641540927491	12.4472841811765	12.5833775937227	12.961940518985
ENSG00000013306	122.597390665506	122.989352252536	132.570431156974	113.547328860213	120.297298147622	129.541700957961
ENSG00000013364	30.5893864934366	26.1554102200425	27.0329374147575	33.2601237370386	33.6528100902833	32.7216968223509
ENSG00000013374	17.5174311292637	18.1362689160204	16.7997039942914	19.6717940856361	19.8848241797639	20.0907805860281
ENSG00000013375	9.7821658236138	9.09903203779162	8.84165479620087	11.5921722890076	10.8820460748042	10.3387948883657
ENSG00000013392	5.80384270774681	5.06020771701141	4.94324955533105	6.50426087873434	5.89480212308692	6.05848411346394
ENSG00000013441	18.2644092996931	18.461561329258	16.8649675555295	23.7874061445757	18.2923560128937	19.4045136937379
ENSG00000013503	6.3250398304652	7.04319010037721	6.78513876193798	6.67711661735017	6.67373617030355	6.84916943766911
ENSG00000013523	14.0601129014931	14.2387639211068	14.3860571870226	14.2113145030141	15.0007824978305	14.6926897053662
ENSG00000013561	17.7272259004443	17.5953150870732	17.0866931338566	18.8608395638016	20.6503904968435	19.8146182230162
ENSG00000013563	10.787604931042	10.3344346249482	10.4524613279435	9.96060860863298	9.50974285826347	9.86822865946901
ENSG00000013573	9.32350237758323	10.0021266804112	10.3842733089827	7.11814382700898	6.53965120061743	7.11262823625079
ENSG00000013583	36.7473493858284	33.8185980240465	34.4601060971075	29.4494099606443	33.8466500656033	34.4967127542741
ENSG00000013588	49.6252593135892	33.4723600695362	33.3705463901712	53.4753023276959	38.2780211322419	37.0119339678307
ENSG00000013619	2.16054017954485	2.58331119398029	2.48748326133295	2.14618496073064	2.10457313284022	2.17038417366971
ENSG00000013810	27.6069159280573	31.918632501197	33.7499931676692	15.1890578425403	16.3655187841956	17.845781068306
