MYC_GFP_untreated_rep1	MYC_GFP_untreated_rep2	MYC_GFP_untreated_rep3	MYC_GFP_NCS_rep1	MYC_GFP_NCS_rep2	MYC_GFP_NCS_rep3
ENSG00000002822	6.57894660853754	4.97992388658791	6.82022715823407	7.39408412441944	7.00106546763424	7.26690124110803
ENSG00000002834	10.5770774558445	10.55339680197	14.3868342546377	11.1934857675909	10.7959801983761	11.5712501714555
ENSG00000002919	23.1628797927016	24.3802513553559	34.4407508265496	20.4641821218468	18.0053322355446	24.4478896577808
ENSG00000003056	25.8301763417672	23.1715650052987	26.8291922048804	24.7459901664968	26.9687578900748	24.6061150601348
ENSG00000003137	1.44426299894532	1.2602373934937	1.32314188131642	1.50944150010669	1.33867412626974	1.20313741262061
ENSG00000003147	35.5853722081031	24.8746837561141	35.925792141735	21.2946656665938	27.1859251190151	28.1341549984875
ENSG00000003249	44.9233253713149	31.3401946722044	64.3096962627602	29.3700023893309	26.2069336566255	37.4493722842955
ENSG00000003393	7.25951590356682	5.57115049788958	5.01770651898311	7.95815934669568	7.93862358100263	6.01624128421552
ENSG00000003402	4.2820719550642	3.66874527491462	3.27004296697014	5.47643768433013	5.59548247706007	4.45369746902122
ENSG00000003436	2.83858570216537	3.69470197509216	2.6764188815638	1.74962752376414	2.03822620206556	2.45303698187032
ENSG00000003509	20.1310753920827	14.908242918941	13.7641043119985	16.8945748033287	17.6571224436999	13.030248991865
ENSG00000003756	20.7828028012161	13.5753833954262	17.3817121363972	19.5514262168504	20.0020406198925	19.9455160585693
ENSG00000003987	1.7713744536482	1.8300661823522	1.50640316743285	2.28946854949379	2.00358886294068	1.43892522215558
ENSG00000003989	5.79942761989048	5.28144307260353	3.7257639603894	6.89150397120852	7.54638729037207	4.85941580518053
ENSG00000004059	77.2626728497172	78.1640856351303	106.428169999262	55.816431966002	58.6130632949238	93.0573349897916
ENSG00000004139	1.2429137741387	1.11982517719297	1.06867197322128	1.14074207522652	1.1559410300193	1.18706747815914
ENSG00000004142	33.1341500395372	25.4956271075249	63.2039649649577	22.6088166562608	23.9886923142215	29.6813795915672
ENSG00000004399	1.83346281184289	2.04153652045011	1.5471638396353	1.77025678102777	2.15214130590539	1.72267361076645
ENSG00000004455	181.421034551601	120.539391080952	194.888926735567	119.526928854989	145.878090711484	135.317136542889
ENSG00000004478	35.1297724280604	25.3452684825498	34.4982008607076	23.6683686233566	24.2949453936617	24.502880166164
ENSG00000004487	14.9924901305634	11.3308248612225	13.8366061419477	16.1015055692688	14.0512256340446	11.3530202416783
ENSG00000004534	10.4833016164673	7.29479763648713	12.2115099450455	8.61499494403739	8.85850859119818	9.517930378719
ENSG00000004660	1.99566407867754	1.88325059900459	2.91472674666074	1.40595181226576	1.49477029527343	1.539571280674
ENSG00000004700	5.4907930809276	3.74019436139783	4.20363465140614	6.92209079899725	7.07663677175412	4.037315656118
ENSG00000004766	9.46041980811686	7.23472958435287	5.80096509384394	11.2918894320405	13.856937372833	7.22904698191063
ENSG00000004777	1.40868050369542	1.31919215811617	1.57927663327744	1.16662707299152	1.373858312327	1.53983934140182
ENSG00000004779	278.627979914355	347.783104219124	365.965569060496	256.141351095995	256.511527382186	353.637979047527
ENSG00000004799	8.51638463739069	6.16758601183797	5.50765425778571	7.06964910259485	7.27513027316533	6.51673300604322
ENSG00000004864	46.0398885789008	41.1405852583336	37.6823739201513	52.0936468318313	48.0663295354984	43.7084318522176
ENSG00000004866	18.6225551130217	17.9250507271817	17.6122493602628	14.4815121831077	18.1653529954927	14.5151524566105
ENSG00000004897	24.1455116724537	25.7837654543332	15.0220296973289	21.6471950451703	23.2385630548249	18.8619226340329
ENSG00000004948	2.70348815365038	2.23406573570055	1.99456294926023	3.80838002757049	2.98744820976238	2.62555733346233
ENSG00000004961	69.7825261616987	59.9491983817865	79.5190777754713	50.8298371548655	53.927522444546	54.6136460422187
ENSG00000004975	2.45061753227051	2.37330583920172	4.54169556103241	3.04317459090409	2.82297098786502	3.35836034386706
ENSG00000005001	13.3505434938178	12.4764544177242	13.6723955712779	16.1066779082011	12.8196535417105	16.2909741167433
ENSG00000005007	9.72171420867939	6.96123783804618	9.79758001489727	8.24224881600188	7.56265344888441	6.81157348183185
ENSG00000005020	11.7809576219053	12.7616365426187	11.1109150257172	10.8377899965033	12.2295130169773	10.5982736129099
ENSG00000005022	502.436281795814	450.215625073389	672.273731107159	338.900580797315	366.276447685502	490.203485074498
ENSG00000005059	31.5203699748538	29.3471263506541	36.2870934397529	19.3052915796782	23.565841846172	27.3660215846865
ENSG00000005073	1.97326505139316	1.71543549514143	1.87128625777168	2.12043093263842	1.69830325294483	1.48865095538454
ENSG00000005075	163.546750616527	171.006127167633	205.453116496423	139.467365832575	148.536042747447	206.588429699354
ENSG00000005100	9.35583653879009	9.10826894493618	7.84278475615805	8.05564052245325	8.49909566516123	8.03350904771262
ENSG00000005156	3.42447276195261	2.36827038445798	2.02220548456427	2.9323682145158	3.80456043963969	2.69743879068144
ENSG00000005175	22.80257271155	23.0739633353442	20.65363965877	19.0749859892505	14.9613979018708	16.9506174301664
ENSG00000005189	10.7022583282709	8.89193425275176	12.0191144099155	13.1626132444771	9.83140686356573	9.71077902308763
ENSG00000005194	29.5406003319227	27.1332196140911	43.6029233018294	22.3911318165201	22.4896693049369	28.586482789808
ENSG00000005206	2.92227099015339	2.07504310889411	2.01976608874929	2.48041224725305	2.56309441230838	2.38895870896158
ENSG00000005238	1.22767420193741	1.2845129893172	1.44840065596636	1.41772260934064	1.08330996181815	1.30536904643124
ENSG00000005243	8.33143312783581	4.14372845444394	8.85015572510915	6.09917127473676	8.18893266803546	9.76409770715467
ENSG00000005249	21.2660219362336	25.2943101604765	16.8468288059612	15.9428439907322	14.9451481411817	18.4582536857925
ENSG00000005302	6.44682598558864	4.58852638901839	7.56781772990325	5.75880999704851	5.81324126696683	5.60834349149811
ENSG00000005339	11.9340287848127	12.96904113036	8.98094340810852	15.3707868458496	15.2414304071837	11.6478878987608
ENSG00000005436	8.45731465053951	7.5639998173322	6.08642788320763	8.85460882485818	11.4674713963386	7.27841010340113
ENSG00000005448	24.024888552357	22.7110034848607	30.6366463356251	14.3109172890417	20.4212928688463	31.7285922747107
ENSG00000005469	29.8852805646544	24.8747021414085	24.0801671527203	40.9881358744113	43.0463234415273	36.8259752194076
ENSG00000005471	1.76293561842357	1.89813254218398	1.68299516040925	2.33892698629404	3.02298152677151	1.52580161048428
ENSG00000005483	73.1942076491297	95.9867075157621	77.2996555367367	74.9031186233524	73.693124824777	81.5466732958885
ENSG00000005486	90.0953181416246	81.6969459747153	122.38268051327	67.8620902502219	71.3991929067022	87.6666905094707
ENSG00000005700	19.7079590176732	15.271694407426	10.7954790288056	22.8717068513355	23.9246946059479	17.4186374284307
ENSG00000005801	35.7278666065288	37.0725828629831	30.4653170810058	48.3477560312402	49.4019377461626	47.0125162599426
ENSG00000005810	4.27670849696339	3.80424188364738	3.54329828245218	5.5089272689419	4.70968682073642	3.92214095469036
ENSG00000005812	16.2901993812708	16.1813228623547	12.6415872063075	20.5732868458181	20.1983601116237	13.017862721285
ENSG00000005882	2.71877476372485	2.51146147120358	4.00897695997893	2.7285863489279	1.97833503708361	1.65200810616716
ENSG00000005884	4.40527304895181	3.64713744757339	4.11287251248049	4.51987907064042	5.18274599503012	4.56731887982991
ENSG00000005889	27.8240244152491	22.6157030833928	15.3022134917231	32.1514692291578	33.7603362888392	19.9290131695556
ENSG00000005893	64.7770478148445	51.1065985691889	40.6958686373477	61.3150122210886	64.9814923520345	47.0146594792113
ENSG00000006007	45.5652944585291	52.3513240262696	44.0517915604829	41.3576273433906	38.0468252088628	54.9536787956535
ENSG00000006015	37.0189271105575	22.3639356810483	38.2918826180941	19.3889558312647	23.9216586246731	31.934026681835
ENSG00000006025	4.01223408373321	2.94186844955827	5.87958351786977	3.89491800912156	5.54888156148671	5.02268257641497
ENSG00000006047	4.73359537550763	4.22627236964095	5.55133813007696	2.65181426983404	4.48813873992153	3.3246583712714
ENSG00000006062	7.42189289856628	7.12034538105795	8.57123613697514	7.69778661858212	7.29432847024898	7.67677762657133
ENSG00000006071	1.42720026641114	1.41707083452286	1.45414534671497	1.55519219717649	1.32566672739451	1.71623034625266
ENSG00000006118	4.96437704123509	3.909540472698	5.36018683307292	3.35525931233233	3.85521752475633	5.05122934932106
ENSG00000006125	12.811704262076	13.6209420528335	10.1619002976811	16.388803072154	14.3746032260583	12.3060196682037
ENSG00000006194	22.4981261123545	21.1780276074852	25.9081149102461	20.6849934137508	20.0437637583264	17.4503342325556
ENSG00000006282	9.43016026861618	7.02579212593492	12.2532872017435	4.84390438485968	7.26683426147929	8.54204842625727
ENSG00000006327	582.528223640744	485.126646194958	823.454585076913	350.583195876116	398.781383888047	480.382400304221
ENSG00000006432	27.6679874331498	25.8496846626669	29.2095817039158	27.9117329435247	30.3937169668431	22.6419041038793
ENSG00000006451	42.1097100287059	56.9189080695242	62.8716409313214	43.6719557970003	43.0921265429546	50.2062419843165
ENSG00000006453	22.9525339369791	16.4657722468227	20.0714880867801	22.4282415867099	25.3138847442014	21.0863982665739
ENSG00000006459	4.44865176019682	3.92352782796336	2.36504663704033	4.69532582677535	4.73709634039376	3.1025089410522
ENSG00000006530	16.4978994543744	14.1885765818111	14.4767543144809	15.7392230711391	14.8234653299243	15.4016280348216
ENSG00000006534	3.05663265929399	2.89834738505376	2.38085388771712	1.9147595127731	2.53932269899419	2.59580781587693
ENSG00000006576	25.3026354109578	22.6206128834921	16.8166262793786	22.3826495833339	23.2318955215207	18.0888219825907
ENSG00000006606	3.42970151521337	3.33559667332799	2.84048377352908	1.91443420711422	1.91186683670463	2.36734884284598
ENSG00000006607	14.3062253596556	13.4915679898134	5.87042280784816	15.9527328108807	17.7895860691825	12.3092493945026
ENSG00000006625	133.185026733903	137.354406188645	131.726796940017	82.6049614830661	86.9428587720823	119.979816264799
ENSG00000006634	141.198098374419	172.005721373572	131.560636648498	112.552904730813	95.0955513537897	97.4752834738766
ENSG00000006652	115.911668877627	119.033725425864	108.296943649784	130.887001236053	127.82599060172	113.914822521859
ENSG00000006695	26.7975689864617	24.9376495831676	19.3863047253371	24.1806547185422	26.8252928189241	27.5354378611656
ENSG00000006704	6.78425891330893	5.58749545809527	8.61295893452396	6.24773263347997	5.90593662910733	5.01686959867747
ENSG00000006712	22.0822481927915	15.5534213619622	24.5781942529258	14.2221990699812	16.3704481237396	19.3510645153956
ENSG00000006715	6.49893091472991	5.06694647925672	3.35086546660465	6.57302661697399	7.24178613146419	5.21455188543991
ENSG00000006740	2.93855252039786	2.15357690492945	1.85394215193782	3.07005846710019	2.91411953725827	2.38821665695811
ENSG00000006744	15.998151375995	12.6595379190606	15.6756339409644	14.3535431709056	13.5077290644934	12.3978405179875
ENSG00000006747	1.27141248076446	1.11305683821177	1.17008170080443	1.21578739461932	1.13241941462577	1.11582874846184
ENSG00000006756	4.47310910467998	4.03173612882818	3.26331211566928	4.46725191854926	4.89360049929153	4.83003845455293
ENSG00000006757	4.38109133652742	3.82497476144825	4.55475407681533	4.46237296733193	5.0280939887105	4.30769949730351
ENSG00000006831	28.3965166065797	31.0805853848355	27.0958023339397	36.6957487021117	36.2323094406655	27.7483528419894
ENSG00000006837	3.48353413204286	2.9089280791268	2.1645905425661	2.73586115463896	4.82259748748627	3.6677250788529
ENSG00000007047	1.66320332564357	1.6375167778488	1.73072347768854	1.65520249464314	1.80892555044105	1.27992027854418
ENSG00000007080	35.3733230473074	32.7749994494981	62.8778415768179	20.8033512294238	27.4316054974844	36.2305097745352
ENSG00000007168	8.6168569239465	9.27474306578632	9.75495370128062	11.236787446147	10.8639551285541	8.16620621250614
ENSG00000007202	9.29594463233147	7.33663182893841	5.24382563357287	9.0053002696715	9.716381395603	8.48412412656371
ENSG00000007255	29.0735583768314	25.8158355442069	45.5654803276383	19.1674222148192	17.9219263438774	26.2750045627602
ENSG00000007264	3.78880579125682	2.45209592175955	6.22015210879124	1.93031439594978	2.62347927041371	2.62294347700074
ENSG00000007341	20.3635932652579	14.7853607866077	15.3089857285172	18.3975273332612	20.92521886377	16.1965508989075
ENSG00000007372	1.41965696902406	1.33769739453812	1.37568527665242	1.53663932545114	1.51186601685808	1.37214333585781
ENSG00000007376	13.5365915142399	12.5342848527722	28.3492680357511	7.69942708245908	6.56718144572161	9.23670929857962
ENSG00000007384	11.5393675351399	7.81391334506147	12.9117527988471	7.71423010947209	5.65998392377106	8.49634988374005
ENSG00000007392	57.4908169596403	39.7175410986736	49.4712821974628	48.0214504598475	57.6855818843972	43.0325162947478
ENSG00000007520	45.9551931589784	35.7156204982314	55.3401797047435	28.6264932853449	24.7079725476035	48.400296511628
ENSG00000007541	5.89546492916322	4.50488421833881	6.3216286402821	3.245474417769	4.25212787411883	4.19775860452669
ENSG00000007545	2.72437722049458	2.47883057507039	2.99772531053671	2.92308266941973	2.42279737030467	2.13373955671298
ENSG00000007866	4.91620214082011	3.93266257887846	6.59362276004121	3.96019747304682	4.48859302605645	3.57534155799256
ENSG00000007908	2.25457004689261	2.09461630756638	1.63744426858909	1.78800630351127	2.11665447919295	1.53747101396858
ENSG00000007923	11.3848384349683	6.77058737587714	9.92925513470786	8.43059923812807	8.71013179282389	9.25812917973131
ENSG00000007944	104.8038501835	120.233718072722	116.70919745544	91.7142844515501	85.8254329399951	107.700835499208
ENSG00000007968	5.57693062563356	6.42462854500277	6.45560015331053	5.51576684708378	5.56477449759897	5.0699417250685
ENSG00000008018	427.614514194003	488.263965194744	488.128225935983	399.442640278132	430.340116685582	579.797537478528
ENSG00000008083	19.3198541532851	18.8014187949639	14.9706244780631	24.3718826901521	21.5031048061044	20.4021326545218
ENSG00000008086	1.78626894162258	1.73146186674128	1.66634315652609	2.28230919891745	2.39379278896046	2.36776705906696
ENSG00000008128	1.96869879444963	1.59609634711641	1.67010789597386	1.3770049206777	1.64447961079426	1.48320018591859
ENSG00000008130	3.8024618094984	3.91841287565999	7.10843039451674	4.03042365561662	4.61639058677319	3.97139485786932
ENSG00000008256	5.30933622152997	4.69390264434216	5.59262334668806	5.01600243927628	5.0047270891776	4.07404344566348
ENSG00000008277	2.49979100794069	2.56184443746501	1.97646747671402	4.61337522432413	3.60541267308525	2.44081645045191
ENSG00000008282	207.197663427034	225.699974278878	207.54645666428	191.708327802735	188.083714732362	209.488448729773
ENSG00000008283	54.0400109886493	52.9343503589891	91.8587595814648	40.8336798140759	45.6044250000273	50.6232056936542
ENSG00000008294	29.5632134647994	23.9913108079476	17.5033805347301	38.3677747896784	38.0272329775096	22.4014074923749
ENSG00000008300	1.06606424969651	1.02293254645869	1.12814106950384	1.18854985054928	1.0940102384862	1.13425601783859
ENSG00000008323	3.88234924940095	3.03185612271857	4.5727735511056	4.68828997948769	5.32698201959742	2.51394389822141
ENSG00000008324	88.2173767401753	139.395256651481	121.319888806034	86.0375776435334	79.3700338433904	108.570217171931
ENSG00000008382	2.42542647922611	2.04781395108461	1.90075541645828	1.71792130395805	2.32953909072171	2.53357727587863
ENSG00000008394	482.408309307337	543.136958254597	457.437412249307	418.456728970913	397.804582266838	522.697821250948
ENSG00000008405	15.3839255754105	8.87889206986182	11.3565512494755	9.44718930979272	12.1597603222546	8.61616815009167
ENSG00000008513	103.696895161786	99.0091820488604	139.962073239942	96.8814392102782	86.1679821117538	95.9583871496999
ENSG00000008516	1.75100882436027	1.37241981068535	1.60828776570069	1.39368707324521	1.34896156026312	1.52326958983164
ENSG00000008710	2.2917894107648	1.94844035702986	2.02332071794446	2.03443025059623	1.64612066794439	1.90653674401917
ENSG00000008838	5.37969273126924	2.84795138130819	5.7319857103117	4.23270886006399	5.37493007825567	4.63689907495868
ENSG00000008853	4.22993299939503	3.56032983332809	3.99939215319859	4.18416358195469	3.94002195103356	2.82221203033954
ENSG00000008869	7.00416287651297	5.77326557645713	4.34032838769465	7.23201346420458	7.74586913548293	5.68821743341759
ENSG00000008952	32.3880216122375	38.2364113208301	40.9949230477126	37.0284064986476	31.2790860476839	31.8582725331124
ENSG00000008988	211.629530429964	255.919297781325	204.217466322269	213.386840649813	231.035594741436	303.176381019079
ENSG00000009307	263.364653901735	228.199009652615	223.385343571985	288.492523655717	327.193096079436	222.639560190361
ENSG00000009335	18.3121340988606	17.5326110895383	16.6786408008108	22.1138456370775	23.1303470495981	16.455403943547
ENSG00000009413	16.6842810431861	17.4091233346463	10.6361118161877	36.0846590750499	36.8900753440715	22.7758047108255
ENSG00000009780	8.07233813628001	10.4363474790206	9.14495101356787	10.3264213802543	10.4350225050957	10.072597877637
ENSG00000009830	3.99105348546484	2.65561838972561	4.52195490990151	3.2412639887658	3.43217476307673	3.23423380104626
ENSG00000009844	52.4399327942379	57.2104497806225	63.891887320744	53.2526031253664	53.610223013042	51.0033206524632
ENSG00000009950	2.81813812644941	2.05186837673584	2.519124563827	2.58142004329962	2.67554129235195	2.67498831702053
ENSG00000009954	62.0865074488885	49.5327631053043	37.8162969984667	66.0206087721016	60.0461363906854	44.2547706867189
ENSG00000010017	12.764600155803	15.9604031397592	12.0185270098519	18.7618846485583	15.4916496881078	13.3564454162682
ENSG00000010030	1.73677073983968	3.1312622810872	4.22457343997742	1.80105576025084	1.6989558728074	2.59708616659726
ENSG00000010072	18.8557748957114	19.3822859593641	20.5613632058202	21.9927622742899	21.28741029871	17.2543964909648
ENSG00000010165	20.6227919580917	20.2565368834051	25.7959583751233	18.2736567422557	20.9374079438247	17.6486630434607
ENSG00000010219	3.97155191424747	3.84359370853126	3.83993518922217	2.96469207702108	3.84080519558334	3.79090441532606
ENSG00000010244	75.7598010238993	83.0482766676731	61.6923581136355	79.4904381379156	79.6210548125011	72.0162937187161
ENSG00000010256	48.2842061645494	37.8017551681802	67.9606705189042	28.7089330862628	28.7316141993929	52.1258447637459
ENSG00000010270	16.7395207529988	18.2617444335555	19.3786944998713	16.5317549695336	14.5405365141334	15.4631956883905
ENSG00000010278	208.993453655487	213.929433392343	217.920233831431	123.432433970042	134.038809397249	182.38458677642
ENSG00000010292	14.7517813220164	11.2372146899343	10.9949625632461	17.0878352638045	18.1055351758927	10.5626568607243
ENSG00000010295	1.48916895732717	1.20376327393269	1.48170517229745	1.47866511362717	1.47732121087368	1.59645460196123
ENSG00000010310	1.23817060170044	1.12401242155208	1.63964519830368	1.48553417492545	1.48417098655843	1.58081343596418
ENSG00000010318	3.22382141503092	2.54388759882424	1.82950384202522	3.04006531326222	3.18502929006786	2.80770331268589
ENSG00000010322	4.34932719087139	2.38451177255916	3.47195050366045	3.37674600202853	3.15177683635102	3.40046572653875
ENSG00000010404	6.11349349231303	5.8918373903445	5.87253620935902	8.44193218694112	7.53305070372155	7.04477624549092
ENSG00000010539	29.216837578697	28.6678330429526	27.4547803266965	26.1052203177627	21.965992021884	24.8780302680128
ENSG00000010626	2.85711352562653	2.77278848398561	3.28597189539036	2.79830649358431	3.35954941918197	4.86838395144775
ENSG00000010704	1.57169655402493	1.44004155383628	1.2447711110085	1.27362964568727	1.66699453729067	1.54554269950098
ENSG00000010803	6.73706315027329	5.38682107994162	6.3155112764208	5.22021857203904	6.62747132926612	6.67453249040224
ENSG00000010810	2.59349349649267	2.09371116729001	2.13473747739007	2.3732266176709	2.0601583013286	2.54555394515919
ENSG00000010818	8.19485461576972	6.1079084167659	3.04995317841196	8.59059604520453	11.5606394963377	6.4685728281661
ENSG00000011007	81.871001687083	84.8584282799594	77.8450992791325	67.9080999000974	64.0602347341566	72.7365842305495
ENSG00000011009	10.161192135132	7.61121470166241	18.9852667888649	6.70109179829895	6.19499181479785	7.17314096848172
ENSG00000011021	5.06702545630477	3.8643341381568	3.54651297561287	4.16305230077574	5.27246893649581	4.35378450745288
ENSG00000011028	1.4135397927759	1.28709992329945	1.4524777383427	1.28101383441218	1.33626983014689	1.4482118023061
ENSG00000011105	1.66881008853255	1.79145672400392	2.55126047051204	1.81806105085773	2.37196716158747	1.70429116512007
ENSG00000011114	22.9062428619079	21.7549362047445	18.8280953632855	26.7671750518696	24.6263401664648	20.9761651284058
ENSG00000011132	3.29450814046274	1.50304058252132	2.78381446616398	2.40327409287967	2.32568508176246	2.91424648816933
ENSG00000011143	14.5940400169558	12.8161021936922	14.3473639488427	16.4208246712868	14.438623240183	13.8326573085787
ENSG00000011198	21.4338605270337	24.8151815505982	24.6953353745319	22.1088036581409	16.7548692821937	25.6572698328577
ENSG00000011201	4.16680096929763	3.64262915434023	2.89624710689814	4.69393470289651	5.24633025178601	3.53161419035785
ENSG00000011243	16.11183680616	9.03315625138949	15.2076683563972	9.89406081257808	9.94621231948863	12.2561718424788
ENSG00000011258	19.4657315156216	17.2203162071813	11.0632344758289	24.1257257757782	25.7037303536895	14.0196756484323
ENSG00000011260	109.768595069208	93.5551768591246	126.398342003386	77.415211202073	72.8439028247633	68.3794670055838
ENSG00000011275	29.0497174923985	18.2020631389494	17.0379643227544	24.2307386773623	28.3022152034682	20.3630935385792
ENSG00000011295	45.6728658589462	37.6965630979222	46.23689683588	36.6200606047931	42.0897660664775	36.7709665065909
ENSG00000011304	40.7712192554243	44.2382115152015	41.7115753155945	43.5338709783742	39.1476095117846	39.9982625276237
ENSG00000011332	1.92528719674702	1.70077868602201	2.58136782380455	1.72021938751746	1.41039845467564	2.12822328230132
ENSG00000011347	2.7594562888288	2.60674519806561	3.15667581110975	1.86083788821764	2.22159910844274	2.58425420110544
ENSG00000011376	5.15793613728092	3.9443793083273	4.49893120605145	5.74676237680282	6.34201988502798	3.97432028178002
ENSG00000011405	15.7728787276919	14.6377988969921	7.54814991102745	19.6751540265844	21.1031889680888	14.0082347959127
ENSG00000011422	5.70624876824984	3.90057318342701	6.07294959294694	5.81665518122316	3.81158941317262	7.79243198321175
ENSG00000011426	48.2129210092435	31.4831322176857	20.641234282678	37.2459317898215	38.8717706497228	21.8259858895317
ENSG00000011451	2.01513510189208	1.62467129053393	2.56969218696004	2.29811121113519	2.18190431170066	2.23777683368194
ENSG00000011454	31.0939175638356	20.8407438420201	14.7298357948497	35.8756880216908	35.7134866175103	23.0100839690031
ENSG00000011478	3.41140729204	3.44678939338368	3.98902438548495	3.79827625426446	4.09208680403972	4.769593084395
ENSG00000011485	13.8338080034347	11.5750627153462	20.8549158598894	13.1162532442634	15.0579470658631	16.4206563943186
ENSG00000011523	6.02649553511169	5.99867864044618	7.42541709483697	5.95733488370808	8.40131653896691	4.67182921067426
ENSG00000011566	22.216504580543	18.3598318674023	14.268272735132	25.5794535847554	27.3588939655706	18.5544775988983
ENSG00000011638	30.5531401280779	28.3789952798692	23.4267525337059	28.0512930656454	28.9302231327431	30.5119458580924
ENSG00000012048	10.6509872840348	10.0151515014494	7.56880327214108	12.1857189575741	12.5731517454183	9.19769830320288
ENSG00000012061	3.81453608122318	4.18119290012435	3.88835491408636	3.43502745303521	3.72124837403463	4.47367805778562
ENSG00000012124	2.88618410234869	2.12838425108019	1.79038490701951	2.52170622141419	2.37058543171152	1.39146660008989
ENSG00000012171	4.50908443986075	2.75775100099403	5.13551692329762	3.55356834324382	3.38386282901857	3.38307608783592
ENSG00000012174	14.8010560425286	11.1558530560309	9.91569237456646	17.8085903134617	20.5008958016204	11.4859294807142
ENSG00000012211	6.87615303837554	3.64352775530343	4.4087711015146	4.85248350530294	5.2430354721868	5.41359333405461
ENSG00000012232	2.70242567990105	2.35075280896669	2.46961518259036	2.53696318645999	2.65624864552001	2.53214218376999
ENSG00000012660	32.0776026717911	34.2541663058142	24.4821887628012	29.1318325351742	27.9516012282605	28.6959434030685
ENSG00000012779	2.25183754129172	2.46658596190415	2.54092111090624	3.7433933750353	3.79931173014567	3.0351911849056
ENSG00000012822	1.6833451714857	1.71161838503015	2.39224543700603	2.09523831639389	2.12090445937639	2.37911942112012
ENSG00000012963	26.6840023078725	26.7284957810216	26.9216389511637	21.836419802761	20.8147045535096	21.4959486607882
ENSG00000012983	29.6983540705354	24.1920887397793	20.4508553641266	30.1968404256216	31.2927126691182	23.7396330642248
ENSG00000013016	2.79726250941204	2.27610709431314	2.6820790655219	2.1657851640438	2.19572673074201	2.09572109862466
ENSG00000013275	48.0727502857976	42.0223113379294	60.4402328212054	34.8393821411744	45.7238874095366	57.3898902631056
ENSG00000013288	3.17153732543973	2.67608466305372	2.98974472049939	2.78117310486457	3.33706878112249	3.3674481163904
ENSG00000013306	140.648696670962	85.5483815660719	204.99321596472	74.6054098062467	83.5735992184785	119.236676676372
ENSG00000013364	2.7518770925077	2.21624034174043	3.41279271382926	1.76921892875369	2.36974868846871	2.47884036387804
ENSG00000013374	11.3294639888425	12.6604174272991	9.76629050861787	14.948572353613	14.1534640565312	13.7460847924394
ENSG00000013375	9.92653280809769	10.228341135512	6.94019722871314	10.9668289334466	10.7543051034398	10.0658744684742
ENSG00000013392	8.9482882148797	8.87781038544393	8.80204595377928	8.3341553852098	8.86633334091411	9.20379073355
ENSG00000013441	88.5701421579713	107.379873962191	110.599508770646	115.682278334936	115.273527697594	121.741270640394
ENSG00000013503	16.4540436800225	15.032703679954	9.43583395643149	18.4427833140682	18.163936709246	14.4049001028868
ENSG00000013523	7.8792314345477	6.36628454491828	9.81722839684707	7.11673627209502	7.62592110932759	7.53087828135861
ENSG00000013561	20.8819144851143	21.5404618865874	23.1989948338014	22.7365616095402	22.9445565061221	20.9779393681366
