MRTrep1	MRTrep2	MRTrep3	Controlrep1	Controlrep2	Controlrep3
ENSG00000005020	10.0412709522551	9.66729201126555	10.8397159700794	12.1764861205845	10.8844738461506	11.928867379869
ENSG00000005022	43.7855877066017	79.9335735632374	62.9561853688245	124.105958923844	41.8984768944263	66.1190393018582
ENSG00000005059	2.93694927194779	2.65788410718727	2.59008883635518	1.74303116603007	1.97125373936186	1.92849864953121
ENSG00000005073	4.29365774892212	4.98896651248958	4.50001947145968	4.34393844792435	4.24648439450663	4.18144669708654
ENSG00000005075	36.0073742860138	36.8903278262439	39.0461170072109	36.7442132987563	32.698303906564	35.8443919448538
ENSG00000005100	7.38238407991727	8.09295124242402	8.81832519157527	8.18464823955365	8.90444371152564	10.3717752722331
ENSG00000005156	4.16792500504471	4.39527898278045	4.55795898298046	4.69597482511249	3.81566459041004	4.91796178266472
ENSG00000005175	7.77283364305881	8.30335803317605	6.47034056781462	9.84344173540722	6.91016518347986	8.66024619398908
ENSG00000005187	1.66991942982459	1.55602527535993	1.45710393967912	1.51643344699869	1.75246282594699	1.64534003421819
ENSG00000005194	6.64846555553871	6.57510944081823	7.01551951097259	6.78224883546723	5.45825170178729	6.98534520999143
ENSG00000005206	7.6662519041757	8.05923121538989	9.70500643402867	6.67055397994118	7.38443422538424	7.82025281029265
ENSG00000005238	1.22721287131328	1.33556862431454	1.18809201382027	1.24178380107391	1.12009819241182	1.16995109755758
ENSG00000005249	15.6778869963956	15.8419673012119	14.1038218099487	15.2786311815957	11.2863906466176	12.4618734433863
ENSG00000005302	9.97264126346071	11.0537025716849	9.05078906068882	11.6612631483525	9.39238827546399	10.2657616368193
ENSG00000005339	6.98321660395214	6.93193992623763	7.12924370241246	5.60138711537645	5.45088286780046	5.97319034336524
ENSG00000005379	3.34462306788358	4.20176804280558	4.25258281863545	5.44085356481416	2.946999117217	2.92527840744572
ENSG00000005381	30.8691907974464	27.6678326186247	30.4863142644136	20.4760894029204	21.2913787446226	24.4223037410515
ENSG00000005436	5.08244154586647	4.8065189796938	5.04202394768279	5.20328749469975	5.31227910242979	5.54068418520746
ENSG00000005448	96.2214780334429	99.2327478630658	77.4661762423239	112.082358090256	101.005094700634	118.337296643025
ENSG00000005469	1.38869713173845	1.11089858444777	1.41025978397106	1.4120081641725	1.51845065747102	1.72078892262821
ENSG00000005471	2.94728823729739	3.53343490538192	2.97309994563206	2.89344154215771	3.01224354625074	3.20098804231212
ENSG00000005483	22.0727465136774	18.799795527136	18.4333550913508	17.3785332589541	18.6825828443646	19.8180115025007
ENSG00000005486	7.76754511852515	10.7181247919986	10.2085959161235	8.44894481593682	8.40003923998168	9.35844712303151
ENSG00000005700	13.3743364867367	15.2823239035283	12.8252514856944	16.6657464078778	13.177785212726	14.5498827407582
ENSG00000005801	5.70064234389302	5.86068122238678	4.63044607748049	5.55127986068216	5.2588658917365	5.54985728457152
ENSG00000005810	9.92720647034987	8.15789422451707	8.64594223310784	8.28230874776516	10.0790354188966	9.68804519300025
ENSG00000005812	1.7920008941405	2.50643042907163	1.78433547151087	1.82084341892324	1.56834688296486	2.24331341066719
ENSG00000005844	33.4478547794003	32.1374420854772	33.2055285795212	31.9821498324791	40.5536704108125	38.9630116109883
ENSG00000005882	1.42602024840338	1.61413314934013	1.67316527860884	1.20281022034848	1.32740285935	1.25343353591856
ENSG00000005889	2.19402675155913	2.32772369148158	2.29257887084027	2.61539762701486	2.22651947472418	2.2400069010675
ENSG00000005893	67.7567321395232	84.3484615988124	66.9566631046706	75.8931834280625	61.0105558393537	61.2004735248951
ENSG00000005961	1.48598074667457	2.26769758999704	1.43423502820552	1.23548621444603	1.15596009640158	1.32696195753069
ENSG00000006007	20.4753876560862	14.9896447022028	19.7696634529203	18.699674201035	19.5967527127185	15.9200603154804
ENSG00000006015	123.547165764926	146.41560363279	140.38292276511	107.645784282886	95.7934388556492	117.899616687105
ENSG00000006025	4.78924008577591	4.79587028440399	4.83156710845723	3.71336162704213	3.93199873371552	3.97424728288698
ENSG00000006125	89.8995299397716	71.1112866245212	85.9099931695325	68.0342712205985	116.96263401522	90.6063802663254
ENSG00000006194	22.9974507941107	17.6288744275929	21.924630959926	17.4213247883621	21.2203072821834	21.0553802403313
ENSG00000006282	3.48907646231766	5.01028480206921	4.51661132636963	3.3176110981356	3.49974310929458	3.97885431740262
ENSG00000006377	2.20728484124199	1.68889718491198	1.66072635498237	1.75833386738996	2.6950489173037	1.90023999498026
ENSG00000006451	20.7604270450863	17.6133997987982	20.3441421781791	22.4970101159468	19.5270745591828	23.1315586551339
ENSG00000006530	1.701382969025	1.54887452162381	2.18446657557245	2.04224114276251	1.92285507290055	1.96263920372286
ENSG00000006534	67.2112152694665	50.3520399199362	55.2675146871394	38.0736505606778	60.8838223371557	58.8416290657804
ENSG00000006576	9.94951024551886	9.34059601969078	9.95071109458049	11.6134471908322	11.3225674018306	11.4493702440859
ENSG00000006607	2.26982233655203	2.18567986427853	2.35380270860158	2.04415139635634	2.0372960864185	2.16886657000102
ENSG00000006625	99.0470053374806	163.824835501216	126.920564691414	238.902693449708	102.374399362445	154.959778797915
ENSG00000006634	9.56788710101667	8.99577276787939	9.13738027965389	10.5440103693401	11.7613319923911	12.3597855511729
ENSG00000006638	5.40670282776959	4.037698476414	5.66156630815783	8.55716917694212	6.84658999424453	7.64388452866245
ENSG00000006652	5.03474667805714	6.5470494920515	5.95864787669037	5.88196275289743	6.6184755927894	6.8671918012592
ENSG00000006695	3.76802520919681	6.89268315136346	4.87046806584533	6.02546650214775	4.34824477492089	4.83560900116903
ENSG00000006704	4.26068589694043	3.82298328122335	4.50222577165443	4.17814849671448	4.68770603453568	4.71727148456634
ENSG00000006712	11.8335522306905	14.1238393004443	13.3349887699631	15.5479458514515	12.2232784372987	15.2660041309791
ENSG00000006715	12.0151050219228	11.3754302134847	9.92513206341389	9.58080549639749	10.1608440328181	11.9088114760433
ENSG00000006744	21.6190633631285	21.5634885152028	25.6660481567236	22.2059701595058	27.8164008283932	27.6438235279601
ENSG00000006756	11.898936308394	12.9762927082203	14.6010133381118	7.81395037695585	7.11249904354545	7.82029298022998
ENSG00000006831	41.4404445477728	41.2112095314607	42.8956811555237	45.5155920820792	39.2672505788444	43.4544251897211
ENSG00000007038	64.4165738865046	62.6422310483412	65.6710685281291	54.3162230047175	59.4454385825788	57.2362279656491
ENSG00000007047	5.61205257628415	5.27226516236746	5.98731701512517	5.85901947062815	5.84393711176674	6.03521414597263
ENSG00000007080	30.171282222427	24.6960316579517	34.130259884898	27.9478072876299	38.6106272667239	34.3643448376571
ENSG00000007129	3.30496761680272	3.82298328122335	2.89879710511385	3.47895582743729	3.52582605105184	3.06515082475908
ENSG00000007168	8.24536513091045	11.8358770740613	9.11827208649708	11.5792255574155	8.84357340791653	9.63778032870383
ENSG00000007202	8.7775892868111	10.7648383357654	11.8333572165994	9.0304983856885	7.81143333250264	9.01038308602027
ENSG00000007237	1.63630091956807	1.70845675175388	1.53873539148222	1.52640882142764	1.41836217408971	1.7893664257584
ENSG00000007255	273.788884366346	266.498788089885	281.112016615655	237.383499806413	292.333169469277	250.630458758436
ENSG00000007312	1.8509450111197	2.94225456213691	1.9694322668697	1.34361069641389	1.81925138109766	1.7728824145034
ENSG00000007341	2.11605913780409	1.75477600347626	1.8531810739067	2.07491590527676	2.02142997755826	1.64241191044736
ENSG00000007372	1.25755487845892	1.20447329014035	1.24163779781654	1.29120108583717	1.30186701585741	1.17403319176753
ENSG00000007376	13.0396078488841	11.6821430607781	12.9994283220292	9.11898441163451	10.3497680488195	10.6912796319759
ENSG00000007392	54.6110385469105	44.0455597531995	52.5403724904648	45.2630520055877	53.7193327790214	53.4673562719302
ENSG00000007520	2.01992842418975	4.92842196354763	2.43534414777752	2.44146107024538	1.50119903707235	1.63044210174781
ENSG00000007541	4.20742211740476	4.39686865037546	4.68326211574147	3.7270755510597	4.54497921715988	4.77030862484292
ENSG00000007545	2.16114953529129	2.24586112385436	2.20112191213434	2.15574686814643	1.85833237048804	2.31803699457386
ENSG00000007944	17.2951577195631	15.6136501356653	14.5213748426297	15.3360154129791	16.5955781099434	18.1694620753157
ENSG00000007968	4.13219214275265	4.82867971855749	4.4957047979336	3.63504964890795	2.81741837126011	3.47483017946642
ENSG00000008018	230.232061263881	348.163288932259	262.278412332321	364.710880909568	197.705152944816	274.480669040374
ENSG00000008083	29.151991136241	37.7763758995154	26.9299833892917	33.7739694412212	22.0708507387263	27.3591141905896
ENSG00000008086	1.13539503037945	1.12642332444726	1.1270275180651	1.15308263659911	1.15899019960702	1.13912253467802
ENSG00000008130	2.57363763438549	2.46936339285707	2.92377527070748	2.37484640873017	1.80342349506409	2.14534723187922
ENSG00000008256	13.80371994356	9.91648619769306	13.30306421179	12.1102171803127	15.7485812136262	14.7618594314721
ENSG00000008277	3.18776587357546	3.4358561440448	3.35293501914296	3.86572033941034	2.46840395849285	3.18631351982317
ENSG00000008282	13.6558995724932	17.388433265889	15.0511779299651	18.5892813106176	11.5901818163048	14.423517704083
ENSG00000008283	5.6264565084091	5.46973031573058	5.84578591940494	4.81934575546768	4.79427008252897	5.28850400989445
ENSG00000008294	16.4231772525816	11.7975296830004	13.1140764877145	14.9211048119896	17.0679355231258	15.6721036557932
ENSG00000008300	3.0942592988946	2.57860645275787	2.97696113205788	2.50548305694026	2.59724154707426	2.57989782426727
ENSG00000008324	55.368175992894	43.0371305661027	53.5978687008524	59.0556362374806	48.4138802528823	50.752367691213
ENSG00000008394	26.3692870679781	49.7333577750124	34.4846436721694	34.7609618081628	32.6809278971256	38.9580790313972
ENSG00000008405	1.56809705917164	1.4125746634335	1.4845347669933	1.64231157833833	1.60909022583617	1.80263851683614
ENSG00000008441	16.730724727287	12.3708097583838	13.6172976655573	12.1542394812083	18.9170511639201	17.7469332086939
ENSG00000008513	5.12791488901137	7.02794672262689	6.09086689444254	7.92548322571063	6.3095763332987	7.13002163630942
ENSG00000008516	3.60326042401724	4.25843826650436	3.71812926188408	2.59035450414797	2.2262012369777	2.48307594508681
ENSG00000008710	2.18933335572911	3.01728274546299	2.42294131781193	3.12191878582167	2.2562134586201	2.68806309785333
ENSG00000008838	147.550965450764	92.0105326312351	114.55940389279	123.417531135918	184.72771597901	138.159977456612
ENSG00000008853	3.19326242841665	2.93782611789585	3.21702433759405	3.06382001884609	2.03308185302148	2.97920851661217
ENSG00000008869	4.01323275169435	2.9541539161647	3.1280834020314	3.07429510360739	3.49778963676166	3.68631510683169
ENSG00000008952	32.1908638986214	39.3612070176237	32.2037791304883	37.0138865845592	31.7327543166941	32.9114219231313
ENSG00000008988	1792.71905047861	3886.862939734	1968.88994992947	2234.47407292412	1724.65322997314	1976.49101862029
ENSG00000009307	210.293974142331	233.042498212967	212.673264614643	291.467599403561	192.964876001144	224.219458231453
ENSG00000009335	8.95877691766207	10.2516516628634	9.24414439308925	9.14547146973047	9.02552888476615	9.02588136763942
ENSG00000009413	3.94549717649296	3.73478062618778	3.61625701092242	3.65294145840953	3.27504176870145	3.49895074159545
ENSG00000009780	3.09750839548554	2.48066865274044	2.8664436796864	2.71140668138188	3.16164541240425	2.98583328537248
ENSG00000009790	49.8403949073874	83.1724732124376	54.9246973665516	62.3938120053609	33.8926266377967	44.2446112876901
ENSG00000009830	13.1329595549346	14.5757516523534	14.4757306901166	15.2903009444476	18.0037925981095	16.1082978303539
ENSG00000009844	9.55061757781375	9.25989027634887	8.86691507114033	11.5034284622185	10.8891997101645	10.2749206357835
ENSG00000009954	38.2100828919184	32.1221054028645	38.4429609506499	35.227333998304	34.9034423037988	36.9274674762188
ENSG00000010017	3.89473258246968	3.96540651897689	3.88691226531051	5.12332835696668	4.814639243236	4.8000052046417
ENSG00000010072	4.01540272168726	4.27740929837118	3.91885968618011	4.62579115621448	3.52676647651298	3.7049685496737
ENSG00000010165	14.2828415991754	14.5384023836126	13.1826326141346	12.8332055821494	12.9613012474024	14.6220525556224
ENSG00000010219	2.03722855485678	2.88319150317217	1.84042792271305	2.3859524837995	2.05911776957308	1.99917255909211
ENSG00000010244	55.9350738462647	63.9251100716794	58.4674681943346	53.4090747248304	50.2947646880641	57.7555689483487
ENSG00000010256	33.3035950902856	48.462160632389	38.7025311920527	49.7710897284401	44.5623438921408	51.0813267624888
ENSG00000010270	6.71348793180367	7.72418934346952	5.18780482930845	5.23929696700637	6.86596789668758	6.48666005712568
ENSG00000010292	10.3197941486551	7.34880030861883	9.12890672707646	12.5313898135547	13.0302608247093	12.0444496575326
ENSG00000010295	37.039005690463	38.163515299235	41.2238809767394	29.6365614926893	23.3524321112796	25.6677824387741
ENSG00000010310	9.43559381351194	6.2124009895656	7.95231270369883	7.53404286947482	9.79445319430883	9.13207729604527
ENSG00000010318	7.78124131821268	8.36651798315214	7.4982445148265	7.60110557344857	8.98336783075285	10.1197944707129
ENSG00000010319	2.51146771986478	2.79681060227432	2.8464295634428	2.86913277173582	2.41475131334686	2.75732541644281
ENSG00000010322	7.42392163260588	9.2561611553633	7.81548734112042	7.31280849327544	7.37251315086739	7.57378679469615
ENSG00000010404	7.05456356361649	7.15483486080107	6.59446526727754	4.85419686559343	5.09177155821714	5.52870348814887
ENSG00000010539	5.10080988653651	5.36447871364981	5.43096769036507	4.80299451418083	4.85565686950736	4.58046781629262
ENSG00000010610	11.8526288478324	10.4117399010058	11.1581943157732	9.06584693980203	9.8937408663455	8.68446388837996
ENSG00000010626	52.1034145843747	40.0879956181897	46.5159632727212	41.4199096985443	64.3186510229022	55.1031345318712
ENSG00000010671	106.39491076682	73.4275472982937	102.266479344193	79.4503589839632	124.319172146571	106.004422181378
ENSG00000010803	5.82811537443257	8.90215905746358	7.69516825572103	11.9975777195988	5.02096082435538	6.32403886143409
ENSG00000010810	17.1577690684415	15.6062575375034	14.3440914896227	13.956263718348	12.6772113027776	15.0275601840698
ENSG00000011007	3.85888304786807	6.33888870373564	3.89894556989822	4.65681026281643	3.14075814839804	3.52959118966256
ENSG00000011009	102.804919827056	83.9111052992939	96.8231217310241	90.4486103947955	79.8995450504925	90.8472261528023
ENSG00000011021	1.96604868412139	2.41748391957197	1.94518957306904	2.46673628672132	2.20908839094366	2.13090577667003
ENSG00000011028	25.3709881714259	25.9347293717047	22.4603066263269	31.2385463872956	29.1464204822352	32.5743886478983
ENSG00000011105	1.19631026327461	1.52953945778364	1.33486935423623	1.62551139223628	1.32072497381241	1.4790726488789
ENSG00000011114	8.10583348108158	9.04687745233672	7.73523981243976	7.12369189895302	5.0830150092752	5.36163766849058
ENSG00000011132	4.11931234512075	3.99352279595635	3.46095119087008	3.88557188510518	3.70736979847119	4.30535098776131
ENSG00000011143	5.85896752147759	7.75708730020739	6.94741664069197	10.3502534212392	6.4576599358418	6.31924955864103
ENSG00000011243	7.01318484449212	5.82913169404128	5.66648019170371	6.0360959432057	6.58671881416962	5.71986421561507
ENSG00000011258	4.93927154888011	4.93777825485566	3.72465685461154	4.47858275423428	4.50418935332413	3.82343381954373
ENSG00000011260	19.3784876996105	26.9009673644943	23.6430767555513	31.6345054051962	24.4138420098063	30.2772472837257
ENSG00000011275	15.3583265653329	13.8844251981209	13.7897314473617	11.3283552846765	13.5231268661747	12.9136080656521
ENSG00000011295	66.8025215017926	55.2007741440581	67.3150565652485	68.5364683275852	67.1556906034298	67.2433716409807
ENSG00000011304	169.419317873103	162.766499730149	174.447274947798	169.667392951999	206.427153976423	197.744751459461
ENSG00000011376	3.37579846278165	3.2656417028399	4.02285294413272	4.38530477509948	3.28470025187442	3.5059978541145
ENSG00000011405	9.26917476649888	7.05598338342862	7.80815813864693	7.5721653998911	8.0344884905944	7.90126595986801
ENSG00000011422	13.6298154281976	14.7701102344735	15.2826185757467	37.8468217583411	18.5424896883396	17.728836471817
ENSG00000011426	3.44553224728439	3.30716406135531	3.03436494840623	3.83874292781149	4.05816618115198	3.99449052163333
ENSG00000011451	3.50560774533445	4.58594808183621	3.73196356485457	3.98606443831779	3.03849020120184	3.69809925948061
ENSG00000011454	6.30611830489709	7.28503158851368	5.83305937845966	6.01981734721332	6.21274570102756	6.50783352429497
ENSG00000011485	2.9749325283475	3.75471768267315	2.71562985894855	3.35698364188771	2.6842433265027	3.22189951594789
ENSG00000011523	6.05086904879422	5.8540824486876	5.43943395008792	5.70381312367768	5.68786002671696	5.93896236033595
ENSG00000011600	802.331770871904	736.82089379037	752.29926435793	355.053799811872	430.823554484046	408.702277192923
ENSG00000011638	7.24256712707745	8.43017762607808	6.03035622793595	6.75904493631054	5.94693190584607	6.35683496725567
ENSG00000012048	15.6943522152544	14.173592507441	18.4691945495928	16.2824614733567	21.2706400096814	18.9129054238996
ENSG00000012061	3.92166996512688	5.55305610717685	4.30823453600542	3.5743334918319	3.44427116601788	4.04610161640877
ENSG00000012174	3.51555389709979	4.00942739847587	3.40892028400059	4.07955869899364	4.31266120190807	4.21095615796047
ENSG00000012211	2.13145458685271	2.1967722910218	1.69905625086302	2.24806289445217	2.82880650429825	2.59858076502474
ENSG00000012232	1.90421697023455	2.5207286992761	2.36180204056068	2.33173393185789	1.8552665968331	1.80685919811183
ENSG00000012660	36.1209033030384	42.4501006617923	35.9918128684455	47.1431759562473	45.2109081882717	46.5217958820799
ENSG00000012817	2.39548183860665	2.51213827341181	2.53405903220983	2.40247418457354	2.32993604135427	2.43390026901288
ENSG00000012822	2.59078013165803	2.51550791515786	2.02526114214232	1.86019758092566	2.07207182837597	2.21171773091619
ENSG00000012963	6.65134925366728	6.84486958387443	7.21338873358186	9.26158519238661	7.94276857306865	8.29836359019036
ENSG00000012983	5.55281267326432	5.73082816464586	5.80329864335785	6.62828638601436	5.77551677819447	6.28112648458672
ENSG00000013275	16.2228003412418	18.4834301974308	19.3755927404034	22.5965477884595	18.3162759706115	19.6307896675263
ENSG00000013288	9.14363664866553	11.0982293076409	11.2434210973999	10.6483718865763	6.86219523153318	8.33148774527761
ENSG00000013306	45.9257209124276	42.9587589150909	54.8123799647093	49.9495781358808	50.7064334375196	56.2680663737759
ENSG00000013364	5.61474025261066	6.83828915304318	4.63681856930467	2.99759399939817	4.05076610453369	4.87471717137703
ENSG00000013374	32.0953885646937	31.7813319379956	31.925911467032	36.5689584875941	31.785689280729	35.8861622682354
ENSG00000013375	3.46152737183646	2.88243916478113	3.02370381091898	3.41010204276592	3.77907345656526	4.33436654100446
ENSG00000013441	11.5654672610046	8.62540347854199	10.6382543545266	13.9372496813523	12.2105924302694	11.6203333406043
ENSG00000013503	3.54463973630175	4.0302912269616	3.66417671225659	4.62760236348867	3.60963782630548	3.83969156789451
ENSG00000013523	1.22352807306612	1.71427387152774	1.33554219837921	1.26957772720199	1.26780783168803	1.48424607230188
ENSG00000013561	2.23929252621497	2.35099474579061	3.44688314400802	5.58000922067533	2.4750945280879	2.82934039116272
ENSG00000013573	6.43072858007665	5.49110976558261	7.03659246334111	6.87321842192836	8.09441392089185	9.53463292770627
ENSG00000013583	42.3944419010832	47.7850412991701	43.8322463080317	54.1978732425717	38.9732557756235	50.2697535057541
ENSG00000013810	29.6592963781792	34.7133281552731	37.2472686550664	40.974408883191	25.4214621907112	38.8049675784475
ENSG00000014123	35.9339362683093	23.9125240288597	30.8639437845681	31.1081514292533	45.2199462777273	41.8726044499034
ENSG00000014138	5.24400591999807	6.61338030971352	6.02309700700077	6.3643989998494	5.15578208343207	5.73543136245112
ENSG00000014164	20.4127546380137	13.0059587543783	17.5090182012342	15.7747555631236	20.4731919449671	18.3295836793239
ENSG00000014216	20.7454143851867	25.7019769011967	24.0508936823695	24.596568248905	17.0863035077018	23.0707267589475
ENSG00000014257	1.53462694257898	1.7210679069127	1.52438599601775	1.16485518856303	1.13647736854297	1.17167047959196
ENSG00000014641	98.2483258392416	49.223984180438	113.233169425467	168.889617979062	185.435389481037	133.520708812721
ENSG00000014824	8.01997093632627	9.11139305617749	8.31401064594912	9.40392382891112	7.25453373300288	7.75356791206716
ENSG00000014914	3.58012263117543	3.66556852847396	2.98749678208983	3.4258673187457	4.23359097056841	3.7627824901544
ENSG00000014919	12.8513648228882	18.7844896727417	15.7740635159875	15.399009150123	14.6425697145373	15.4315123849038
ENSG00000015133	12.8585839425094	12.3793097973224	13.405749400669	12.8883634284601	12.9255336780643	13.3774255964905
ENSG00000015153	11.9604844356494	10.0739454724276	12.2591432497569	16.2068588147611	14.0204142909135	16.4330768838265
ENSG00000015171	30.1308161434567	23.6000998957169	25.5705326692226	23.8364308112386	24.8147802924126	25.9885466415696
ENSG00000015285	32.3283923183296	42.608711048316	36.1063520297749	37.1756834900656	20.8667352220969	30.881582025746
ENSG00000015475	20.9231584634245	28.2203324036767	24.1015997045093	21.7412416799314	18.1380571144697	19.5839734728818
ENSG00000015479	25.5905311688036	24.0106548171094	23.3834752510374	28.1907239463693	24.845873657565	29.1948079325952
ENSG00000015532	20.7503889926592	22.3350124592547	21.0567550504241	23.0321179778623	21.5040609773011	21.4466736962635
ENSG00000015676	18.6321109961131	16.1821417929207	19.4155017342173	16.7140064208283	19.8127836668282	20.2973427443013
ENSG00000016864	19.5634282046028	23.2801793714095	18.7292948377793	18.8755984911798	14.2601086505977	16.795392471203
ENSG00000017260	9.14184629858468	10.783514857762	10.3621633867092	11.0516585539369	12.9471349413277	11.1254186593982
ENSG00000017483	34.3011041621261	24.6368508850956	34.3930737727349	31.665607029374	43.2264160519734	38.9101876312921
ENSG00000017797	20.5832153321883	24.0946682945536	18.4617655432176	21.7439382200296	21.1118899315003	20.9590513635493
ENSG00000018189	1.59158379442768	1.7942770259907	1.62032036163255	1.66886655120567	1.781735470797	1.90957084513066
ENSG00000018280	6.6438112497085	7.05055054006207	6.81649876957608	9.16974429751877	10.2206652116447	9.42694603773535
ENSG00000018408	3.9595413133826	5.7950409314284	4.20824147941359	4.76227070789591	4.10028827816979	3.77315741887819
ENSG00000018510	4.46604295404387	5.70516265864156	4.79223201626884	6.30128326528603	4.745555492186	5.42587322650904
ENSG00000018610	12.4741947721346	13.7714129679121	13.4928101751007	12.7719320736706	13.6493090308737	11.2071578378217
ENSG00000018699	1.80123359154449	2.03631424784773	1.72665954157308	2.26826612863348	1.98995239168476	1.79241856971765
ENSG00000019102	5.11194273337891	3.57340975733814	4.42226114340048	3.32455738370181	4.20321654574063	3.52997708685678
ENSG00000019186	1.63531615349068	1.32224192094723	1.4194448082851	1.26604147269629	1.58144854732267	1.36569268605698
ENSG00000019582	171.902952322323	119.94294610991	153.290037289805	73.6548592741273	118.905429360587	105.288883601777
ENSG00000019991	1.26442265025488	1.18106085307937	1.24808113627168	1.32886264732544	1.25245272032368	1.3362316708964
