MCF7_ctl_1	MCF7_ctl_2	MCF7_ctl_3	MCF7_WNT5A_1	MCF7_WNT5A_2	MCF7_WNT5A_3
ENSG00000004142	53.8479218987811	48.3002099321552	56.7586183689181	55.4799863392826	53.0314457827925	53.7896302059328
ENSG00000004399	43.0076966218021	45.7085972422322	36.9408176798894	41.6758484606191	45.138768104367	35.837532642583
ENSG00000004455	115.7688011706	94.7835843727331	106.554767860473	117.855027051739	102.581946026209	104.776706528681
ENSG00000004478	185.863113536171	168.918627058545	188.288087242523	172.31163711312	170.525492339563	185.104084767835
ENSG00000004487	51.6935992726925	48.1751645718803	51.7660103731548	52.5755934301308	47.2032295530843	51.3993008238631
ENSG00000004534	32.6325202947743	33.5838301458002	31.3844547106529	31.8831036613943	32.6137002078228	32.9441174649226
ENSG00000004660	3.18379690771403	2.65276173076836	2.58355977838975	3.41329028222434	2.73437810333576	2.98906739998265
ENSG00000004700	12.663557970785	12.6968536819869	12.6233002127027	12.2547756303593	12.4485665274957	12.7839402076801
ENSG00000004766	5.82806183246492	6.34575668272382	5.90229858065224	6.00068558508839	6.22673233957334	5.53620628520318
ENSG00000004777	7.37651370011721	12.7798271124999	8.33161151756918	6.4835888530264	9.17943303843789	11.7257549967901
ENSG00000004779	150.936825687358	132.793725952849	153.450205519256	165.143366441556	153.153202493785	149.858546769354
ENSG00000004799	2.3973726281555	2.19761408613814	2.16139251021653	2.50477948685052	2.09687323193583	2.16530905733867
ENSG00000004838	1.97176153940433	2.17231353847003	1.69748010868524	1.73162053779459	1.88581844566943	1.85418409277833
ENSG00000004864	20.6931539483272	16.8740665615501	22.2508221721358	22.376361026326	18.6738460856999	21.6810607299741
ENSG00000004866	7.14970583318257	7.24579645189318	7.34497985430252	6.90511393689902	7.49148226007642	7.19829360342905
ENSG00000004897	22.0982760334925	25.4410301887751	26.2474687196557	23.2289535471102	25.5212253095857	25.8041851626655
ENSG00000004948	10.2186027116465	10.835093580638	10.402031865077	8.18817178383182	9.75044978086965	11.4210459318956
ENSG00000004961	16.3158241726442	15.0078122392214	16.2696376503706	17.1595601867586	17.5073306688097	16.2653354120323
ENSG00000004975	14.7017032671506	17.7792662277832	16.2337682941853	13.6901895366481	15.3868504032831	16.5833673006992
ENSG00000005001	10.8203728482599	7.15745450781008	11.4676483296088	11.1354043439726	7.81753545604152	10.3722604684059
ENSG00000005007	48.2584978201745	45.6588096094004	45.7687545677397	51.1514524038773	42.9710857356822	45.2365040786339
ENSG00000005020	14.7385188081251	15.3528747201375	15.7680248608608	16.0108180858852	14.3587443348895	16.1328826450285
ENSG00000005022	565.790181900083	540.195379709078	575.378487647002	558.141466444074	592.951276564093	563.072216579519
ENSG00000005059	14.1000898891814	13.7618101601113	15.648208259247	15.5649409067449	16.1887641896438	15.3534867412788
ENSG00000005075	36.1939769027929	40.7897567654668	40.3237189842933	39.0525497214062	39.5295831566279	42.1223229199063
ENSG00000005100	14.430456705858	12.762432105908	14.1802998856615	14.4655123478199	12.7093697302884	13.3491788097735
ENSG00000005156	4.78282879715584	5.05251749099907	5.23048920855172	5.21815821065469	5.06512003148175	5.10469248478164
ENSG00000005175	17.0425183690943	17.2053970859005	19.0794431417383	18.5734781056226	18.0022649357912	18.6765695397274
ENSG00000005189	11.9975668110229	12.7338616070291	13.3005665057215	12.5151213233833	12.5774361715575	13.7525875911189
ENSG00000005194	21.9560375322771	19.3385264189025	25.0731342442331	20.6353956214771	22.2462091788433	22.0517543453316
ENSG00000005206	10.6630170921706	13.894048077949	10.2657256196159	10.5909188834051	10.6656675111759	12.8805484195963
ENSG00000005238	3.10717706615911	3.52636994169709	2.49225694006948	2.80481823656766	3.07904547499597	2.82590887174898
ENSG00000005243	3.24294218226224	2.62868279134765	3.95118027781245	3.30752637344349	2.85870474021831	3.39758159527594
ENSG00000005249	3.99962218274585	4.21042405310237	4.52181132677687	3.96415396499079	4.1775839833724	4.61475703691545
ENSG00000005302	8.44013955407678	9.07500506473578	7.83567091762578	8.19222602623669	8.2941580987645	8.56379291495236
ENSG00000005339	22.8037571655559	25.4264639497617	22.860293343188	21.1688508067889	21.9663976556049	22.6229569528398
ENSG00000005436	4.88266885338576	4.28864242034843	4.72313625295262	5.28246831504444	4.3288397192045	4.43389108698908
ENSG00000005448	36.6041072361913	37.3966209543229	32.4132879136508	34.5789269401591	39.8426347658011	35.2067990494384
ENSG00000005469	10.2670439593566	8.77058968200927	8.52920001620251	12.5992963515277	9.29362836367647	7.60096910938483
ENSG00000005483	15.3592097164348	15.7577548699404	16.1129186335942	15.8925596502043	14.7565579689548	15.9358354667821
ENSG00000005486	43.5582017723818	39.9110004621241	46.4957723570397	41.7995993736055	40.0164373267958	43.3312301822722
ENSG00000005700	24.6084265412989	21.2604300704151	23.4030426146755	27.9248713089675	21.8559904353128	23.5561517090186
ENSG00000005801	10.2791863708189	9.25534759282412	9.07388883306782	10.9417870284791	9.50143073069565	9.20260086358588
ENSG00000005810	5.19504381651881	5.86266110705835	5.71066694403108	5.20952824732556	5.6325013430957	5.21968798366001
ENSG00000005812	9.71108762142967	9.69787166248367	9.90058623987674	9.54219147052148	9.42523131913261	9.8436483925712
ENSG00000005844	1.24131684413907	1.25616270508344	1.23260754240389	1.20540250107218	1.24034268132796	1.19229698229372
ENSG00000005882	6.10616101532477	6.65103912152477	5.77666819362937	5.41435161580142	5.81507188734171	6.6655173406628
ENSG00000005884	15.3288125963607	15.5596474340185	14.0530493521226	14.7630388498203	15.2088122421137	13.7732415711106
ENSG00000005889	6.60670122596616	7.10283233623063	7.24067328026277	6.47801603679788	7.03804218852613	6.91298753636219
ENSG00000005893	108.257565433789	108.224957349824	105.328987847741	110.985559117892	107.198839258314	101.05804954567
ENSG00000005961	2.40489008016299	3.27255590559179	2.6631374477582	2.26557402059847	2.69477847007514	3.34315615175626
ENSG00000006007	44.6990572910476	42.5085887257944	44.8151773775078	41.4950331778869	40.7977649216733	41.8352389741365
ENSG00000006015	36.9297270294244	38.5989581212124	39.6389016395224	40.9114263628463	37.7005570949244	41.6512686421813
ENSG00000006016	9.93838987040215	12.2537705156445	12.5986334939806	11.3063733950075	11.4775805418484	12.7299746440662
ENSG00000006025	10.0666251936596	9.65140986719133	9.63834444694831	9.5014945461633	8.06504375542465	10.8111665236306
ENSG00000006047	21.591760085792	27.8547016915407	27.1230674554061	17.9691510195159	20.9774799143186	31.825137045369
ENSG00000006062	4.07529738987352	3.08739851610971	3.76462061076803	4.48333110599726	3.25192035900048	3.17204968835127
ENSG00000006071	1.6390899758672	1.66728549521786	1.56322262887402	1.53408596605291	1.59982981717582	1.55901103437223
ENSG00000006118	39.8936311002953	38.014101434587	37.1527831029533	40.3098033070738	34.4523323228857	38.4677241080147
ENSG00000006125	54.0862588879321	57.0779148723634	50.5656529171539	51.7091122204394	54.1980754540513	49.6323147386612
ENSG00000006194	14.0463351965686	14.2602463962433	13.8181627774097	15.1178688529857	14.5036286892586	13.3169238022824
ENSG00000006282	30.9027412148002	28.8172204576661	31.0266193024534	28.9264197872618	29.1610880364012	32.7561907549353
ENSG00000006327	68.046512107159	51.2464083058018	92.0808822477158	88.4477061468662	71.4087881657358	64.5738135306953
ENSG00000006432	16.1798476142486	14.5806471935704	16.0459738059995	17.3586093097818	14.159548093579	14.9750171081841
ENSG00000006451	28.4837786650859	26.9602150510734	28.9342610440813	28.4178537332445	27.3636626240402	28.0098899435351
ENSG00000006453	7.76191546811875	6.18306975520366	7.72129720537466	8.45087775101398	6.70946162520008	7.03123010866392
ENSG00000006459	3.02387272335922	3.00156843833569	2.85733657540751	2.94613840354751	2.75735795708097	2.86602380189305
ENSG00000006530	11.9792070148742	10.3844715878509	11.4862809123887	12.4311859896632	10.7599262746746	12.1687544761104
ENSG00000006534	8.2100787672265	3.8035960913273	6.07080693402477	9.92273840909634	5.19274792587399	5.7189259138823
ENSG00000006576	24.3026219183629	24.4005229729967	28.2949669412538	24.2792626617473	24.3381867288498	26.1578269353394
ENSG00000006607	20.4666111132586	19.6915205934869	20.8207318923683	20.6351513307525	19.9050185118015	20.1257975998481
ENSG00000006625	69.942518966596	66.2583394048959	67.5038007989166	75.9820072519726	71.7123191618045	74.6220895072817
ENSG00000006634	17.1765475511241	21.6276404181572	23.4852091722794	19.8292403762993	22.462293275222	23.3814245408227
ENSG00000006652	30.8023636797662	26.58797441386	31.9464904616549	37.8444908533549	35.0719654912617	27.5931143516742
ENSG00000006695	7.16564598456911	7.07339403096744	7.6520348259291	7.48275628807418	7.39709025070943	7.17005053517852
ENSG00000006704	11.6496059978581	11.3585314856221	9.55669410722928	11.6991184934973	11.2649543286578	10.5833363472983
ENSG00000006712	59.76948764443	68.5549098128322	67.6470777125916	56.411260130873	65.0159879041752	67.3351003810184
ENSG00000006715	14.1442998524768	13.7070414654871	14.6161223264547	13.6984842193502	13.3228012519319	14.3448423630205
ENSG00000006740	5.25547780652117	5.6705098531023	5.30602330967706	5.52895387056422	5.53558780121281	5.23121959991457
ENSG00000006744	37.0355371521298	34.8628251823773	38.4319336531869	38.2106827919141	34.9365341054168	37.1169777227992
ENSG00000006747	1.47159869568082	1.60822041383264	1.58530986208003	1.37199526590395	1.55271605221675	1.51046094590249
ENSG00000006756	14.6832947812616	16.4069593384423	15.0687634983955	12.8689896874518	13.7826954386222	14.6386961727507
ENSG00000006757	1.85739366062199	1.70744242484031	1.90337657069137	1.72817259540372	1.90229492378611	1.66268768197732
ENSG00000006831	37.0733277957226	35.9733374178784	38.6838719382906	38.3581917732663	36.4766166689749	36.2654543191859
ENSG00000007047	6.19648982241147	6.82241031915475	6.4816276541001	5.59214392361046	6.07496578135505	6.96054489385301
ENSG00000007080	66.6925488463847	57.9384234684216	62.2918016979389	65.9254975041346	66.1362374995576	67.181423680107
ENSG00000007168	27.5388648303888	29.0800748715717	30.4399901966641	26.9335132568018	29.0065050838619	28.9051104893921
ENSG00000007202	39.9113670952804	40.4505185670899	39.126013013921	38.8072152284665	39.666244602968	38.4421075896274
ENSG00000007255	29.3314246519105	30.3698457616933	30.8188775508914	27.723735247626	27.4588928720064	32.1607663012614
ENSG00000007264	7.09090164554294	4.80169252905018	5.87053085215151	8.34096330400776	5.14879844239395	6.25181376032469
ENSG00000007341	8.04123869231373	8.26194240692259	7.23306500556887	7.46860769380635	7.73715722451263	7.49655983103434
ENSG00000007376	25.0405360037336	21.5834034324323	25.1391049112813	27.4508442325587	21.8521016733801	26.0187224799527
ENSG00000007384	24.8643984671672	26.5204705521863	27.4834875695853	24.3052807350291	24.0455625936698	28.6526112634179
ENSG00000007392	48.3280266551446	55.0519430378741	53.6714942306425	51.3870230044921	51.2743568761394	54.7343890580714
ENSG00000007402	1.77851906519678	1.79954027805383	1.82247628827971	1.8177021872652	1.58557175862055	1.85996280631266
ENSG00000007516	5.83549139372071	5.40823233645861	5.54410527277356	5.3212295939058	4.72237609207679	6.82068857213034
ENSG00000007520	22.2359524559562	21.878256517631	23.3537417536978	28.030537039669	21.6214458239406	23.522722145051
ENSG00000007541	9.79606616485597	10.7149516609095	9.15830835257711	9.08485720809756	9.28658617553366	10.7717715929261
ENSG00000007545	5.42120681323521	5.36870577369271	4.88774981816286	5.29597846189841	4.78701524660241	5.22939316408043
ENSG00000007866	15.4332298300676	17.6348344517601	16.6220127839407	14.4201282656462	16.4680680187416	16.8957018603674
ENSG00000007923	20.1477071288809	18.1588737107476	19.5232239418121	20.4217939865292	18.7992463435537	19.9793124505049
ENSG00000007944	18.1990096864823	20.9531106369528	16.4585658781107	17.4032444439772	18.2609202596076	17.5738407251896
ENSG00000007968	8.39321124622763	7.39974135163975	7.61052209921847	7.98155516005203	6.96283462616523	7.8376609605533
ENSG00000008018	282.696122736554	296.54635772048	286.044104209752	280.608208075686	324.016234070979	278.056907637993
ENSG00000008083	32.554203345207	30.9653071939626	28.3478104773136	32.7122646649894	29.5866575196019	32.1340256245726
ENSG00000008086	2.58367535135307	2.8165698017744	3.28253913349652	2.39026874228748	2.65371777046408	2.96240733389531
ENSG00000008128	3.08446229997453	2.93677378775539	2.94058413402802	2.87029081313829	2.75066441274148	3.24220241611144
ENSG00000008130	29.3152777709666	33.4277125812804	27.4754135148509	28.1213881859714	31.4914479742621	28.1032135327277
ENSG00000008256	5.9066123127124	5.95756001903406	7.09002531560371	6.25586596116999	5.63849886706767	6.70593097485968
ENSG00000008277	6.3747633176236	8.0422047444469	7.09462992403332	5.62411511265661	7.1114160424141	7.25756497638229
ENSG00000008282	98.0283875095754	95.4716869824039	105.303346265352	103.193200438233	100.189795938993	101.802298460633
ENSG00000008283	128.873006324646	123.90732595265	131.07080103789	126.104128362776	123.858407238021	132.264083318145
ENSG00000008294	38.9948628185765	44.028742093073	41.012451708435	39.3698168225581	41.8210757329996	37.8811002116379
ENSG00000008300	4.31684624917577	4.23060236016875	4.26622692981142	4.20857266440997	3.99502940490415	4.3211693326211
ENSG00000008323	8.00531477900786	8.07056431392173	8.17425732907009	8.11805300481723	8.08095620557214	8.92299820168167
ENSG00000008324	14.2166492774278	11.5170779799392	13.1960292609117	14.0471281073075	13.7576469362458	14.1815585586444
ENSG00000008382	15.8071659654329	15.8224562825232	14.6129956916421	14.977010417711	15.3378253689214	15.4309351840469
ENSG00000008394	170.758690092262	173.179651339099	159.135540006627	193.529905285559	188.802558678504	156.330387258277
ENSG00000008405	9.96900404699089	11.612241631533	11.3973805796689	11.5478396707417	12.4247648352158	10.3110135646385
ENSG00000008441	2.2971054075899	2.61591084080256	3.00775740862832	2.08398789035156	2.37157093107535	2.67631563774473
ENSG00000008513	24.7317031944969	14.2620830608579	22.8486331391175	32.434411640327	19.54419638296	18.42999114974
ENSG00000008710	6.8759076805094	7.34073670036085	6.52063646087876	7.04285807406869	5.99425010676939	7.17526476849615
ENSG00000008735	1.76018569129448	1.7988445377417	2.04196186341693	1.71725767144736	1.62216880293299	2.07156414605737
ENSG00000008838	15.1918240847893	15.2105464209266	14.1270727002462	14.1374556118755	14.7971038639264	14.759825731783
ENSG00000008853	4.91044799212766	4.74696168677955	5.212958992792	4.6191527201474	4.89184845997747	4.67801933112155
ENSG00000008869	11.5414711236367	11.294044773876	10.799465824081	10.7851953035447	10.134688445217	10.6718785263735
ENSG00000008952	21.7722188702284	20.2380098809698	21.5412658727515	23.1950756174857	21.8712519809931	22.2585979798763
ENSG00000008988	733.390812482506	716.781840795556	682.635420864843	710.299526807012	747.973973362331	713.29127693474
ENSG00000009307	950.257095031652	889.843724343637	954.846210678247	965.440086105566	949.018322862069	925.460293189889
ENSG00000009335	37.2531358761474	33.173743073819	38.5328092400558	37.9840285708902	34.5030459973982	36.3535028317704
ENSG00000009413	10.7082876683549	10.8030616970791	11.7315327842213	11.8817951065433	11.0592232629479	11.3726764931799
ENSG00000009724	1.59219057542415	1.64624096865281	1.44643302471123	1.43901731778978	1.54852365903675	1.50658906090897
ENSG00000009780	3.77566738887965	3.76174257524566	3.73343373617156	3.62890108662571	3.6849737727234	3.76457894627696
ENSG00000009830	13.3837707153108	11.6089845113594	11.5563814710411	13.6302522304263	11.0647470322628	11.5901417176882
ENSG00000009844	15.4221348569191	16.262300965687	16.0829978723308	15.8289729465816	17.1659854410704	16.2627696078579
ENSG00000009950	3.75798433312458	3.31569680433924	3.58728230230373	3.54430490991803	2.97207315510832	4.18290862797526
ENSG00000009954	46.1215011278832	43.6837800442777	47.5187409606654	47.0948995231867	43.3498580060579	46.5082851613008
ENSG00000010017	24.777904644671	25.9901086575234	26.0244815438985	24.3287391492155	24.8336864341797	26.3173780853959
ENSG00000010072	6.80412613577804	7.0926457627562	7.55711805608251	7.28208483125738	7.0880509869881	7.24949860201288
ENSG00000010165	28.6398065406108	27.9222778717096	28.4358025393326	27.5128160874331	28.969588049414	27.8427780354614
ENSG00000010219	1.98253356069786	1.92329308319368	1.82438226586815	1.99166781330043	1.84371675287569	1.76948861530744
ENSG00000010244	60.326771914809	62.0523983272434	63.1428930663689	59.9822991819703	63.0049002389502	63.2181372925457
ENSG00000010256	77.475187898412	78.3130585431166	74.8519051155387	68.3969527460766	76.7828299884708	75.2497102424972
ENSG00000010270	13.4164514373899	13.1112214405885	14.5619356253334	14.256854063044	13.1662874076529	13.7760904898287
ENSG00000010278	255.381752463205	283.757092573982	257.520730881301	246.986709288204	280.861054148816	282.553158136116
ENSG00000010292	69.4444107758714	100.50270972112	80.9071375152022	62.8147632879042	91.7567676412181	85.824243044452
ENSG00000010310	1.48562685960777	1.44973295205189	1.29905249856377	1.47053589149762	1.34644347114129	1.35215491066436
ENSG00000010318	2.66478326012591	3.53187002916128	3.00113503152711	2.70855925497568	2.95683945687394	3.00574324435097
ENSG00000010322	12.2830855529214	13.7071578948276	12.1236880194029	11.9420692129037	12.024878774248	12.5996223107323
ENSG00000010361	9.40047279084777	8.21436410318741	7.78130553049184	7.91564859335809	6.95867449479837	8.8915077216425
ENSG00000010404	13.4962518927703	13.9875571794952	10.7647840923682	14.6510112987394	13.6041453502397	10.0359605069409
ENSG00000010539	5.71765140250098	6.2701549364904	6.83925013810042	5.99115770261733	6.25818299690806	6.62623217128811
ENSG00000010626	4.14180624531922	3.96526793110495	3.4630002528208	3.29310041351166	3.93898108915997	3.6086009813524
ENSG00000010704	1.72717407583275	1.7288854814809	1.51965039016892	1.66294287777687	1.51020319909918	1.69241143558437
ENSG00000010803	8.51163049009228	9.02796543161828	8.6619989544239	8.63875509199006	8.22986483894612	8.08989449332427
ENSG00000010810	1.37884916595881	1.31376887163228	1.64117416209435	1.42034907111519	1.45655587906437	1.45622891706302
ENSG00000010818	3.43362496554385	3.66616051689054	3.19470671963399	3.49955512280488	3.3432196321526	3.08195929714958
ENSG00000011007	33.5324331481742	29.2596747958132	31.5834921900255	33.5931471335614	30.7109011951282	28.8425195523321
ENSG00000011009	31.2064512630379	29.5458667385682	29.8785943980051	32.3955600529556	27.5218977269616	31.0997032944989
ENSG00000011021	4.18866524191101	4.81111910308819	4.2012502499907	3.86795512622792	3.86866250689401	4.19511429519796
ENSG00000011028	4.20579862313124	3.72159372444904	3.17219624350208	4.50629046792016	3.40614349951604	3.38874206686218
ENSG00000011105	5.05874546034171	6.2069348384732	4.68164278267141	4.61110258663173	5.50558501144463	5.50394886552385
ENSG00000011114	14.2576245182039	14.6714400445664	14.4238186249181	14.2824820642467	13.4069806957501	14.0572952701823
ENSG00000011132	3.85847219812684	4.16902345410427	4.13881434498989	3.84809183482412	4.1716925728507	4.58903467546122
ENSG00000011143	18.0370926157328	20.1332957210988	18.3855922934336	18.5164363293449	18.6033955746548	19.3330641790046
ENSG00000011198	23.3574146867806	18.3049766073044	24.151326294434	22.6490113334289	21.1063250982822	21.2882090998061
ENSG00000011201	1.21195095735961	1.18170047346878	1.23304853329816	1.1605536307082	1.22032252317711	1.14512267332055
ENSG00000011243	22.1323314397464	24.5559186959205	25.9490447385172	21.4865017116271	23.0225876182976	24.9409075810795
ENSG00000011258	15.3163010731924	15.5058662722498	14.2335468631688	15.357886001999	13.5237204180298	15.5394490060936
ENSG00000011260	72.9245778213551	67.0476527303972	82.0991798970274	78.3997785496135	75.6758655816582	77.2259202011764
ENSG00000011275	25.8099356249448	25.3644178439304	25.453512817953	26.7174727973294	24.2670548370589	23.9232848977851
ENSG00000011295	22.7302155171459	20.5443662590522	22.5417074590439	24.117421921192	21.1634727864443	21.3928405801302
ENSG00000011304	157.840131438543	164.620096845021	153.03272154263	154.597934599848	155.997064265376	155.957112458988
ENSG00000011332	4.11707217807026	4.77003204015855	4.81813650174947	3.97053395116528	4.45318067917831	5.14911530979686
ENSG00000011347	10.8098580177015	9.90268827628491	10.3806620171652	10.0844616783616	9.32103513630057	10.9705545855988
ENSG00000011376	6.55369089155179	5.96482463588555	6.70111411977176	6.07931417122003	6.19692276837833	6.28715278848723
ENSG00000011405	11.3723466706834	11.2951107540948	12.2468112220436	11.8539157144129	11.8075705406387	11.8359782483033
ENSG00000011422	3.29894866318894	3.01631433804997	3.47827734875208	3.82254176264006	3.11115162671872	3.52212935140729
ENSG00000011426	52.3044093638888	77.1734174021311	74.3034816964101	50.9638758509657	80.3409982010208	75.057470574341
ENSG00000011451	13.0550220659468	12.8202097278886	14.0533396216824	14.030226011707	12.4437872493969	13.9396492935532
ENSG00000011454	46.087550463505	56.2246671406634	51.0887744149794	44.5625151379594	50.5670067958481	51.1834590930271
ENSG00000011478	8.8274604084257	10.3643737633509	8.51131919774971	8.95533186516233	9.53425374826967	9.30479054121767
ENSG00000011485	49.712858160544	51.3533634691398	52.0889859607807	45.7401396089428	51.6072245272892	49.4381482156322
ENSG00000011523	4.78966679055264	4.3687802243858	4.59066558050665	4.50026781886005	4.02635279516357	4.76826994152164
ENSG00000011566	17.2346610464753	17.1345014850978	18.513852636188	18.9340024358595	16.626733168584	18.386346918795
ENSG00000011638	17.9919777923248	15.4348541290046	16.3591076564996	17.3364617890301	14.4331101842158	16.0941917736441
ENSG00000012048	18.0506307858589	17.9831593213154	17.7167158723471	17.6298354596332	17.4598595374364	17.9601970769949
ENSG00000012061	7.4082293144439	7.57657385973905	6.86341718660658	6.46722941458138	7.26863711400299	7.32754666518657
ENSG00000012124	2.40174544431948	1.35438145360264	1.63491567425681	2.34784436034265	1.47348998807592	2.09656349518664
ENSG00000012171	28.5015814118115	13.440657518203	15.3644024130538	37.3414941277864	19.2276695426329	19.1898606958905
ENSG00000012174	10.9136430102643	10.0549501042098	10.4455624050135	10.7867576049136	10.5909331820163	10.6166013107713
ENSG00000012211	6.39267280459518	5.51143247955408	5.19673906168734	6.93223846331236	5.26993357110223	5.3706015259585
ENSG00000012232	6.90036303309526	6.8687761019886	7.49679213696914	6.76575215495462	6.14268881713418	6.83625469760096
ENSG00000012660	47.5583249558258	45.3766252504535	45.6244191541319	51.8948453459713	47.4420571138676	46.7821761724689
ENSG00000012822	7.27103939985513	8.620378814608	5.8907365262338	6.25465851481788	5.17401883358422	7.49710652862524
ENSG00000012963	35.2506065824431	36.1678592215251	37.3691360919695	35.4254160690787	35.807344988439	37.690409363998
ENSG00000012983	15.6496288294491	14.9021029922508	15.2830021510589	16.0089584047535	14.3735172125581	14.6909644131496
ENSG00000013016	2.23118825817207	2.05260264717978	2.04628087632229	2.12304889785466	1.89343988318546	2.04363388571438
ENSG00000013275	126.763329158003	122.083867225269	124.017482069081	129.423063639185	136.969888610811	119.600019023212
ENSG00000013288	11.7986963404297	13.2588506517146	11.5183851922902	11.0629120178199	11.78094828435	11.1899375137634
ENSG00000013297	1.49406021370884	1.60557158542501	1.44495950944672	1.55350517357954	1.46994637138576	1.67713106058866
ENSG00000013306	157.563124890727	140.739958081471	140.917582707777	162.833028856433	148.103815087529	137.350743716948
ENSG00000013364	11.2741391197285	9.38235294040603	8.02211050687394	11.1391100711069	8.28910921833237	8.27673644222242
ENSG00000013374	14.9190015498735	14.6511545938381	15.8557385015706	14.7748272481467	14.26897458882	15.2881650196782
ENSG00000013375	10.791300135286	10.9535885861897	10.9816826971681	10.5062950297696	10.2257753045109	10.9095082648749
ENSG00000013392	4.52932435439099	4.07838917244638	4.38139985192846	4.36612417161456	3.57487812609349	4.59369928494426
ENSG00000013441	42.3576757019554	44.9013497887245	42.7489917174716	43.1973929531988	41.9767410425161	43.9270925540991
ENSG00000013503	6.63604238053033	6.34855938202306	6.85683201376778	6.63931116634355	6.83309137075934	6.84070344970308
ENSG00000013523	14.4573182437675	12.8000467056777	13.4450125287411	13.5940432843973	12.3399303284258	12.6247996091416
ENSG00000013561	15.703862477858	15.174296066045	17.094187919109	15.8853286422845	15.7122163278312	16.5864945754712
