wt_1	wt_2	wt_3	IFNgR_KO_1	IFNgR_KO_2	IFNgR_KO_3
ENSMUSG00000000296	2.92350465252013	2.45127390462086	16.5760342253736	2.99819667822763	2.92849246413005	2.29153353301094
ENSMUSG00000000301	2.86108493765206	2.48338017703857	3.82904111714837	3.44628355211101	2.8048273617736	3.43776361349654
ENSMUSG00000000303	2.58471683823951	2.48238717715357	1.99921987701574	5.86438046284232	4.76477784201871	9.19875982287443
ENSMUSG00000000318	29.6772800095304	19.7441803774971	16.3557488829793	35.6295801121426	36.1862799698418	40.0419265560755
ENSMUSG00000000325	1.6046364478527	1.57878632749955	2.25629177101737	2.03318543807646	1.77064361168962	2.01251297946539
ENSMUSG00000000326	51.0989550929745	46.9094812262185	49.631045173379	77.0992924408652	68.4838619376871	75.0108304621918
ENSMUSG00000000339	17.5730319308102	16.4492829237539	25.2809819325078	20.4083927991525	19.375349156558	21.387261515574
ENSMUSG00000000340	5.45012634954056	5.69371617697923	8.40972233659751	7.01100808601776	7.31999253198397	6.23882523635871
ENSMUSG00000000346	97.1749420005394	116.032604864832	89.9668105007295	107.154582927996	114.672651737845	107.944134389398
ENSMUSG00000000355	49.5609444261125	42.934707501854	37.6015775594484	48.072382706209	58.7224698657359	47.4431187216462
ENSMUSG00000000365	1.28522995870724	1.28264253753224	1.16171323559079	1.31412008757511	1.32697825920517	1.28713945408766
ENSMUSG00000000374	24.1562632743483	19.5110923409222	21.5772802857724	24.3565592565357	25.3606231233212	24.6417184330587
ENSMUSG00000000378	23.5831294871627	20.5498286039742	27.8786313416559	28.9042562770845	24.9580967176798	29.8317611285461
ENSMUSG00000000384	14.8147485761615	14.902708989823	22.3267993874805	18.8177503544729	17.8421642977787	17.7254360036379
ENSMUSG00000000386	35.7774993663927	38.2999583511333	11.9645108968206	6.16850650637524	8.68860739067863	7.12007969609807
ENSMUSG00000000399	66.9666553949198	73.9624460710107	103.779396614367	86.2326482321318	73.4137811724609	83.2050391744392
ENSMUSG00000000420	35.5540268047639	41.7263763354493	37.2496304920716	45.3674471352611	44.4522191438195	49.4167215632641
ENSMUSG00000000439	4.74532141345308	4.61519626619301	7.29448479674276	5.60621415551969	5.48714000714446	5.03885459756241
ENSMUSG00000000440	21.9105030255672	22.9945382443162	14.0326002951897	18.2443845596027	19.489953336696	16.2510037498327
ENSMUSG00000000441	49.2804859343626	40.6549602334732	47.7248223876658	38.2893394179338	41.1539713597244	37.6694313961469
ENSMUSG00000000489	10.0146576520567	9.93994744323052	8.421524270329	11.0555325018894	8.82223177362419	14.167657241736
ENSMUSG00000000530	38.9153041243043	48.7103602214228	31.4644515491024	23.6693374168722	22.6293082857041	24.4737153353435
ENSMUSG00000000531	2.1976313816367	1.88325493350983	3.73563962192801	2.04947599510997	1.99260920534466	1.9840223645769
ENSMUSG00000000532	12.6375135308775	10.8823277832987	9.81188036660422	11.7814120380619	12.3585961972461	11.9479553558529
ENSMUSG00000000538	4.2064410100441	4.14046310763066	21.7748616927972	6.03626714084637	4.85866418696297	5.0996579421316
ENSMUSG00000000552	3.28131436009723	4.03719106711782	4.43210400469313	4.93004847491622	3.71735970920259	5.29791278677797
ENSMUSG00000000555	16.7723305838297	19.604415499114	13.3398736619697	11.982041282759	12.4738608227064	13.6671749023205
ENSMUSG00000000561	9.55904991980145	9.06794884742601	17.6438310700339	14.2913465791329	14.2039931620257	13.7994947607513
ENSMUSG00000000562	4.25322836698177	3.98735026661744	2.46066854574252	4.57848066446531	4.43090727825514	5.42683658936356
ENSMUSG00000000563	74.306896806686	67.8968368706537	75.8289995832638	76.7772958649607	82.101352434298	76.0666845401023
ENSMUSG00000000568	7.32736564380461	8.6380497168154	8.24067549844175	6.49763785801318	7.7360511097186	6.76341187792368
ENSMUSG00000000581	17.0903242528306	15.3363446024309	17.1627740770503	20.1815061750988	20.4820930836935	17.0315798369206
ENSMUSG00000000594	148.038885758272	209.773362576684	111.255882880191	152.268932069769	158.426403045929	210.698050958121
ENSMUSG00000000600	7.95715054674583	6.4502982389134	7.51685991458395	5.65359973107542	7.2095449472462	5.9298153277894
ENSMUSG00000000605	19.5766613089189	19.3524648649719	17.3217925707065	19.2931616178236	20.8463319215924	19.3439871939724
ENSMUSG00000000628	88.0922406850451	76.7981319176935	77.5252491923657	45.3803419644233	58.0536802819587	51.9553978480804
ENSMUSG00000000631	15.9669198355331	15.4838055580227	12.6250657849839	16.8961005555474	15.2119782632604	16.76934513524
ENSMUSG00000000673	4.14412203812229	4.52927364401409	3.21906625614757	4.12853657752975	3.68610570247701	6.79440251175915
ENSMUSG00000000682	959.281953990034	1040.26534727865	547.74863217724	805.452751913909	851.156635543238	1025.99492017326
ENSMUSG00000000686	3.36283253709272	4.89312837313242	4.15517790829431	5.18782120486701	4.91296379644593	5.62595657742885
ENSMUSG00000000693	5.02034548210578	5.06880440593517	11.4139640646943	5.77687642866942	4.59907750441193	5.03553222597886
ENSMUSG00000000708	16.3841966917477	14.826742985485	17.2945958706544	14.1027686969747	13.8513503199971	14.012893905035
ENSMUSG00000000711	13.0590746642018	12.196641079954	14.1347219182884	14.5361859381545	15.4927599933648	14.6443399578785
ENSMUSG00000000730	2.62586238307099	2.35160027335147	1.87212723088908	3.40057553843032	3.39428434837651	2.87876381233361
ENSMUSG00000000732	15.5648687802422	15.1297024252691	10.6399324730555	14.211696291283	16.1966076933873	15.9924273581175
ENSMUSG00000000738	16.0810390220345	15.7168872649128	17.8994296391363	17.6715850114177	14.5361571393476	16.392131767869
ENSMUSG00000000740	32.6353001461103	26.74344326297	33.9435731730959	39.8737181527937	35.9059613382617	42.2950335475547
ENSMUSG00000000743	44.1207178958294	46.598666838826	47.6468427573754	52.8191891035485	42.3523914385423	48.7589787856486
ENSMUSG00000000751	19.6873034999409	19.3814997158195	39.463402306716	26.9921633986453	23.6618521607928	25.9468157661332
ENSMUSG00000000753	1.75311750692769	1.67211127130087	7.72209201079104	2.80516172597749	2.42548931795033	2.52877972383121
ENSMUSG00000000759	8.11776070714792	8.2869590121699	10.7657767885825	9.03262582864465	9.28483596959183	9.69081079967327
ENSMUSG00000000776	10.1663888687676	9.02895127930967	10.4677369441874	12.5236673529492	10.9893944526874	11.7201832777841
ENSMUSG00000000787	93.532539156303	100.06622186834	118.661870091996	101.187989897645	115.820938442186	103.025064348993
ENSMUSG00000000791	7.35603358562672	10.9108924499343	5.54320567570454	1.42701399282411	1.35119640001143	1.2166318176168
ENSMUSG00000000804	9.14126425492081	8.47781363010916	9.00607003912467	6.03674822383029	8.01825149525185	6.52784100925094
ENSMUSG00000000811	2.77429061036412	3.17085304834836	8.74417086793673	4.42306430753401	3.5846247048091	4.68376120348251
ENSMUSG00000000823	2.94589598672754	2.59821488978917	5.51898967247958	3.72579074130688	3.29556078824413	3.13176908959922
ENSMUSG00000000826	40.790110121351	36.4872980202665	33.5422819190188	32.8594340174524	35.3093202441998	33.5884099414389
ENSMUSG00000000827	20.7774158368544	16.6775596930166	22.6732659390938	24.7903872452131	24.6140345993254	23.7770391613361
ENSMUSG00000000838	14.8978027681628	13.509033961782	19.4706419828407	12.0816714868544	12.4760134589809	12.061050182716
ENSMUSG00000000861	1.23714994423209	1.22272780705323	1.18004019559024	1.15140649468607	1.23288971491825	1.36372370045846
ENSMUSG00000000876	4.50653214011621	4.25596822751739	5.23238346377885	6.14462427194113	5.43704982036673	6.22823576141691
ENSMUSG00000000881	1.65516428313155	2.03283911992012	3.59036861500681	2.05254576992126	1.85177552229203	1.81521762443694
ENSMUSG00000000884	1.85859145097403	1.82841331713234	2.67471043147539	2.20281431335428	2.17316414357939	1.94060459976521
ENSMUSG00000000902	8.76583180752406	8.40505661117963	12.1655458784887	11.5876380830281	9.60251829628862	11.2163235792265
ENSMUSG00000000915	1.69892356710869	1.64749546626436	3.11498021786326	1.54646378680787	2.08834382521731	1.5610623928424
ENSMUSG00000000916	6.33705941942255	5.91772900022265	8.64095879296428	7.23048585478536	7.08604728865107	7.60001304376632
ENSMUSG00000000934	4.58244712392472	4.99004995742319	8.60451604127643	6.40964065587628	5.70950127792524	5.55539097449693
ENSMUSG00000000957	66.6319072692435	86.3543260074109	59.6959980076212	55.0809030553293	54.1016982924018	52.0872657703302
ENSMUSG00000000958	28.4510028303679	26.92250757656	19.2608270437784	37.4339090230369	34.9099549472847	31.7366599435775
ENSMUSG00000000959	10.5933199324957	12.2594968463671	14.5950919639392	14.4715109481436	13.990599856136	14.5399702489614
ENSMUSG00000000976	7.86689635709548	7.3513756907665	8.19743536599881	7.65082511863641	8.72297398739068	8.49115118535749
ENSMUSG00000000982	479.851566343832	302.732041984849	114.649303418452	187.827929010807	466.751989189573	140.983989870898
ENSMUSG00000001016	18.9770697411377	17.8963015278811	36.0860770123059	26.7013755070837	24.8851809904207	23.0946180637052
ENSMUSG00000001017	31.7244848060947	27.8415281795046	40.5703201361687	31.608457174328	34.6942592176765	32.884889321078
ENSMUSG00000001018	25.8992927079888	24.9225829069815	27.4325763482244	32.3176592090546	31.6458022508938	28.646616449454
ENSMUSG00000001020	1075.14091640797	732.552630180192	478.251737799728	1166.86693967708	1140.07343621579	1282.72377482552
ENSMUSG00000001025	492.880387991711	448.718525562763	222.203989527597	458.984991221191	441.214371300409	438.85981855909
ENSMUSG00000001029	7.48896051440223	9.32397401835749	6.84327188371256	6.57527982722011	7.45837030301834	6.06284538410448
ENSMUSG00000001034	12.6721819491088	10.5878147753103	10.8824721165119	11.3708930580477	11.8116781304133	11.2275944130105
ENSMUSG00000001036	1.90116522838296	2.03575693894952	8.94355146734807	2.36400098462694	1.81213182766215	2.00718939327885
ENSMUSG00000001039	2.50464216783941	2.44113746374437	9.03434962478599	3.33735402315404	2.56716460971393	2.79821794803132
ENSMUSG00000001052	8.33569072786691	6.95284199630133	6.30099854601954	5.88877149028629	7.64934361843017	6.97311724254792
ENSMUSG00000001053	2.5772439311069	2.17044472340607	6.1308072958763	3.00558764392915	3.40718647815187	2.87815562801938
ENSMUSG00000001054	12.8027413751195	10.9919851571555	12.1693043793569	14.7049376802323	14.5418155556309	14.0900594803805
ENSMUSG00000001056	55.5996162445955	57.7205151181507	99.5237732641874	84.7462707779224	63.8267440853464	73.7848752189666
ENSMUSG00000001062	11.4806946079714	9.50578677023957	7.70544873412266	11.0145832950939	10.8675542796283	11.203003475624
ENSMUSG00000001065	12.8452181895763	8.6376429457775	9.29654328650152	10.3937930028849	10.5936587982203	10.4189070727209
ENSMUSG00000001082	18.2150038497093	17.8952396693446	20.5219562220019	21.8379732571267	19.673998406481	21.1182377693937
ENSMUSG00000001089	9.92905327248745	12.4797724430588	12.5672822772435	10.3269913056241	10.1520353911828	12.7312655086931
ENSMUSG00000001098	31.6146242665625	31.2569202346175	28.6162916091184	34.7433674048417	33.717345709025	35.7853790978251
ENSMUSG00000001100	21.6454877135382	22.755703028627	39.2389394824902	31.2275144661656	26.2694700856327	28.2059986611636
ENSMUSG00000001105	26.2102089999839	22.102105381717	19.0415248881822	26.0015173487154	27.6499986284596	24.4660337005782
ENSMUSG00000001120	1.33497429622783	1.54450523983926	1.35692179125784	1.41933661518447	1.53659607187281	1.54171943992602
ENSMUSG00000001123	40.5307083359621	56.9303087158757	37.7483165572927	47.9832569859365	47.5536736146301	52.7998637993217
ENSMUSG00000001127	16.4555644648965	16.2978711095353	18.7370370744627	18.8484003735628	20.1220533209448	20.3618563552968
ENSMUSG00000001128	266.851888046668	232.277897986604	152.277025144495	330.818808153429	320.489654854776	379.255951415553
ENSMUSG00000001131	13.9138254488815	11.5165496731407	9.1623122659904	16.6454823555257	19.4173278583572	19.5778519036418
ENSMUSG00000001134	10.6927615459674	8.56374821542816	10.0800903695994	10.2658535458543	12.0225498689302	11.2629721491134
ENSMUSG00000001138	3.22375766462443	3.33642913528745	5.28953626681756	4.82005196789586	3.83190256604078	4.9146768275306
ENSMUSG00000001143	4.44658085757942	4.43545600416777	5.14941352746649	4.96567318324523	4.85745410706796	4.99468721222424
ENSMUSG00000001150	6.93511104957047	7.31427641575477	9.69757372613137	8.04610786001135	7.74141899321773	7.92397691908106
ENSMUSG00000001151	7.16885081966907	6.10793053737807	8.73401873494543	6.72168897188384	6.75031938761893	7.30597638611122
ENSMUSG00000001156	60.973834096977	54.140723981364	23.8899620600971	20.2164374058961	41.704460592838	20.1314905658293
ENSMUSG00000001157	5.60977077325976	6.82807914296892	12.2769857506469	7.20396364389697	7.64164911110124	7.75356486416345
ENSMUSG00000001158	45.0118609082169	38.1638521595722	59.8963573102748	42.5571347905436	41.3949244335537	37.4936851393587
ENSMUSG00000001166	2.47015220213877	3.23939300346135	2.51103642663019	2.90914388084681	3.33160071766647	2.82403260987803
ENSMUSG00000001173	7.49677596182338	8.39339458175133	7.92501657018991	8.72728895499031	9.0729375403732	8.6674443186728
ENSMUSG00000001175	458.362798342939	461.805367556673	323.106000413675	460.926198399234	485.445136191954	438.602054952285
ENSMUSG00000001211	7.23625152274011	9.06458596768253	14.6277276032031	13.7640455807768	11.4858846868631	10.738676633267
ENSMUSG00000001227	8.36431101905828	8.85497066427176	8.35205389936782	8.36703495849985	9.36427432505813	10.5908700841719
ENSMUSG00000001228	13.9456849837531	16.1939130840145	42.0832309667458	23.8322121550466	19.148264944651	25.2610936560745
ENSMUSG00000001229	10.8159721994344	8.72531325328252	11.7557443928003	12.5208007130538	10.9491793413973	12.8637553857982
ENSMUSG00000001240	20.7407546976282	24.1876872786279	36.171527311202	33.4079678426351	28.8489478186332	29.8753085024425
ENSMUSG00000001247	20.4191018999039	18.2356582465944	11.4230386683796	14.4887449761893	15.1738620922934	16.3246838741433
ENSMUSG00000001248	16.90172093661	11.503282176707	19.3061533205998	14.397903911037	18.0345463298458	15.1068860765615
ENSMUSG00000001249	2.11207249276588	2.18543429849537	1.82335585699618	2.20379577268215	2.10029586795629	2.14663369066658
ENSMUSG00000001270	38.4065474652813	46.5939547828681	69.7443439174277	46.7116200279718	33.9374349661303	35.246265905313
ENSMUSG00000001280	20.2745930651463	21.1870015871902	21.7782890760355	18.7271336306968	21.7740325003409	20.8371892255168
ENSMUSG00000001281	59.6538369636465	58.4044316493914	27.4610348778626	36.3278047749726	29.6695640388013	33.0288256435028
ENSMUSG00000001285	21.3172904027112	17.4313040663567	35.2420637671126	28.0662518284118	22.3748095431282	26.2317518383674
ENSMUSG00000001288	10.9628560457099	9.73896387936934	11.9734414177135	9.99530290918696	10.9690778985974	12.6220753634097
ENSMUSG00000001289	107.875275000505	107.377114075214	107.393949657912	119.733385739417	106.906217594784	116.911966240528
ENSMUSG00000001305	10.8562054428063	9.14699431153495	10.4890174666132	11.8162807703971	12.8531624560779	11.1650556942625
ENSMUSG00000001313	2.26008074930823	2.20295707683402	8.98391976414396	2.79150806395918	3.16270660146457	2.8312017373189
ENSMUSG00000001323	2.43713067699212	2.70598884191507	3.82295321033774	2.80250126559422	2.9896382153662	2.86284706024842
ENSMUSG00000001348	18.5836206345297	30.605564787329	21.4725603530187	28.8309683316208	32.009161610961	36.1776472383728
ENSMUSG00000001366	8.92764358950642	6.85656865544672	11.3230725779668	9.71255004311617	9.93725576558094	10.4275481567773
ENSMUSG00000001376	16.3659539131407	14.6276066110879	16.5823225891279	17.6356725198373	18.2875297866847	17.6346993271272
ENSMUSG00000001380	44.6431361162528	40.220697506002	47.2687040725687	57.9099089064437	53.4073579092047	53.9130885186172
ENSMUSG00000001383	22.3596522186862	25.3679296660917	26.5716988975482	25.6019236893992	28.1252927059782	26.0938734130211
ENSMUSG00000001403	5.4450654474987	6.19835582084185	17.136742070574	13.0020225484125	9.34343907503197	11.7944144484237
ENSMUSG00000001415	21.0344236327669	19.593265256158	34.7084065260814	23.6885243296245	22.429770618863	23.3678961408857
ENSMUSG00000001416	80.2491358941702	77.1029476401513	111.591280569765	99.3464191031641	90.9181253579494	94.1508649720986
ENSMUSG00000001418	21.8589167452144	28.4537171857032	32.6285400466751	33.6954980653802	30.9624032094115	35.0526344724606
ENSMUSG00000001419	8.15273387064672	8.29528812604	8.82802643648347	6.31322240120119	7.30775004249379	6.62181254536094
ENSMUSG00000001424	78.8645960715114	79.7682057610377	120.474873284203	100.343450434597	82.7603517478611	98.0129573113648
ENSMUSG00000001436	4.10407397340763	3.86717394114143	5.32120961529137	6.16069648412698	5.19798071931234	6.03099048680785
ENSMUSG00000001440	57.8350493825655	59.8513203204231	84.0845985316352	69.7062055805081	67.1443621542739	66.6204123383786
ENSMUSG00000001441	26.1758075367271	21.1566409448636	17.1971362909669	17.8054595434269	21.4458795269289	16.1245132354979
ENSMUSG00000001445	24.8061491809636	23.8286974350513	28.1126820169537	31.5422399692809	26.5409021237822	29.9432139410558
ENSMUSG00000001467	32.1548372737295	26.0192608600171	62.8034006490954	34.8274399151615	34.1034546138987	49.1653178028789
ENSMUSG00000001472	77.8597537307406	76.038719707564	73.4868769634279	66.1656142034979	66.4214930822175	68.2438364952709
ENSMUSG00000001473	166.644803102609	179.704326409171	119.119986061557	186.459147985768	162.031244943887	172.675343259966
ENSMUSG00000001482	9.71175242037692	12.0774662543213	14.8813071851718	12.8130306385414	11.4717623677684	12.9024550107372
ENSMUSG00000001517	3.04119947024568	3.51449367276876	10.9545272753562	5.26533484349626	4.41287860135787	5.70170341958032
ENSMUSG00000001518	2.60233395726154	2.88111117642997	5.80183406414885	3.85837498721415	3.2970841939325	3.92564969608146
ENSMUSG00000001521	2.68008873783288	3.06747338712606	19.0448939169516	3.98866749728048	2.94127372476648	3.68723479813219
ENSMUSG00000001524	10.1358802697229	9.73918117978538	14.2496851730307	13.3897860667486	12.4179618150232	14.6359803533875
ENSMUSG00000001525	423.877997053825	472.88901065575	659.747873666506	666.587412177479	506.31142967096	641.189084524141
ENSMUSG00000001542	26.293070598847	24.4903719734151	13.2446595161638	15.8801507911809	18.7674479151706	13.8355046232001
ENSMUSG00000001552	9.50845164034789	8.68366832463768	10.0482179775064	10.8524347991472	8.55559880611178	15.2730627403932
ENSMUSG00000001555	1.62816940115258	1.67505912775394	10.4877105255102	2.05275560759468	1.73501166070504	1.49892506491538
ENSMUSG00000001569	5.28730556332368	5.38528485116911	6.25707585939221	6.06839189581109	6.01200576658033	5.9909861964694
ENSMUSG00000001576	28.2182754062225	29.5506697386962	34.1444613256504	35.5413672948604	33.2675295187968	32.3209168397363
ENSMUSG00000001588	8.87571876637794	5.64208167097261	4.03509579710374	7.29741194936558	10.1234280397184	8.8205376935955
ENSMUSG00000001627	133.73107870972	105.841598601331	67.813794034741	66.5297254066239	93.1470008455691	61.8670040505882
ENSMUSG00000001630	4.21070496553944	3.81892822578569	4.24288941771407	3.59078141907111	3.88282073495098	3.79437360495661
ENSMUSG00000001632	23.9637958955204	21.3261897994572	18.8741936409437	20.5851226945699	21.3969353029018	20.1880917444676
ENSMUSG00000001642	3.8027808380009	4.61500612521736	5.54094885621387	6.60575597419845	5.69005176472273	5.85794448639632
ENSMUSG00000001665	2.51279647620645	2.80922647841358	4.05909845575295	2.6391519720601	3.31727700209054	3.35157384891585
ENSMUSG00000001666	18.8825987487437	21.9486761678958	30.7306502856683	22.5330967215463	20.70785406813	19.8372642861097
ENSMUSG00000001674	6.21174736988153	8.40711468079346	10.3746504314121	7.11822892822373	8.5701643850117	7.45772787360131
ENSMUSG00000001687	40.2122597347451	35.5610837714535	40.6130639692874	41.600235563825	40.4143991179524	44.8232482950938
ENSMUSG00000001700	3.28991257858931	3.75724726268788	3.46173275375416	2.9861585001121	3.11890741611504	2.79189024571899
ENSMUSG00000001707	14.6855303539943	12.2536296424629	16.7603409519339	18.1112991354285	18.7731102544759	15.9231272087515
ENSMUSG00000001729	110.278684226738	100.671852834498	189.120738442653	143.391001085116	114.254572302125	143.011124291775
ENSMUSG00000001741	8.28275241232838	8.27626469717442	6.44848578499014	11.2825802463469	13.3443531582725	11.5730771079351
ENSMUSG00000001750	137.924941186992	118.303566182427	86.0418690691066	98.7512949875071	106.520428772064	99.5018575314515
ENSMUSG00000001751	38.5521140281048	39.7589417319474	61.0536250274531	53.7145438094547	41.8278161761727	52.6453033629143
ENSMUSG00000001755	8.61933151922744	8.78383349654921	13.1064700286203	13.5412931224943	11.0620123650383	10.6141102083206
ENSMUSG00000001761	3.55569698566836	3.33510794337113	17.4890500559343	6.08130782813629	4.26680493601531	5.21149188940151
ENSMUSG00000001763	1.58166579793066	1.80749062611601	1.51040418041593	1.47972674492604	1.44205538995256	2.04955010457515
ENSMUSG00000001767	17.9516313962375	18.3010486370917	16.7438118828199	15.6108228666642	16.6258322405903	16.2120250810827
ENSMUSG00000001768	47.7926179082313	52.0951775442841	32.5863139333284	48.8418686052749	52.0171404300051	47.7851793318203
ENSMUSG00000001774	13.6246532577884	10.7220641905513	13.2441622815141	14.6827313725037	17.0914259318073	15.4525973522269
ENSMUSG00000001783	70.4440803957704	75.2880896965417	88.2868318879485	91.4304315777434	79.6143264573126	96.5061488675382
ENSMUSG00000001785	25.2342479514019	22.8423097246046	26.8598996723622	30.4280393326701	29.8107353091027	29.3467137219902
ENSMUSG00000001786	5.48124485376797	5.52294627169957	7.24593261550256	4.88068486283851	4.84996120357744	5.05120051302383
ENSMUSG00000001794	205.699442681863	196.919035352387	167.988536953414	230.693727650367	208.547195008006	220.806856706935
ENSMUSG00000001819	1.44126180809115	1.59920673281099	7.17102396242408	1.51556617754134	1.54977865760952	1.50131551511322
ENSMUSG00000001829	8.68270048486367	8.72838385895434	11.6215667009848	10.8678868680469	9.44681611624642	10.1851917423275
ENSMUSG00000001833	75.6670829600873	69.3835339657767	54.7198933690597	60.1533905945652	76.3106436446051	60.1383729264828
ENSMUSG00000001844	12.8109663459233	14.9921346479908	17.1431225412599	14.4131149456394	13.5100843735744	14.0043413067246
ENSMUSG00000001847	78.9298893610404	88.7937200598905	86.7467057624469	104.02407958346	100.067784106904	107.345800438257
ENSMUSG00000001855	6.32052349891289	6.40619646051059	7.88224109202226	6.2007136470466	6.33765356722901	7.14508351430655
ENSMUSG00000001891	91.5065911269884	90.1661774753871	240.503035908903	88.8324375328245	83.0599905879116	71.586030647347
ENSMUSG00000001909	12.0378682116647	10.9176495928314	17.7123955596205	14.2361814624554	12.8476543696755	13.5798009087211
ENSMUSG00000001910	13.6929662227778	15.0550450208267	21.2190384392824	16.9894806732412	15.0926947966448	17.8622428370981
ENSMUSG00000001911	3.58625464148018	2.99559115414185	2.76179620483918	3.39619172627103	2.97804509995482	3.76023025258846
ENSMUSG00000001918	22.4391732580476	16.8647312218283	32.1551907275398	27.4512816146911	25.5697351768596	28.7473506907956
ENSMUSG00000001924	110.17954520345	103.016673194984	116.703681631778	121.528406027025	102.704959129226	114.777076288102
ENSMUSG00000001930	1.96005958260375	1.97567975358414	5.02149123512086	1.70040702109688	1.69537602793751	1.74982291301422
ENSMUSG00000001942	6.03658022944744	7.18101440281838	7.69948046271232	8.41816389864711	8.33654036074013	8.61151896640192
ENSMUSG00000001962	19.4914992997056	24.4855815832977	23.6943082425793	23.8598360506274	25.9260637827717	24.410064208744
ENSMUSG00000001964	31.4538888698463	33.0371634698823	31.7057914928068	33.8732563979869	34.3042078267894	34.5858383553847
ENSMUSG00000001983	5.57732462549188	5.59996906721124	7.89377793787373	7.74940929429227	6.40735802013263	8.71469739092734
ENSMUSG00000001995	13.8350877209852	12.288522382674	13.0711590021861	15.7979566502118	15.9001503431158	15.2072956148188
ENSMUSG00000001998	9.35413411278057	8.11571021446371	7.74838238066695	7.89936356165676	9.79315621232971	8.40288106214295
ENSMUSG00000001999	66.4000931636418	65.9739786770512	57.9060458094757	91.7138836520446	93.9715494476839	84.4310176573284
ENSMUSG00000002010	40.4286832877487	39.2810453061696	43.2355165028242	51.5187722977808	44.1872798026558	51.0984288790735
ENSMUSG00000002014	48.0111901715378	41.6759926760646	37.9497446893745	57.6421872235757	51.2344191771025	56.6737986713955
ENSMUSG00000002015	99.9027214005343	110.006266371686	100.208739630929	124.219329567943	120.580789642613	117.008496274086
ENSMUSG00000002017	4.38524660237748	6.62764946971017	11.8384110286752	8.00591354527571	7.32078717805452	8.10158845291035
ENSMUSG00000002028	2.56947762545896	2.78179540994046	3.160449552876	2.18856342469261	2.47209291253122	2.61952436121016
