Control_1	Control_2	Control_3	Control_4	CLA_1	CLA_2	CLA_3	CLA_4
ENSG00000004776	229.588879070063	213.496372204774	235.766995391767	229.304101063073	221.066747425203	224.646970082334	196.128767580467	227.509281101604
ENSG00000004777	2.31055908246325	2.38414519685796	2.60592217152951	2.55949758764172	2.13614396948467	2.30510398361259	2.45592811587687	2.46433680767605
ENSG00000004779	33.4887744628412	32.6516923119025	32.0773231218806	32.0106653628983	30.6812728589884	32.047696956787	30.8523799295877	31.2003754970594
ENSG00000004799	2.10455273338314	2.0406528731255	2.35640087178366	2.2151254334648	2.56751137221008	2.55804780880166	3.13117174766932	2.63306688673959
ENSG00000004864	7.33091976561301	7.53244178746265	7.39735249890272	7.35067545434486	7.57631314696309	7.35349969821124	7.02942946602779	7.33148394388599
ENSG00000004866	11.4797024730931	10.2204762661367	10.6013197470754	11.2468915978858	11.5362836140396	11.3122212495271	11.9733059786635	11.5845240129531
ENSG00000004897	26.1332501758749	26.1004491249876	26.1678685091867	25.3816156522247	25.340234034112	26.2679899869053	26.98540721909	25.3672765763504
ENSG00000004961	13.8790488593899	15.331809365212	14.8351945402685	14.1974239990599	13.3948363006775	13.3515944977223	14.710982324577	13.9132056634811
ENSG00000004975	29.5087859589207	28.5820013097184	28.0672512029005	29.3312211375694	27.1957957289366	26.8817595565648	26.4130917645109	29.6052303154231
ENSG00000005007	24.3898331898174	22.5292797972958	23.7408882587693	24.2942790705581	23.0703499384959	23.6226716152461	23.129443860665	23.7457089381178
ENSG00000005020	7.32181748181492	6.90563050965245	7.37862987923629	6.92524927396852	7.45632263223839	7.00508584673519	7.60962189070577	7.72109468464631
ENSG00000005022	122.445288707648	125.43517156222	124.675686049067	128.317544103637	124.699664163149	119.516437118396	121.482876531634	119.121046327057
ENSG00000005059	14.3469922814543	15.4098106689557	14.891586855966	15.2835334313099	14.8863278783591	15.1118026030756	16.347234495942	13.5927666152992
ENSG00000005075	14.9604353282925	14.5032061108578	15.1043596455373	15.3264143733534	16.1241996412104	14.5833238152179	14.7705202223514	15.3918695255739
ENSG00000005100	8.63064087443476	8.30069850795791	8.32024739524088	8.49855202829545	8.21268343086594	8.4204079426297	8.23346782915372	7.91787806172569
ENSG00000005108	1.57892886597604	1.42204309670107	1.57224815794235	1.6310999650499	1.56231664298631	1.49618448871105	1.61605049757273	1.5426148642306
ENSG00000005156	3.50800443459485	3.56889601024039	3.55225095773217	3.71564047645997	3.59405722257781	3.59033176625026	3.56977963286683	3.65873162706321
ENSG00000005175	11.1845210548172	10.8744342910874	10.9197331446667	11.0177692282377	10.8330656146442	10.6895624013116	11.5218287866833	10.6013550168024
ENSG00000005189	3.63766144562946	3.30598086646188	3.61334367255268	3.71859828888401	3.39807640090675	3.48398535669714	3.39947143475768	3.34248209515436
ENSG00000005194	22.1819030644298	21.1338053271927	21.3726835387888	21.855005379318	22.8445203349742	22.5326935541833	22.1033097142652	20.3876632353297
ENSG00000005206	7.12782062103514	7.04936458554438	6.58639336789699	6.49163707452396	6.39095994149788	6.25199160113597	6.00778984679259	6.47790465389446
ENSG00000005238	10.1993480976441	9.90148759404131	10.0146893561279	9.81984045112027	9.32203656635453	10.0114882665199	9.23352158384349	9.99357172604937
ENSG00000005243	45.992611721187	47.4665550212426	43.50079636719	43.3472054249726	43.574519448794	43.4575130596341	44.6972363410117	41.9896255272249
ENSG00000005249	1.96855609587997	1.7280103588749	1.77309971040057	1.96809872382051	1.94029650227861	1.79943747016176	1.80557586518345	1.91347908545787
ENSG00000005302	15.2016705932957	14.9496788349828	14.2982976134805	15.2360510396712	14.7661664298061	15.9093224117773	15.2562707387131	14.4861173075511
ENSG00000005339	9.41207392429642	9.391709140787	9.60267667003728	9.88113735929417	9.82126511511894	10.2151203734252	9.37656299686765	10.0246823647351
ENSG00000005436	5.12234588363029	4.84726515555617	4.91307176344589	4.89131725346435	5.00568620281504	5.05820572000879	4.97177373031714	5.19665459125441
ENSG00000005448	13.7542193084694	12.4893853557448	13.6894986948507	13.7630156808526	12.6294115565598	13.416839599177	14.1253597826251	13.7887071964102
ENSG00000005469	13.5169248344963	12.7732992712901	13.3897467571771	12.6535819564445	13.3355539463335	12.9732089210297	13.2501594382422	13.1224189080933
ENSG00000005483	19.7858215669564	20.5210686528329	19.5079802816917	19.0200721610212	19.4553079124924	20.0393374238132	19.6847859893797	18.8548572431696
ENSG00000005486	29.1059713697677	26.8572156182355	26.1240031054498	28.3881109429084	27.2753839985363	27.080326133619	25.2127162961757	29.7758296876808
ENSG00000005700	19.087130047466	19.7886573950303	19.4204320596029	19.271007903998	20.0979852334157	19.7505937683065	20.2804918883556	19.362063904647
ENSG00000005801	5.42624782638801	5.25839885923286	5.20526568700565	5.85318547060362	5.42751862047663	5.74688729716385	5.36523638792581	4.94892600158512
ENSG00000005810	7.60647991781001	7.72949600186258	8.07936614414588	8.03573277929886	8.48770770223322	8.90527299544633	8.8344278121143	8.14786125177084
ENSG00000005812	20.0650685535349	19.3218845765092	19.1484081091429	18.9774400139494	18.4669913229037	18.6747251320255	19.8153875010397	18.1972121514762
ENSG00000005882	7.92769150519624	7.07317000098733	7.39424085154044	7.46286268801631	7.28849129143069	6.88612194356657	7.17061745569298	7.24254966103839
ENSG00000005884	18.3490371371952	18.1273802143873	18.1654092051671	19.8910059378616	18.6174407611353	20.0819623336321	17.9453002561615	18.2996110808165
ENSG00000005889	6.16005154780428	6.24327332416261	5.96619207212805	5.86569258712174	5.7772656275796	6.1725173897677	6.66028263527894	6.19297993990246
ENSG00000005893	218.768068116078	216.53328299876	215.68629252321	210.570075025811	214.191217519041	217.977549066885	224.048018787735	211.956020587218
ENSG00000006007	35.8787063775962	32.9265165705861	32.6648171766243	32.6206310367357	32.9354885639386	32.8946017816798	33.9825879197196	33.537442088149
ENSG00000006015	29.3641849800645	27.7617612853974	30.1866032257308	29.3008660011846	25.7687588271851	27.2342567281777	26.6505784310218	28.7215679235653
ENSG00000006016	295.965522814789	275.489395049299	288.442777108142	304.241522151922	280.043501619396	283.926924786965	259.347037429746	302.607078191271
ENSG00000006025	3.96229274877387	3.88929573254719	3.85404049748404	3.86264477027195	3.5991555346009	3.98399039946257	3.70060379006462	3.65995103964635
ENSG00000006042	21.5937488458181	20.1382284751519	21.0044622027998	20.2296595040353	20.5948180992501	19.980073395818	20.3943337123673	21.6464753686947
ENSG00000006062	2.32388486322755	2.29464740938202	2.35187600649375	2.64976972312652	2.52062878447262	2.27128950054851	2.17573053184892	2.4273235284669
ENSG00000006118	30.2810382568065	27.4901777312279	27.7430577259366	30.6500233724283	28.0849140515972	28.6041225611748	25.2110804786765	30.8096924927817
ENSG00000006125	110.828473856464	113.257129986407	109.624338315248	110.30687470909	113.71025913758	114.824022907647	115.198412873633	110.270421700513
ENSG00000006194	9.43203011955634	9.64914283840531	9.0404844589173	8.70529540614289	8.77303701096001	9.09813783783076	9.09952476198061	9.00268354802784
ENSG00000006210	1.50279190272353	1.41827804117072	1.34926702394503	1.33300355296094	1.39357660349561	1.5364632904329	1.29823567330641	1.40228302697992
ENSG00000006282	33.0311585957441	29.2643006035238	30.5205080368818	30.2424461958459	30.8939678017317	30.6294279104211	28.1768106490881	31.4662383947889
ENSG00000006327	67.7625439143791	69.2910314637479	69.0376606368632	75.2836758006915	73.0736400113929	77.2470589104027	74.4699106211704	71.2326582044868
ENSG00000006451	67.7257684458084	70.4820343468802	71.0673261416694	66.8372567744309	69.8161287561764	69.7424538830208	75.9454368956674	69.6947525505054
ENSG00000006453	1.56410489867167	1.65112417856766	1.73746469323984	1.8209009154146	1.53638292906387	1.47361233803902	1.59131665596308	1.54382705499138
ENSG00000006459	2.34903436797748	2.33109604254979	2.4577325416807	2.14458551819686	2.20390587311264	2.25214151315272	2.33531626329703	2.17172021737174
ENSG00000006468	10.7694053279126	11.235365044636	11.7748100532101	11.7396170582941	10.8718070308428	11.4570601541193	11.4912328411725	10.176229060499
ENSG00000006530	8.07605204405599	8.08294868714179	7.94120084276008	8.11355957564728	8.12774464042145	7.77437756998774	8.54271258400865	8.59630600877961
ENSG00000006534	9.0941359767501	8.75429537322184	8.98830501556844	8.65721067673113	8.71806413851811	9.23956576889929	7.74977033721709	9.02725297846532
ENSG00000006576	19.3503107104205	19.2585646406937	19.2086806567387	19.2091260708885	18.7754063041955	19.2222347060514	20.7978992644568	19.5291134266286
ENSG00000006607	14.2509716765041	14.514848628662	14.1075758427541	14.4024976256809	14.5921598246065	14.7795318305991	15.0842150078755	14.1358854536337
ENSG00000006625	11.217064283191	11.7330283279916	12.4932376636004	12.4470605671135	13.0091099421844	11.497537719262	11.5753906175687	11.4419021193487
ENSG00000006634	5.57427072012958	6.25454961836941	5.80731213665388	5.9471406563925	5.32246151535829	6.21516185157711	5.64611196663942	4.98619279713003
ENSG00000006638	2.69313379130563	2.52070122861664	2.59632401462255	2.25833972945937	2.65650888934779	2.6272479127841	2.6779187248562	2.43145581892334
ENSG00000006652	17.5805408376676	17.2876048954649	18.2078763274008	16.7474553682786	15.7879517524308	16.6995916135238	16.6640783615839	17.3115676523194
ENSG00000006695	6.03636368778932	4.74997718728856	4.94777105991459	4.91905761611729	5.4613496980092	5.39323246018729	4.96659620149149	5.04703596435742
ENSG00000006704	5.05866774787007	4.86028615732985	5.34852718879662	5.34302365712317	4.84293423563907	5.12076390947419	4.96070886019057	5.12246275709354
ENSG00000006712	32.1029029954265	30.3971467915708	30.8010954197251	30.4099789617595	28.922034695754	30.9980269308652	28.0309291543008	31.3043918482207
ENSG00000006715	21.9880641690264	22.6688051279174	21.8144412098787	21.8850828574298	22.0460929349177	21.6611005912908	22.3714083798832	21.6329136603511
ENSG00000006740	1.41838447748258	1.38761070022369	1.36850066467482	1.30893086878733	1.34709693092308	1.30321726677147	1.4512298752684	1.48743843002711
ENSG00000006744	17.3392727240094	17.9861166070701	17.5515932670955	17.7233158134211	17.8260133015919	17.7842737204873	16.7172258268238	16.8478234452993
ENSG00000006756	5.32400438029741	5.33978711083465	5.02039656575922	5.37116419917796	4.72648168304394	5.40386982691898	4.92897241099033	5.57837374736401
ENSG00000006757	3.60220093867335	3.53227348880374	3.74648036782625	3.54157427104098	3.57594740915968	3.38905326038424	4.07806521888731	3.43184423199242
ENSG00000006788	1.32224157192276	1.23162545303228	1.2539503268831	1.23333721262071	1.31705647783277	1.2134065813605	1.20992507711472	1.21781766006742
ENSG00000006831	31.6262773105628	30.5374812839864	32.1384298956241	31.958682815948	30.620319274876	30.7066212785368	30.046547366897	30.3102719516818
ENSG00000007047	10.3054121903626	9.542150251634	9.33053723449081	9.56974472841372	9.2156467331102	9.39949895448758	9.56520000247473	9.99856406674217
ENSG00000007080	40.5544867734427	37.5859026161959	39.6849290780223	41.255645563123	37.7350143593039	38.2944464363063	37.6189590204764	41.5218167833173
ENSG00000007168	39.0981893611078	39.7824907617687	39.2711330068128	38.752231439614	39.5247823244892	38.5994142820926	40.376313681178	38.7427798491299
ENSG00000007202	33.7727705813269	32.6907123146536	32.4748995404991	34.4258091552851	33.9393213763548	34.2341581876374	35.0153082631532	34.9003468159014
ENSG00000007237	2.03767800381209	2.04931974572914	2.13448033267847	2.01636239449544	1.78042201759541	1.94796916227341	2.10389204147782	2.11676034672877
ENSG00000007255	9.83515440472232	8.99133069567011	9.7145066606252	9.2333516377127	8.83456532333323	8.50572596587931	9.15405969147511	10.0288802359749
ENSG00000007341	9.30947835822038	9.1501402961452	9.45003193278486	8.79349245803323	9.34826257269541	9.69249011299416	9.55797333602811	8.66625655133144
ENSG00000007372	1.34745037045119	1.33549522564998	1.30934644635748	1.28026149607417	1.29300000396206	1.26629090924967	1.27024360553745	1.33574688608462
ENSG00000007376	12.0381004066119	11.4720977350411	11.0818527533892	12.6833865138779	10.4061958196443	10.8782804972043	10.5293135354529	12.2930385687614
ENSG00000007384	27.5875293643895	24.6821250284298	27.7442918821871	28.5178196986949	26.0101870444137	27.1202566600297	25.5253487941798	27.3350341623938
ENSG00000007392	24.3823182671459	24.8287053382256	23.6496512304037	22.6555902158846	21.6184666249645	21.8972092267742	23.0478300282913	23.5317521535654
ENSG00000007520	24.6788782320757	22.421036685838	24.1906706175315	23.8674851110828	25.3412174779114	25.2243170162548	23.5898733983823	23.0067932513433
ENSG00000007541	11.2154374638955	9.76801397407804	10.0731744937234	10.5366106442578	9.95879677783084	10.1407890242038	9.1587696195995	10.3639203390881
ENSG00000007545	2.60904683890302	2.41033436228324	2.5732616380228	2.56068006246673	2.46877938810637	2.52244779292677	2.57569510230887	2.51329744188092
ENSG00000007866	19.1181062490062	18.7789816181412	18.4664759189755	17.7227323010501	18.0132203824369	18.524776697376	18.5751800424892	18.7247370168598
ENSG00000007923	12.9098008524461	12.6776710985149	12.4595964861417	11.9256980529536	12.2600766517944	12.2580027471659	12.1406536707094	12.218917692321
ENSG00000007944	6.90321543792764	7.05860740475925	6.76232118467341	7.04310201671689	5.73217181691989	6.65464340243552	6.45343150861905	6.43096818467342
ENSG00000007968	1.35030971871662	1.32454310012629	1.18295899612957	1.31579580585355	1.31558401119585	1.36684789390905	1.35195942046092	1.27340497005412
ENSG00000008018	169.764885072794	174.385178243827	167.481428116366	171.872571777503	175.587924498891	169.482207298996	168.315735607736	170.266170866067
ENSG00000008083	5.49209789784506	5.41138814580755	5.36864300672299	5.2287692124286	5.13941209995269	5.57724667778719	5.4064656078481	4.99553895500038
ENSG00000008086	1.92519008878389	1.90697247439391	1.90761015891718	1.98064912983627	1.86301803409086	1.92401736920035	1.9380395948088	2.10713694311857
ENSG00000008118	2.32920394291667	2.11187902832956	2.09187014994935	2.49045037889243	2.1831333429513	2.00514563367083	2.22525536380211	2.06246150904326
ENSG00000008128	1.63258192280612	1.69070544499621	1.56026858346065	1.77631683041241	1.46498040173	1.57852445447461	1.55814246567683	1.65322122046007
ENSG00000008130	22.0997986682948	21.4359266841743	20.6585896833674	21.7365784164823	21.2656713327726	21.7673886139901	21.1694895955641	23.0181873822584
ENSG00000008197	12.1504909726128	14.3235701693512	13.1085456082951	14.0125199687466	12.7769176782466	13.2545635442816	13.5397555179271	13.6666252457723
ENSG00000008256	16.3270966592472	15.443592025448	15.7669015657446	15.4359557598998	15.1488456565201	14.8820483871754	15.6525741460512	15.7717842828682
ENSG00000008282	73.4546562931667	71.3259789666132	71.4942320144828	71.2927455453987	73.7790417105207	69.379033805278	77.2452749052847	73.3190268727886
ENSG00000008283	13.697840998519	12.7440450925844	13.3280634337073	13.4979372177596	12.7790116238946	12.5279550266699	12.4210728220284	13.2042661185672
ENSG00000008294	56.7615830575762	59.9867101241885	59.2019587358181	57.1102470024272	56.2592330251189	59.8764373772779	60.0785700553664	58.6230512029806
ENSG00000008300	1.31354574169999	1.32188684916015	1.30767576935474	1.29658444418206	1.36203596609562	1.32550181742584	1.32292827744843	1.38206436902038
ENSG00000008311	6.16091923986163	5.87790610641067	5.80615253691453	5.78679353523666	5.69159119397038	5.67221574584971	5.86872273474763	5.77219595016058
ENSG00000008324	9.98224900541204	12.7217817691586	10.7686112206778	12.093429923116	11.3005452682277	10.7898825426494	12.291082955294	9.70902409841494
ENSG00000008382	5.56031070542593	4.74659384849758	4.68187113800816	5.06538347821583	4.86378562978425	5.42963166913134	4.81378145472274	5.55398762960872
ENSG00000008394	245.113114781175	244.286952055199	248.416060737471	236.964720939812	245.284787777264	228.545269950438	244.074716012797	230.912608614523
ENSG00000008405	9.70055034226186	8.72604047019393	9.35168964708801	9.84327760769566	9.51959799769599	9.36813898871365	9.79011456529958	9.0630508294742
ENSG00000008441	131.186544313074	130.264919025308	128.213603855497	128.498382430069	129.694949680128	129.045702874003	126.41127940201	130.532622818492
ENSG00000008513	31.8755803940842	29.8112243539887	30.7346421066758	30.2024011794595	29.3993130728479	29.9747729464962	28.5311299799346	31.4851796706831
ENSG00000008517	8.30532975164579	9.22830906673112	9.22478074128924	8.34910163338651	8.51487701259021	8.27707806381622	8.75305471577495	7.89271449015152
ENSG00000008710	6.95092082925331	6.2702379619666	6.39088283604095	6.97829607309721	6.68988215891837	6.89918579127919	6.56907340595717	7.18313821198625
ENSG00000008838	18.8902010123459	18.3550148144291	18.6811269290536	19.0747725890544	18.4253227571835	18.5174046204385	17.3377872532465	19.1706214748994
ENSG00000008853	6.86837149904717	6.56276624661728	6.77925847884634	6.90830925867978	6.68667130694683	6.82591071367039	6.59557090736867	6.78201593937862
ENSG00000008869	5.82022761484031	5.68176281289932	5.64522480572996	5.86529432276641	5.58669922953063	5.78011703042972	5.88651648604296	5.7529794729054
ENSG00000008952	39.5524630924804	40.5305917598681	41.049731406622	38.8387375997527	40.52637848423	40.2329736335166	41.107922450172	39.4998680290336
ENSG00000008988	506.872983088176	532.360825860789	519.144768886894	507.072581410751	504.430183922956	481.657549265594	507.733150163149	497.121499906275
ENSG00000009307	174.605964647241	177.355433807953	175.739744974009	167.41436478099	172.802102426907	172.985609991084	177.01356971095	170.993508026873
ENSG00000009335	31.8759877587573	30.8507171792076	32.3854574546978	31.7177350042359	32.1107673942243	31.5432951056855	32.9615807780297	32.2886734466832
ENSG00000009413	11.425506589477	11.198632299517	11.2026385484119	10.6804678931362	11.1731450404777	11.7013561727268	11.8463474773528	11.3954314090838
ENSG00000009780	5.81941844588925	6.12153941858956	5.56749617773023	5.79859223623077	5.62359057976331	5.78927531172504	5.87059739635315	5.73287334591004
ENSG00000009830	9.17111548160964	8.97358112895734	8.78520002986994	9.03690649193287	9.07754771484699	8.84796818759393	9.29815072094288	8.73088190874049
ENSG00000009844	11.5254822298504	12.0958365927315	12.2256050176375	11.4700178700744	11.9564283594286	11.0419906833821	11.8887162516462	11.5005450949211
ENSG00000009954	33.3074610042839	33.4998586799386	33.6525461033034	32.4163649915217	32.436145314707	33.853661101262	35.2055345681551	33.0596053912297
ENSG00000010017	24.6670239751385	25.5470351893525	24.8981183925851	23.514207673279	24.4269477901922	24.0201103334426	24.1608554801788	24.7920720687352
ENSG00000010072	5.95730460156767	5.63143266146372	6.17705036472358	6.15103760181388	5.91161370278032	5.831777128852	6.74508505452638	5.77675209844196
ENSG00000010165	14.1707763523921	14.286845055045	14.2078667259571	14.4599744141282	13.8271234662085	14.348031814073	14.0316946464246	15.0468203152969
ENSG00000010219	4.01843545937646	4.1686374559736	4.22602322667073	3.68444602431625	3.86235796199439	4.28652693735687	3.98422526341338	4.33202105285442
ENSG00000010244	52.4693922421939	52.0348802983723	52.7779347752438	51.5652136927461	52.2446803907159	53.5689857650025	52.7244902834079	51.9092871012593
ENSG00000010256	61.8004429541988	55.9382399954363	58.9374399918656	63.4518903723365	59.6791750881526	61.6330503933827	57.6733790824327	58.9140013038687
ENSG00000010270	28.309381621144	27.800640659979	28.3176708014147	27.7372062268606	28.9938358820154	29.4514286860064	27.9305259684891	27.4605851444243
ENSG00000010278	155.977377475654	162.724888136298	156.909587838266	163.760271043466	159.939241373374	156.319839328778	160.926594479733	160.153800541787
ENSG00000010292	26.8902155442774	27.277042218078	27.0007609095164	28.199549545586	26.6390412534365	27.1183707703862	26.9427022317701	26.2591324054278
ENSG00000010295	20.489155294223	20.5205680146864	19.8070874333492	18.740030993572	18.3402469303116	18.0585739522986	17.3891938920574	19.1792313950459
ENSG00000010318	3.5197485456285	3.45186607253119	3.72791409413281	3.43536303697207	3.56483483722145	3.67158440683332	3.57938102780665	3.34539799351183
ENSG00000010322	17.8898652407976	16.4470193814451	16.9982996777462	16.6205836299939	16.082872212129	17.3833269759373	15.9653198413519	17.2905251525395
ENSG00000010361	7.13779807659178	6.20160242745697	6.01014237026543	7.14667839986898	6.94912455805823	7.03352076088035	5.79616378021182	6.93688690794543
ENSG00000010404	17.0355583167603	17.0384709189911	17.1700429223994	17.4223327717806	17.1414784504611	17.4404362041214	18.1512856978752	17.2921043591207
ENSG00000010438	23.2292191613012	22.6426058729037	23.1292786492035	27.4259035111274	23.8754746798343	24.4591435064653	23.8675957273362	23.5795819504964
ENSG00000010539	3.51699369780129	4.1246913174578	3.57510660242726	3.72921792377695	3.44888668186028	3.6425849708125	4.07254897297533	3.93074539917733
ENSG00000010626	3.7593366104433	3.813853663168	4.30128742547132	3.86117607900262	3.71141478931494	3.56287241890485	3.88487687518128	3.45154546079594
ENSG00000010704	6.11416550131778	5.83843048591611	5.71315092146996	6.04583094441571	5.90968316797968	5.93276187417382	5.7323332519716	5.70624908698768
ENSG00000010803	8.48256805187608	8.30407507132745	8.47711758973683	8.09302053710072	7.8460345582235	8.26985900486504	8.08976770303329	8.01101009024572
ENSG00000010810	29.7090465730293	26.5386555620696	26.7786046735731	26.9396383039537	28.3707169150454	25.2574974208502	26.7887954356406	27.6540087486372
ENSG00000010818	8.84899605434217	9.15406311418333	9.26544767777155	9.35456138277541	9.4615648509369	9.38576078949722	9.95477444134593	9.30621938477783
ENSG00000011007	28.1074058340887	27.2242543501441	27.9883450807836	28.1148328175613	29.4763423918068	27.9568714764195	28.2771751001697	27.8406443623646
ENSG00000011009	26.3579956631036	25.2568122583009	26.5031759702015	25.7553008224081	25.0507978022881	25.7245193259317	24.6287472578609	26.1771969504862
ENSG00000011021	6.97074678921905	7.04562094860017	6.63069543088741	6.95815180542855	6.13438077259596	7.03598332989951	6.63854321150568	6.65107244099737
ENSG00000011028	131.521830785652	123.832605434852	127.292759034986	131.738248811735	125.498866585601	128.458881183998	115.667131639348	136.379203059743
ENSG00000011105	16.1223963087116	15.414709697033	15.957088427688	15.6502709085262	15.6872268587172	14.880035812654	14.1700169490402	16.3492103494165
