Control_1	Control_2	preS_1	preS_2
ENSG00000005448	22.593850088448	19.022162155229	21.738343058607	25.3217027846307
ENSG00000005469	4.98932660028895	6.23233008823267	5.72317360601468	6.67858195909332
ENSG00000005483	10.9963542851308	13.3720440949717	11.832597457034	9.1166695065381
ENSG00000005486	18.6991310056881	20.9365378181139	22.4233952392472	26.8719059342633
ENSG00000005700	12.7077569155764	15.0881831343788	15.0663126256655	13.7669948729604
ENSG00000005801	6.11071462118016	8.50035379383368	7.25054145532994	7.37816656538097
ENSG00000005810	10.9008764197163	14.7950829433193	12.2393487464211	10.0575885877074
ENSG00000005812	8.15226037774875	10.0459370594024	9.12679543020067	8.26200070825563
ENSG00000005882	5.60623834193871	5.67834383116189	4.20184866720888	4.62983877339808
ENSG00000005884	68.7428786518199	65.8619313343846	74.672751011793	79.1197005762125
ENSG00000005889	5.74260175141458	7.5066437908224	6.54873018654239	6.18198321897952
ENSG00000005893	58.5885225842368	104.743199979325	82.8111814562557	92.4969076205811
ENSG00000006007	24.1261867894023	23.4042419958011	24.2671051663859	23.1473552772992
ENSG00000006015	22.1475717513496	21.2505461414087	21.0925602766244	19.585314790577
ENSG00000006016	2.00144364540178	1.92167189870098	1.71284008155899	1.97960541503678
ENSG00000006025	3.16931491563301	3.67919343479312	2.29841045241387	3.29411686881928
ENSG00000006042	9.55879162272146	6.42664439645653	9.3242063890278	7.7870836124276
ENSG00000006062	5.0280885830757	5.38688189358344	2.99711489029178	3.43216564358159
ENSG00000006118	5.0375479034871	5.52963724698467	5.27949855860069	6.46093826564717
ENSG00000006125	91.2314351937544	79.35893978012	85.5540359426015	69.9367344864358
ENSG00000006194	9.54663424825737	9.57045508728974	9.64994624104733	10.5578578959172
ENSG00000006282	27.5159814262563	28.3781301663258	29.2111401279054	30.6921174668007
ENSG00000006327	189.836766778535	174.611894181024	180.810747762309	203.012830607309
ENSG00000006432	1.58783323892262	1.36067223547728	1.75549325531602	1.45179711259439
ENSG00000006451	35.8857234331453	45.0114331864772	75.3096459886194	75.7011016487924
ENSG00000006453	3.41978780362184	3.23998325010444	2.30517857274196	2.50396210544889
ENSG00000006459	1.52280929674806	1.72686477651095	1.55524405105489	1.83900532422737
ENSG00000006468	4.27098310290946	4.36846346442858	10.3429755456678	7.37489929137323
ENSG00000006530	8.71395359273736	7.33926391121493	8.73845413558348	8.65930506391508
ENSG00000006534	12.7846867115779	13.5584763657221	8.24794713188834	8.5623452079215
ENSG00000006576	18.3551228224188	19.3692400849052	19.1317194248798	15.2729203726473
ENSG00000006607	13.0109097916393	10.4649035523988	11.5123834323322	10.5870550226488
ENSG00000006625	14.0635083069219	12.859889152463	13.1908427203662	13.6239306260477
ENSG00000006634	8.61831310008824	8.83786014977476	8.73890625114943	8.28259188051632
ENSG00000006652	16.6710081627576	19.2485496590695	22.7978639490671	23.3406692748686
ENSG00000006695	6.29077358225456	5.23419804394495	6.51365691620957	5.89721822224584
ENSG00000006704	9.20775895444891	7.57703233369195	7.13592340708989	8.67152215654046
ENSG00000006712	57.5942580584606	51.4128652774097	45.024530910514	47.402699906209
ENSG00000006715	7.85015508931048	10.3519348245571	12.0063917062747	10.8430645961844
ENSG00000006740	1.28822373108877	1.25421206667367	1.3269757388158	1.38514814105582
ENSG00000006744	26.0613543685296	23.0502363022813	30.8705288295215	29.2319278902594
ENSG00000006747	2.91200266285121	3.51037355387735	2.93340631533559	3.4157837909462
ENSG00000006756	2.55483958335644	2.51354300566133	2.36688875243935	2.57455624509241
ENSG00000006757	1.6137618849736	1.18358327246189	1.71175581951592	1.34628929986323
ENSG00000006831	25.0967305574136	23.4149617288135	27.6040723475841	25.143307060199
ENSG00000007047	9.31268444647047	9.42931877069746	9.20181836447018	9.14741032255844
ENSG00000007080	80.1799081919123	81.1644368537501	70.5029777751887	75.1317890118987
ENSG00000007168	24.85533982337	26.003482295398	28.5160756758123	27.0141851138152
ENSG00000007202	43.9126643676638	37.5462804550037	44.3358282451193	36.5065043917669
ENSG00000007255	2.40143567797512	2.34842922322555	2.09202525330753	2.21064278798867
ENSG00000007341	6.71607692487952	8.10707471083776	7.31833790404336	6.58182720326167
ENSG00000007376	30.3570354724764	26.947425696575	29.1665931068624	33.2185045572564
ENSG00000007384	25.9200659030071	23.8876932157451	24.5393875428379	27.5668974526195
ENSG00000007392	30.9719192799465	28.8113527290269	28.8796888411586	29.489029429487
ENSG00000007520	46.6856448906848	48.7410809280847	51.5994705606451	51.9432982263869
ENSG00000007541	11.5596139713998	11.9587910590153	9.36039763319447	11.4151627242613
ENSG00000007545	3.74477600149902	3.87226528441829	3.02930202172452	3.44519623834948
ENSG00000007866	27.0177177885665	29.2917249950035	26.8379861064879	28.0690513778273
ENSG00000007923	28.938763128324	24.9882230917147	26.0233461875067	28.1918321998756
ENSG00000007944	3.67082320258043	3.10472595226774	2.80111816777045	2.16982989940434
ENSG00000007968	3.95085870696184	3.64313926838957	1.47769614395466	1.56268328194624
ENSG00000008018	161.745787578336	138.71836062124	170.989191482464	172.588403848941
ENSG00000008083	4.28026741762202	3.89318147511995	5.53964521010983	5.67761527399358
ENSG00000008086	1.86332394145806	2.54768645783926	1.91596225033482	1.87966123146837
ENSG00000008118	3.59147562198309	3.00560778416204	14.0464358335595	14.3620584227028
ENSG00000008128	3.62929297583789	3.35658793536234	2.95821000565997	3.63319370640674
ENSG00000008130	26.5368675869106	23.9191285437579	22.8671131912425	23.6696136587013
ENSG00000008256	19.6836060607822	17.2160497839931	10.4491270884766	10.6625035268749
ENSG00000008277	1.83367376617384	1.75094121390285	1.76913044831302	1.4635178955223
ENSG00000008282	38.63412147117	40.6952965737036	42.7428835073665	46.9620577148291
ENSG00000008283	2.79015506310691	3.23169101844533	2.67390732258818	3.28100123831807
ENSG00000008294	26.9684123157511	39.5312021998991	26.9259021845915	29.7089023456009
ENSG00000008300	1.63600194523192	1.84241513945751	1.50700922544387	1.47470655075616
ENSG00000008311	3.88676913055894	4.10935349803478	4.51881647642443	3.27966789290204
ENSG00000008324	8.29769915753781	7.35577671119205	9.93946511226323	10.191837165967
ENSG00000008382	5.41785178116686	5.78877385274421	3.90397796254759	4.57610900121414
ENSG00000008394	147.244348239844	151.889092343574	192.788780525236	190.139749155125
ENSG00000008405	11.67828557566	10.9856894602441	8.49604723250041	9.68692942929685
ENSG00000008441	40.3694465944226	42.7142136093605	15.9389855823886	17.8215984266466
ENSG00000008513	8.78308082167589	9.32414011920705	11.6605237615552	11.8571524198493
ENSG00000008710	16.7198102271668	19.0895337829306	7.29466371838314	11.8568660689004
ENSG00000008838	30.058556444075	28.3270031517189	25.3693667920317	30.160010097975
ENSG00000008853	5.99533603282847	5.69266233068953	5.74322212282991	6.39712983411089
ENSG00000008869	4.65175492458337	5.66031290569879	6.09875386865139	5.45172349606959
ENSG00000008952	17.501316507515	21.1189937887636	21.0630184493393	19.1910047215071
ENSG00000008988	659.748270519529	584.475697422181	733.46086771927	691.81838457762
ENSG00000009307	195.592906015607	215.330142654798	236.190495900252	209.942074423758
ENSG00000009335	35.6684530783742	34.0292746920312	33.8571620488651	31.4318684369239
ENSG00000009413	7.9084305684943	8.64546278023029	6.72809134392454	5.67458956769898
ENSG00000009724	1.9250969420008	2.25775993556298	2.16608586185734	1.94899453886258
ENSG00000009780	3.41519689437719	4.00343991548275	3.63844423328363	3.74925284793369
ENSG00000009830	7.47833473780952	8.04634466935745	6.94947720551978	8.76995680852399
ENSG00000009844	12.5528098478089	14.420641589477	14.3733054656315	13.6334107627644
ENSG00000009954	33.445064176459	35.8772376273865	33.2609923024521	30.0856187392291
ENSG00000010017	23.124265961801	25.7969121044107	17.4116999244209	20.7815015757912
ENSG00000010072	5.61406875332542	6.15440522188605	5.87745104103626	5.78136758097488
ENSG00000010165	19.027105017702	15.9095915299642	20.713901465763	20.6041996298744
ENSG00000010219	4.83971648683934	4.34634636081646	6.70523512759661	5.84007364620318
ENSG00000010244	77.7961695001102	71.5961466955907	83.1072941255836	86.5094354763598
ENSG00000010256	126.997214867413	124.979401621333	135.869045483173	133.055416242013
ENSG00000010270	26.4618478646001	22.0848134326124	29.9375911648436	30.151015497021
ENSG00000010278	40.458598732376	33.3674677529044	64.2018537126676	50.8252273382766
ENSG00000010292	83.8872959612342	63.8256231144496	42.904347284951	46.7365006581707
ENSG00000010295	22.5925018647336	23.1215687719411	24.3718084906453	25.1736991729504
ENSG00000010318	2.97693655389874	2.95259144688984	1.94814936330069	2.48911339636829
ENSG00000010322	21.9449915786249	20.7725012874414	17.4821901578331	17.700300752362
ENSG00000010361	7.30665070498275	7.64956739333912	5.41469664739231	6.4910329885807
ENSG00000010404	6.77066940403446	9.13771699425497	9.69120238269905	10.4981754551377
ENSG00000010438	11.5756913000019	8.29994957177859	33.923660223767	30.14061827698
ENSG00000010539	3.84887808275246	3.98845425219043	3.96548287214863	4.85693507687699
ENSG00000010626	3.83881137574626	3.66826984101168	3.22312977241796	2.79359438370671
ENSG00000010704	4.98713584112801	4.19633336492927	4.14998404119476	4.4108016874993
ENSG00000010803	17.0963786391607	15.6844971744547	12.1158069430524	13.0333041313374
ENSG00000010810	12.547850354178	13.9955423897688	11.8609379763825	13.0712857027616
ENSG00000010818	7.30355039120725	10.130438568319	10.4974313814052	9.06528177864836
ENSG00000011007	51.3774652207278	45.0675353408304	59.3510936935374	62.0700958423366
ENSG00000011009	33.336073064049	28.451049966399	48.8520790661882	45.4068957814377
ENSG00000011021	9.18421658555617	8.92916915750718	10.9368746724352	9.91478987142892
ENSG00000011028	67.594704558637	61.9103800283217	36.489444791683	40.3324616619376
ENSG00000011105	11.3935931533643	10.4673958303515	10.7151812488363	7.89153575135644
ENSG00000011114	7.4486860189338	9.43866008851038	9.06428302983206	7.76542527221999
ENSG00000011132	6.75012524790845	6.61742229252738	6.18056638470312	6.57039641032414
ENSG00000011143	4.59407898299684	4.09120508202936	3.76135075954766	4.73543529194408
ENSG00000011198	29.2638089885965	27.4687638015909	42.8768417574594	56.5605533331263
ENSG00000011243	26.3437729729364	24.4385291351813	26.9548429784238	27.0291112417535
ENSG00000011258	3.27485437213635	3.77100320336657	3.24577289223865	3.19118728746342
ENSG00000011260	36.3983731924092	38.1069609003299	40.0861628746397	43.3386176508352
ENSG00000011275	24.6232811805765	26.4248316034237	18.8545280358261	23.8067426901757
ENSG00000011295	7.57390293324977	7.52993430394798	8.66334250083851	9.22790547262956
ENSG00000011304	168.736162488779	136.840888166051	122.433880058043	126.566296710144
ENSG00000011332	7.33610912898978	6.71053733139372	5.33680511740398	6.10836808608136
ENSG00000011347	7.67672786761268	6.82402527089485	25.9178226487127	17.8275512830618
ENSG00000011376	12.6948248384382	11.4844639286872	13.8512860195954	12.0769664690562
ENSG00000011405	6.8404251542121	9.42133140747886	11.232754241555	8.08536711608615
ENSG00000011422	87.2535324791237	88.2831927753086	129.860717288567	156.214825974847
ENSG00000011426	123.221747347305	125.357039608019	64.0998388453157	59.6187589045458
ENSG00000011451	21.4398873505295	20.8724608788973	16.0637222090165	19.802563291634
ENSG00000011454	9.34093907982759	10.1626117294187	11.3296761236982	10.0889262257092
ENSG00000011465	10.9265725662972	8.95770092684566	2.66832763151289	1.8180675627595
ENSG00000011478	10.7491959613063	10.2835386050775	10.709427023837	12.9527830672346
ENSG00000011485	53.7873199230917	47.3222841264537	48.0274752699715	55.1233816582524
ENSG00000011523	3.43011313279763	3.59438433177895	2.74655851909116	2.88934753553721
ENSG00000011566	7.17486931154373	9.57893378928733	9.94647190018888	8.82632737157296
ENSG00000011638	6.95803102510096	9.01424915690655	5.6729546078067	7.01846206001257
ENSG00000012048	7.9195996128257	10.1793345608573	7.35891102878734	6.88996658669712
ENSG00000012061	25.4744526200097	22.3166652151238	35.5277724614374	30.8505832935725
ENSG00000012124	1.50120762848669	1.51894343960421	3.57447435432008	4.81388069043659
ENSG00000012171	5.92341607810364	5.25999698818213	2.52090022303211	2.31787348793899
ENSG00000012174	10.4578138779636	13.8018887792061	12.9099555027184	11.9463476723512
ENSG00000012211	5.55005071964471	6.74107612035206	4.21919345955562	6.1212734664078
ENSG00000012232	17.666134531308	15.2029136985896	17.4312589266033	16.0138706621235
ENSG00000012660	62.6284967962949	65.1613348114536	54.16935166681	51.1602638051857
ENSG00000012817	8.86252865601747	8.57259320718587	7.49217606169298	7.63425389278605
ENSG00000012822	7.18925916328251	6.59467540877386	6.88885147332554	7.86007392216411
ENSG00000012963	16.8359788561014	15.9527447778689	15.2818363817068	14.8068370046876
ENSG00000012983	18.2777847159305	25.8223707490876	24.2543338648814	22.711768971083
ENSG00000013016	44.3301071462947	31.8014770648298	40.8144885328882	25.5535450676627
ENSG00000013275	101.23896610464	96.9918880091298	112.286687846955	118.34165685395
ENSG00000013288	15.6770121875577	16.3156704403501	11.1953249249961	12.8078424800443
ENSG00000013297	2.84408705771528	2.26201536336923	1.61985974972816	1.3650696397044
ENSG00000013306	68.9688772201177	58.8851213218509	64.4235267867292	68.9983663320473
ENSG00000013364	96.1963568575128	99.8917247248644	148.070271618373	137.064608573888
ENSG00000013374	12.4653904726622	11.3443178932664	10.8217632013168	10.2514951967731
ENSG00000013375	13.6870912084676	15.9216703152464	18.4041623811491	17.8733711985236
ENSG00000013392	2.61907584326234	2.6654120546869	2.89335734849208	3.10091814412003
ENSG00000013441	20.0737554798684	23.9203765366357	21.0739066795218	20.8198103019376
ENSG00000013503	8.33094039750118	8.46906648389575	9.12189079179805	8.65931263026003
ENSG00000013523	6.17157234651122	6.08787147016904	6.95431261969139	8.04895067564477
ENSG00000013561	10.1983919679086	11.0275276288307	14.4422778465399	15.373116984736
ENSG00000013563	12.8823219502036	11.1513230584915	14.1339442132587	11.752479075376
ENSG00000013573	18.5554844303491	17.927602570135	12.3578655941434	15.6371577257604
ENSG00000013583	35.5552442513667	34.8387091954401	34.8639785639056	48.4040031701064
ENSG00000013588	17.7519603643512	18.64845120944	11.704559352979	10.8538935258598
ENSG00000013619	4.9299727322024	4.2863448106218	3.19455812981395	3.25873171584722
ENSG00000013810	77.342604314016	58.4130234647748	46.0597255788355	49.9416350102749
ENSG00000014123	8.8509309398332	10.5372809943709	10.0548626624439	8.66785790913435
ENSG00000014138	23.3119243975387	20.442644838269	19.6911084407281	19.3556368253629
ENSG00000014164	11.1775516093927	10.8719864232476	8.2584614313881	11.0958630509812
ENSG00000014216	76.5072702995751	66.7151694837998	94.8867577083807	84.7864306785602
ENSG00000014257	2.00168492134585	1.75833212459282	13.2515365162208	7.44798876211357
ENSG00000014641	89.1173818095794	84.1739445251931	100.949901231207	97.7235629066817
ENSG00000014824	11.9398027609913	13.1586139238929	14.7581759306084	12.5812889839774
ENSG00000014914	5.65851754095155	5.22096330791377	4.56876024164999	4.15275999816548
ENSG00000014919	20.5237629559088	20.6312064332072	21.4340304158991	24.8109246665095
ENSG00000015153	7.76814388445815	7.16081463501653	8.37299607157762	6.78003933445278
ENSG00000015171	41.4037165112967	52.1023316783338	42.9697722011605	40.2093413649401
ENSG00000015475	18.5130213381754	17.7189280451317	22.0463818948918	22.3837558840223
ENSG00000015479	2.44002757517613	2.27659467034671	2.13180351100717	2.23254709818845
ENSG00000015532	16.2216360178544	14.1209430403683	19.3869768052795	17.6214186666783
ENSG00000015568	1.20461122168365	1.18831255662822	1.15652633005339	1.16761272776742
ENSG00000015676	15.4535539365129	13.2157351232976	14.8928822513558	14.507024528665
ENSG00000016082	3.6775169950681	2.91224612065611	2.79280719690752	2.80645072440196
ENSG00000016864	24.9620075408146	22.0067624526836	22.9539356153202	22.8078572250893
ENSG00000017260	59.6679574124718	75.0327688052897	64.7373910580184	62.8596727565213
ENSG00000017797	27.3442956773208	26.07775823002	27.5064217899593	26.4909181581509
ENSG00000018189	4.06545194106231	4.82201966835755	4.34783315505241	4.51750036302596
ENSG00000018408	14.1716717082487	19.2587503765193	27.4001670523617	21.5739325039534
ENSG00000018510	7.17399990107312	9.22960505226806	6.86681333249802	8.477152621332
ENSG00000018610	23.0846912530728	21.282158564219	19.4714658859712	24.3797745483418
ENSG00000018699	12.8966307749289	12.52094566589	13.8739358906658	13.7388923211533
ENSG00000018869	1.27237857023483	1.18383330415787	1.38453355497342	1.36667064787591
ENSG00000019144	22.1875712930031	21.0084583070831	19.6870073292626	23.0222088932756
ENSG00000019485	6.29909723035118	7.45184918970673	4.3119280421894	6.54029528027176
ENSG00000019549	142.470006518279	149.445686770908	135.232807224479	162.325162010843
ENSG00000019991	3.6281559549835	3.99317079889798	6.08774232990995	3.12988257031517
ENSG00000019995	5.15100795973308	6.17114911944617	4.60476052861939	4.88244054315309
ENSG00000020129	19.5400486586048	17.9483478354579	27.2608223474976	28.2927639138769
ENSG00000020181	15.4025099628528	13.5778122998957	7.33393088099114	7.28533828231738
ENSG00000020256	10.1679023566769	10.5502698422949	9.00549288319769	10.4297537589972
ENSG00000020426	14.9237840434223	13.6007859247418	13.6542574448049	14.7784624989189
ENSG00000020577	15.5291531432398	18.9649135571985	15.4317472063451	14.4336413234179
ENSG00000020922	5.83280753489977	7.25434984065322	6.30076838643553	6.10457429700639
ENSG00000021355	10.6097858429517	12.0934989002845	11.3379445693176	11.2091450271939
ENSG00000021574	3.27276190868855	4.59486263559459	3.6787920275201	3.29057006773854
ENSG00000021762	14.1858555371402	13.0620387832643	11.1837963558813	10.2140117417765
ENSG00000021776	7.95699768129484	9.77315001544266	8.77518044622292	8.26711292434392
ENSG00000021826	3.81902383725376	4.61604194718275	3.70945461481583	3.72061861714084
ENSG00000022267	123.431785114218	110.496132849721	38.1147089904374	36.3351938880202
ENSG00000022277	69.2030686031822	66.9279477811225	62.342058905078	63.6177206263682
ENSG00000022567	4.25379476456499	4.54029217942184	3.46449314200296	4.26367411207817
ENSG00000022840	41.3488978170221	39.2732578815631	42.0674961639184	45.0618703937615
ENSG00000022976	4.84555622017339	4.6340325567344	3.30248102060636	3.9568187024602
ENSG00000023041	21.2047159878158	22.5313698547305	24.5914753489681	23.9887885053857
ENSG00000023171	8.66906323195954	9.5614692426343	10.9899296276023	9.95950906998479
ENSG00000023191	80.2568806674926	71.0861169589397	72.9739300971522	71.8265988700776
ENSG00000023228	11.603397172838	12.4789952570641	13.9675657438216	12.6649287263661
ENSG00000023287	10.0102852924666	11.5470492512842	12.0029201186446	10.7111621845056
ENSG00000023318	11.0789135165597	10.9337277634461	15.2720416519889	12.9211205947816
ENSG00000023330	26.3444635361904	30.7930720143949	31.26028147455	44.1386463912923
ENSG00000023445	1.31318188607836	1.61764607432899	1.55643230495111	1.6819988113774
ENSG00000023516	11.7317797671008	14.8324494497499	14.6434643910608	12.0947352777456
ENSG00000023572	11.5189344593937	10.847944636466	15.3107163337822	14.4638517397613
ENSG00000023608	13.7754548192231	17.1624297176437	10.2532672265926	10.6780222489472
ENSG00000023697	17.5006186763801	16.4445999229544	15.4689047981887	15.1902117996779
ENSG00000023734	107.281090993271	106.546606514856	132.842733741735	126.493760090766
ENSG00000023839	1.35897658725617	1.42949618240646	1.33484292624683	1.59695240727303
ENSG00000023892	3.01009690507795	3.03497702895319	1.85583758195012	2.32644741443119
ENSG00000023902	21.2790526912294	22.610587551032	24.4092012568679	31.6281100202142
ENSG00000023909	14.7362247758189	20.4173255849077	17.3296655525553	21.7567098526339
ENSG00000024048	6.73038936232911	9.50555584867737	7.88421732619498	7.76007709253315
ENSG00000024422	171.381761023303	160.771171068523	118.196944624999	126.382438065744
ENSG00000024526	20.5905406056872	19.678361623507	17.3611189714492	17.0178851104318
ENSG00000024862	6.45881800372567	5.94786529490019	6.4629754785363	7.97523070035207
ENSG00000025156	7.73940166300404	10.2945866818646	8.46547806613486	8.95731068463572
ENSG00000025293	9.78359655178959	13.4991751181623	9.61110474976132	10.3038948482855
ENSG00000025434	4.6615020397148	4.38711990894444	3.31003080378513	3.74331278956193
ENSG00000025708	1.57561519095145	1.78312873384012	1.37855496034474	1.38644999927713
ENSG00000025770	30.9964579908871	25.212729714017	18.3556729077203	21.4616816207469
ENSG00000025772	64.9892960543628	55.4429153178647	101.852720719583	99.9756470642677
ENSG00000025796	17.4845035687228	23.4671796003529	22.8825137221761	20.8456337079432
ENSG00000025800	26.706137707675	24.2413830901839	26.486193404311	25.8279503577836
ENSG00000026025	1752.8219530864	1400.26450413178	1842.68025103848	1840.36031754719
ENSG00000026036	2.46563880142972	2.48620301173584	1.71685079825953	2.23009325722065
ENSG00000026103	8.83468813237566	10.0766627367601	9.03946106378201	6.63509486765216
ENSG00000026297	5.4007396711027	5.53072219003784	4.27187117071198	4.14519493397693
ENSG00000026508	235.355510224023	235.056684142035	226.182916238931	244.52497079696
ENSG00000026559	5.07614717002316	6.69186204778623	3.33867069471269	6.00862665542367
ENSG00000026652	1.72489438531225	1.62545467567258	1.6526644905098	1.66115108081263
ENSG00000026950	3.92119316985892	3.75815068387044	3.67100245780432	3.80461410337252
ENSG00000027001	7.03038451788004	7.2635981557642	8.88364155928697	9.18620280832323
ENSG00000027697	13.7779973473245	16.2021368480991	14.5380739815481	15.4943556908724
ENSG00000027847	19.5428743054064	19.4555330669975	22.3785904142111	22.6666201551771
ENSG00000028116	10.4760719874383	13.4644254853351	13.1982913227489	10.8114159103221
ENSG00000028137	1.09735791657901	1.11520347309901	1.65918051434915	1.51213030197751
ENSG00000028203	12.3475046293936	14.6980675969132	15.0111668440217	12.8579575405005
ENSG00000028277	8.82461022757427	7.83202837126232	15.4094331810296	15.4310405329027
ENSG00000028310	29.3049132739661	26.8200162330956	25.2156991608625	26.2555587707698
ENSG00000028528	13.9167175015665	14.2035746803057	13.1753488027391	13.4208703832955
ENSG00000028839	5.34760913414569	5.73186582620349	6.32007203522163	6.45423551840335
ENSG00000029153	15.2616054471289	16.3305571524862	19.8475066400863	22.1952260138652
ENSG00000029363	33.5485203506538	36.8819931120476	38.3928281738121	30.8891502443486
ENSG00000029364	15.4844792316271	14.5142628762242	14.7824716266103	12.7330772145781
ENSG00000029534	2.54238622314623	2.50859296795168	1.26837305185846	1.11495251761393
ENSG00000029639	7.8702847654802	7.12068355879978	8.64851430489459	7.2020302258463
