C1	C2	C3	C4	BPA_1	BPA_2	BPA_3	BPA_4
ENSMUSG00000000317	1.48533044617844	1.47231728180422	1.51144979454393	1.52605300882983	1.40646760852534	1.63421792126066	1.46036077559707	1.6486818012327
ENSMUSG00000000325	5.87388093632563	5.92565195928393	6.35003919181544	5.6770345095388	6.22122882905143	5.76059727790697	5.21872202286894	5.70045768805112
ENSMUSG00000000326	29.5001815318183	32.0932659109952	34.1600982413388	30.2972696929699	32.768499599181	31.3605092660374	31.5654163755007	31.8708423487806
ENSMUSG00000000339	23.1940374180451	23.6441665957756	21.7146407539401	26.1708444228079	23.7609384061884	25.4070414156978	27.1847775832938	22.8234219660008
ENSMUSG00000000340	9.42930632460243	8.94669176435157	8.29086013872139	8.74139352815245	9.17840815108738	8.57915617129918	8.63952536374939	9.66656375898661
ENSMUSG00000000346	54.3857751871367	58.0757642303658	54.9926552528328	58.6974200900006	54.738091171892	54.2748217663516	57.7642677595307	60.4676382748104
ENSMUSG00000000355	35.2368759106102	42.3980366959665	41.4990637999618	45.9714856686424	37.319783010055	36.4942658775615	40.8996408215852	38.4240934578991
ENSMUSG00000000374	16.9028605815642	16.8959830179899	16.219955454005	16.7798704561679	16.7181348663707	16.8478953714711	16.891216613661	16.977661267236
ENSMUSG00000000378	16.0623381788922	14.5955182268317	14.750082736907	14.6020660119499	16.8844891215394	16.5164005144818	15.5681190616384	15.7029595617669
ENSMUSG00000000384	6.00925619539618	6.24345301086615	5.3863695144612	5.54384730358023	6.48592104165004	5.73490150596147	6.58006082044136	5.58817308963077
ENSMUSG00000000399	50.1319152436205	50.7952070746064	48.1785358712944	52.5222505706866	49.0178289130188	50.7744266098565	51.9029732431255	50.898893616
ENSMUSG00000000402	2.94120408890279	2.57875777812147	2.79539305613399	2.86034833466541	2.74382399267742	3.05857341462555	2.67298721779808	2.64251557788091
ENSMUSG00000000416	33.7820787928513	34.3382037439491	35.5568741348952	33.6026215949302	35.0441153290433	38.3235587416881	37.052894681223	36.3238237832743
ENSMUSG00000000420	18.0149973486106	18.9671042328265	16.9246641481316	17.9965191649128	18.0688196148211	17.4155375597562	18.0899990859032	19.4218209922857
ENSMUSG00000000439	5.79301329960228	6.18881852347421	6.33870834076428	6.00615854911697	6.22750106169733	5.97338697763628	6.43189483216819	6.45228507386827
ENSMUSG00000000440	1.68054467285769	1.52647633011777	1.95596103997794	1.62495097448984	1.72432527839216	1.57271656470925	1.68216556734926	1.68890007290913
ENSMUSG00000000441	9.35546827453133	10.7568196557516	10.7270481323361	10.7970744202409	10.6852109882456	10.0353557637859	10.0952840109288	10.148203484509
ENSMUSG00000000489	4.57500421397118	5.05015277824304	5.19859281948447	4.23967529775452	5.58092623983135	5.10680103018274	5.90694022967068	4.43020248340365
ENSMUSG00000000530	4.08272264497186	3.76617027843471	3.96067045406654	3.52071884066208	3.66465599591655	3.81728367773229	4.74897025159614	4.08787685176079
ENSMUSG00000000531	18.8757504169105	20.3474292749158	21.7465470765637	18.6570611001132	20.7688110562979	22.0895775629602	23.9769647490841	19.2337658004639
ENSMUSG00000000532	20.1126132833302	21.1449699502948	20.740429340722	19.1175728257207	21.0075945504268	20.6125002268332	19.8891076959099	21.1956169565763
ENSMUSG00000000538	44.5969755576905	43.6392559504632	43.9437965696793	44.5677964812382	43.4999502103871	42.9896957318523	44.2967691922686	44.682957866338
ENSMUSG00000000552	11.641561628687	12.0843022743458	11.6459799499464	10.9407887571464	11.9671692374384	11.6723581367399	12.8472569279571	11.6624308378301
ENSMUSG00000000560	14.2850909431882	13.773578217115	14.9029358849336	13.6464419801285	13.7084433575271	13.6757571983982	11.993221038515	14.3812236841093
ENSMUSG00000000561	7.84825937628787	8.35684307418756	7.73995364944865	8.11718054666718	7.88599645072798	7.23300182565265	8.42329931603965	7.721144096965
ENSMUSG00000000563	56.0132877384185	55.7695531340754	52.6121373324198	56.9771820110091	57.6461349989118	57.3402076410898	58.1073848640447	56.2503236858992
ENSMUSG00000000567	17.9038957939764	19.2271446308195	17.9531098291336	17.4865140186861	20.5925532108418	15.3252934617371	16.6003099062792	17.1233509060808
ENSMUSG00000000568	37.3589883292538	39.4580180155469	35.6178416613182	37.3965966643622	38.7217405867501	38.2016056237159	40.5868360732337	37.3237760510189
ENSMUSG00000000581	14.0624380518721	15.774874675086	13.3354896276983	16.5383282478967	13.3018589484278	14.2517141129568	15.5632591457509	15.799019214738
ENSMUSG00000000594	15.1982448754447	17.700179266908	17.8107735255451	17.3624537398738	16.3800130795016	15.594777817895	17.3269910319089	16.4151127434685
ENSMUSG00000000600	11.9291327452522	12.3450069557556	11.344043690954	12.2539249603955	10.9004468214485	11.5117261006427	10.7563671064469	12.3614607060404
ENSMUSG00000000605	42.8364767882741	42.934570768994	39.5935862971895	43.4792657517626	41.7387892330621	39.486269059427	41.6389351779274	40.2673903275724
ENSMUSG00000000627	7.35762906277951	7.05970973711079	7.7496502533349	6.67302980447327	7.6849085151006	7.27930314712855	6.93326993644682	7.66756305165725
ENSMUSG00000000628	2.52047106010196	2.52732770212548	2.35524825623205	2.58402738492285	2.64413677729239	2.45843103514758	2.36911423421251	2.43120643738326
ENSMUSG00000000631	30.015685105708	29.2929346845534	30.165128746651	29.2070981703833	30.2574423921293	32.4895823778344	30.6837140556301	29.8610085827499
ENSMUSG00000000632	46.0055380486631	42.3464369475875	39.9830041264422	46.6348949801124	45.1583869238662	47.4042754304059	46.5103824779215	42.7082104477199
ENSMUSG00000000693	1.69271680657771	2.14229784772123	1.69735393216249	1.64813119609122	1.7810006018128	1.59882786525566	1.73186339709051	1.85370988884779
ENSMUSG00000000708	6.11095110952897	6.87809837000318	5.18083002263355	5.92119028473015	5.55237544229103	5.4250225534289	5.89334751659014	5.34597986270747
ENSMUSG00000000711	48.0346450358678	45.7356749226188	45.9657588366664	44.9762945706921	45.5607919346278	45.4949220973851	46.278443646636	47.7450203373679
ENSMUSG00000000732	3.6171608439365	3.73067869853335	4.14453292230105	3.25956031191407	3.90852459671832	3.79345045150605	3.55793279426603	4.80910379657751
ENSMUSG00000000738	10.5413636433397	11.4544209453729	9.55429924427601	11.9494398276571	10.7726426449736	11.0256949062265	12.2229143917797	10.1112006112728
ENSMUSG00000000740	42.3339392926554	45.9915193968924	37.9838203945122	45.4942260624809	46.4137532765404	43.030240528434	45.2361988380313	43.3909768461224
ENSMUSG00000000743	16.6429282388218	16.2708564149691	15.4963322205589	17.1724427340723	15.327881447946	15.2641698407457	14.6411129403872	16.9191515541065
ENSMUSG00000000751	12.1353246462095	13.4270829116607	12.3186932207121	12.7709152916272	12.5348751329533	13.0170857858548	12.972287639527	13.4915646368165
ENSMUSG00000000753	7.13967855941181	8.23171383985171	6.58184915398638	6.71135062534137	6.44110016259444	6.96793291935645	10.3997107108797	6.75607725507045
ENSMUSG00000000759	6.10442631394925	6.36461885397022	5.8001010717366	5.64018455901787	5.94266255366849	5.7368395633849	5.83357799734094	5.61216840436205
ENSMUSG00000000766	2.3611674614951	2.15574607593002	2.26625670041903	2.0310204218512	2.19129321498645	2.24488841417884	2.06375739921323	2.39439782231922
ENSMUSG00000000776	11.7280926279126	12.4895672631282	12.0137894240419	11.9321685319223	11.8691793197048	13.3811283779933	13.5334668188204	12.3192899299502
ENSMUSG00000000782	2.25720777207774	2.35827058053451	2.22618794611305	2.07488532641919	2.29524098188136	2.24341705290287	2.46661455950746	2.14470942706402
ENSMUSG00000000787	98.25409857104	107.564019765328	98.113642249049	103.340182087352	100.377069948487	98.1961513729808	112.073497707137	92.31606530179
ENSMUSG00000000792	6.46040772113497	6.1682823875749	6.66791177640438	5.78298606593846	6.97439560604599	6.56698213913065	6.50565986402439	6.20307938621945
ENSMUSG00000000794	5.00711838732373	5.4441416598598	4.71889085295767	4.52864893227406	4.60273631306759	5.17069657857857	4.70357737949358	5.24676308282962
ENSMUSG00000000804	39.4718535295267	38.8814799921454	36.9929518848439	39.4286086214197	36.336285134473	38.6931278576849	38.6048700883201	40.0773532382745
ENSMUSG00000000805	38.9535300938344	39.1609299371946	44.9705441644827	37.8467463788253	45.8172146775857	44.8417909055517	39.2856622296761	36.1833698374407
ENSMUSG00000000811	2.05762963054466	2.19383910968497	2.0926558586681	1.97911523522859	2.22330329300621	2.0411764410799	2.25141931294465	1.90114390917014
ENSMUSG00000000823	10.2940347403331	10.4547493679097	9.14070896533249	9.02889095205631	9.77810437090073	9.27517055898644	9.9623615045158	9.12884348888102
ENSMUSG00000000826	42.4371989705709	41.4915973379081	42.7273242543104	42.056725947501	43.4526092399087	41.0146052694137	40.7010136403447	41.3375451088674
ENSMUSG00000000827	12.6176029379464	12.1946493131116	12.25714199243	11.7672231998792	12.2969904569289	13.5089487326871	12.2652931604998	13.0031788836341
ENSMUSG00000000838	27.4344696226908	26.7618064329422	25.2866383589585	28.7749187795401	27.0330432899103	26.503496712166	27.1325362665128	27.4778478591731
ENSMUSG00000000861	29.0953573266278	27.8012915018737	28.5952313925107	29.033732875624	29.6048464796103	29.8091345326046	27.5664213521022	27.8586921840421
ENSMUSG00000000876	3.67902954012792	3.60736977760907	3.79001822808374	2.9623719985176	3.76815621711334	3.57527036544373	3.42851903473779	3.8646430279249
ENSMUSG00000000881	59.3228728923206	60.7155154709076	62.5732786752144	60.582502261009	64.9253936618337	63.2197223352469	64.1030578393041	63.4678829080947
ENSMUSG00000000884	1.3802381265	1.42620761398146	1.36424565880025	1.40332683360728	1.46251371092581	1.36103214566279	1.45226998209679	1.41445566086555
ENSMUSG00000000902	5.38366943293147	5.24543900512021	5.08579445625045	4.99131497372744	5.69851217072878	5.45892110859395	5.20526878555604	5.23816049970146
ENSMUSG00000000915	6.7816076960105	6.56037010240429	6.6285539696712	6.49719536175853	6.97821643612339	6.88611998713406	6.90038376643194	7.07131492539041
ENSMUSG00000000916	3.00586555877707	3.25763308841595	3.08764548503915	2.56092099878152	2.99330539905279	3.01913532740566	2.74940802348222	2.93585100624226
ENSMUSG00000000934	9.50002031502744	9.24598630140275	8.90659993364196	8.23233046243559	9.97408986972742	9.65984468187341	9.01146208959064	9.70965249779122
ENSMUSG00000000957	6.68200623549131	6.5463488094922	6.00830972188275	5.28778691647356	6.56086907762933	6.20653399440075	6.04030795612988	5.61299305005705
ENSMUSG00000000958	1.91698598125518	2.04685248280487	2.08824302552511	1.79496816632867	1.98670228636695	1.88457874106365	2.10812407202578	2.13277269767501
ENSMUSG00000000959	14.263723909808	15.0129478185508	14.0370366281001	13.8752406629203	15.025551944175	15.5742748634737	15.0032458570258	14.9018030700348
ENSMUSG00000000976	4.24383173111984	4.7076710313534	4.54488822541984	4.41929770550499	4.53374858733457	4.25530667828834	4.30778398876135	4.46060879523852
ENSMUSG00000001016	25.0578061247664	28.144945643235	27.9184279184383	26.5156472347232	27.9002248997654	31.5158108922167	29.4812833133575	28.5463433540834
ENSMUSG00000001017	31.4479296025261	33.5144840973808	29.2148620356932	31.3212948727766	31.5226304286133	30.1396436624976	32.1167216666101	31.5865817537796
ENSMUSG00000001018	29.2947468548163	31.6627334108501	26.5195090461972	30.7648323030279	30.7665165625556	28.6708956858304	29.0135709325701	29.3382768317043
ENSMUSG00000001025	9.85849236847957	10.7385027286606	7.72785750422818	10.1998810682137	9.01905861991763	9.43402871893241	11.118548912354	9.27069296571691
ENSMUSG00000001029	2.37872523210683	2.63051392369075	2.34285492077602	2.34980606282819	2.60082289816259	2.27612927291613	2.59862486027501	2.50962726519326
ENSMUSG00000001034	4.24174034528426	4.24421864894452	4.41220766183407	3.89620854849507	4.79329805355863	4.34246016526927	4.54433084978651	4.10882819593842
ENSMUSG00000001036	31.9557899900132	33.2544602968482	34.0714863890447	31.8999501717532	34.4742604730251	33.9252844543707	29.9007651367999	33.7822217820139
ENSMUSG00000001039	5.0622399714118	4.87034824291929	4.2883348475722	4.70778710605567	4.32160044955562	4.09355558299848	3.72397089441817	4.56847876273629
ENSMUSG00000001052	20.986293421488	21.1632566901476	20.713110236992	19.1282093321693	21.5677156290712	21.9588670524365	19.7545989705434	21.2251345144481
ENSMUSG00000001053	4.21323060969205	4.34586343143186	4.59290563653071	3.65226726124851	4.11717160834602	4.29569750533495	4.32608260597883	4.23909268239103
ENSMUSG00000001054	11.7205344089662	12.0744568007004	10.7135196776026	11.4640215410041	11.7092294143916	10.6475187497408	10.9407433187236	10.8814805474264
ENSMUSG00000001056	15.2384875261555	15.9465906807162	15.5389175376456	17.2208091878143	15.9590835112599	15.6091740364598	16.1110125304259	15.3586214731112
ENSMUSG00000001062	9.26697548981541	9.23221897664085	9.32814281841051	8.8046382910694	9.44866569523695	9.39270672830763	9.15581733257847	8.49043891234739
ENSMUSG00000001065	2.51134050343182	2.38933968615045	2.44054916784624	2.08659185708551	2.44414507585051	2.49476212003064	2.34358619249614	2.59338088758156
ENSMUSG00000001082	3.62610887157282	3.73260438916935	3.36519917257437	3.36351451476351	3.78010416093243	3.37489278414834	3.45082131462499	2.96466906841624
ENSMUSG00000001089	29.1542445073287	26.5448381603308	29.5657608627883	27.2226870290413	27.5254660683228	28.6522564046271	27.4310871046627	27.9319522336998
ENSMUSG00000001098	10.7611872210248	11.0192757839126	10.8865107799901	10.9472843440525	11.0702626030625	11.2038483377343	11.229223803904	11.4349864520727
ENSMUSG00000001100	23.3998202643011	23.4463384352663	22.84193408949	20.8668247068836	25.1699243604993	23.7389191878043	24.0705861636686	22.2847531727262
ENSMUSG00000001103	3.39856689158284	2.98307998629716	3.06431888502181	3.20428281494129	2.91691362022057	2.49153987575351	2.84997298376321	2.54271993142906
ENSMUSG00000001105	23.7876849124669	24.3106993682912	28.5269379240741	25.3803256290197	26.6249241590566	26.5758208550818	26.9354640084715	24.3663022347632
ENSMUSG00000001119	3.33841174289291	4.05900319537298	3.43534928022492	2.77658365530788	4.08672493298555	3.59365493444148	3.12746441919846	3.33596645226834
ENSMUSG00000001120	20.5065347474179	21.3912094406184	21.3959181816928	19.492190055086	22.2047906447539	23.8450557088414	21.7883151267753	22.2716761299865
ENSMUSG00000001123	3.3471099288373	3.28326393416958	2.8669916863228	2.42094015752018	3.0025907059372	2.86177577988815	2.79648007012173	2.92426589177146
ENSMUSG00000001127	40.9176834752092	41.4170536779222	38.591581403525	38.8177554241918	39.8303320231255	40.5947969076507	41.5284613977738	42.8953777874455
ENSMUSG00000001128	2.19498202908007	1.77381892073915	1.96810318322743	1.81174866796511	2.06029588599193	1.82926714097245	1.59580211822433	1.89481213626644
ENSMUSG00000001134	2.28547327095342	2.7496431421959	3.08552275307537	2.42575395478851	2.89868485673772	2.52769125808861	2.85663288650476	3.29688958933624
ENSMUSG00000001138	4.54748032776813	4.337994395215	4.27912382559021	4.17868425233401	4.84571585566089	4.45715096064137	4.17373142992266	4.35235003995895
ENSMUSG00000001143	11.4169116614681	11.5095052487456	13.7229520071921	10.7685013301392	11.4655331131548	13.0090260855006	10.1986058200168	13.7847565563113
ENSMUSG00000001150	9.26297098277007	9.48373063137619	9.04117489547447	8.83321332262771	9.34787741106345	9.69818569054234	9.14308771001745	9.33117570562491
ENSMUSG00000001151	7.45649512495786	6.93486898569687	6.65430333570083	6.77731902262303	6.7463055055687	7.09791806002522	7.21818282461509	7.09344920137713
ENSMUSG00000001156	7.57751271839112	6.88065046020621	7.23532493410825	7.26156409288472	6.74399323914273	6.9691092493658	7.79731854447136	6.74836204196741
ENSMUSG00000001157	9.46375246219474	9.71552713595802	9.686509096477	10.3886815736629	9.87292325599074	9.01700993117134	10.0429552581736	9.25386551309083
ENSMUSG00000001158	56.9330098617586	52.2949100504571	70.0671573533268	61.4246470246793	62.5044425168733	63.23580726731	63.3460591757979	61.6599779604969
ENSMUSG00000001173	20.5769772846514	20.8235690217441	21.2140848506115	22.2668420268682	21.4038565027122	21.638640064659	21.8680544749041	21.0886677231262
ENSMUSG00000001175	895.51419943669	912.794413785228	892.092536370857	993.091550978565	926.598689590575	917.533024576033	917.224642193246	978.945629222352
ENSMUSG00000001211	33.9922017388303	31.8343938919034	32.7419734665598	32.7435604118311	33.7416213030176	32.9819606400258	32.0533433326191	31.8864741321722
ENSMUSG00000001227	16.7200374910826	15.9096844728283	18.3812872371956	17.8684754830849	19.0817431165363	17.6669351226978	17.4970746617346	17.2713044159581
ENSMUSG00000001229	10.5274586681967	10.4534166054542	11.0995302768411	10.1570574672501	10.989367295505	10.7413571608083	9.36520135652463	11.5425903625613
ENSMUSG00000001240	10.2228503455584	11.736643163034	10.597760263534	9.95802784352751	11.4636041851628	11.2320726569514	12.9385340443251	10.4178459142771
ENSMUSG00000001247	3.85479470072143	4.21990918509171	3.79641016598556	3.71134566479945	3.8636954681856	3.95539112546844	4.49465616438588	3.88539173146377
ENSMUSG00000001248	10.0182754080995	10.257336078169	9.7748837175341	9.64011000880433	10.4648428766279	10.1586967097479	9.38352402719138	9.64189729567428
ENSMUSG00000001260	8.68450406944401	8.54694576021146	8.0867838536283	8.63361243634698	8.3125831571066	8.26372252410373	8.05109195647091	8.64488702133967
ENSMUSG00000001270	129.620905611203	125.785094553796	131.713337167389	121.516539310303	133.459066212956	126.301074270712	126.617134014384	132.034694929546
ENSMUSG00000001280	5.94928208364568	6.39918225748805	5.59136540810328	6.04984429787777	5.61913016428012	5.59541250462539	5.8896809145141	5.79666059670221
ENSMUSG00000001285	11.2237105586808	11.1651402021094	10.1427732880392	9.0214197815995	10.2939152181083	11.0025569717026	10.4737491493038	11.3607194313778
ENSMUSG00000001288	3.22189970216438	3.44262515699969	3.09872808342888	2.94878323403114	3.4985930230122	3.15524218939496	2.94663767438111	2.97454742324092
ENSMUSG00000001289	48.2822972190377	53.1456958326392	46.8428921266834	52.5353625599396	50.7834243967108	53.0196328659167	50.0919770547995	49.9699786896685
ENSMUSG00000001300	16.1420151100727	14.4521243770277	16.0854747244448	12.5363984584003	15.7823198781678	15.8728579832118	16.2472202735477	15.8623990222658
ENSMUSG00000001305	3.36453079836597	3.03764478042704	3.36071462993654	3.22560233991186	3.60751299550556	3.58746051525285	3.36836628658402	3.21479100116869
ENSMUSG00000001313	8.26371144867005	8.78006533963059	9.90226011966314	8.47225295717129	8.30780628711583	8.51014444310344	9.10930616314839	8.45305791967646
ENSMUSG00000001323	31.0459249935608	34.6833684548392	34.1276609354942	32.104324073183	31.5411594960514	34.1656875909927	34.5471520215821	36.1755992799834
ENSMUSG00000001334	29.12796652421	27.4256077463536	28.5396555819112	30.5232257838228	30.2507255425014	27.1250133712221	28.1007718030692	27.644023918873
ENSMUSG00000001366	31.9189626656237	31.7936256219512	31.1808730945099	33.8853921874823	32.8914660792466	31.6720642434575	33.6012540672444	29.9685338771375
ENSMUSG00000001376	17.2352644508123	18.5076031493674	17.8589536360437	20.1869518799725	18.0077888225337	18.5545181377763	19.1725872545194	18.156943941753
ENSMUSG00000001380	30.0989011070756	28.8260722911754	28.5862274124639	29.6987464437133	30.4359668999329	29.8775176781917	32.0558884455322	29.5332663714089
ENSMUSG00000001383	76.0262838967517	75.1310728158708	84.3387068327836	82.5380998305185	84.2861237377343	85.8610728013299	79.711211189914	79.0420682724293
ENSMUSG00000001415	15.173055679633	15.184419951102	15.2661791166612	14.0192797656293	15.7809022918299	15.9005978351802	14.1371289691723	15.7656413760697
ENSMUSG00000001416	19.3329302697817	19.2119973305061	19.428479250712	17.386827264859	19.4171091525214	19.5872122738085	17.5396848481213	19.9271150567771
ENSMUSG00000001418	3.9262278576505	3.99233185692298	3.98189115214653	3.41982023491794	3.91622497595127	3.56943775973734	3.76455363703074	3.57751683405447
ENSMUSG00000001419	51.8143942507972	51.9782014462742	58.240169360254	49.0964490201329	52.88493387236	56.5722513405461	55.5906339049308	54.864400123883
ENSMUSG00000001424	17.7937115700794	16.9625169690247	16.9906070077313	17.6677134104219	16.8892675641298	18.0331782971072	17.1222576807599	16.9398412169212
ENSMUSG00000001435	1.91422920297924	2.26815150068935	1.54153894814037	1.517873096092	1.73796988695287	1.69891574503407	2.27310875389324	1.78493976135758
ENSMUSG00000001436	2.8614592860034	2.77901226960627	2.7798667219585	2.43373790705525	2.67257942579009	2.4494753388426	3.01656101552849	2.58596243038023
ENSMUSG00000001440	52.4667307858607	54.8621471379338	51.3435079494116	52.870799146274	52.8228615318372	56.5106200176266	55.1588599178667	57.7554203751928
ENSMUSG00000001441	37.7877137150075	37.4538922996183	38.9188076828214	37.318999261574	38.3690552385199	38.412626337851	35.1721084380365	38.3623403938827
ENSMUSG00000001445	12.7126333601947	13.5314328930526	13.11528741299	13.204860995843	12.7723725070451	13.2650769283172	14.3160145548497	13.1009729047579
ENSMUSG00000001467	18.3791778714183	16.0014104460163	16.3453985997348	17.6357071127343	16.7428795597291	17.1091535955174	18.8213577804189	18.2630464980176
ENSMUSG00000001472	88.4200635084611	84.5086918647577	84.475072700078	89.5234578360318	89.4754342618207	90.0544301068418	89.6751633414324	87.9166826141294
ENSMUSG00000001473	3.28634261339183	3.44644401969622	3.56712283557161	2.83235310986829	3.36390046904596	3.53222297789261	3.01993464514002	3.2594949479477
ENSMUSG00000001482	12.1021750730092	11.5068984961833	11.8963605715865	11.3524700852413	11.6558580351578	11.3263725620291	11.6463662707265	11.9825210417678
ENSMUSG00000001493	1.50484250991214	1.60785057721123	1.69541562279685	1.50574755157698	1.47152562133512	1.46564720546526	1.32531459394461	1.43432274550668
ENSMUSG00000001506	2.1425826923525	2.16672191955517	1.44127163791248	1.37324924699014	1.54384014719077	1.41382741851901	2.45828410011497	1.514651889435
ENSMUSG00000001507	3.33594196532028	3.39235520952264	3.08950546179092	3.06969014479954	3.34213714902164	3.26969945839909	3.35483559655905	2.98557882966296
ENSMUSG00000001517	1.22451569919382	1.37972197634303	1.30345288196831	1.2162674934194	1.25734065434421	1.31307760138605	1.20415716474728	1.23468002396273
ENSMUSG00000001518	5.01164880076606	5.33635912438868	4.72254028774695	4.85909585825684	5.25696436117619	4.82017492694295	4.93968878419066	4.98890519405776
ENSMUSG00000001520	3.61154873353769	4.0515471852926	3.91410636202405	3.25834992245117	4.01180799086121	3.93057984477973	3.98905938489726	4.48479979604264
ENSMUSG00000001521	4.56287443991828	4.54300971755098	4.65880708389412	4.08792970984931	4.31104577607094	4.26003465294243	4.25607500000622	4.68448756463348
ENSMUSG00000001524	5.57775993601886	6.5936356584211	6.49580371960145	5.53004015971778	6.64589837142605	6.34725212121989	5.98671842082473	6.82248903244633
ENSMUSG00000001525	121.84168560232	125.488440712527	132.679288980397	128.094526084592	132.491663070393	125.700597466526	128.031925172997	124.910529154552
