Ctrl_1	Ctrl_2	Ctrl_3	Insm1_1	Insm1_2	Insm1_3
ENSMUSG00000000346	168.114618650765	163.929448535649	151.91100479415	156.915289191478	167.234583175611	166.480155100525
ENSMUSG00000000355	36.2093511840761	32.8823733069918	42.456504493127	36.5141848095062	34.4825137206259	36.6792478180641
ENSMUSG00000000374	6.31954375582269	5.6927956244543	6.39726582837787	6.30375866981563	6.69134673059712	6.54169318355257
ENSMUSG00000000378	35.8277346685144	34.4749834685922	36.2654708141311	34.9367050139595	36.8393021306585	35.3704206612758
ENSMUSG00000000384	4.77115569592753	5.79411865102793	5.76229271324725	5.87213621309011	5.12464447127458	5.40050054635408
ENSMUSG00000000394	2.68726353290831	3.77387368055585	2.63015793659062	2.58247486965891	1.96268635168963	2.44452972098887
ENSMUSG00000000399	77.1792395765529	71.1030950429173	77.331195510804	72.1983721157438	71.2441857301321	71.0088814789748
ENSMUSG00000000409	2.69531650694573	3.98764768841164	2.54686581180493	3.43827257841181	2.6123944985903	3.06979326051895
ENSMUSG00000000416	21.7897839464152	26.0985379316675	25.1455691873761	28.6144778399337	31.1879502988476	28.0360297900555
ENSMUSG00000000420	34.4833446458244	27.5594793863069	31.328107428416	27.3015690559437	30.1975376549985	27.8978822756079
ENSMUSG00000000439	9.29262363195222	8.22953290003256	8.88534532782808	8.14368618588931	9.29913459209993	9.48454305515234
ENSMUSG00000000441	72.2130178895116	77.6447947355129	74.8948707507363	72.2831246902139	75.013453473671	75.5035936313449
ENSMUSG00000000486	3.60307682908216	2.98678763239532	4.04016858892342	2.81446723672108	2.21746312627726	2.27348108673769
ENSMUSG00000000531	6.22433984358597	7.61567597372887	6.38261208965712	9.0374901583218	9.11831194878336	6.44303357931261
ENSMUSG00000000532	3.96054026869743	4.34871801268671	3.75713721714708	4.29414074014805	4.31188298588602	4.9929720948612
ENSMUSG00000000538	18.2200882773339	21.0407349291909	18.1639639058648	18.3117483927549	19.037978593073	19.0230339008554
ENSMUSG00000000552	11.5966227136121	10.2767901951306	10.3495014927755	12.9261157738327	11.016589724627	8.63612470941544
ENSMUSG00000000555	2.21769053026976	2.94669687302311	2.62205573919215	2.1846362442292	2.04240638898079	1.88631565417144
ENSMUSG00000000560	4.57388151116562	3.18058505744787	4.15658485705854	2.95956753485562	3.06642871638394	2.77034334212896
ENSMUSG00000000561	28.0295096407081	25.2777681592718	27.3982849565977	26.4138951870829	24.3121499102747	23.0988959664365
ENSMUSG00000000563	123.679482581101	119.27380059125	125.415431751607	116.685481263053	115.548489475141	114.510826524525
ENSMUSG00000000567	82.2274138370112	70.5509778836214	73.3267503341913	55.0823053043388	50.0637820679355	36.3555912320155
ENSMUSG00000000568	75.4325388123012	77.3726559153042	75.3821996332941	81.1859629109176	74.5586035905638	69.2836014919458
ENSMUSG00000000579	14.6873784406723	15.2722944285114	16.1567873505695	15.7734157840534	14.5649642949802	15.5667374855848
ENSMUSG00000000581	27.2380920771849	23.283879399241	28.4585237854583	23.0238979081337	24.2323178300226	24.4990310522835
ENSMUSG00000000594	8.38707091426646	7.07276726761148	7.72206596789565	6.83275301497261	6.68341984948873	6.02839179358443
ENSMUSG00000000600	10.5665432803051	9.50367095078819	10.8678538172814	10.5093770525228	10.7458731778231	9.55586971589822
ENSMUSG00000000605	36.5134730321366	33.2415530898299	38.8735071230623	34.1836044797988	43.1286962537465	41.6865899635044
ENSMUSG00000000627	3.41485979942433	2.67793708093638	4.12039319322785	2.8286025516649	3.07401870704424	3.26860443939971
ENSMUSG00000000628	8.28403266519461	7.69410126460059	8.33873180895862	6.87485312662123	7.97773380699968	7.73720657885727
ENSMUSG00000000631	24.9760754390113	23.5825445276135	26.5492680250353	26.1997366374383	24.0959300353718	24.0152258037793
ENSMUSG00000000632	109.171173339354	72.3232893393905	100.631055403421	55.7721843130855	67.2297560651248	59.9863638567222
ENSMUSG00000000693	1.41596345620608	1.40824978989402	1.48179552964458	1.38843108120508	1.54990309608028	1.39134279948305
ENSMUSG00000000708	4.15623077378766	5.44155704968324	5.50219176395279	5.78241617645502	4.46521694914501	5.01189196263851
ENSMUSG00000000711	24.2663484255738	23.900955472612	25.0038483188511	21.9419244647398	22.8483382994786	22.2417622675779
ENSMUSG00000000738	13.8703422659625	12.8036510805142	14.2078002930473	13.1976656646029	12.2986913255376	16.0186152187073
ENSMUSG00000000740	297.41191553554	270.663127940154	284.435941742976	294.095630122807	270.874214740397	283.170504905034
ENSMUSG00000000743	67.5426100818228	64.4927399732335	59.828493416592	58.9881745219678	66.9558203354377	62.6608931537028
ENSMUSG00000000751	32.9094534913777	36.2076787080258	35.3805743676264	31.4955676875301	29.9887642708942	28.4499725525437
ENSMUSG00000000759	13.7940290411884	15.6082421170391	14.8616406946261	14.7910234279994	12.0234243285527	12.0332990146832
ENSMUSG00000000776	15.3901373526556	12.8817896237983	13.9608575448795	14.7647806668831	13.1990805930644	11.4968076463309
ENSMUSG00000000782	1.98170897815744	1.39826877401045	1.65005664256705	1.78880263502924	1.78353221967474	2.11631048268888
ENSMUSG00000000787	81.8279578145602	94.5041880371869	81.3801146092482	92.003772214588	86.8968206851468	78.1304529638212
ENSMUSG00000000794	1.50468888245074	1.59184636792147	1.55948376474887	1.94166595699803	1.94676333514956	2.06477625852707
ENSMUSG00000000804	8.27384842000781	7.1905882561167	6.77430078785662	7.33313377957656	7.93921366572699	8.79009540104425
ENSMUSG00000000811	4.56014985222967	3.11676482987901	3.43076907424876	3.1076643233012	5.7116783991402	4.46078402283602
ENSMUSG00000000823	16.753754936392	19.1071125387279	15.6648220354724	16.6912916193968	17.8584728003909	16.2120712883547
ENSMUSG00000000826	34.2645145110144	32.4326636874155	33.8182849281864	29.9199172953705	35.0651732566155	35.8635389626419
ENSMUSG00000000827	25.4106980689048	25.8921263053494	26.0309432671597	22.4947222027887	24.2562364837818	24.6174108682925
ENSMUSG00000000838	33.8108602539778	31.1553416176759	34.7679748283406	30.7225210146228	35.7125787031896	32.2160331217057
ENSMUSG00000000861	117.313040815424	115.044676846509	119.547364166333	135.970318961222	140.724715111944	129.731623837272
ENSMUSG00000000876	4.49085430626608	3.99929659194278	3.85569059534777	3.91193275839196	3.01430171412565	4.15109390523584
ENSMUSG00000000881	13.6563742418948	14.3844795812031	14.2269990290597	11.4119432208519	12.5393276022994	12.7314384047702
ENSMUSG00000000884	3.54619501641239	2.96349536214421	3.58063242371903	3.16148099186424	3.35041786182926	2.93768288377
ENSMUSG00000000901	5.31255119774818	6.97871405334765	6.25074753239877	8.28368562517239	8.56032129553249	6.88779346816644
ENSMUSG00000000902	35.3054135155213	35.9113615161562	35.4492819137749	37.4627171768698	35.7978303653689	40.4238641532236
ENSMUSG00000000915	12.0584565396204	11.6570613392162	11.4243885919856	13.6999820397848	15.2085410594791	13.2535374745074
ENSMUSG00000000916	7.02132031564351	6.04565520136775	6.3859291585463	7.21323623485256	7.55166205360168	8.40729742667704
ENSMUSG00000000934	3.18770480747635	1.72399947283854	3.83119508855636	2.28030170202131	3.10151031991637	2.80345074907119
ENSMUSG00000000948	52.3240599691996	51.5934267852056	51.7703092121589	54.8317359833624	55.5706176759015	62.2160175829484
ENSMUSG00000000957	32.829475445825	35.7289550947869	29.2659245093872	32.0608942729196	29.3283166689571	29.9442742374714
ENSMUSG00000000958	2.4102501170577	2.52644054582178	1.83734386830225	2.48309669564203	2.50476889707796	1.76032511662162
ENSMUSG00000000959	17.0547408370531	17.0918316919079	18.1673030999286	16.282786876292	17.2073926597806	15.8240097348009
ENSMUSG00000000976	12.1411430512319	14.5271509051316	14.9365349102136	13.689837802422	14.0655383010286	14.9633006923265
ENSMUSG00000001016	104.052993810022	104.870927541673	107.912705593873	111.12458560459	103.955367925936	111.594587254274
ENSMUSG00000001017	87.1850571512772	85.1907376226248	82.7344479959523	84.5228001209229	80.9480109622797	84.0666364930591
ENSMUSG00000001018	39.6640389182985	35.0291196604362	37.883711240483	35.3726476033954	39.8018402372457	38.8139201956007
ENSMUSG00000001034	33.2628720630836	36.8692936876424	36.6911211867822	42.4769133422677	37.8696193272445	40.5065265488889
ENSMUSG00000001036	13.5815380072304	11.6256345969587	12.8829305586809	11.9013774543563	11.0885687130695	13.8067589513733
ENSMUSG00000001039	12.6391392600751	10.2146267844552	14.6865530621975	12.5341852869979	12.518933893639	11.343111042355
ENSMUSG00000001052	17.7293664621257	20.587766474619	19.9901187703501	21.4491545515327	19.5807158406387	18.0004623612371
ENSMUSG00000001053	2.2325811939358	1.73452293269582	1.94723830775131	2.02932578747214	2.03250517595666	1.70463527839999
ENSMUSG00000001054	18.8224177964404	14.8228872092403	18.6092082360609	17.7936459320331	16.9675993160004	18.1085740841544
ENSMUSG00000001056	42.9044644246514	42.9652851373286	41.3049804971987	45.9559717000759	45.9896429562264	45.2331987045787
ENSMUSG00000001062	10.7238150773732	9.43185378721338	8.83561129100853	9.61122555759232	8.29428754346064	11.3078749222425
ENSMUSG00000001065	3.87861453284452	5.17332262647566	5.64805587306513	4.31097875364828	4.79854605392814	3.74634114757041
ENSMUSG00000001082	6.00225796526927	6.74544301614504	6.40483863010422	6.34895325732717	6.22611214982175	6.66811306763371
ENSMUSG00000001089	13.5444626356161	14.3988460454529	14.8063887898252	11.890376246899	14.6008257064745	14.1434522758337
ENSMUSG00000001098	35.3129481084906	32.8209006675823	30.2907639222467	36.5320210015452	40.4211877162871	40.7752194953227
ENSMUSG00000001100	76.5210614223266	70.9042942115847	73.4844211383416	77.2634792469996	79.4988045977202	80.249203221312
ENSMUSG00000001105	20.5226036394288	25.6522455666523	25.9764095696792	27.305756770117	22.2140465191215	25.0214862117233
ENSMUSG00000001120	16.6303060701268	13.9204714997507	16.9560872483376	17.3066082569955	17.8304067873439	19.2183917833868
ENSMUSG00000001123	1.49605730241513	1.86870806860765	2.79348790092437	3.51936897091573	8.624678971172	1.6673751846821
ENSMUSG00000001127	22.4444117613283	16.6434271587144	21.2380903811155	19.0298061018049	20.7176220178138	18.1161164165716
ENSMUSG00000001128	2.04194269164579	2.72441939873399	2.28866477840185	2.19140055694208	1.87302963211685	1.92145441610308
ENSMUSG00000001134	15.3487645554495	11.6097739346319	12.2057847473446	13.6971982555386	13.6957909168281	13.6831562543865
ENSMUSG00000001138	5.24940445325057	7.21120171870102	7.26666569865336	5.65920466480331	5.9420501301334	5.40629807251954
ENSMUSG00000001143	17.4067004180472	14.0263336021274	18.8361325065166	14.4116740883419	15.8930191331083	16.8714072500535
ENSMUSG00000001150	19.3415135777636	19.0327966530184	20.791206862779	16.3051439504801	17.0648077845192	21.4464051033994
ENSMUSG00000001151	9.81907234029714	11.2089107613943	9.50849896510245	11.0993421967681	10.3509304686626	12.1458819906773
ENSMUSG00000001156	15.2337225155663	16.4107424785752	9.87171687562417	13.6920502223162	17.1486324670756	15.9786196501562
ENSMUSG00000001157	49.6770175576394	45.6509129907016	49.4887321637669	46.7595312905346	53.2425984319123	50.7485795313374
ENSMUSG00000001158	58.4077326562806	59.3292293604023	58.4055534320523	62.8679490805135	52.4779581950991	61.4467854444022
ENSMUSG00000001173	9.031468023497	7.75065698310032	8.69559567647885	6.7574758889758	9.65237606743665	8.31490540701796
ENSMUSG00000001175	223.656696451695	211.934563302891	234.087702217262	231.635363529603	218.448200198796	235.755397608433
ENSMUSG00000001211	17.538568435611	17.9889981570551	16.8256271515428	17.3296787105314	17.4907284191409	17.5789536820809
ENSMUSG00000001227	6.01017654143194	3.50245190993261	5.1293031389635	3.24337918575379	4.49168232522508	4.10785680302951
ENSMUSG00000001228	43.5075873719711	51.4593579423522	48.5089596441031	43.432287885576	35.7222446784138	36.625364649511
ENSMUSG00000001229	12.8759779001233	13.2877717888273	13.3979083115952	16.1046174100426	13.3621892546454	14.8734275098227
ENSMUSG00000001247	10.8933329600499	8.59928187311285	8.99932896131064	11.2538518445743	10.1835035819696	7.29056009893538
ENSMUSG00000001248	25.3234190110358	21.9050617439002	24.0298134571276	24.0041831911734	28.9823895601218	26.3985914137184
ENSMUSG00000001270	285.407104048347	283.757460398364	268.726781344718	260.941387786539	229.884226347501	223.137354997107
ENSMUSG00000001280	12.6809691446607	12.7695288242328	12.8079091998506	12.0938434183311	14.2909572823513	12.5243015199802
ENSMUSG00000001285	30.9238467647145	31.9422186542662	26.9122789765699	30.0833219288665	26.949167245544	30.603855868332
ENSMUSG00000001288	2.01018690354958	1.74428472083585	1.80459552029437	1.91307088173638	1.79536786983177	1.72773062704275
ENSMUSG00000001289	113.665808143084	104.169113293678	103.913979553434	109.80508590374	111.729532360754	109.183334123398
ENSMUSG00000001300	138.526134430627	160.072027201864	142.95653185044	147.547455351005	168.868923295219	161.639956723213
ENSMUSG00000001305	10.6477423227099	9.32832988739925	10.102050045424	9.26846885446718	8.47294290705925	8.852640063112
ENSMUSG00000001313	297.1310941498	350.993247967929	335.6861561104	390.888021778697	416.026853260189	445.773918133135
ENSMUSG00000001323	15.2857976613971	12.8658684698188	15.1131180921745	14.0152861274896	13.7421259201742	14.2407932079691
ENSMUSG00000001334	3.15930649741723	4.07501066968478	3.18008952739303	3.81000351892014	2.51632681959945	3.56549212518434
ENSMUSG00000001366	15.3750155286295	14.6087423616141	17.724422766768	15.8332962890853	16.7150915408998	15.6455984000466
ENSMUSG00000001376	12.0248758594447	11.2126459779128	10.4194629241622	10.8589710975963	10.5792714528203	10.6205418764734
ENSMUSG00000001380	49.3055458273315	50.6436047093357	50.7334157759996	54.477675883202	49.7034052659901	53.4942780120737
ENSMUSG00000001383	39.7215179889718	35.0830958449219	37.5632019890833	37.4580535457192	39.1661237796539	38.0341302320395
ENSMUSG00000001403	79.2796988568806	100.744739092389	88.1967652065094	118.294825822037	68.4337137355488	89.7720220209509
ENSMUSG00000001415	20.073187665425	20.6986678468876	17.6494290029797	16.7972535447884	17.654662769715	18.0107107328782
ENSMUSG00000001416	116.1221823795	108.796047362461	114.337363449094	107.768757129408	107.800723889539	108.6009031487
ENSMUSG00000001418	8.42116898105101	9.53774349766348	7.74242945309483	8.3906931026604	9.62385169412097	8.26838689793287
ENSMUSG00000001419	9.44261026004347	11.203821490922	9.57520717566162	11.6460606700868	10.085212348369	9.8544739244279
ENSMUSG00000001420	1.7629853382395	1.94076513854263	1.83452304851578	1.82361464381125	1.71235734570731	1.41326189992292
ENSMUSG00000001424	39.5293037772796	35.4611931797851	33.8625288477858	35.5905080610027	36.7940045420227	40.8873555636484
ENSMUSG00000001435	7.59137802974524	6.35887778665445	6.65814084651061	4.07146399643188	5.33404122451148	4.78358192280896
ENSMUSG00000001436	6.541761129193	7.92059346734437	7.89625595698042	7.44490967945811	6.32132347195032	7.16170126269535
ENSMUSG00000001440	45.8112460786115	52.3711534755779	49.1866549408574	48.824376164776	43.9565338240321	45.6071113957641
ENSMUSG00000001441	32.4045463426603	28.7064042741332	29.9786396194574	29.5009394569375	28.8991134916063	32.328715235222
ENSMUSG00000001445	20.7684740456504	17.5940969840156	18.3591543217201	18.5551151463518	17.4458064423198	19.3658183940437
ENSMUSG00000001467	67.5545966070142	63.0281511992687	68.873685031604	69.2518252304234	73.3443695082549	65.2386646839606
ENSMUSG00000001472	50.2110017173348	48.6977231003398	47.5035716474114	50.5400960999182	49.5292927488512	51.7407375262843
ENSMUSG00000001473	2.77245669120867	3.33381270294966	2.9808166884065	3.03381184051695	3.24000864212676	3.17237350348892
ENSMUSG00000001482	17.6635675113984	17.1794293932462	17.2367244565529	18.4552063748505	16.3998142444252	19.6589832587474
ENSMUSG00000001506	1.28192868861123	1.40935940642443	1.34423723928743	1.36703709344445	1.25156078123563	1.25962460043681
ENSMUSG00000001507	1.51926481078602	2.23496092522873	2.16343946667077	1.96901885797778	2.59970622023395	2.28007497100439
ENSMUSG00000001517	23.5563983958412	33.0848075353837	27.6592800846431	33.9394253178874	21.0111536753315	30.5509711423844
ENSMUSG00000001518	8.43764679698636	7.73352138388988	8.15221035268548	9.30717199365043	8.73842473620517	8.37782845211307
ENSMUSG00000001520	1.85446035135673	1.83493956524711	1.6875538406769	2.04599196397583	1.97330503808863	1.59998215473274
ENSMUSG00000001521	2.73722745046733	2.72033495915139	2.96740593825224	2.46153465690786	2.63822308959899	2.07121423056067
ENSMUSG00000001524	18.5717737112208	19.5805073593687	18.3201555803006	19.0711598632208	17.0493247295817	18.0783582644394
ENSMUSG00000001525	703.399537582437	726.156968769004	708.767093800463	813.444629194459	731.439318292368	807.93470569128
ENSMUSG00000001552	7.09595867721936	4.6744654026849	5.42711222467543	7.38560959973512	8.32830364933917	6.71435703209205
ENSMUSG00000001555	2.06564012604736	1.44432759185105	1.40146888607197	1.52801544806891	1.51588933679062	1.55857217997422
ENSMUSG00000001569	5.45188874336176	6.21292597154221	5.33777277615274	6.56401334258468	5.77176651771445	6.00304452825867
ENSMUSG00000001576	51.2028233153039	46.6279477593813	53.3699127472346	54.0444342739037	44.9782992087622	46.0146666703622
ENSMUSG00000001627	22.4367952131628	24.3746002800041	21.6650931545522	25.2823986612988	24.4992399962901	20.6263766231256
ENSMUSG00000001630	10.1931229025676	10.2932852689185	9.64925365114021	11.4096463431035	10.3195476180672	9.12082926025634
ENSMUSG00000001632	21.1536641611183	25.2054078091222	24.09776846492	23.7183249590955	23.4596591281434	26.0826764113986
ENSMUSG00000001642	11.9879391310508	11.7736301217933	11.7440357599451	9.89084246563565	8.5494974848774	9.58681192523349
ENSMUSG00000001666	26.9622430121996	26.2727822439603	24.8220969205133	23.5746846772449	24.6212134546533	26.5508377075362
ENSMUSG00000001674	23.458987043885	22.9226499872297	24.0753014615664	25.6446850901414	23.026466304993	20.8015019702431
ENSMUSG00000001687	26.0429953733432	24.627732073575	23.4774612550226	24.5045743749618	26.7944909515795	23.5355452080784
ENSMUSG00000001700	2.73658140858916	2.37260797598464	3.35085623298402	2.02257688749132	2.16966979655998	1.7510717107806
ENSMUSG00000001707	25.2552039985607	19.978305283149	26.1277733758679	25.8635760673799	23.2536875647497	24.3554302456041
ENSMUSG00000001729	148.393177405818	151.923117866367	157.884469743415	126.20813775761	144.287811239741	138.633993987403
ENSMUSG00000001750	1.71146133656152	2.14345003728445	1.55021989880768	2.13234637171253	2.14809026705943	1.7066716677597
ENSMUSG00000001751	2.51100475313129	3.25527990549541	1.91504148327492	3.04303477276248	1.70669929908125	2.57866462365213
ENSMUSG00000001755	15.9204930401405	13.3462095870449	13.6087478820994	13.8389971110735	14.4087984536492	17.5749388338904
ENSMUSG00000001761	24.3171872830389	25.1581716259471	27.0967215933946	23.7716717088098	19.8051573582814	21.3276850357992
ENSMUSG00000001763	2.23458968215374	2.60424632247412	2.48605147014792	2.31475973771146	1.98126545872056	1.64004675802129
ENSMUSG00000001767	27.507953567185	28.6461383132544	28.5485601285743	26.6719016040693	26.3971371680714	28.1341662638064
ENSMUSG00000001768	3.25251415540875	4.24730017040508	3.20604743254526	3.07176293541515	3.126415485318	3.30726706211858
ENSMUSG00000001774	15.4850760293267	15.6142166209209	17.0645182290892	17.773056627653	15.3921450840706	16.9956735232916
ENSMUSG00000001783	81.247659778046	92.2766345750981	81.3711327697637	83.9844191874811	81.9838529612506	83.9880644527563
ENSMUSG00000001785	33.2330686826604	28.9956985299727	33.7487674867343	34.5464797980407	30.7650152521282	34.6332843762308
ENSMUSG00000001786	4.04813310208508	3.88588155552358	4.15514144704999	3.60462981446402	3.60961181150467	3.62524777801096
ENSMUSG00000001794	32.2649932647911	29.9495929687229	30.9296997158038	34.4194806058836	28.3356248177956	33.0343627758235
ENSMUSG00000001802	23.7578598204917	23.6709593674282	29.8001812592545	17.3798471651386	29.9459134599976	23.0507049953925
ENSMUSG00000001829	10.7061021165049	10.2591565131996	11.3640476104986	9.90245120145301	9.8900718760586	11.7099706681433
ENSMUSG00000001833	82.5833040692637	75.0227567620769	78.8711374431986	71.9505411615895	70.2933433986433	69.4170817840917
ENSMUSG00000001844	22.3654074343053	23.8233604938965	22.1237728924933	22.5776266850985	20.685922132765	19.4592726091055
ENSMUSG00000001847	107.887417466035	100.271950479583	105.907071751048	95.8867803475924	101.255232792962	90.999735445662
ENSMUSG00000001855	9.86901764744833	11.8966135575681	9.94241037748333	11.2301113479865	10.2215074827378	10.1731486892348
ENSMUSG00000001864	33.0344214715829	33.2778591076707	31.5012150245162	23.28233741447	20.9071793731144	17.3922387430508
ENSMUSG00000001870	6.10561891029566	4.59954732875843	5.12849347984297	3.33743823853365	5.02988116719886	3.41844570384532
ENSMUSG00000001891	21.5508177242875	19.034291928876	18.8484977805763	19.258727899274	16.0120747982248	15.8357807321757
ENSMUSG00000001909	7.61554822319678	9.45512121510854	8.08376663490892	9.1948670426134	8.27562462741179	8.79214913058093
ENSMUSG00000001910	20.8440129155418	22.6888313617706	21.2342727995943	21.5565360374374	20.3389373267963	20.9234585031812
ENSMUSG00000001911	113.052046280418	78.6011578346172	99.5842376420984	100.532886348296	122.781986373939	96.9890764058059
ENSMUSG00000001918	7.56323102179492	7.35746876232536	7.74771493514191	6.24258688964631	5.99780867940687	5.01073530524272
ENSMUSG00000001924	166.346971131156	156.422482989466	165.050237488849	183.951500740613	176.249317261399	179.052229834292
ENSMUSG00000001942	3.31926258819012	2.7638736567228	2.21085971092408	2.56944405150118	2.02654464660021	2.13463306508699
ENSMUSG00000001948	6.29886598358369	5.673456740653	8.88475667153845	5.93957935019302	6.47832073808337	5.74526196072342
ENSMUSG00000001962	23.4237901611721	25.5945018796276	24.2226705530437	23.0014040075883	21.1557264555483	24.3451201045361
ENSMUSG00000001964	59.8415967112803	57.4764764479032	56.2004819058719	58.6185212044289	50.8478938035336	54.9534577014587
ENSMUSG00000001983	4.19989241444031	5.55414439603095	5.54902556626955	4.78175634003755	3.43267143381016	3.92218469743272
ENSMUSG00000001985	3.29062323443597	1.77138739055069	2.9094795067076	1.31859198963899	1.30420094139285	1.37532796877201
ENSMUSG00000001986	5.5651771128028	3.72842160885555	5.26821830560904	3.62080660355373	3.63377913756711	3.93266250144451
ENSMUSG00000001988	1.59667127899405	1.69262327573874	1.32891813055262	1.52033598890255	1.43906084350152	1.73559909656888
ENSMUSG00000001995	33.2274180398797	32.4065884923453	29.2771461300022	29.5328739022421	30.4622053787379	34.8435850245599
ENSMUSG00000001998	4.9123554168033	6.4340657327668	5.2848948762151	3.81776591721645	4.52584193396694	3.58687459102803
ENSMUSG00000001999	5.98452647608296	5.47123986245167	5.60708165982334	4.00379825349575	5.60874601775268	7.08535908852031
ENSMUSG00000002006	2.85787204415237	3.14011447867483	2.6184281750964	3.18479454273293	3.03068696024833	3.01980200539235
ENSMUSG00000002010	34.8528105316923	33.7094442237586	35.8962633357945	35.406540692944	36.5390589486691	33.5987498354149
ENSMUSG00000002012	10.6251856449465	7.36433155149272	7.361716978959	7.83126533749772	9.84407309961334	9.45713191242211
ENSMUSG00000002014	9.71865459750709	10.1079839853765	9.86128289989424	9.37438296979553	10.183189886296	8.89371343241374
ENSMUSG00000002015	34.8030089625855	34.0193564804876	35.5899192365123	27.4894247100123	30.6564927281937	29.4696974774177
ENSMUSG00000002017	27.1713663588148	19.0148734052417	23.7134836909348	25.2055769856766	26.7791707647344	25.0245302926093
ENSMUSG00000002028	12.7828919734161	15.0776670504313	13.4328176082641	13.349232077672	14.5533542073546	13.6954084795182
