WT_6_hr_DMSO_1	WT_6_hr_DMSO_2	WT_6_hr_DMSO_3	WT_6_hr_Tunicamycin_1	WT_6_hr_Tunicamycin_2	WT_6_hr_Tunicamycin_3
ENSMUSG00000000157	1.42177039997205	2.3724942018927	1.655725855818	4.90677416652768	4.15896663125279	4.21407654361551
ENSMUSG00000000159	16.931155904653	14.337276906838	13.6790727531815	22.5762064409827	27.362560778918	27.5838056799021
ENSMUSG00000000168	14.3576218748192	15.0598300808854	13.1259220448988	10.9830177978631	10.841189523226	10.4641791922786
ENSMUSG00000000171	186.190354479849	155.741838637663	152.787571993771	67.597577769085	73.8434339975405	77.4512124400494
ENSMUSG00000000184	2.2074815696409	2.62241968636584	2.6609945849021	2.86764692599888	2.64785777648508	3.25933942648407
ENSMUSG00000000194	4.66584074080698	4.88782708994168	5.40148284993908	6.81701407031182	5.88988387797758	5.98910981913236
ENSMUSG00000000247	2.19807297858259	2.30390666661394	1.92553659528436	1.83254965081499	2.19801641043257	1.91680449041719
ENSMUSG00000000266	2.32893098158419	2.70854536862985	2.19758704722763	4.06433693543618	3.44863940471716	3.9485280272535
ENSMUSG00000000275	23.335949340774	22.0659067755345	26.6538024303356	14.7352143140343	15.4154502639378	14.4604421898653
ENSMUSG00000000276	1.37218825010113	1.44955906700523	1.32840241478436	1.65409239695471	1.53097282660209	1.68264122954964
ENSMUSG00000000278	21.364417120698	16.7047485006101	24.3503318040212	32.3454745022152	34.7094148927504	34.9022442982495
ENSMUSG00000000282	3.27759078950776	4.36693889349734	3.96966755932321	12.7168377952131	13.1234425260757	12.016359346821
ENSMUSG00000000290	4.33727604105833	3.01155774148244	3.60450182638364	4.25680579657655	3.74335779826506	3.9603663075141
ENSMUSG00000000296	6.5796440450941	6.02050587271576	6.36843572546544	4.64822007121098	4.28572342407389	4.43309007646805
ENSMUSG00000000301	282.122586847574	240.735092384234	221.584859694343	135.19858238073	156.549766760447	166.312274245908
ENSMUSG00000000303	8.84761905884795	12.2792537919692	8.49311562288646	4.80406679769881	5.27468538131418	7.94224383655456
ENSMUSG00000000305	1.12351155732849	1.18550256396662	1.12932177849845	1.30956989350051	1.21024412172671	1.22447328915136
ENSMUSG00000000317	1.4981009016505	1.55740783307972	1.65819078136765	1.40869719800176	1.27930113330753	1.31389897731783
ENSMUSG00000000325	3.78154047569195	5.32999890016073	4.19713425847786	4.16613099917506	5.47870399678866	4.77512056875534
ENSMUSG00000000326	285.977426324528	202.517259154641	226.472907148823	126.100858937942	95.8547073345556	99.9927444073245
ENSMUSG00000000339	4.0626643268987	4.22142930197484	3.87399103364513	3.34637125269041	3.21873936674249	3.58038294013371
ENSMUSG00000000340	33.1327139974467	45.6031670837258	38.2204539790884	22.3321272981701	23.0788470557694	23.7028145139622
ENSMUSG00000000346	58.4883097314289	50.8139983517716	50.8091654163977	53.8362206158608	54.176394132096	53.4933816364317
ENSMUSG00000000355	36.6457036054712	41.357271302469	31.1649617287386	33.2286513846664	34.0471180018364	33.7712594053655
ENSMUSG00000000374	6.78416834633095	7.32957511860452	8.29876864877587	13.5639011015149	12.1143810206494	12.8057832738842
ENSMUSG00000000378	11.5630633621275	9.13166164014478	9.46802650257244	11.9209918379928	11.7462431739725	11.5609652848482
ENSMUSG00000000384	15.6864424776805	20.8802710516034	17.1112885636486	30.5635262611437	31.4811396171729	30.7443593897354
ENSMUSG00000000385	2.16492069857203	2.6060427476888	2.92425884175212	3.36705805269627	3.77410171609582	3.94859363587575
ENSMUSG00000000386	1.77209318492176	1.83141865560399	1.6323100402812	1.4191032806466	1.37031122194511	1.40131908077089
ENSMUSG00000000399	57.0006743122755	62.1288289316302	59.1575536994537	34.3505928948807	40.0984033536986	39.9625127240856
ENSMUSG00000000420	15.1645928263902	14.8220031585885	14.0164768298274	10.3974861709591	10.666309573081	10.1673980189918
ENSMUSG00000000439	2.77301534430199	3.1794566219914	2.75395657832333	4.3329199095752	3.88872048547491	3.94370444518907
ENSMUSG00000000440	4.34161244890799	3.71850733918418	2.9437824024661	4.9854107263142	5.50839909352632	4.58705814194397
ENSMUSG00000000441	10.2584254035364	11.1412042020988	10.1226132960315	17.4353785264535	15.2946151094656	14.6086157420052
ENSMUSG00000000486	1.99553141177791	1.83066283830946	1.80862108997733	1.86789710325997	1.57240353392135	1.73641931291825
ENSMUSG00000000530	1.75864598866768	1.82743146858681	1.67054181903254	1.87396920387252	1.83632493197925	2.01594611312674
ENSMUSG00000000531	1.63065013322596	1.58287770714154	1.59105309380537	1.52865022767844	1.79274340359481	1.98374938085071
ENSMUSG00000000532	4.50474527585046	5.6379489882939	4.55274850609184	4.44463606297938	4.25272116582507	4.47627943125758
ENSMUSG00000000538	6.74106376301227	8.02247248781363	9.40544759909088	24.9673283390232	19.242124150265	20.8149121884092
ENSMUSG00000000552	6.10341285817973	7.16131070654621	7.07714220997126	3.59989641614271	3.61210114414903	4.47137586476016
ENSMUSG00000000555	6.59576593906297	6.3232863365659	8.4930580257734	10.4353684219369	9.84205662546361	9.90600617920392
ENSMUSG00000000561	4.8197807828858	6.12638744833315	4.60083772908376	13.0162912143591	12.7508117964612	10.9576399582045
ENSMUSG00000000563	141.42306083871	114.852706374677	109.668638727645	79.0349743147748	85.7881124619272	89.4020723231773
ENSMUSG00000000567	1.51279698629412	2.01495548350054	1.54486590373624	2.07084719734595	1.898607612382	1.76656635379817
ENSMUSG00000000568	6.74860071577433	9.0176635757863	7.56621012512032	11.9383918191406	11.6940986858673	11.7648479860177
ENSMUSG00000000579	1.54622511184073	2.07864508822988	1.91276215612307	1.60847153220963	2.00555774174446	1.84758932866574
ENSMUSG00000000581	18.9481745557827	15.6417798096132	11.0646505034526	9.47971280466574	9.96561054909258	9.949595749986
ENSMUSG00000000594	35.8302516847125	29.8806111580814	36.3302586539831	13.3542394249007	15.6442392128808	16.6444940249079
ENSMUSG00000000600	4.88700739446357	6.57255418107167	6.07218877943929	9.78742448287331	8.66717851312691	8.11167479301906
ENSMUSG00000000605	15.631970766891	15.8541772010489	16.2662883253061	20.4933293855957	20.8234605105565	20.5269322695426
ENSMUSG00000000628	1.30411892525949	1.22390077593467	1.20433706801645	1.37429932028132	1.30045625270474	1.42437488905711
ENSMUSG00000000631	15.5317109316073	19.5458696507282	23.5062144844667	15.1163219329213	13.2809543706704	15.1889756819911
ENSMUSG00000000673	253.166016059468	267.715792435911	240.278065473742	120.724048686431	127.621097999018	132.731438394522
ENSMUSG00000000682	12.7044021208846	6.66751234910067	7.64801772332654	8.61104109503455	6.83551511819348	7.90097915642513
ENSMUSG00000000686	9.0581199585194	9.21673456248597	12.1720025385918	8.23495370346924	9.1564504514306	9.26430781516324
ENSMUSG00000000693	1.33692916041366	1.53013234768205	1.40317594975505	1.39863684420761	1.60083918763186	1.53407471888556
ENSMUSG00000000708	25.597706228315	24.7906407054877	24.1128689240738	30.001740128947	33.0389810669487	31.4606041028845
ENSMUSG00000000711	37.0690839706499	36.1211771021436	33.4491633482013	29.3895146795919	29.5642247716826	29.6336151147105
ENSMUSG00000000732	1.3855237255845	1.3684671575307	1.38697935824764	1.53469945913943	1.68408785041908	1.68389915017061
ENSMUSG00000000738	13.3534909587482	12.464825672013	14.0011818808697	11.6934837061951	11.6861238332731	11.5569213747232
ENSMUSG00000000739	3.35868122100884	5.73632816684014	3.89152435392535	2.76252680586345	2.10596327868137	2.67601547628268
ENSMUSG00000000740	68.4189309787052	64.7431340453879	51.1370486364891	71.8491719098832	80.054480552313	72.254065779392
ENSMUSG00000000743	41.0717520229211	32.0552385050785	28.3029588519718	28.3407324750734	30.8941335430591	28.6312927510079
ENSMUSG00000000751	7.06079994098111	7.36024971781776	6.42878686813347	3.81123216917808	4.15677317939263	4.3520876002488
ENSMUSG00000000753	297.248773926295	247.657385942475	319.66548307202	252.368520058215	263.963018868998	255.279650600663
ENSMUSG00000000759	3.54141104694318	4.83852141920962	3.96519121651847	5.46120944965015	5.14518348638951	5.5356004970578
ENSMUSG00000000776	4.71295982150594	4.35319619933946	4.19695331830083	19.913835553268	19.8809843881037	17.8805332098126
ENSMUSG00000000782	4.59213195767376	4.11713373574336	3.82653322017117	2.94854783069963	2.63056185705002	2.84781550089422
ENSMUSG00000000787	73.8854743268699	69.0005668037291	80.0461906668218	226.430932994543	195.881932067916	169.778703380229
ENSMUSG00000000791	1.24029510953275	1.32652884896386	1.45745282467935	5.11493388150814	6.74987303514078	4.76957381341145
ENSMUSG00000000804	6.06893410122847	6.67041333877536	7.52192950313802	8.53373570570053	7.17598839477889	7.7787358689557
ENSMUSG00000000811	3.64295570100024	3.95969035562392	3.33034561649674	5.71432974474826	4.80433130408132	4.80544796353539
ENSMUSG00000000823	5.47035534449436	7.5757910259076	6.07330485131517	4.03953341826802	3.49146275212743	3.81989943195487
ENSMUSG00000000826	12.964416975431	14.1055108003213	14.7231714571963	23.4752276945019	24.9629162967827	22.2884021785056
ENSMUSG00000000827	11.1142270512495	8.96187679222743	9.97331233596256	14.2560944679307	13.4127709329319	13.4108083523393
ENSMUSG00000000838	10.0369896404687	9.35415081320012	8.84392489417611	10.7017208737211	10.6765449116161	9.84109798346177
ENSMUSG00000000876	34.4699159826514	28.7942347082501	34.5785416326142	16.1212010114841	15.5748753463356	19.7525657596862
ENSMUSG00000000881	5.12817131565231	5.20230293394296	5.76021874161113	3.86199031212811	3.73943997757087	4.46739090291214
ENSMUSG00000000902	2.96161118424488	3.50821105540186	3.2506991630368	15.0911451766729	16.4019665410156	19.723040161895
ENSMUSG00000000915	7.340635887469	8.93219246266692	9.48018856390733	13.6703527070377	8.04588872341308	8.1772406922896
ENSMUSG00000000916	4.89131613893074	4.98430781932666	5.55358581698783	7.34401956593949	7.28707722723901	7.02281792305186
ENSMUSG00000000934	8.98113121026114	15.6333546492593	8.53769342761123	11.5497917248642	13.3741241983613	14.4442595016877
ENSMUSG00000000957	11.7822385418427	11.384219269088	13.4201408703817	7.46573513981245	8.54889375618952	10.0084200924827
ENSMUSG00000000958	2.1256468137387	2.01870331787901	2.0549700963181	3.18912249153557	2.76870866934618	3.46818966653268
ENSMUSG00000000959	14.2703265039014	17.574924523627	15.1886437546587	14.4491450720093	13.1709642791862	14.9611102138221
ENSMUSG00000000976	3.22228950545778	4.97529725638042	4.46474476068686	5.72474690588495	4.843635047515	4.69688773416266
ENSMUSG00000001016	5.82687611987804	6.5657505152996	5.49370999909905	7.08129041952482	8.33646431257041	7.49373288060172
ENSMUSG00000001017	22.0904516560992	21.495688669181	20.0461052386671	25.4053447085922	24.1331019717563	23.1985050096591
ENSMUSG00000001018	8.46841331167664	10.6802896593596	7.48561402558032	7.10955145490564	6.7120972441077	7.28266616786885
ENSMUSG00000001029	2.42320093817923	2.61757656987738	2.81600717291809	2.57607044945093	3.26982746290596	3.76685123744346
ENSMUSG00000001034	1.53524103494959	1.45436747646424	1.60250666514297	2.10568479946068	1.72887936150483	1.92601573852043
ENSMUSG00000001036	3.04637012421015	3.79102713671979	3.30793936097697	6.25559912529649	5.28800542077924	5.67245357161925
ENSMUSG00000001052	4.85610524466129	6.55560524297172	6.00866494466118	11.6217088268847	10.1578808022629	9.60225823556224
ENSMUSG00000001053	2.70831563988117	2.50188894628485	2.64986715422287	2.23502698901864	1.96458262116744	2.17972136016407
ENSMUSG00000001054	7.91786899738334	8.40872710167595	8.0238049533193	10.6981183093535	10.2480619858729	11.1027793631
ENSMUSG00000001056	15.3866072323161	15.9734868699426	12.0272597033989	23.2788020326273	22.3958300030685	22.9819873284429
ENSMUSG00000001062	6.27743528770063	7.70443829536072	8.20111721522112	5.21521131308226	6.02653180947771	5.40029331486383
ENSMUSG00000001065	5.09034014566264	6.3566215525821	6.17904252929246	7.30573374323297	9.00400547675989	6.98475119356589
ENSMUSG00000001082	2.47392941164853	3.22664683973982	2.92969769420587	5.59880789146374	5.13170674930738	4.75966274540873
ENSMUSG00000001089	3.37845496978659	3.86039399569145	4.10840592378519	5.39266333774771	4.74157061649498	4.97106456882918
ENSMUSG00000001095	1.42933323985547	1.51175994101487	1.7628386199939	1.21387978365577	1.1299236615137	1.04693425540387
ENSMUSG00000001098	2.58917142324844	3.22766480028231	3.63808395963561	4.00637915685268	3.36608088659139	3.37136724531678
ENSMUSG00000001100	45.9425724932246	44.3169559856982	38.6965944144722	31.9551938682594	33.431721859627	33.5359957748185
ENSMUSG00000001105	33.1563186199201	30.9547696394627	27.5780483129129	53.1624751542174	54.2842557977946	59.0739621723178
ENSMUSG00000001119	2.98450688499046	4.09494438318107	2.86835847332385	2.4260043331742	4.58143853224054	4.58944027425268
ENSMUSG00000001120	1.13568550504866	1.6016558853705	1.2656863811261	5.05564495422741	6.91275229379334	7.14086026600195
ENSMUSG00000001123	297.338316311133	257.150190081837	207.882022209052	219.201881427632	212.024861814551	211.469773225273
ENSMUSG00000001127	21.6992863130877	28.9916262643823	20.1961978914628	29.8155421348397	32.5603290419935	32.2828817174416
ENSMUSG00000001128	18.1205439496398	11.8346461370245	17.8701108015767	17.0292177714147	15.5304390328524	15.4851276066482
ENSMUSG00000001134	10.8623978526798	10.7620635952878	9.36836190152614	10.3349359289303	11.437335151101	12.3852312171461
ENSMUSG00000001138	3.55319067614728	4.15355527189733	3.62540183113271	6.49152106651775	5.47510625367357	5.66341315937997
ENSMUSG00000001143	5.5888557217048	5.12062754751102	6.88861835758958	7.03254722142836	5.62889027431384	6.18370479329071
ENSMUSG00000001150	4.84398733794352	6.91542575292019	6.62057396529036	7.27422851266411	6.83718198618634	6.67172032658901
ENSMUSG00000001151	2.07165547805053	2.72316875169375	2.96575496974491	4.13414823536944	4.02894383949258	4.08635563508796
ENSMUSG00000001155	111.621988268648	196.634564623828	122.916192310414	85.725679857432	88.6770320156861	100.219853460244
ENSMUSG00000001156	2.86003217110121	2.76715774779728	2.85900749485747	15.2070998512297	22.9426433862894	21.113008256384
ENSMUSG00000001157	5.49810956658338	6.32421923251894	5.52030225919531	4.90684170429611	4.64337592293035	4.62124279435478
ENSMUSG00000001158	14.346130427507	10.8257908674854	10.976060973308	18.0676067357307	15.9672058063784	19.2855859053459
ENSMUSG00000001166	1.66725083682469	1.60344337627901	1.50810152677455	1.0938233009926	1.11724482318553	1.09882621041827
ENSMUSG00000001173	2.17342445420234	3.4062245139793	2.51545259386148	3.29966572637764	3.2754713689992	3.63635957995578
ENSMUSG00000001175	39.7665334792458	38.3399155352525	31.3231557764588	55.2413684531947	63.7078119679054	60.7526563796148
ENSMUSG00000001211	40.243437609451	34.0347443203289	41.595812736211	38.3896554704899	39.1950238116455	43.1712290312175
ENSMUSG00000001227	1.91074070106385	1.96476063569736	2.15585902424239	1.90904632887313	1.88673197064307	1.86863548063299
ENSMUSG00000001229	10.9248878875272	11.4895719314928	10.6010192023683	27.5341667046315	21.8739265925872	22.0053796490201
ENSMUSG00000001240	5.27059176300074	5.17579491788856	5.67473809425665	5.508406400403	6.20980571334043	7.25514859908888
ENSMUSG00000001247	28.6939044455731	27.2936259215127	28.8985004171546	14.2123816884466	17.5478326276227	18.9359462782874
ENSMUSG00000001248	4.39100818556708	5.44500984105675	4.47907366893315	4.80251309855411	4.39578653483437	4.64475905901638
ENSMUSG00000001249	223.765122911014	217.335562136334	193.513601150893	132.487452682591	149.448798914941	158.571081885934
ENSMUSG00000001270	2.54588483425239	2.18262512836202	2.32266086177606	2.04483928126873	2.67150618359236	2.52854570434709
ENSMUSG00000001280	7.51218429271612	8.95953686953739	8.72411597575274	18.4698187849069	15.8437555880681	15.7553454419852
ENSMUSG00000001281	1.79031514659939	1.51527721768737	1.47585226367423	1.6248988535511	1.45051640127886	1.66103303883759
ENSMUSG00000001285	9.86283050274607	9.37366511918088	8.58618393100061	10.643666028998	11.1937904169346	12.1165686664139
ENSMUSG00000001288	2.77008833793441	3.39098126400384	3.17443564478687	2.83431066741149	2.98598225416318	3.24902975843838
ENSMUSG00000001289	43.5791847029539	39.6814185110952	38.0553279429208	30.6718928110698	32.9108871104765	29.852104304993
ENSMUSG00000001300	1.3703800570587	1.57687827041736	1.52490567598792	3.3858327796661	4.13833545491555	3.6925554641957
ENSMUSG00000001305	3.53577176354478	4.49710129524452	3.81749007531397	11.3998698942685	10.3097710876078	10.3117441287231
ENSMUSG00000001313	7.81242944196516	8.25912990704343	7.85329433292576	1.87178375695433	2.02132277535376	2.57827587373302
ENSMUSG00000001323	16.2241934952154	16.5638774158495	16.8058616612829	11.3203500473511	10.5248449745651	10.8647963450479
ENSMUSG00000001348	72.9402967070046	56.141224713427	63.5666027909453	29.4915364324142	30.0821719100389	30.598745975289
ENSMUSG00000001366	33.5848133230072	30.8767875815708	30.7963269561746	30.8235756796481	30.7691497488439	30.5402243380611
ENSMUSG00000001376	3.63070862326659	3.79061808059348	3.45152390468902	5.42648568479302	5.10018261362177	4.9276644040938
ENSMUSG00000001380	15.791115048307	16.828696342479	14.3797896532472	36.6553852926058	38.8736674175663	41.1280088884586
ENSMUSG00000001383	13.5628683325009	14.4757434874676	12.1303405884959	10.4474784720186	10.6398932580245	11.2154060086913
ENSMUSG00000001403	2.23786371952851	1.20281670104155	1.25707673573133	7.61231168666871	10.1742691748973	11.6609093986189
ENSMUSG00000001415	11.1218179400817	10.979263623897	11.3837501112773	19.3441343761489	17.8483815843375	17.9672398132678
ENSMUSG00000001416	28.7832767094234	30.6099544882245	30.0156614657344	44.5827997770838	43.5664976976564	43.1932060193147
ENSMUSG00000001418	12.5064996261914	11.4022321210362	11.5481328283621	10.1921279332767	10.3613997982056	11.5153793022497
ENSMUSG00000001419	5.50116843304125	5.87255347623736	6.84008279342545	11.2042159622268	9.94364973219667	8.83208543740367
ENSMUSG00000001420	1.51238559084995	1.75929350250924	1.62427833525889	1.41095853692462	1.40934979067587	1.50188051663784
ENSMUSG00000001424	27.2797297978708	38.0211553753873	31.9559417074236	72.1077592075178	71.3429195981256	70.9512313369626
ENSMUSG00000001435	148.319017075553	167.223404614706	158.68459019437	112.627586217546	120.685338617636	114.637068188915
ENSMUSG00000001436	3.48023976735225	5.2252101927115	4.21335443839556	4.22836704529663	3.73642919639405	4.01828409638073
ENSMUSG00000001440	19.3142084318936	26.6674196929634	24.0245903466376	75.9805767513153	74.2207911664378	74.2935015463544
ENSMUSG00000001441	8.40557276482365	10.3946449550438	9.93546687815418	8.74123034750681	8.12676528805872	7.83082155302774
ENSMUSG00000001445	21.960482555754	21.4089385076316	18.7418769822709	18.8201430049683	19.5047980368985	20.6850181136619
ENSMUSG00000001467	45.9967197883014	47.9630185878857	18.4617209185254	49.8953342807728	59.2519018456192	49.0832671064972
ENSMUSG00000001472	25.3799579065146	29.3790428705925	28.6260012127602	46.1900360645489	51.4154419534959	47.3805775664259
ENSMUSG00000001473	10.5985773068199	8.78415705931968	8.82209739492943	53.5077912127395	53.0042404973174	41.5486322474718
ENSMUSG00000001482	15.4954737100615	15.5747968375763	15.2116808973979	10.0435128016967	9.86522030266203	10.8237073704297
ENSMUSG00000001506	3.15376141976735	4.55530418542864	2.74770562478364	2.43541106744224	6.0203554467537	5.21895425152465
ENSMUSG00000001507	2.66368365340413	3.26507623973102	3.23247249521141	2.09663438136937	2.0406874977967	2.44388732567694
ENSMUSG00000001518	3.73526233143894	4.82185082417777	3.85952148962546	9.74346721971546	8.39352125701489	8.46188473472595
ENSMUSG00000001520	1.07560869252284	1.09084562853563	1.04605991029233	1.77779833007477	2.02962239312343	2.58531565906929
ENSMUSG00000001521	1.23138388558592	1.51786772457807	1.33166186577596	1.46276666411195	1.48190761370888	1.51035659008851
ENSMUSG00000001524	8.54805315109803	8.82230099048506	6.85955304874656	7.88759143685767	8.22580287550019	7.63005759183368
ENSMUSG00000001525	21.9050071509239	21.4469366639103	22.9291728450084	78.3784599858877	78.1989959195676	75.6868048585511
ENSMUSG00000001542	15.1413625082319	16.8931113012171	15.5117493632841	61.9120527910786	65.0690428026643	60.6871880653315
ENSMUSG00000001552	14.6627290065206	17.0987382430654	23.0615581071275	11.0734375109587	11.0989861888062	13.8805755479283
ENSMUSG00000001569	3.52470538369936	3.73678491645053	3.94081210837659	5.19219687892555	5.15678406497166	4.6715936420656
ENSMUSG00000001576	18.486849400761	19.8535245424474	20.321678255841	19.2992731330649	16.9595402512597	20.7828988270376
ENSMUSG00000001588	2.14447603739473	2.69398220959625	2.21252365257953	2.27248759276937	1.91854923674181	2.21849094150418
ENSMUSG00000001604	38.210645775099	40.7838496418763	39.3307646384134	15.7766824151627	16.0300178211533	20.6367522105553
ENSMUSG00000001622	1	1	1.02145733820904	1.78609986769939	1.97210474446529	2.81128678454597
ENSMUSG00000001627	5.65675683097227	9.44834762731442	4.42377302980264	88.4432109808357	83.1276442580469	72.4487756189313
ENSMUSG00000001630	5.86617212731126	5.85064742896135	6.14150834778184	4.77932628701631	3.548331263325	3.97734411928572
ENSMUSG00000001632	3.68732970913261	3.83397512499475	4.73480399825834	7.49390609600018	7.59553148679813	6.52812783479243
ENSMUSG00000001642	2.26617169884126	2.28743480957285	1.81468695528954	3.83233198375842	5.30392817245267	5.32632193760979
ENSMUSG00000001663	182.941158576361	203.905026746143	198.504603551276	76.3975594259754	96.6940929089609	105.121670552048
ENSMUSG00000001665	26.8360044503452	44.205883452157	40.3285444529193	9.18647768392865	10.6076373723833	17.6909088668278
ENSMUSG00000001666	114.896258714692	104.998577784529	94.2104788071493	55.3831367930037	56.9427320810299	67.1673202623687
ENSMUSG00000001670	693.963217543557	978.014172518711	968.217753112289	2291.31747967115	1531.93302479743	1593.72484587742
ENSMUSG00000001672	1.36273633295512	1.52461772653738	1.47570927578279	1.75544052723206	1.49396628713984	1.95610084322512
ENSMUSG00000001674	7.39876565729671	8.71888108304578	8.54998016257014	25.3697921784577	22.3331923200333	20.4023468118714
ENSMUSG00000001687	14.1487882380731	13.3093225981172	13.8075352184263	16.1902579538673	14.7167396754591	15.0002127547517
ENSMUSG00000001700	13.0961079229605	15.9166255273985	11.3930120864714	13.5916488525146	13.7172001624664	13.254867400239
ENSMUSG00000001707	5.05621533306456	4.42315081955082	4.1181639152191	7.98816378912901	8.66298785051466	7.99127373914873
ENSMUSG00000001729	24.4644409877885	29.3032088573436	28.6672035606171	19.8739765516696	19.1901129913518	21.7192579056257
ENSMUSG00000001741	1.50624475669649	1.38485904248549	1.399775502754	1.4004756633509	1.31490785573408	1.43043887465446
ENSMUSG00000001750	16.1130463641855	22.0584857101353	18.8675911475978	9.94855853793984	10.0537023073328	11.522656974782
ENSMUSG00000001751	10.3423104659174	12.4950238550907	9.72752086334544	6.64241604256888	8.11740958311474	7.97215697501824
ENSMUSG00000001755	52.0687030468816	49.5054737266404	46.9385783345916	38.9269094147846	38.2441087934695	38.7351413447076
ENSMUSG00000001761	3.06173440159224	3.6131039486168	1.8843557623864	4.28765883905272	4.11563354716612	4.21532561868109
ENSMUSG00000001763	4.71433758363996	3.60888831717636	3.9867191534648	4.22605012632221	4.17075080847602	3.71506357061415
ENSMUSG00000001767	5.91969087750365	5.55145079302221	5.56782163303616	11.7976222984982	10.6117953607389	9.56415985011159
ENSMUSG00000001768	3.62601961291024	3.87320514463603	4.49136740989931	3.28011372539364	2.57654047478916	3.09054465684659
ENSMUSG00000001774	10.4381903789681	11.0386773452112	12.0529940472208	11.5153927284456	11.3239342730634	10.8819268057655
ENSMUSG00000001783	29.4728260555217	32.1878378643435	23.9900052239729	38.5759845296203	38.4812071380574	36.7817044607606
ENSMUSG00000001785	7.48034695607657	8.60199892970812	7.77424518885754	23.4309333603716	22.1133599319973	19.3100530319577
ENSMUSG00000001786	4.60596209535622	4.64719570256635	4.39402681675121	5.68356236714807	5.99360745609818	5.83245128579218
ENSMUSG00000001794	49.7264093908963	47.7824326558859	47.6328308046182	35.9829794639271	38.1574247719956	37.4615803243237
ENSMUSG00000001802	6.51742537212858	6.82208318407449	7.50136133582361	6.1417793371946	5.69594213143427	5.15841803581658
ENSMUSG00000001829	8.69467392439469	9.387385973582	9.431987291677	12.102843016036	12.1750634988595	12.4828353173435
ENSMUSG00000001833	14.6635978129708	17.5878769167193	13.5660916421192	19.0559195167261	17.9410900148935	18.0464722555212
ENSMUSG00000001844	11.3396106520031	12.4386901161878	10.0021714003841	8.5641941081778	9.23809633057528	8.96753717542213
ENSMUSG00000001847	28.9580838382052	28.6255571355877	25.3233039159715	26.8311135971415	26.1126956471422	25.4883737651757
ENSMUSG00000001855	2.87393025058489	3.80325127417379	3.73455176948684	4.87917374153324	4.61261683891787	4.25076387965763
ENSMUSG00000001870	1.3991676540584	1.65132134936322	1.47845586247862	1.34799148130712	1.82543273022333	1.56565944153362
ENSMUSG00000001891	168.234360904834	140.860959086571	157.58338605845	152.674167890122	184.677205380655	166.722389289858
ENSMUSG00000001909	8.78823850170495	9.04181844552068	9.2266858104722	14.1433144266558	13.9749812468407	14.244030962771
ENSMUSG00000001910	8.45413791190918	7.71724197182137	9.88109248314916	6.72864565650847	6.03900072559424	5.53699257563112
ENSMUSG00000001911	16.5248118133857	21.5577220541966	18.6368661941007	12.2027934088084	10.8839462780287	11.7568582248153
ENSMUSG00000001918	2.15945539415189	2.81175051950081	2.45813582592613	3.68016437124754	4.31732817378888	4.93886584039876
ENSMUSG00000001924	40.439901017349	56.2689875068126	51.0578986258458	61.6778679965859	60.5256901713892	61.9453584724767
ENSMUSG00000001930	1.58611714655387	2.26314912821597	2.34745963000517	2.25553292062725	2.40881807782837	3.21267865254228
ENSMUSG00000001942	10.7786661547189	10.0425281570361	9.50898185396946	4.07628908959833	4.96369031009034	4.76054673194681
