emt_ut_rep1	emt_ut_rep2	emt_10d_rep1	emt_10d_rep2
ENSMUSG00000000355	34.8438491707103	28.7941597975764	28.1592310574551	23.9161482484544
ENSMUSG00000000374	21.4064073740976	20.514306851843	15.4137784580507	15.3112057051246
ENSMUSG00000000378	34.5071174186727	34.9250658105495	36.7273435598886	38.6059835651481
ENSMUSG00000000384	31.6909102330954	35.3289800491573	25.6717804988722	26.8226046904817
ENSMUSG00000000385	1.54657415693153	1.50805168957402	1.20932053193246	1.18006561710057
ENSMUSG00000000399	80.9591101384547	78.8983118141922	54.0006755491553	53.2092653713232
ENSMUSG00000000420	44.2996412323646	40.8601308410945	51.9001294291597	43.7076570864691
ENSMUSG00000000439	7.92141388282942	7.48160027918348	7.03750687278333	6.47228792122401
ENSMUSG00000000441	36.8880186754453	32.6904836306901	30.3532989154847	28.3345508538781
ENSMUSG00000000489	36.617543092154	44.2312586523814	163.054883477341	189.2410057477
ENSMUSG00000000531	1.99482763571903	2.20331155521895	2.7288460350334	2.67299608546634
ENSMUSG00000000532	3.89342230393286	4.45894857647468	4.10198007958168	4.07334157004239
ENSMUSG00000000538	16.9963850597232	19.3352747178733	12.181485035838	14.0932254892624
ENSMUSG00000000552	2.38039233022703	3.15141292003063	3.94979265555084	6.36078448276952
ENSMUSG00000000555	2.03364778198262	2.28089648845671	44.3234334330207	69.4116341906904
ENSMUSG00000000561	20.4439422661186	18.7236085736661	17.6594650434018	16.9649410857527
ENSMUSG00000000563	116.229885806473	112.492379188549	92.7569166859911	83.3039591007802
ENSMUSG00000000567	1.56436180357645	1.69918261169356	4.76070785429946	6.10363122737799
ENSMUSG00000000568	7.79163889638473	7.95024523683532	6.1040194190507	6.099853237819
ENSMUSG00000000579	6.07416250514036	6.22992139696968	4.18076379115195	3.49682353882781
ENSMUSG00000000581	21.8408512969604	18.6278063056119	16.7388131186044	14.9071315513574
ENSMUSG00000000594	19.597212748174	20.176263969219	18.1009131549117	18.5079806892001
ENSMUSG00000000600	91.7153520692578	76.8918883789951	93.3002721051224	76.4256250792055
ENSMUSG00000000605	17.3444013019273	16.5025390968479	19.8997475165288	17.3407210328136
ENSMUSG00000000627	1.02538354334898	1.04665279081107	10.8452212583275	11.8998988912309
ENSMUSG00000000628	11.9633908755169	11.1137885365147	45.2820658320546	44.0304874632024
ENSMUSG00000000631	31.491850526587	38.12836866255	37.2090018899874	41.0843322645087
ENSMUSG00000000690	2.72949945445976	3.26470319548243	2.81966156658497	2.93631247465776
ENSMUSG00000000693	1.05694573103437	1.06202157255703	1.72073362066819	1.75154409833413
ENSMUSG00000000708	35.0541346064574	32.7978624276109	31.8908892673441	28.4660347337432
ENSMUSG00000000711	20.3246591787526	19.2830526705914	26.5557795210265	25.1787951044249
ENSMUSG00000000732	2.39137267916797	2.68223597399024	1.06297582894453	1.02855129058101
ENSMUSG00000000738	22.1570746483247	23.2534639101584	22.4209910096254	22.2508310125699
ENSMUSG00000000740	240.368560591521	250.904665718512	181.814063556952	185.869911020453
ENSMUSG00000000743	41.0813503591107	40.9210329010982	42.3430284289532	41.4469856757153
ENSMUSG00000000751	57.6644607733452	52.3572795550478	35.1111610290742	32.9769730638049
ENSMUSG00000000753	1.01415354232041	1	6.93292809453795	6.62812640148424
ENSMUSG00000000759	14.3723379971115	14.9093290809053	11.6501764555492	11.0499345726043
ENSMUSG00000000776	9.66436397221383	9.05208342977592	11.814239098714	11.2406116678116
ENSMUSG00000000782	1.04197375885226	1.01285736565858	2.10564504216345	2.2247128667921
ENSMUSG00000000787	225.134723955173	189.591938129845	156.348652700534	127.131496433298
ENSMUSG00000000791	1.00902516168847	1	1.73505045593848	1.76437558869779
ENSMUSG00000000794	1.08108750635141	1.07260529953145	1.12966703485529	1.15139670393965
ENSMUSG00000000804	14.2385327663512	15.8514823675163	22.1645037173914	22.1955422052665
ENSMUSG00000000811	26.3258575461309	24.8503180904937	8.86819251833541	8.3940795389221
ENSMUSG00000000823	3.14186640857975	3.19624911869513	4.00060427395472	4.34178015975396
ENSMUSG00000000826	53.1502737146436	50.3800712594825	41.2197793044094	39.7914900369679
ENSMUSG00000000827	25.8210157070124	24.9315221126585	32.7817841952836	29.7062583963284
ENSMUSG00000000838	50.5061826427371	40.0844785986953	23.826666888921	19.2954649629699
ENSMUSG00000000876	5.71357109795954	5.87550936970999	4.75417454579823	5.10982980344692
ENSMUSG00000000884	4.63818539076175	4.41409591017342	3.67646396401915	3.26655278723702
ENSMUSG00000000889	1	1	2.47562583515292	2.70005482426627
ENSMUSG00000000901	2.84723522445388	2.65240188572481	5.46004013734984	5.96293307672794
ENSMUSG00000000902	7.85779354884794	8.35235694582826	7.33304012269647	7.76995954478381
ENSMUSG00000000915	9.96649076728478	11.5477284354373	18.1885722592492	18.758639908422
ENSMUSG00000000916	9.49666866039841	9.69688721934742	6.94531974783975	6.77889322935917
ENSMUSG00000000934	11.0147282213734	10.4827497152121	8.6594062390719	7.27660289647042
ENSMUSG00000000938	2.61742156918422	2.70929277771649	3.60812001755693	3.64156763077627
ENSMUSG00000000957	9.84062249604908	10.1445809467141	52.1081915167469	55.72014437861
ENSMUSG00000000958	4.66515857286085	5.22584583596522	8.07274125954913	8.33600219163761
ENSMUSG00000000959	12.5649943849781	11.8029886201886	9.29745006759751	9.77930811271368
ENSMUSG00000000976	9.7108372026072	9.74906860321631	9.63079024276072	10.3261615879133
ENSMUSG00000001016	56.0925763353315	49.1523974118181	37.8099983959127	34.8421232968326
ENSMUSG00000001017	45.144277079923	40.6034495553875	37.0512838002587	34.3592157083645
ENSMUSG00000001018	22.948444250294	22.3561377089583	33.3161217496501	30.0174999845711
ENSMUSG00000001020	224.522971800234	191.112932964198	129.165802043649	110.383090138914
ENSMUSG00000001021	7.22863938781207	6.41807670718861	2.95463508278598	3.07057265901727
ENSMUSG00000001025	4634.95811140331	4124.80123022932	1684.70258036811	1698.33411467097
ENSMUSG00000001034	6.03534810854183	6.7049053710996	5.6310638457942	6.33979198381598
ENSMUSG00000001036	18.7515010427467	18.574288388831	19.4713841643452	19.5208981318636
ENSMUSG00000001039	14.9260678604614	16.1356330673616	10.2423397318344	10.3583431300115
ENSMUSG00000001052	11.0066427421643	14.6177203767671	14.0773643917897	18.0672132071705
ENSMUSG00000001053	7.53983348119889	7.8990549128696	3.32716573469971	3.62493352390218
ENSMUSG00000001054	16.3497130214256	15.7424497120926	17.3311275549235	17.7622778356379
ENSMUSG00000001056	128.655715253312	132.899617702648	85.780393810914	89.18233238816
ENSMUSG00000001062	3.69478542604726	3.77120174851211	3.29305648237569	3.63420759655588
ENSMUSG00000001065	5.31418974439149	6.03104558576084	5.03052964674414	5.11064966346519
ENSMUSG00000001082	16.2013349216784	18.2930421934704	17.0688259918953	19.130264152803
ENSMUSG00000001089	23.8939847107882	23.5424847058319	27.7218090145968	26.3933038787844
ENSMUSG00000001098	104.483184515537	106.714126442041	104.536636388131	108.73722306887
ENSMUSG00000001100	41.7748808106524	40.1795542958837	52.4357689012231	51.8632484488829
ENSMUSG00000001105	27.4181021870956	28.7958287092788	29.7384286345266	26.3582923515922
ENSMUSG00000001119	1.72096073330055	1.76714256187599	25.8135594812017	22.5424640593463
ENSMUSG00000001120	3.19135111995349	3.77243011808149	4.51780901093541	4.4318561494438
ENSMUSG00000001123	32.438854834857	33.5517935884623	28.0588395113805	34.619918748351
ENSMUSG00000001127	23.0771456062692	24.3770694249868	22.0495935943638	21.6441637151249
ENSMUSG00000001128	2.04604713266808	2.2040184190862	2.10126863708675	2.06404167892666
ENSMUSG00000001131	20.909465800688	20.501289234369	67.9987933649941	67.4826663176065
ENSMUSG00000001134	25.5957832122482	23.3664675818068	16.628585517505	16.7932034874653
ENSMUSG00000001138	4.17011533003534	4.77620489250403	6.72351156486101	7.79649121103071
ENSMUSG00000001143	3.78315367688559	4.44923997763948	6.04258562972681	6.99970719205715
ENSMUSG00000001150	13.3534284337754	13.5065338217081	10.6162091876693	11.6216042990736
ENSMUSG00000001151	9.54131505051273	12.1593165966615	6.35158023114846	6.58501267322453
ENSMUSG00000001156	3.49512451766225	3.58740017275801	2.82303282623123	2.93999472159555
ENSMUSG00000001157	13.1601245918452	13.6155695778498	11.0956083706959	10.6807947990077
ENSMUSG00000001158	40.680843083238	36.3111492097441	33.9741440353535	29.9129402617
ENSMUSG00000001166	5.48188505206018	5.65949584558095	1.43188334197377	1.2922425858248
ENSMUSG00000001173	9.10012642686952	9.21328909889522	11.3878048399543	12.3690989072751
ENSMUSG00000001175	179.669502952872	175.834536338097	229.300273517073	208.662618689559
ENSMUSG00000001211	14.5760209902195	15.0417332915389	19.6968654214375	22.0128713663727
ENSMUSG00000001227	3.34585114065117	3.66171903633623	2.11074966819728	2.32615242358731
ENSMUSG00000001228	103.632553151923	101.813467546369	38.2531531662704	38.3412026840278
ENSMUSG00000001229	8.70727111478202	10.7336535765199	9.38568463682179	11.1714318545358
ENSMUSG00000001247	47.0194035699892	48.1646797852816	13.0146228046364	13.7664454146882
ENSMUSG00000001248	1.4287520316147	1.49198490341155	1.43411999249318	1.44283726131077
ENSMUSG00000001280	20.2647197559971	22.5682458156917	17.318130463248	19.6749374290524
ENSMUSG00000001281	2.03407900850367	1.89994850585828	1.91920533925122	1.72866979919638
ENSMUSG00000001285	33.0261765288106	31.0317568977922	19.9187900396509	18.6610566969089
ENSMUSG00000001288	4.0381084245583	4.63645312675606	8.22638573566705	9.57938726531513
ENSMUSG00000001289	68.7775025781667	68.0113307107719	63.7146156427358	58.4709519563091
ENSMUSG00000001300	12.4255496535446	15.1983140541812	30.6435031482481	34.2738396441653
ENSMUSG00000001305	14.8954827790561	13.7616506382876	11.7558723837743	9.71338849559336
ENSMUSG00000001313	3.30044393811016	2.85227544353308	3.26477523242894	3.29115964909565
ENSMUSG00000001323	4.00720876150104	3.78282194531438	4.96843062886355	5.11961392578435
ENSMUSG00000001349	1.19602150842407	1.33358410901238	7.54969780478401	6.7476469965171
ENSMUSG00000001366	10.6016580258588	9.5360319090554	9.90181606582417	9.56249892309721
ENSMUSG00000001376	17.7686712934011	15.9104094692269	20.5609726232186	17.6751253620442
ENSMUSG00000001380	59.6182026035141	53.6684416137218	46.8493985475256	44.2918606616663
ENSMUSG00000001383	26.9752430791121	24.8455084708563	21.1462801867902	17.042561579025
ENSMUSG00000001403	39.1069430806801	41.325833435986	18.9963994247383	19.591542295455
ENSMUSG00000001415	55.6508744048966	54.0485339204031	50.0877685378951	49.6611815616472
ENSMUSG00000001416	203.178484246993	178.172023684085	167.608598130992	156.282259368849
ENSMUSG00000001418	13.0309110949239	13.8094411767071	25.9863630835924	27.4265928348223
ENSMUSG00000001419	5.39756141647507	6.8941106542166	9.22744050165915	12.8905949147997
ENSMUSG00000001420	3.13383180678925	2.92788876940213	2.60813464444002	2.71416917165738
ENSMUSG00000001424	68.370891391799	68.8180675554667	74.1087747342133	76.1372707943291
ENSMUSG00000001435	55.3426003646693	70.0491321885334	112.338102712807	128.989296764455
ENSMUSG00000001436	8.10949782809041	8.45714633756617	4.94599769260593	5.69581470612027
ENSMUSG00000001440	161.36654076569	147.077692517372	132.028803623406	126.172384432338
ENSMUSG00000001441	27.1445979849785	31.1952136352576	31.723396873407	34.4589153582941
ENSMUSG00000001445	46.0726350219514	44.4333931594625	40.1243789759354	40.419035105604
ENSMUSG00000001467	578.884776344328	542.17427227551	212.825032046856	191.152016529964
ENSMUSG00000001472	47.1771513678549	45.3021971277121	49.9948361001433	48.24440616262
ENSMUSG00000001473	114.427728705263	120.053673745453	146.703110853535	153.394731604279
ENSMUSG00000001482	13.5727461883737	14.0727681750402	18.7879036152539	21.123005964313
ENSMUSG00000001506	1.02186280736171	1.00535759705604	4.85009580068489	7.17817188075871
ENSMUSG00000001507	114.27594990331	125.245662581746	98.7514418456938	114.168235366252
ENSMUSG00000001517	18.5184344359167	22.6629807223345	13.8091577098081	17.6835035290898
ENSMUSG00000001518	7.61436592861843	8.27805466827012	5.7575465936512	5.75026906292114
ENSMUSG00000001520	1.58839847448416	1.6235250643084	1.3441751681844	1.41883981564374
ENSMUSG00000001521	6.96881795993406	7.98022584369362	13.5667197651492	14.8155936091517
ENSMUSG00000001524	13.478181025036	12.3344608545927	11.4755734234676	12.1335409019413
ENSMUSG00000001525	780.973388821054	793.164916316158	630.96593851204	655.736988452073
ENSMUSG00000001542	6.68562649879567	5.4687020954012	11.2792868073681	10.8012804174622
ENSMUSG00000001552	59.4764133322796	78.0720843889819	108.116314473794	139.100285275352
ENSMUSG00000001569	6.68424928323243	6.72069789568099	6.53132915798971	5.60150549245426
ENSMUSG00000001576	66.7686893142719	64.5609887532495	71.4372426082875	74.8052201955214
ENSMUSG00000001588	1.62795453960003	1.68392708870155	2.10274425799632	2.18006238950992
ENSMUSG00000001627	40.0628047433926	37.0216721661217	39.7076327802982	35.5268610155443
ENSMUSG00000001630	8.1747198943977	7.99650365789535	24.6090569559585	24.5791492139184
ENSMUSG00000001632	12.7772487882134	13.5410067930286	13.1882043945043	14.867798446311
ENSMUSG00000001642	14.6149414376467	13.9636999625389	40.2476296500364	39.1940002384785
ENSMUSG00000001666	6.83309132746339	6.97227606496977	2.88864413969456	2.98072928677853
ENSMUSG00000001670	1.73147890466356	1.88288687822922	1.05596231031049	1.04510502831997
ENSMUSG00000001674	23.5187496768205	25.2711247500155	20.7645650859161	21.0561815612884
ENSMUSG00000001687	25.1477908228194	24.860395475197	16.1471136814281	15.3039957458981
ENSMUSG00000001700	4.60322564691608	4.40268084503364	2.39458220511433	2.31592405079388
ENSMUSG00000001707	19.7080890388067	18.4968249363607	19.0476441398248	16.6406720925939
ENSMUSG00000001729	93.1309105342566	94.2684154768968	99.6535089287053	106.352309293185
ENSMUSG00000001739	1.5725710621984	1.5846315820094	1.27175295271409	1.16896599725542
ENSMUSG00000001750	28.5322840827192	29.7512512635703	36.3340167094331	38.1729916786585
ENSMUSG00000001751	12.1009770804528	13.2242157360172	15.5428531985802	16.5874432585263
ENSMUSG00000001755	17.5291070312772	17.5909916076088	16.4672304638896	16.8037735437965
ENSMUSG00000001761	35.6432873357875	38.252000384521	32.2668491484036	32.8836243534973
ENSMUSG00000001763	3.74742612512118	3.91989039554382	1.36110212878351	1.34624257616338
ENSMUSG00000001767	24.728174229492	22.038258381304	22.8501876701737	18.7811574229595
ENSMUSG00000001768	4.16251588009431	4.49291859086916	6.42575914955926	6.30791605142386
ENSMUSG00000001774	18.7729177507249	15.8946751031108	18.5331332808304	15.0266587032361
ENSMUSG00000001783	98.4961936869373	91.6939309906995	85.696345947075	77.5841115957379
ENSMUSG00000001785	29.9738639626942	27.9036777143137	19.1210254420382	19.2115716866868
ENSMUSG00000001786	6.63052500951223	6.50147061173023	4.9030053095374	4.5986496007886
ENSMUSG00000001794	93.3892997600892	83.2062995283026	88.5086338283151	78.2802421740841
ENSMUSG00000001827	6.70720843446651	7.72674261292482	2.25970843213939	1.99944738589814
ENSMUSG00000001829	13.776913795255	14.2726332825463	10.5813769885992	10.2781759748586
ENSMUSG00000001833	68.7373604381334	50.8705161938404	58.8786530114478	43.4664359910953
ENSMUSG00000001844	11.3032807373853	10.340169184368	14.3386868661211	14.1549443391054
ENSMUSG00000001847	68.4697694888951	67.1230789840077	62.8764699378269	63.5064294912977
ENSMUSG00000001855	9.14976609633972	11.5003954328428	10.0194449408236	12.4422852406339
ENSMUSG00000001864	55.129575546396	51.8512276726757	217.239530053573	195.040616297599
ENSMUSG00000001870	4.93739623667926	4.79570211096452	59.4404128313417	64.425987980242
ENSMUSG00000001891	89.1189943881912	79.4731414253007	41.5606236224088	36.8146197194056
ENSMUSG00000001909	18.0918596195467	19.1284660484255	15.6342046727155	16.1345952493648
ENSMUSG00000001910	21.2429360361663	22.9512338747185	17.921187839458	21.229080724435
ENSMUSG00000001911	2.24532562940996	2.87977691302372	4.55981338412863	6.45305666178926
ENSMUSG00000001918	28.2502330304255	28.3224470998243	13.9106731214476	14.0613966382131
ENSMUSG00000001924	111.545013289061	108.571915665832	138.869373302872	146.266638048635
ENSMUSG00000001930	1.04696271592662	1.04315673607744	1.1504533472803	1.1667377270856
ENSMUSG00000001942	5.31892754670128	5.32855287356713	5.25989409813017	4.51343051479181
ENSMUSG00000001948	3.45085065429854	3.6112781267676	2.47678318874912	2.10059358486239
ENSMUSG00000001962	11.9232877690487	12.495704940763	16.2914046551395	16.8340872683487
ENSMUSG00000001964	33.07428730071	32.2725795307038	28.9524040553831	27.7307385701917
ENSMUSG00000001983	9.02439328941531	10.142935007846	8.53874859910976	9.03626962000627
ENSMUSG00000001995	5.17426678996567	6.1003843471558	7.82763886816298	8.72609019288798
ENSMUSG00000001998	12.0199480506684	11.2218293049265	8.96178762629961	8.27747569700673
ENSMUSG00000001999	38.7217883313775	36.5786644772086	22.3627814701243	20.5905658105505
ENSMUSG00000002006	4.13502744959007	4.16104973909924	3.76385367566901	3.41502206102381
ENSMUSG00000002010	53.0705011398665	49.9846901871547	38.1396772132051	35.9441990737349
ENSMUSG00000002014	31.2912260875987	28.0940442709201	22.7664500366644	21.9722793404145
ENSMUSG00000002015	185.631856545485	172.779900430318	141.203542603721	133.169943526619
ENSMUSG00000002017	17.807555088242	19.349551200705	19.3169345455784	20.8695495494562
ENSMUSG00000002020	1.00766118762919	1	2.25446939508161	2.48366323856837
ENSMUSG00000002028	3.99753292452912	5.35952909688443	5.45904237865779	7.23754341999281
ENSMUSG00000002031	13.2151894072568	13.5436138624827	10.525233855952	10.1475896964592
ENSMUSG00000002032	1.98708610128528	2.33263853173717	1.24465565693059	1.25487838747077
ENSMUSG00000002043	9.36253526234894	12.2444461605347	19.4791194822534	21.1629513049466
ENSMUSG00000002052	21.0424455915363	21.4491089803959	25.6965129437854	26.8771242496747
ENSMUSG00000002055	45.8409272516794	42.9629551027449	21.5693444401537	19.1067040300437
ENSMUSG00000002057	1.30656907348395	1.2174710989208	2.60360091124282	3.74977177549626
ENSMUSG00000002058	10.2104770252294	10.0375745525254	18.6761576421394	19.9870455646719
ENSMUSG00000002059	27.0523959501227	26.7935389566291	50.8600567406157	52.9410500453235
ENSMUSG00000002064	36.2131203252014	35.2510588260076	38.8513041280335	37.2643271609454
ENSMUSG00000002068	18.6578461706005	18.3626058713884	17.2372311602966	16.5866063488211
ENSMUSG00000002076	5.39540799164928	5.06689642449895	1.24724657502601	1.29891717407726
ENSMUSG00000002083	2.84392411769405	3.60959869394076	3.21436067993253	3.65744206267765
ENSMUSG00000002100	1.01245702115349	1.03815823990192	5.55841075556719	4.87917599584093
ENSMUSG00000002102	140.781535536467	128.518850747454	109.65194840588	100.306536976813
ENSMUSG00000002103	8.45132933686798	8.4376933185459	12.4184267171324	11.6066082220429
ENSMUSG00000002104	1.01614526122726	1.01978241005127	1.88275956488117	1.80043169808174
ENSMUSG00000002105	6.31398157257115	6.9577824629822	13.8239090995468	13.5716108322468
ENSMUSG00000002107	2.0950264548993	2.3130105576441	2.50579857660395	2.48783947583249
ENSMUSG00000002108	8.04074914720436	8.82659910085837	4.36275063634561	4.69673768000293
ENSMUSG00000002109	9.88391417539609	8.85619186245044	4.40103746995335	3.73990465074942
ENSMUSG00000002111	2.12181783614879	2.26519891540289	1.0217814629609	1.09216704717546
ENSMUSG00000002129	16.4152788370182	17.9120064777208	16.3201247873486	18.5057015400388
ENSMUSG00000002147	24.2573706892486	22.8312074455173	27.2378406541466	26.4757531228769
ENSMUSG00000002204	5.53762566792229	5.928508481568	5.96047686477269	5.9270376488145
ENSMUSG00000002205	6.5682201722815	6.56599284007017	4.64116577277567	4.62109169075138
ENSMUSG00000002210	13.6292525280264	15.3690179526904	9.29949517316634	10.699492318808
ENSMUSG00000002221	10.6891328059371	10.6886601995783	7.6796039614191	8.19656509541129
ENSMUSG00000002222	26.9082600990859	26.0402441338566	21.2318099143148	19.292823453228
ENSMUSG00000002227	12.7163008101275	15.5607902431807	19.5412155058658	21.7665254865118
ENSMUSG00000002228	1.06026563516789	1.01846051745633	1.66073390780757	1.63801599835234
ENSMUSG00000002233	82.2393547202061	88.2765040688885	229.717103508766	230.510998277794
ENSMUSG00000002249	2.32545888976279	2.68864674680455	4.14829759088543	4.84254098725021
ENSMUSG00000002250	2.2734997273672	2.76503058568551	3.88143150354431	5.55695762163187
ENSMUSG00000002274	13.2132090087249	15.1254245257942	7.24084458341522	7.4644059984446
ENSMUSG00000002279	5.45019905747935	5.96748965249103	10.0678998801784	10.1234640185141
ENSMUSG00000002280	10.929817443066	10.6175439804893	8.60915475900575	8.27245674825017
ENSMUSG00000002289	2.05817838170584	1.9796239889113	3.07142502895886	3.17778680229169
ENSMUSG00000002297	407.849051516859	365.481278123034	266.879833408431	225.570659695781
ENSMUSG00000002307	11.9906042044914	12.2914414572474	11.723666926158	12.2314346963516
ENSMUSG00000002308	12.8906157966896	12.5202403732067	11.12823237191	11.1959773586022
ENSMUSG00000002319	12.7780730136843	13.8040440303239	12.3427393124412	14.4253721189003
ENSMUSG00000002320	15.3708219689008	15.6545924432482	12.4939144487864	12.4912989313403
ENSMUSG00000002325	2.67545163679145	2.90508341323926	3.54973163629985	2.84816658590099
ENSMUSG00000002326	9.54768852075104	9.49658978377661	8.00230864710446	7.88004446024696
ENSMUSG00000002329	6.43123606448204	6.04148955518943	7.39967786930519	7.18144502365488
ENSMUSG00000002332	25.0742364430364	24.7199793817305	10.3317115164363	10.9546094426202
ENSMUSG00000002342	13.1140815900226	14.0429794970041	16.8296673810583	16.6622465696481
ENSMUSG00000002343	8.6997271607696	9.54982999570683	6.89277604701925	7.18935962239816
ENSMUSG00000002345	20.2669026376066	21.9229667344803	20.7759045067446	22.325699153599
ENSMUSG00000002346	1.60267695108933	1.75582113677427	1.45228251884031	1.52727371087747
ENSMUSG00000002365	35.6164967109842	32.9803830586801	37.2080105149027	37.2923845963198
ENSMUSG00000002372	20.9362468587859	21.4328002999127	17.7950156937131	17.8887527516769
ENSMUSG00000002379	52.7455974082393	53.7086584705692	52.639150717698	55.9917139596909
ENSMUSG00000002393	27.022812667255	31.8681408560599	23.6111618980704	26.8513785931616
ENSMUSG00000002395	39.3090631040486	39.1903516387705	29.9249639600862	30.0716002843584
ENSMUSG00000002396	2.98701272659389	2.94771208622855	2.49774037685814	2.32765392015629
ENSMUSG00000002409	2.22790637084378	2.71766591329932	3.23790349044855	4.14947551237784
ENSMUSG00000002413	6.78131465796725	6.28420546643758	7.85107168053535	7.79438536948832
ENSMUSG00000002416	5.03977263111427	5.09215739083435	5.07796227137998	5.1479780033161
ENSMUSG00000002428	19.0484600590042	16.6576557869611	18.6796728065788	15.1715584059314
ENSMUSG00000002455	30.4018106240339	31.5534076433694	32.2136066908172	31.5606320625317
ENSMUSG00000002458	6.95464160638758	6.15141289402588	10.1871356546934	10.2342545363051
ENSMUSG00000002459	1.35385853948167	1.23921355702467	1.86174642543478	2.07124442259939
ENSMUSG00000002477	106.711718857091	97.274395582846	73.1007549844996	58.2766175836212
ENSMUSG00000002486	9.94882745763424	10.2132571681098	3.90838754189598	3.57740452218783
ENSMUSG00000002489	6.18656936975929	7.68624290464375	5.32357706789769	5.78745878257307
ENSMUSG00000002496	8.98651911822536	11.2470926661455	9.53640074952014	11.7192826838464
ENSMUSG00000002504	32.1734155035432	34.5256652258579	13.9979044702638	14.5660869060456
ENSMUSG00000002524	117.881683111759	123.53872630764	103.126505684469	105.276902593274
ENSMUSG00000002546	16.1733482528675	17.4991814044483	22.5590758677667	21.6691626244737
ENSMUSG00000002550	30.9124422369911	28.5080677014967	25.0262681381528	25.1230352520511
ENSMUSG00000002580	36.5790117393027	34.2591305543631	45.3825737448699	40.5442636588731
ENSMUSG00000002602	2.08216026647485	2.16206468572214	2.06993201717111	2.28097222866516
ENSMUSG00000002603	2.52169557682809	3.27197096766048	5.44240259654808	9.56620831518945
ENSMUSG00000002608	5.15621197627259	5.77815667787159	5.43716848598433	7.58928379995997
ENSMUSG00000002617	2.86427989559845	2.08405485642883	2.33533161839124	2.2205868085918
ENSMUSG00000002625	11.0593147337073	12.2842871082911	10.7432105320364	9.6086750587204
ENSMUSG00000002635	12.6932085606911	12.0644928915791	12.859880434742	12.9532678815144
ENSMUSG00000002658	57.3890315135097	53.5870149337961	48.055799799921	39.7912766308195
ENSMUSG00000002660	44.7342441936646	44.179507146048	45.2283795287631	46.3616979559508
ENSMUSG00000002661	11.5753045633459	12.1907173666037	5.96018780953903	6.51977087980602
ENSMUSG00000002679	28.0311007008564	25.9304320119772	20.7183326618627	20.5231514222552
