WT_1	WT_2	WT_3	Cbfb_MYH11_1	Cbfb_MYH11_2	Cbfb_MYH11_3
ENSMUSG00000000282	7.11302917890443	7.22498204966284	6.55445834043112	9.57812752463943	9.17919158637633	10.0444583970289
ENSMUSG00000000290	302.810515922259	379.676205175417	364.793202866247	123.24096029023	156.794807685149	104.250038582414
ENSMUSG00000000295	5.20168988914173	4.07124333846096	4.14403302288554	5.7620121647998	5.5605708741217	5.86472197775507
ENSMUSG00000000296	1.11502243947812	1.01803843691237	1.02163325474463	2.36032933038907	1.97701803300168	2.79280625547175
ENSMUSG00000000301	3.24999029168564	2.90542005383037	3.03123967979046	3.78769668218743	3.93287363634147	3.92889382803134
ENSMUSG00000000303	2.03016485524466	1.8734675347509	2.0156007349321	2.7156205046131	1.94162250768667	2.37280226574322
ENSMUSG00000000318	2.75266182007525	2.44681877951865	2.51673977304727	35.9343972010367	24.2435369425355	35.9297647173508
ENSMUSG00000000325	2.79335113812117	2.48656993241566	2.35518664779549	2.49330952656175	2.2985000263181	2.6345678859903
ENSMUSG00000000326	31.0949409241607	30.7493038678282	28.9243539666598	59.4964798382623	48.6755797299254	60.0553356643848
ENSMUSG00000000339	20.1915734025098	18.5402863522186	18.4677267570102	19.3225315290114	18.9857267718639	19.7206081468823
ENSMUSG00000000340	5.64124777146516	4.26645982883706	5.04600190282271	8.87741771638173	8.42134527879406	8.79084793150507
ENSMUSG00000000346	200.001857969443	191.52239311429	200.412687475889	231.375799841293	213.513713151927	220.610899669803
ENSMUSG00000000355	38.5322773906788	34.9600874425497	37.5719703351743	42.7152769919967	46.2370720631134	45.5282620754003
ENSMUSG00000000359	1.09046864151376	1.09931444880918	1.10209127073711	1.85595226176736	1.84095004544684	1.82126503045815
ENSMUSG00000000365	1.61448728020586	1.38995098155018	1.34940336595517	1.43459066644974	1.30689751799383	1.36715131947831
ENSMUSG00000000374	28.2013141745808	27.3150736446788	26.8854773528755	22.9939712616781	24.2951143291639	22.7202035732164
ENSMUSG00000000378	34.8335596115277	37.7628781047352	35.7840381154118	47.0081662296844	41.9827286011623	50.0279143822685
ENSMUSG00000000384	31.54500028718	30.646151851126	28.7658169856619	29.8844227158386	30.6597952275391	28.9321089864899
ENSMUSG00000000386	1.28889831032289	1.41821463187086	1.40960666561079	5.32531335788043	7.4322591188154	6.06247256686559
ENSMUSG00000000399	61.6135619924991	55.01374622312	55.8301952780039	68.4431781487582	64.5257035756573	68.1780639795097
ENSMUSG00000000409	4.07554737028358	4.73621021352761	4.09510985456604	2.97765825371241	4.57542788516772	3.40590478919727
ENSMUSG00000000420	56.1305800374559	48.1770639737254	51.1522249164232	68.0490034786392	63.6514631065569	69.6131241844748
ENSMUSG00000000439	4.52577932941532	4.45014204872201	4.17481729485922	4.94541047679887	4.73872510131302	5.06597947235176
ENSMUSG00000000440	2.79359226096327	3.10960580774701	3.30365149018013	4.57656415785225	3.49630818358769	3.93464884748291
ENSMUSG00000000441	34.6754280331148	38.5974304104769	38.3314304116059	31.338478467055	34.4457713013673	31.0163574273582
ENSMUSG00000000486	66.9945503729242	78.1497877281497	74.5399056591222	47.5610834456192	44.8917517367704	41.7346433192354
ENSMUSG00000000489	1.58769277670851	1.54497647171668	1.78814414772063	3.27939655345162	3.08032105683587	3.63468318960998
ENSMUSG00000000530	15.7969416482917	19.9726495423083	19.2137978993372	7.82255344024127	8.43897033167966	6.24585805270613
ENSMUSG00000000532	8.45208984644182	7.84116498226553	7.68018062150895	27.3450300363378	23.8240532022901	28.0173376062747
ENSMUSG00000000538	3.56316657591188	3.27022334597805	3.54151579225454	5.47459055368512	5.79443794284593	5.47957023469415
ENSMUSG00000000552	7.61045912608873	6.9387635474856	6.32664538545088	36.8438667564919	30.4623177941871	37.085558128182
ENSMUSG00000000555	10.797098157587	10.2560102228204	9.5433667441807	11.1099165243342	12.1357884494621	10.5722239486704
ENSMUSG00000000561	8.68744933116803	8.22801766380151	7.70105965097046	8.0930460433374	8.24599700767775	8.47942004944126
ENSMUSG00000000562	1.52900615624958	1.44799257243129	1.75218005231059	10.2236724362149	7.53162339750576	10.6226487931052
ENSMUSG00000000563	131.16716688331	123.583792162664	123.971878083087	142.286669643482	131.493327116836	140.920140625321
ENSMUSG00000000568	53.3034778874041	45.0257887377583	48.2948241657261	48.2472560650316	49.7480798687986	47.6765119967079
ENSMUSG00000000579	3.30689004617316	3.83857283483692	3.55102002503051	3.36198615724382	5.37726767157072	4.09229527317414
ENSMUSG00000000581	21.7176982619069	18.8876425991014	20.060370610395	19.6568838451037	18.4632519712381	18.824870997666
ENSMUSG00000000594	22.7149656688795	20.3122031926593	22.1862268879202	88.5704954988718	77.531130257211	86.1998404863523
ENSMUSG00000000600	7.54049488890556	7.57697826030614	7.17429057629367	9.30593958593335	11.5528092705226	10.500692213353
ENSMUSG00000000605	10.6010655841523	10.7101685072061	10.587696969507	18.2088135240796	17.5440082361638	17.3329393634116
ENSMUSG00000000627	3.63881631832572	3.85833733805277	4.36563887471888	1.29860470134657	1.60781766306541	1.18920064079626
ENSMUSG00000000628	17.919752860362	18.9407224411299	18.2867638290779	13.7116679452684	16.8589438447876	13.6017716555981
ENSMUSG00000000631	15.8453505595782	16.1213145804405	15.5718586303604	11.9415888864208	13.933799116198	13.4198069836323
ENSMUSG00000000673	6.77394322547511	6.92846748156352	7.84356500129901	21.6515638499541	22.1438913565268	21.8989301590335
ENSMUSG00000000682	726.513211949907	928.750781622942	890.461622484153	417.985779969526	504.444961804112	371.694410665525
ENSMUSG00000000686	2.58248753698221	2.26746107957832	2.33934389479797	4.70490810609517	3.59055272620623	3.79762501235702
ENSMUSG00000000693	1.29982179075287	1.39151067172619	1.29000597429252	1.50862261263407	1.58250236714391	1.6413984827228
ENSMUSG00000000708	10.8294869233964	10.8220742762594	11.1557739810809	15.6295607331392	17.7587420771159	15.0503494305516
ENSMUSG00000000711	55.8966656462179	57.1068903113847	56.6849773317482	42.9728698227578	46.0850171193201	42.4656051174844
ENSMUSG00000000730	2.04593401606667	1.99712360706166	2.04053343183314	1.93471711775111	2.296916922543	1.79202586579652
ENSMUSG00000000732	8.53850691829089	11.6149085854401	12.1415413305667	10.159412706097	11.8735657032486	8.39008021041083
ENSMUSG00000000738	15.7856673693456	14.7174399253642	14.2829590133785	17.4001464819633	16.1296991897718	16.9943682150144
ENSMUSG00000000740	323.688005829386	267.439164717373	258.267807303846	371.617664717049	302.811081818164	375.051511776663
ENSMUSG00000000743	42.5376128285445	41.8379422350632	40.3503647126011	48.0483974418812	45.6861964618334	47.4446373389122
ENSMUSG00000000751	41.5682807359411	37.0768880366281	36.9764818720771	56.0230037367299	49.8272932524247	57.6037635192009
ENSMUSG00000000753	7.28241011957399	5.1212708264421	5.51010850662838	11.6975093508952	10.7527522667273	12.4638857698186
ENSMUSG00000000759	13.1869931874444	12.8259916764644	12.2216272986638	13.3096971104641	15.6930279657836	13.9836064055355
ENSMUSG00000000776	6.94788280049352	7.0379051428731	6.58406258838283	6.87933112450776	7.30093894652773	7.72127827584602
ENSMUSG00000000782	3.21219199261762	3.20569714131891	3.17575737318263	1.43204632071604	1.77088358838855	1.41714491746582
ENSMUSG00000000787	126.379803210989	117.095702906787	123.7198107085	134.740850184338	139.372023532778	135.546479117327
ENSMUSG00000000791	1.68076629338181	1.79660449763103	1.55154634303317	2.09708385835843	3.50940070902609	2.39922863039554
ENSMUSG00000000804	10.8905925145231	11.8454049497572	11.7440073610644	14.5076395941546	15.3516886616526	14.8728734253063
ENSMUSG00000000811	4.23604033888581	3.32115756675081	3.84359827351954	4.44174558449112	5.37860185346483	4.88899382028247
ENSMUSG00000000823	4.44044717817366	4.04322384140319	4.30800254350505	6.32040520506547	7.928949095987	7.06120179551108
ENSMUSG00000000826	26.936388545088	26.4235671346958	26.8959728154361	25.3947114930114	28.1178286278892	26.1188270137739
ENSMUSG00000000827	20.5978060855797	19.1197225248352	18.4976825353597	19.0816521490569	18.5938456666611	18.2294830999086
ENSMUSG00000000838	26.3194416696157	25.6163908401798	25.7921515324703	26.0901093399087	29.1754077340956	24.8111645552874
ENSMUSG00000000861	11.6345341772957	9.90743978350351	9.34384051857451	19.5642851952086	18.5133568906926	21.2702218399334
ENSMUSG00000000869	1.2901227151134	1.38998802448564	1.93541478366842	18.099869681431	15.1085486934924	23.8727625577756
ENSMUSG00000000876	12.0584858091297	11.007898133551	11.0442216686662	12.8936666865457	11.9537431888049	12.3831354623836
ENSMUSG00000000881	2.6043532529001	2.10987622356108	1.96445422009584	2.1956984547941	2.08617247283598	2.34059043634717
ENSMUSG00000000884	2.61953644182777	2.25459538333624	2.20527101127878	2.15346665031925	2.04047062660609	2.29850001031115
ENSMUSG00000000901	1.27398264648416	1.25780458349411	1.2102434670024	2.28871159241554	2.90746689270585	2.67814683749616
ENSMUSG00000000902	10.8297889260547	10.9532899793113	9.95168440032966	11.6477847675084	11.2268089780399	12.0404485630058
ENSMUSG00000000903	16.7878948409596	16.2440380682174	12.4504906389041	18.8872510681636	30.0733984812249	27.4760992181919
ENSMUSG00000000915	15.0210902067204	16.3476645707395	16.3182330531501	4.66090028894779	5.95845786786901	4.47797129833617
ENSMUSG00000000916	7.60689302607308	7.27988518162482	6.66430559317007	6.90421570678032	7.12745366872814	7.16942547813387
ENSMUSG00000000934	4.70259831715745	4.21120197040341	4.24150961161399	5.16744207202505	5.19395396892703	5.29259765981871
ENSMUSG00000000957	8.75168829463749	7.53615352279147	7.05600184179651	24.0401354132932	17.3750577002952	22.1373693780896
ENSMUSG00000000958	6.53672984132295	7.15232644246722	6.60212029846023	13.4304038082395	11.6588464250034	13.4320767676997
ENSMUSG00000000959	24.5435252853609	21.6845007667741	20.4885451205813	29.8940197825598	27.2116606523599	29.7745101266598
ENSMUSG00000000976	7.86499976953606	8.55235358746735	7.79937743691723	8.09949432079362	8.88989460857393	8.44982072847884
ENSMUSG00000000982	2.04751506240125	3.67976758078348	5.13731760713919	7.20535458589788	24.6398992551804	11.3614767638994
ENSMUSG00000001014	8.70784611942477	8.11500525216743	7.88139523491485	21.5229006982155	16.4335997422245	21.6554094122527
ENSMUSG00000001016	45.3382993731884	44.9850339255048	43.8152371995603	33.1767190828316	37.1262270770124	35.1988133700424
ENSMUSG00000001017	44.6135284256349	44.3491386185398	40.7729347893552	47.7401735448387	44.9229037640672	47.8069256885124
ENSMUSG00000001018	17.3741124398566	13.470210952037	16.2635628081995	21.5933862892752	21.2601398576024	20.9684004932666
ENSMUSG00000001020	2.96369634627102	1.94756126431249	2.25003722596654	30.7572626362252	23.3206088385094	28.0627581638232
ENSMUSG00000001025	189.141748865391	265.026873266744	274.964532718336	129.81417829124	159.00641031711	99.1069839222233
ENSMUSG00000001029	18.7793109608916	19.6251222988749	19.1873236331663	32.4065996257172	32.6541418950447	34.3269992389672
ENSMUSG00000001034	7.4905984689557	8.45463305086578	7.80366372177519	11.9639994500917	12.8455226320711	12.0482548988466
ENSMUSG00000001036	1.18561494607573	1.14289938043905	1.14598807441393	1.75264058471978	1.57873289412624	1.68208995482755
ENSMUSG00000001039	1.84522107212011	1.55671885967304	1.44511029312762	10.2249980227945	8.26071251559341	13.2475739752122
ENSMUSG00000001052	11.327256531739	11.9275359337519	11.627665448264	15.8507216664534	16.7142219568092	16.0906180209015
ENSMUSG00000001053	2.81149408486072	2.64472135801769	2.61385725509334	1.85910351337988	1.91680865712476	2.08868302815594
ENSMUSG00000001054	29.8374141122008	30.6080270943127	31.1575130550778	18.8035572715824	19.4867445951247	18.3868777564133
ENSMUSG00000001056	75.2861717906256	65.1030651514296	63.8384181714148	58.911759721545	55.1248812947115	58.1273359007698
ENSMUSG00000001062	5.94827744273885	7.69222103817705	7.33669012592706	8.42984698917729	10.0168542616761	8.14967744106919
ENSMUSG00000001065	7.41663492584625	10.0451418532368	8.24098872796893	6.3298324310955	8.11455560659894	6.82328368762421
ENSMUSG00000001082	46.0480227205788	39.1690298164974	40.3358594090331	37.4152895921402	35.8720936906172	36.2822188352459
ENSMUSG00000001089	1.72965736188737	1.627007055046	1.60908851280456	3.94176317446888	4.25189326303705	4.54727821663611
ENSMUSG00000001098	36.6931347431897	38.9120391718227	35.6796062759598	44.6533633909557	42.5025953888487	43.1457689100836
ENSMUSG00000001100	32.8258242155996	30.4296659120244	29.4891638860495	30.2055459966018	27.3190144809632	30.5203293483396
ENSMUSG00000001105	25.1294802899711	24.2707892708394	23.4770072921457	30.6442887747173	27.3848418426741	28.4694038833807
ENSMUSG00000001120	2.89244466462113	2.53956357307754	2.47932685864544	6.12570991693838	4.63007937199369	5.74054699896979
ENSMUSG00000001123	177.773244190074	166.353324070334	148.137177211623	224.223205936461	212.489895037581	224.180789577133
ENSMUSG00000001127	18.4311791673301	18.600635073532	18.0630439703834	22.9096229843142	25.6105301887793	24.0694184272364
ENSMUSG00000001128	58.3534505739074	76.1238270064265	64.2515641089436	182.193871214674	173.645941828491	190.330629500576
ENSMUSG00000001134	22.9512767126539	20.4147181103935	20.5972069792203	20.08583138034	21.7777131800175	20.7906897483145
ENSMUSG00000001138	7.82783807497683	7.69217828751945	8.00456336731302	8.29611556727724	8.03040824525964	8.74729431157101
ENSMUSG00000001143	11.6670145349989	13.8542913934752	12.2432850050309	10.3865307245669	11.8154080052433	10.8838750114995
ENSMUSG00000001150	15.4667339065662	16.6499760972658	16.2246142427639	14.296678719395	16.3481358158738	14.8849366358099
ENSMUSG00000001151	9.7054784420944	9.77239254328619	9.5334192516023	13.4739788380849	14.8823145269078	14.2114709909993
ENSMUSG00000001156	51.1820273653183	71.4339183840884	66.4283648853855	16.4331865618573	25.3756157860676	15.5579553152004
ENSMUSG00000001157	13.0825436611234	12.4811072620488	12.850093946888	11.9553067927784	11.9236088245714	12.8752946655467
ENSMUSG00000001158	37.1527544549525	38.4456411868684	37.7429530883489	34.9422181306016	33.6052736122944	36.8972917283897
ENSMUSG00000001166	3.14521117155001	3.2039174827654	3.19849013647431	4.50603106236237	4.0205863923367	3.93572336060836
ENSMUSG00000001173	9.62561003119314	8.65814576351697	9.19315972782793	8.57771248173066	9.8635832276181	8.27010215566354
ENSMUSG00000001175	150.279392337551	162.249528399241	157.128172068419	142.010609699674	138.353822246098	135.481654498612
ENSMUSG00000001211	4.57673623924986	4.44050304678332	3.97158438885436	6.53856169537988	5.83450989150082	6.63214872078957
ENSMUSG00000001227	2.81886929322493	2.54095375199598	2.49964316027356	4.77606865288559	5.29835039519963	5.68341472717086
ENSMUSG00000001228	80.3432229016429	75.2831484062442	75.6861274552439	68.2681824228072	74.4792737403961	68.2541166146978
ENSMUSG00000001229	16.3785816128034	17.7745361463788	16.1606139521363	20.7627509398573	22.0789618893123	21.6450760643801
ENSMUSG00000001247	1.37027989746163	1.16331985796987	1.40479243811032	1.73898462747301	1.68986995676402	1.74917167439613
ENSMUSG00000001248	12.5239200925745	15.4662014500016	13.18746029265	13.2690382274834	17.796175230719	14.4188841250601
ENSMUSG00000001249	13.0321753804209	12.0301019176795	9.92526945722961	15.6010839554401	13.5030334838784	17.1455144569275
ENSMUSG00000001270	4.49758969893169	3.47660940241337	3.67115450905246	7.15994467737354	5.49287911376527	6.11933349204595
ENSMUSG00000001280	24.5388364015409	21.9165655995632	21.293488362445	28.9461738906544	30.7218394258703	29.9661740187707
ENSMUSG00000001281	10.3925703560422	11.2537924753225	11.7047117644649	118.941748058621	111.180376364514	111.510465316007
ENSMUSG00000001285	21.009085961593	21.3102074076212	20.0426432548284	21.1975816470956	20.6806606488624	22.8515234675312
ENSMUSG00000001288	3.60683771910349	4.01220516643435	3.4722128950695	11.7080576198599	9.81033560084294	10.7299617044507
ENSMUSG00000001289	113.482847989529	106.018964407239	106.831348872045	103.63229158825	98.606194883763	102.111067194889
ENSMUSG00000001305	11.5830316323189	10.4163440957387	9.57491283376253	9.03172526600202	8.58765907340129	9.05910287074006
ENSMUSG00000001313	1.84218584647033	1.56817646913338	1.69933814387378	4.06055626641582	3.33786207566813	4.73962620171566
ENSMUSG00000001323	3.54206121312145	3.11768030814234	3.34846262293397	3.8930206299258	3.76385960998367	3.9189684587275
ENSMUSG00000001348	33.8382308035976	23.6159364842263	30.9584846714207	46.3215694688929	35.093497220561	36.1720983904568
ENSMUSG00000001349	1.0842499514699	1.02972819254269	1.02376841428473	1.69391731967168	1.72913434402832	1.86582535998156
ENSMUSG00000001366	22.432923761984	20.1491358779283	21.4442388629675	20.8867613414322	19.9539873104193	20.7782536033644
ENSMUSG00000001376	6.64547554749479	6.13167789802094	6.00371008230916	7.57160103155162	7.44517683060103	7.5804766352288
ENSMUSG00000001380	62.7596982887214	54.6600558129647	54.7302110508929	64.1438488161548	58.2767787925711	60.2287892660052
ENSMUSG00000001383	44.4727743189091	41.4562898152169	41.5701452186612	42.2758652484697	41.3612723544687	41.1208299731721
ENSMUSG00000001403	87.1885030546407	78.3517484175079	75.4795737046226	59.4711889633596	61.5497929659793	60.7829639188504
ENSMUSG00000001415	24.0341744425035	24.7268871915956	24.7032381720872	28.9388820848021	30.6034176289306	29.8338458756514
ENSMUSG00000001416	75.051756941397	70.6296429648432	68.2408261940963	82.4313823266946	81.5205690490789	82.9512335514365
ENSMUSG00000001418	16.1450771241577	16.7542211874781	16.3258383341286	22.3980383572764	20.0646009676264	22.0570252503556
ENSMUSG00000001419	16.4228458767443	14.2190849114347	13.5947599487413	24.2302957966487	27.8397983533559	29.0020381383988
ENSMUSG00000001420	2.51116347128152	2.49057766964668	2.6347403622734	1.78178955318263	1.77166633896232	1.69617343016181
ENSMUSG00000001424	49.0209710576332	43.0528491057992	45.7981050184966	68.4628160283909	67.3225347518549	69.6245285761932
ENSMUSG00000001435	1.05377992880693	1.04638731551299	1.05563168351486	1.3498198106459	1.26719360076991	1.43293976121294
ENSMUSG00000001436	11.5449422754806	11.5486107635933	10.7648416484451	16.9366439880609	15.3762834557543	17.0573255540303
ENSMUSG00000001440	88.004854484087	84.7929036946501	84.0213552057748	94.1315525517367	99.60829308044	94.4447840650815
ENSMUSG00000001441	39.1388212027854	44.1190282403507	39.7958010802609	22.2033778910271	25.3694918925133	21.6214154931126
ENSMUSG00000001444	1.47368163781865	1.89142359133835	1.56865549047367	1.25541323555192	1.5233326587012	1.18643259283606
ENSMUSG00000001445	35.2944656085206	34.0430368568287	33.4214599719456	32.193002355772	31.8600585208929	33.2717583397711
ENSMUSG00000001467	5.20360053429294	4.39719153458704	5.10299908608568	6.84546618741362	6.07267361315929	6.07385004120407
ENSMUSG00000001472	34.0755969887056	34.4763240886368	35.1116897544978	46.2374033885118	46.1149223189533	50.2354157099248
ENSMUSG00000001473	3.93991332503322	7.35178844774799	2.93258717399908	13.6876619250231	12.8570440965152	13.5692328263623
ENSMUSG00000001482	37.8156955575739	35.1687610688106	33.6690439364421	38.7674272975467	39.1910757399836	42.0620948519885
ENSMUSG00000001506	1.74421264045472	1.58090459026672	2.09749550714554	1.07715633282265	1.12198347900024	1.16947655375744
ENSMUSG00000001517	22.8462030289445	24.1124491334165	21.6930359188971	20.8836502602194	26.0294872825061	23.0189769827802
ENSMUSG00000001518	4.36322585179142	4.35687905626668	4.01496115638663	5.34930240061468	5.26929434050308	5.63537419513725
ENSMUSG00000001521	1.57444549266273	1.4754021833124	1.33583791881223	2.14359707644127	2.27781313690786	2.19492502965603
ENSMUSG00000001524	12.2456185408524	11.2162229154044	10.1175085100832	11.2341025828695	10.492600796935	11.697487618634
ENSMUSG00000001525	516.895310808358	457.45882592292	430.475623051425	509.556820304846	523.491849416398	535.108695022103
ENSMUSG00000001542	9.24741856911895	9.09643592894054	9.12014303355085	8.12081338085341	6.85632545153423	7.66096247391685
ENSMUSG00000001552	6.25751241615805	5.74094022153179	6.1295315683833	6.54374069150917	7.35715981017536	5.71964983191164
ENSMUSG00000001569	6.11071935176333	5.65282490781546	5.61629580190679	6.64401024934964	6.12633177757533	6.40315902216944
ENSMUSG00000001576	19.5138246544277	18.3393924351432	18.9962678943758	23.1091196672023	23.1800835425721	24.6237163670502
ENSMUSG00000001588	41.7709475248287	53.3073897402564	50.1687424709184	26.2220784884881	34.3903069789314	29.4214491555612
ENSMUSG00000001627	12.965874953121	13.7121318460963	13.7324960784707	9.42023490265846	10.2151211894476	10.1084481847492
ENSMUSG00000001630	2.89577203985563	2.86679981830707	2.99006925404623	2.73741176656298	2.5262143939617	2.59145599223797
ENSMUSG00000001632	19.3411454778267	21.2208709886017	20.9352280357019	20.9936761017975	24.7473389337665	21.050367369058
ENSMUSG00000001642	16.0429386751547	13.9430380626366	14.5680294524644	25.5232008468771	23.7538441246355	25.8817747647421
ENSMUSG00000001663	1.63538187382302	1.68327313611239	1.69140273715944	6.8428562908057	5.8878761636682	7.6463359943788
ENSMUSG00000001665	2.20005779425282	1.61808681361804	1.95508912483626	2.57506458431317	2.05680095131847	2.14240967270917
ENSMUSG00000001666	9.8863252934251	9.10712393273955	9.37116958943946	12.6322979738548	11.3284357714976	13.3088281289674
ENSMUSG00000001674	37.4574268378445	34.5523554343288	34.4843694129103	36.3700773184604	36.954531393524	37.4054543896719
ENSMUSG00000001687	14.8069827940079	17.210691480746	16.6548465811533	19.6991668957903	17.1917287479428	19.2192324699529
ENSMUSG00000001700	3.44492227208538	2.79334608265391	3.18332274026869	7.44006089574047	9.15459947338877	7.75635851432481
ENSMUSG00000001707	17.1272903822286	15.3524911173462	14.4665104211725	14.2022050991072	12.2768542157317	13.8997041360378
ENSMUSG00000001729	86.1520954088887	87.2638287581347	85.4365716253978	103.411949345968	103.498696634955	102.783262941373
ENSMUSG00000001739	56.7791100063927	58.6087357179461	60.3151088118832	12.3863059265049	21.4356746077804	10.8090684269982
ENSMUSG00000001741	35.8331244159928	42.5456615035268	39.7056765013219	25.3169249462175	28.5134278003139	24.5498469235553
ENSMUSG00000001750	37.6599700659317	43.0988289253448	43.2816095047442	37.8868248329455	54.8457913946235	41.7425070520148
ENSMUSG00000001751	6.45574794377738	5.76493766557578	6.38292841379192	8.50646728625318	7.02801692059527	8.64014359485407
ENSMUSG00000001755	15.1558588696529	14.5968687287925	15.6462393333499	12.7718739934411	13.5512104197474	13.4633582887781
ENSMUSG00000001761	5.6380919218192	4.59002603910931	4.84122796154076	13.3293260903676	11.208866973223	11.8559011971713
ENSMUSG00000001763	19.4432242430871	17.4722260527685	16.3569842340438	32.0768562757878	25.762646237049	32.4690438494042
ENSMUSG00000001767	22.7686341935065	23.2177133179399	22.4038210779113	19.804517827478	19.8226059270863	19.6878793492583
ENSMUSG00000001768	6.71278939368907	8.72121018544657	8.51003292818955	13.0571105800942	13.1932401528897	13.4557237490426
ENSMUSG00000001774	12.4350862616077	13.3453205101232	12.6186385314545	11.2395002887132	11.8377267420203	11.7812793683822
ENSMUSG00000001783	70.9450939184235	62.9628658236766	60.8180060894743	94.7418292795222	89.0348513938603	98.0607198113021
ENSMUSG00000001785	39.9869721357362	39.473713596	38.4056805988715	29.5911244205886	29.2088692287265	30.2557743574018
ENSMUSG00000001786	9.76318137920026	8.36116872386813	8.8198193280789	9.16154316994803	8.46453765668368	9.30753045270892
ENSMUSG00000001794	204.467075200177	203.040730231501	207.333062188781	202.014456239072	197.799682415134	192.432404254936
ENSMUSG00000001829	7.6873603822969	7.95029122133614	7.3295153680957	7.36154825676751	7.17523237597181	7.31001106639705
ENSMUSG00000001833	54.7664073157441	54.0393529151378	53.889117561607	51.9153366272418	52.6121737653069	53.4857733496727
ENSMUSG00000001844	22.6188216745795	20.6676621864591	21.9732818733398	21.8157742307742	22.7963192466099	21.8949081875036
ENSMUSG00000001847	85.7325148941466	83.787031041066	82.2897713433344	109.28780310923	105.901118693196	107.434736319999
ENSMUSG00000001855	12.7307215263059	12.2952458852577	13.0382430202536	16.9439482986242	18.9024345063432	19.344653513077
ENSMUSG00000001864	1.01608911890037	1.04541727715377	1.06354638448566	1.75024790458636	1.52602521732496	1.87633220766886
ENSMUSG00000001865	33.9486501028722	26.6296684663173	29.2767690505482	620.785355497829	291.892377609181	623.353767453007
ENSMUSG00000001870	1.26311533899507	1.2334315967278	1.1654258118772	1.09525830161193	1.07590367581022	1.04635429880339
ENSMUSG00000001891	50.2338911797314	53.429769071932	56.5168499784664	29.4598771923928	34.3956181542035	29.7081332200196
ENSMUSG00000001909	11.2926002286609	10.8595217531189	9.85277628516907	14.5283097387795	14.8312162302005	16.064376022318
ENSMUSG00000001910	34.8802607893479	34.4435137346552	31.5402593797456	37.4078903534654	39.399869648592	39.9353534686286
ENSMUSG00000001911	5.91790244702173	5.61027661889658	5.30438560492566	8.05559939869125	7.36706535221385	8.18109719208628
