PT1_A.TAF1714_DE1	PT2_B.TAF1716.1_DE2	PT3_C.TAF1716.2_DE3	GC1_D.TAF1715_DE1	GC2_E.TAF1717.1_DE2	GC3_F.TAF1717.2_DE3
ENSG00000002822	6.65800257170963	6.58382610130133	6.46319520010529	5.3898450118516	6.17052248357953	5.6603839791948
ENSG00000002834	16.3439102830307	17.0565647757567	15.9122141291039	19.3750190282142	19.6902385463181	16.7566934654973
ENSG00000002919	5.75159818515514	5.65884237722449	4.64430044773737	5.07551891981415	4.62535884629795	4.70495845016679
ENSG00000002933	4.45651260048683	9.82633328566861	7.950483354955	14.0654224963334	17.5152227422671	13.2047577038573
ENSG00000003056	22.9213439944344	22.4178825665531	22.9566080553612	20.5098764662472	20.8782641622289	17.6390243717721
ENSG00000003096	8.29331120460224	9.45110936307976	10.4423834922723	13.6468821061124	15.8613402927979	12.471659491283
ENSG00000003137	1.23593693363424	1.08153779692714	1.18636174263693	1.24941400990527	1.2548073364277	1.22231947051423
ENSG00000003147	2.60438810124986	2.59903133496023	3.03602355165959	2.95110067944881	2.85630490848046	3.04770554118369
ENSG00000003249	7.38764858637344	9.03329671428201	8.46052304788011	9.58630822988702	8.66563122020766	8.96981617025252
ENSG00000003393	8.04248260174095	7.54002759137311	8.90355100403291	7.97306457737894	8.21760431448846	8.02328856441467
ENSG00000003400	1.75334248984969	1.77174809547706	1.95382978597301	2.0701283122361	1.98162048255386	1.831869729309
ENSG00000003402	5.55222614862911	5.22487659522834	5.59740413670691	6.34098799947947	6.10892060709382	5.62578777305719
ENSG00000003436	4.62400880579676	4.38516028019979	4.50847435280741	5.26261081491965	5.84978253888022	5.46404707229874
ENSG00000003509	10.1477302338891	8.97517308992125	10.429538762247	9.81522641258943	9.4252599718812	10.0016227280084
ENSG00000003756	36.8130701714807	37.1873336457682	41.9397231466049	38.4374105925047	38.9201300616496	35.2367103047705
ENSG00000003987	2.33390271001175	2.01394085478243	2.37045710177648	2.64561997083389	2.03616591435008	2.28671200400359
ENSG00000003989	13.5245408131806	12.5536005115367	13.516942539848	12.6856080190725	10.3824808903938	11.0804401108624
ENSG00000004059	33.9674937273177	38.6543442437369	37.6940577573702	36.0236964926813	37.2191839101284	33.3020819632982
ENSG00000004139	1.26301380301457	1.18771862170829	1.26752359412721	1.32299199224742	1.32646937324146	1.26871084003041
ENSG00000004142	20.8069823173964	22.5110756004128	22.2354504606882	23.4607824936968	22.3622238687798	19.247744832508
ENSG00000004399	14.0625382444955	13.6260600400992	12.3123206541265	9.24570135178754	6.37983583205922	8.88752281890335
ENSG00000004455	131.125342629689	124.141719097537	122.480455429144	119.123855295991	109.903980674737	111.314823283106
ENSG00000004478	24.2670284254035	20.7480812952829	25.7153648341314	18.1553871125368	19.683489617322	20.6633492765793
ENSG00000004487	65.9022065933811	56.6829223259137	61.9390934780313	47.4035875580137	43.9346581356399	47.3703770202452
ENSG00000004534	23.6625344053957	19.8590859497663	25.0937013408249	20.6907722956391	21.6662575178045	20.9969932999063
ENSG00000004660	2.96253858848859	2.71716815330477	2.51415416090913	2.78044362473635	2.35363268703439	2.2548601940813
ENSG00000004700	8.2019139710544	7.38768625198188	8.31365850202461	7.59839914522754	8.18115616294921	7.19762273479784
ENSG00000004766	6.57213669216411	6.78929834297675	7.31545438362897	6.16505084182523	6.47849416890797	6.55251091382829
ENSG00000004777	3.60447955666542	2.88589442597268	3.11100861901622	2.7399019186322	2.80725005099278	2.80653298104869
ENSG00000004779	40.8377723445939	42.0438236455256	44.2579235243979	45.1751666865836	40.0365089770626	41.4164236972806
ENSG00000004799	2.38702046867633	2.23984548973688	2.32530941546517	2.61826472672292	2.89255739440573	2.33291357637728
ENSG00000004838	1.69558906334487	2.46032631565338	2.14041670137808	3.32852019845045	3.06858443503534	3.0385028676731
ENSG00000004864	16.3085151492862	17.7151443677718	17.6077284893191	17.1594390580534	16.0618238783035	15.9071904338835
ENSG00000004866	5.51148611456906	6.1984789544202	6.92498376481923	7.25772067482352	6.56537446483822	6.45328061412421
ENSG00000004897	15.9371146580901	14.6711612941839	15.7525993773573	12.9439791762321	12.2311107961361	12.8081097126241
ENSG00000004961	6.83220088321054	6.71287394403524	6.44486915476374	6.05367333113724	5.3053395025394	5.47580255938094
ENSG00000004975	20.9735314940142	21.9303078187747	19.535227250048	17.2878446515421	17.3813537626584	17.4982393955963
ENSG00000005007	12.1302549538115	12.3372299541925	11.4078470355876	10.3929348776138	9.53798887202854	9.82745065155026
ENSG00000005020	7.44393349353587	7.81994962055346	8.56697836520619	7.95562334500474	7.8960768720095	7.37128570630502
ENSG00000005022	92.9850200995661	101.328547183944	101.85133578502	106.087167686074	98.9888605145901	90.6970186766427
ENSG00000005059	2.47560537922128	2.35945080257896	2.74465266319826	2.65390568227543	2.12840552089769	2.20887458277485
ENSG00000005073	2.40820883723537	1.60043083575977	1.83631832238483	2.5749217769258	1.82233474235355	1.97408864303086
ENSG00000005075	31.6413166365045	29.0329045521266	29.1078769193237	29.5717530343817	27.2119199125193	26.1857307676354
ENSG00000005100	3.94068976254606	3.80825895281203	3.66166437737242	3.14562513859926	2.65748364397141	2.62744078164913
ENSG00000005102	1.83504380699869	1.84513896022162	1.85357925361762	1.66205708388467	2.60761214123155	1.71308097185225
ENSG00000005108	2.19120734575201	2.11739305078492	2.45569473641884	2.7376642469076	2.56951711911659	2.37611161888523
ENSG00000005156	9.22649998915865	8.03430456842674	8.04008888949623	7.29630079630238	6.28607051569139	6.08004621780649
ENSG00000005175	10.5880584603502	9.7398596213989	10.2175882720033	8.95612872205543	8.15254970648141	8.56159039384353
ENSG00000005187	12.8774124258339	15.6666313411494	14.9669559118395	17.0167020869389	16.2325093214482	15.0171855659198
ENSG00000005194	27.3710874749661	30.1552695312303	26.2826442840056	27.169681686759	25.6944559690434	26.213761572762
ENSG00000005206	7.76599933311225	8.48168380170582	8.25200732046953	8.57426965856799	7.34880964556821	6.98545934
ENSG00000005238	2.80222602926094	3.12990119756932	3.12135575252812	3.50524725561928	3.14382710079867	2.98244171069095
ENSG00000005243	5.37169427370106	4.91988052185836	3.78100943118416	3.66325862491572	4.61345941901251	3.58975426976477
ENSG00000005249	7.94488245996432	9.0983454843396	8.5512388568051	9.29822181437676	8.88702388259594	9.00276268600106
ENSG00000005302	8.35751751508025	8.06481551141806	8.92158902117596	7.05340673659894	8.38457642205493	7.25802507023318
ENSG00000005339	5.93344143172326	5.89305277636899	5.93149554232873	6.16205963460982	5.52757961277062	5.27871344380469
ENSG00000005379	9.16757134357695	9.39896505557054	9.0661969349645	9.05867584751832	7.52403722426435	8.09782634570131
ENSG00000005421	1.52628365529219	1.55806398706831	1.52520748396799	1.54576311338014	1.55118523180531	1.30724758600273
ENSG00000005436	6.79666505027588	5.92848235066002	6.23416755748226	6.46586027889645	4.825523446692	5.53148669409966
ENSG00000005448	16.368974945495	18.492167796931	15.5628048978337	17.2705675132166	16.1284141081846	17.3374283088982
ENSG00000005469	4.34982339266078	4.78458647482167	5.7871437421821	5.29807111321403	5.7387848912712	4.76903274949107
ENSG00000005471	3.53675388276072	3.22649030942678	3.2263664886593	2.4898095113251	2.15144510597787	2.47736367659882
ENSG00000005483	11.3006489119832	11.1675284137974	12.2291266669208	11.5699346127497	11.0592151191775	11.1773416267787
ENSG00000005486	18.48139783535	20.1845501934488	16.7341110139266	20.5018640385911	15.8955593692294	16.3202465689936
ENSG00000005513	2.08498889208673	1.85705812591249	1.60494856193308	1.57348255338763	1.50946394387793	1.8093739453755
ENSG00000005700	19.4065018678904	17.4811106962385	18.7008299771283	17.4992426031842	15.9373225726641	15.2932187434136
ENSG00000005801	18.1138107037572	14.6592556673204	15.5492675224712	13.0953408081342	11.1670477236438	11.7149750733395
ENSG00000005810	4.50373960822711	4.07824246922815	4.80533389530095	4.86996597484392	4.26844925618732	3.8739071475506
ENSG00000005812	10.1845041032902	11.2346912494319	11.4015004128895	12.2560877024455	11.2873935538011	10.6207228997579
ENSG00000005882	6.03907287541902	7.20094945630902	6.54934791289544	6.5323145072113	8.60450467229484	6.50473349433721
ENSG00000005884	13.0867539537739	12.8709746035483	11.4335684947453	10.1952809111768	9.53478100455091	9.62839150719025
ENSG00000005889	13.1206606841363	12.2820779264474	12.5444083766143	12.5262652077561	11.3349459300486	11.6395147795456
ENSG00000005893	48.1435888047251	48.1774804654243	48.0817362834869	50.2938315115173	46.4473786132814	42.8930392108666
ENSG00000005961	1.91675881753086	1.56227564493651	1.66924590008633	1.73033854880677	1.45613301977981	1.4339998904593
ENSG00000005981	1.93172379822848	1.4661272788393	1.71286089790159	1.38987417246027	1.3324979270087	1.53865763359992
ENSG00000006007	19.6166555850782	19.600715259379	20.2900449466145	19.6250147840527	19.5385990162159	17.6469638065956
ENSG00000006015	6.60292864918008	10.0004510715332	6.87373328086694	6.27515090079743	6.18614863585006	5.85883310021951
ENSG00000006025	4.0150148119967	4.27949291963941	4.29877757376705	4.70431539056361	3.87587112577313	4.03272821926162
ENSG00000006042	12.7716461607381	13.3751101314465	12.363653249797	11.9474597171306	11.7880258340762	9.9943853543017
ENSG00000006047	8.10528587766337	8.49812509831804	8.68392569559348	8.89374984100282	7.65598933691542	7.43993912426995
ENSG00000006062	1.89750163529987	1.84188709373604	1.803639118959	1.93352023105173	1.64057059354182	1.61690863766028
ENSG00000006118	36.779871668775	32.2819289302945	31.006622063488	19.6530144304442	17.540625324107	20.5930372961359
ENSG00000006125	22.3362476188177	25.9208159051013	24.5295318883587	24.6304619654042	23.6274494588893	22.2752083929911
ENSG00000006194	12.2436710916506	11.1270838165193	10.8311514239926	11.0914451096399	10.2803933389236	8.91335723485996
ENSG00000006210	4.61329201524255	6.55390297997845	6.29007720768042	7.80382058116701	8.73989720400113	6.80450081806063
ENSG00000006282	18.1552730547321	21.6122845337531	18.4489994375797	21.8914534162472	22.0173025266669	17.0009037062786
ENSG00000006283	1.62162578388202	1.49339751286346	1.51862278190834	1.53166472827575	1.60334342509635	1.49683956304324
ENSG00000006327	12.4335949233916	14.8732654287649	15.0105911256801	18.0664493994643	15.2605024112641	14.3029579201916
ENSG00000006432	4.68492678447045	4.30791639536377	5.06926149153312	5.1947271156798	4.33466996414608	4.7094845660936
ENSG00000006451	10.529904134245	11.3633457404806	11.5907782550048	9.70772143462513	10.2545852866591	10.5311795103881
ENSG00000006453	8.49622280023275	8.1375659646465	9.02664672174749	7.47586883331547	6.39339915895459	7.51196296544707
ENSG00000006459	4.53074139602874	3.66032538737769	4.2688710484737	3.89616464441141	3.67805081969557	3.53875814447198
ENSG00000006468	3.13791110681915	2.56167793501512	3.09617626993092	2.33618371748717	2.51776715393749	2.12995187457946
ENSG00000006530	10.4804893539463	9.56365064489546	9.58507510037158	9.70068688412204	8.49106570635781	7.86721104927059
ENSG00000006534	1.43898078917602	1.72551525319873	1.44289723957961	1.52482528231579	1.63408415298873	1.46781204841397
ENSG00000006555	1.65623878129299	1.8207657622745	2.01383073327222	2.02974676727991	2.80519504283521	2.07086292189875
ENSG00000006576	11.635272529044	11.0700682738862	11.639758079803	10.9817078768408	8.92678202177179	9.91601987727399
ENSG00000006607	10.3219791061271	9.9368191493603	10.6916637690535	10.1078263276614	9.0420707139932	9.29882703984015
ENSG00000006611	7.34564948253521	10.0817155464199	9.35495373494835	13.8137120952791	15.4444581807342	12.1377012925382
ENSG00000006625	24.6971101340802	19.7063760224866	24.1597870112598	20.1735943197536	19.1536785577206	17.6932548540134
ENSG00000006634	9.81008793054317	9.55069364153145	10.2678367957052	7.65996821661552	6.82327741968965	8.2676873585367
ENSG00000006652	13.636519451948	11.9598372498579	13.5202978334555	12.5531560219932	10.750288961035	10.4734515703759
ENSG00000006695	6.61653479492494	7.12439452474965	6.8533157052257	7.10883589478128	5.93847766467755	6.64941161757807
ENSG00000006704	8.84618283014298	9.54915480597706	9.65076443564306	9.47320472630224	8.65724307648523	7.74762278670942
ENSG00000006712	12.6185957639091	13.27662720643	13.4498414045828	12.6010958757279	14.0821309381574	11.2810628596258
ENSG00000006715	14.3702205885589	13.2874980685317	14.6287553241718	13.4242389343135	12.122379409412	11.8948503420645
ENSG00000006740	2.94034208509764	2.7426555849112	2.93162059263141	3.02117344994136	2.52237848672243	2.86320116907601
ENSG00000006744	14.04060448052	14.1689927397059	13.6139885038911	13.8651646092835	12.8569449245906	12.0661331241056
ENSG00000006747	2.60223389289247	2.63958176080883	2.94488588353971	3.08752210283811	3.05212097641909	2.79962927104055
ENSG00000006756	7.15588434562892	7.27795077230897	6.99907323916972	8.41226200253513	8.62158060041377	7.12142294476101
ENSG00000006757	4.62199495119834	4.61196337770244	4.53900339148823	4.06799009177088	3.9960961719277	3.73470577296142
ENSG00000006788	1.34867079470874	1.21804338509081	1.35911030918114	1.07294958967808	1.27650616027711	1.28177444676433
ENSG00000006831	14.8356252290955	13.6729160941495	14.0241037945617	11.9411004608326	12.1290095624547	10.9512316862641
ENSG00000006837	2.08424360150284	1.89302602431093	1.77041097800636	1.89632458262649	1.89653731473963	1.65099983568894
ENSG00000007001	1.34347539780017	1.29740764778461	1.39652147758901	1.99502059482218	2.43788409592057	1.73910727747958
ENSG00000007047	6.87493065759312	6.16846107534202	6.27706343105011	5.12426474620295	4.87759327768195	5.21235187798728
ENSG00000007062	12.0451367445911	10.4801224283506	11.3334305217768	10.0778201100189	10.1866039833193	9.07525807165626
ENSG00000007080	8.96472239979477	9.04588702493177	8.81802837017641	8.90080934363193	9.00022579320494	6.85838145974486
ENSG00000007168	28.2092911739163	26.4147579553621	28.1484061761233	26.9870633141267	24.2994843666838	24.3051884280693
ENSG00000007174	1.13285552771181	1.19296465864575	1.31402305830488	1.42501431558086	1.48175944992742	1.38363931677971
ENSG00000007202	18.8465497110758	16.9763587380283	19.4227930495476	17.43507540735	17.5359527073324	16.2162009252125
ENSG00000007216	1.28177398919498	1.54895900756701	1.59317761518208	2.38767018255392	2.62434619893148	2.30968391879288
ENSG00000007237	13.6506970227073	9.90563364796091	9.42305668469008	6.6992857700044	5.75717339257392	7.19144069081388
ENSG00000007255	17.2048180797979	18.9395307942356	14.9190773467385	15.1114109169448	14.1548020430532	12.9250230771045
ENSG00000007314	1.39148714142605	1.31779369410937	1.29908331369113	1.21737046109906	1.20150098587459	1.25272639361147
ENSG00000007341	8.2427461242784	7.67578695784608	8.14453653308722	7.64114924767058	6.70312941290613	7.02541166247789
ENSG00000007372	1.75071760312548	1.56015803580027	1.54224047929368	1.57829071503951	1.44904276272899	1.72547542664755
ENSG00000007376	4.02104644609479	4.65080859349365	4.29170193073152	4.65575205972894	3.69525068113908	3.61907576322101
ENSG00000007384	5.04569088466072	5.18186430951321	4.7796142855936	4.42687930705156	4.03119127330604	4.69190013769051
ENSG00000007392	56.6531764376461	54.4538500140924	60.819378772592	45.5320920498052	50.6154198344115	48.5520504979576
ENSG00000007402	4.0796795065331	3.37549561186418	3.4724621123966	3.30344723821069	3.40291888168091	3.26934548273671
ENSG00000007516	1.60293165498017	1.64804944201605	1.70969596149824	1.83572087468205	1.80686542697793	1.54815911773808
ENSG00000007520	8.43007378005474	8.10632224194091	6.65901882026491	6.91332790302475	7.54214860626514	6.54264488203925
ENSG00000007541	9.89425314862462	12.0935888846513	11.2333609904048	11.1346014259404	9.91170397558041	10.711722099679
ENSG00000007545	2.38358346630398	2.56734697757682	2.34825225367008	2.00604792891473	2.22762980547568	2.26899736370143
ENSG00000007866	11.6068402405428	10.7834433633811	10.2074346177005	10.0908316081882	10.1820724140975	9.69780256021782
ENSG00000007923	14.8962388802452	14.5517295903786	13.9483277130345	12.8446721095766	12.8408110570143	12.810938912101
ENSG00000007944	14.8294259025337	16.8073971962044	16.2482188426897	17.1359173126996	16.5803925000847	15.4472375644836
ENSG00000007968	4.34741559000187	3.75809915086878	3.53581257759497	3.2004330218572	2.5133902951801	2.74627323129956
ENSG00000008018	104.738051009673	113.094978574206	104.341135863891	91.7357530849769	100.787690620949	83.7975346576234
ENSG00000008056	1.42102692423375	1.41210879045044	1.56560805965784	1.27575399412891	1.1306513142057	1.225314896402
ENSG00000008083	13.1476005884509	10.3748228032525	10.5401083560022	7.90579322128436	7.47110866406023	8.26185273983654
ENSG00000008086	1.51573275057132	1.36063218377605	1.47184829387831	1.41787742228464	1.48521227317518	1.46691434796201
ENSG00000008118	3.02468004546127	2.49827262684342	3.12502078594047	2.07313910808591	1.86302645960056	2.46001417973424
ENSG00000008128	1.86644484757512	1.92358496519348	1.76490312472303	1.84047673478635	1.70273243733296	1.50679377289055
ENSG00000008130	10.1001909793961	12.0409486455456	11.6474686922243	11.0784462120037	10.1883515242031	9.5364491591731
ENSG00000008196	1.54263135123963	1.48942950384254	1.71855770848684	1.6287837479338	1.98684550194532	1.74730295469603
ENSG00000008226	1.53036436727047	1.27448266777589	1.39555596329012	1.29845456414046	1.37527180702642	1.30696070683746
ENSG00000008256	5.8115087270052	5.55025296015536	5.75688384769033	4.65364813506146	5.36280505460495	4.82887252757614
ENSG00000008277	9.51634010835962	8.49290329783449	8.53622361052228	7.60841442346467	7.7093810914093	7.66379734954787
ENSG00000008282	18.5425733531995	20.4356666864411	19.2913748891966	20.1086368498569	18.6471411916914	18.2801127048247
ENSG00000008283	6.42664799575003	7.96210129725587	7.00892853151476	7.9995220042576	8.00426422289472	7.51041155894319
ENSG00000008294	26.8073206069114	27.1184008465694	29.9389298209164	29.5233942666835	27.9441579609051	24.9885440398574
ENSG00000008300	1.97499550936384	1.98386527310358	2.06939474060985	1.66142367359045	1.6853363791759	1.80997188975729
ENSG00000008311	16.5762239642724	14.3664484276627	15.15192303181	13.8454193939992	11.8479891255647	12.1855987851905
ENSG00000008323	2.94348632885962	3.45554529038224	3.43352451799557	3.26545447252212	3.24698874714138	3.13030523349308
ENSG00000008324	11.4388661344215	10.3708500751184	12.2468720106666	8.89072556265731	9.11142507321514	8.91272579654011
ENSG00000008382	6.62482905631232	7.64811428627897	6.46219908465264	5.84857174424815	6.28587536206515	6.24497314969554
ENSG00000008394	28.6097329272799	27.630794169417	23.8904132055659	20.4393890753901	14.0122503345091	17.1858907053162
ENSG00000008405	8.59345017890678	8.36280573765517	9.57915083956019	8.60608355416172	7.80965847074488	8.08798682834812
ENSG00000008513	4.17008600605719	4.57630806732252	4.35082409644756	4.13054769985582	3.84330133995678	3.53506884655853
ENSG00000008517	2.90232528012405	4.12278030173835	4.5453685055017	7.36813180686193	12.9745101758631	6.85372963763826
ENSG00000008710	3.51451634573539	3.82264497971911	3.24551531911771	3.14958605834965	2.92445698607972	3.04628891625525
ENSG00000008735	1.17525125290188	1.2610926086867	1.30942588286244	1.19411629849864	1.29430927621074	1.21916994468194
ENSG00000008838	16.2473922212854	16.2212322541838	15.3399753726157	15.434889576287	13.4431297975523	14.3013483669042
ENSG00000008853	3.97522603586208	4.49869098331873	3.80736196290583	4.47778347300998	4.4237547198154	4.02760903220518
ENSG00000008869	6.15013899937031	5.9740289393743	6.29436819136792	6.29545456651045	5.85168014526089	6.08037005980347
ENSG00000008952	15.8027297208713	17.0899086924353	17.1362103198125	15.3097561878221	16.0218480650969	15.4378117098939
ENSG00000008988	705.314960610275	741.213166552088	693.402718116413	588.389946447706	603.793505926674	529.334440495598
ENSG00000009307	135.416747268724	124.571655696468	125.386992472766	109.386732840003	106.065205956405	105.058915400371
ENSG00000009335	11.2217046004807	11.1274510150348	11.2077238213639	10.7475123269878	9.99872202597037	9.72644428768156
ENSG00000009413	7.46558020414688	6.3972819431705	7.05320536776988	6.36094831581825	5.28503693068277	5.90624536361523
ENSG00000009694	1.27383633805799	1.25258667904016	1.29009339195144	1.59584280517797	1.38681668220417	1.40854979979547
ENSG00000009724	2.46962015855057	1.88137042976102	2.57388318972791	2.36096297840376	2.03171148487161	2.1861596022147
ENSG00000009765	1.26886622836091	1.4035290833054	1.43911016926863	1.70878428827232	1.7615909011416	1.63930834927815
ENSG00000009780	5.6619798488764	5.91393807957205	6.52628227939149	5.90106920179078	5.08573800710982	5.94007949325156
ENSG00000009830	7.33883012172953	7.85037894544393	7.56408270664786	6.9906933137973	7.01003413908871	6.59611528156318
ENSG00000009844	9.08579703452461	8.90801163995352	8.63534473210539	8.34371028850248	7.98134671393376	8.5710973595608
ENSG00000009950	4.72223466386989	5.54244759953756	4.94002514725804	4.60655189276997	3.88556805925028	4.23498073331283
ENSG00000009954	25.1865441802503	20.487893485295	23.7263049351849	18.7926713505297	20.5892843827004	19.0640477710057
ENSG00000010017	13.7106509457618	13.4605367325359	12.8495461556128	14.0133639117618	12.076550081236	12.1527968304465
ENSG00000010072	6.10487123124955	5.36099454989154	6.10213016502838	5.14251287953354	4.35070152155071	4.67209960062829
ENSG00000010165	4.94296954010403	5.2550722054377	5.62063591322105	5.31459207411174	5.37384174312228	5.31442022933875
ENSG00000010219	5.43578741119932	5.39676122818977	5.16960611425896	4.69722729903282	5.63034526572009	4.95872363407791
ENSG00000010244	80.0682934944477	77.9452510527351	78.232097631364	75.9596709401677	69.4058777217652	68.9398028258484
ENSG00000010256	77.3336676110019	85.2862596945326	77.3642309769081	76.9378091606349	69.1674255781379	70.419847055372
ENSG00000010270	24.7695250182783	26.1036379738436	26.2467125319593	23.5817467153918	24.8152281612588	23.6399508829439
ENSG00000010278	17.8852627035276	21.6610321036094	22.0346139099353	27.9903466379913	22.9939098116541	20.7756789167042
ENSG00000010292	18.5977682965718	17.6101195338599	17.4385211637367	13.2456205050812	14.0923786506055	13.7141279826894
ENSG00000010295	3.69082942949291	3.77034227385362	3.43342022986075	2.97729781344857	3.34209262062719	3.17864390283243
ENSG00000010318	3.09958358243017	2.34753955692658	2.56086399054478	2.56059647594113	2.6266917858263	2.60745234463485
ENSG00000010319	4.75425669467042	4.36410403472164	4.20839452404282	3.27360547210698	2.80845660960023	3.3487287397024
ENSG00000010322	18.6087760032584	19.19084608402	17.0094769310407	18.6695314480823	17.1382593117749	16.0847264903685
ENSG00000010327	1.14082411326403	1.215528011151	1.22901133596136	1.23260656353899	1.32401212808109	1.25709895125405
ENSG00000010361	9.03355436041505	10.0165712824075	9.39280353393518	8.61863012734372	8.57407118666229	9.04713528235198
ENSG00000010379	13.0851560300385	19.0121018129634	16.9084467978273	26.7904972456834	26.8764840087028	20.2925646004307
ENSG00000010404	5.7675249654472	5.4066553744043	5.70153971248262	5.98248905486752	5.3917068982717	5.4672501917362
ENSG00000010539	4.24693313277511	4.50670976820343	4.95100253654995	4.3709443233904	4.24125891391368	3.98511035767523
ENSG00000010610	8.95938831355133	11.376720929766	11.8546501805562	10.9190945575889	9.76882857027539	9.23774209922952
ENSG00000010626	9.61685385033024	9.95936160157722	10.6538817330393	9.51459476571193	11.2501265146719	8.78324361856375
ENSG00000010704	1.46688422185917	1.62564756779508	1.54955788770387	1.87914191942064	1.83306896430254	1.70900606395408
ENSG00000010803	8.03334350218144	7.39555092355536	7.93769788194309	7.37412724902106	7.25884622033285	6.4407683977533
ENSG00000010810	29.9592494499442	25.2325477956949	24.8210168366811	19.8476866893968	16.3167778981645	20.0474871990675
ENSG00000010818	1.660505089069	1.64231300728786	1.72753533353239	1.97368431050572	1.69199252321387	1.5695661138481
ENSG00000010932	13.0961879155513	24.9739309834996	23.6588656294684	39.1846242938871	49.9646459332377	36.0142318687976
ENSG00000011007	17.059648585564	14.7231378624585	15.3717749896906	14.8911977892289	12.8351087287526	12.6682763510942
ENSG00000011009	25.1871319034678	29.6217116597016	24.1292925176882	28.0243130668262	25.9454112439633	24.2842932056598
ENSG00000011021	5.07929094879426	5.99024739053675	5.7614127755047	6.23964658999913	5.25844037941806	5.32928285791495
ENSG00000011028	16.4119726022756	16.7098911834372	14.6148597862963	15.0718193795361	12.7974264477749	12.4969371226759
ENSG00000011105	16.3631668337233	15.4876931099122	14.8147534481286	13.288343190474	12.2683357698891	11.9686392953967
ENSG00000011114	7.08133383280441	8.19915505591353	7.86743768024649	8.2759707669343	7.61738463629261	7.7347070035482
ENSG00000011132	4.2404805629564	4.6476173272406	4.81428964601189	4.66109048271336	4.56559204692358	4.14251023624847
ENSG00000011143	11.8107947291822	12.7735544305575	12.4482792779591	11.2783648750303	11.0167370212214	10.7104080622539
ENSG00000011198	8.29182110239687	7.48465302620551	8.85848168164641	9.08374722514893	9.19518527482473	8.41751625837362
ENSG00000011243	45.5088374224382	43.8648671645615	42.8389761671495	41.3608700333606	36.8742542017348	37.3244123909825
ENSG00000011258	9.93732391313202	9.23967934382907	9.6247736353587	9.86820219236107	8.23087445862601	8.13272550633131
ENSG00000011260	21.1715884595575	17.7474114669327	18.4481386067248	16.8066128777466	14.4412936864838	17.6830853414614
ENSG00000011275	22.6092392669974	22.0401686178235	21.9986316837596	18.6290374215013	17.4610538654995	18.0517278553034
ENSG00000011295	18.5704168386714	16.8672018146137	16.9364773170684	15.7770236673491	13.8567318652882	14.5382352715011
