BL2_rep1	BL2_rep2	BL2_rep3	BL2Baff1	BL2Baff2	BL2Baff3
ENSG00000004660	2.39476068754877	2.33378352065514	2.14310806460968	1.89021626175998	1.70184979394832	2.03694798643055
ENSG00000004700	22.0183824932104	21.9597869129521	21.8294460802012	22.6208385763097	23.5028786365117	21.9851794389959
ENSG00000004766	7.40113933595517	7.19851365648445	7.04820319014344	7.5258467609566	7.98424818814677	7.6763537239386
ENSG00000004777	9.69474941050282	7.94478340438511	10.4834147759368	9.22146329873197	6.72021680916777	10.3168789388736
ENSG00000004779	133.962063543791	136.818840708481	114.571458657502	129.526244129949	144.613119451932	119.378669259138
ENSG00000004838	1.80037563693611	1.7389916703486	2.20631069363818	1.74498321604913	1.77529873095312	1.98838284560658
ENSG00000004864	8.1027276259783	9.59593296461019	8.33025830913845	10.0185729658173	9.23330123518051	8.06883738964043
ENSG00000004866	9.24330007302226	10.9410140147748	9.24459230957896	10.2282353802505	11.3405342977182	8.89441521185195
ENSG00000004897	29.4186377714336	28.9818150234569	28.8851802498797	28.988606257315	29.6099618209925	27.8959292142709
ENSG00000004961	14.7185157480643	17.2288104321061	14.3395366714298	16.3615953574192	17.0342933294831	13.9807489702312
ENSG00000004975	24.8109074251332	25.7259962220847	26.8899252759725	25.4364132206935	25.3041379056843	26.6434401109046
ENSG00000005007	42.417194328393	42.7338913144225	39.2851935951027	40.5722231501039	40.9675668443797	41.0925002644191
ENSG00000005020	12.7890702943731	13.8484741528629	14.2525812389728	13.0260227149794	14.3046652548811	15.6643346493446
ENSG00000005022	383.397066360732	404.033377675146	349.540813244384	397.985652977398	381.413046257816	360.628213679203
ENSG00000005059	28.1398226207571	30.540943482386	27.7151140192925	28.1036697918092	30.4644175722602	27.5086685248579
ENSG00000005075	37.7535154674702	36.9567616877786	32.1829560704156	35.5998342238373	36.4845880251673	37.0138590628775
ENSG00000005100	28.9291693070093	30.4287578107324	24.9336231734511	30.862354984748	29.6777505935518	25.9579359713639
ENSG00000005156	10.6981944700211	10.812775673643	10.171407873632	10.6812460946451	10.7050619757518	10.1397005616413
ENSG00000005175	17.6684590291339	18.8071828686926	17.0369576153138	19.620379604727	19.3992980630616	17.0629866172427
ENSG00000005194	46.4027040092185	49.0019151492742	40.5884248076786	46.25221948974	47.8028847645065	42.0244204879556
ENSG00000005206	31.3899875410586	24.7748946770101	30.1763965181395	28.9525668525699	25.6783156236507	31.0635633963303
ENSG00000005238	1.63046397479759	1.61050687269897	1.88518030988114	1.6564871447659	1.53081723261157	1.83552689521602
ENSG00000005249	165.829974844872	147.635809425928	176.433981790414	160.375409835267	150.607607225649	160.786537828509
ENSG00000005302	35.3855119503749	35.5557928703687	35.1948357714104	36.2203105719473	37.124615634883	38.1912194830329
ENSG00000005339	13.9543256568845	12.6422569402572	12.744978615274	13.037902635072	13.1816952868155	12.0773810259408
ENSG00000005379	2.63695948581856	2.117595304266	2.53344888139322	2.49934727210983	1.96642701703269	2.43171160220961
ENSG00000005436	10.3538494623415	10.5960731427812	11.1060510086761	10.7036412936576	10.84224594747	10.3367515547475
ENSG00000005448	46.105824950745	41.7892637557922	52.9997701528308	42.7104866214613	40.4616423423414	47.2424436226752
ENSG00000005469	5.4440699686618	5.80001274635643	5.32673648902526	5.91177406557472	5.8635482796217	5.9505194960025
ENSG00000005471	1.98576938772855	1.76536757224094	2.16767252017205	1.77852407446757	1.80494339565597	2.13827824957295
ENSG00000005483	23.914813285262	21.4064476116135	25.2526224895662	21.2899152032223	20.9265841486063	22.7269937234141
ENSG00000005486	12.2925166038458	11.6168863587031	11.1081288629934	13.7987625922057	12.2247742895686	12.5345106725663
ENSG00000005513	2.00614114223686	1.8493496748937	1.96157447288951	1.5137415841676	1.62780543643484	2.15626933895652
ENSG00000005700	17.2203278501326	15.7864096987405	16.2579232676584	17.0605060488251	16.4223067698611	16.6449105526966
ENSG00000005801	18.2105015748443	17.2492013986505	19.6177487952842	19.5113028186129	18.4290572012943	22.5905790781699
ENSG00000005810	16.4681337734711	16.4774078218027	17.1442722438425	16.7606765605727	16.6780393557787	16.027073513601
ENSG00000005812	9.07432571299137	9.90402231957	10.0966432546743	9.87098078571441	9.95141749536946	8.9482017542091
ENSG00000005844	3.68965672391251	3.84488048387342	3.67494430452314	3.36618749968621	3.27858840882983	3.51061052132147
ENSG00000005882	4.71476669166333	5.1682406260851	5.1138316762509	4.99553556477329	4.87098214951648	5.36891487069618
ENSG00000005884	3.51048650401899	3.2431748891194	3.92306036278858	3.41211941097128	2.96257903049879	4.01733416147369
ENSG00000005889	6.08403465291226	5.3146876391983	5.42981868261509	5.66296277770544	5.43361430698962	5.64811384959883
ENSG00000005893	31.4584787699251	31.0836203983123	34.3098894652209	32.7167183470214	31.9444028671178	32.985030027511
ENSG00000006007	14.7370973289924	17.1221951253332	14.4882126219473	13.7901684454634	15.5163940547864	14.8296369591146
ENSG00000006015	24.6926451954054	29.8093348363777	26.5064978607166	27.1484669123973	27.2289382352483	29.9594659128705
ENSG00000006016	1.61165984201234	1.65887410700667	1.7137150149016	1.50606939508756	1.96953836915024	1.75533795294632
ENSG00000006025	4.97206069711454	4.71215241285034	5.97392876651402	4.36652168009394	4.63432821897835	5.76836532967085
ENSG00000006062	4.07875237846415	3.91414342926771	3.96734107530131	5.95996593381279	5.52885310308845	5.76865993632537
ENSG00000006118	4.74856964527521	4.72006920375989	5.46328247465404	4.29134155718872	4.98817069767247	5.30070288564603
ENSG00000006125	40.6284082976774	42.4357119777393	38.9019595212203	39.8030598107922	39.9199756549877	39.8929373306104
ENSG00000006194	16.3580915561624	18.6004477520355	16.669992746683	16.0871283079909	18.0865300259489	16.7792993821681
ENSG00000006282	6.62636877010765	5.97711170538505	7.73547846795173	7.45580469444026	6.69633443243252	8.34621259009619
ENSG00000006327	1.77316054085926	2.03113661069576	2.06922907685807	2.02350453070371	2.21040213738523	2.39427454247129
ENSG00000006432	4.49062452920339	3.81774833037422	4.58426963934456	3.95075198269878	4.04928021486187	4.60328275242553
ENSG00000006451	17.1753704925036	18.4631527309801	16.3569800539227	16.7751109295613	16.9489699503115	16.0317634356317
ENSG00000006459	2.95385625762408	2.65293280582231	3.70288383092715	2.73919913954701	2.55954145239347	3.0511470900528
ENSG00000006530	21.8424137349293	22.7558552563781	21.8046865779665	21.143902281781	22.0827271950998	20.7836512305327
ENSG00000006534	2.23120750660489	2.02018838518198	2.49802854455838	2.19105439488448	2.15649166154011	2.09158112564412
ENSG00000006576	63.6604152417102	65.7582593587022	67.5449882352505	65.3866133389791	64.7942188976513	67.7425594587081
ENSG00000006607	18.1993666937119	18.249621357874	17.0655902774377	18.6477090029558	17.3739421091904	17.1043571100502
ENSG00000006625	40.1597430991741	36.5196218720643	37.6621268557075	42.9229547567306	41.0585618599245	41.6658696772687
ENSG00000006634	35.8896714766027	34.8727345802465	32.2769251345606	35.7846625639086	35.4999546890903	32.9359110548144
ENSG00000006652	14.0845747002845	16.9911219103815	17.4714101481268	14.9612300742421	16.9687735639693	17.9722564233489
ENSG00000006695	10.8908048808588	11.2914407618234	9.50395462803649	11.3064751867247	11.074384152832	9.79461457925624
ENSG00000006704	5.08780772645946	4.20098658725562	4.52204603442088	4.72462648521514	4.26256309063396	4.77917504995789
ENSG00000006712	41.3774501791073	39.7332406854079	36.7711802695909	37.2038364740949	39.3912874113292	36.2386082161576
ENSG00000006715	9.48912253115183	9.66385363810881	10.3512909299277	9.86485061706771	10.152254993052	10.6488288449392
ENSG00000006740	7.67121059654293	7.77360716904337	7.51520777908282	7.43777158914291	8.01306148001371	7.57008400227097
ENSG00000006744	51.9551861523928	56.3778327293467	44.4680505960892	52.8302114715671	55.186059952951	47.2634876259925
ENSG00000006757	4.55816305561608	4.35882438618686	4.80069025090827	4.84906508856154	4.4981237474692	4.859948925257
ENSG00000006831	36.9570165779836	35.3341745687827	34.7946126471715	34.902545861065	35.5254026638911	35.093892375484
ENSG00000007047	5.4792911422589	5.74021336285588	5.93182171172023	5.77223144827095	5.23578477347806	5.70478951422087
ENSG00000007080	76.7878914876843	80.139791258246	64.0776744955088	84.6804692399182	82.6576290100614	73.1181540030084
ENSG00000007129	5.20423263006115	4.10543474883008	4.82393569451409	4.72462648521514	3.50615879867134	5.24472559959038
ENSG00000007168	43.3463906251011	41.4474146180494	44.5387655248056	41.7034267507621	42.644622952963	43.9910916342239
ENSG00000007202	35.6221456736473	36.4414928323281	34.1220264548801	34.9711276716623	36.2396083936227	33.4655232535986
ENSG00000007237	2.14274960154902	1.85727494474746	2.09729096170972	2.02820674803122	1.76731458634864	1.98278608157713
ENSG00000007255	29.2209466817322	28.7868900569231	38.0457989846565	30.0040629148537	27.7931158839772	37.3280246453209
ENSG00000007312	347.225297823431	360.574406126478	357.801858801753	341.484765155229	331.026157905791	363.156303690488
ENSG00000007314	1.30698584447442	1.30443758386254	1.45107459526036	1.31607778182868	1.17621780252541	1.32092819037358
ENSG00000007341	3.18762906874779	2.93203154544248	2.70175600462694	2.88867484854757	2.80918145840361	3.04709962590855
ENSG00000007372	1.18036920476685	1.19032683263624	1.22048580865887	1.19186995140406	1.24505898674369	1.19091802788611
ENSG00000007376	32.6083037911665	36.597817489582	31.4713262935344	33.15751049911	35.0529458015903	32.2090401786893
ENSG00000007392	42.5062244474883	41.7427526440444	39.6409088968675	41.7251351468632	44.538813311463	42.159619011909
ENSG00000007520	24.3221853727293	24.3618322315835	20.6256555227102	26.9222964295611	23.1652140494721	24.2370907461518
ENSG00000007541	7.78994651078405	7.48725779942666	8.69319835728792	8.59136079718854	8.05035085303593	8.33287818616737
ENSG00000007545	4.60812673745649	4.32086283539873	4.74826906329155	4.70701041056502	4.60367178813487	4.60965757716123
ENSG00000007923	31.8003660593621	34.7623212160012	26.9436485587013	32.7360212378976	35.334695831326	27.0970212238752
ENSG00000007944	5.50641185034679	3.66717778157231	4.88755003044086	4.29826445108906	3.7676916581539	4.01690258649202
ENSG00000007968	28.2919851222045	27.791523626517	26.8006817970302	27.214959562089	26.2788270019023	26.3328675585543
ENSG00000008018	113.346329724678	120.455079891607	113.109373727741	117.288953604107	116.281565948979	110.709941214268
ENSG00000008083	6.01139745538123	5.2858254631466	6.40481227204483	5.44716384315801	4.9574484008762	6.47660909578356
ENSG00000008086	1.2124191703789	1.18305271208787	1.21481305263794	1.12653955719504	1.20451672275064	1.2198459250341
ENSG00000008128	3.08174108986942	3.00445918426367	3.54474907848908	3.1554248535477	3.13698444382928	3.11954840074101
ENSG00000008130	70.9783449611241	71.0569243308894	75.5589382836551	72.6837051605091	68.2326379312208	72.3900047248307
ENSG00000008256	4.10853164948921	3.79700185672354	4.7735084911399	4.26321043276831	4.50107873033973	4.74441283429293
ENSG00000008277	8.5511745386861	7.2918456319191	8.71268385842673	7.85714402596591	7.61718600524377	8.73287353626854
ENSG00000008282	118.571211172651	119.300206465749	113.067630067872	114.416123391081	120.626370715329	111.992758139564
ENSG00000008283	1.61958624957042	1.46805541926316	1.37243596911109	1.47534547402115	1.71425634219425	1.49683523600956
ENSG00000008294	35.2403715070571	36.3660715142927	38.843685556991	35.3469861808203	35.19344089709	36.9995771229506
ENSG00000008300	1.79572248518781	1.75529432326231	2.00080061120542	1.74572822007535	1.74918039609657	2.02855427610345
ENSG00000008324	38.2935295586704	38.1723573913115	39.1094127170461	42.1501120762559	41.0659870445849	38.5008958385354
ENSG00000008382	8.81515477144232	9.47069791632676	9.59046582230797	10.2211204826408	9.77715346975642	8.95252170783816
ENSG00000008394	132.344891758862	140.432971006676	124.820604284253	140.314753062292	155.345498005111	130.399910005785
ENSG00000008441	6.84458202045026	7.43910857719556	6.09559265915323	6.69063200190999	7.38499643560259	7.35575408647146
ENSG00000008513	3.17034675394899	2.98031906827556	5.18105525214031	2.63512615988088	2.78081132763595	4.36033307490989
ENSG00000008710	7.71619494677189	6.95769564934917	8.32898468766788	7.39393516823791	7.11553154318818	8.01154492227609
ENSG00000008838	38.5111969265295	38.3184157465787	34.9011099963723	36.9262589973138	35.438392916388	35.3696339396817
ENSG00000008853	45.4440838515215	39.5252619365433	44.5518986832725	47.0818472726483	40.063258662373	48.6981951540765
ENSG00000008869	15.0077995352592	13.7090694479017	16.1160102861744	14.488438222459	14.0856388373814	15.1364657903483
ENSG00000008952	34.7642528094632	35.3010015876694	36.7113664234164	33.9421243197634	35.3337261874155	33.6635410896691
ENSG00000008988	1021.52896057084	1008.05279828194	1104.02679111463	1024.66409243567	1017.62699705409	1094.94267658486
ENSG00000009307	176.707164906468	177.890719874146	173.437035557422	181.084293978045	184.370768452061	172.967328292142
ENSG00000009335	45.3708243726453	46.6665033397417	40.745755855101	46.1179210008184	47.726084145187	42.5552457781727
ENSG00000009413	7.40022986789891	7.81092885838755	7.54895394672123	7.05300642549838	7.56677014977306	7.19552390817479
ENSG00000009724	1.76407323642932	1.77266139128648	1.99062057384695	1.72248201463505	1.97402881305698	1.8729470467347
ENSG00000009780	4.50787005132772	5.04280444496289	4.81253830897278	4.55687192671802	5.15379677147166	5.1080292896874
ENSG00000009790	3.32228252829804	2.75752255362294	2.80650289092819	2.36072095266014	2.66283602082742	3.04170081473403
ENSG00000009830	6.40530551217214	6.04116292759853	7.10189419203728	6.74608793596158	6.76964144343234	6.77922496226217
ENSG00000009844	8.52736342525495	8.34854596039024	8.12933455046441	8.41048903313255	8.78894900799167	7.96884938178944
ENSG00000009954	129.113045809228	130.020256624873	121.11472906006	130.645776255001	132.986583943037	118.715404026277
ENSG00000010017	18.5700072870404	17.4404081809938	17.1564494685349	16.2312082699691	16.5184713748804	17.4695007980243
ENSG00000010072	7.0849842918738	7.30470181805012	7.18997131783234	7.7248661788542	7.80842752372862	7.02312909570587
ENSG00000010165	44.7911580209837	50.0446478987533	40.4556997858372	47.4862153663274	50.4680895502371	42.5180955036991
ENSG00000010219	4.68852818745707	4.55588924385269	5.34615313831838	4.47364362387898	4.85956253666909	5.05735818676308
ENSG00000010244	127.135194997139	124.459839241201	125.064264403366	126.116890942593	123.241390734782	122.072971278709
ENSG00000010256	124.069922899425	128.090235352386	110.239514822078	122.636936093923	118.861712903205	110.537871899147
ENSG00000010270	13.1198085091948	13.9921193271256	14.1432648428007	12.5232118407131	13.6988205491767	12.886414995428
ENSG00000010278	6.66677195052942	7.12163286694665	5.45226202409934	6.85127387944662	6.50918474753555	7.15814267214774
ENSG00000010292	88.4909892396576	83.6828871211544	89.5327769690216	87.5180223465944	85.5440806908919	87.3197976245258
ENSG00000010295	9.16053136265331	8.8092105626116	10.0980507093171	8.90532773120751	9.84458777008928	10.2089872274478
ENSG00000010310	1.48258298411336	1.59409572048267	2.37647092148847	1.50574832387013	1.58550917893485	1.94593826505506
ENSG00000010318	5.08870784063869	5.35295451990543	6.38755476144418	5.10087517009388	5.70275658831758	6.47603528221721
ENSG00000010322	22.0845598595057	20.2602310471844	23.6480102033583	21.6936689615657	20.3427631697909	22.2758247818724
ENSG00000010361	9.5827743861117	10.2452821337501	10.8911668930841	10.4681807183606	10.1069934188723	11.7297071481117
ENSG00000010404	9.11318767552592	9.73404310969925	10.0980303657486	8.68318160865646	9.59406276419217	9.27788329458291
ENSG00000010539	6.32767962897355	7.48535271332852	6.13410796487086	6.76325068367951	7.36749976255015	7.07881176005367
ENSG00000010626	6.6966076049686	7.08003438320823	8.8057500805257	6.96717808818939	7.11181795390293	8.41274660923185
ENSG00000010671	85.440483141118	94.7224968116359	80.15002963402	83.2989516008332	89.3338244757001	81.9533893877143
ENSG00000010803	16.5805948178755	18.4629372861164	17.335840996291	18.6751419440846	18.4666572251271	16.1820347598279
ENSG00000010810	5.42729835250761	5.67494217203131	5.9852289955783	5.5899015541391	5.22181125882221	5.74663895130304
ENSG00000010818	4.29452341428325	3.99960544650046	4.9438779684599	3.79847973176253	3.91407715983995	4.39033560915631
ENSG00000011007	29.7056475162603	36.6148818357677	29.4553892191646	31.6443681337055	34.6811501683892	29.5323454509424
ENSG00000011009	28.2466713578813	30.7173522689856	29.4994917647634	30.7461090458586	31.6277269646198	28.9975741346774
ENSG00000011021	10.9713285761393	8.90183272168489	13.4131799581361	10.9157457111655	9.81438702308215	12.8093850879521
ENSG00000011105	1.63650881793244	1.54977680287995	2.07014133558572	1.34655566604365	1.34715744782571	1.65200140943985
ENSG00000011114	5.30835713269025	5.00703904071158	5.19342433000533	5.19406584218676	4.81248007743193	5.10800434378229
ENSG00000011132	13.4792943548065	13.7647990769837	14.990421462831	13.5924531268178	15.3651816167157	15.5904891384876
ENSG00000011143	1.8144832175204	1.82038249261478	1.57598750333458	1.47784182807746	1.49554782541635	1.49637094275605
ENSG00000011198	11.0826530806495	11.2337096895526	8.6764142738933	11.6494780440867	10.4707871349218	10.4360581453849
ENSG00000011243	27.9043497158485	26.4718301908741	27.7424650293997	26.3550508409418	27.6555830465876	26.7355296569947
ENSG00000011258	18.8144931404805	17.3871402899803	20.55802338443	18.3749989231052	17.9082123661731	21.3095502097228
ENSG00000011260	77.0642703531063	84.5517040904378	71.4672046140475	76.7078736011768	78.9799641399338	73.1344485660449
ENSG00000011275	21.2383778341067	22.2241583166614	20.9151221259996	21.8427285248757	20.4974906458055	21.7279117308968
ENSG00000011295	22.9380993947374	23.0554789804489	21.0532598738817	23.4744256887643	23.1372629598763	22.9276553575794
ENSG00000011304	237.606893580154	232.49757297129	205.536320780799	243.230541024872	236.02926914939	211.093338401661
ENSG00000011332	4.97689847129984	5.98328529944983	5.28688471231816	5.62531875681756	6.12305416816978	4.60813071907687
ENSG00000011376	17.4003553377373	18.4761591067195	14.0491062527607	16.5580786012934	17.7372185933453	14.8585543651542
ENSG00000011405	7.20231530673905	7.38395340092218	9.1727564866304	8.38952356417571	8.76621494404494	8.6725516046941
ENSG00000011426	16.5687103061913	14.9936687320905	14.7159535274086	15.4144095590767	15.6018989193662	15.6393893764933
ENSG00000011451	11.1597111469587	11.2725357041667	11.1093543980786	10.499122485414	11.088388322015	10.79726282944
ENSG00000011454	15.8614674493216	16.2992655535215	16.4927642289074	16.0555340544328	16.8863581210719	15.5940099230649
ENSG00000011478	12.4842133670376	10.6780522653766	11.9476792783797	11.5728018021693	10.6497245599391	12.3749410233435
ENSG00000011485	57.0052795068667	60.1304587988383	52.3894739550494	57.8996208888676	58.2111578303355	54.1195691888802
ENSG00000011523	10.1907170249732	10.1494631293359	11.2661906363988	10.4589803014985	9.48933466689749	11.5105917981789
ENSG00000011566	3.55887107108681	3.77844247131154	3.78676306760406	3.58121074370531	3.50934372523524	3.70130292005136
ENSG00000011638	5.05373966463096	5.47513761642957	5.97003715482827	4.93723999584259	5.06641629685653	5.63284302822747
ENSG00000012048	26.4872850866805	24.4198607445523	24.7196962148657	26.1837255214441	26.6862567637818	25.7986498967251
ENSG00000012061	8.04740366211295	8.29886995674409	9.51179526479478	8.82556733877039	7.28765650533949	8.98304681702269
ENSG00000012124	131.185137117786	111.290359282137	175.014031787624	115.910058275461	111.961471677107	160.154026418215
ENSG00000012174	6.54884803220666	6.43657938095387	6.97781362477282	6.5884130083441	6.83550769552811	6.95787918601685
ENSG00000012211	5.06401826096501	4.78164775922622	5.02584353158061	5.31864593588907	4.86958417835378	5.68258055372052
ENSG00000012232	6.95443732904542	7.02858701089048	6.41991979913565	6.73515651256549	6.85346030083908	6.41885615845565
ENSG00000012660	57.8395876773634	56.0880538862086	59.0468852761517	58.6437566610135	57.9777654241541	60.1107071655493
ENSG00000012779	70.9646345407492	72.0716584628958	72.7999634615248	66.6865217165342	69.0021123004742	67.4743376554701
ENSG00000012817	16.7957539981566	15.1051591311782	17.4001704965358	17.0208604306141	15.5439483212793	16.9757079591953
ENSG00000012822	3.5304738433467	3.27762441261383	4.63978444561457	3.6387761551923	3.19752241707417	4.58252064092177
ENSG00000012963	20.8614680362957	20.7217873266649	22.2983990418065	20.6689214980253	20.3420633365823	22.5248874897312
ENSG00000012983	21.8707965813454	20.9664169128033	19.7404558770407	22.1261772344678	21.8343039376479	19.7978398903687
ENSG00000013016	3.46453490815937	3.41137193904373	3.81851277680951	3.15473335519167	3.50069081583788	3.3620813663605
ENSG00000013275	61.6856780860316	65.837868086377	53.4140663405256	61.9713743148356	66.6608163618022	58.1501296599175
ENSG00000013288	16.9262185090226	16.4216914259196	21.1203813551816	15.1676503506287	15.3803093288752	18.1681449614563
ENSG00000013293	1.10501970265715	1.11312621501959	1.12935009301956	1.09557924048641	1.11714281435138	1.08645913057722
ENSG00000013306	122.930031381208	124.693846743908	113.418800032829	127.595101437507	116.38657373639	116.383395163171
ENSG00000013364	3.51813909260141	3.52109850615081	4.35130205914536	4.22304784282654	3.88541247981293	4.51106412172643
ENSG00000013374	39.9291194967549	40.1900005991509	42.2455956986898	41.2575498389728	42.0097566182218	42.0581826763381
ENSG00000013375	5.24803747078131	5.28615776625574	5.07674366122702	5.29010985008789	4.95939284461911	4.81145120320097
ENSG00000013392	2.1301669248538	2.30436245343436	2.55683966392815	2.35584705166229	2.17769333990773	2.44548602912129
ENSG00000013441	31.941863449901	37.4207963672816	49.3635843765003	31.7681698357661	38.4020486126266	48.5337307155368
ENSG00000013503	11.3952684401608	12.2238003659559	10.0931600175309	11.5947073601306	11.9102575637201	10.5361341320614
ENSG00000013523	8.5608707682908	9.50067072615863	8.58872994479818	8.83019195807232	9.15285114321177	8.86393422436618
ENSG00000013561	11.4276757518447	11.2763481674577	11.4789737985259	10.5290439903644	11.1946627983798	12.0825854921401
ENSG00000013563	2.4750938953672	2.96122689640721	3.34084921277068	2.66957475266969	2.37172202331532	2.70709151530083
ENSG00000013573	40.2319584886706	36.0525947274196	43.000398960469	40.2659114549103	36.5646716793269	42.1989415319383
ENSG00000013583	7.96763592391842	8.06951694994835	8.20697530218512	8.6019570047234	8.9292827853358	10.1851503321222
ENSG00000013810	113.868978039741	113.292015277535	104.437169324716	115.79995287755	109.751907666261	104.182770215194
ENSG00000014123	23.0069209382548	22.2885471348774	23.5587631900829	22.8911537550832	20.6013684984926	22.1898229530768
ENSG00000014138	27.9179662531567	30.5236712052833	25.581973214054	30.0125557353546	29.7537107069395	26.4795838480424
ENSG00000014164	6.97038615411742	7.06374304308139	6.88989496471777	6.92766665768922	7.17525331433971	7.41531281471747
ENSG00000014216	31.4528211345635	31.8785550182227	33.4580623462463	29.6075486222015	29.645307951999	31.6206285606894
ENSG00000014641	338.026539447778	339.490544415719	336.199860813555	342.481375079067	337.126805647344	332.466694587952
ENSG00000014824	12.7045685317848	12.458237289068	12.9495868149011	12.0633633393887	12.5216773474685	12.8557493579064
ENSG00000014919	39.9092203539411	41.1331916269891	41.7863694254294	41.7624291325854	42.9523788183328	41.0286062813445
ENSG00000015133	34.9080671426014	34.5741316886748	35.5206416481821	34.1381428121368	33.3935743400198	35.5461334395909
ENSG00000015153	10.4042209653006	10.7880799419921	11.275009442614	9.65788201526389	10.1848590899633	11.3463592530343
ENSG00000015171	5.25134410268137	6.06858060131948	6.10516477286941	6.28640090108466	5.79783703038662	6.50483273707718
ENSG00000015285	31.6204282852869	30.7786865193801	31.2038781720883	30.686567165817	31.3288218199915	30.1260991379745
ENSG00000015475	25.0922075038374	28.3864213577433	24.8896906916817	28.5658922233306	30.0837506207611	24.4651192509484
ENSG00000015479	1.71462405555778	1.91359237627394	1.98352571896568	1.67312558792805	1.85198014580477	2.04734878481897
ENSG00000015532	6.71873755815104	5.50915037919332	6.19659965797188	5.79851046529403	6.09835738045076	6.74964312324487
ENSG00000015676	13.5890342918904	14.3364730582965	14.9335577264163	14.2554726427148	13.4007626942682	14.3798470971615
ENSG00000016391	4.64470509533557	4.54621634816963	4.66962955944002	4.93926416682506	4.59957769500968	4.79275262884542
ENSG00000016864	19.765811065121	21.118338809224	21.3474828229766	23.7771735236927	20.5767980309644	21.354401839445
ENSG00000017260	27.0928105690358	26.8503403868698	25.9863328139057	26.5434249165416	25.852499140053	24.2918871304046
