C1	C2	C3	X5_uM_thapsigargin_rep1	X5_uM_thapsigargin_rep2	X5_uM_thapsigargin_rep3
ENSMUSG00000000168	31.9751212734535	26.6582864261375	31.2436234141342	29.4329899802818	24.2965149990355	26.1980586941858
ENSMUSG00000000171	313.025193553344	345.542615647166	295.093466948149	159.752699176502	198.976427303893	184.085082433365
ENSMUSG00000000184	75.2589081662265	62.1712529647409	77.3898478946337	42.5249983613078	30.2077157677011	59.5852163426127
ENSMUSG00000000194	9.4508603291412	11.0333198898569	9.8298591129113	10.2653757208618	12.7186536744419	11.5806993523227
ENSMUSG00000000204	1.17556182157612	1.29680653105725	1.17514966497486	1.54173731494273	1.52342462981124	1.47706784407837
ENSMUSG00000000266	3.54487839404146	3.14738211373731	3.46056984295163	4.75712539933679	3.88651658080705	5.0301854405998
ENSMUSG00000000275	21.1749552512096	21.2448248198095	16.7698738426435	14.4658144521716	18.1903540459497	16.728791802127
ENSMUSG00000000276	1.89353192011121	1.74019033447054	1.9805597872645	2.57755934109138	2.13068304083315	2.1136844165032
ENSMUSG00000000278	65.7488407184478	52.165841436868	51.5585874597214	58.5009581102258	57.9513721194447	91.298536793196
ENSMUSG00000000282	9.17498458586219	9.10947626733224	7.09979234107146	9.45807534082842	18.1833644659766	7.50296958723271
ENSMUSG00000000295	8.97068346082895	6.24118267775696	6.41978819473283	7.27697964947012	4.59684445799602	4.59509519539216
ENSMUSG00000000296	4.48853508894654	2.87943012007983	2.94903893244146	3.85429979579434	2.56788094329923	2.59166636585653
ENSMUSG00000000301	5.41079676807819	3.86304702540611	4.16599932794552	4.42045270993953	3.39933924238581	3.46184423319709
ENSMUSG00000000303	203.088510040584	176.497061498014	195.115941517959	174.568575734999	144.41913387828	199.484848308988
ENSMUSG00000000308	483.794236284336	644.204065965226	514.126354544627	321.010007320685	500.159489024612	432.592193770443
ENSMUSG00000000317	1.55050401251597	1.72386802662548	2.09620868749287	1.51710721116176	1.77090759320573	1.38836580149366
ENSMUSG00000000325	4.34272996795259	3.25975987403307	4.50814780219622	4.03375880922292	3.54787293905754	5.28717928619196
ENSMUSG00000000326	57.7351369577468	53.9462592511793	69.44465462046	49.2963858910465	40.6945874178742	53.149071316272
ENSMUSG00000000339	15.3566542350629	17.4321220887263	16.0954950903034	16.2399515072643	16.1237298764396	16.3844671983993
ENSMUSG00000000340	12.1496949721244	10.9646431378032	12.5031178333242	9.3143630852938	9.36168920113536	9.67562061720981
ENSMUSG00000000346	161.878718907397	146.089870749208	135.217840599198	93.0300037064065	93.1840257870377	101.925812307693
ENSMUSG00000000355	41.7043932380776	40.008641759948	42.0981657044263	40.723447204657	34.701410239352	38.7498503012527
ENSMUSG00000000374	29.5687122316514	27.9661482931856	32.1136475198988	24.0416319738571	22.2622618169369	25.4239792381922
ENSMUSG00000000378	14.712971990996	10.2850225071781	11.4712119405939	8.07355327306454	6.56385738052045	9.41682195049103
ENSMUSG00000000384	46.9696299826788	39.5876920926325	54.4912474053404	64.5536363207539	47.7300041875921	54.0990535887956
ENSMUSG00000000385	53.478558146496	46.4941781120471	41.1739468153576	63.374702467397	48.6671926862281	37.1384387960244
ENSMUSG00000000394	70.2744787562385	73.9426298972783	243.967804278499	33.6452030698641	44.0068519310469	173.660962580722
ENSMUSG00000000399	115.369637294366	105.995232384648	93.5458063699866	72.0513243285277	72.3235805991055	66.2865757357987
ENSMUSG00000000409	1.60423799112894	1.34847536865294	1.33774264916256	2.47776080466038	1.56506098237654	1.87525979946084
ENSMUSG00000000420	33.4263111816776	41.5387397362541	39.563063237797	28.1908505165872	33.5255924935889	33.7823405017547
ENSMUSG00000000439	4.55802097986602	3.96116964489641	3.79264001941202	6.15449321198693	4.13056420744683	4.73419224660358
ENSMUSG00000000440	19.3555653901226	11.6265894502982	18.7007009186849	28.3863576298823	15.7124978684758	22.8841540036333
ENSMUSG00000000441	16.5097395312	13.8292029981684	15.3317130349812	24.4712189043822	19.2947882085639	18.3080843953809
ENSMUSG00000000489	6.84568785688549	6.24657669991984	7.6768939200568	11.6507192760205	16.502888008939	11.7637393554147
ENSMUSG00000000530	1.27362242363852	1.43629170861058	1.28874859603521	1.53362351171893	1.75886984790949	1.38573401858976
ENSMUSG00000000531	4.91927445959355	2.74423785991973	3.51896138932204	3.29551410040519	2.70869858285572	3.31007288843859
ENSMUSG00000000532	32.2310439876897	31.9777204880521	33.5367045362982	21.1612577130204	28.5908428762927	25.6738867641129
ENSMUSG00000000538	12.4816096774032	17.4760444911741	14.0445105956543	17.2285051759044	25.2711203703958	19.8909650886314
ENSMUSG00000000544	138.243309812777	157.513599603383	156.302652520601	94.8621864372383	113.844527000266	130.164597624323
ENSMUSG00000000552	2.49944351007012	2.76039850689059	3.66675639819391	2.03138011867001	2.11405509782283	2.56713650506186
ENSMUSG00000000555	1.44593630526881	1.2168090725921	1.26845318978874	1.67992634418136	1.40762657810767	1.48251775231254
ENSMUSG00000000561	9.40355100043813	7.13154967036908	11.5917391895602	10.2934202902087	5.59931850722557	11.1046088294519
ENSMUSG00000000563	177.885271939419	181.478050971134	143.547559389774	141.144657701604	140.073266964908	121.331770173996
ENSMUSG00000000567	12.9873413637109	11.6011998011467	9.12302567151914	13.5488634291533	8.51528906212661	9.32502246984158
ENSMUSG00000000568	23.3224729596043	20.9884980288642	24.1834859293347	25.4332488827044	18.8170983912151	16.7489716644762
ENSMUSG00000000579	4.25699770500325	3.86494237588446	5.21794119348796	3.97276807255783	4.51563704086068	3.89007888135117
ENSMUSG00000000581	16.9207893368745	16.9822390406826	14.9232109390574	12.3901304724563	10.2171679259318	11.4352410007737
ENSMUSG00000000594	6.60680733469419	3.87815154250161	4.08861512434387	2.86427933472746	2.12567560760017	2.37259597300376
ENSMUSG00000000600	4.61420628098834	5.18571767857998	5.61515247635839	6.92007322534993	5.85858627748571	5.7488190220261
ENSMUSG00000000605	13.9009904350076	14.1605560642011	16.2611665541443	14.6943396306156	14.6132957759148	15.5238300474947
ENSMUSG00000000628	12.8816300547164	7.98458741414743	24.6485201561586	21.2108706141931	19.0719467746557	27.7637552294226
ENSMUSG00000000631	21.8656334910812	27.0171772522009	36.0783861832706	24.4429397116177	34.663863015093	32.9574447665397
ENSMUSG00000000708	7.80487380152058	8.89214167630881	6.90185752678304	9.67426219155094	9.41913632332852	7.48255666449069
ENSMUSG00000000711	25.4735387601912	26.284846748901	20.3739373127278	24.5123855386551	23.3017631242079	20.4274089362694
ENSMUSG00000000732	10.967922747521	13.1066265983699	10.8621384563058	9.78511796769296	16.3861919939857	10.3769961286961
ENSMUSG00000000738	35.2612758721814	28.8346005931582	26.0316420162405	27.4331019190242	25.746949206171	21.8683420421309
ENSMUSG00000000740	687.945048069421	323.366869928801	463.676449987876	569.984230540645	272.267502935162	418.304477808309
ENSMUSG00000000743	61.4280344259164	67.4233599256425	62.4032588099279	52.8897860350512	56.3669807670037	53.285046628067
ENSMUSG00000000751	16.3564758706653	13.5206977373618	10.9237870253294	11.3248557992911	7.6732045184556	6.12581151895889
ENSMUSG00000000759	7.93983448639681	7.57889455903493	8.12995273154432	9.02079428706558	7.87676083351941	8.05436217905288
ENSMUSG00000000776	10.3812507661416	8.05532776228768	12.6875698685018	16.4930348141159	11.5455929234666	20.0615235903712
ENSMUSG00000000782	5.27441525088383	3.80849348536313	4.29421579516272	4.77724011827094	2.29572678126189	3.04755168214983
ENSMUSG00000000787	110.039287157321	122.603505868034	174.21050487333	165.344296350396	158.72858557377	195.573142711615
ENSMUSG00000000804	7.8768160425238	9.09058434696082	7.81057531816074	9.50518141411344	13.0223758967541	8.49274898868297
ENSMUSG00000000811	6.71710840219558	4.8431468762225	6.46449980847117	6.09675796742445	3.79658312866503	5.37897504737755
ENSMUSG00000000823	3.0024944741591	3.73362974450619	4.22877007534215	3.36630198851785	3.95548016148158	3.6351872497336
ENSMUSG00000000826	23.6377974648484	21.5212305631061	29.6893378413725	35.272319972922	31.0121254139698	36.9000237963773
ENSMUSG00000000827	17.180933270629	14.6941244787212	13.5747275985444	20.9048180754624	15.4330089451561	16.6953103708093
ENSMUSG00000000838	16.9442174985847	14.4703236741939	14.2481879499479	14.6113110348101	11.8832525120337	11.7121958055146
ENSMUSG00000000861	4.04758984561167	3.24122952018042	3.97596223212709	4.97615491177142	4.44522310971765	4.61363711037496
ENSMUSG00000000876	24.270420447171	27.5909571464146	13.8611338073384	13.2104274985068	19.4728661804858	9.29794801776316
ENSMUSG00000000881	16.6832497790497	15.7604953924925	19.9171052944554	21.1273734222491	18.5895305975273	22.8823783222171
ENSMUSG00000000884	3.38588776192804	2.61707594412411	3.54007910571845	3.5141565332455	2.42733036876072	2.94770350873439
ENSMUSG00000000902	10.2824142945773	7.71560546441084	9.66135977987247	15.4486661325087	9.18945151300253	11.6189158054957
ENSMUSG00000000915	19.3304962465967	21.6113590001616	17.4192041539578	21.9859501762005	23.4333611155426	15.6147404226326
ENSMUSG00000000916	8.00140231361626	7.30433911635361	10.690817129986	12.5613741508723	7.84796506589745	12.6129974216291
ENSMUSG00000000934	9.94608796639937	7.28752007024506	7.651215969137	9.68256666944386	6.43228954966211	6.50820937340043
ENSMUSG00000000948	2.99443045331995	3.07215069625171	2.31210917422947	2.37117843268023	1.85576636122889	1.71326991499453
ENSMUSG00000000957	11.043263953848	9.16309623943891	4.38409575051846	7.36488889658799	6.43517962176062	2.68215885297979
ENSMUSG00000000958	38.2856573089013	54.2219529219078	32.9242147915835	47.6644795578044	69.5482346641331	38.215491057559
ENSMUSG00000000959	49.6612360652018	36.4951565459659	32.2971467544065	38.6797299635277	30.575664343801	31.1218637521506
ENSMUSG00000000976	5.4517795469205	5.27811198167526	6.31780324103686	6.91778226132062	6.64349593688299	6.12277597652448
ENSMUSG00000001016	21.6611743361768	17.4723893351528	19.479025562818	19.2164487492213	13.7263238093315	16.2800952903641
ENSMUSG00000001017	37.8736064026621	31.8054121189245	37.5066774530402	53.2640343227528	44.1506834481416	43.4329881748035
ENSMUSG00000001018	10.6350051732058	8.79698144976458	12.1581308352231	10.7082844097337	8.58690936685442	9.50047062643425
ENSMUSG00000001025	4.90478190946674	5.50099712614784	81.1685553386551	4.12504004773052	6.07792858483495	50.158281719076
ENSMUSG00000001034	5.79317465748857	5.06555379870079	5.37966151407016	4.92851665069152	5.36995603996958	4.87855678095441
ENSMUSG00000001036	5.12539038208344	3.67421288801935	4.80737030813474	8.16373078499954	5.2763482239314	6.02299794477087
ENSMUSG00000001052	12.0888904605746	12.4798247685038	14.4402709764044	15.3149747896236	14.9604625361976	15.5919159829667
ENSMUSG00000001053	7.10619887951177	4.3730539651874	4.84520553042494	5.93433178482352	3.66995188388941	3.89433975226671
ENSMUSG00000001054	10.3078318845882	9.84278632037559	10.9287440093907	12.8740330328862	14.7322850939017	12.2083913662662
ENSMUSG00000001056	75.3999436901748	50.8356564400723	54.8892824295681	51.5969318213344	29.0156845352381	32.7586569001991
ENSMUSG00000001062	3.94456218689654	5.16524380923188	5.48221524333616	6.72711587753795	6.08758398162641	6.53350192863318
ENSMUSG00000001065	3.91854837683866	3.98460670539504	4.97642968410818	7.16072539303023	6.65537401454318	6.78851779748365
ENSMUSG00000001082	21.9154429965504	16.3207774053557	21.7092043309351	17.1910994297977	14.299847970894	19.4829808607379
ENSMUSG00000001089	17.5731899174585	17.8176374594277	21.8086219167761	24.1041331923861	23.3889796744383	23.4325715133465
ENSMUSG00000001095	3.14147087928438	13.2934572557522	8.42640482467187	3.18582101815218	35.356794109335	10.4644574075723
ENSMUSG00000001098	15.8320337482994	13.1428769820686	14.9235107181499	12.0805086035775	11.1496127911839	14.5278459620508
ENSMUSG00000001100	49.9523967447965	38.2818716842885	39.0949063436058	36.4684626431364	26.9084046080491	31.7492814557174
ENSMUSG00000001105	24.8571315377761	32.0010837478909	28.8239745419785	33.510421129948	34.0303761642866	38.2353061292114
ENSMUSG00000001123	387.678660882497	355.386831734291	234.482497469336	232.326985229215	218.088423381976	202.770073160919
ENSMUSG00000001127	25.5989506397875	26.9853466998424	31.558641617706	34.3044710429256	33.1375119925509	38.6269399725108
ENSMUSG00000001128	1.62295114814842	1.97072238346118	1.79280814122345	1.60134945641587	1.80584589873029	1.94701750453873
ENSMUSG00000001134	16.6181134087996	15.51978806256	13.7531039488028	16.712093841158	15.4212866369999	16.5762056941158
ENSMUSG00000001138	4.8998013202965	3.87762161945078	3.12132538300775	3.12598716480888	2.75573062455249	2.25340683654145
ENSMUSG00000001143	4.53538230489855	4.22412636748273	5.06293476906517	5.7508041932275	4.34348614264405	5.35651074731484
ENSMUSG00000001150	7.41499490607826	7.66150375975078	8.8775565515903	8.29261060698988	7.80832819544748	9.00785668655267
ENSMUSG00000001151	5.32947743777543	5.38543250307881	4.0356331614512	5.53692421326955	6.11902890888521	3.77560352659407
ENSMUSG00000001156	8.01922701367893	11.877409721524	6.15213384413174	13.2939471249932	26.2498271947595	9.02095513240604
ENSMUSG00000001157	20.8007976939243	15.4515738517907	19.1085199908284	16.2775001634948	12.9427431812409	12.4596664645103
ENSMUSG00000001158	28.9101836930589	21.5426105984602	27.4791662662458	36.3914752412773	25.5911356624998	30.6278666671829
ENSMUSG00000001173	4.52309206262346	3.69605700693398	4.68240976575276	4.55841357381131	3.6650997393052	4.62684222603086
ENSMUSG00000001175	227.941412922538	276.405969396388	245.516500407074	146.709103502145	178.251531937741	188.02916807802
ENSMUSG00000001211	31.6108515634106	35.6658318516394	35.4003484634511	23.8635528341234	30.5909249258619	26.5035535529364
ENSMUSG00000001225	29.9162727451203	52.4901763478725	30.7716600662493	40.696813816482	80.4804672675392	47.961823913872
ENSMUSG00000001227	2.33295720294996	2.86919085685717	1.963701234797	1.9385416446137	2.91564040349743	1.67388812521848
ENSMUSG00000001228	39.6966748055543	26.6556417804377	25.5577646825091	17.4748785050901	9.21066932995209	7.43345025562246
ENSMUSG00000001229	11.7179237903413	10.7665598282338	13.0064881596732	13.8291677059279	11.5490014237884	12.7251104659795
ENSMUSG00000001247	44.2786274418283	35.4242159068811	39.4509740746693	32.2907496639785	30.3471910013174	38.6359975447484
ENSMUSG00000001270	97.8433802736369	118.187901987507	59.5099745918352	68.1030412584686	76.5164072770796	23.9973018621006
ENSMUSG00000001280	19.2426000498587	15.847369679212	18.0791405836457	27.6898092582585	23.6590335825644	25.0301798794636
ENSMUSG00000001285	16.7911611037493	15.0230390193701	15.5659470032161	17.8910852616093	13.9658911135346	16.0483001101282
ENSMUSG00000001288	6.30234354107282	4.87505419134548	4.13516427060271	4.88681226711509	4.4298621413586	3.17241983215016
ENSMUSG00000001289	96.8341177957837	78.104651961989	88.3870315283867	60.2403406846472	54.0845114119735	66.0565133476343
ENSMUSG00000001300	29.840713406469	41.4277439556077	33.3519017728233	28.6205302911537	40.0061663873026	37.9915252337504
ENSMUSG00000001305	10.7534017261467	8.12027078795746	13.46146778733	15.2201283688572	8.60037500170668	16.0087305038427
ENSMUSG00000001313	14.4013451370054	27.6765371497451	21.5061882156937	12.7976356064787	23.371898152921	19.9001408557911
ENSMUSG00000001323	6.24113975273646	8.79268336362219	6.55590213291198	7.43091806646749	9.27665294155945	6.3468630067946
ENSMUSG00000001348	51.7268998611096	57.84517782596	37.1171595953595	37.0518552215914	42.7949741998526	24.7898879839633
ENSMUSG00000001366	16.2625002244945	21.0184719051341	17.1156411462641	20.618796158333	25.2183150478028	15.1991102501861
ENSMUSG00000001376	9.01029547277263	7.88638847133973	8.58770257265632	11.8554392769073	10.2785075258323	8.54105304659919
ENSMUSG00000001380	27.4497299471953	24.7036658752887	33.0865303211175	31.4563599029663	24.706769534646	38.134572399287
ENSMUSG00000001383	27.5285554294575	23.3909816420914	20.0632487818433	19.3633376353239	16.2335370860342	17.1423319071582
ENSMUSG00000001403	51.8178583121917	31.2244045571145	25.2406713414102	23.1057098917133	14.3046510560489	11.9163109722748
ENSMUSG00000001415	22.5794107503305	22.2657272793103	29.9236436633518	45.3493837486483	37.8893858628123	36.8006096594821
ENSMUSG00000001416	89.8924373386133	67.901777573583	91.4296237884226	75.4370251871208	49.2154548118324	71.519349665421
ENSMUSG00000001418	17.2350266018237	18.2008040649093	15.6308073743945	11.5725525596774	16.3485387974155	13.3783575439352
ENSMUSG00000001419	12.8363968638108	14.1108937765453	15.4502265718835	13.0641254313242	21.6396947177604	17.5257162741487
ENSMUSG00000001420	7.45006057307913	7.29316472666722	6.69755148746296	6.56729857386199	8.26249091833578	5.81949154020387
ENSMUSG00000001424	78.3776741236194	57.2541311014756	70.2230997513088	84.0964880863368	56.7004495837928	73.3170812934721
ENSMUSG00000001436	28.6768295820228	21.9873598678653	33.8605305431238	42.4820987663868	71.8413464897413	35.8789929126989
ENSMUSG00000001440	74.6097674675472	62.9499303583502	82.6498784321125	76.3993215148728	53.2272658949584	67.8619323057548
ENSMUSG00000001441	67.2231936398509	61.5986560096858	56.177137636652	60.9734590679698	66.6736806989	47.3601578636476
ENSMUSG00000001445	40.2188663328775	33.5558070822192	30.4590039554584	34.1716825530538	27.770613549266	27.3483155094936
ENSMUSG00000001467	128.73231448696	116.265677781685	125.709786742117	130.838309626437	109.731097381587	147.166391063387
ENSMUSG00000001472	47.5657058817244	48.9675936899991	51.9172937092901	52.6418609865321	60.3110212204188	63.4997710656713
ENSMUSG00000001473	1.7777944924701	2.3619978023536	2.24731952648591	2.2634455371376	2.33395448334687	1.85424266790315
ENSMUSG00000001482	7.12283314987797	9.32078226692764	7.69776069257675	7.76942618758468	7.13204516028033	6.69734946770684
ENSMUSG00000001507	31.0859389521112	36.3957759668928	36.1334320564112	15.2086703268117	23.5063313075152	23.564710862523
ENSMUSG00000001517	12.5364168763444	9.43162928972816	6.81179118332959	6.94856945253161	4.52222265256356	3.54466422943427
ENSMUSG00000001518	4.50594371850593	4.55194638979253	5.51317807985158	15.0951646712437	11.6960126203977	11.18850681635
ENSMUSG00000001521	2.32977944132895	1.90670100356065	1.5678621210838	2.53179258125225	1.91260638456683	1.72163361182868
ENSMUSG00000001524	19.5272059837026	13.4387294016236	16.1703791418162	17.7821690696207	11.943054687724	15.129822668598
ENSMUSG00000001525	270.170651399905	180.976167646053	166.917578368174	145.860497866762	80.4160850720227	73.9716714434785
ENSMUSG00000001542	7.14080728596613	9.10606811085086	7.11199429809234	11.0194708673619	14.5495040905103	9.35430954815365
ENSMUSG00000001552	82.4841482316763	75.4958325701874	96.9675467927146	57.520046165931	73.9453551379829	99.4262735291049
ENSMUSG00000001566	6.02455065971441	4.06214830467846	3.6596122401052	4.16867996592283	2.54734263650141	3.93301234256473
ENSMUSG00000001569	6.17066223236386	5.79507464022924	7.20982780080571	7.15391162998409	6.30934756802278	7.04743842199301
ENSMUSG00000001576	42.4676839399707	26.5951068189099	35.5833769477329	28.2312731767725	16.5687257733919	21.9652298696987
ENSMUSG00000001583	11.9975809556508	12.0496941087619	13.018519523653	15.0748920232168	18.7324591050988	15.3959103504472
ENSMUSG00000001604	32.475759996192	23.380857412632	36.2868787864613	28.9883806277346	21.1067513756354	43.8044720471737
ENSMUSG00000001627	12.6360830036283	12.99799544772	15.8356171820306	47.5908845093788	55.7939919831626	55.5865494341559
ENSMUSG00000001630	10.2649825306438	11.0789361287791	11.4539278939046	21.6740994825963	16.577528332542	14.2054046088248
ENSMUSG00000001632	9.98469089171427	9.48825632226672	13.6085350826418	15.8187428130967	17.3430673225928	18.6118445594193
ENSMUSG00000001642	7.44067505737928	4.74993503934703	5.0105004298555	5.50891783135988	3.52416501597282	3.67908499952884
ENSMUSG00000001663	71.4306364320435	91.2086721158783	76.8104198771995	50.2874079914941	58.1546681174183	64.160229039838
ENSMUSG00000001665	34.1158947379939	30.3607865430354	20.681391522328	23.9891900619998	20.8300146151462	13.5614000043146
ENSMUSG00000001666	16.0966394856022	16.7546458216218	14.024783406772	9.97868836359128	13.1560199244669	10.6235729115886
ENSMUSG00000001672	13.863824335048	14.1666888415014	10.7876607633099	15.3293485258552	18.7365657236875	12.8221173996432
ENSMUSG00000001674	28.6759553450808	24.0940222342718	35.4155154368334	45.1061166204404	26.3285567523731	40.7214969114052
ENSMUSG00000001687	19.0851307127282	14.7297715379157	19.1374209914656	22.3220855141337	18.8352038424008	20.9668602105623
ENSMUSG00000001700	55.6385006245741	126.960822134162	98.8291139095751	73.356033410337	196.527386835182	96.3270819260403
ENSMUSG00000001707	14.4456561989954	11.1147554558942	18.431135087137	21.1865995053849	13.5165019710571	20.8747555329733
ENSMUSG00000001729	77.7633078630944	62.1642005382049	76.9748417761882	44.7372906556841	37.7340195320945	44.4126554074116
ENSMUSG00000001739	309.710971545506	342.660468760927	296.394006370793	169.981288818549	272.240173152128	209.085593300369
ENSMUSG00000001750	14.6263184374563	20.7445911419968	23.3700109431134	17.0098220191062	20.6395846342376	25.5106371394726
ENSMUSG00000001751	7.92159339447511	6.60016641131585	5.41138355412171	5.22729875689842	4.59672688332101	3.46809500957044
ENSMUSG00000001755	26.2301860825055	22.6089363285933	20.2510050041288	19.9669550259985	18.4182112999175	16.8377613881824
ENSMUSG00000001761	14.3617768700738	6.57830644094031	6.97087090232292	8.66320795678832	3.12642016609726	4.18376371394718
ENSMUSG00000001767	8.65550263070263	8.57737876750268	7.49743482962521	12.5826925817257	10.0835762849376	8.28786326676899
ENSMUSG00000001768	14.4836631096067	9.88971900367622	11.0456686524363	17.7594470793596	12.4315631255938	11.0117818193085
ENSMUSG00000001774	9.78644914376136	9.73725258336265	16.1157501677071	16.7394592353989	11.8843363954128	16.7944594477555
ENSMUSG00000001783	90.8020768182985	69.188202106955	78.2507920062176	86.5091895424717	60.1231003458402	83.6739740960635
ENSMUSG00000001785	19.2633986898772	15.7428655867934	20.5021151459366	27.0693154586964	16.5402196457359	23.3351105208155
ENSMUSG00000001786	5.0753542311852	4.6621420257692	5.55305029243978	6.74931885069922	6.08789872945997	6.58027164440165
ENSMUSG00000001794	95.5752044885876	74.6944508633248	71.1907903645124	44.6722333113608	39.2168580111418	48.7202860394494
ENSMUSG00000001829	14.7763301946897	12.6179292940937	10.9078122565273	13.4629927274796	10.9679727145751	11.6992945737481
ENSMUSG00000001833	24.3956524288253	20.7264646427112	22.6529646668323	28.4177095999131	23.4195188524803	24.0160074995069
ENSMUSG00000001844	16.3680520348839	14.0624612344987	16.2472662896736	19.7899209351737	13.5343678535783	14.6836305381113
ENSMUSG00000001847	75.6946054947072	68.8066180428541	65.6844833890361	53.7079919726226	51.597737097538	54.2998056808432
ENSMUSG00000001855	7.32627876051531	7.02086448779585	9.74191990228231	9.22656421452263	7.56781982057621	9.47742863920534
ENSMUSG00000001891	69.5291011258392	73.7079634535261	68.4380393612742	61.7751850869316	70.7989011027595	54.3156427421876
ENSMUSG00000001901	1.43326447404287	1.56841570991337	2.28147055950028	1.44939142640981	1.49085108837376	1.74033191830655
ENSMUSG00000001909	21.7109322953314	12.673754222661	16.2129839799463	23.1754973915514	14.1571868180852	20.1434771658845
ENSMUSG00000001910	33.9445541612893	29.0434800401894	31.9020719139735	27.8215196976968	23.5810574053067	26.2440179440965
ENSMUSG00000001911	8.14838407450148	6.39103177213587	6.74993085693851	6.97017658904347	5.25712596907588	7.17139452224998
ENSMUSG00000001918	61.4847897663156	39.5727596608655	66.940760188857	71.6359431647381	46.8412899813653	84.0079440640541
ENSMUSG00000001924	109.341806281331	102.912591893482	119.87749078926	105.088341705732	88.7305467481507	127.446028441312
ENSMUSG00000001942	10.7013562782969	14.0696024630561	8.68476193293973	6.93039224777443	9.46024295836024	6.45625034973623
ENSMUSG00000001946	2.24195476282089	1.89818825582557	1.83934906473985	2.73131761832864	1.92008884638892	1.84371515945584
ENSMUSG00000001948	3.60181016271504	4.36752684529372	3.72640615481104	3.41891604315929	3.86663163801425	3.28816618112908
ENSMUSG00000001962	21.4331992203458	21.2009037685445	26.7905097921681	33.2096345484797	34.5608134021285	34.1315715690302
ENSMUSG00000001964	31.5831555008399	22.2365228042794	23.2084320026142	34.0545473089846	23.1203315826657	24.8894071640628
ENSMUSG00000001983	24.5309118863965	23.0379624292915	24.3813465995226	22.942649312489	19.460029911898	21.6548078470935
ENSMUSG00000001995	7.81370912567527	7.40612769847599	8.14334805523383	9.32188730791025	12.2827450409144	9.2973473038499
ENSMUSG00000001998	4.90740567596717	5.08612260843335	5.10306145603854	7.83291197061128	7.77833746232196	6.47840619415696
ENSMUSG00000001999	18.355977548843	15.7813567722627	16.0411845169913	7.34101562742472	7.96591488037464	6.57118722361862
ENSMUSG00000002006	1.15752804050843	1.1698739049709	1.28164555698809	1.4193716263383	1.41114862838421	1.92076281585025
ENSMUSG00000002010	86.4895082785487	76.5352432777365	69.4103788085336	63.9554465757495	60.3686303174189	60.4146773892466
ENSMUSG00000002014	45.2503935896987	34.4793794544102	37.313193390827	45.076455766181	33.4734219881829	39.0184611731924
ENSMUSG00000002015	172.561786852303	203.111017385166	161.574519023095	103.538171399433	127.485476566768	127.52176195956
ENSMUSG00000002017	15.7262901245856	15.4800448902076	22.7990261765888	20.5305482012029	15.5229440617396	21.6933578214872
ENSMUSG00000002028	4.28802810513741	4.92564197842977	4.68366053740319	5.06799196613817	6.00480466069268	5.81957951020586
ENSMUSG00000002031	7.92262427031794	6.55220146015902	4.11113964749716	7.20813397527824	5.8739613911577	4.44918017896479
ENSMUSG00000002032	2.29814259990515	2.65634155787746	2.77356287472411	1.95141513737435	2.29821936148069	2.37381379221826
ENSMUSG00000002043	99.0341868818385	62.2096333439474	46.8727178047018	67.4060299285983	50.3468874097373	36.7165048778198
ENSMUSG00000002052	15.4087043363434	16.9908652780357	21.2291053102145	24.1496060161802	27.4805539397516	30.2266216306858
