ME.1_DMSO_rep1	ME.1_DMSO_rep2	ME.1_DMSO_rep3	ME.1_AI.10.49_rep1	ME.1_AI.10.49_rep2	ME.1_AI.10.49_rep3
ENSG00000003509	8.69821068025731	9.29291380620175	7.59777297388844	9.23644026454021	9.18820200962515	9.77898167937583
ENSG00000003756	35.2064888413734	38.7445936895537	30.7928446172212	49.0889166944094	50.0742696734192	48.5883287477109
ENSG00000003987	1.70830568587756	1.90824446411758	1.72416897328666	1.97658049128654	1.96728492045976	1.98323435676257
ENSG00000004059	56.0971580615251	56.7764748562902	61.3059495151997	47.275447916895	51.3172878801788	48.2863404479969
ENSG00000004142	40.2685630692426	41.5945119224087	42.5786904887062	32.3389536612829	32.6999820644247	32.9684710413616
ENSG00000004399	38.0232677426166	42.2884878156071	35.3570078690957	20.9012986955628	22.7953254163852	20.7821632952372
ENSG00000004455	208.553863370013	205.832331251198	223.131250844191	175.990487095985	180.449347827855	187.714684562693
ENSG00000004468	1.73751689212845	1.70497145389909	1.56866358473311	1.58853057952708	1.64233613165402	1.67821331689317
ENSG00000004478	52.1495848933517	56.2431950937517	61.8072450513102	25.2104785164951	25.5769681104395	25.9502505799913
ENSG00000004487	59.6668122860097	58.9240753055137	56.458194009754	40.6986907361426	41.2659666880238	40.4335958975808
ENSG00000004534	34.9011101554729	39.9645296643499	30.7794918538195	29.4220647703989	30.7882258089288	27.8867787010098
ENSG00000004660	3.93283173755055	4.60595117516229	3.80105127072897	1.602582333569	1.57672823340805	1.64834006768889
ENSG00000004700	15.3412149121304	15.4180444426889	15.791833200036	12.6673881820321	13.7832344649482	13.2441142521586
ENSG00000004766	5.46771155550648	5.22203271857612	5.27120784382336	6.74757727279547	6.85272426481208	7.18759552100586
ENSG00000004777	4.63160794143813	5.8266241532635	4.1972554462544	3.6321238391171	4.31093704899306	3.66450458585564
ENSG00000004779	66.7660603001606	61.6282278163909	76.2011230833485	47.4216400974344	47.8773056539247	52.1601118181245
ENSG00000004809	20.9361650503397	20.7909181512093	21.8073538655371	11.1302966521966	10.8657502873811	10.4630097911861
ENSG00000004864	8.61372510917562	7.75002459694525	8.50913850141	10.6033287669676	10.4746470125792	10.5576252244108
ENSG00000004866	12.7586215663093	13.3659725266814	12.7716719079292	16.730555767614	16.4767647628044	14.6850453861109
ENSG00000004897	16.2504018411793	16.3487538878051	15.7239222082764	20.9362232236623	20.519051705307	20.2767126785916
ENSG00000004961	8.5888963139881	7.95992897832743	8.1408818189371	9.7664932990324	9.09767540208332	8.9131656377554
ENSG00000004975	12.6209327891862	14.0846448573379	13.1740662292961	13.3275934517693	14.1922157270293	13.2302824818008
ENSG00000005007	35.013865427123	39.0467271007368	33.7623843866056	27.1056624145538	29.8279243722174	26.2471175010675
ENSG00000005020	35.3364794251522	33.3760625822376	34.1239268138259	37.1705472626858	35.0833665221875	36.2462461196551
ENSG00000005022	206.462317696743	203.016046543979	219.224259441333	207.269070287567	209.212022758972	207.392053813138
ENSG00000005073	6.08741591796235	6.10502017540596	5.71510640076917	3.8318211824143	3.95231335885547	3.34023220576605
ENSG00000005075	22.6725555685427	23.5303430534746	23.0783711703832	21.1724938191641	20.4857511156465	19.2795203875209
ENSG00000005100	8.31967475611217	8.74083947652873	8.03005501279851	3.42172512703418	3.32785363601079	3.2954283896053
ENSG00000005156	7.70653145721028	8.45221966909805	7.43449734698599	5.22768508030206	5.54877507913586	4.74005773714132
ENSG00000005175	13.7411980831323	13.7703514302957	15.0332109426673	19.0674221513119	19.2265994691841	19.9264272308803
ENSG00000005187	9.82700805497461	10.4741547463035	10.6951782688556	9.10958379120202	8.30120183999051	8.66059990283236
ENSG00000005189	11.8735104749887	13.2679980415587	13.0499327605286	13.6414550779659	12.6501977799152	13.8571051678211
ENSG00000005194	28.3259180529701	27.297174362672	31.1286997922976	26.9269798416522	25.6496887810784	25.9749031156285
ENSG00000005206	17.448989857752	20.9193385556212	16.0082404048049	14.363043241269	14.7526839119879	12.9538556294913
ENSG00000005238	3.32662666114748	3.61860500887131	3.07912010167845	4.16730562959015	4.57995177553861	3.80198399380153
ENSG00000005302	9.24800533755431	9.76281050854555	8.87421900835954	9.14931499172389	8.846650436061	8.47536920811875
ENSG00000005339	14.6447927971869	15.5964264484248	12.3610445747397	28.0663987377316	30.6476917215559	27.611491070378
ENSG00000005379	16.5235081718876	20.2854683860456	14.7220775691134	9.59324982318057	10.4510203818439	9.46983067506872
ENSG00000005381	1132.554560433	1210.39063631639	1128.608050785	718.838829687076	781.926249602588	732.846601147846
ENSG00000005436	7.57411009669121	7.42476687175063	7.20033850554863	9.16822214552266	8.17983118634816	8.62207712527508
ENSG00000005448	14.6402181102961	15.2608112591085	16.8379318767315	18.200694892249	17.8500477881252	17.6153393240611
ENSG00000005483	15.1571557749369	14.6928083179437	13.2511620139773	24.1888720809667	24.7290160222766	24.3893631099529
ENSG00000005486	15.3485969259706	15.5362105946999	15.1718081653572	20.5221743291796	20.7494889791813	18.1138609413061
ENSG00000005700	17.3052733029948	16.1524510079615	15.4069369853101	17.5338664337096	16.815277593022	16.4225476882289
ENSG00000005801	16.7640519603406	15.9597044885359	16.8576823841224	15.0476259385755	14.6318999464589	15.4280005100356
ENSG00000005810	14.5442452483814	15.7457325107741	12.5394130495723	14.8053345351775	15.2591470358375	14.0080273021026
ENSG00000005812	12.6056857011	12.9623389375212	12.4663217002706	21.6553789366793	20.8166714376647	22.7430624126618
ENSG00000005844	22.6244209819281	26.2975232255269	21.3385825371268	20.1011736061762	21.2418958928172	19.8662513475058
ENSG00000005882	5.12380166600121	5.83725180169597	4.99323179222268	5.11587215980159	4.89084482752613	4.62621877044994
ENSG00000005889	6.22915746426096	6.09227480478729	5.63649726646115	8.35510902575783	8.59799427592171	8.08323318969869
ENSG00000005893	123.401181304331	115.959376320751	116.142520094383	121.609598673444	116.408197142592	122.832541393017
ENSG00000005961	210.026167854169	234.511769918234	206.398481517116	141.985014067291	153.398676091326	138.732324262558
ENSG00000006007	28.5724554816933	25.7657729333195	27.751510408509	27.0692560918685	28.0331540300722	28.2364885747475
ENSG00000006015	54.5074578062899	59.0832618858505	52.9917594325675	41.8748350679138	46.4757726991525	40.0283140609809
ENSG00000006025	9.04610789235864	10.8399700041778	8.13094899318761	7.08143756734948	7.60870452684954	6.23288645954061
ENSG00000006062	2.63045963349402	2.67957289873805	2.28456569607363	2.39275049386804	2.64806509725173	2.71375109055133
ENSG00000006125	83.5840672880771	83.8021338476502	77.8537054253045	82.0169765682896	85.0297486315153	81.9696247855665
ENSG00000006194	23.1630437789878	23.2119707814738	23.1915405706508	23.7546659069919	23.4044722978568	23.9807021137662
ENSG00000006282	11.3502549759205	12.4745402476813	10.3234193451068	9.63576448281809	9.72910829272112	9.24386302773344
ENSG00000006327	9.98559296003897	8.78032663628309	10.2271053286122	8.19018626872169	8.41931953631088	8.99455710426184
ENSG00000006451	18.8883729459848	17.1450712946627	18.3415205712266	29.7324467772064	29.2768310893537	31.709300770202
ENSG00000006459	3.93156824467897	3.67034972628929	3.81557401394878	7.12997253998117	6.75853859713032	6.71871626532877
ENSG00000006530	12.6483187845723	12.4698172635269	11.939787955843	11.4325068028789	11.9083532956855	11.9680181106736
ENSG00000006534	7.43799725157295	7.10086745940237	6.60482881338493	7.46121191324127	7.16423318658802	7.90298810169846
ENSG00000006576	12.9405981310251	11.7578501013643	12.6908232895711	10.5477132115291	9.14548095566189	10.4695078876557
ENSG00000006607	6.50434545147358	6.43543717635841	6.07676951714185	4.44485855050804	4.96200744912464	4.21238433800287
ENSG00000006625	28.0212956347316	27.6377629675244	31.8423705955438	25.5036506990991	24.6441480872663	26.5340729387277
ENSG00000006634	11.7013202274348	10.6164333536717	11.4466395217427	9.93822960836373	9.66109466122487	9.08986496936981
ENSG00000006638	5.56638493955447	6.94638169604586	6.37463900918916	2.37947741853956	2.70360031141841	2.48363103238842
ENSG00000006652	14.8757362743182	14.8338055200778	14.8927102038934	30.5549215211946	29.1679289423108	30.5555954508003
ENSG00000006695	6.13678913145189	5.55058621720745	6.41722069022815	6.80670963951689	6.55756982199781	6.79900256558037
ENSG00000006712	25.7841560059769	25.4148094337424	25.0073984379624	30.3827881071261	28.4152654478785	28.1166686135717
ENSG00000006715	16.4072703933319	15.2996452373961	15.2996025925495	14.7286410008	13.6842268352486	14.9000693824577
ENSG00000006744	15.3039511916391	18.3238132855344	17.4915326337665	7.94722580433465	8.91706073048924	8.46606959777328
ENSG00000006757	3.11362950828629	2.96454214852481	3.09710630400439	3.50026786880257	3.42622861826064	3.74757383398345
ENSG00000006831	31.6959123422801	31.7297252037565	30.7355077076233	35.6613354039015	36.4258772590341	35.8890427547222
ENSG00000007038	112.619350793655	122.239397371002	108.100091618522	61.7927757004669	61.2206314299726	58.380354186853
ENSG00000007047	7.66401114798435	8.02132563944126	7.38944931905389	8.05201579814452	9.2373424182317	7.7157414145027
ENSG00000007062	3.27333580497863	3.31708897236186	2.73551199047399	2.1588027982385	2.0120389468581	2.1677039974739
ENSG00000007080	37.5208952177136	38.7685234654391	44.2602299460693	30.6460474081957	32.6905183238375	30.8333989417218
ENSG00000007168	17.4407095571059	17.1219942154061	15.9776120194641	24.1526787925565	23.9244431814668	24.2904830036215
ENSG00000007202	42.0485735152075	43.7084223689644	40.922575442499	20.623579685776	22.6377422214032	20.8489534295271
ENSG00000007237	6.10955180714262	6.70546629786535	6.17813269054977	7.22302167302126	8.16286806188852	7.65820137753306
ENSG00000007255	39.9429048977364	41.8498117249403	42.2327883393365	34.7349806919244	39.7036828017475	38.9505858621692
ENSG00000007264	63.0390492725207	70.3496417208927	71.3219530989095	49.9297074833064	54.5012678215261	51.0619161014521
ENSG00000007312	15.9970526688018	16.3428707913321	18.0546401729949	6.53291809671942	6.33929011707904	6.37005925962788
ENSG00000007314	1.11219365341182	1.15953632389509	1.10057082357643	1.40890297971795	1.43405247652616	1.36996086822158
ENSG00000007341	4.56650757399917	4.9734656544908	4.36529594003884	7.996830802467	7.27994914368846	7.56119453602907
ENSG00000007372	1.28816134152047	1.28759723946812	1.25233961359752	1.27800415999117	1.28220208410691	1.34375530672255
ENSG00000007376	30.9867115810131	32.3798826598473	36.6821462314338	18.4161780819462	19.0580054872036	17.2900847343202
ENSG00000007384	4.55107412228224	5.72920594312558	4.1856951218103	3.05577116073197	3.59867373707006	3.21970338431805
ENSG00000007392	33.1159726816985	39.5231761653716	30.343402759356	37.067637610043	37.3128958687724	35.9837131379946
ENSG00000007402	1.50105379655863	1.41343416163131	1.45051174257303	1.26491531282776	1.2839748656433	1.26365454496616
ENSG00000007516	1.36189928005556	1.3629700944463	1.32360887599065	1.16125516280105	1.20182456019412	1.22221377672702
ENSG00000007520	27.3425134889301	26.5397757463806	29.2658039898805	17.9285526388371	18.7627787181132	18.4684514874017
ENSG00000007541	8.06907104049798	8.09842799274859	6.70754479308768	7.37023504331061	7.76203508839651	7.20543511776192
ENSG00000007545	5.89739059102148	6.19966335863503	5.25633789820872	4.82267751703011	4.90876755960826	4.73017853162027
ENSG00000007923	18.8362322743294	20.9626446001725	17.9553422840543	13.0912347489022	13.9951547154101	11.9692415026141
ENSG00000007944	9.6654988712011	9.36458596165574	9.01235507459477	6.23225679809136	6.60435701406069	6.05696283248873
ENSG00000007968	6.21313266235541	6.31570029309768	6.01765374844025	2.97667203070773	3.02012374110342	2.68940252356947
ENSG00000008018	124.373690113555	125.759488813098	148.627471718854	158.213579117854	161.628286063213	162.456196183732
ENSG00000008056	1.54558969774409	1.28211407714556	1.50653544865171	2.10269472194061	1.89967079374345	1.98950125673406
ENSG00000008083	15.2857613627369	15.2464260528054	14.1694502986581	14.822868844605	14.4795849261726	13.6796060362708
ENSG00000008128	2.64335127457236	3.25713715501069	2.33406321186801	2.28344011663483	2.45171409915373	2.08379689197243
ENSG00000008130	28.0686697026049	30.9704238682878	28.6961478089306	14.3991364577989	15.7298496416142	14.1747010660551
ENSG00000008256	5.87135397686817	5.8870740547692	5.45343403730804	7.04610272353354	7.36907814775802	7.17194936246694
ENSG00000008282	105.130936773294	100.281325401813	99.5873040423326	88.8180885482142	81.7080447299362	93.9933255703591
ENSG00000008283	29.0125939891559	32.2184384741651	27.5127479766275	16.2663994131915	17.3739183977884	15.4056492358296
ENSG00000008294	20.3244868535984	20.4251185491393	17.9818092071935	33.042242127745	34.7470304243711	33.6054182799821
ENSG00000008300	1.39626463675086	1.49327999829398	1.38058551627024	1.93364565686619	1.94943631199673	1.88564595239068
ENSG00000008324	24.5854205440262	26.4615027684537	24.9374409382101	16.6844844168743	18.2393937912875	18.4300685036166
ENSG00000008382	14.8587443069597	14.8337392256326	13.8452431765451	9.51705266624913	10.3920887621848	9.03426570096144
ENSG00000008394	83.2302315334363	82.5744452729912	87.4790945426258	53.8111355041037	51.9990763706475	52.2030376379048
ENSG00000008441	24.0131921727737	23.6180450937075	23.5842775775146	11.3573576577556	11.1956928341847	11.0324488625663
ENSG00000008513	27.9424453012295	28.5300936951651	26.2553073089383	37.522564276053	38.9677144243195	37.8555538518724
ENSG00000008710	9.65059517575362	11.252538489085	8.78483120840287	5.78565146711067	6.51916855735588	5.86908068347931
ENSG00000008838	33.007301819725	38.0496647887502	31.8536403406593	22.6100738384608	23.2787841185423	22.2085170616546
ENSG00000008853	2.295863110749	2.14215832691359	2.26516103461657	1.56419623123372	1.55017757993413	1.51913294532013
ENSG00000008869	12.0158468841186	12.2512915593173	10.2867811779295	10.7617943624236	11.8400748430349	10.8818377173682
ENSG00000008952	18.1395089049819	17.3310104899719	17.9940188686114	30.404758619793	28.224034188939	31.0258619306181
ENSG00000008988	3312.74457394443	3253.4476231371	3633.35898430462	3847.12215445724	3802.66115008273	3807.13914188839
ENSG00000009307	199.032414268849	189.253950740367	184.956359131507	199.031294801784	198.505365662226	198.554001655937
ENSG00000009335	28.1177124144942	27.2913519665489	27.4533670874374	21.366225877039	21.6427739461146	19.7407956401466
ENSG00000009413	7.66638470720233	7.55220704416212	7.0604499042232	6.86440737707996	6.86955285104119	6.58018323145728
ENSG00000009724	1.59838148481568	1.58014695292463	1.41378770585876	1.4758265692644	1.45541098935826	1.56827445539373
ENSG00000009780	3.30762875521871	3.23730818013824	3.23204072005279	3.40762641380021	3.56901207600774	3.31521656537776
ENSG00000009790	16.3521123400827	17.3168682457159	14.4938993370683	14.2185172092115	14.223183369581	14.2051588095941
ENSG00000009830	4.12483254489321	4.8885789178947	3.67922447816236	3.9037326147903	3.87026605380732	3.66487912102385
ENSG00000009844	9.67613266589959	9.58176011027988	9.63760380102112	12.4460452178447	11.7722320020652	12.3502681964496
ENSG00000009954	32.9528197650686	32.7936279081551	29.7997258292508	25.3495356684417	25.0404609636925	23.798144260334
ENSG00000010017	20.7008828386944	20.4852228981489	19.904803533731	37.6270032683658	36.3509146891032	37.5721514620208
ENSG00000010072	7.6836853974651	7.65562296607413	7.73236320622846	6.5812552087359	6.669188575888	7.00265239290877
ENSG00000010165	21.5571329641095	21.0315234498141	21.9090564384471	17.6603792956573	17.9349403641184	17.8040005043944
ENSG00000010219	4.42560964255949	4.49420098377752	4.13584561379175	5.50454484441791	5.32824859071554	5.00655634999116
ENSG00000010244	92.8758234285652	99.7200010723679	80.1537094374354	73.3876648037085	74.4903176653165	70.7412211767511
ENSG00000010256	96.2349906631498	92.8360914422083	97.3178442345956	85.3302208039599	88.0143498498107	89.9979256296148
ENSG00000010270	33.8376799329726	30.3804546553312	35.620836708044	43.5800344643712	43.5529387046099	43.5779142409955
ENSG00000010278	6.25626549799817	6.27680329641746	6.65694827249686	4.26077931718888	3.58890678232026	3.65521340365002
ENSG00000010292	64.1693363472838	67.5347779310671	59.3342042284319	47.7222983882209	47.8355563004073	44.8906775623349
ENSG00000010295	15.8009994436034	18.0471711140758	14.0046574354526	12.2338295098036	12.5582240934856	11.1268316866499
ENSG00000010318	4.10142220753354	3.71420401795362	3.39878199675194	3.07336897473261	3.1410739786007	2.95489618717251
ENSG00000010319	1.36940621094451	1.28883005065997	1.35478980576846	1.15398074129073	1.23806588552706	1.11788302006407
ENSG00000010322	11.303353682889	12.6524395130399	10.0228506785315	8.23785544426334	8.6946113151187	7.69770993413412
ENSG00000010327	53.1117302131735	65.4164998348475	46.5448319735705	24.1873984341373	26.2818326033596	23.057227491295
ENSG00000010361	13.4075240396824	15.7326708137997	16.16352839831	15.3075651942093	15.5557644757214	16.1703834465258
ENSG00000010404	17.1425452100875	16.710367239353	13.6486385733513	20.1611749940432	19.9984697631608	19.8337999816157
ENSG00000010539	7.62594895766871	7.79595369306614	7.64847340355823	6.28621573690169	5.99305508238479	6.41630225215885
ENSG00000010610	13.4836076331318	13.8457207659266	13.0816103091233	11.0296016445342	10.5264167233918	11.0386921976306
ENSG00000010626	3.16597182125614	3.49996186958158	3.4765121088278	4.62241891219673	4.89219496355511	5.38743522219732
ENSG00000010671	82.874206758907	83.5833856164914	82.2652420433322	72.9769419696067	69.9748726629024	69.3874458048666
ENSG00000010803	22.4439241170435	23.5878081534706	20.7052022899494	20.2951015519489	19.450277473477	19.1452419492337
ENSG00000011007	34.1122493271457	33.1032168258706	32.382257598305	20.3351084269546	20.5035766390121	20.2863329255762
ENSG00000011009	35.277048166528	37.4865382939466	38.6874552441001	30.7410813468272	31.7408684940534	28.8334572019313
ENSG00000011021	6.24347915989018	7.30904673128014	5.43409545385341	13.6872526836341	13.639745005126	13.1205574814765
ENSG00000011028	26.3560403189381	26.9985892958014	24.2351311279859	24.5801476627115	26.8313349545303	22.7007634021078
ENSG00000011105	3.1341368417542	3.08219869033896	3.24428609599445	3.06759965727814	2.96603832329772	2.92413891259414
ENSG00000011114	7.21455414980433	6.93134825384066	5.94622077408842	6.93669287214081	6.86611417120168	7.03153183290944
ENSG00000011132	9.98743690975966	10.9360616865069	10.2244613159478	14.1200867003319	15.2161374884181	14.4557454068932
ENSG00000011143	10.8149242204518	11.5547826938319	9.16346004013667	11.5063578443296	11.7043241595056	11.5045426394715
ENSG00000011198	7.58576444174578	7.33946817493832	6.64748530860811	5.34852188664524	5.60946746630196	5.28129091112304
ENSG00000011243	35.2739553144918	35.6186250146451	30.5990629719999	29.7063558831584	32.8043650053733	27.5965366668067
ENSG00000011258	19.7810990789887	19.0716348954168	18.6304027960287	25.4546431174975	24.6227919268242	24.9292137688405
ENSG00000011260	47.5842282489078	45.1992192460203	50.6723908033569	40.3136357701487	40.4623211156376	41.5118194310632
ENSG00000011275	34.1866986993419	36.0801208808	31.9201072594146	32.7007783689965	34.6631007664353	32.5148351285485
ENSG00000011295	21.8438519181098	21.6726027259811	22.1956308091384	22.7649001112561	22.6140519248226	22.6234485660856
ENSG00000011304	140.182266430467	144.605733598178	134.568573003253	117.219629071192	121.034652002575	112.932393566468
ENSG00000011376	14.4491313593272	13.2034425601958	14.4374502083178	10.6466910329057	11.1467009603038	10.4667600671592
ENSG00000011405	6.22259388315824	5.96712978207488	5.30035927370566	7.20685597510366	7.03505638946186	7.52830061046929
ENSG00000011422	19.3498406383083	17.3425869936361	17.4352060611757	32.3889013816716	32.4224594282411	33.3371220113386
ENSG00000011426	11.3528268728769	12.2815442684146	10.9313422558774	9.75741149586983	9.06471640130818	9.10538828482638
ENSG00000011451	15.5868363420919	15.6392499384289	14.0842288283041	10.506450880357	11.473597110361	9.92375496854459
ENSG00000011454	6.03461331592574	6.33525757357475	5.68922054512438	8.06426382349144	8.44062640627686	8.05380925419119
ENSG00000011478	10.4503838092069	11.2277969427264	10.1292277711887	13.670377061888	14.4335097685889	13.0665392183757
ENSG00000011485	38.8391936933764	41.0407358924475	40.5853962257987	21.1952843951617	21.3031353188133	19.1002082982103
ENSG00000011523	12.4281438807841	13.2698111326861	12.2368354832519	9.4395709637762	10.2354923654854	9.3197906804357
ENSG00000011566	6.34627561025867	5.83083750613863	5.92779635728055	8.3621401538607	7.52099686447295	8.0873066421302
ENSG00000011600	292.068261565504	294.956784059181	334.842901187569	321.476859563494	318.384337172837	310.394300922408
ENSG00000011638	8.420453327014	8.16622634829612	7.98764983620119	7.16573422346758	6.81846330790599	6.99301704550253
ENSG00000012048	11.6156595742356	12.0084153139533	10.6634796949461	11.1367749181124	11.2136814158934	11.4936626836756
ENSG00000012061	17.3940582505262	17.9590412294263	17.917139612372	14.9004192689875	16.5963095385732	15.0605618875103
ENSG00000012124	1.33878553925282	1.62234847959187	1.34250601187453	1.42536628067289	1.62763674271011	1.49389888907235
ENSG00000012174	6.39662576196401	6.49951126095485	6.15787399119192	6.29891640788303	5.83422452742171	5.70216435754351
ENSG00000012211	7.20332558304456	7.03454123246635	6.49649236329803	5.04839884570649	5.62977003415812	5.11178082803156
ENSG00000012232	4.06163091222121	3.91595120575771	4.06156947199243	3.0049451222091	3.33868611006657	2.94195501363668
ENSG00000012660	37.8214836588173	38.4188867766921	35.4317763386172	47.0019145992659	44.0841442953183	46.7412124590813
ENSG00000012817	19.6592274862798	24.1692372568005	16.5540167087686	15.8036845705451	16.904067804927	15.0261211335082
ENSG00000012822	8.9149644601713	9.50611129438666	7.54598644685325	6.9005267968179	7.16528553160629	6.66530445957232
ENSG00000012963	19.3789088221178	19.4992026739002	19.5984783551045	12.691769686818	12.5398198999789	12.40472671874
ENSG00000012983	12.2224317272079	11.9064482577463	11.8814097040797	13.2211311349757	12.0590031975177	13.1099136348946
ENSG00000013016	6.42039124374318	5.63350445747029	5.85731023256664	4.54776783128061	4.44159039907146	4.39922345996812
ENSG00000013275	43.1599209363621	42.4087964491569	45.2625405937711	48.4501522366139	50.4635157169857	50.5111351641013
ENSG00000013288	9.43377922620127	10.0351723222118	8.74031620496628	7.25062915953205	8.46185548808049	6.87278169742756
ENSG00000013306	51.8583302564189	55.5563551901864	53.1256638524759	33.9313439396859	36.5273282616695	34.4574237796268
ENSG00000013364	7.82574680316148	7.63709534956347	7.74735672432109	8.10211416875278	8.48093122734448	8.32498487432579
ENSG00000013374	19.5047554842412	17.8373532528463	18.8607299332489	23.4991675472235	24.542256278371	23.1196810952184
ENSG00000013375	3.79454292131236	3.75593756724606	3.74853327436596	3.87319330262538	4.22498629112367	4.0495206746066
ENSG00000013392	2.03776400719751	1.93105504831368	1.96695017759379	1.93914833044027	1.92832430872675	2.04193701883746
ENSG00000013441	39.497305331996	40.3466657054076	38.7633369111876	74.5784252221111	73.3158501440918	75.5727538156959
ENSG00000013503	5.78692027179201	5.89813232017508	6.65641759710961	5.64715797054761	5.18223083862196	5.51459276359308
ENSG00000013523	11.7936320439137	11.9130483875333	11.3665572016374	7.54710148205701	7.62027770168705	7.05848804104669
ENSG00000013561	9.88971031492144	9.63238632100239	9.91444586028299	12.9393786581531	12.8266629964483	13.5196177320304
ENSG00000013563	4.31870169535361	4.66915946204414	4.56018375049119	4.20229066496597	4.39723274867426	5.20460280749201
ENSG00000013573	13.6734084457867	16.9112879269169	12.2994655545027	5.69249359403275	5.67533983424471	5.30185212412788
ENSG00000013583	20.0396211518185	20.0942730460611	21.8985997844246	20.1253952946721	21.9403198934676	21.529221147634
ENSG00000013810	62.3606156883366	71.6730914119356	63.9791097350125	41.5919843295715	43.9973137262967	40.4703306522755
ENSG00000014123	12.3965760928443	11.7814257135585	11.2557371020362	22.0083735651546	20.4367653703652	21.5394202481472
ENSG00000014138	14.1120106479289	14.4470860960523	14.0203602427759	10.8567393265574	10.7159056135409	10.8587159636794
ENSG00000014164	12.3542722051624	12.7698510625634	11.9735993431411	12.6586458501584	13.3133313028667	12.8680731216357
ENSG00000014216	73.2821487859946	73.2803622301995	73.0384148996793	46.8048911525236	49.3747410788145	45.7634907771536
ENSG00000014257	3.02318548911404	2.99719701117222	2.83714440799042	2.17004763950685	1.92737259548479	1.85516443033435
ENSG00000014641	96.2247673227765	97.6465197357829	103.87828764977	80.4290022500469	73.3357105069301	81.5660585533437
ENSG00000014824	13.7193032374309	12.9644184224054	12.6338857024657	16.2222161010609	14.8302828007282	17.6675593820216
ENSG00000014914	2.4800081096551	2.3751198711921	2.32273650973194	2.67542891196726	2.7599870822893	2.66745531880627
ENSG00000014919	30.7837323368671	33.0712425853062	30.2954143595472	36.4171893357972	35.5812062874942	35.2681436154857
ENSG00000015133	15.2470819528613	16.3184257534393	14.0271585382798	8.87173708262121	9.6640956494983	8.65761921196965
ENSG00000015153	10.2797554081618	10.5149801145651	9.7775414724253	23.0536332110283	20.0742509241557	22.8652219374272
ENSG00000015171	39.1222554012556	39.5400633343287	39.3611034537768	42.7254974364149	42.5884492767938	41.774815507726
ENSG00000015285	27.2054197169567	27.4170118959887	25.1375415784281	21.9951847114546	24.608638691001	22.582404568311
