T1	T2	T3	T4	R1	R2	R3	R4
ENSMUSG00000000248	1.62144520242079	1.45363349327703	1.67394813236068	2.33524918052203	1.5640070460385	2.64920842152803	2.24893527650307	2.12715038361448
ENSMUSG00000000266	1.62375749520607	1.77206669968837	1.52940017541201	1.48697340947143	2.10759795438753	1.72871159065563	1.86957985427187	1.74918453303404
ENSMUSG00000000275	77.6678836131437	62.3282051325579	83.8853573403339	67.1021539080924	32.560280502306	29.0973190040507	31.1909741123325	29.5372235027842
ENSMUSG00000000276	3.70985447817313	2.69551428336611	3.03837619055285	4.34900074503641	2.89724483527954	3.1290585236885	2.82590319263834	3.14907610442045
ENSMUSG00000000278	76.3428467482368	87.2261655076327	84.9070245591139	92.0732450715899	142.365985802304	136.755137808377	125.488017581664	118.621435788968
ENSMUSG00000000282	4.77930749027754	4.36731450243757	4.7068248502276	5.86194023505208	7.47664404880321	6.42042529327214	7.82365398366072	7.28093075756215
ENSMUSG00000000295	8.88884573213273	7.76298865444532	9.72942769015236	4.29429369017836	9.49174362627769	5.92961206580525	6.78200569437271	8.90932021322642
ENSMUSG00000000296	2.17019842015474	2.70840870633231	2.42769574254962	2.07756183867161	2.27444894898425	2.03516828293158	2.2827888181931	2.30612627374381
ENSMUSG00000000325	2.12220816282188	2.30803450759415	2.67830729832284	2.85006679240639	2.36017178165327	2.26090900363473	2.19049792407874	2.59095521530416
ENSMUSG00000000326	16.6483965345668	16.6278802489266	16.2104693029975	17.8640062072388	17.9956594420155	18.7977770303019	22.6310102335757	19.4617449062014
ENSMUSG00000000339	23.1921694535745	28.9208000054348	21.0462574106549	21.337120674151	25.5759170601493	27.7572168088752	26.2630530619309	26.0527965850566
ENSMUSG00000000340	34.2821777468549	30.0522637776324	34.6286285880162	28.1841986298749	23.472152536982	33.455395039729	29.2951891639733	34.3169032308129
ENSMUSG00000000346	112.60020642836	94.5007683922802	132.200892125637	108.93687105135	119.41928922693	108.733381441877	130.476351662242	120.628931300003
ENSMUSG00000000355	19.0277311317837	22.8798499452113	13.189810903608	22.9007906776756	22.644472699352	23.6963620654252	15.4645497775567	18.182316325285
ENSMUSG00000000374	12.018924057744	12.4748061692013	12.5113332177833	13.6600171955363	15.4777602617522	15.1181406782586	13.3007425490932	13.0590883774078
ENSMUSG00000000378	6.30893032810785	6.01120960684128	5.46699206136802	9.47086556277585	12.9625348063969	13.2974983449986	11.1594388911257	9.73515881460743
ENSMUSG00000000384	5.92743115477174	6.63330846966586	7.8073571181474	11.8095934936874	16.8624638678006	15.494781792127	12.7959728479947	12.0096928575248
ENSMUSG00000000392	2.48298602251909	1.64951708751385	1.86846926229736	1.73741762381364	1.48453064331805	1.23613535299521	1.43893122799004	1.29794439589412
ENSMUSG00000000399	62.4366317969685	85.7961863221911	75.8119155927569	74.9677223376034	76.5620340866969	89.431668350022	95.1513727966129	94.4011350301007
ENSMUSG00000000402	20.8120131933004	14.1536097844425	18.0351980168716	10.9905603903466	4.39067519933163	5.75702702799846	5.9641650124159	8.66069143433431
ENSMUSG00000000420	26.7504422231909	26.9288865682588	25.9010341179451	31.5929983554698	28.661250532944	31.488074623148	32.9947766095582	32.2945693149421
ENSMUSG00000000439	11.0457996852321	10.9534688304565	13.0565047853447	12.1609807906584	13.4867357698233	12.4644471938091	11.5260749879373	13.2029511861208
ENSMUSG00000000440	40.1358406228505	41.9238251192629	29.4141686324275	41.6806216214547	44.4068315913809	36.0447088348697	41.9273017862851	50.3429920314083
ENSMUSG00000000441	14.8009489753331	13.1547596241098	15.798430971246	30.1859579257542	27.5366736549841	22.0282905821174	16.8218164191503	15.7462577967361
ENSMUSG00000000531	2.50577425830045	2.09916310274602	2.22474243728802	2.15547703310581	3.59654084933241	2.16551903572572	2.92576068525595	2.3655540555054
ENSMUSG00000000532	9.23782959062307	5.93149303573019	8.42048470746629	7.43366368956082	7.66590455254146	7.74241795148013	8.97547380220192	8.34718201789978
ENSMUSG00000000538	25.4607909277715	24.2072234488715	28.3113806887094	41.5533144542198	32.5677868891831	28.0515625911566	28.0473674342883	23.9400347612662
ENSMUSG00000000552	2.15890178577506	1.47585148804997	2.59065249680997	4.50161704815348	3.95815450254011	4.4599662199519	3.73931138603927	3.91041425222642
ENSMUSG00000000555	47.8026357940939	36.9779651842943	62.331092759221	38.3512465555942	52.1609705604248	24.0394696647446	54.712677709275	53.2391341829405
ENSMUSG00000000561	10.8406606606387	15.1639278979964	14.9425181988233	17.4424974916293	19.6689227281912	22.4425473035015	15.2890582730226	16.2963964646369
ENSMUSG00000000563	27.8529742730246	32.0975004645325	28.5889349031195	32.7921252251684	35.19275419202	38.4399517099155	31.9859238078776	35.0567127978301
ENSMUSG00000000567	10.6653389866227	9.60153829676721	13.4444889359456	19.9744697937986	21.2241332852355	15.2849467899638	15.2698234726109	11.1223996537834
ENSMUSG00000000568	21.4751793262724	23.0364907482189	20.3447777263391	19.5898797779462	16.9902083958888	19.0407444358041	19.7841642611201	19.6555908420911
ENSMUSG00000000579	2.46520844238452	2.48973239192178	2.34071612500352	2.80698831408008	3.22263896702854	2.97892324364736	2.63486501075564	3.03695415952939
ENSMUSG00000000581	9.38648743649311	11.4945924959266	8.93494232222814	10.7714363042506	10.7860236304091	8.72157059351448	8.69242969272722	8.45030900997644
ENSMUSG00000000594	11.8379220129476	11.4230731322368	12.6139087639631	24.0525647531661	24.2927393564295	16.337898069538	16.8220981857241	14.8676619973119
ENSMUSG00000000600	16.5992913966311	14.4441542893335	13.1179363467713	15.4766244008709	10.5563122910579	13.0979497831362	12.4975290868898	13.6248733607752
ENSMUSG00000000628	19.8177019060618	27.0088414152859	21.8131607167697	19.1092153732858	48.7748444754003	40.0813111104855	48.9353028180592	44.7329599237767
ENSMUSG00000000631	12.0693013874028	13.2194540998509	11.9642269607968	11.9121602302427	8.61785616943763	10.6192940355021	9.59825360130016	8.93037523841802
ENSMUSG00000000686	6.8137731678011	8.06531609617297	6.1444243285259	5.41225546262981	10.8106716238112	12.3172436281585	12.450649097635	14.3168945137794
ENSMUSG00000000690	6.36877184209488	4.8874126825861	8.39532825231066	6.38232262595137	6.94137198416489	4.44704713359091	5.27160838644749	4.69692258438994
ENSMUSG00000000693	16.2721649680322	14.3596060036909	18.3669304462999	23.0119220690283	13.1355653702449	11.9033684149485	13.4196996463225	11.2659039077968
ENSMUSG00000000708	34.7359846569262	19.1694204258674	28.9598854167401	26.0407492997816	16.4648477450138	17.5867196437238	19.330674515723	22.7544552092997
ENSMUSG00000000711	25.6011525310519	23.5450853337219	26.316607272079	41.6288253008572	44.4218383102667	38.1498458971701	34.9007199660786	34.4429935808309
ENSMUSG00000000738	5.92370636104105	6.7212765420925	6.21028106537557	7.45391099474984	6.9916043055053	8.30000061502505	6.57643647258832	6.67788718408868
ENSMUSG00000000740	25.1844968905521	30.4125681746872	37.0397101003993	26.1730266405367	26.9627710724512	35.0391090130463	38.2816608029965	28.6565107506673
ENSMUSG00000000743	6.40405650478938	8.74452002809802	8.4658257739682	9.12300354273383	9.04927663293046	10.0161222549354	10.4087164908219	8.88344860505231
ENSMUSG00000000751	10.2789182324817	13.580712291441	8.47902225110295	13.4926708339986	10.0293339954626	10.167570203134	9.89563638410961	8.65538694658156
ENSMUSG00000000753	69.046101291924	81.4024510105162	91.6077647382291	132.174331817418	88.200969298677	86.6412462982444	82.7420763357229	54.8541814081803
ENSMUSG00000000759	8.93298034515805	8.61262621658141	9.95361110567515	13.1065691553059	12.018060917092	12.8569629136941	12.3344387262289	11.6328125507997
ENSMUSG00000000776	7.94670938788712	5.85702613015835	7.43306211554346	8.05187860760584	7.83636493303562	10.9117872523909	9.32613273777008	10.3533939332594
ENSMUSG00000000782	2.5829960552154	1.82896885426647	2.42750314903248	2.42599239678517	2.46167070879052	2.23290176311924	2.13171979913434	1.60496216928361
ENSMUSG00000000787	257.118159139717	261.076096660896	238.695721274867	217.534352001604	240.163437442143	251.376033455647	229.629493528632	281.73029646843
ENSMUSG00000000804	20.1698178739088	19.3497095630518	14.8563205684115	16.9203535852738	15.811290436742	17.9657961266603	16.958925968007	20.1660558293283
ENSMUSG00000000811	3.99839275498042	3.6264675457013	3.85337780986292	4.39606760015756	5.89826993791551	5.71465131399358	5.04286546438996	5.66861848975353
ENSMUSG00000000826	30.3445013782191	28.8560480702917	31.78625395265	26.3549743675269	31.9169147891626	30.8464604045004	35.6265225520196	34.3735317479952
ENSMUSG00000000827	28.2827609831027	32.1136171224296	31.4067889259749	45.3998544117429	42.408448698804	49.2900401494795	37.3627727917058	46.579021811607
ENSMUSG00000000838	33.7485694411552	34.9996194005736	31.0248937259804	27.1601415485896	32.6331583536042	50.17425000367	35.5357939460964	41.9279067055479
ENSMUSG00000000876	7.21979970612188	8.14419890353308	8.36525146783934	13.5497897611084	15.8428292437815	14.9575128288426	13.6839251485519	15.8544350221871
ENSMUSG00000000881	11.542437378201	14.3250430710564	15.5579244568849	16.9664723865199	9.74967502467882	10.0073258535453	11.7299646712126	11.7690983409507
ENSMUSG00000000901	9.54804032438212	11.0921556270925	9.70594886365922	10.958969685555	21.0358079960505	30.9590278736984	23.5502836785597	26.1072520579823
ENSMUSG00000000902	3.23985298106759	3.9530375998987	3.81637816238476	4.88304571188557	5.33117390430236	6.25423374464473	4.68303995590342	4.93180694378773
ENSMUSG00000000916	10.0228228312244	11.2946286557234	12.9333213469997	11.1587706823673	11.9001465168586	12.4694615102165	11.2234208265804	10.7112206273854
ENSMUSG00000000934	5.11096505773753	6.96910640483634	4.16198720770667	7.66582131625969	6.69383340213565	7.13675826794148	7.68627550586304	6.61092080286687
ENSMUSG00000000938	13.8629061949797	15.7376060214484	15.1563593445791	32.3211307773881	18.7637812179669	15.4505860127835	16.0998997223019	13.1553763276953
ENSMUSG00000000942	2.38701059084841	2.40188117182099	1.65085251333295	2.62107483634537	1.87148642057267	1.95561488603126	1.70175147394252	2.07177739401312
ENSMUSG00000000957	20.6435284315537	17.5628060868388	23.2358394360528	28.2778223570829	47.5051853045657	26.4031831161292	52.1277312293788	41.3624481789232
ENSMUSG00000000958	2.94108418069566	2.63491263380353	3.55038185909361	3.88737377666879	2.46354629084408	2.48595271518274	3.20968539183043	2.96864993893739
ENSMUSG00000000959	16.8141235408777	16.9949596847393	14.3259103009609	19.1410804739009	19.5000977850583	18.8719479202112	21.4392029231327	18.4173328099773
ENSMUSG00000000976	8.69460003809624	8.82812710397086	10.9421605194864	8.95023358706414	8.96768956384919	7.45163930379286	8.94511043772574	8.03723805932774
ENSMUSG00000001016	16.4119849185142	19.6980936466342	18.1654078584284	19.02423771449	18.1943968083989	20.5062378290652	17.1148573198019	17.587844918298
ENSMUSG00000001017	52.4331607327455	70.4095457396775	56.4882841477508	60.5024552303006	57.8113890098637	64.2933734626479	52.4734275217913	56.8630648403624
ENSMUSG00000001018	47.3984482857207	50.7414536981143	49.7519589763987	47.2993893752885	52.4446389541746	48.9307612995774	54.521835120897	49.0712729556987
ENSMUSG00000001020	49.4935238210311	43.2539558953717	65.1641251256704	107.605053549544	32.7998044981493	33.6265087728798	45.6425964018165	36.1631223937415
ENSMUSG00000001025	103.301944133375	124.668717081629	128.463022709466	337.312141776361	130.512008774811	98.9185906251202	117.073547597677	80.9114076715634
ENSMUSG00000001034	2.40453263265388	2.40607115801961	2.32191554831635	2.60744359227983	2.57336406349354	3.19649617372871	2.51767417046253	2.51169168775682
ENSMUSG00000001036	39.4161774163138	40.599212302093	43.6340223475771	35.356287461065	18.0138077052151	23.2477587160067	22.2339244640923	20.2570124706953
ENSMUSG00000001039	8.26136607682539	5.39387362785917	7.06155765451029	8.3903791721927	9.11637825038512	6.51488810507876	8.38396305123961	7.95842441231043
ENSMUSG00000001052	22.3249341324455	23.2239719153697	23.213921198625	17.9035158787874	20.341900137217	17.0074603969905	19.8958695319525	20.6144354819813
ENSMUSG00000001054	6.94279595079614	8.36828071544045	6.86436175168549	8.36352380814752	9.99449222268744	8.04483615365078	7.82593947193708	8.68171387615515
ENSMUSG00000001056	10.4664035984879	11.0077991779774	11.7529330014678	16.5553600549888	24.1969277988823	35.1098877106102	21.5307765076836	20.4696797955142
ENSMUSG00000001062	2.78853710489472	2.67036186845544	2.5403039746406	3.9063839261418	2.46090560004196	2.83227667772223	3.2489474239154	2.9155576019042
ENSMUSG00000001065	4.93007529091133	10.4671025879242	7.35951457980263	5.45703271826126	6.33898316696834	4.37594287746624	4.84337384424335	5.88296149383815
ENSMUSG00000001082	2.87280837876889	1.87884055632512	3.61132813320035	6.17365296008246	6.82757988208846	6.59137435675761	4.8127147464701	3.01569461123652
ENSMUSG00000001089	26.3318052547237	16.1180323456053	25.5372954176169	18.3231739118892	16.4308910479991	14.5382020441279	17.4979664218106	15.7834716236322
ENSMUSG00000001098	95.3791612702568	95.0984688419814	94.1472933554653	129.166309392809	101.190662427688	96.233814017648	98.4667326132558	89.0220931109725
ENSMUSG00000001100	23.7696836378698	21.6705809005699	22.6179363133479	32.1076469259356	40.2262232496517	38.3272913629353	36.6707722200181	34.2699740225298
ENSMUSG00000001105	54.0463210717619	59.7212425264796	50.4282049594271	38.6417188648559	65.517476442238	61.6225415256154	71.0917129323762	65.779162466168
ENSMUSG00000001119	88.7721120059092	80.255579997058	87.7922938645571	134.038412802003	124.871464381956	72.6216523755876	126.15951486385	106.213249860822
ENSMUSG00000001120	3.33978352876853	3.12275154116212	3.28371457351228	4.04716189756429	5.25918434129879	5.39092018125578	5.01224474306702	5.36504936295986
ENSMUSG00000001123	15.9051502847957	10.3930163425081	13.2977474385569	27.660483322493	2.75176463353447	2.92087027532638	5.40807002468625	3.82760691103365
ENSMUSG00000001127	26.2064183873276	23.5104097412847	28.190583807885	32.359541414291	30.6909988149836	25.7885444850712	36.1764605779357	26.665106690501
ENSMUSG00000001128	4.11862170652487	3.95943170766857	3.663403060062	4.58967727430334	3.71716255137963	4.31051372634354	4.58961320885575	3.21905744368638
ENSMUSG00000001131	21.0307577061143	20.1910599752098	28.2582634485427	66.1784573085511	64.8725524216865	52.7525524915229	45.813348442585	38.7282635765681
ENSMUSG00000001134	8.77457540857094	6.32047282829206	6.45406967858575	7.71167088086888	7.98543675351827	8.93057209672213	8.51054527497514	8.80988875911728
ENSMUSG00000001138	6.65610644803442	7.15795466237507	6.60682628851623	8.01351851307727	8.92749631569609	8.48384416792884	6.8920536288397	7.37588058004986
ENSMUSG00000001143	3.34462207668621	3.29217810179988	4.11595240184225	4.58550610819436	6.26659282561539	4.12500026328127	4.20128760463404	3.99666268049125
ENSMUSG00000001150	7.53602034455187	8.21455122118645	7.71515333750012	10.3568649591699	10.4238232225809	8.39991504696859	9.24541603677846	7.87804429309513
ENSMUSG00000001151	4.96906182203433	3.87069725453292	4.57629555522296	4.09321733670277	4.89634012258777	4.06211887483396	5.23618313615272	4.4064013722096
ENSMUSG00000001156	10.0392352317825	12.1745893093147	14.1627876661297	7.64550352970729	8.32384786070806	8.47224666468466	8.2219415913233	8.91779569566665
ENSMUSG00000001157	7.45904026822611	9.01949871880577	8.73960526875548	10.7181534965446	12.3053864040109	11.6175831257962	9.62935387430136	10.413941657655
ENSMUSG00000001158	36.0291037531695	24.1612623122167	30.7301656717198	33.2560899050713	40.5320114782439	41.5863218273578	41.625475129801	43.0728615521477
ENSMUSG00000001166	5.00860637336291	4.65767992342209	5.07556968846552	3.35831298956763	2.33397144463738	1.81263647178195	3.13611494605267	1.83891960358534
ENSMUSG00000001173	17.608664270523	17.8030923703342	16.9578678136722	16.2938702539502	15.9678000111621	12.8568447072963	16.252073332931	16.5295504814805
ENSMUSG00000001175	73.0364478736134	82.2293330346169	82.2318978358754	85.8867341421193	98.2910920865166	104.771029398845	87.5447582194953	96.1770882912626
ENSMUSG00000001211	9.19060619966504	9.84372908247878	7.93952445653995	18.3235184023765	16.5175881059267	16.3117487816536	15.4968007246638	12.3560908613314
ENSMUSG00000001227	1.86491110925784	1.94703277056055	2.55507758967218	2.76055606618081	3.00787112251641	2.26846905761798	2.87130595801724	2.88629665684816
ENSMUSG00000001228	1.52168354927144	1.36350135051075	1.69433947992374	1.45854973949048	1.77476260702333	1.84955389198763	1.58487443328101	1.35730894437888
ENSMUSG00000001229	2.80654560427915	3.22099499354719	3.20406849259803	5.42149768242108	5.14207783643038	4.34336591716125	4.80437965947167	4.22357124605408
ENSMUSG00000001240	4.45200616500317	2.63789928069884	2.96541606055996	1.79468362933157	4.00763053725107	2.25964151343197	7.2438313654135	4.90114643805281
ENSMUSG00000001247	1.54936864764071	1.51559727454607	1.38300282648924	2.95124718733152	5.23091173926753	2.5620675058543	2.54858124060598	3.16803701276257
ENSMUSG00000001248	2.51767466145004	2.85727791643791	2.14365548720773	3.34291923137943	4.71898252357138	4.24284804223882	3.972635820427	3.35411263039337
ENSMUSG00000001270	1.71885383753078	1.85269994254064	1.95012087222863	2.40663760976294	1.58717126638655	1.41731246911419	1.68951593397769	1.97786945926117
ENSMUSG00000001280	44.9757568107159	42.2587092036628	45.0190843638311	54.4709141946963	44.247440566215	39.6782338493041	51.7254138596742	49.8574438448696
ENSMUSG00000001281	1.63387565062426	1.48584265483845	1.92802883898865	1.43777204776446	2.65683113457215	1.94623563693243	1.83383663769242	2.35310397982517
ENSMUSG00000001285	9.96308735869877	10.4366494420721	7.44906887670612	19.411745794816	21.6495174301638	21.3557449582148	21.4067431996881	15.1405819487818
ENSMUSG00000001288	4.28273745769113	3.58546512312872	4.72403129233961	11.8186770717697	8.15037933856117	6.84608921586522	6.82402630731964	4.25425806267189
ENSMUSG00000001289	49.8427451074004	73.4175468295308	69.3824137831362	83.284326618562	84.9768253785501	73.5129533785195	81.7081925284448	69.569784560429
ENSMUSG00000001300	6.92561981836756	8.73150286856962	9.18192085465323	8.8417185338756	12.7090828119071	11.028584195628	10.3352125972408	7.86145492313696
ENSMUSG00000001305	3.97015433420906	5.03509339661866	4.15398244462341	4.03891954502472	4.68403127620351	4.88640071552758	4.88902405619085	5.48928103952534
ENSMUSG00000001323	39.3447986239838	48.422543700673	38.1903354877294	35.293208880352	31.7197667448862	35.4539769497873	42.618330165595	40.4311365374718
ENSMUSG00000001333	2.09486375791302	1.87913392227144	1.44526133315568	2.00819090485155	1.23848057586143	1.36319745549209	1.24004116941296	1.27495920054564
ENSMUSG00000001334	1.49241791404268	1.80875808464809	1.60077243937907	1.85019356073258	1	1.12251177289853	1.35424099467294	1.07728977407062
ENSMUSG00000001349	19.7854280333619	14.2955956859881	21.5661740340733	26.0595355442774	10.5682693876701	6.40235240810913	7.98826281427245	4.85666558906168
ENSMUSG00000001366	38.0126610590754	33.4042718660479	40.1875429090356	22.6922448655461	29.3631422706658	32.7294690305164	27.8617764314533	37.3681921080559
ENSMUSG00000001380	21.9697358230045	23.1173153304944	19.1698892489153	22.989419946883	24.4903967325613	27.2350298902207	21.5478623580523	23.2472021498351
ENSMUSG00000001383	19.9132822785489	21.9565810560551	29.4990926839472	37.7402276176939	30.6663707938568	29.4957932736106	26.2761117956064	28.3444508745262
ENSMUSG00000001403	2.39718807262657	1.67993262981368	2.23112421554408	2.82265822643404	1.88763537021907	2.00422190112783	1.76580911647493	1.68227362861698
ENSMUSG00000001415	4.93819474312869	5.7726363725012	7.0642831750384	6.17559152908729	8.87018069485151	8.1535527609602	7.72714297958009	8.15359604716948
ENSMUSG00000001416	20.2251728853249	29.4768935487296	25.20218977705	20.2293898850681	17.328232291514	22.5685925218016	22.0888943133652	23.9880182389216
ENSMUSG00000001419	5.53432929772236	3.86168738496361	4.61122522450494	7.26306632837978	9.48767426309269	6.38992824525124	8.27467852479846	6.69365617275029
ENSMUSG00000001420	1.63616771968512	2.00615757974767	1.68991448462359	2.65978560852743	2.84758018871865	2.82896939764844	2.22040881331837	2.33136936257552
ENSMUSG00000001424	31.3164232161116	44.6852893293645	38.0971817311209	41.5700179799678	61.1805512429375	57.8493832608644	46.1164393132289	43.7555133134448
ENSMUSG00000001435	2.12467327458661	1.7322187806586	2.00130082104821	2.59544633986695	2.39039077472742	1.69575519713391	2.42448023725357	1.95420753242678
ENSMUSG00000001436	2.84147186480516	2.88623119829425	3.31915368495195	5.59478691110828	6.24024206337501	7.62102745268709	5.34660647058724	4.95327880723961
ENSMUSG00000001440	99.6537756899646	83.1134731634861	101.964782596974	71.0660178656027	70.9995517907487	90.248226046479	87.7079489691279	100.927967254516
ENSMUSG00000001441	29.0018441094585	27.021719419986	31.373055523508	43.8018299591354	46.3492173581149	32.6816752670459	42.0017653006518	34.0840390698446
ENSMUSG00000001445	10.6584761095208	14.3011820707302	9.86820844923288	13.9282185000343	14.6637641415689	19.6293926702289	14.6713143194198	15.5035075572747
ENSMUSG00000001467	27.1311568521352	32.9756221237344	28.341832278754	29.145991979426	44.4661334495851	60.2439632716397	45.9599369665155	54.1298676037794
ENSMUSG00000001472	37.4821795617855	36.9626522040293	40.4491571310012	71.0686632145088	90.3143607302552	81.4292850648518	78.8228635772901	63.8871599760551
ENSMUSG00000001473	32.8455591312231	35.8692342730695	38.1997217381455	28.1408204943503	31.0442091445235	23.251993906603	38.482695012644	33.8167013969383
ENSMUSG00000001482	4.61960202261313	5.42278663548646	6.31209680561234	4.40552085102693	4.59927655055516	4.75879118651159	6.08921338050575	5.34744251078639
ENSMUSG00000001506	22.6242669721951	13.6551887425058	20.8044432019913	16.8850422956146	12.1506760993422	6.39430905480781	13.614811118538	12.7399387043539
ENSMUSG00000001507	7.5074683591078	8.69996427628773	9.32357484958984	11.7765050864393	7.4585014213697	6.74496036881028	6.95424071279385	6.88683820848656
ENSMUSG00000001517	2.82791097444636	2.08079252423388	3.85457308685186	2.81786442603069	3.20973886984243	1.9095551067246	2.44272379552586	2.51487624892191
ENSMUSG00000001518	6.75601203470663	8.17788640733228	7.37235805783559	7.33097127903959	5.70160232762226	7.36477646854204	6.52109734536635	5.95231018051594
ENSMUSG00000001520	1.62582828725847	2.25629073222474	1.76353921343347	1.57628575487375	4.0671190897358	4.1140756993434	3.48690306918638	2.83362345329628
ENSMUSG00000001521	21.5134092730632	18.4754696816659	25.4545930427774	27.9078166007785	29.6802019620713	24.4511474353231	24.0402751217995	22.6911414956162
ENSMUSG00000001524	2.01291743336801	2.88545642217616	2.35938629765098	3.37846585712745	5.79872915752142	4.62894610681078	5.24718465773403	4.8156934917888
ENSMUSG00000001525	64.5591350290164	74.9523629813944	84.6546705834586	151.220825415899	177.305025650008	149.86845346327	117.757510901058	114.104174781891
ENSMUSG00000001542	10.4224638559787	11.3897645359351	10.2290530872267	11.1735627671384	13.3576298400924	12.9194801302404	14.8023672412451	14.6229785724885
ENSMUSG00000001552	2.64497159093203	2.04583397248799	2.94220076053552	4.5181301341216	4.03402355093599	2.84828408707519	3.44310232332315	2.53250791026946
ENSMUSG00000001555	8.83211749629885	9.86402303629927	9.75255578804542	26.363570492138	19.0632423791019	14.2963439994739	14.473750508738	11.5784096969468
ENSMUSG00000001569	6.12844524388459	5.30243246934779	4.08345525884853	5.2043496406354	4.8876291727232	5.95688294283704	5.4135783191525	4.96109463330799
ENSMUSG00000001576	27.8277602126744	31.3075447495823	31.0035063967924	35.7032247110967	39.9570523172452	30.2413170175716	32.7284464343379	34.4196628727877
ENSMUSG00000001583	2.71415674505029	3.68130380115511	3.61418730877216	3.70592922482835	4.2003440849943	4.04625655614316	4.17095421689417	2.92181106692866
ENSMUSG00000001627	40.6726594450094	46.86505883951	36.1347835628513	39.0387622895899	51.5818148579985	76.4059418177226	41.5646837061536	54.6091757258828
ENSMUSG00000001630	15.2035512271969	18.3938534771087	17.5993425000436	20.1540761292489	18.4635918837957	20.342858772493	17.9325304685405	15.7374102786228
ENSMUSG00000001632	11.3605963730568	9.2960128538951	12.9524896783364	10.0049873505234	10.9019348924811	10.6794454901721	12.2705198259854	10.73505223095
ENSMUSG00000001642	4.7236409388682	6.33741700927388	5.54301272642514	6.8446576639732	7.91256645298984	10.0621524354609	7.42900868894985	9.03369049524172
ENSMUSG00000001655	3.41869536659371	3.34567778086017	4.37247917514091	4.53174067075384	4.04811317095543	3.40705018247703	4.74985077532757	2.90903543545571
ENSMUSG00000001657	83.8540488253154	70.0249376374013	79.0310972224271	41.5779831933773	44.7428946502468	31.6066152641674	64.5277647300398	60.6561277621085
ENSMUSG00000001661	31.9802815142296	25.2635098621036	28.5605781547213	43.7916777224278	35.2674413797095	27.8701793669119	40.8865373267265	32.0669693384795
ENSMUSG00000001663	9.31105629083659	8.07791407926636	7.38436250001676	15.4559065126407	4.52001646361986	4.52285097553323	5.80842650222246	4.6719287505748
ENSMUSG00000001665	11.109885528148	9.8183151662876	14.1707629408406	16.0294091009885	15.5563257286504	8.33274620972341	15.8629017781477	13.9099231691958
