gfp_plus_1	gfp_plus_2	gfp_plus_3	gfp_minus_1	gfp_minus_2	gfp_minus_3
ENSMUSG00000000531	25.7941413903632	24.3440014662405	25.8592615643955	15.8864834561007	13.8643505533356	12.9048668627342
ENSMUSG00000000532	9.90569170911039	8.43026830738401	10.1203823045266	10.9611532053964	10.1995302925902	9.79190248281807
ENSMUSG00000000538	13.4980562135382	15.3466725395288	13.6985334981136	20.0425085186842	17.0721326502266	15.1520394019368
ENSMUSG00000000552	43.5699963021606	58.7873189575639	53.6727623866815	71.7905649881002	67.780894689622	71.7125988480949
ENSMUSG00000000555	32.0137813315772	23.844126901236	36.8401447843078	23.8342086135329	26.4559867975518	21.1833639543604
ENSMUSG00000000561	2.66158612417831	3.04242808412024	2.32670009369107	3.29053962988944	3.80362726837745	2.26364096247995
ENSMUSG00000000562	1.95900324915543	2.76765441076593	5.6744124543596	22.9113427580172	22.5234467712876	29.1367388592364
ENSMUSG00000000563	11.3333517227952	11.9862286314418	10.9900790422177	9.68083982533682	7.34024348886202	10.2427185496153
ENSMUSG00000000568	22.4310215645942	18.5620413073555	20.7775634003395	18.4357520090731	12.3984764052716	16.7420621611514
ENSMUSG00000000579	2.67840322498342	2.55837711703668	1.96530276525155	1.77079757153767	1.76121651860507	1.98945517440954
ENSMUSG00000000581	3.13483581395352	3.85264570978423	2.39773193192689	4.47497295889377	2.34365945122059	3.35619920281937
ENSMUSG00000000594	30.9838589571172	23.4080781104741	32.89163305396	24.4761642566672	36.6533415619282	24.5193241325109
ENSMUSG00000000600	23.5121230894541	24.9602782386058	20.3284553182541	25.234140774787	26.8112415529977	25.9082731503203
ENSMUSG00000000605	13.7392490074482	11.6135200672855	12.5658690034947	14.7556023009498	9.05498269633105	14.0601232921689
ENSMUSG00000000628	34.3662853667698	30.6021612110177	30.4578048452373	46.980090549955	34.2288010235579	44.6707013393424
ENSMUSG00000000631	28.3747581715527	28.5477104484277	29.9626765036287	44.0580870261734	29.7736495650776	38.2491780939709
ENSMUSG00000000632	1.25683674607052	1.29031108009748	1.24926895071908	1.25447452257504	1.4167404584764	1.07483922680175
ENSMUSG00000000673	7.91232320209499	5.93518825784002	9.02198227142089	12.6192110980467	11.4073083558122	7.00521119420401
ENSMUSG00000000682	53.0797224930454	43.9420220858031	62.4171536865119	22.0755461772841	189.170833404482	27.3422430213475
ENSMUSG00000000686	7.46996957901283	7.90573937412946	6.83738245386698	9.3423377186342	8.52338246447893	10.1236734739462
ENSMUSG00000000690	2.31154925011787	3.06939205686303	2.97175315824159	1	1.5398502368635	1
ENSMUSG00000000693	9.31931808381544	8.14076603164682	7.66269876615353	16.216320624465	9.65300215349427	13.3488102762897
ENSMUSG00000000708	15.8059823935802	14.6127947814472	16.1914470816926	12.4224319351391	10.3172347205762	12.1486764125997
ENSMUSG00000000711	9.64027749176183	9.78923968000245	10.9117602873645	9.89961330047531	14.7071408149535	10.447069740773
ENSMUSG00000000724	1.88030508854936	3.45205791835836	3.81228990761546	3.60593695062442	3.99437628354693	2.53639171579664
ENSMUSG00000000732	85.4484038604191	103.123768271415	77.7341624080074	59.0570819204297	58.0616115560092	56.9952866114851
ENSMUSG00000000738	8.81859153166683	9.9404132432434	9.76120089630659	10.3007132419362	6.32482118416503	9.37494613339334
ENSMUSG00000000740	29.9090693353837	23.6737524223213	21.6632825138558	29.0930126669513	34.6848756902858	13.7645827042689
ENSMUSG00000000743	5.48431114324706	4.447776764645	4.52755573896321	6.37844983928471	10.0832745461052	5.38939933802559
ENSMUSG00000000751	4.24314485966109	5.40906770468652	5.56689382227123	5.08071474904957	4.2717809509813	5.13371381034225
ENSMUSG00000000753	10.3736634906532	9.29376467855218	14.1110522453525	13.7132020090156	20.5488126528854	17.721644631878
ENSMUSG00000000759	14.7916194032105	13.9227821792728	14.4794459066112	13.4197155309663	10.7349513595691	12.1768149045765
ENSMUSG00000000766	11.7067561097857	15.0557634063914	13.0320053481283	13.2261028699618	11.7584369242049	11.5256037882354
ENSMUSG00000000776	3.23704498080549	3.70788285865953	3.7742211222992	3.7655171967744	4.18868233737946	2.95735699713864
ENSMUSG00000000782	2.71696898998933	1.98687640623529	1.81335108173417	2.04119680274867	1.52443565435492	1.89042324903199
ENSMUSG00000000787	134.448749517279	135.263497431851	133.838908466418	89.9316067516109	80.617861574049	85.0833786235593
ENSMUSG00000000792	1.17249830756667	1.19219511347788	1.20089869281939	1.67057738071763	1.56328635825739	1.80925025948436
ENSMUSG00000000804	19.2036121261776	16.9754024395981	16.83935084478	13.0089600610025	12.1075948825235	12.8663812127197
ENSMUSG00000000811	2.7987510402001	2.19057960281363	2.43462634942814	1.8594453157274	2.1215788418899	2.52180791290904
ENSMUSG00000000823	7.81506579195057	9.45882738147022	7.39120832704026	9.57867677221494	9.10260345007521	9.42690152200891
ENSMUSG00000000826	30.3001880514233	28.0908040767245	26.3889769732895	29.5827483196255	29.6727754161189	29.3410878565661
ENSMUSG00000000827	14.9480896289875	11.8811346177276	13.9384780118184	15.0559210898431	11.0379813308778	13.6830991066563
ENSMUSG00000000838	15.2965220141729	11.2534283991413	12.340364406643	12.6860175059954	7.54633544955974	11.4221091967342
ENSMUSG00000000861	2.24814003329719	1.73082708035894	2.86615396208517	1.35045265569048	1.78682463419968	1.3249895610686
ENSMUSG00000000876	6.37853310264944	6.87386122357555	8.10067749851697	7.96715314848645	8.9411171928443	6.91673318848526
ENSMUSG00000000881	3.29533805378881	3.1561198937289	4.19499798737756	3.95543892140741	5.53195384544957	3.98555484552043
ENSMUSG00000000884	1.54838326107051	1.41777824221473	1.7778672103931	1.94244421066989	2.63985688134113	1.51830123205282
ENSMUSG00000000901	2.12582287029349	2.14779459377701	1.8784049488484	1.79896861300357	1.87531661365572	1.99862775527278
ENSMUSG00000000902	8.62940935465716	10.3358455659255	7.11341120984804	8.10626999406318	10.4359846445244	8.86992653522465
ENSMUSG00000000915	2.31986945570474	2.24405076570609	2.32464872319574	2.30685597212892	2.03201659732402	2.24392295692677
ENSMUSG00000000916	9.71440223998486	13.0427418763423	9.80729837820593	9.964976394148	9.1409426416004	13.9785166129698
ENSMUSG00000000934	4.23800081112632	4.68001966097293	3.88500235279463	5.3761106818847	7.12870442312092	4.91326962802677
ENSMUSG00000000957	36.8762384952733	49.2956206832192	38.604661557461	13.4621045362375	19.1549882209443	15.6616181751422
ENSMUSG00000000958	30.8654997812049	37.3142458132998	33.6006193097517	64.3955990946541	47.8022928497672	57.5401323901019
ENSMUSG00000000959	29.4378344629383	32.6579227107201	30.7437717942524	35.5461874556383	36.6021328521293	44.1791450509741
ENSMUSG00000000976	15.5116859078648	16.0805492958958	15.2237992210685	17.2569645428251	15.7311609343772	18.6363756993431
ENSMUSG00000000982	663.597796701717	711.005214404656	868.180518904051	572.251509800151	517.598932580001	486.209672925716
ENSMUSG00000000983	2.81760921159449	5.56852884789014	4.58156142880188	1.44300016637639	2.79858501306178	2.01512433235209
ENSMUSG00000001016	15.5924744479951	17.1501345497433	17.0817912879064	11.8174383327533	14.9493982896526	10.9935416590065
ENSMUSG00000001017	28.6806556503231	27.8194305356583	32.3350147810227	26.8597663388361	20.6044109759614	25.4753568545061
ENSMUSG00000001018	29.6069475443088	35.5068648552381	34.0778447320318	30.708813543552	45.5443646686688	31.9880008965206
ENSMUSG00000001025	16.0296916195863	9.3050544054743	22.1603026745855	1.5188137325251	5.36323401316839	1.10807721035259
ENSMUSG00000001034	6.88737781996853	8.24421688692918	8.77275999627398	10.2499542762459	7.44910284532487	7.46963748201264
ENSMUSG00000001036	6.61949802824982	5.23582279705647	6.77279554736729	11.4488946076791	7.89719831556699	11.5733113118632
ENSMUSG00000001039	4.06450027033489	3.24817894537126	4.46990416406697	4.95580897630933	2.19130996089878	3.94759340099826
ENSMUSG00000001052	55.5161928941694	55.1994217825906	57.5614442200865	53.482086305721	77.8228690680475	64.171298058282
ENSMUSG00000001054	9.51308399866927	11.7961111225562	10.3202127377874	15.3690875308525	11.9574124472528	14.393798744847
ENSMUSG00000001056	1.87249048003777	4.18038030389762	4.387128824809	2.2345476485566	3.60035347617809	3.59883165316173
ENSMUSG00000001062	28.7142941243711	27.206226793714	23.5309779267629	42.6743990931349	31.3901340886254	36.9385640842705
ENSMUSG00000001065	8.75242892518434	8.8178358394364	7.86818435504934	13.4343030969026	12.0614509572466	11.2512719390969
ENSMUSG00000001082	9.23693439206427	9.09873455625597	11.4361972236286	10.8344720556809	9.52512319510509	11.2064104941784
ENSMUSG00000001089	12.4155281794896	12.56500768935	14.8212748317444	8.02601050037525	13.4757417923692	8.46620231050179
ENSMUSG00000001098	4.04379740031652	3.61958491761456	4.09628716899592	3.64013156411136	3.39183404975811	4.43624924878052
ENSMUSG00000001100	10.393313876343	14.851023367942	9.59150008629742	14.9761448140597	16.084383995866	18.3451294314797
ENSMUSG00000001105	12.5124217525006	13.5376431866704	17.4237693999492	10.2826313068758	25.0258284221252	17.4607981536246
ENSMUSG00000001120	3.26330798267658	3.53157630604097	3.48564750596816	2.14438807392476	6.09386989744894	1.93140124204804
ENSMUSG00000001123	119.91237177611	172.970273844211	152.693966824238	154.980219347385	176.299666657686	172.810055090526
ENSMUSG00000001127	51.7729608559515	50.645151610547	43.9391039312634	41.9931926907286	41.1221841070747	38.8052491328839
ENSMUSG00000001128	17.2389653689506	9.86697716687535	22.7530550371622	6.50415070206103	7.84088951331107	3.84495419549776
ENSMUSG00000001134	7.92674346818553	8.00307741483148	4.97756451931777	8.96986832655553	8.00112063370105	6.22253783786087
ENSMUSG00000001138	11.1835803579061	13.3235371174637	13.6716508831384	12.0155272852204	13.1102005263449	13.9527228121549
ENSMUSG00000001143	20.6086495633565	21.3806941013331	23.2891708753144	28.8188000014186	24.2888421072141	26.9998327723256
ENSMUSG00000001150	11.0904987896199	9.86300474131382	9.26013402441395	9.16423274828955	7.12224122152677	10.3354191840065
ENSMUSG00000001151	8.15356261584973	8.74481220364907	9.13926826949361	7.23342952588498	7.45726870763728	7.68588462810045
ENSMUSG00000001156	85.4966951949818	42.3544350127249	91.5795630508476	18.6735799338045	36.5997254353452	19.952540980037
ENSMUSG00000001157	15.3010397491891	13.8277801069765	13.5831114795806	15.785399697821	15.6210507012988	19.049773699262
ENSMUSG00000001158	7.08100302399787	7.84380344377632	8.21875979611312	7.6694666839383	19.7553939670522	10.6833954290538
ENSMUSG00000001166	3.29278937729115	3.1561198937289	3.61036765074094	2.03434383383168	2.85118440017445	1.59100449205468
ENSMUSG00000001168	2.89810938646697	1.62417328691036	2.09379487951929	1.11926927556287	1.34588173328111	1.09938280176874
ENSMUSG00000001173	32.7486730843566	33.4362030462453	26.8114089812631	14.8941932377495	14.8821111863855	12.6151213714226
ENSMUSG00000001175	69.9062284357926	48.9706548312424	62.7535730139661	31.0272115607554	24.761864941702	25.3899403322988
ENSMUSG00000001211	16.0931288398016	16.3077301351429	14.8696694871401	17.4281327306281	20.0107127446659	16.1276828009696
ENSMUSG00000001227	2.04097372673314	2.74059357587965	2.58761590117761	1.57991599224433	2.10365528438012	1.72483473838183
ENSMUSG00000001228	2.53522531669036	2.16824901101931	3.21447951192546	1.45313011998567	1.65704025853623	1.61356270171725
ENSMUSG00000001229	9.49007995133779	9.49469449745113	8.98413187400131	7.87650571962657	6.97159720326289	9.72108162606442
ENSMUSG00000001247	2.67814504882206	2.06761266542276	2.40248981309261	2.62467466032086	2.2503776290621	3.03067452548044
ENSMUSG00000001248	28.9448344861509	36.3337684526907	31.826823462163	68.6696513112734	49.0196234661847	51.2416059861288
ENSMUSG00000001249	9.68479388810652	14.4731425277665	10.5878658256027	22.3556946585095	11.1285174298159	14.9146069027728
ENSMUSG00000001270	19.2531523675107	17.8266968529262	24.5858886620193	47.4802463516131	42.4960614144229	54.3560323049952
ENSMUSG00000001280	28.5075046834742	26.385155705223	27.8929612558544	25.588318408329	27.8614055781024	30.237673050888
ENSMUSG00000001281	7.09930355705864	4.93855519909257	10.3544062230862	6.45073480895171	6.31296515878536	6.33042602099416
ENSMUSG00000001285	25.6394717681656	20.3919675036658	11.9299748282547	22.7754536736446	13.0991299932723	12.035486453563
ENSMUSG00000001288	9.99659578178234	7.14052431637659	9.31651195564276	2.67371453535399	3.99205854272468	3.37854040758705
ENSMUSG00000001289	22.829514637555	32.7936323312567	34.9719311217295	22.4208517361209	24.9608105129925	17.0961770740376
ENSMUSG00000001300	1.80087008942614	1.1304558249909	1.84886299331905	5.44964229288033	2.89258575284312	4.69007119602973
ENSMUSG00000001305	4.05462591629436	3.02223405297989	3.59998773992903	2.70795762722282	2.828832885209	2.20422899452376
ENSMUSG00000001313	2.9204374317688	1.91136373201342	2.27363151011733	1.25743419047348	1.37328047641174	1.16088299563893
ENSMUSG00000001323	6.59829057225277	5.95283880427534	4.72382210718259	6.16162859439202	12.7520682544462	5.78143045216829
ENSMUSG00000001348	2.46600911342904	2.51241305607107	4.38764900123913	1.28074025747557	2.46546767823071	1.17544807679215
ENSMUSG00000001366	12.5311796715154	12.8381487622276	10.4854014835206	10.8023294354951	22.4841188462783	10.1889200163445
ENSMUSG00000001376	23.4791840385879	24.1401817208704	19.2599336416185	20.1963984300836	16.1846403625597	15.0646129517098
ENSMUSG00000001380	6.33798486948118	6.38107627227058	7.61155879257439	6.58814871842079	7.81823936129232	6.4088102036598
ENSMUSG00000001383	11.2491967393123	8.61854503876296	8.34094682950839	7.0895675654358	8.62067721750545	6.84909840059739
ENSMUSG00000001415	16.8744359777015	13.4408311763832	16.5499562856631	18.2155063531717	21.6851429037054	17.2285658087422
ENSMUSG00000001416	9.79905849734838	7.71209497352128	10.1424266302287	7.65886147136559	7.07581971728755	8.96763990755886
ENSMUSG00000001418	19.5167741261653	21.9453720078035	19.2571250930142	19.4415757690719	21.1675979145798	21.2020239782966
ENSMUSG00000001419	85.6592182625103	84.6323816435161	101.389236747113	121.217143526476	103.844196638845	119.044926733864
ENSMUSG00000001424	32.9128347379625	30.4694429696171	24.077048470065	28.0928208513664	19.8504172454656	23.7843681324487
ENSMUSG00000001436	6.09838239177266	6.11052378583456	6.7528740594148	9.13502832012457	8.07749170700454	9.12844055856504
ENSMUSG00000001440	32.2951147389815	32.0197391429651	35.5397139789709	33.1754738813649	46.8716992918187	40.7852675197735
ENSMUSG00000001441	30.5136378348623	25.2099270060265	29.4463016472687	21.8014765747117	22.8285920843848	21.8800555004323
ENSMUSG00000001445	6.41151833451995	4.9537280486879	6.28076563982387	6.66852603601703	5.69022110549014	6.25186903093933
ENSMUSG00000001467	6.03661708129322	3.68815660116137	7.022974496604	3.06680820436098	3.87700395882281	3.217328653708
ENSMUSG00000001472	40.9354618395801	44.6892306735092	41.6991351843371	42.9468993004665	37.5763225522119	38.7612525261832
ENSMUSG00000001473	29.8901775627758	19.9682101294068	27.420750798173	13.9861409993483	13.4042993146136	9.04341724696368
ENSMUSG00000001482	3.81982057570914	3.60370431337096	3.41921189625813	3.61047162609983	3.21660901285883	2.48784514967505
ENSMUSG00000001517	3.38857501724297	2.5591546265056	3.75022191605972	2.84835756577917	3.02592120989762	2.07326803238578
ENSMUSG00000001518	5.59015239489209	5.13453388584367	6.13081788467838	5.79516559491153	5.31947861096802	5.69399205890817
ENSMUSG00000001520	2.45590475891409	1.7861473638895	1.82675880332296	1.95505637422513	3.63720767861236	2.21967170137556
ENSMUSG00000001521	3.73239604562016	3.79587393340833	3.09715389523301	5.48502514564892	14.461835440021	6.55910031963754
ENSMUSG00000001524	4.21876294028623	3.86754956682349	5.32093722161625	5.27441951281695	5.20991012586825	4.57852075945897
ENSMUSG00000001525	34.3284702862394	29.9859349397787	41.4700519636933	36.3222255472381	52.4990089300577	40.1655653815224
ENSMUSG00000001542	22.3518849307668	16.7233550034101	21.9809408152866	8.40979570133215	10.8364284541892	7.86768895312697
ENSMUSG00000001552	12.5355673202622	10.9302607648463	14.0922011160775	31.9901768495065	24.1938901348985	32.4998363985498
ENSMUSG00000001569	3.52017052278327	3.51629178182333	3.32893427692737	3.7834111946876	2.78902533569547	3.65283302951045
ENSMUSG00000001576	22.8944894118606	21.0205348629907	24.0444319668204	27.9761219206042	32.0465608936996	31.5654528590971
ENSMUSG00000001583	1.50907491891812	1.40514563877843	2.07637730162842	1.97487677601908	1.46647966231498	1.42647313890753
ENSMUSG00000001588	7.09895529752153	2.40912914682653	6.11132765720094	1.15941350308163	2.94166115015869	1.39850063231924
ENSMUSG00000001627	63.6932996394296	43.5549643087033	75.7768961634058	44.593485140791	36.7816188966225	33.7675512325492
ENSMUSG00000001630	18.1614509644468	12.3648842662198	15.3610333267892	11.6840281151361	8.09433081965269	9.03467359670904
ENSMUSG00000001632	22.7268087960337	21.5358580429443	22.401497133856	26.4350421192238	18.8688265719561	23.0591722499476
ENSMUSG00000001642	10.3495181416467	12.8483594797109	11.7619958192411	8.31765909779601	8.17536612595486	9.62414835221187
ENSMUSG00000001665	1.8905605319613	2.41749947673361	1.76554040931276	1.64805977319697	1.6528365248922	1.93790328742254
ENSMUSG00000001674	11.2446576796404	13.2119651554025	11.1381772583629	11.4046508666077	14.3041922855024	12.4306727149487
ENSMUSG00000001687	73.8735791424312	72.6513947017108	72.1192546399629	63.7765465060966	42.4339496915467	52.7187905313121
ENSMUSG00000001700	7.28193145627191	6.54466302038001	8.4893181792999	1.83169525797497	3.84908293911686	2.23444503525182
ENSMUSG00000001707	2.14744820149633	1.71026119491814	1.55681909533489	1.95471481214372	2.47662913724148	2.09385312898574
ENSMUSG00000001729	20.7711532311011	16.2948252089721	18.5485381595379	26.1943856084088	28.8533288007909	26.1356654680881
ENSMUSG00000001741	16.9396306836811	13.0418886156034	18.8650117431335	19.9728998378954	23.0160824987647	20.3381360757998
ENSMUSG00000001750	110.585174086655	129.941074565487	120.993268043668	166.288834629975	153.789234986608	143.422875469817
ENSMUSG00000001751	13.1533682596094	17.0959403472864	11.3591527527071	19.1428756940798	15.5878593432454	23.4122581909069
ENSMUSG00000001755	4.91613089868865	6.94875828181784	8.70420385288091	9.3709269354086	18.4291631934233	8.83822494176171
ENSMUSG00000001761	15.9825119064931	17.1158408357414	18.0834594178683	23.2697945947327	16.4624053729429	19.0490371259856
ENSMUSG00000001763	3.98105001002223	3.337311531791	5.33981830525521	5.12929361565822	4.90704428497878	4.85305278931557
ENSMUSG00000001767	7.02612874046309	7.84008280172165	6.79136780175372	8.86075450805747	4.33352096863711	8.7021091541122
ENSMUSG00000001768	59.9561507881048	56.5993733987568	60.7662610672424	51.8552205167809	55.135207489987	53.8789276582971
ENSMUSG00000001774	8.27643094073299	9.15481863416728	8.67169953868109	7.09335033360642	9.77093698587676	7.11038564262239
ENSMUSG00000001783	42.2808971209373	52.8520540296756	40.5033429649572	19.2659104605439	21.1134445972884	16.7538807536454
ENSMUSG00000001785	9.87612442219861	12.4990266649609	11.9969382444229	7.68628257854175	8.83244612706005	9.52166952872257
ENSMUSG00000001786	12.6144762472882	12.9879145613283	10.4981680426947	9.62022304692729	7.07840284017111	9.48129288813709
ENSMUSG00000001794	64.6394556139546	69.4675872253613	75.5705812941639	66.5047733514531	91.2698576899375	73.1423484894323
ENSMUSG00000001829	5.70471891513484	7.36491066099916	5.85213544844436	5.7117077705721	6.06670766214691	6.52335976296431
ENSMUSG00000001833	10.7168081454151	10.1690543959625	10.0442665623561	9.37238641571606	10.153337276476	9.4828191537282
ENSMUSG00000001844	10.8497039480705	12.8728860130482	8.90633565289198	9.3886931554067	14.2144572642219	11.4229534887253
ENSMUSG00000001847	78.7225363104893	76.9831373753957	87.1933162547521	91.4309550577271	106.173977651874	127.295743343985
ENSMUSG00000001855	40.2436809789139	46.8282385708868	39.8962985574871	49.024046171514	46.392827436013	51.5184298030385
ENSMUSG00000001891	14.9493331351248	13.8410882526628	11.3958147283907	12.1538184516512	10.2208486226853	11.0300323945334
ENSMUSG00000001909	13.9488666481795	14.3215929710429	11.6452620208283	14.1066261636235	13.630288312865	10.60639557508
ENSMUSG00000001910	23.505204310878	24.2369553756244	23.2068742979926	24.7755442006356	25.8217280070058	24.8129282335711
ENSMUSG00000001911	15.7851588097512	14.3595960544598	15.1794268042223	23.9475596288237	25.3316429985616	23.2378728562907
ENSMUSG00000001918	12.0479543055536	10.5116610773228	12.2288556158957	3.05021066192898	8.17671942956838	3.14048320453566
ENSMUSG00000001924	43.9394431148497	32.0871071683399	37.4002177862671	37.7547223112013	40.2691061185155	43.4265571348826
ENSMUSG00000001930	2.11489284229413	1.9201462530403	2.13753142572172	1.63612530494064	2.16020338430298	1.49812901253295
ENSMUSG00000001942	7.23814134269707	10.5301632497021	8.51093895984054	8.55473338107497	7.14398385602001	9.07413444375769
ENSMUSG00000001962	14.1140444310994	12.8013277603577	11.8874941222202	15.2611562076059	14.2057212963725	12.2950264133244
ENSMUSG00000001964	31.1145057913474	31.0680719725467	32.1633548480259	15.6871451189377	35.2712198852499	19.0390689279416
ENSMUSG00000001983	1.94952647566414	2.89888216237296	3.30387076508711	3.4477654408722	7.13313587968138	3.3251838878026
ENSMUSG00000001985	1.24203975165355	1.23692568987147	1.23490795554006	1.09054522513477	1.22319451822627	1.03772404132668
ENSMUSG00000001986	2.87244494043705	1.51645822271993	2.18640595698026	1.18207312511013	2.33511943583889	1.21131731159797
ENSMUSG00000001995	40.9152729531138	44.7879266609085	36.4272382461499	69.6059039176062	51.3630688336118	62.3369186425675
