PC9_DMSO_1	PC9_DMSO_2	PC9_DMSO_3	PC9_TSA_1	PC9_TSA_2	PC9_TSA_3
ENSG00000003402	3.48502759163661	3.51283343015506	3.47831860654497	2.26737474214668	2.43409349568832	2.40765750503798
ENSG00000003509	12.0840119563474	11.7464188916194	10.7524041766622	13.9854381717066	15.4287738351178	13.96593210717
ENSG00000003756	12.0164166571476	11.334682964923	11.4067817775252	5.87252065275516	7.07587822389672	7.33912870326947
ENSG00000003989	1.07937544870911	1.1135147299933	1.10522981281196	1.18217411384149	1.23227545818496	1.26783329722824
ENSG00000004059	52.6764332448312	48.2823537183816	52.661924012045	82.2902491741489	69.722065973129	64.3127526232591
ENSG00000004139	1.46562225868474	1.34531045697715	1.41711021258227	1.29786717323605	1.36365529508955	1.51151665358847
ENSG00000004142	65.3573589964998	64.3825022736009	65.3364171569195	55.2649680862961	55.224652233021	51.7678024015419
ENSG00000004399	2.53526948151268	2.41547296053994	2.66172322391414	3.70322161671363	4.68571416783855	5.30285926908152
ENSG00000004455	424.167242886917	428.854762182035	408.339417768019	382.492312205542	392.707317274607	375.86178171703
ENSG00000004478	145.619972133834	144.808619059892	144.28469932081	84.2177593157494	82.7677374126692	80.9528395454334
ENSG00000004487	179.409937166291	178.827351115771	175.333261739698	188.711525448885	210.499254642926	206.259863912572
ENSG00000004534	16.8725266739099	16.4530396719216	16.6960363619358	10.7502268382085	14.2199698183065	15.2836000479624
ENSG00000004660	4.34237122090249	4.71803065454081	4.37744973203702	4.24492010234094	4.89772054283779	5.32877323491658
ENSG00000004700	21.4903655935467	21.0287818710364	20.3454497239756	19.0707257340431	24.9544441094917	25.7369025875981
ENSG00000004766	5.47220645094004	5.98408768105808	5.34819991034935	5.66456171657073	6.78710923678929	6.58837233219835
ENSG00000004777	1.08979777490042	1.12543318133586	1.05208302943609	1.66886978611233	1.62570411840922	1.94159831942943
ENSG00000004779	86.3621833692938	86.1418820715557	84.3261380973426	153.108547212633	105.537844951947	91.1359548001473
ENSG00000004799	1.12627110745075	1.13438523010101	1.13640035812329	3.31843246018548	3.56432905250961	3.65799681755917
ENSG00000004864	34.5903560014307	35.2185998451576	35.2938736493017	22.7090727456741	25.3819073453831	24.9543933173035
ENSG00000004866	15.1408194860699	15.3150469582037	13.8984404055318	9.27313794269461	9.04977119552619	8.5799708006774
ENSG00000004897	29.7350434501808	32.6388740848744	31.5521254299423	21.5299562310225	28.4127298685262	30.117803665625
ENSG00000004961	27.1408391795806	28.1324586160747	26.8561018780764	28.6767013284593	29.3111720794942	26.4390026845515
ENSG00000004975	16.9079507147577	15.7397102110843	16.4842201792155	28.0087521392653	28.2059813805176	29.1065642048682
ENSG00000005001	13.7441255364511	13.4071147495867	13.6886762646137	16.5489252519966	15.6996887827851	16.0249180473207
ENSG00000005007	36.2763896903647	36.0860977133464	40.6637590000356	20.8777983074474	24.9420377103979	30.2012559579255
ENSG00000005020	30.6163628473594	31.0848822551988	30.4097134234423	39.8744192620912	50.137377788846	52.5694725496601
ENSG00000005022	674.16542969119	664.725528323257	653.551955223076	895.388932344356	733.917351970496	656.238332361488
ENSG00000005059	7.69964889967563	7.46494147458018	7.31743012920575	12.5263678404049	10.9185343062819	10.4404587844582
ENSG00000005073	3.51904767854243	3.60937909290748	3.6849879645502	1.38582377384231	1.29147297290035	1.30793031301531
ENSG00000005075	31.1322720486111	30.2715219059524	32.0459561902134	64.6818579408703	43.4712807188556	41.6667816619135
ENSG00000005100	28.7120557076375	29.0575217336575	28.9653028004464	11.3618553450237	16.3380311073534	19.3789729186736
ENSG00000005156	4.65514626839549	4.77823407835597	4.89646370647439	2.6354006789309	2.78139093301681	2.90106451140503
ENSG00000005175	17.652305608193	17.7013601603282	17.8720447129084	16.7659689649213	20.2943311519682	20.0188363195966
ENSG00000005187	1.04274079840676	1.0318411115669	1.00881415658045	1.90888687663525	1.79225875184324	1.64120423709828
ENSG00000005189	3.0045654280536	3.04448712576346	3.02593162333316	3.39792290049095	3.76735444616865	4.09272945862382
ENSG00000005194	43.415735707111	43.0527774059388	41.5982189124913	37.8907472704181	35.0991492656359	32.0477620599602
ENSG00000005206	2.842016087911	2.5241354939115	2.89933492444785	3.38527704622752	3.49786154193633	3.80480522603136
ENSG00000005238	2.21563095914195	2.11805282410616	2.27280178225803	5.27422294697086	5.23836218295456	5.45357228286406
ENSG00000005249	2.18563368704762	2.21887628344861	2.13174582857594	4.14780383754299	4.92227079591665	4.74400838987567
ENSG00000005302	16.1219367464888	16.0884205239591	15.9125052276859	15.2975826619942	14.8407044417549	15.1394557568637
ENSG00000005339	9.01721317147633	8.95299257583915	9.92595676870418	3.22007471945034	3.94123830957139	4.80910683828967
ENSG00000005436	15.2009113587797	15.0825796110569	14.8080869742728	9.98001109450285	10.2000866535102	9.66481077980291
ENSG00000005448	13.8555751089981	13.4812576885921	13.1850373975915	39.9521031428493	29.4119857010527	28.1529171713512
ENSG00000005469	2.92315015727491	3.24813792141978	3.00408935628572	4.29086413210196	5.13129261534606	5.43603413547987
ENSG00000005483	5.12953337037033	5.71378497627022	5.62504979232143	3.72717062503583	5.84238609332471	6.97006065649137
ENSG00000005486	16.9531408388103	15.3287731024878	18.7987372598881	33.3551041701803	27.920805476605	26.4304539521756
ENSG00000005700	11.3530441572241	12.1432740823395	12.1039869021995	6.18127199109533	9.51090275471606	10.3890034644039
ENSG00000005801	7.14580733421715	7.21195160547533	6.75070297743337	4.56912044295949	5.19122006091496	5.25380926025852
ENSG00000005810	8.17489105328859	9.14051321865854	8.95642286635064	3.77371317196541	6.47457740648529	8.7208422983389
ENSG00000005812	11.1654295568555	11.6683049441007	11.1697190568678	4.93267647891468	5.69109083027814	6.37870319547928
ENSG00000005882	4.77030249861801	4.19448960039479	4.94603640695017	13.4141683298519	13.1281694039516	13.1531651904533
ENSG00000005884	106.164148704399	104.433485651776	112.178981591695	87.0277363773206	106.38480265856	120.461260408629
ENSG00000005889	7.62065372595797	8.10974041979439	7.72328190198256	2.0209314485891	2.53731562229553	2.73227687682822
ENSG00000005893	103.686071469924	106.855352431041	103.568264221898	116.874095429705	132.615589416081	139.374880065587
ENSG00000006007	46.5394958799776	44.8017782342124	44.4544104789046	82.3885097663156	83.5245360515526	80.8017186541472
ENSG00000006015	7.27122133361874	6.43137635439946	6.88093343818573	9.89536320400452	5.71443977310765	5.89132264037207
ENSG00000006025	4.10840855260012	3.66900687537492	4.09545288703098	7.00023060263014	7.35814159765824	7.81497518624763
ENSG00000006062	22.846193911963	21.6077438765831	24.3492815966336	19.2166163847434	23.5728893336627	26.2401577067551
ENSG00000006118	23.1502468285628	20.9200327147427	24.0448048726518	23.3183848289992	21.5885834552517	25.9710666424998
ENSG00000006125	87.3499972216528	89.8487850434206	88.5333167320722	56.4429973502225	81.6472354986233	91.9592022447165
ENSG00000006194	12.9873770734903	12.8080511442107	12.3876163701966	11.8611558753728	12.8037171101662	13.2169196206261
ENSG00000006282	8.60385415239175	7.87422883142223	8.37427676457689	8.37647847731326	8.45869291836954	9.13840878533055
ENSG00000006327	111.023148106551	102.382977710791	105.866415116989	71.7049944548455	52.0728514529504	50.1729111277395
ENSG00000006432	12.0622850750329	13.295630595638	13.8015926579475	11.3663983408462	15.208570393391	19.242059708079
ENSG00000006451	37.1884791197	38.1723955783502	36.2317493373357	49.7825303669345	47.6365623464752	44.1336207763916
ENSG00000006453	31.1590353845635	30.611685600907	31.1787314711166	34.1559395237677	36.1400942594262	36.055235023332
ENSG00000006459	1.58475809433225	1.64295389007846	1.59326826046381	2.28415829728254	2.67816189537375	3.2429800092122
ENSG00000006468	1.21789932663511	1.26847050865112	1.17283061323944	2.57066193328562	3.0983299361709	3.39173487066648
ENSG00000006530	19.0409276519816	18.53360506948	18.3029954425309	11.786096466976	13.0370761821868	12.8957457735247
ENSG00000006534	5.59085134465577	5.13883760588749	5.72576445317363	9.24400522281639	7.62691550016925	8.34808936012432
ENSG00000006555	10.1587305825193	9.73527706405656	10.4125594733147	10.6298720849819	8.36233591370371	8.69048999646825
ENSG00000006576	14.2064823309671	15.1000684575484	14.3070835055282	10.7607551198916	15.8719972523389	17.0667209770549
ENSG00000006607	18.6233649007128	19.1817492635467	17.9187262864321	14.763321016794	19.136651035342	22.7379089179769
ENSG00000006625	64.9477638835901	66.174046577483	60.6138097130337	120.50398762634	92.7977351545794	82.659264634412
ENSG00000006634	17.7058871391186	18.2616219486416	17.181192634692	17.4806996338876	19.0869442061351	18.6967588580266
ENSG00000006652	29.077362690876	30.2551024277959	29.718849033291	15.3559726923554	16.7741860731987	15.7572891867151
ENSG00000006695	7.49275793061402	7.58893186785831	7.75642816018752	5.79267073815925	5.55126428147841	4.70920634482889
ENSG00000006704	4.08689996012561	4.36252349581663	4.59953965478242	4.99768708075565	4.94286563385644	4.84598676664017
ENSG00000006712	29.2368133766586	28.413036929146	28.4410015017291	19.548778569371	22.2643214527461	23.4915468330558
ENSG00000006715	17.4076595260724	18.2838845932513	17.2393592751276	15.4559632067858	20.2344463500961	21.7597566221448
ENSG00000006744	25.606929427219	24.6104821825727	26.6630474693688	13.1155893055214	15.0169581766122	16.0378523203961
ENSG00000006757	5.03635557109357	5.3138298887833	5.19535918978875	8.4943225216588	7.14400272944157	6.79475210134779
ENSG00000006831	49.5068087269213	50.0704966021363	47.9183148248474	60.0904995357717	77.0569399325232	83.6508158265589
ENSG00000007038	29.3208992216113	25.4511062322232	26.784679980771	44.3631163810493	34.8024086206672	34.9673324707467
ENSG00000007047	4.14845930230551	4.1707126691495	4.33311839981561	13.2246652869048	13.7690382133606	14.6209820845776
ENSG00000007080	33.7558024670067	30.5474801033151	35.9178452323665	57.2573380103233	41.0145304462543	44.611273862502
ENSG00000007168	39.5785436057947	41.0814448248536	39.245052784277	33.3649963495744	38.1133681225903	38.0106190439469
ENSG00000007202	35.3414063945637	36.8505400059048	36.4761484210352	17.2018604258993	29.0894102919182	34.2656245279047
ENSG00000007255	5.94914022236908	5.28315359857822	5.99220689601084	16.8393839477526	11.3148609228302	11.1804237810321
ENSG00000007341	14.2282083917823	13.999223382308	14.1133866268085	10.4634047091677	10.4686439775813	10.7936847819482
ENSG00000007372	2.54974982826979	2.64515414512974	2.44239040144171	4.05218965142069	4.58271162308839	4.49195685514104
ENSG00000007376	17.4574958702969	14.8687471473429	17.8558599109686	25.9591959883819	16.9698949898681	17.584593236415
ENSG00000007384	4.91510570314833	4.5110705253223	5.30556524824272	9.89524226640998	8.62578406063345	8.21849797765251
ENSG00000007392	22.0873823176663	20.4294145682243	20.3514686650121	13.3367454530486	13.7641714083622	14.1050150041165
ENSG00000007516	1.08331440626583	1.0301718014746	1.08590693782148	1.52458412883349	1.55021977845752	1.70763828542272
ENSG00000007520	28.4503448903921	26.7291444142132	31.3895437556131	40.872085590701	27.1875583946272	28.2966359596641
ENSG00000007541	4.81763768816311	4.40081025853891	5.10725915366058	6.20961108487084	6.01180226378647	6.49383391736419
ENSG00000007545	2.74679751318659	2.71227912684356	2.74082767919095	3.688752861406	3.78041207732937	3.7677506718273
ENSG00000007866	9.62183817623447	8.86007329514296	10.1817299341046	10.3706335320135	11.5046960441714	11.2765106709444
ENSG00000007923	28.6591769339406	26.6309931546518	28.5573407687559	11.922599234685	16.9275650113343	18.2824046491367
ENSG00000007944	4.49597470134795	4.26867356187185	4.2195744036113	6.09768584671932	7.48992073013936	6.99329313739061
ENSG00000007968	2.65852394384145	2.67252087390065	2.94216106533071	3.06443086907775	3.4208624484447	3.345549772456
ENSG00000008018	294.803126416312	291.683127039456	281.970076191548	419.640507645145	349.631821344254	304.499619808631
ENSG00000008083	7.88565725382288	7.9528909999102	7.97346908366777	8.87670514004617	11.64182244761	12.9810477703111
ENSG00000008086	1.46300701434036	1.47299408493764	1.47207041680697	1.7347675603661	2.32737652751591	2.80537783728219
ENSG00000008130	27.4983622454626	27.0285289537288	27.4809441478531	25.4700529058885	26.3978709183231	26.9577513656602
ENSG00000008256	11.0967650397785	10.2449250142715	10.5940147476103	15.9016961876446	19.3121063409135	21.3566930612736
ENSG00000008277	3.89848254548552	4.16643939483977	4.0272893041723	2.88145570596575	3.82690603309481	4.22500228424778
ENSG00000008282	93.7891078656144	94.6597239912681	91.1447621126982	87.2212351596191	87.8621007032173	79.475597955007
ENSG00000008283	30.7884917581303	28.2599223779405	29.8732160804358	34.8176628081578	31.7684203924198	29.8020205251987
ENSG00000008294	43.1680052762868	46.3114984968103	45.0006899002802	34.3813103729809	48.8073649140406	54.9627117138368
ENSG00000008300	2.17579925671804	2.31628895147047	2.47245164942421	1.67630823035478	1.87254238070043	2.18964154876981
ENSG00000008311	1.29468280012559	1.25570638412908	1.2762296148255	1.38343698897475	1.85011807152055	2.10061764165719
ENSG00000008323	9.52068901767136	8.68290935633007	9.45429030364487	16.8727204844484	18.9774635129607	20.6455513970417
ENSG00000008324	14.5043696015097	14.1533822383211	14.5407585698204	34.8528380656658	25.0421628758715	24.7307417519353
ENSG00000008382	3.18321198386256	2.72424597483414	2.98044029862133	5.47212982748048	4.48004948950316	4.64747401469599
ENSG00000008394	481.955070818096	486.177563356655	457.992744077147	486.617067611637	388.657047548499	336.639157608258
ENSG00000008405	11.7646285176445	12.4148919231535	11.1503378652868	18.1088089641359	22.688805522133	23.8539494326053
ENSG00000008441	3.05295627264196	2.90535317156305	3.40808198268972	1.91762259852156	2.80444386002339	3.11436853071649
ENSG00000008513	21.1136696977827	21.6913274862383	22.2277720052009	18.4993050008619	24.8056452623739	28.7484571540486
ENSG00000008517	9.72330470849226	9.05084752831329	10.0951395270473	4.57189344994844	4.45240938420523	4.11071120590791
ENSG00000008710	2.61421154692314	2.45185491653239	3.04344169274595	2.46912520573696	2.52228822069621	3.25901002911335
ENSG00000008735	1.06457759719977	1.03891179349073	1.0391688747689	1.2352364648186	1.31124911396785	1.22403849505117
ENSG00000008838	15.1301153223781	15.1143687298177	16.5385627509919	11.7084628186045	13.778544389316	15.1974176873108
ENSG00000008853	3.94340377149014	4.11087981281985	4.39952204240776	3.9842721162696	5.77796047313259	6.0789369170006
ENSG00000008869	6.22506352941841	6.50518222662632	5.99822396340989	5.88693692908532	8.43554219981067	10.1847470627985
ENSG00000008952	27.7852496845597	28.0317875787345	25.563674054426	19.8676541536351	21.5338988757684	21.3870037627624
ENSG00000008988	600.27425788744	582.07770339988	579.524882934667	1136.2252315058	839.355572156217	752.772464093712
ENSG00000009307	436.20603386953	448.039495520856	423.667627764294	252.156182302423	328.203126548852	335.377418027559
ENSG00000009335	70.5711813168206	74.9710792547409	71.8454063750075	39.3852159176872	53.7209049526263	58.0500072017181
ENSG00000009413	5.16832926495648	5.61623102503516	5.68201151606454	2.4667113314233	3.2992846258192	3.87515515564363
ENSG00000009694	1.66092644425909	1.80027100371005	1.74912184257033	1.71328487907112	2.24919730337489	2.78823645302447
ENSG00000009780	2.48113461939417	2.21534273575666	2.25808185653838	3.8795627998963	3.86599457821599	3.59991270437519
ENSG00000009830	18.5182664121106	18.3803737757599	19.0679689310288	12.8141631449923	17.6504923390414	19.1701951864951
ENSG00000009844	15.7767161356083	15.6747671694858	15.7734619322158	17.9432117066951	17.4265358061341	16.2606084723592
ENSG00000009950	1.30627751222379	1.19840968167025	1.2471541544458	2.3458578637101	2.4756608376523	2.25431217762766
ENSG00000009954	33.8947862490455	33.6570979792348	33.070949419933	15.9725493056587	23.9365935874609	28.1281344832017
ENSG00000010017	24.8471703718578	25.4475071337564	25.2131705464106	30.7024204130894	33.3885353938044	34.0876379943318
ENSG00000010072	6.65665383001926	6.81816538217742	6.1815207714758	6.51036588626049	7.22195849127806	7.39338696992102
ENSG00000010165	25.3783361903512	25.4439122513767	25.1425872588308	18.6747579314385	18.7802313785526	19.0856848559323
ENSG00000010219	2.32350174039515	2.52211363790821	2.50115430807444	2.90979735905627	2.41330850930429	2.4398941898332
ENSG00000010244	83.171336017915	85.5572656399942	84.2124987222363	74.2374931786277	68.4357435449201	63.1107090697005
ENSG00000010256	75.8538065450633	74.8017775590468	79.0929133738761	110.491603535385	97.4146074679943	89.7621193501462
ENSG00000010270	31.3109777869559	31.7118208472885	28.4426928849578	40.0172903435849	39.8711485242093	39.6225477992652
ENSG00000010278	101.325961915138	100.96712170982	98.7593584581624	202.455127627666	166.839709504247	161.393411363296
ENSG00000010292	58.4632362476751	58.627578026406	59.2009701348413	68.6755232889144	100.171692758241	111.895572586673
ENSG00000010310	1.15045535796855	1.12792479211315	1.12141167828667	2.9948770946282	3.02533132775325	2.95150652261005
ENSG00000010318	1.66168864632638	1.6161823946794	1.9027072125864	2.76034526191525	2.8391109869473	2.81864269196778
ENSG00000010322	4.47181368002345	4.61755982789646	4.79707142097074	3.86023123410598	4.38718316010201	5.55736295596856
ENSG00000010361	6.89464760813511	6.18830952882851	6.75817535707042	9.27693181084051	8.49236856627964	8.89046633027034
ENSG00000010404	37.6949692509789	38.5815683028392	37.4318592149592	43.5644263061678	49.4642698291644	49.5199991393131
ENSG00000010438	37.6586495487829	38.1837942899274	37.3270179196563	54.9348327304317	40.7898899735169	35.6229218569153
ENSG00000010539	7.11158948830859	6.92013332540144	7.05503071248202	7.71768973972223	8.34482253854003	7.95827531737973
ENSG00000010626	2.86175695938648	2.88809071852685	2.72246164840605	5.39529430398103	5.64178209992601	5.70958138675775
ENSG00000010704	3.06857863768382	3.21240307639973	2.94710654994756	3.6562531016556	4.61210790930385	5.05769333851195
ENSG00000010803	7.50566371215233	7.446126089474	7.74900642201161	6.16795167099382	6.85674937691022	7.59094586330467
ENSG00000010810	21.816945918785	21.5357506917138	22.1508684870442	28.2933706538761	29.3143477056696	28.9575681315695
ENSG00000010818	6.42149551532593	6.76601666020191	6.70301563343885	2.95410570328118	4.74908909975694	5.9045761345394
ENSG00000011007	39.8788224319952	40.7077496490566	37.9540956014133	24.1394594367556	30.6120394705901	32.1418337221437
ENSG00000011009	26.148670097841	24.8014256431177	26.4806107533292	39.4978298940788	33.0901628225658	33.0534491013525
ENSG00000011021	1.94141254229847	1.89109962841934	1.98269093220515	2.39418445813551	2.81872155900803	3.05861031364077
ENSG00000011028	1.04164668179778	1.03173115144215	1.05075036930189	1.25657333967552	1.24410365672551	1.35120055670376
ENSG00000011105	3.3596302801294	3.43994673289306	3.43822167233313	6.47306339330458	8.29117122996236	8.4154252690713
ENSG00000011114	12.7582370795213	13.4800482704486	13.03423673539	6.21558163459522	7.75697782400691	9.09813255456805
ENSG00000011132	4.13443652065826	3.46482542156743	4.08832897247219	3.48804661301439	3.50608343292806	3.91153682063611
ENSG00000011143	5.62497876433322	5.66020637482509	5.53604002799242	6.06613587537629	6.78159964978338	6.36378053634168
ENSG00000011198	28.8114960723178	30.3758244083233	28.9213161769187	14.6586146160616	18.2839653748609	18.0538334493662
ENSG00000011243	20.0162615317508	19.6011582944181	21.7038981508218	25.4102632990659	31.0006793417652	34.3344585885883
ENSG00000011258	6.03677644252286	6.31050539614763	6.38493544306474	6.50306648728418	8.91744362035429	9.37257189288922
ENSG00000011260	44.651232091884	46.5825752232386	43.3675270154818	38.5439555549074	35.74258805875	33.674270920042
ENSG00000011275	23.4875525591246	23.9371503457104	24.0584893898387	12.262786971318	18.9643853455688	22.5322118209748
ENSG00000011295	26.4789446324956	26.5050278967854	25.0611187141822	23.9930729274342	25.2254863316384	23.6786291713372
ENSG00000011304	129.013904115482	123.622772388052	139.734168054262	84.2822758996134	88.2886742507126	95.9693916773764
ENSG00000011332	2.03965213538083	2.12305659364747	2.38645780151873	5.37306935177227	6.23212889992132	6.80225251003624
ENSG00000011347	1.90999333507713	1.90972003997589	1.79112412079575	2.09451861677146	2.88440402086656	3.12001336118958
ENSG00000011376	10.3644728627368	10.4053252747519	10.1848532290354	6.98316391709013	9.36009694733626	10.5000912292558
ENSG00000011405	15.75432726132	17.4331456238913	16.0506175151245	9.97935174435008	16.9259901384753	21.7380909688497
ENSG00000011422	54.9254592302998	50.9810195935796	54.9551249941542	47.9918126654129	37.8332711714001	35.901789823707
ENSG00000011426	98.9419262987328	105.908411475817	98.9882549037779	62.9721616454355	101.920819266308	114.098951116191
ENSG00000011451	9.1097028819351	8.44929933714699	9.40125938875402	7.014902142485	5.95882344615741	7.03257979284271
ENSG00000011454	15.2526007155921	16.4885199229849	15.0244368215852	9.80340810429015	13.9641079876875	16.048975073279
ENSG00000011478	9.16171447847747	8.93251244243873	9.35264734189422	17.2508973542383	17.8413083741824	16.6655495031893
ENSG00000011485	55.1979547881711	52.168530408443	55.624701029055	42.9970863503266	44.9568697728187	48.876397368058
ENSG00000011523	3.39919870550612	3.64073268375014	3.56619240020448	5.59942476463582	7.36258033871245	7.9928419473758
ENSG00000011566	14.7207349100252	15.8376458224151	14.5863137796997	9.98742437891509	13.5594287657932	15.5947528233788
ENSG00000011638	14.2452163845925	12.9438515354465	12.3848399210348	24.3519715965345	24.5963989587132	23.0078114986604
ENSG00000011677	6.88376424296705	6.85831758983985	6.84170299088032	6.67486786338633	8.284855540652	7.70093306928114
ENSG00000012048	9.47038201056771	10.1109650771175	9.81380498410412	5.32554015438539	7.51088059620999	9.3564524602757
ENSG00000012061	19.1059601885162	18.218939908111	19.7685214821304	29.3193008564589	27.1094403911554	26.8750245018652
ENSG00000012124	8.7509824343914	8.44579448221905	8.88988430706757	13.0004190259488	15.8306741434509	15.9960468483518
ENSG00000012171	2.7641141724004	2.43147755880504	2.52464646412802	1.93224906930865	2.03239115213956	2.31191725917139
ENSG00000012174	16.6427784468829	17.7347923054519	16.6474633051128	7.83403469393164	10.6259577806576	10.8466508093809
ENSG00000012211	4.2149490934665	3.73414042862301	5.02591568644309	4.24044641785417	4.06968172167476	4.18938799961162
ENSG00000012232	14.0355795942605	14.2867462624846	14.7477131581269	11.4466243877906	16.5468721104043	20.3020985791713
ENSG00000012660	55.5971608075272	56.5605142611631	55.673091176966	86.9251571485563	93.7056957634786	89.3795460015564
ENSG00000012779	9.25184157759036	9.6849033470494	10.2265324420881	10.3804211869134	12.0378088613983	12.9946516413364
ENSG00000012822	2.10670000264821	2.06313394306374	2.04103788392224	5.65509154310967	7.17824952466374	7.71497585667208
ENSG00000012963	13.0284717017259	13.8459337609675	12.9810346048247	18.4283719457866	19.0796519117905	19.3454310320127
ENSG00000012983	18.3359152081779	18.7506317151359	18.0549233266808	12.7372559430119	18.3074120253355	19.2670540442521
ENSG00000013016	1.50260698631313	1.5140095792058	1.59690929777346	2.24791001338511	2.12116303619711	2.20770487095341
ENSG00000013275	123.143987456921	116.46737316815	121.317625011347	124.791854038552	108.689159546962	103.412168210662
ENSG00000013288	6.98674676422586	6.86514141824041	7.40311714212509	7.66048370629051	8.66542329285863	10.0787084385928
ENSG00000013306	115.015779376093	103.811927613233	123.676330802321	151.440197361744	117.860584478514	113.517754529089
ENSG00000013364	19.7728925699777	17.8062666487402	20.4257532251279	27.6655953549664	27.2451428163844	30.9211023099401
ENSG00000013374	24.9471075342972	23.731362037914	24.5689465979669	33.6659622042683	37.9082434100338	38.2649191960814
ENSG00000013375	7.50750064812039	7.77640949287185	7.13705842262385	8.36205944282466	9.40367319771048	9.87191538719744
ENSG00000013392	1.74109074369847	1.73292215289581	1.69899138152187	2.70494828098321	3.01789563185772	2.83226942826364
ENSG00000013441	24.3992241428468	25.377280047709	24.8493276956406	25.5319641069516	26.8873778228755	25.9038958733764
ENSG00000013503	9.89807020914522	10.0862965935953	9.51312036723447	3.90306662521562	4.97705235939683	5.20585996375143
ENSG00000013523	17.2811988285142	17.2678305960805	17.2141433821638	12.31026334776	15.8313451966623	17.4727092999451
ENSG00000013561	13.1347399427062	13.6782716031456	12.9448160617175	11.1681416936112	11.9012441767935	11.5370231911471
ENSG00000013563	3.73535426186456	4.09019946069812	3.97633966287452	8.12375883491632	7.96157985112951	7.88745692333013
ENSG00000013573	24.7680249741676	24.9954555847666	25.3823247818411	15.3145963136098	17.0147119071919	19.5499279492966
ENSG00000013583	58.0549609975227	58.1498844785544	57.8847641930573	127.3204536256	105.378448499	95.6075020005971
ENSG00000013588	65.7457051401309	63.8948584452078	66.7778524083526	76.3987653712164	79.0509747542273	76.9472611449211
ENSG00000013619	5.61241719838115	5.76045281192863	6.19290193243256	7.32214801020848	8.08523928354439	8.07267108088426
ENSG00000013810	53.5492512312147	51.8947149880887	54.5862112888684	59.7598796698177	65.080249558018	71.1770004524674
ENSG00000014123	16.8269136045147	17.6278733768558	16.1043003761562	7.16611133660439	11.2819206812139	12.8554934627067
