Control_1	Control_2	Control_3	shEZH2_day4_1	shEZH2_day4_2	shEZH2_day4_3
ENSG00000005700	3.73665674594614	3.5259378031503	3.33821422536152	14.4290561373024	11.9581627145084	9.92551013818703
ENSG00000005801	2.08556987358155	2.28423100429527	2.13798609972414	4.11782470664232	3.98183419433058	3.14107316552086
ENSG00000005810	2.921593968478	2.39722309958597	2.50514482476139	4.74047353747975	3.850377133418	3.80241015111684
ENSG00000005812	4.45824081876314	4.31390093635472	3.70267061792218	8.82421566298528	7.00914747025722	6.42108000294599
ENSG00000005882	6.16147939360484	6.11739635432508	6.43886940415289	8.85289490939488	9.53627595014068	10.1605566424814
ENSG00000005884	70.7277211039628	71.1818982697751	75.8723301106828	150.794314308003	157.736073806351	161.319056870583
ENSG00000005889	2.91663616451063	2.78569462624239	2.61305754703743	4.31628705563389	3.77518516505538	3.65495338810022
ENSG00000005893	47.9755863748063	44.9323618472724	34.8317010586712	79.4223748390108	70.8826962007277	61.5086340224293
ENSG00000006007	22.494595918367	23.3858071275037	17.9206856214511	37.7158532750596	38.2629669270981	34.8815437771897
ENSG00000006015	38.2917826286513	43.8730871684242	47.8300269077479	47.3880748896268	60.2217972268647	53.2125827968495
ENSG00000006016	23.3009429458487	26.6153954216877	29.1836446239323	74.1827662050229	81.6385176159237	87.1582107428063
ENSG00000006025	2.43766734134293	2.61752928434016	2.66368571786421	3.64128848385254	3.18806047436198	3.56472983719188
ENSG00000006042	24.8787093523515	24.7472425986291	26.9702083327743	35.2010688041651	37.9305868783345	37.4500194096069
ENSG00000006062	4.27969924252155	4.7258843890709	4.59515955517802	3.15722274010249	3.35952436723996	3.4204451386785
ENSG00000006118	35.6972436973629	35.128524100354	40.0392648302685	40.3933554505117	41.0209771639436	45.3829701190643
ENSG00000006125	100.996089268636	96.7600972145716	84.9829457189429	122.795435547549	118.489184514216	107.655537789921
ENSG00000006194	11.7092305189716	12.2281268455978	11.4267716335556	11.7765968953317	11.5378416360596	13.723141361107
ENSG00000006282	20.9468109386973	22.8321521003552	24.669546139865	23.5206191751474	28.2515550454166	28.6827591970305
ENSG00000006327	442.663961714482	490.374351075303	579.708069142749	419.078623224915	484.5247649796	536.216474507864
ENSG00000006432	2.03089599175082	1.87049799077393	2.03099501665596	3.48823400581309	4.10109909609481	3.89037658622573
ENSG00000006451	15.9412953248766	15.6119690951579	14.5130380779176	23.5833291473297	21.3702640542049	17.7828792156328
ENSG00000006453	3.14282545729399	3.36649747458172	2.85449586621711	3.48314638290087	3.76212009580096	3.36487258282222
ENSG00000006459	1.54177336118526	1.52824259113771	1.3076609073065	3.68073530853843	3.38614821725105	2.74722716891312
ENSG00000006468	2.46938933909944	2.29005819846246	2.12129875793932	12.0919165315877	11.2905972217573	10.4185341154891
ENSG00000006530	7.85463137217318	8.48548292916708	5.89228853249626	7.20444174915777	7.22445808806276	6.06648334413197
ENSG00000006534	21.144731853723	21.5409486108576	22.8785591794235	26.4617806023385	27.2983606239747	31.740509387142
ENSG00000006576	5.44442781326674	6.21040473061834	5.07495873582069	14.3321795566388	13.3502029389909	10.3605896606644
ENSG00000006607	14.2640674546814	13.6024022766228	10.6349462742563	14.0424861231862	12.138220004675	13.3016910188594
ENSG00000006625	6.88218369068306	7.3848136897486	6.88945711399608	7.2528971092737	7.44017638917322	7.40657903154557
ENSG00000006634	3.28605315702913	3.36002278928874	2.61824425535327	2.35246946893156	2.50480756245244	1.83124017014339
ENSG00000006638	2.51484273543343	2.88998319343785	3.01333964386859	2.36150453294407	2.64424518739685	2.6796916014784
ENSG00000006652	12.2102293301631	13.260043930268	10.3789489349069	11.0527198696331	10.0683554384166	9.51582542003738
ENSG00000006695	5.29346636205247	5.65710144414769	4.70703768288575	4.98810156049751	4.86010572394544	5.21786980743912
ENSG00000006704	12.9020413483306	12.9069728351596	13.5810619641253	9.80951728527109	9.99601577848876	11.8146042544166
ENSG00000006712	43.727112841178	45.0629536273741	45.2503862759696	37.2359213555817	41.1700147568871	43.3611325798302
ENSG00000006715	6.27487384738808	5.38041202114213	4.93836555462999	12.1559516367532	10.7298204690016	9.87115299448384
ENSG00000006740	1.89332048705718	2.18183492385912	1.70672020662862	1.60329586908652	1.67678411012453	1.76115903167697
ENSG00000006744	32.8488001803179	32.3414149537767	36.1036387763657	20.2587724274203	22.0101138027759	21.1819022992606
ENSG00000006756	2.7828790154711	2.75639254464999	2.7713196797976	4.77550740797332	4.42446522081445	4.63920016180367
ENSG00000006757	4.51924256309006	4.68722035344548	4.26871840871968	3.93744111715691	3.78939417215088	4.12896509287967
ENSG00000006831	19.6399009544395	18.0378842508912	15.7883027432988	10.4327623120168	9.59206458911643	8.72209767730791
ENSG00000007047	15.1582596963443	15.6727175144213	16.5483659080476	21.9235759145541	22.8982875970242	26.8150825117139
ENSG00000007080	133.701841040627	141.052062652308	177.027457509952	77.1570041909401	89.8034701416576	105.007448966615
ENSG00000007168	17.7943132718403	16.6541603132269	14.2284012196194	27.7457288499407	24.5514104786893	23.0979897083387
ENSG00000007202	32.4046207887696	30.6241307533627	30.7138170365816	30.4222528350624	30.2540980865349	30.4017078759591
ENSG00000007237	4.13396119226984	3.479414571673	3.56230867028645	4.44615828378846	4.11363739169515	4.80999015610995
ENSG00000007255	5.90771410436071	6.39413836835193	7.29779885002613	16.2220551128387	17.3282472122892	19.1685351474198
ENSG00000007341	4.8450441471316	5.30819320090447	4.91362410673962	6.1490125404525	6.24558579286959	6.30104931656289
ENSG00000007376	22.306528044127	26.629804510919	29.2900196914482	16.8660552759876	20.0847274335854	21.0610324526732
ENSG00000007384	23.8570019674673	21.7104040692686	25.1052530905983	32.1584245409221	34.4313925866684	37.6265199969432
ENSG00000007392	27.4790377198971	28.9291747184126	27.3219300036148	27.7783093658985	27.1865489508328	24.875318623212
ENSG00000007516	1.24268094320261	1.32613647565258	1.24513129698067	1.59532795512044	1.67754014748431	1.64946191147373
ENSG00000007520	79.1360113617327	91.9289434859415	109.337754597764	71.7744077290441	82.8192475485503	90.1659651931914
ENSG00000007541	12.0731423092115	11.1508079381423	12.825831811558	8.45801749871264	9.93140629779951	9.64976464473895
ENSG00000007545	3.05667540509647	2.92527881369616	2.7860780106278	3.78601916537127	3.44688585429614	3.37275645581976
ENSG00000007866	30.0316692892725	29.2196017045649	34.3907073433792	21.1922442626447	22.10441057793	27.2414114663653
ENSG00000007923	28.6066077623163	26.0043137331146	27.6416959318701	13.7023383133959	14.0469402838208	15.1487412278234
ENSG00000007944	1.0739102508009	1.03820278528402	1.0589393609825	2.72245896181691	2.45658676927004	2.58698684827181
ENSG00000007968	2.43327850790993	2.49070267935074	2.5913173736554	1.17419300549795	1.23323329330883	1.16317647681799
ENSG00000008018	135.753368345052	149.443932496489	140.74198355541	119.696133568664	133.874716729819	123.754861489863
ENSG00000008056	1.63659520689822	1.82260950742422	1.71446991107513	1.88927345121644	2.19068027494224	2.40870608273522
ENSG00000008083	4.58563337258749	3.9618327325449	3.44311162285496	7.14701154526205	6.76131871556684	7.23810922288186
ENSG00000008086	1.72465424227357	1.58056772491314	1.57787191235379	1.43330735972267	1.33471394682021	1.35516565156929
ENSG00000008118	1.6780275136259	1.92107909879276	1.80872385054094	3.37232036266038	3.53397024485568	3.19107525705867
ENSG00000008130	32.6539669235317	30.4395032805352	34.6937105399775	28.4620461058129	29.038507355791	32.1451687861145
ENSG00000008256	24.8501156512138	23.073538652141	21.8855215656126	13.2563640859447	13.458659167054	15.093248667826
ENSG00000008282	22.7124757309067	21.8012818805739	18.3088304861829	33.8641743153462	34.9226526575273	32.3913336468114
ENSG00000008283	5.19373002373637	4.83623373799738	6.03747292444304	6.96584359722651	6.4731791012876	7.50271983307985
ENSG00000008294	14.7061181008841	13.0045813407179	10.4314862005222	25.582499246922	21.5396785006749	19.9067418661684
ENSG00000008300	1.46045968567342	1.33438402056027	1.35404117952115	3.43300452648178	3.18738246084967	3.93682104862527
ENSG00000008311	1.60397454313614	1.68970620830743	1.42936586138569	2.09829997584848	1.63435637832732	2.00530438146015
ENSG00000008324	6.16126505535503	7.27707885194004	6.18801481198428	8.84678635478286	10.1707927249552	7.74836814347548
ENSG00000008382	7.40441049033069	6.99152298111152	8.85717725067076	9.26419298618283	10.4589833848704	11.5058784745947
ENSG00000008394	85.0023897903418	86.1721537455432	73.1904223815772	73.5394039206974	82.5093458301223	62.0566707201341
ENSG00000008405	8.92060551254441	8.42579268770895	6.29384776674722	6.66405619597411	5.80619993234867	5.75451567020417
ENSG00000008441	72.8794238014841	75.0074615240147	81.727909429251	53.6330524781338	58.5108468722032	62.5059541738935
ENSG00000008513	14.0266801087029	13.1056497962075	12.6349062819382	13.9711649597152	12.8689504548202	13.9600997610833
ENSG00000008517	8.18726674838569	7.54339505066219	9.57546501086441	7.38633780920528	8.79640688012164	9.89546584955608
ENSG00000008710	21.4889879876457	17.9090532021196	19.7874903627397	28.3609241601374	25.54170470606	30.0757675301324
ENSG00000008735	1.07170072330327	1.12353574357108	1.16941447198901	1.65959204122318	1.91586087387084	1.91728081933367
ENSG00000008838	32.6568308423476	31.5537972677083	36.8134526319434	35.0115308612848	35.3687508041096	40.2868468345788
ENSG00000008853	6.83979657357244	6.95299054164966	6.76855344736922	4.15483952940378	4.19802429914214	4.22751755661069
ENSG00000008869	3.30423544016286	3.10626929088496	2.94016447442362	5.30568347509343	4.84335652655597	4.38151904302242
ENSG00000008952	7.54784570405163	8.0764249678911	7.13157208755034	22.6573577740135	18.3415515821644	17.6623786174238
ENSG00000008988	717.716753179353	874.872844522778	779.56538283448	1023.82430453986	1127.83345192908	1032.35164987268
ENSG00000009307	94.2261076427698	76.4511816299493	67.8503841400849	128.283572514402	113.880675028146	91.9880319020028
ENSG00000009335	33.0155051680977	31.5664485579295	27.2529071740157	30.0031585445151	27.4968051192414	26.3269983946739
ENSG00000009413	1.59623532585062	1.65651565989344	1.34599557559475	2.97637046101342	2.672212790315	2.3719497953823
ENSG00000009780	2.082110719884	1.92123655144116	1.69372305340326	2.15160994020993	1.96697433967801	2.08944429364182
ENSG00000009830	7.93822626714409	7.37820415176749	8.42664958729496	12.7943185385979	14.3829137127354	15.0702230194391
ENSG00000009844	5.32604278205132	5.33108435835655	4.09064486072064	9.91333513008808	9.34740270691386	7.10440142113599
ENSG00000009954	26.3971817947491	23.3010805115471	20.1770463892626	18.4998331787414	17.1136846717219	15.5932605831143
ENSG00000010017	12.1244886992697	10.8839546607177	9.29331150278633	7.13115664796044	5.54537715233203	5.73959192757587
ENSG00000010072	3.49384147759757	3.45787451334013	3.02240825621379	3.57065123109184	4.15269913199745	3.4991365959322
ENSG00000010165	17.53005392544	17.6908967078438	18.2388530972484	14.6022362420366	16.1125202094335	15.0765389264039
ENSG00000010219	3.45649482955286	4.10255187284631	4.06196465074875	3.63854735316799	3.99152294911206	2.94345577677168
ENSG00000010244	46.6690371350855	44.7461550109663	36.953268365604	36.0710227788158	36.1571429408043	31.9175466700509
ENSG00000010256	159.808486042373	178.730758097891	193.413548721214	165.608534174852	187.443106466565	179.56550200444
ENSG00000010270	26.2543114736588	26.2647753345012	22.2007064393361	35.9729679264813	34.069914428242	29.581096475156
ENSG00000010278	55.1097795656505	62.6771526890456	55.4957998617895	69.2453593098983	77.8512293896344	68.3617712592894
ENSG00000010292	56.2360577289902	60.8591485351288	57.4637368054761	26.1510761418401	26.4644574427909	22.6432544197128
ENSG00000010295	13.1218534817634	13.911232916601	13.7853210396953	9.91679817455681	11.0648735806597	12.3111795304322
ENSG00000010318	2.4944673561096	2.93115349023896	2.22013067361617	2.3420628953478	3.41052441364858	2.56126209671972
ENSG00000010322	31.4857132550404	28.9067220688192	31.9227152298382	36.2250187416761	35.2483542526634	43.236511622464
ENSG00000010361	8.6723341134667	8.14663495644013	10.6205927208981	11.1837510842253	9.5708174315973	11.0393962041796
ENSG00000010404	6.84704579127487	6.02414001970624	5.72958046883559	11.4619109968564	11.3921124646601	10.2280818360906
ENSG00000010438	3.61355154486753	4.94010884771057	5.9209419471627	8.01244935912737	10.6127740744152	9.98018457193281
ENSG00000010539	2.96670144066626	3.08568037794356	2.51425569721357	4.32729292001606	4.36911826201528	4.01783878975296
ENSG00000010610	10.6808126467195	10.603496103619	11.0358905092045	18.3545225670762	19.191808518794	18.0323809871133
ENSG00000010626	4.90455057799923	5.38886556591586	5.54964659758464	6.49444227507599	6.32537730484593	7.44969920002308
ENSG00000010704	3.68889015944361	3.3311937989434	3.21503172443062	2.81764233834362	3.5924268492797	2.95151163667792
ENSG00000010803	12.4808730687745	12.2342084974216	13.1076384761762	8.16432203554206	8.82776401195501	8.8961470818812
ENSG00000010810	22.2658126511666	20.0368648944319	19.1161530453653	14.3950594920707	14.8753138770597	14.8077973687132
ENSG00000010818	4.26400838302311	3.55364956159865	3.32776742411419	5.94695920367851	4.89344426724547	4.65044474018318
ENSG00000011007	21.3675510274443	23.0130427377961	19.2575648678531	21.8531948637472	20.9984837149647	21.0776711257211
ENSG00000011009	45.4383687751176	51.1018663987647	53.1221497078105	93.0649740719196	106.194963740309	110.461874515427
ENSG00000011021	4.27436296494999	4.18122774977045	4.07762803885022	5.75867183077659	5.38670039369355	4.99483109143881
ENSG00000011028	95.8466378579848	96.4734297283105	98.4801584984919	161.344901715588	153.913339898832	157.136235001423
ENSG00000011105	14.7639287599759	13.9795421461419	14.8247030517406	27.5478250742716	28.1554686535637	32.0936136758635
ENSG00000011114	4.25858349364078	3.66819652189037	3.67286686934699	5.91363744149157	5.52585397580175	4.90717330418495
ENSG00000011132	9.20142924181286	9.44056832510555	11.1237020040536	11.9426804633074	10.7676995115755	13.2088399989811
ENSG00000011143	4.88366454270964	4.79445937439318	5.8091764615778	4.48553713899054	4.92798367816501	4.83195823115748
ENSG00000011198	9.63567132129677	9.36927287730716	8.39225919275159	28.2098695490717	21.6574755351754	22.0656755447298
ENSG00000011201	1.04348966457341	1.03746495016521	1.04816752246296	1.28894073633436	1.23807579437071	1.25938939068321
ENSG00000011243	18.9194300459577	18.4513558831998	21.0986057300722	19.4948169402972	18.9893372697528	21.3329826026894
ENSG00000011258	1.61788694142057	1.45937336146187	1.44998252112644	5.23062348900942	4.33616742232809	3.8709935419864
ENSG00000011260	22.1802509757804	21.9256774591144	18.5978605481918	22.2656318194646	19.7834472932733	17.9859231995986
ENSG00000011275	28.635152753269	27.3193408125956	25.5044554657801	25.5892049379301	25.1475812049772	24.859344330991
ENSG00000011295	7.61057160422312	7.44512301499915	6.26365209896993	9.69724369110132	9.8025597807165	8.22770141383697
ENSG00000011304	237.594963587163	240.665215859594	265.945037463791	124.667410074449	129.737339916771	137.339195957465
ENSG00000011332	6.84347123976103	6.93556821703535	8.14818984924807	3.31781525369364	3.38723567818905	3.94020610758146
ENSG00000011376	12.592121158525	12.5749603614987	12.0776155932685	9.13744236511396	8.72912878073417	7.93138559597417
ENSG00000011405	2.56759087129559	2.56202816640101	2.37918247981813	4.9352104076056	4.53532570910224	3.99729423207776
ENSG00000011422	118.310350071189	126.809144407627	134.766843507987	99.7861228406018	109.008890259322	111.941396392383
ENSG00000011426	28.9028115987438	30.3211343174722	24.1669187599425	19.866510416067	16.4679601116311	12.2457254470572
ENSG00000011451	18.9249709905146	18.9696242272659	21.1038382810572	14.7291146069447	15.4538422309023	17.451111427017
ENSG00000011454	10.963706609051	8.56736953072518	8.60173540829133	15.5084085280863	14.6859560703495	12.5775117560385
ENSG00000011465	133.923371562651	127.319355544827	97.160952733045	180.100369675167	160.442878493597	150.706961387475
ENSG00000011478	6.59884236241091	6.57800216265633	7.22000251129051	13.3848105622612	12.3181932866762	14.3995915427115
ENSG00000011485	57.1548007131944	63.1017521735677	67.1346021565194	42.5958944915521	44.8481653899555	50.9847692639094
ENSG00000011523	3.90320178393231	3.65943525170026	3.55851469738697	3.84349375000287	4.03616638998628	4.1534985948142
ENSG00000011566	4.43590086602077	4.4923426469747	4.17432306512274	10.0904175462183	8.18246799998069	7.6988178417438
ENSG00000011638	11.755108495491	13.0330806827486	11.6982841686454	12.4771780757912	12.2476849233801	13.7348140267003
ENSG00000012048	2.43664447884138	2.35600444800163	2.03772189900419	1.6033407254655	1.73089801021968	1.46650067320289
ENSG00000012061	20.5734733155488	22.9051657111956	24.6496495478385	22.6073254883457	23.8426898988555	26.9512833682959
ENSG00000012171	13.4656159468436	12.8826935225018	14.01750906092	31.7398334289536	31.7902155202559	35.5394622421651
ENSG00000012174	5.96389622868817	5.09146159263178	4.29869524786288	7.76504657664803	6.61929290744932	5.94238279301407
ENSG00000012211	5.15924052650116	4.96795040396898	5.7505757574735	6.38057192840379	7.80400603205353	7.97706418302825
ENSG00000012232	18.4763370260254	18.1069279331996	18.2133844731774	25.0348027978235	26.1064062849469	25.9032272167361
ENSG00000012660	29.7079496365078	25.5116807655267	21.8673901619009	24.7954090821022	24.4992486812289	21.1361542843415
ENSG00000012822	15.6997627073515	14.5227994049848	16.7162609394034	25.9975710027573	25.5091099426097	29.6752516011356
ENSG00000012963	12.0082020618163	12.3697786888577	9.06676414903294	5.94180133919042	6.41613489019929	5.57015560058802
ENSG00000012983	7.40377153618121	8.00811407029299	6.711026441476	16.0632602891499	13.1183737092416	10.9475813195502
ENSG00000013016	10.6750157344355	10.2671010125494	9.70597271081332	8.09944317945229	7.89742891280452	8.27787377983577
ENSG00000013275	96.2163973571064	100.471120487313	109.492878785543	70.4047998122055	79.2217307142878	73.7870674440771
ENSG00000013288	19.5774069270313	17.6922178886116	16.9715468762045	14.7135351366719	14.4312990367222	16.0020829462784
ENSG00000013297	166.144164790352	157.640930731374	142.827504415901	75.7274093729416	78.8780334065042	81.6559733556377
ENSG00000013306	75.6573928309008	80.9676771934109	95.3804386363462	29.8112612903786	34.9936715586207	37.4049055225214
ENSG00000013364	130.804047900111	126.684420820367	152.101419161118	153.243614848255	163.572014715546	168.471449048325
ENSG00000013374	14.880177756445	13.7323396086226	13.9058666161437	17.4425556188218	16.0678862773293	16.1087049793359
ENSG00000013375	7.11050414859614	6.41523067414087	5.86484845642063	14.3658079088681	12.7159510890324	10.6934718969345
ENSG00000013392	2.21688943149361	2.01198357197054	2.15295335805732	4.86079419194196	4.71006446935324	4.33687019747135
ENSG00000013441	7.63823697068748	9.29201072508072	6.68574963855905	21.9210072631248	15.9396750173533	14.1211733408395
ENSG00000013503	4.68016860942214	4.04409437451318	4.04438778181297	4.04592866275269	4.27601442153777	3.48298970259184
ENSG00000013523	3.94781953611604	3.57346243248671	3.84512229088957	4.49732170234686	4.78217275482792	5.5592945190052
ENSG00000013561	8.73175665356643	9.13351040705967	8.19325925805842	14.4906168623212	14.6143707239974	12.6572961990373
ENSG00000013563	5.78561011143192	4.94057666078614	5.63489102534752	7.36518989249249	7.69410089707081	8.14070678075307
ENSG00000013573	9.36386498532574	9.80192172943914	10.0838786559157	3.16685707419974	3.52078689865508	3.81179710614831
ENSG00000013583	56.9892533335398	58.8694077466145	54.3238993801465	48.3368423027203	46.7662327780308	40.8084431784374
