shp65_Vehicle_1	shp65_Vehicle_2	shp65_Vehicle_3	shp65_TNF_1	shp65_TNF_2	shp65_TNF_3
ENSG00000006047	1.99904242206517	2.55704606879527	1.55705072186975	2.42764145530153	2.1859805853249	1.7772372330362
ENSG00000006062	1.16640925488133	1.38754229616008	1.18667910323312	1.3920261260775	1.53847573878899	1.23100339320746
ENSG00000006118	1.98619001955319	3.3222080063283	2.24815034897762	2.40133247046183	2.67286145446532	2.49937417947074
ENSG00000006125	16.8746591922481	16.5246777006015	19.4233836150968	40.6534434727056	18.8623138917942	20.3978492101469
ENSG00000006194	5.51194120260065	10.3351110365488	6.15343446397994	5.45762065558243	7.67096885545863	6.18422834488333
ENSG00000006210	1.21281556992218	1.05406716417965	1.16027169279801	1.98446889633598	2.04018306042989	1.73663913099006
ENSG00000006282	13.8122332836409	25.6456669884871	15.041799121721	12.1864669959514	17.1437674678717	15.2972908784236
ENSG00000006327	4.8144985590118	8.3932790669865	6.47898789113822	5.67115583367274	13.5575504189524	8.46689477313767
ENSG00000006451	3.66805624235057	3.64472239852953	3.73919677330509	5.10737843135309	3.65644166939712	3.25206698802582
ENSG00000006453	1.24410495225642	1.51163557214451	1.25277418215983	1.49290966688976	1.52080496166929	1.4149279055731
ENSG00000006459	1.56523496420764	1.67422691990843	1.69237762407297	1.901946790213	1.69317332832155	1.63974052512738
ENSG00000006468	1.30502995908493	1.35747611802015	1.58078017336205	1.37353336245425	1.45065473459818	1.44489599164678
ENSG00000006530	7.15895467307921	9.44446507727203	8.1642102507981	7.29493009170335	9.81187381755021	7.1887483499792
ENSG00000006534	2.26611533400876	3.65373413086691	2.66226290776166	2.71657914485377	2.48571148617077	2.77551060554467
ENSG00000006576	5.1828756195769	4.6529846777126	5.85418627016956	5.33964262834711	5.64934778334468	4.77566737564904
ENSG00000006607	10.7178570314554	12.2529561286759	10.9644847243942	13.0617874292556	12.0014039863918	11.657432052069
ENSG00000006625	7.36642338471873	7.36514794879258	6.74004140705832	5.65454853837609	7.12013291744014	4.8528635895088
ENSG00000006634	2.80838978505695	2.26344090084385	2.51249558518069	2.16570198219655	2.5754528204368	2.01379204616805
ENSG00000006652	7.33794938639465	14.1211282320999	9.09307086870106	9.1498433499719	12.594800826812	9.1658230679463
ENSG00000006695	8.25898167141405	8.72220149261583	10.4016519793119	7.73103795335704	7.63783715121354	9.08916126470546
ENSG00000006704	1.98203696796453	2.0097397578537	1.82504292879676	2.79590744104607	2.07000366323133	2.08029443986712
ENSG00000006712	6.74879050792066	9.35577302416908	6.23501076120778	5.43330636109743	7.93179567505422	6.22469674553915
ENSG00000006715	10.4452318237585	12.6050679247161	12.0735207375053	9.30412895609875	11.4742382908594	10.2620392786011
ENSG00000006740	1.23814320534618	1.35355746880712	1.40072614993789	1.28852283479101	1.28156399391418	1.26564617373782
ENSG00000006744	14.0415725265162	21.9106228631345	15.0987342795681	15.6354299386654	17.5459611893221	15.7146025244443
ENSG00000006756	4.74285787790255	5.48773225712757	4.60716443287886	4.73149657195127	4.8864500871391	4.58628358268812
ENSG00000006757	2.5403686122285	2.46148786477544	2.73291969457096	2.27487754186965	2.11711261751236	2.76493346549206
ENSG00000006831	23.9026551506409	24.9289069168063	27.4008615515758	48.4290743223983	26.2091372695389	27.6033727712428
ENSG00000007047	2.76437369705433	3.18953121334992	2.85258721782209	4.03952075559817	2.79354673171258	3.24615675615935
ENSG00000007080	7.74701460454715	8.49163339117754	6.80139851993561	7.08211149564377	8.0175383247486	5.73076806842283
ENSG00000007168	9.50576883328275	10.8672574627869	9.58411702458915	11.0571941349867	10.7820758017884	8.31986946462117
ENSG00000007202	23.3997841992812	26.7521073200844	24.7091740544522	29.859275147149	24.3841638130771	25.0055735385657
ENSG00000007237	1.42199143693825	1.32162891528601	1.3045605570763	1.45445732897832	1.31829880705643	1.30430829292031
ENSG00000007255	5.02643212952151	8.61188432843561	5.7417027373921	4.95359913470866	6.73823553729907	5.41511640641343
ENSG00000007314	4.1024025983467	5.57395739914965	5.67131407761328	5.98532093986047	5.09420761507026	5.30180028072646
ENSG00000007341	7.67560327633718	8.13869109044068	8.97074674773391	6.39189288346932	8.76560388585501	7.24092929355172
ENSG00000007376	6.74021363859121	9.72011451551524	6.30394261732373	5.46994347029545	8.38582969726275	6.77925001411079
ENSG00000007384	3.57021745292049	5.98639481408215	3.94744303362119	4.43135167267603	5.35669364492668	3.60324963617711
ENSG00000007392	11.3450610567599	16.3091583849146	11.2604567274222	9.14418122003223	14.9506694454291	9.77739232392032
ENSG00000007520	18.7532315365663	40.7789106640285	19.8732336014452	14.4908270127175	27.3047395288742	17.3740496092256
ENSG00000007541	3.57938958318857	4.81100662484883	4.06507616092006	3.61275855507476	3.44185799393445	3.41502948632968
ENSG00000007545	1.37615871392576	1.39992101142278	1.34717886233434	1.97091534874103	1.53735653469197	1.54487316061234
ENSG00000007866	1.80879764943634	2.27884415207586	2.27832240576043	3.57868491409411	1.86885127814989	2.57015333858784
ENSG00000007923	10.3117917705876	12.8462575537301	11.629359110631	12.4821752741753	11.2201262323453	12.0560593096054
ENSG00000007944	6.60653021098706	8.31371915454615	7.96248641046049	6.56441927107315	7.85921495659459	6.53861895439684
ENSG00000008018	143.016774009182	190.271938604367	152.861476191086	97.2710192253906	162.994016031952	139.934837109285
ENSG00000008083	4.25024515300944	4.84630725685846	4.81516312203962	5.47229218643196	4.30988340707064	4.57758678403436
ENSG00000008086	1.50202603724163	1.45348602079033	1.42008498431458	1.68809922060985	1.54023178043418	1.41029294931521
ENSG00000008128	1.894533395752	1.56544940554174	1.72780884960491	1.70531295641842	1.86943361814865	1.60820866587693
ENSG00000008130	27.5808949319653	44.483036287323	29.4200169105692	30.7842598023521	35.3284525468768	28.4431521076599
ENSG00000008256	3.72254748816112	4.66554745103529	4.62683093981042	5.18039997177158	5.23546203767193	4.17194886850764
ENSG00000008282	12.5336269956416	11.3126061776094	17.4296851937482	18.9315630560707	14.506404556013	13.37234252711
ENSG00000008283	4.06578201360447	4.69200144354991	3.52719746952625	3.83463841892816	4.05243606223688	3.49588813780787
ENSG00000008294	20.3560131261927	23.0660975018467	20.3522767059981	23.1785390138188	23.9267401604415	17.3280797926565
ENSG00000008311	16.2546449462316	18.0578725516597	18.2009809643149	14.7343220492103	18.9871020143985	15.3616006883664
ENSG00000008323	10.866707811782	14.0975104965038	10.6840505706581	11.9491965192992	12.916643262333	11.5149144940154
ENSG00000008324	3.48876139923324	4.64720977850862	3.6400054268555	3.74560570897906	3.53836458395261	3.23900566811045
ENSG00000008382	2.46008988217192	3.38023185764738	1.96596424292867	2.44138667838052	2.9383117654469	2.35122980353513
ENSG00000008394	314.422851021862	272.405014257329	306.596904275449	373.020208539164	353.132247076277	270.036350749746
ENSG00000008405	3.25536444601161	3.67575445090639	2.8287110143891	3.21692658587115	4.07173800207857	2.74684370423775
ENSG00000008441	7.38982241961709	9.64601560690904	8.99873286435892	35.2165698516303	9.41556525240158	10.8405440068074
ENSG00000008513	14.7605343446663	20.3427204989116	20.1630852025452	19.4255340890472	18.1781346517621	18.5806225057932
ENSG00000008710	2.51940940438855	4.36678808887282	3.0621391135837	5.17911353782301	3.34975572870843	3.32135698706769
ENSG00000008735	2.22648973191995	3.52394059311286	2.72033737095129	2.41390952642941	2.89833408528456	2.59201285875154
ENSG00000008838	8.88952015642552	11.7689206447312	9.68031833607162	11.782884588501	9.32794071896865	10.3873861671212
ENSG00000008853	1.78116847387507	2.31961671076346	1.99001068356724	2.2430671023788	1.68490008580559	1.77687657389086
ENSG00000008869	11.0228611664807	9.7435536433258	12.4603386387576	10.6050542436438	10.8697682969482	10.7564432258433
ENSG00000008952	6.84319349617785	5.65391027742232	5.68930082633471	7.84335401321071	7.1765186041795	4.61532800592979
ENSG00000008988	947.374915481724	1120.63011410438	743.860683085356	563.925805928627	829.549815377275	679.956745499253
ENSG00000009307	124.7892736284	112.759876813074	113.63624255615	104.668395398153	113.979528385457	88.6549379167746
ENSG00000009335	32.1555849675492	34.2125754645013	38.7526635003555	29.8465192938385	36.0491550843997	32.2402753439133
ENSG00000009413	12.9116880709704	10.8289380163295	10.2251808418362	22.0505731149367	20.6181667066085	9.91505120278689
ENSG00000009780	4.4387474936543	4.70955768365496	5.09592575717711	3.30257453426334	4.24638012902602	4.5192098097157
ENSG00000009830	3.63289633330717	4.86110074630792	4.19879832520067	4.82155181120462	3.56952521798156	4.08623903760232
ENSG00000009844	5.64544887864038	5.3697652846214	5.60332638037258	4.80353381347946	5.90581735671687	4.45057571767025
ENSG00000009950	5.18224358435636	11.1312339078246	6.70690682877053	17.8268758950698	9.98965095737459	8.23186038004524
ENSG00000009954	11.4659606217904	12.6470751212422	10.9659048454456	12.9455255790779	11.2030929849582	9.26076337010407
ENSG00000010017	6.42767175852067	6.0648422614837	7.55392937919528	8.8728835434569	7.32030063855576	6.2961243372918
ENSG00000010072	5.20015565262182	4.47175611628928	4.81841838067618	4.67915850337168	5.45673634667075	3.65129662406109
ENSG00000010165	5.73639294822359	7.98735423062552	5.68966013219835	6.12110898569075	6.67395975609597	6.09675731873174
ENSG00000010219	2.41793281132444	3.22556112699778	2.50851689765855	2.05113459919213	2.58581290743005	2.38668601694434
ENSG00000010244	25.1635033554221	21.849605782078	27.4053405568761	27.3747847832908	26.2778607939775	23.2257686555228
ENSG00000010256	97.5071607013263	144.313408390546	100.934550255332	82.1995059822056	116.010878019643	114.027922335439
ENSG00000010270	9.12820452072581	13.1798959306276	10.67369052038	6.9710284870775	11.8758723636094	8.00190840654613
ENSG00000010278	17.8423398401059	22.549182964707	16.0870698748473	12.3745582982516	23.1027829853268	13.941458296237
ENSG00000010292	3.50266298571702	4.79148089865428	3.93253600598227	5.00025200098151	4.60650689777722	3.96213376983253
ENSG00000010295	2.94023319806195	5.69484550909965	2.98463762928885	3.21691378953651	4.76934045229001	3.02706030414381
ENSG00000010310	3.80330885719248	4.35367511952727	2.96838212134839	5.65253966977946	4.2690345275293	3.05614953811566
ENSG00000010318	4.4660640712291	6.38593601988509	4.49633602051516	3.58233815208556	4.74847351114017	4.19974375701121
ENSG00000010319	18.4615868196408	32.9401855164063	20.9624380258834	38.6798415185849	27.5175197461332	20.4955769399167
ENSG00000010322	6.20654426876171	9.72673383311275	7.55682441989764	10.0099990198398	8.0308669825354	8.59296267133689
ENSG00000010361	2.97303422817408	3.86297738920265	3.3574291530215	2.65491530462961	2.58666729516321	3.03159849885458
ENSG00000010404	2.0480618061801	2.4527518902995	2.35443324029138	2.33411677329512	2.59446706371746	2.33682873957171
ENSG00000010539	3.41081763043568	4.26256093527631	3.92888978925398	3.16187454130105	4.40203241090422	3.39420093901255
ENSG00000010626	2.34744454968398	2.93509819499884	2.3565398910079	2.17902698463257	2.22978062062015	1.8461670229819
ENSG00000010704	3.33249466095188	2.56240909881813	2.86752451348421	4.33091680116706	2.81956602953243	2.44488870409771
ENSG00000010803	6.80237737713025	7.01978027806053	7.12901587048274	8.42957311908783	6.58390382338155	7.90398858821947
ENSG00000010810	10.4070422482554	15.3439679875243	13.2081539345475	9.81490410624984	13.9590428644471	11.9428943398888
ENSG00000010818	2.23215839643509	2.18138454308504	2.27591770699954	4.48854912388479	3.15994150159564	2.9183943750141
ENSG00000011007	35.2637341125182	44.1558598578347	38.8952396889825	37.938250245846	37.0335223226983	35.4553662794009
ENSG00000011009	15.6155840614448	20.0103125429839	15.5308712854564	11.7061530085154	14.7779191510969	16.5403824010242
ENSG00000011021	3.64952424887016	3.09738805972282	3.8378219518875	5.61988004556923	3.51345003240396	3.82782387819931
ENSG00000011028	1.81123905554355	2.50622762108987	2.28884335579307	2.43613977333753	2.47157681029811	2.48094219418748
ENSG00000011105	2.47048745781493	3.40403102922596	2.37043978411997	2.48464313463771	2.71298078033544	2.74966707058533
ENSG00000011114	5.31974713913095	4.50173719549702	5.46536721006751	5.29142840052135	5.45829398359704	4.68924708653258
ENSG00000011132	4.03752971708785	5.20356050919276	4.11516134057165	4.51499086969751	4.89670293241622	5.4135191040527
ENSG00000011143	2.7499352870948	3.03766893787214	3.08664115686022	2.5205025000624	3.21749496820891	2.6720452114756
ENSG00000011198	87.2415181214067	90.234674057097	94.0165052393166	69.04417371734	83.551783080196	74.3050723458581
ENSG00000011243	10.5423455212461	15.4020172688319	10.0577994526383	8.48503627047148	14.2767671027281	11.3714504693691
ENSG00000011258	3.72460906302983	3.76430344204449	4.20164364700893	4.93250170373699	4.40862721744167	3.87541558272179
ENSG00000011260	12.7216662594133	21.3078257269831	13.9448118670377	9.01736415767985	18.3710386268932	10.7145880599991
ENSG00000011275	10.9780321646327	13.5400766722633	11.6321749076701	12.2237397925078	12.0106835799985	11.035289072437
ENSG00000011295	7.04288383565925	8.39559034751831	7.60273394743808	6.77286105277674	8.07466582603316	6.42980779120095
ENSG00000011304	9.03747470769499	12.5686165942468	9.42721768541811	16.2453377809096	12.2315593001516	9.74850172380502
ENSG00000011347	1.32733038693223	1.56715385910951	1.20337318867486	1.41244083640422	1.37805032600777	1.24926447726641
ENSG00000011376	9.62141832846148	12.2411793879851	11.0105775399973	11.0716686817736	10.5183699212932	10.1893400454519
ENSG00000011405	11.9542039042357	10.0888631400266	10.5593556347325	14.3152627766598	14.0832068354971	8.43613396495379
ENSG00000011422	4.76309349566349	6.12837723394845	5.5702474899433	4.82746209383758	6.68945157139377	7.35699579015372
ENSG00000011426	1.2552388270151	1.18770940005302	1.20866063365626	1.28210918338704	1.4547548714132	1.23976097270355
ENSG00000011451	3.03106464664978	5.28822866029808	4.33969130011379	7.67915163796593	4.34444576921657	4.41255434121324
ENSG00000011454	7.58998393865533	7.9106424107605	7.23005578412487	8.60832381391286	7.51053206144523	6.88463637921999
ENSG00000011465	25.1878099102286	69.697719074127	32.8393463673107	21.8704326349934	61.5896509264302	30.1111752781126
ENSG00000011478	3.72162662651071	5.80593481128679	4.12798491735225	4.96170138720484	4.72222369663639	5.19916803449524
ENSG00000011485	8.98574395476135	10.8532215346748	9.7062239523927	10.2005130141215	9.58105813800195	9.46205033030098
ENSG00000011523	3.81466452820569	4.56567963113288	4.09608080862745	5.32566728939534	4.27129775165355	4.12751104424738
ENSG00000011566	6.05796803569379	6.79744054387964	6.343868622151	5.55898802628486	7.39346658481074	5.22149661161452
ENSG00000011638	5.16543682538851	6.11490406710503	5.99958752226568	4.6447974212127	6.27838673167504	5.61833918930282
ENSG00000012048	1.60319921416046	1.69627277557217	1.66988386867725	1.62136256534313	1.75724468326344	1.56169367024728
ENSG00000012061	14.6970836049054	19.0951273220387	14.6333777787776	10.7221630725821	15.1168348034919	14.5911651577848
ENSG00000012171	2.28913728046169	4.57262770204353	1.88994677288957	2.80481209817994	3.48148246442426	2.02259108574304
ENSG00000012174	2.80113876715517	2.69780745817183	3.35358494218942	6.72676077991988	3.66148203589903	3.56831134264405
ENSG00000012211	1.90954515816474	2.0802793501298	1.72993147746357	2.67130766122155	1.99614430235564	1.86578159044807
ENSG00000012232	7.41132531607308	8.49290582898348	8.55264592137229	10.9213751877389	7.55910589393399	8.76852179339889
ENSG00000012660	226.141415313788	111.163558002254	210.716343265107	228.201993230499	139.13555803228	150.436172643897
ENSG00000012817	4.54241825980668	5.41429939124677	4.77646766274262	4.94003450836222	4.81609556617875	4.44106946032234
ENSG00000012822	18.0056072716513	29.4763104539395	18.3026816018112	16.079535228848	22.7659300309408	19.7424110675654
ENSG00000012963	3.96490505783116	5.19372562456741	4.86129667725032	4.39379732580622	4.45908996650783	3.90016080307772
ENSG00000012983	6.61976806426344	7.58799206346383	6.75888971723126	7.33115119188708	8.60089363500094	5.65464485344674
ENSG00000013016	1.5927359703014	2.43560927230599	1.77746303414414	1.93622919171908	2.24588420105031	2.00305058872636
ENSG00000013275	44.5414016594404	55.6451323096262	49.2314792301345	38.9754655841268	48.5279537380064	49.5283743666266
ENSG00000013288	3.90400543705792	5.23046912413866	4.97966096810462	7.89697015886726	4.88796144241312	5.13171138094229
ENSG00000013297	6.9774603305944	9.27048135885043	7.73590003497037	7.81600279146668	9.02277352778935	7.03151944065965
ENSG00000013306	36.791408508848	47.5302284088358	37.366315310145	33.9016874013257	38.328784751084	38.1750357962984
ENSG00000013364	20.5552209005419	38.7991862805221	21.9922013938072	20.4626736118858	29.2965354250963	23.647403436804
ENSG00000013374	9.19412951256983	9.65712211357718	8.6366248624411	6.85971277718042	9.47683773932098	7.96755942191024
ENSG00000013375	8.9665248495134	10.1595548383791	9.34688529895484	8.33811404329493	11.6694765444792	8.10303812493645
ENSG00000013392	1.74194656109777	1.87179536617353	1.69845119506695	2.34836006402232	1.95697393527213	1.50159598561089
ENSG00000013441	16.209028058272	28.2137571821529	17.9606412534203	19.7878301092073	34.0264222742161	15.3707820181565
ENSG00000013503	6.16579466772622	5.77676221901589	5.84579528266711	6.78002699066291	6.65763764360845	5.13988043774083
ENSG00000013523	3.29611389148074	3.0760130171899	3.37765889507715	4.19343755206359	3.39614554814383	3.0161600249452
ENSG00000013561	13.9852294181296	18.1221762591669	15.7247455819871	10.1833174300557	15.430980936096	13.7847795221684
ENSG00000013563	2.50012208204789	2.53519830205594	2.88158061554049	2.31404342379953	2.87224882081478	2.75978815004949
ENSG00000013573	1.87549522144008	2.29130180571675	1.99053119067751	1.9035659312763	2.45280669792186	1.96454860702421
ENSG00000013583	3.02891744028487	3.22204848816858	3.38488842270725	9.1052138457737	3.51145723103508	3.41411785958225
ENSG00000013619	1.2356778785912	1.23783871511044	1.32539710187977	2.00466357585644	1.40412276228417	1.35831768607047
ENSG00000013810	1.2724736031158	1.76146038298034	1.37620043647122	1.84362949877411	1.51996765465696	1.51332318864711
ENSG00000014123	8.00813583858748	8.73316533761245	8.22587923066851	7.94805679727627	10.1637518551361	6.95874666192676
ENSG00000014138	2.34497322079771	2.62876569292617	2.13276111601755	2.40499521423636	2.26769864611741	2.36560922421125
ENSG00000014164	1.79686030122239	2.00483080584344	2.18742576986417	3.40182024971092	2.0256035323148	2.27190629770287
ENSG00000014216	14.6335248760583	19.9351583585949	14.4779353066999	18.7320156872219	17.2397990445601	16.9278668224089
ENSG00000014641	492.223075017258	762.080754438709	528.508121394789	387.898880675111	612.587776550267	458.224618947462
ENSG00000014824	12.4138215436283	12.9002582703371	13.4170747507428	11.2432861548633	14.2222274596934	11.3788184180614
