Ishi_Dex_1	Ishi_Dex_2	Ishi_DMSO_1	Ishi_DMSO_2
ENSG00000003402	4.58969102697327	3.58748672467977	4.22453388173808	3.07476952109828
ENSG00000003509	3.08463586376541	3.49755992802491	3.29961067541954	3.55311025303619
ENSG00000003756	17.2448584578181	14.0505755247109	19.531157513833	14.4633272831153
ENSG00000003987	2.21579961506592	2.03605467441356	2.10443665936545	1.92613802571286
ENSG00000004059	103.019897577008	134.848370670779	89.7530632746013	113.420674178835
ENSG00000004139	4.4841127522624	4.18979298067102	4.36546688651936	4.14143521441187
ENSG00000004142	60.5216240573492	64.3313847816473	51.9623346512435	60.8436893679282
ENSG00000004399	15.5137702946631	15.3756631861112	15.1740270516914	15.5115604445115
ENSG00000004455	146.388548745422	155.827131508668	138.733390816117	139.184794102108
ENSG00000004478	133.625347306054	119.096006973699	122.936805809694	120.722052518529
ENSG00000004487	61.2942949267911	60.330913935738	63.1731321866801	60.6952739770821
ENSG00000004534	18.2456239638775	16.0266415504308	21.1401772109403	15.5992727468706
ENSG00000004660	5.32592658369788	4.79728399550395	5.0398402273143	4.43241607576634
ENSG00000004700	35.6478170104712	31.5155414449521	37.4995340809243	31.0786183785327
ENSG00000004766	5.74755279688201	5.72300089547683	6.11938111663658	6.03688903585704
ENSG00000004776	3.0216894877725	4.03955470082897	2.65538618359109	2.7477774922049
ENSG00000004777	3.45855188702246	2.88514632203435	3.49623769329664	3.45337755904237
ENSG00000004779	87.6519529507033	92.9686394553155	81.1516583343153	97.043782232661
ENSG00000004799	2.30383813500851	2.26230465676349	2.33719592068015	2.39230985979973
ENSG00000004846	1.39174365225122	1.37731264605509	1.54351830535066	1.45962032190466
ENSG00000004864	21.2042163403336	23.3560471918742	23.6193296000858	23.7412242496582
ENSG00000004866	27.8369698035032	35.7221406442002	27.8208737901113	29.9581209988086
ENSG00000004897	30.7649707942584	29.4447153122501	33.3804832121694	30.9467390422521
ENSG00000004961	13.7051094419871	13.7293033423798	14.1659059671222	15.2196942745247
ENSG00000004975	26.1803995932929	24.0440244853831	25.476620969187	25.0320867019502
ENSG00000005001	5.80084253513583	4.55741086596479	5.19305982134328	4.99792893010847
ENSG00000005007	44.3462373452584	41.4078582380451	45.5931088755129	39.9891578524731
ENSG00000005020	13.8477427811122	13.4673256416646	14.9186399647674	12.1436614044539
ENSG00000005022	414.149468052755	474.684120274312	387.365066545161	475.414514121675
ENSG00000005059	10.7615645060109	11.5035867698461	11.5178883128273	11.9893515866376
ENSG00000005073	3.14912786652243	3.05054055144159	3.03046279163787	2.89878372682553
ENSG00000005075	24.6109615642787	26.4188673007998	25.8884194545827	26.4395747202303
ENSG00000005100	13.9895223677336	11.3476141408251	13.9746022124741	12.8603021300298
ENSG00000005102	38.475695380741	42.3578078872939	54.9067369124741	54.2004868494868
ENSG00000005108	3.21214984069729	3.51952483246272	3.67266453803108	4.02998870938627
ENSG00000005156	6.18857180508446	5.76838059199579	7.26252738163738	6.68978856390921
ENSG00000005175	19.2094552179085	16.4552582528712	21.7154936299205	16.6478248996736
ENSG00000005187	6.84158916739318	6.34138289616288	5.86493433969611	5.84664649042498
ENSG00000005189	3.66572236693662	4.26128195295365	3.56791629691895	3.73705954602194
ENSG00000005194	38.4053402502014	38.3361111061299	35.6118052465712	38.5598581451992
ENSG00000005206	7.88703595848157	7.33148776245981	8.01392592614003	8.80739788918328
ENSG00000005238	2.23268409029622	2.28804817310027	2.3278403354083	2.29910469009924
ENSG00000005249	4.9339096138799	4.91402404168654	5.75801995183344	4.83595523228169
ENSG00000005302	11.5924898458334	12.3786016308833	11.0312076749318	11.2276880127601
ENSG00000005339	23.7359518559229	20.9295629338424	26.3587943237228	24.0533548437245
ENSG00000005379	2.17670355768078	1.97256471453356	1.96854499492001	1.90086362419726
ENSG00000005436	11.4891458365881	9.38290702710045	12.8830091011969	11.2367950050195
ENSG00000005448	11.4195443827089	12.1430187957564	10.5247646472603	11.498927767037
ENSG00000005469	7.52753656648498	6.69300218739713	8.06121414610065	7.74446822267553
ENSG00000005483	20.2213191735885	16.9326789322475	20.8249259126516	16.7871694189694
ENSG00000005486	54.5155460657106	68.4601547582498	50.7310007912398	66.6979311843255
ENSG00000005700	17.6303206585438	15.5202899750073	18.4189503330311	16.2595829249057
ENSG00000005801	10.9002656088927	11.1372539348386	12.8371878807454	10.7342827520396
ENSG00000005810	6.96396387528404	6.12532361697225	8.65473833291111	8.08279435837553
ENSG00000005812	24.3339785164415	23.8338039874534	23.8018770771153	22.6242895455977
ENSG00000005882	12.9804447289757	14.9289361348453	10.5726876612741	12.4009819411573
ENSG00000005884	13.7933634972039	15.3575306582499	13.3417598740493	15.7438601696867
ENSG00000005889	8.36042226799126	7.21942689733618	8.67266701894385	8.28460858586201
ENSG00000005893	85.2488769542178	83.0717054331151	81.3048520081957	79.4390697806063
ENSG00000005961	1.92488907397033	1.96268524784356	1.80779887840138	1.87162889350227
ENSG00000006007	59.0949721610807	69.3411317159586	61.3973625126668	68.7308083202111
ENSG00000006015	25.306257851353	28.0891482062296	21.9822555464843	29.2036073384548
ENSG00000006016	4.81365033089767	5.63816886454576	4.27136595665952	4.60646124468483
ENSG00000006025	1.60835068158602	1.40866829544101	1.33914935275174	1.39644365475478
ENSG00000006042	13.199295993888	14.9968683574091	12.1458832331871	14.452803853585
ENSG00000006062	3.06962539387577	2.29521391500453	3.81309698789105	2.64608122383891
ENSG00000006118	22.314203640413	19.3020988883886	18.4969879872519	20.9142599736822
ENSG00000006125	98.433987923588	107.406248811958	104.326178649431	113.758858643508
ENSG00000006194	10.233660179928	9.00039252565372	10.3867144138104	9.02366857024728
ENSG00000006210	1.44754625355268	1.3907007526408	1.45708591610843	1.37086275177061
ENSG00000006282	33.7693044567984	39.3719980366255	30.3677072790539	35.81370920407
ENSG00000006283	1.81045611339194	1.70871853859787	1.8125863938867	1.85521528943149
ENSG00000006327	42.3193797779253	42.3114986283953	51.0726276723901	63.2795488727652
ENSG00000006377	6.36113962355323	5.81294489659388	7.19070448972199	6.60247723044769
ENSG00000006432	12.5125878113545	9.84675069027521	13.6968959529695	12.3008876822345
ENSG00000006451	37.5347955826063	39.1075173011021	41.1841481761658	37.9039453278731
ENSG00000006453	14.1021794683039	16.316916543344	15.8298986115181	15.1792487700938
ENSG00000006459	2.28079620490945	1.94542060513955	2.30284358734595	2.00117627020937
ENSG00000006468	1.6608286005666	1.72031481654138	1.83368746298554	1.73996321314193
ENSG00000006530	9.0089770941624	9.33626898171625	9.73035696809845	9.01038195569998
ENSG00000006534	2.70400998077801	3.0546189526548	2.32619341353509	2.46688838193152
ENSG00000006576	31.688648998415	29.2329092279313	36.9132706103949	30.3637715690374
ENSG00000006607	22.1397624256635	20.7287921677956	29.0129413255412	29.1563260760938
ENSG00000006625	42.2003615682791	40.2997131740682	45.5334144922441	37.7411318827664
ENSG00000006634	13.3137529794061	13.7730685354201	14.7977029701532	12.9610554794853
ENSG00000006638	1.72738444632919	1.71767668447847	1.53603283437219	1.62883354301595
ENSG00000006652	21.3251996717128	19.1092756892336	23.0158316456422	18.3581910842526
ENSG00000006695	8.78969005131666	8.93484512512602	8.95054400555926	8.79334494971367
ENSG00000006704	12.7388398103974	12.599711704133	11.385550791981	11.0681252619474
ENSG00000006712	42.1954842437124	44.8998913295381	42.9392089612802	38.2300817475899
ENSG00000006715	11.5155884419304	10.6193124855054	12.7811238778223	10.4290473076218
ENSG00000006740	2.17730664765112	2.17724907697066	2.10344002529173	1.99859355702168
ENSG00000006744	34.76562239065	33.3673844917383	35.9393757942019	33.9877839755182
ENSG00000006756	8.60466654383812	9.72057179190641	8.91998883070644	9.40604216804835
ENSG00000006757	5.35655835772101	6.72855333792343	4.62530564862453	5.82311080434167
ENSG00000006831	52.6771571272147	49.103861805404	59.0484308444928	53.6389937295963
ENSG00000006837	1.8110565725586	1.52947688631396	1.39613214229299	1.3795803245897
ENSG00000007047	8.57739437706189	8.17389271456755	8.5891059786465	7.9043924400858
ENSG00000007062	10.4590482412955	10.5046784444856	11.1718278916587	10.9656101128174
ENSG00000007080	99.7168939505748	102.834716137516	100.627399439938	101.820451943705
ENSG00000007168	47.2459812414769	43.3014043216666	52.7212168591363	47.8990013125692
ENSG00000007202	69.4885531389895	70.9925960101204	69.3247449155462	75.8275054033447
ENSG00000007255	11.2509702692117	11.4297080574912	9.61874702984671	13.2817942402542
ENSG00000007264	14.0402872954067	13.2535714524419	11.5152114325269	11.7592721517241
ENSG00000007314	1.34634869395744	1.32887942919283	1.40466173893564	1.36621166172352
ENSG00000007341	13.1232300292692	14.5269143217358	14.3742862658205	14.0325968429999
ENSG00000007372	3.36163397269563	3.21268759764043	3.5031467472696	3.30611946815546
ENSG00000007376	23.8889928061561	20.2210655126182	18.6266553368563	23.2023136561883
ENSG00000007384	6.3417052167525	6.48712894850832	6.98755789125031	7.57753160502245
ENSG00000007392	18.8822670188627	16.0220883906204	22.9766917125146	17.7990363708179
ENSG00000007402	1.30312112975223	1.34180072920377	1.39711936629733	1.35082914060111
ENSG00000007516	4.09208360404067	3.60641165840911	3.88878689819279	4.74616262865335
ENSG00000007520	60.2230404759521	59.2503340101996	53.37587161372	66.2901163162436
ENSG00000007541	12.2962852910429	11.9231469154603	11.0074256452132	13.1897000504243
ENSG00000007545	3.63000203334867	2.83715944328725	3.52488518396606	3.27291817083292
ENSG00000007866	18.4867508227161	19.4823961199854	18.738669663115	17.7436392513447
ENSG00000007923	31.3131843901146	29.2003921880331	30.6491335755519	28.6077654485655
ENSG00000007944	8.58004679597188	6.77943325256499	8.31482152182823	8.62647823747022
ENSG00000007968	6.89623767741117	5.29175866452752	5.31473343223048	5.59913625258251
ENSG00000008018	208.426532676638	236.695655429906	202.702892165279	239.545146208814
ENSG00000008056	2.18194307540594	2.2827855903002	2.41942632536928	2.2261666393911
ENSG00000008083	4.9264462023371	4.2426600447187	5.14869921219962	4.17688364025386
ENSG00000008086	2.19197492688972	2.18620059155217	2.56987029848966	2.42818203424308
ENSG00000008128	1.54037059002096	1.3584260423439	1.67670752221309	1.40827216473406
ENSG00000008130	28.3704311704909	27.5319476525268	27.85671480414	30.2150649091133
ENSG00000008256	20.2685795192119	21.3910030945484	21.1354226837422	17.8735677861895
ENSG00000008277	13.2705805927693	10.4893759635369	14.0024066626053	11.3244418607326
ENSG00000008282	63.1414073649028	63.1511768499194	69.7436232023631	62.5288344329152
ENSG00000008283	28.1518694017126	26.3893492905407	25.7463860956106	26.7706517328888
ENSG00000008294	11.5290311818948	9.03112231572411	13.7566031909423	11.0288525214338
ENSG00000008300	1.61601837045192	1.59603310264438	1.48596344028474	1.50261514566749
ENSG00000008311	4.0218515235189	3.91122212530681	4.76354725607484	4.34796969045003
ENSG00000008323	8.02658775916002	8.39981028088458	9.33531358963457	9.33401362381572
ENSG00000008324	16.1743372270508	12.4922275467858	15.6379495236702	16.6637810905979
ENSG00000008382	10.3216614533531	10.2484440684744	8.79791007024678	11.1668206630158
ENSG00000008394	46.1002132313763	47.8676282065322	36.3288081642079	39.7205102895126
ENSG00000008405	13.7177094698464	14.5707035361312	15.4392619312273	12.6397573016186
ENSG00000008441	32.5817690518893	32.9876141181337	29.5324275073109	31.1149558472334
ENSG00000008513	1.28655870634842	1.22311002733615	1.2905042794251	1.25616013912511
ENSG00000008710	2.74767772911625	1.93428065376109	2.83478408505939	2.3455916968562
ENSG00000008735	4.11177618365755	4.33997735514117	3.53433816335222	4.18956981209028
ENSG00000008838	38.3543684004936	37.2200227371385	37.4669366979203	38.5260598692714
ENSG00000008853	6.99452320777049	6.21919868930868	7.25956925006028	7.87684201666
ENSG00000008869	7.15977292439059	6.00312533097789	7.97870968857228	6.59961384161066
ENSG00000008952	34.2763114249367	31.4916538295124	39.4874751083359	32.3553292008691
ENSG00000008988	749.227927402002	813.688370744518	639.846070027478	830.874971283367
ENSG00000009307	196.813810391901	209.295974452432	207.273114222697	201.157626842834
ENSG00000009335	42.8952236168881	39.9847921236699	44.3062197881636	44.6667746168109
ENSG00000009413	8.22235250470571	6.47380695590427	9.14832321959087	6.12979985506835
ENSG00000009780	6.38472489200129	5.84247952403147	6.45782933732097	7.384228201131
ENSG00000009830	13.780365503173	14.2596171269301	13.3070780507509	13.5983664650376
ENSG00000009844	15.9379024335947	15.717503426702	17.0418468560341	16.2883714355328
ENSG00000009950	3.40627363887129	2.80888321246866	3.22901358122608	2.52732187049441
ENSG00000009954	50.7133665450942	38.9718483528857	56.9003174873307	44.2786264562002
ENSG00000010017	21.447327053507	20.2163809898153	21.2425259958898	18.8483389695984
ENSG00000010030	2.00465161409505	2.03289229348848	3.38721700175742	1.96341664523586
ENSG00000010072	10.9912787299256	10.6235668632552	11.4903044290903	10.7552287363551
ENSG00000010165	18.2353830945403	15.3537285118793	16.5576374112253	18.2235949751423
ENSG00000010219	6.10200611156279	7.58658242776193	6.22198789475326	6.88577653472128
ENSG00000010244	97.8659428360896	102.988426922518	109.384289475056	107.459783549499
ENSG00000010256	138.727121035656	153.988279785147	121.661047028971	156.583139694813
ENSG00000010270	27.9512774967889	28.4813211688231	27.4876691256371	28.224832534827
ENSG00000010278	125.559988026454	153.167464589345	116.621630747203	126.939629222791
ENSG00000010292	119.784819773993	117.319762094998	123.633219474064	127.839451150875
ENSG00000010318	4.54520408002137	5.42500288251853	5.25996248598213	5.09751636395354
ENSG00000010319	2.64570916577113	2.28808032886094	2.97637514225866	2.38687016374719
ENSG00000010322	13.3477862181528	11.4373607733534	13.0399450122952	11.9688791586094
ENSG00000010361	8.5031334111497	10.194879802448	6.0076667416454	7.6579018419475
ENSG00000010379	2.01873715600145	1.46438123621412	1.44961573242621	1.53538713769444
ENSG00000010404	6.76238180666369	7.18021068516013	7.98781894644608	6.59441417854491
ENSG00000010539	5.91536340129335	4.94529865079878	6.6292579545946	5.3946009078194
ENSG00000010610	1.54440515136871	1.50863817645575	1.42453920290887	1.53788057729931
ENSG00000010626	5.32917974947161	6.82642851635825	5.54342955054658	5.82920459418609
ENSG00000010803	8.89217676820197	9.4910308608272	6.39111120753805	7.45268522541945
ENSG00000010810	5.70594479719921	5.82002015553779	5.48123361980277	4.88753632017534
ENSG00000010818	2.78511859892153	2.73716686996788	3.41343860332248	3.22760801651633
ENSG00000011007	48.3721988105464	41.6234252472606	52.1952571824217	45.8045631491043
ENSG00000011009	30.4124907787599	31.8761126903474	26.4608857211985	31.7508558399152
ENSG00000011021	2.84983924965908	2.4448115929816	2.90839524860865	2.35817629829035
ENSG00000011028	7.48482502785777	7.12476716455672	6.74895414470995	7.34156000931058
ENSG00000011105	12.1924977368525	11.121314528803	11.8537209336441	12.2535056497167
ENSG00000011114	15.3933059921136	14.7856470493847	16.6342028450269	16.4969604308834
ENSG00000011132	5.2063947237261	5.17790355607108	5.02126810687656	5.34978429355949
ENSG00000011143	10.694817810315	10.504076975613	10.806703270251	10.2072114138794
ENSG00000011198	32.1838679894772	32.8449841398771	33.7516429747067	34.339890139378
ENSG00000011243	23.9824081626409	22.2313096978395	28.4083163163822	25.4207026569641
ENSG00000011258	7.85083617390754	7.00060645697321	8.89439391813129	7.61152121049393
ENSG00000011260	34.4708512006813	34.0669040514623	36.0790587997757	34.9439098259553
ENSG00000011275	22.7036675105677	20.0491087616986	22.7295898087186	22.8562035830556
ENSG00000011295	28.11803689533	25.7397641132749	28.9934246416317	28.8684417298049
ENSG00000011304	212.33268624324	216.09516019643	211.192478478636	216.780205580408
ENSG00000011332	7.64928107057954	7.64185026276293	6.96659680769387	8.55952928126523
ENSG00000011347	1.85979419020568	1.67204513732598	1.50134109101318	1.40543828929187
ENSG00000011376	18.6594825558377	16.5467371483975	17.0682857691418	16.6486838115359
ENSG00000011405	13.9876716511723	11.3873235076334	15.569502217985	13.581414219139
ENSG00000011422	2.35204179102768	2.40729382941341	2.24900178301408	2.30158561919492
ENSG00000011426	54.7308174228609	53.5163625016444	60.8973648055736	48.9564558133808
ENSG00000011451	17.2637286925365	17.0478447532513	18.9014085226939	17.1922279102233
ENSG00000011454	10.4736791089171	8.2933157946335	10.377146303981	8.33962721004499
ENSG00000011478	6.37860577979286	5.25300751646727	6.1898628954264	5.93928773326486
ENSG00000011485	45.2997476644412	45.4755563385789	37.9483574139793	36.5038489810551
ENSG00000011523	5.06994348070485	4.61245026416375	6.05008951778552	5.69136047063259
ENSG00000011566	12.0057713255057	10.0547265259513	11.068706666769	10.0579550080444
ENSG00000011638	7.09890549566622	6.94780788280387	7.65848634924147	8.46828372165664
ENSG00000011677	7.15277235451504	7.90874256075073	7.39272034276502	6.98963521245217
ENSG00000012048	8.67157467664098	7.37753817109414	8.59915362672339	6.63960756597523
ENSG00000012061	12.8935337681914	12.7487712122241	11.955906207231	13.4976700676929
ENSG00000012171	19.9830127202114	18.3556723789727	19.1516371976592	18.9951472219727
ENSG00000012174	13.6937256909108	13.9182356648719	13.9849602616383	14.5428139325139
ENSG00000012211	6.12432583255824	5.28582650302933	5.57562429092348	5.91203045125868
ENSG00000012232	19.6541628947541	20.1702811450189	20.5111407217752	22.6107783510938
ENSG00000012660	63.3820685282864	70.2978965822619	69.2929453627973	67.0744173065734
ENSG00000012822	5.23563163890428	5.56512388565815	4.98354514152125	4.57142395510801
ENSG00000012963	32.3138379601689	35.299464202973	33.6013058416956	31.6435126030263
ENSG00000012983	20.2904226251894	17.6179616319387	22.4884427525231	16.4217269000982
ENSG00000013016	2.34658835821572	2.42975219726105	2.20186564412803	2.223625361382
ENSG00000013275	68.6058809947857	70.5102314837359	65.6315066982506	71.5948625088422
ENSG00000013288	6.08097058356318	6.31340299038493	6.6981663371008	6.18407151926671
ENSG00000013297	3.97365761295076	3.95862603140856	4.05552353707054	3.61397277879809
ENSG00000013306	132.504589952306	152.679477554276	125.109669055023	154.546605690414
ENSG00000013364	3.2861506639294	2.95625870440853	3.26578822287385	3.0184589294592
ENSG00000013374	20.9395748142096	23.8202872979661	24.087894365671	22.0562171678816
ENSG00000013375	17.1725597651052	15.4887138686738	19.0056189683867	16.7089543854405
ENSG00000013392	3.74310203405269	4.78837972757456	3.93983429396866	4.18265138405422
ENSG00000013441	10.0383129382964	8.47001012645865	12.6616942575498	8.5346797186963
ENSG00000013503	13.2333439413855	12.2247074646305	15.7173360294201	14.3749357531615
ENSG00000013523	7.96355372575426	7.46767882806923	7.46209690236682	7.12871806627097
ENSG00000013561	14.340544724575	14.1192183032655	15.465221434672	15.4054627091328
ENSG00000013563	4.32671984874998	4.27120959283863	3.65080697565223	4.73859699130455
ENSG00000013573	15.6873764294401	14.6830604628222	15.2386203263606	13.6346775463278
ENSG00000013583	50.1849956968051	56.6919230197374	48.2200852928484	55.2555689685461
ENSG00000013588	1.52823800650019	1.66101902500837	1.56967140670036	1.75740190065621
ENSG00000013619	1.47874903772816	1.66102800392719	1.57600891307898	1.5309310931203
ENSG00000013810	73.9596485059863	67.1825299583232	72.9584696736401	69.5027440996219
ENSG00000014123	22.0418240803936	21.1583352270969	23.2250632637939	20.0045052169435
ENSG00000014138	18.1154545392066	21.5368008661408	16.6323863628215	19.1399314061161
ENSG00000014164	10.3980739766452	9.74932218714823	11.8145428778474	12.2199068605096
ENSG00000014216	44.3222256558553	49.3131359246192	39.1363153264804	46.369073844964
ENSG00000014257	3.4654070175203	3.93164045371188	3.15328851816417	3.34728295030615
ENSG00000014641	163.073602217621	161.060127348145	159.56645363447	172.881612045907
ENSG00000014824	24.4126691654312	24.6760520275519	26.7036034444359	24.2689047522393
ENSG00000014914	2.60311434030411	2.61937895581797	2.38557636978669	2.33641678365225
ENSG00000014919	36.8307849334382	35.1836210822033	33.6571844497172	35.8643740476031
ENSG00000015133	7.45879466448718	5.48784298998203	7.61068348707209	6.19734095367845
ENSG00000015153	19.0015737619088	22.6123997443923	21.5012189670142	20.3206466479338
ENSG00000015171	68.8735621285305	62.6106692964498	73.0781236985999	59.6912198184693
ENSG00000015475	13.7459983389231	11.675978018315	12.0899833374109	12.9752979752395
ENSG00000015479	1.39170320793445	1.28709607752642	1.44902449924513	1.26123089445746
ENSG00000015532	19.3913982392079	18.9324626885733	18.0670037558885	17.7947968177384
ENSG00000015676	14.662264006973	14.3626366798857	14.8333489482312	15.6472113881328
ENSG00000016082	2.98101361322737	3.2784757238122	3.14114591373843	3.27043506506181
ENSG00000016391	3.81076325067617	2.66812057762547	2.93136755141692	2.63823175673039
ENSG00000016864	27.1622364622371	26.7118443186825	25.5862798496378	25.5815953608905
ENSG00000017260	69.9698189781477	63.8958136050688	70.0103615935339	66.0708614114888
ENSG00000017797	57.1114486663524	52.2244644061579	59.2370476718361	53.6391260993637
ENSG00000018189	4.90487143102686	4.54664711531845	5.88217976450893	4.59382088403921
ENSG00000018236	6.84972660394628	7.19040419615627	7.77931647795662	7.10208694737438
ENSG00000018408	10.4850931801326	11.2276408008025	10.7274507199788	9.15108290350694
ENSG00000018510	17.9434358065123	15.8878523156208	20.5833387955185	17.6728462599767
ENSG00000018610	31.3104906031787	30.414896368327	33.9488734824873	27.720154364299
ENSG00000018625	2.35601313680184	2.61782976294123	1.23877882856837	1.31117044133492
ENSG00000018699	12.7249939934465	12.8508954055867	13.4422091494513	14.8072635144237
ENSG00000018869	2.19235413560449	1.98470701378219	2.4117612221604	2.22784139147849
ENSG00000019144	8.30383500573398	8.04600929296437	8.87496976158873	8.59910616678584
ENSG00000019485	36.4797618955446	29.8396769907132	32.3503236464539	28.6401303503524
ENSG00000019505	7.22545321987408	7.91631104856343	6.93453365006104	7.7949573351349
ENSG00000019582	14.5435596346331	16.6522751596143	13.3078747969834	14.3812430992782
ENSG00000019995	14.6905120176805	15.0477330315178	15.9739054529593	14.6745339363776
ENSG00000020129	20.8909944867303	19.2065309320705	18.2916034250015	20.5132251833873
ENSG00000020181	2.36149662872717	2.27935802673947	2.36254739965173	2.03130420353435
ENSG00000020256	14.7710881338272	14.0278360003851	11.9656958112639	12.341439171421
ENSG00000020426	9.99077941168162	10.168668106133	10.6397141182309	9.36986401950569
ENSG00000020577	4.12329279310675	3.58268178264953	4.84177348188061	3.79784714982218
ENSG00000020633	7.56744354983838	7.03774449393497	7.01278981523731	6.76536450308827
ENSG00000020922	6.18468918212267	5.34206360590365	7.34354023529317	6.37392374832456
ENSG00000021300	20.0229612843834	24.7495960164639	17.4470567249817	19.9371819678921
ENSG00000021355	9.63848348998348	11.3887385355486	9.30185382518012	10.7839707368561
ENSG00000021574	13.8299898157972	10.5011234208364	15.9310307336356	13.7571373313418
ENSG00000021762	3.79335255823834	3.90003310669469	3.12266076479216	3.39513368223414
ENSG00000021776	11.4418057151299	11.75449926531	13.9428515210015	12.1955079392833
ENSG00000021826	1.32589222402105	1.27560813700933	1.28463453667351	1.35418512640521
ENSG00000022267	7.56375843849335	8.06774234327626	7.45948396871931	6.37075329183587
ENSG00000022277	32.3668429532867	34.8946591572464	30.516521833866	33.2830892457098
ENSG00000022567	4.69132221900255	4.01619658870331	4.13931535678359	4.85850762238494
ENSG00000022840	59.4922369157629	59.6229756238974	60.0260963712788	59.5774956380622
ENSG00000022976	4.79467236366204	3.91823835935276	4.6574841146326	4.26289692552111
ENSG00000023041	27.488324733458	28.3053914256325	27.2224444720071	23.1545467422044
ENSG00000023191	40.4015811552769	38.5581303736892	37.5903327592986	40.9695797813721
ENSG00000023228	16.8627201554534	13.1034510978762	17.1635983121636	13.4336031396575
ENSG00000023287	11.3912940656366	9.53410462375748	13.4760556205001	11.1890852540593
ENSG00000023318	18.1631261786926	19.6747422845746	18.8763498273775	18.3472559230471
ENSG00000023330	21.2192521288424	23.3591770230424	21.1567300093335	22.7895074028186
ENSG00000023516	8.19872175294989	7.79588790240185	9.80962819990658	8.63229328290394
ENSG00000023572	10.0573834080842	8.94355774268368	10.9341873187694	10.8602878737949
ENSG00000023608	3.63373200528172	3.53671089806336	3.91531545440331	3.58409670945447
ENSG00000023697	34.6651573637919	41.1078741382823	34.7620017470881	36.1713135931357
ENSG00000023734	223.297381254763	246.441355719222	224.905654651841	239.236008574605
ENSG00000023892	4.71802433019137	4.23751132707389	3.95416417921006	4.14285308049505
ENSG00000023902	13.4508673485658	12.7376560076714	10.0866571619158	11.0629684768788
ENSG00000023909	17.2196453111013	15.8724126096764	23.5005881872449	18.3303073146788
ENSG00000024048	11.134575187376	9.71888112869877	12.1501015155922	11.4186486906462
ENSG00000024422	10.3065375184416	12.3025041781583	9.38825529779889	9.84751525289598
ENSG00000024526	18.4148461789614	14.7949164429679	20.0352566072584	15.7130829697044
ENSG00000024862	9.45244190648916	9.06470157404171	9.14231954146719	8.89768564421175
ENSG00000025039	14.9082437753578	14.7294437186283	13.669466249578	13.7374762472724
ENSG00000025156	9.46551078258209	8.38484200166098	9.65316489037355	7.30520958251034
ENSG00000025293	15.8754140365407	13.8075946672794	16.5797178600763	15.8485702174119
ENSG00000025423	1.92088283302259	1.76352320841961	1.76881600848424	1.7492851537113
ENSG00000025434	5.15037947647693	5.56249709470025	4.27989256876985	4.92906328987291
ENSG00000025770	21.252109352246	19.9421665094195	20.5190937647442	22.890977312465
ENSG00000025772	32.969523389702	34.8806167750315	34.1969860624727	35.3887760554449
ENSG00000025796	25.4871767947437	23.7714586605738	28.2975670331471	23.3573139142831
ENSG00000025800	21.3694149259273	15.3308624385324	22.6962748140873	21.78148231588
ENSG00000026025	3.13568718308465	3.13511431500605	2.92300097258183	3.501654811266
