matr3_yfp_1	matr3_yfp_2	matr3_yfp_3	matr3_f115c_1	matr3_f115c_2	matr3_f115c_3
ENSG00000003137	7.03185241622536	6.4609380766918	5.32855510797912	5.69041466903076	7.83466071986642	6.69226961720892
ENSG00000003147	2.6471210650694	2.64325742106184	2.4973665424855	2.23075519749691	3.34083711118523	2.69302257265178
ENSG00000003249	12.5845892650879	12.0693884378769	12.061676682118	11.9444002191975	13.809834882331	11.1644873243507
ENSG00000003393	8.86355043479384	9.83833011503803	9.97027773871054	9.40685649538938	9.30698733954799	9.47939258922751
ENSG00000003400	1.38767308661504	1.42769213801565	1.29161957619377	1.33751871344877	1.36873263339243	1.27614431941582
ENSG00000003402	4.1549691152838	4.15992251819694	3.36616595630536	3.40740816021427	4.21166150464721	3.61064034356818
ENSG00000003436	35.7190332079728	36.440040158918	35.0593858262922	39.7532999855631	35.8873632228106	40.9646774621326
ENSG00000003509	3.58854858119816	3.70127534422522	4.88573617110147	4.23838552970118	3.92083546626016	3.6574407881445
ENSG00000003756	12.0725270522249	18.0373873147539	16.7583674852853	12.1947563965142	16.2101998832715	15.470882083497
ENSG00000003987	1.24285480841979	1.54386370114006	1.56383589291477	1.37333658702179	1.40156940905993	1.42713203535473
ENSG00000003989	15.4302337935969	13.2498688485378	10.0738400560049	10.4912933317479	12.686679247563	15.2555914147998
ENSG00000004059	87.4914884413881	80.9386444937624	72.1163350832467	84.5474729459612	85.2472690617068	76.5619597745273
ENSG00000004139	1.96603138738943	2.16234712608515	2.00417822378394	2.13643594358232	2.18066377229138	1.92675564704776
ENSG00000004142	41.7637640752886	42.7629358948181	45.890628753652	43.9230670566833	39.6111177427502	39.866979177616
ENSG00000004399	13.4851675013076	15.983091364484	12.2613275098332	15.0890168723672	17.9029213316711	15.0901051843917
ENSG00000004455	168.959026843502	173.630956902674	160.824457320895	164.608665709276	161.872470784199	162.254513433787
ENSG00000004478	46.0469823697978	47.3945234721203	54.0200284454046	51.2003206407956	42.1628735681167	42.7674820975949
ENSG00000004487	37.9458049988315	38.9381117084506	39.0325840660221	39.7370521675823	36.843202747186	37.2760089475604
ENSG00000004534	12.7122126895037	16.2852221622717	16.499175143207	13.6773144535701	15.8328407840313	15.1300689987804
ENSG00000004660	2.88339267127859	4.01053012108687	3.63177124940788	3.57269320904707	3.65426162749271	4.17431041098596
ENSG00000004700	16.5622100980061	17.5474031096501	17.5479367463813	16.1954033064591	16.4613197017734	15.4114421308472
ENSG00000004766	4.22643313484918	4.84290866867265	4.42846563098827	4.79022086529779	4.68080206092973	5.09306971967083
ENSG00000004777	1.60759164816046	2.75666397589321	2.53435958172288	2.35080728978941	2.60722347443582	2.80009813193821
ENSG00000004779	61.5043357499183	47.9388496962532	48.8868401222547	54.0500126586321	52.6155281902072	49.0361198887498
ENSG00000004799	1.33185935847711	1.4332743458709	1.40732947695461	1.78821430050299	1.90432269213639	1.82652976471031
ENSG00000004864	22.1931778002452	21.5382237985743	18.0553492721659	24.1910557723208	21.4980060400043	21.1522593100958
ENSG00000004866	14.1134775979838	14.6796620902371	13.6122388427368	15.2237744075189	14.9747064565816	16.445902287111
ENSG00000004897	17.8240171753235	18.8635928602681	17.173904703041	19.707969315538	18.4610668597061	19.1319813547177
ENSG00000004961	20.1762824293481	20.5498696130632	21.6367043340652	21.6189113758847	19.3373472031971	17.8401839902209
ENSG00000004975	16.008170171128	16.1213281235256	16.1250148681021	17.1587973639052	17.7601357220872	15.9530313824711
ENSG00000005007	40.3534750077852	45.572270447732	52.239425410784	46.1732026135391	43.3986863636374	43.03672478838
ENSG00000005020	23.3287579950595	20.8507529398033	20.2812408358172	23.9682918798476	19.8940960630693	24.3620356792614
ENSG00000005022	357.165580870603	310.589551711304	330.623710354343	338.17692477918	314.117137604164	298.405645725686
ENSG00000005059	11.6352739519843	10.335963181312	9.08098887893441	10.3686944317721	10.5819597081487	9.29725309159376
ENSG00000005075	50.4146418362422	38.4570204650102	43.2119052089088	44.6348127489136	43.6467049623049	41.9299106225517
ENSG00000005100	6.6134894845127	8.30252451586397	9.06367283797621	7.91021863907311	7.10101291380638	8.2862369287951
ENSG00000005156	5.89719719386026	6.42710773703431	6.3196207902894	6.46733220152577	6.40089030761196	6.37393581602554
ENSG00000005175	15.3215783806305	14.1359346542507	16.5864611616321	14.9623631808222	13.8203680537962	13.9987377938647
ENSG00000005189	2.08067647080863	2.64791886242033	2.48188169651443	2.62395159737036	2.58967118957236	3.22332053203566
ENSG00000005194	28.1772453108115	27.3929008831073	28.8646171450144	26.5560813319448	25.5890962701417	24.0232640144572
ENSG00000005206	8.43419808344636	15.5438501790562	13.276738120082	10.6817702191571	13.061746203666	13.5122670397093
ENSG00000005238	5.36448823248927	5.96778017595999	6.21948555428186	5.7328705188387	6.1867478527524	5.76199636177409
ENSG00000005243	6.48130722675019	6.92124323243987	8.22163075416961	8.07629941814873	7.3936489896015	6.8614886530627
ENSG00000005249	8.73725281474069	6.90792517457347	5.10393163112747	6.5624680640498	7.83224580343069	8.50336222534917
ENSG00000005302	13.5599782835471	14.8598305030046	14.052050700938	13.8923303164466	14.9828090110673	15.3109106853941
ENSG00000005339	9.61132489176498	10.9156639362329	10.5819410293133	11.1046489015301	11.5628193903419	11.8183562536528
ENSG00000005436	2.16976686708243	2.2189225933446	2.40402525848708	2.30997992177635	2.28602878514452	2.2848287294032
ENSG00000005448	19.07244728704	17.3656564407209	17.122122512744	16.7806097415535	20.0959717794141	13.1094657245294
ENSG00000005469	9.3383975375968	10.1831900575757	8.11122582055506	8.94315712039395	9.55652163848272	9.59308937268772
ENSG00000005483	11.4843225431709	14.3063647664503	13.1628202576772	12.7916945072805	14.3230332432485	15.7214642438962
ENSG00000005486	72.1738052657159	69.3049941325704	61.4518092632176	70.8092486769916	72.877454632815	66.8332958680678
ENSG00000005513	1.74445288547262	1.61597643201088	1.37333351639708	1.40697218794311	1.46242045724341	1.33745279849454
ENSG00000005700	9.14997684613646	9.46787947297013	8.9011874986628	10.0826893977721	9.72979866869471	9.92735847990794
ENSG00000005801	9.63538276134222	10.8498795421786	11.9533276850039	10.9954379098028	10.4174816245479	10.7206857651185
ENSG00000005810	5.70996187406831	5.56297613373811	4.92621825713794	6.02123115066485	5.69850023835674	6.13921117420741
ENSG00000005812	5.83747013805201	6.00641338966409	6.52841633943869	5.51236894446909	5.72047484678377	6.50386861845786
ENSG00000005882	3.44509923554697	3.28193648288932	3.05582553238508	3.56999781862914	3.87884459697777	3.40817696227978
ENSG00000005884	97.9499647599768	101.868681113788	95.7030811652075	108.736038659883	115.514933712779	100.899208660804
ENSG00000005889	4.62445919619627	5.43185933647919	5.29036944482617	5.17407648385476	4.88957559889093	5.58775964589963
ENSG00000005893	143.618028764162	135.367398178744	111.714167174269	135.401607219199	136.065919598244	142.455399297702
ENSG00000005961	1.19306189501564	1.51199868907364	1.50295090532375	1.39089517881845	1.49521079175935	1.53579364225416
ENSG00000006007	25.9813496441506	25.4874714314843	22.3902872501302	26.4501114709936	22.9592898887535	26.2720455458723
ENSG00000006015	73.8059482802464	75.7334662713307	66.7472117818312	77.4785951452239	76.6068815199573	72.8955454547031
ENSG00000006016	15.4672381330819	12.7901530568197	12.8551862215136	13.9088024898234	14.5287864445272	13.2233117929128
ENSG00000006025	5.77939971555658	11.4060858951472	11.5800369465459	7.98465277069398	9.46161048631738	10.395813208738
ENSG00000006042	7.0912871793114	6.38660908960252	6.63845614642312	6.78045877061732	6.26679551810832	6.02171045725551
ENSG00000006062	6.94714707427541	7.80873192005714	7.46960109353414	8.02576846617394	8.01793105661556	7.71076763141879
ENSG00000006118	101.496788340042	113.238952819352	82.2878141540766	88.0307295175623	122.585498923099	89.6913226719122
ENSG00000006125	58.9544995806549	57.1239790856532	55.5023751878548	64.643895737396	60.8141073020333	60.7881378139731
ENSG00000006128	15.4688803617272	16.1647297192731	18.9226478081467	18.3667038466658	14.1599016500578	19.4209153470374
ENSG00000006194	15.802676677202	16.613499641745	19.7547042270984	16.694469503777	15.9104839922963	17.4747294036502
ENSG00000006210	31.711638941318	24.7031279338975	17.2498643400448	18.8189809502106	31.4998756001941	18.5620297970852
ENSG00000006282	38.761160123997	46.5175498410688	42.4270901004413	42.213221622836	44.8978162765163	44.748564572025
ENSG00000006283	1.39539950767634	1.4761194970516	1.34103544443468	1.42733183665405	1.54970554398724	1.35753834055792
ENSG00000006327	265.607079645282	246.672491707983	263.637368949444	266.309358546574	245.162617795254	234.045294647452
ENSG00000006377	1.67944596481248	1.72075422910811	1.86549923862601	1.74853391843276	1.8339966564531	1.9705435921919
ENSG00000006432	3.59307547952775	7.16995657498775	7.85285446064037	5.88418461353981	5.7827718368627	6.39651420707788
ENSG00000006451	51.6956548303806	44.9109538470751	45.3030415889136	42.5886051928046	42.8560667070298	42.4002639995873
ENSG00000006453	20.8477388994928	19.3390164661229	16.0186081874061	16.9569570718436	19.7615325931539	17.7665436539246
ENSG00000006459	3.28815587933053	3.87676308364193	4.02835802212476	3.68483936974358	3.57397545486559	4.49175806233997
ENSG00000006468	8.41491671115357	8.12595094050043	6.70165545804875	8.48493200302435	8.82507151388229	7.92742163857949
ENSG00000006530	12.5712348644994	12.8060364458007	11.5478688439299	11.9526165394324	13.0997466661542	12.882652011213
ENSG00000006534	12.3475594725938	11.5631285570525	10.187492619952	11.8587688918183	12.1721177279364	14.4116779252259
ENSG00000006576	19.7892178654819	19.6866884948489	18.1051596447529	21.433813787142	19.2865768611042	20.1526720670658
ENSG00000006606	10.5455591575613	9.3226578208451	12.0285221542373	10.9944573400368	8.86846559331845	10.3848359365103
ENSG00000006607	9.23175110627067	10.6808419486386	11.8063836748273	11.2601522449994	9.42332414016421	10.9854547349984
ENSG00000006625	42.3583307749058	37.8413564482393	41.6688659146216	37.9672261448845	35.4391678716082	35.5268415122884
ENSG00000006634	16.090294221312	14.6732766968889	15.3182201784937	17.2442958096385	15.5727205036204	17.0149281605644
ENSG00000006652	51.6445399752171	48.5487944641493	44.1711482859277	44.5983117571863	48.8841891428003	50.8331794333563
ENSG00000006695	10.991852423713	9.83277241554061	10.34551182894	10.4730804778063	10.6514563232944	10.4144440159708
ENSG00000006704	17.9511922022116	20.3037537231717	16.4407348440776	19.0153021862818	21.4967867673143	20.1624982002256
ENSG00000006712	37.8953692496702	35.4401038192276	36.3125759931755	36.9976766228118	35.2679175859745	37.6404714729014
ENSG00000006715	17.2054396398531	17.016318052625	14.9599161535528	16.5552037426832	18.0770491508736	16.7188787764748
ENSG00000006740	2.71148497955589	2.46156526415091	2.72982499128816	2.24226592450832	2.6819833445051	2.53347402856863
ENSG00000006744	14.5435090192403	16.7130026898896	19.5789757342155	16.5142796516588	15.2460248346416	14.8663807092562
ENSG00000006747	1.20413018068689	1.27193480702586	1.19478178975156	1.26912902933317	1.30409028609691	1.26642111048257
ENSG00000006756	4.33217111537545	4.60109298714052	3.62691037901221	4.31004046193732	5.04039874516433	4.97230151370715
ENSG00000006831	32.0429316851754	33.1321624455586	29.653050381583	35.1684461272934	33.442998897964	33.3166928447972
ENSG00000006837	1.68261170023385	1.96548324225315	2.10806371329139	1.73292846028459	1.80304452717733	1.82601519847516
ENSG00000007047	6.2467409116014	5.884209343163	5.90192224269584	5.86894435969449	6.62918467580186	5.70920588510638
ENSG00000007080	121.940245222602	103.50503552752	122.554175933148	110.997188751479	102.057635192829	101.527668462232
ENSG00000007168	14.9885933931981	14.7311444761096	14.6845233744204	15.2363808310535	14.8879718846625	15.1387831948944
ENSG00000007171	4.90725455170576	3.84882291931114	2.32970807103891	2.08080872166789	5.04857705955496	3.0193834852439
ENSG00000007202	15.052354002364	19.0639471022313	18.4759316123385	17.5186986737055	17.539246913956	17.4817616427874
ENSG00000007237	2.05427110885213	2.06931639979527	1.51647656567379	1.65535896931684	1.85268948310796	1.71863187510386
ENSG00000007255	7.96574854681703	4.81575768351354	5.36003375849195	6.8379865453057	7.20648674569747	7.53191242998995
ENSG00000007341	4.47305224116839	5.38968908214134	5.12683043633236	5.36379163652829	4.68156753303531	5.06733702622759
ENSG00000007376	19.8405887989511	19.4503892313579	22.0609526826866	20.4828902670831	19.058533545914	17.9564169974426
ENSG00000007384	14.61055940444	21.0274848558893	18.526024636651	16.9404241283534	21.0085039159319	18.8891713661813
ENSG00000007392	28.1481924369563	39.5768908662908	39.9293197882573	31.5835686045135	31.760686798516	34.9675444330777
ENSG00000007516	1.25545650916547	1.30225528180413	1.33594792795614	1.24866656061082	1.39097350638579	1.32872432722095
ENSG00000007520	39.2894391060101	36.54015627537	41.6528644119313	40.3394115854466	37.6458419370185	35.2729333161909
ENSG00000007541	6.65739614942097	7.84478156209479	7.46540690828499	7.25359836190431	7.84125280320924	6.80876833177027
ENSG00000007545	2.46072345906107	3.52190881381642	3.8511397501803	2.93976810732948	3.10647816763833	3.01690136331296
ENSG00000007866	14.1145572736155	15.1568102937679	15.5086376933632	13.637717619636	15.4763029660666	14.6556501852944
ENSG00000007923	11.9414061591998	13.4595898951064	14.0922787210565	13.1668283253958	12.1906048604232	12.3902179360645
ENSG00000007944	13.8521502822459	18.5061408913945	21.7870769542879	21.8569271983073	15.5792838472133	22.1211179307735
ENSG00000007968	3.39719846639734	3.31773580104786	3.41965266663405	4.03576501779968	3.55841393349514	3.36762494648132
ENSG00000008018	144.871460701215	133.973373819411	121.410172296768	133.175827323464	127.117151580203	128.10381215215
ENSG00000008083	6.63525163513619	8.2692701718702	8.792809236671	7.54976867635583	7.99270118259258	8.2057387176785
ENSG00000008086	2.25055610881961	2.54055165391993	2.52980816764873	2.46649184508824	2.56966595841003	3.00274587549835
ENSG00000008128	3.35665741816661	6.50639294848702	5.88041672408524	4.43053187021753	5.27553931522264	5.2224573023422
ENSG00000008130	42.103423086333	44.7681757165098	41.1271159247141	44.1072238034075	45.664281597201	43.0458885008927
ENSG00000008197	1.61784803414894	1.74089976451104	1.58172070392748	1.84304213411243	1.8603746785477	2.04371724700941
ENSG00000008256	10.6293635339102	11.8675026394579	14.5814208010515	12.6585757921776	11.0922916585199	12.4440317861609
ENSG00000008277	5.67415469312674	6.34622569478021	5.27636573327569	6.37571172548587	7.00240367884764	6.62802633421401
ENSG00000008282	53.1859372708167	53.4016370171277	49.3956129088445	52.4744877719699	50.4957834621031	55.5731140696529
ENSG00000008283	30.6400644160361	34.6547970869504	35.6798196652682	34.565152822996	33.5755611356065	36.2481281900677
ENSG00000008294	32.6843088450492	37.7238514575404	36.165720399806	35.9198549492134	35.5929182746302	36.1854612005589
ENSG00000008300	4.48580253414204	7.12066050391425	5.76311456066374	6.31866119370824	6.71585936546612	6.83643745710978
ENSG00000008311	6.71510470211259	8.67623383869352	9.21510624124403	8.16739326851376	8.54753805942815	10.1293872627049
ENSG00000008324	13.5551872479816	10.8724580626191	11.8573535916715	12.5992904110892	10.7143076929434	11.6128421669801
ENSG00000008382	5.45839388299942	5.13826942986171	5.24566432006614	4.38511518675848	4.78622426513413	4.45054638817996
ENSG00000008394	257.150679662286	227.15434101646	230.661369926901	249.859682326203	215.570339621507	238.437855587922
ENSG00000008405	9.00151021008416	9.84708464134952	9.29539074323155	8.43054643918767	8.9003101183149	9.03786130140257
ENSG00000008441	23.8423347231506	24.0055641861922	26.5843818508058	26.2416417533091	25.3980538562521	25.4318832371058
ENSG00000008513	8.59760276223456	8.45627804186629	6.47142262248415	6.38872707398996	8.80386910622873	7.30863419058674
ENSG00000008516	4.62796165847389	4.71582282130092	4.1511135360399	4.47015606670928	5.33463720305882	4.95602326727227
ENSG00000008517	145.376876235373	116.052262048066	117.925145627141	93.0148745687676	124.196599120068	96.4639400633203
ENSG00000008710	11.4161775188606	17.2120670853388	14.9393249848029	14.5266870021466	17.3884416027398	18.1749344284003
ENSG00000008735	3.14491765362371	3.66024509845735	3.38951313341808	3.75101299277967	3.34784860445792	3.41065622840336
ENSG00000008838	13.6661085580366	16.9580785496495	15.9328725260822	15.5474625464907	16.6901055015154	15.0264001139765
ENSG00000008853	3.98490781265349	5.59751394591177	5.43032588281804	5.44732776261225	5.46009398260169	4.69470884603763
ENSG00000008869	1.66919628601082	2.32839192816566	2.44990805891083	1.93235370739339	2.09320325679676	2.32291031498616
ENSG00000008952	21.6782044274744	21.3739007787357	20.7629562262838	21.2492464868294	19.8662551053898	22.5950658714188
ENSG00000008988	1222.61310057154	961.43599293442	1180.39864265272	1060.10546542159	943.213317417622	970.979515574219
ENSG00000009307	90.8159493091362	87.8270367687794	90.2867484658129	89.1433019823358	86.8102275281731	88.6966270602647
ENSG00000009335	38.8260794496932	41.2380047499949	42.4843973687222	41.1318755727402	39.0127226011746	39.3410840729095
ENSG00000009413	3.74117671208103	3.96193118382767	3.87720529433015	4.39889825140839	3.86669818047775	4.61434880872986
ENSG00000009694	1.64615272450357	2.09442681002436	1.79341115692134	1.72641769717442	1.93549229831993	2.28685495149397
ENSG00000009709	1.78416662510904	1.78475621654248	1.83472759424273	1.84628118635587	1.90467560905718	1.86228885061956
ENSG00000009780	3.1905322667069	2.94098130927877	2.85045430594646	2.98279618639399	2.76335475507227	2.98867263166631
ENSG00000009830	5.66600655635652	8.40952946405539	7.18827658203307	6.33440158597544	7.26686825000408	6.90057949131346
ENSG00000009844	9.19186115745289	8.37177045438562	9.77462413852187	9.5127296015868	8.7017897362371	9.20255027231785
ENSG00000009950	1.1837370156636	1.46477983264062	1.25773914013593	1.32909015894662	1.4389581646711	1.47286974253986
ENSG00000009954	41.0095666519298	41.9430418107901	42.394381109412	46.8532646911422	43.3111882602229	42.5421226198379
ENSG00000010017	13.4549739638611	12.9442887692988	11.6349955436805	13.0588761650272	12.7982167608768	12.7564007759206
ENSG00000010030	1.94502379932687	2.2758815930336	2.1423624972847	2.10165638580489	2.44528001321148	2.32899634846354
ENSG00000010072	6.61875064621078	6.5670308948286	6.9163247920187	6.44275319010362	5.71973661442224	6.52541003256355
ENSG00000010165	16.4482107900113	16.403012343452	18.1870414658708	15.9897797509867	16.0198177053594	15.3602797934174
ENSG00000010219	7.74266813922928	8.6741459116439	8.02849199942644	7.96819637607977	8.19853826403481	8.48934820326298
ENSG00000010244	90.5896710965414	110.345311921583	112.195811304122	98.8505769732816	96.8617432395712	104.100476890897
ENSG00000010256	79.7846600762279	69.16795945225	64.8150395561094	68.3014627568596	74.3043966478998	64.3209548382619
ENSG00000010270	59.9160789034787	51.6473623854992	48.2621317608019	57.9513770992268	55.238291922081	56.0598765765865
ENSG00000010278	47.8430292170696	42.0977732621936	42.7478156643159	42.0335902301953	41.5356211486136	39.6771331056126
ENSG00000010292	31.2447678027622	31.6789553856516	29.1198743632133	39.4491297320838	34.5331172806236	34.906557808693
ENSG00000010295	7.0233832630216	11.8550366466132	10.4005217692205	8.46635883099953	10.5496075963153	9.14447228890748
ENSG00000010318	1.9507996852654	2.65044526038198	2.0344100469066	2.24693829281865	2.53101364098878	2.23605771183402
ENSG00000010322	6.85823143659216	12.1479591140682	10.9184806900849	9.5020679364438	9.86279725197106	10.739640286263
ENSG00000010361	12.4700500539196	12.2650279074475	10.8828726886628	13.417389617438	13.4106576381316	13.3495636387563
ENSG00000010379	2.21838492991162	2.89412103170551	3.65758149260586	2.82889482022333	2.34561341407232	2.90441826133938
ENSG00000010404	13.6791070874308	13.2857105714417	12.0645321705061	13.0623227710078	12.8584939078722	13.7875022340336
ENSG00000010539	4.02023735149268	5.55821710533884	5.30286949342069	5.16939846070752	3.94462852154087	5.1782462093168
ENSG00000010626	6.17010691370683	4.76157502304224	4.51704637604211	5.87775421332525	5.91278332840931	5.7034719564018
ENSG00000010704	3.63462805678606	3.69334390659572	3.12078940026149	3.79042079500836	3.82710109106596	3.84345158867675
ENSG00000010803	15.244872966814	17.004174508036	14.6282226437247	16.5575215479506	16.2420180700397	17.0858339493669
ENSG00000010810	9.133389905653	7.80016353067662	7.84418898298381	8.05396024030396	8.13155777870075	8.80726999648185
ENSG00000010818	8.04818695974851	8.29568601812116	7.02349288020824	7.36753181521348	9.14713392713259	8.7142607568398
ENSG00000011007	38.4101538667537	38.7678898634218	43.4222365193458	39.5866822574367	36.4735223816938	35.7294645369389
ENSG00000011009	35.1556349823435	39.5582119435981	37.1732154022239	36.8868158299122	38.5153179152681	32.9781417083468
ENSG00000011021	5.24345337500896	7.69109772120459	7.09242478998169	6.24498241144076	6.80261813801705	7.61229973646976
ENSG00000011028	49.2289018037466	56.2788536124946	39.3983096931584	54.5845053691856	66.2093499444128	55.3935085514619
ENSG00000011105	14.9844320479037	14.4470683134361	10.5389571825723	13.6284731702024	17.0910743897844	13.6481556314957
ENSG00000011114	3.99885721173983	4.36015606548992	4.78391272254619	4.46568101962356	3.9369653827701	5.15288713969674
ENSG00000011132	13.9269590731786	14.4888125219385	13.903776380831	15.006189737169	15.2683593498858	15.8178377280116
ENSG00000011143	5.18015419712113	6.0241782320587	5.98284918357905	5.75593211150042	5.61537865006497	6.07023885597866
ENSG00000011198	7.96289603225379	8.73981469424293	8.51379168525998	8.38638670736076	6.71543161488106	8.51478286800571
ENSG00000011201	2.22517813757323	1.98058577341689	1.95322342322737	2.04721446796982	2.11077785532535	1.91847487947787
ENSG00000011243	40.7471850360423	50.3669516149576	58.0744596952203	47.7096224781716	47.9919977420643	55.7379943413633
ENSG00000011258	4.38400668292385	5.12593369900056	4.83737068619245	4.75539623368271	4.98280897468249	5.46588744564973
ENSG00000011260	32.4093561370576	29.5888028289779	27.3882083261368	32.3510316323938	28.5121299956282	30.0599743897592
ENSG00000011275	57.7796951213045	68.9457732263394	60.1305284010553	57.6759133437656	66.606433354511	64.5246438912744
ENSG00000011295	11.473426950364	12.5577840654183	12.3530499782841	11.5875927390551	10.579992092616	13.0679759157355
ENSG00000011304	166.872984406789	167.175272852419	158.87041079297	167.433135905097	161.87562821202	154.690764651907
ENSG00000011332	4.70760413878619	5.83823308497858	4.72265576557082	4.33637293470393	5.56943646450198	4.87444205390593
ENSG00000011347	2.46769484509834	2.82813277287778	3.09369245264311	2.54334742032568	2.80127486670814	2.80885545200441
ENSG00000011376	5.51867823955086	5.60824744150534	5.2328352171089	5.98681166778902	5.9126503078088	5.33263763940521
ENSG00000011405	12.8104740135109	14.4411884852586	14.346294708592	14.4156210940304	14.2195263225599	15.9775391351263
ENSG00000011422	106.801154311734	98.9058585940827	99.5291232737936	83.44875735037	97.6204918751226	70.7306246573354
ENSG00000011426	41.3568617318276	47.3968675987099	38.6475655867538	49.7237437568571	43.6855848690001	44.6814138033509
ENSG00000011451	28.3434629768361	29.7575837825779	32.3668986116345	31.6226979116711	29.5514056368277	28.9864211957427
ENSG00000011454	10.4026818235181	10.4267258723161	9.9095241149755	10.5841977468264	11.1904917065932	12.023458084155
ENSG00000011465	2.08028699343092	1.60501267406885	1.3364906759468	1.33284581813917	1.76193685368029	1.54312658443829
ENSG00000011478	6.03965526011084	6.8508284480541	6.59600188837947	6.86831551442866	5.93324424419041	7.41954323724318
ENSG00000011485	47.6599135989471	50.4735770461347	48.3431604188655	48.9866329240179	48.9299543937086	43.9491489224757
ENSG00000011523	3.19397180049889	3.41137883363709	3.26585482308968	3.67812900196099	3.3369246147422	3.61576801342088
ENSG00000011566	16.5222908794123	17.8371591440542	15.9724590561073	16.3491571291209	17.495599756857	18.8282502025399
ENSG00000011638	9.53524474168608	8.35953263906177	8.46506098647666	8.97071397885606	8.75233029773843	9.86693252052186
ENSG00000011677	2.77887108290251	2.71426562596298	2.22789623875877	2.80085285599684	3.04260908842456	3.00098748543123
ENSG00000012048	6.41814038855037	7.29748729106236	7.26896393430339	7.59875267028367	6.73107583696153	7.09322782822238
ENSG00000012061	10.9177226930877	10.170577504787	11.3594066186256	10.4325124800107	11.1267837795728	9.915524093141
ENSG00000012124	3.2742603622941	3.96353813165029	3.86408092902879	2.98969705406519	3.18004268709593	3.28785576303705
ENSG00000012171	6.73366136038214	9.22504900715291	8.47352016841402	11.444977433899	9.02300665782985	12.2861875618199
ENSG00000012174	10.2731402318318	10.1569983395659	8.12847852918116	10.7121663900918	10.5719981566362	11.1643424237502
ENSG00000012211	4.40402213876904	4.19231248060197	4.72977122228723	4.24631303405786	4.83047929743404	4.86905630789124
ENSG00000012232	16.1435978982622	17.5531305133517	15.3427776358034	18.3331984689052	18.8216303910804	16.4410030637376
ENSG00000012660	57.2853875626703	58.3091996870881	53.1012913706057	65.0320080852774	58.0803178621593	66.0702969694521
ENSG00000012779	1.85757780627501	2.02584989991686	1.81104951531261	1.70192874125321	2.31047047950291	1.72862476022699
ENSG00000012817	7.98845350804719	11.6655726917653	9.23309813597576	9.01018249010401	10.7663980143771	11.234773171884
ENSG00000012822	5.73143600064054	8.08269225688041	6.81538957388741	5.78155827631226	7.90417388222679	8.30383175966831
