id	sym	wt_1	wt_2	wt_3	IFNgR_KO_1	IFNgR_KO_2	IFNgR_KO_3
ENSMUSG00000020669	Sh3yl1	14	24	46	9	26	17
ENSMUSG00000020671	Rab10	4014	3051	2949	3161	6102	3597
ENSMUSG00000020677	Ddx52	1487	1264	1247	1009	1937	1125
ENSMUSG00000020680	Taf15	303	276	347	196	350	249
ENSMUSG00000020681	Ace	608	422	176	214	350	164
ENSMUSG00000020682	Mmp28	6	6	7	13	33	9
ENSMUSG00000020687	Cdc27	2286	1829	2707	1749	3342	2090
ENSMUSG00000020689	Itgb3	211	125	260	118	284	124
ENSMUSG00000020691	Mettl2	511	380	496	441	748	533
ENSMUSG00000020692	Nle1	259	186	296	239	408	255
ENSMUSG00000020694	Tlk2	1756	1420	1510	1025	2117	1192
ENSMUSG00000020695	Mrc2	4	4	11	2	3	3
ENSMUSG00000020696	Rffl	664	517	254	311	932	519
ENSMUSG00000020697	Lig3	1271	964	1414	1166	2135	1293
ENSMUSG00000020700	Map3k3	3327	2427	1897	2662	4643	3278
ENSMUSG00000020705	Ddx42	2691	2180	2128	1966	4132	2411
ENSMUSG00000020706	Ftsj3	2711	1814	2549	2334	4042	2749
ENSMUSG00000020707	Rnf135	344	299	253	301	432	362
ENSMUSG00000020708	Psmc5	1732	1731	2236	2127	3346	2307
ENSMUSG00000020709	Adap2	2253	2367	1079	1283	2645	1519
ENSMUSG00000020712	Tcam1	11	12	12	7	1	4
ENSMUSG00000020715	Ern1	1345	900	701	725	1535	910
ENSMUSG00000020716	Nf1	1893	1749	2224	1396	2657	2003
ENSMUSG00000020717	Pecam1	571	538	220	222	610	226
ENSMUSG00000020718	Polg2	137	132	93	84	176	137
ENSMUSG00000020719	Ddx5	16877	12266	9828	9467	22643	11825
ENSMUSG00000020720	Psmd12	1723	1553	1546	1765	3135	1802
ENSMUSG00000020721	Helz	419	352	527	398	782	584
ENSMUSG00000020728	Cep112	3	12	23	7	16	10
ENSMUSG00000020732	Rab37	31	28	12	13	51	20
ENSMUSG00000020733	Slc9a3r1	2509	2265	1302	1697	2948	1982
ENSMUSG00000020736	Nt5c	1042	964	858	1095	1779	1330
ENSMUSG00000020737	Hn1	4301	3183	3344	4117	6461	4803
ENSMUSG00000020738	Sumo2	32	27	40	34	57	15
ENSMUSG00000020739	Nup85	1121	716	1194	1080	1805	1321
ENSMUSG00000020740	Gga3	485	328	356	410	769	548
ENSMUSG00000020741	Cluh	2627	1423	1901	2135	3571	2985
ENSMUSG00000020743	Mif4gd	907	599	478	672	1155	834
ENSMUSG00000020744	Slc25a19	551	347	497	507	873	634
ENSMUSG00000020745	Pafah1b1	7566	5554	5377	5712	11271	6748
ENSMUSG00000020747	Tmem94	833	615	964	879	1421	1145
ENSMUSG00000020752	Recql5	626	450	452	504	911	592
ENSMUSG00000020755	Sap30bp	1262	900	1042	1119	1764	1334
ENSMUSG00000020758	Itgb4	4	7	61	13	14	15
ENSMUSG00000020766	Galk1	1437	1247	2502	1575	2019	1472
ENSMUSG00000020770	Unk	495	337	519	440	804	452
ENSMUSG00000020773	Trim47	823	543	603	1384	1569	1495
ENSMUSG00000020774	Aspa	17	10	10	10	11	9
ENSMUSG00000020775	Mrpl38	537	390	597	501	827	556
ENSMUSG00000020776	Fbf1	428	293	800	440	723	482
ENSMUSG00000020777	Acox1	1797	1297	1749	1665	2988	1989
ENSMUSG00000020778	Ten1	592	446	433	645	1009	633
ENSMUSG00000020780	Srp68	730	829	926	875	1454	1055
ENSMUSG00000020781	Tsen54	324	224	352	401	604	424
ENSMUSG00000020782	Llgl2	113	80	145	135	165	105
ENSMUSG00000020783	Ncbp3	1341	1036	1235	1072	2015	1217
ENSMUSG00000020785	Camkk1	97	74	73	72	160	66
ENSMUSG00000020787	P2rx1	21	17	18	7	21	23
ENSMUSG00000020788	Atp2a3	546	453	306	661	1223	1413
ENSMUSG00000020790	Ankfy1	7296	5924	3911	5501	10837	6873
ENSMUSG00000020792	Exoc7	1244	952	1192	1248	2018	1343
ENSMUSG00000020794	Ube2g1	1126	938	861	786	1612	920
ENSMUSG00000020798	Spns3	12	8	12	7	25	30
ENSMUSG00000020801	Med31	226	145	169	164	234	145
ENSMUSG00000020802	Ube2o	681	532	790	699	979	691
ENSMUSG00000020803	Txndc17	2395	1888	1386	2022	3993	2172
ENSMUSG00000020806	Rhbdf2	3077	1948	1217	1466	2718	1778
ENSMUSG00000020807	4933427D14Rik	291	236	319	225	493	265
ENSMUSG00000020808	Fam64a	190	181	629	375	516	364
ENSMUSG00000020812	1810032O08Rik	189	128	203	105	211	170
ENSMUSG00000020814	Mxra7	10	17	106	19	19	18
ENSMUSG00000020817	Rabep1	2742	1777	2483	1910	3588	2342
ENSMUSG00000020818	Mfsd11	1170	971	927	1612	2655	1841
ENSMUSG00000020821	Kif1c	4792	3942	3475	4372	6636	5033
ENSMUSG00000020823	Sec14l1	4080	2666	2708	5190	8659	5612
ENSMUSG00000020826	Nos2	3187	4040	1147	497	1623	335
ENSMUSG00000020827	Mink1	694	592	732	762	1174	1105
ENSMUSG00000020828	Pld2	1215	922	622	1058	1807	1272
ENSMUSG00000020829	Slc46a1	96	82	111	158	253	153
ENSMUSG00000020831	0610010K14Rik	375	378	395	468	734	573
ENSMUSG00000020832	Eral1	549	373	477	491	897	581
ENSMUSG00000020834	Dhrs13	105	88	181	144	156	152
ENSMUSG00000020840	Blmh	1775	1419	1759	1811	2949	2011
ENSMUSG00000020841	Cpd	8422	8306	5045	6443	11596	6846
ENSMUSG00000020843	Timm22	510	447	616	561	807	631
ENSMUSG00000020844	Nxn	301	248	406	220	318	328
ENSMUSG00000020846	Fam101b	81	25	64	45	112	50
ENSMUSG00000020849	Ywhae	3364	4144	5564	3847	6701	4175
ENSMUSG00000020850	Prpf8	7991	7043	7331	6415	12043	8194
ENSMUSG00000020857	Nme2	2163	1553	1911	2236	3611	2425
ENSMUSG00000020859	Spag9	8852	6169	4027	4259	9513	5249
ENSMUSG00000020863	Luc7l3	2017	1398	1394	1025	2706	1481
ENSMUSG00000020864	Ankrd40	1340	944	1274	1571	2406	1563
ENSMUSG00000020865	Abcc3	1999	2249	1240	1984	3935	2045
ENSMUSG00000020868	Xylt2	1629	1213	1241	1700	2505	1463
ENSMUSG00000020869	Lrrc59	7469	5706	5023	7773	11953	8713
ENSMUSG00000020870	Cdc34b	13	11	3	10	18	18
ENSMUSG00000020873	Slc35b1	2064	1466	1282	1745	2991	1898
ENSMUSG00000020875	Hoxb9	1	7	52	9	11	2
ENSMUSG00000020876	Snx11	594	415	425	517	946	600
ENSMUSG00000020877	Scrn2	80	52	106	129	103	111
ENSMUSG00000020882	Cacnb1	86	94	55	49	92	52
ENSMUSG00000020883	Fbxl20	688	468	528	443	1049	711
ENSMUSG00000020886	Dlg4	57	67	79	61	104	44
ENSMUSG00000020888	Dvl2	866	451	562	575	1116	733
ENSMUSG00000020889	Nr1d1	85	61	55	51	96	78
ENSMUSG00000020892	Aloxe3	13	5	5	5	18	4
ENSMUSG00000020893	Per1	1514	1621	527	519	1129	583
ENSMUSG00000020894	Vamp2	319	248	197	128	289	170
ENSMUSG00000020895	Tmem107	70	59	96	60	85	81
ENSMUSG00000020897	Aurkb	520	440	1030	646	844	836
ENSMUSG00000020898	Ctc1	502	457	740	517	819	609
ENSMUSG00000020899	Pfas	1422	944	2030	1363	2020	1622
ENSMUSG00000020900	Myh10	290	360	151	59	86	66
ENSMUSG00000020901	Pik3r5	2817	1962	1256	1798	3429	2348
ENSMUSG00000020902	Ntn1	7	3	0	4	18	8
ENSMUSG00000020903	Stx8	955	855	755	883	1396	1000
ENSMUSG00000020910	Adprm	370	232	238	269	533	343
ENSMUSG00000020914	Top2a	5267	4891	10529	5562	8333	7002
ENSMUSG00000020917	Acly	11825	8190	10631	8658	14760	12462
ENSMUSG00000020918	Kat2a	712	548	1081	725	1148	885
ENSMUSG00000020919	Stat5b	1788	1399	1331	1344	2414	1663
ENSMUSG00000020921	Tmem101	297	214	401	325	498	298
ENSMUSG00000020922	Lsm12	944	897	893	846	1429	913
ENSMUSG00000020923	Ubtf	2903	2174	2697	2632	4685	3113
ENSMUSG00000020925	Ccdc43	624	472	587	632	1120	751
ENSMUSG00000020926	Adam11	12	4	8	5	9	14
ENSMUSG00000020929	Eftud2	1938	1844	2484	2186	3312	2519
ENSMUSG00000020932	Gfap	5	8	48	0	9	3
ENSMUSG00000020935	Dcakd	141	182	363	272	360	289
ENSMUSG00000020936	Nmt1	4302	3701	3349	4029	6468	4453
ENSMUSG00000020937	Plcd3	17	14	25	13	9	1
ENSMUSG00000020941	Map3k14	1014	615	443	634	1353	950
ENSMUSG00000020946	Gosr2	3942	3168	2811	2995	5548	3768
ENSMUSG00000020948	Klhl28	688	567	427	553	1046	581
ENSMUSG00000020949	Fkbp3	1172	834	2256	1134	1871	968
ENSMUSG00000020952	Scfd1	1885	1454	1110	1143	2476	1277
ENSMUSG00000020954	Strn3	2335	1464	2259	1605	3397	1953
ENSMUSG00000020955	Ap4s1	408	276	301	339	633	424
ENSMUSG00000020956	Dtd2	249	200	277	270	404	275
ENSMUSG00000020961	Ston2	157	167	76	59	208	120
ENSMUSG00000020962	Gtf2a1	1208	1147	920	1007	1942	1098
ENSMUSG00000020964	Sel1l	4755	3703	3569	4155	8823	5557
ENSMUSG00000020973	Dnaaf2	299	244	432	275	469	343
ENSMUSG00000020974	Pole2	301	230	443	308	430	408
ENSMUSG00000020978	Klhdc2	842	602	1580	850	1306	880
ENSMUSG00000020982	Nemf	2063	1543	1394	1105	2639	1387
ENSMUSG00000020986	Sec23a	1829	1415	1408	1645	3154	1910
ENSMUSG00000020988	L2hgdh	101	62	261	115	172	100
ENSMUSG00000020993	Trappc6b	525	481	479	491	952	539
ENSMUSG00000020994	Pnn	921	732	1105	707	1489	802
ENSMUSG00000021000	Ctage5	2512	1848	1438	1626	3692	2061
ENSMUSG00000021003	Galc	446	536	577	743	1350	951
ENSMUSG00000021007	Spata7	91	83	155	76	132	82
ENSMUSG00000021009	Ptpn21	71	67	281	120	156	113
ENSMUSG00000021010	Npas3	6	7	59	7	14	6
ENSMUSG00000021012	Zc3h14	1903	1786	2608	1502	3003	1731
ENSMUSG00000021013	Ttc8	100	62	200	98	130	87
ENSMUSG00000021018	Polr2h	460	318	338	428	780	534
ENSMUSG00000021022	Ppp2r3c	411	346	344	289	591	369
ENSMUSG00000021023	1110008L16Rik	287	222	293	252	402	303
ENSMUSG00000021024	Psma6	2938	2588	2108	2529	4450	3117
ENSMUSG00000021025	Nfkbia	8861	7608	3041	4072	12288	5237
ENSMUSG00000021027	Ralgapa1	1770	1282	1299	1166	2440	1593
ENSMUSG00000021028	Mbip	339	261	277	202	459	261
ENSMUSG00000021033	Gstz1	274	219	439	324	468	283
ENSMUSG00000021036	Sptlc2	6141	4499	4375	4237	8156	4979
ENSMUSG00000021037	Ahsa1	3904	2913	3108	3486	5641	3262
ENSMUSG00000021038	Vipas39	2691	2272	1859	2150	3456	2378
ENSMUSG00000021039	Snw1	2991	2364	2871	2264	4072	2654
ENSMUSG00000021040	Slirp	956	610	818	880	1511	951
ENSMUSG00000021044	Adck1	446	313	435	377	653	452
ENSMUSG00000021047	Nova1	1	5	28	6	1	3
ENSMUSG00000021048	Mthfd1	1113	748	1490	1244	1686	1333
ENSMUSG00000021051	Ppp2r5e	366	341	421	354	707	427
ENSMUSG00000021054	Sgpp1	2066	1389	1472	1959	3434	2530
ENSMUSG00000021057	Akap5	42	10	19	45	108	192
ENSMUSG00000021061	Sptb	18	18	21	21	37	23
ENSMUSG00000021062	Rab15	224	78	32	65	186	32
ENSMUSG00000021065	Fut8	596	466	396	485	986	545
ENSMUSG00000021066	Atl1	25	20	186	35	28	25
ENSMUSG00000021067	Sav1	1879	1427	1380	1218	2369	1510
ENSMUSG00000021068	Nin	4347	2960	2613	2807	5487	3380
ENSMUSG00000021069	Pygl	5988	4344	1894	3410	7215	4676
ENSMUSG00000021072	Tmx1	3621	2639	2707	2931	5644	3121
ENSMUSG00000021076	Actr10	2242	1794	2087	2038	3340	2180
ENSMUSG00000021079	Timm9	207	133	282	251	400	249
ENSMUSG00000021087	Rtn1	46	28	25	66	70	93
ENSMUSG00000021094	Dhrs7	761	625	396	669	1195	755
ENSMUSG00000021096	Ppm1a	2085	1557	1571	1675	3128	1873
ENSMUSG00000021097	Clmn	63	43	302	75	92	65
ENSMUSG00000021102	Glrx5	510	406	744	694	1001	794
ENSMUSG00000021103	Mnat1	461	407	511	449	724	484
ENSMUSG00000021108	Prkch	2566	1800	1067	1818	3463	2093
ENSMUSG00000021109	Hif1a	16387	12006	8833	7719	16975	9554
ENSMUSG00000021111	Papola	4258	3537	3521	3284	6332	3902
ENSMUSG00000021112	Mpp5	1023	761	901	620	1408	753
ENSMUSG00000021113	Snapc1	675	508	395	370	816	449
ENSMUSG00000021114	Atp6v1d	2781	2213	2393	2280	4168	2381
ENSMUSG00000021115	Vrk1	1202	844	1024	1155	1856	1331
ENSMUSG00000021116	Eif2s1	3472	2654	2843	2848	5178	3208
ENSMUSG00000021120	Pigh	249	166	284	274	393	250
ENSMUSG00000021123	Rdh12	273	64	25	40	277	66
ENSMUSG00000021124	Vti1b	1990	1588	1380	1643	2965	1724
ENSMUSG00000021125	Arg2	885	400	101	209	911	246
ENSMUSG00000021127	Zfp36l1	1311	1041	652	794	2003	987
ENSMUSG00000021131	Erh	30	22	27	41	51	26
ENSMUSG00000021133	Susd6	3388	2248	1732	2225	4364	2678
ENSMUSG00000021134	Srsf5	6279	3834	2629	2414	7059	3209
ENSMUSG00000021136	Smoc1	17	3	54	19	23	9
ENSMUSG00000021139	Gm20498	857	557	725	678	1164	771
ENSMUSG00000021140	Pcnx	1831	1739	1459	948	1982	1147
ENSMUSG00000021143	Pacs2	2338	1882	1907	2160	3533	2871
ENSMUSG00000021144	Mta1	518	385	1410	622	821	708
ENSMUSG00000021147	Wdr37	1381	1130	773	854	1648	1129
ENSMUSG00000021149	Gtpbp4	2136	1634	1470	1882	3517	2305
ENSMUSG00000021156	Zmynd11	1588	1223	1503	1048	2131	1292
ENSMUSG00000021171	Esyt2	2737	1957	1937	1917	3515	2231
ENSMUSG00000021175	Cdca7l	530	479	1352	582	839	614
ENSMUSG00000021176	Efcab11	63	46	97	85	117	77
ENSMUSG00000021177	Tdp1	204	208	307	244	395	320
ENSMUSG00000021178	Psmc1	2784	2406	2598	2501	4452	2742
ENSMUSG00000021179	Nrde2	607	594	569	592	1014	748
ENSMUSG00000021180	Rps6ka5	382	285	220	275	473	319
ENSMUSG00000021182	Ccdc88c	428	185	344	139	348	247
ENSMUSG00000021185	9030617O03Rik	507	532	361	510	845	609
ENSMUSG00000021186	Fbln5	250	212	2445	376	383	243
ENSMUSG00000021188	Trip11	2088	1685	1483	1182	2962	1599
ENSMUSG00000021189	Atxn3	2254	1662	1600	2055	4248	2472
ENSMUSG00000021190	Lgmn	68211	59972	33690	62785	103144	59453
ENSMUSG00000021192	Golga5	1271	936	906	810	1834	972
ENSMUSG00000021193	Pitrm1	1432	1038	1703	1370	2388	1607
ENSMUSG00000021196	Pfkp	14880	10559	7111	6030	11965	8812
ENSMUSG00000021200	Asb2	42	22	127	34	34	31
ENSMUSG00000021203	Otub2	66	34	136	84	121	74
ENSMUSG00000021211	Akr1c12	3	5	2	15	24	20
ENSMUSG00000021213	Akr1c13	285	172	184	313	527	421
ENSMUSG00000021215	Net1	519	463	291	354	609	589
ENSMUSG00000021218	Gdi2	17589	14846	10175	15309	27298	18052
ENSMUSG00000021222	Dcaf4	210	183	257	197	396	245
ENSMUSG00000021223	Papln	15	7	125	25	15	16
ENSMUSG00000021224	Numb	1175	910	713	834	1666	939
ENSMUSG00000021226	Acot2	356	257	418	285	409	254
ENSMUSG00000021234	Fam161b	10	5	26	16	21	13
ENSMUSG00000021235	Coq6	431	271	429	423	609	511
ENSMUSG00000021236	Entpd5	709	492	717	727	1291	806
ENSMUSG00000021238	Aldh6a1	335	211	446	317	538	304
ENSMUSG00000021240	Abcd4	209	173	182	236	402	284
ENSMUSG00000021241	Isca2	439	329	306	440	748	454
ENSMUSG00000021242	Npc2	27653	25646	13587	15130	26339	18702
ENSMUSG00000021243	Fcf1	430	297	286	312	528	361
ENSMUSG00000021244	Ylpm1	316	265	401	264	484	323
ENSMUSG00000021245	Mlh3	332	275	347	251	492	354
ENSMUSG00000021248	Tmed10	2166	2367	1936	2139	4272	2709
ENSMUSG00000021250	Fos	17891	9939	6170	8232	20984	8387
ENSMUSG00000021252	0610007P14Rik	631	502	754	596	937	658
ENSMUSG00000021253	Tgfb3	514	640	269	237	329	183
ENSMUSG00000021254	Gpatch2l	1317	906	791	894	1792	1141
ENSMUSG00000021256	Vash1	34	21	43	40	77	98
ENSMUSG00000021257	Angel1	20	34	50	53	96	61
ENSMUSG00000021258	Ccnk	217	169	190	133	263	154
ENSMUSG00000021260	Hhipl1	21	26	179	16	34	17
ENSMUSG00000021262	Evl	4626	3790	2286	2300	3910	2899
ENSMUSG00000021264	Yy1	2307	1540	1905	1856	3236	2005
ENSMUSG00000021265	Slc25a29	9	9	103	25	24	19
ENSMUSG00000021266	Wars	2388	1723	2069	1828	2978	2273
ENSMUSG00000021270	Hsp90aa1	5473	4233	4987	2832	6008	3265
ENSMUSG00000021271	Zfp839	320	245	274	255	451	344
ENSMUSG00000021273	Fdft1	617	480	748	536	818	790
ENSMUSG00000021275	Tecpr2	777	578	606	516	1020	641
ENSMUSG00000021276	Cinp	665	504	841	689	1118	722
ENSMUSG00000021277	Traf3	1221	793	981	784	1505	1029
ENSMUSG00000021279	Cdc42bpb	2593	1849	4612	2335	3310	2336
ENSMUSG00000021280	Exoc3l4	25	43	72	40	38	32
ENSMUSG00000021281	Tnfaip2	5836	3891	2713	2805	5757	3647
ENSMUSG00000021282	Eif5	8393	6434	5342	4639	10735	5546
ENSMUSG00000021285	Ppp1r13b	392	302	306	295	469	364
ENSMUSG00000021286	Zfyve21	214	130	261	283	378	322
ENSMUSG00000021287	Xrcc3	64	49	123	83	122	70
ENSMUSG00000021288	Klc1	2291	1432	2371	1964	3114	2326
ENSMUSG00000021290	2010107E04Rik	1730	1283	1633	1568	2795	1803
ENSMUSG00000021294	Kif26a	14	7	112	16	19	9
ENSMUSG00000021298	Gpr132	959	648	354	426	871	719
ENSMUSG00000021302	Ggps1	695	469	573	518	1024	608
ENSMUSG00000021303	Gng4	2	0	11	3	2	4
ENSMUSG00000021306	Gpr137b	573	487	983	670	1007	646
ENSMUSG00000021311	Mtr	1425	1123	966	1506	2417	1644
ENSMUSG00000021318	Gli3	50	40	375	62	101	55
ENSMUSG00000021322	Aoah	1815	1834	1000	1297	2326	1716
ENSMUSG00000021326	Trim27	1498	1006	1500	1730	2766	1939
ENSMUSG00000021327	Zkscan3	935	509	528	650	1445	850
ENSMUSG00000021338	Lrrc16a	516	443	265	173	263	184
ENSMUSG00000021339	Mrs2	544	465	901	504	880	559
ENSMUSG00000021340	Gpld1	14	9	13	9	3	11
ENSMUSG00000021356	Irf4	375	164	137	386	799	1148
ENSMUSG00000021357	Exoc2	2457	1770	1602	1739	3287	2089
ENSMUSG00000021359	Tfap2a	15	19	99	10	7	17
ENSMUSG00000021360	Gcnt2	1979	1085	645	810	2097	960
ENSMUSG00000021361	Tmem14c	2113	1759	1628	2277	3197	2587
ENSMUSG00000021363	Mak	21	23	11	3	14	10
ENSMUSG00000021365	Nedd9	3101	1653	627	996	3040	1633
ENSMUSG00000021366	Hivep1	984	858	493	445	1146	723
ENSMUSG00000021367	Edn1	68	81	15	8	24	11
ENSMUSG00000021368	Tbc1d7	200	179	214	245	309	226
ENSMUSG00000021371	Mcur1	885	708	548	721	1318	821
ENSMUSG00000021374	Nup153	4139	3276	3041	3176	6522	4318
ENSMUSG00000021375	Kif13a	1333	937	853	919	1940	1275
ENSMUSG00000021376	Tpmt	66	54	50	69	118	68
ENSMUSG00000021377	Dek	2800	2337	1927	1727	3866	2049
ENSMUSG00000021384	Susd3	926	609	419	867	1461	1061
ENSMUSG00000021385	Ippk	552	391	422	454	735	470
ENSMUSG00000021391	Cenpp	75	57	127	76	148	88
ENSMUSG00000021392	Nol8	738	598	583	518	1329	768
ENSMUSG00000021395	Spin1	851	693	819	651	1223	763
ENSMUSG00000021400	Wrnip1	755	469	744	600	1029	783
ENSMUSG00000021403	Serpinb9b	11	1	7	17	21	50
ENSMUSG00000021408	Ripk1	3781	3106	1927	2821	5195	3379
ENSMUSG00000021411	Pxdc1	80	30	55	190	303	284
ENSMUSG00000021413	Prpf4b	2878	2025	2095	1656	3839	2162
ENSMUSG00000021417	Eci2	905	785	1095	1049	1667	1231
ENSMUSG00000021418	Rpp40	187	136	190	224	322	242
ENSMUSG00000021420	Fars2	563	472	396	502	747	576
ENSMUSG00000021423	Ly86	7412	6630	3234	4354	8210	6032
ENSMUSG00000021427	Ssr1	8594	6493	6470	8025	14286	9675
ENSMUSG00000021428	Riok1	1125	856	686	683	1400	815
ENSMUSG00000021431	Snrnp48	482	323	347	322	709	342
ENSMUSG00000021432	Slc35b3	457	345	315	389	676	491
ENSMUSG00000021448	Shc3	1	0	13	1	4	3
ENSMUSG00000021451	Sema4d	2313	3213	1265	1018	2711	1332
ENSMUSG00000021453	Gadd45g	1064	631	289	357	813	409
ENSMUSG00000021457	Syk	11534	8234	4328	6961	13498	9746
ENSMUSG00000021458	2010111I01Rik	1461	1040	661	1402	2327	1460
ENSMUSG00000021460	Auh	640	393	380	347	771	484
ENSMUSG00000021461	Fancc	173	150	241	195	283	235
ENSMUSG00000021466	Ptch1	83	74	180	68	118	74
ENSMUSG00000021468	Sptlc1	1429	1110	883	1373	2491	1560
ENSMUSG00000021470	Ercc6l2	587	436	639	460	862	610
ENSMUSG00000021474	Sfxn1	1090	918	1338	1192	1974	1373
ENSMUSG00000021476	Habp4	192	154	193	238	371	230
ENSMUSG00000021477	Ctsl	31937	22278	10973	23163	45748	18956
ENSMUSG00000021478	Drd1	6	3	10	3	5	2
ENSMUSG00000021481	Zfp346	304	184	393	315	512	329
ENSMUSG00000021482	Aaed1	464	320	412	429	765	449
ENSMUSG00000021483	Cdk20	837	521	365	704	1238	629
ENSMUSG00000021484	Lman2	7633	5690	5480	7204	11130	8846
ENSMUSG00000021485	Mxd3	67	65	186	133	127	175
ENSMUSG00000021486	Prelid1	4723	4177	3664	4136	6052	4668
ENSMUSG00000021488	Nsd1	5715	4429	3042	4275	8847	5742
ENSMUSG00000021493	Pdlim7	610	377	497	363	712	421
ENSMUSG00000021494	Ddx41	1731	1471	1232	1801	2742	1813
ENSMUSG00000021495	Fam193b	465	224	397	319	615	314
ENSMUSG00000021496	Pcbd2	214	157	158	242	379	228
ENSMUSG00000021497	Txndc15	927	756	690	886	1515	1041
ENSMUSG00000021500	Ddx46	1870	1619	1576	1354	2798	1629
ENSMUSG00000021501	Caml	611	382	424	558	1061	643
ENSMUSG00000021504	B4galt7	785	509	647	776	1119	765
ENSMUSG00000021508	Cxcl14	65	67	31	51	92	58
ENSMUSG00000021510	Zfp729a	594	475	382	331	824	465
ENSMUSG00000021514	Zfp369	333	238	317	280	647	405
ENSMUSG00000021518	Ptdss1	2237	1715	1648	1900	3343	2475
ENSMUSG00000021519	Mterf3	587	420	369	329	804	445
ENSMUSG00000021520	Uqcrb	888	732	709	766	1691	988
ENSMUSG00000021532	Fastkd3	257	244	273	321	562	345
ENSMUSG00000021537	Cetn3	967	751	822	883	1524	956
ENSMUSG00000021540	Smad5	1084	672	2339	979	1675	1171
ENSMUSG00000021546	Hnrnpk	9239	7172	6967	6680	12544	7543
ENSMUSG00000021548	Ccnh	744	527	500	544	1099	675
ENSMUSG00000021549	Rasa1	1872	1603	1461	1639	3433	2236
ENSMUSG00000021550	2210016F16Rik	1674	1148	1189	1557	2406	1738
ENSMUSG00000021552	Gkap1	87	58	89	51	155	67
ENSMUSG00000021555	Naa35	900	572	591	529	1073	589
ENSMUSG00000021556	Golm1	908	703	694	793	1359	1009
ENSMUSG00000021557	Agtpbp1	2458	1680	848	1213	2619	1509
ENSMUSG00000021559	Dapk1	1144	782	445	766	1651	1646
ENSMUSG00000021565	Slc6a19	23	46	4	8	23	4
ENSMUSG00000021569	Trip13	247	216	491	397	500	420
ENSMUSG00000021572	Cep72	102	80	115	91	147	107
ENSMUSG00000021573	Tppp	28	6	3	9	15	11
ENSMUSG00000021575	Ahrr	65	77	67	29	73	64
ENSMUSG00000021576	Pdcd6	2036	1451	1364	1604	2966	1770
ENSMUSG00000021577	Sdha	3684	3718	4023	4199	7314	5191
ENSMUSG00000021578	Ccdc127	1124	866	1043	943	1653	1013
ENSMUSG00000021579	Lrrc14b	12	8	20	9	19	2
ENSMUSG00000021583	Erap1	4510	3662	1908	2644	5016	3188
ENSMUSG00000021585	Cast	3294	2274	1414	1823	4065	2462
ENSMUSG00000021589	Rhobtb3	73	57	572	87	89	60
ENSMUSG00000021591	Glrx	2809	2995	1198	1508	3067	1655
ENSMUSG00000021592	Arsk	724	499	377	538	1027	698
ENSMUSG00000021594	Srd5a1	44	22	101	64	64	68
ENSMUSG00000021595	Nsun2	4410	3426	4576	3964	6820	4468
ENSMUSG00000021596	Mctp1	856	540	279	663	1368	802
ENSMUSG00000021597	Slf1	419	326	540	291	583	365
ENSMUSG00000021598	Med10	723	558	544	558	1074	615
ENSMUSG00000021606	Ndufs6	461	445	486	531	796	617
ENSMUSG00000021607	Mrpl36	869	648	760	898	1386	963
ENSMUSG00000021608	Lpcat1	1266	1081	932	1262	2182	2008
ENSMUSG00000021610	Clptm1l	4744	3439	3574	4350	7577	5204
ENSMUSG00000021611	Tert	5	1	29	7	4	7
ENSMUSG00000021613	Hapln1	12	13	119	19	20	15
ENSMUSG00000021614	Vcan	16960	8271	3049	10034	24636	13206
ENSMUSG00000021615	Xrcc4	472	381	269	292	582	325
ENSMUSG00000021619	Atg10	195	145	153	144	309	185
ENSMUSG00000021621	Zcchc9	689	454	524	543	1094	626
ENSMUSG00000021624	Cd180	1371	1431	690	717	1339	870
ENSMUSG00000021629	Slc30a5	2620	1762	2011	2438	4488	2810
ENSMUSG00000021635	Rad17	1095	794	828	817	1489	927
ENSMUSG00000021636	Marveld2	11	5	8	4	31	11
ENSMUSG00000021639	Gtf2h2	471	432	419	376	774	456
ENSMUSG00000021640	Naip1	52	42	8	32	34	43
ENSMUSG00000021643	Serf1	64	43	86	40	83	63
ENSMUSG00000021645	Smn1	280	310	292	267	429	296
ENSMUSG00000021646	Mccc2	163	144	291	253	379	240
ENSMUSG00000021650	Ptcd2	811	619	562	653	1228	781
ENSMUSG00000021660	Btf3	2300	1879	1921	2114	3537	2340
ENSMUSG00000021661	Ankra2	317	221	214	254	558	339
ENSMUSG00000021665	Hexb	10092	8544	5967	13428	21432	15877
ENSMUSG00000021666	Gfm2	939	751	717	811	1449	979
ENSMUSG00000021668	Polk	614	367	493	457	1007	516
ENSMUSG00000021669	Col4a3bp	2488	1435	1158	1501	3455	2148
ENSMUSG00000021670	Hmgcr	3973	2727	4003	2740	5060	4328
ENSMUSG00000021671	Poc5	393	321	385	324	592	357
ENSMUSG00000021675	F2rl2	15	7	3	21	23	79
ENSMUSG00000021676	Iqgap2	3561	2772	1781	2799	5979	3376
ENSMUSG00000021681	Aggf1	1485	1184	1055	1165	2233	1439
ENSMUSG00000021684	Pde8b	47	50	26	34	87	50
ENSMUSG00000021686	Ap3b1	3313	2974	2411	2423	4791	3332
ENSMUSG00000021687	Scamp1	1973	1617	1307	1857	3238	2134
ENSMUSG00000021690	Jmy	410	337	589	296	476	324
ENSMUSG00000021692	Dimt1	144	113	146	165	239	152
ENSMUSG00000021693	Kif2a	573	444	434	395	847	485
